"hhid","FF02","FF01","FF_21a","FF_21b"
"4ffcc839141344d2874e764968ce4a38",150,"Salt",2,
"4ffcc839141344d2874e764968ce4a38",991,"Cooking fat",2,
"501b616921e04c0eba533adee7de7f01",150,"Salt",1,"US-2052"
"5027e7a611eb4efe8a48e8bfce3ffa55",127,"Cooking oil",2,
"5027e7a611eb4efe8a48e8bfce3ffa55",150,"Salt",2,
"5027e7a611eb4efe8a48e8bfce3ffa55",991,"Cooking fat",2,
"502b017b69b44342b471dc57841a4f81",127,"Cooking oil",1,"UO-1372"
"502b017b69b44342b471dc57841a4f81",150,"Salt",1,"US-1372"
"502b017b69b44342b471dc57841a4f81",991,"Cooking fat",2,
"509eb755c5a54c8fad034999b11dee0b",127,"Cooking oil",1,"UO-2357"
"509eb755c5a54c8fad034999b11dee0b",150,"Salt",1,"US-2357"
"509eb755c5a54c8fad034999b11dee0b",991,"Cooking fat",2,
"50a874a48212479f8c449a6c0e61d25a",127,"Cooking oil",2,
"50a874a48212479f8c449a6c0e61d25a",150,"Salt",2,
"50a874a48212479f8c449a6c0e61d25a",991,"Cooking fat",2,
"50cfe160f7114ed0a8aa5caf975ab144",150,"Salt",1,"US-3331"
"50d5c47ccfcf4a92aa093bcc17656a44",127,"Cooking oil",1,"033888"
"50d5c47ccfcf4a92aa093bcc17656a44",150,"Salt",2,
"50d5c47ccfcf4a92aa093bcc17656a44",991,"Cooking fat",2,
"50dc5a07aa6542fbab5b268281a51995",150,"Salt",2,
"5111e6a8cce74780a6b7be8df320b5de",127,"Cooking oil",2,
"5111e6a8cce74780a6b7be8df320b5de",150,"Salt",2,
"5111e6a8cce74780a6b7be8df320b5de",991,"Cooking fat",2,
"51123541c3ee40718066d063b51ec9f6",127,"Cooking oil",2,
"51123541c3ee40718066d063b51ec9f6",150,"Salt",1,"US-1701"
"51123541c3ee40718066d063b51ec9f6",991,"Cooking fat",2,
"5114b9a6e8ab4f5e84b3ce709c027faf",127,"Cooking oil",1,"UO-1603"
"5114b9a6e8ab4f5e84b3ce709c027faf",150,"Salt",2,
"5114b9a6e8ab4f5e84b3ce709c027faf",991,"Cooking fat",2,
"5117c5f2b3314943a8d2dab3f3f795d1",127,"Cooking oil",2,
"5117c5f2b3314943a8d2dab3f3f795d1",150,"Salt",1,"US-2139"
"5117c5f2b3314943a8d2dab3f3f795d1",991,"Cooking fat",2,
"51424b1008114c4794f485af056a43ec",127,"Cooking oil",1,"UO-2175"
"51424b1008114c4794f485af056a43ec",150,"Salt",2,
"51424b1008114c4794f485af056a43ec",991,"Cooking fat",2,
"51692e6761e14a3e877e646e70c8e960",150,"Salt",2,
"516988a84f7b4cb6ac63bbb50fe643aa",127,"Cooking oil",1,"UO-1779"
"516988a84f7b4cb6ac63bbb50fe643aa",150,"Salt",2,
"516988a84f7b4cb6ac63bbb50fe643aa",991,"Cooking fat",2,
"51875a7c905d4bd586d69cea53eb0a1b",127,"Cooking oil",2,
"51875a7c905d4bd586d69cea53eb0a1b",150,"Salt",2,
"51875a7c905d4bd586d69cea53eb0a1b",991,"Cooking fat",2,
"51b75d7c4ac54a85b5406d69f3c3e020",127,"Cooking oil",1,"UO-2463"
"51b75d7c4ac54a85b5406d69f3c3e020",150,"Salt",2,
"51b75d7c4ac54a85b5406d69f3c3e020",991,"Cooking fat",2,
"51d860bacedc4540bc66a6084a867aef",150,"Salt",2,
"51e125d8584c4a1fbf84a34022b36d57",150,"Salt",2,
"51e9bf2081084ef6b3450da61347e5c8",127,"Cooking oil",2,
"51e9bf2081084ef6b3450da61347e5c8",150,"Salt",2,
"51e9bf2081084ef6b3450da61347e5c8",991,"Cooking fat",2,
"51f8e3e3a3bd4110af3bb137ddc8b25c",127,"Cooking oil",1,"UO-1722"
"51f8e3e3a3bd4110af3bb137ddc8b25c",150,"Salt",1,"US-1722"
"51f8e3e3a3bd4110af3bb137ddc8b25c",991,"Cooking fat",2,
"51fba1bfc8404717ab3cf216c70d8d37",127,"Cooking oil",1,"UO-2035"
"51fba1bfc8404717ab3cf216c70d8d37",150,"Salt",2,
"51fba1bfc8404717ab3cf216c70d8d37",991,"Cooking fat",2,
"5213ba3ed5f446d08b430c0949c0c60d",127,"Cooking oil",2,
"5213ba3ed5f446d08b430c0949c0c60d",150,"Salt",2,
"5213ba3ed5f446d08b430c0949c0c60d",991,"Cooking fat",2,
"521d82321e1141a9ab92b4e16fd86117",127,"Cooking oil",2,
"521d82321e1141a9ab92b4e16fd86117",150,"Salt",2,
"521d82321e1141a9ab92b4e16fd86117",991,"Cooking fat",2,
"5231fd12f8fe4028859bd9c1f70f9adb",127,"Cooking oil",2,
"5231fd12f8fe4028859bd9c1f70f9adb",150,"Salt",1,"UO-2694"
"5231fd12f8fe4028859bd9c1f70f9adb",991,"Cooking fat",2,
"52344a47eca14b5e99ba708abc6d20bf",127,"Cooking oil",2,
"52344a47eca14b5e99ba708abc6d20bf",150,"Salt",2,
"52344a47eca14b5e99ba708abc6d20bf",991,"Cooking fat",2,
"5271dffd0ee74ae8a50f7a3b9cf68d57",127,"Cooking oil",2,
"5271dffd0ee74ae8a50f7a3b9cf68d57",150,"Salt",2,
"5271dffd0ee74ae8a50f7a3b9cf68d57",991,"Cooking fat",2,
"52954922cd9f45d7bab5fbf415bc2c36",127,"Cooking oil",1,"UO-1678"
"52954922cd9f45d7bab5fbf415bc2c36",150,"Salt",2,
"52954922cd9f45d7bab5fbf415bc2c36",991,"Cooking fat",2,
"52bfa8d283f64444b6a276760311d74b",127,"Cooking oil",2,
"52bfa8d283f64444b6a276760311d74b",150,"Salt",2,
"52bfa8d283f64444b6a276760311d74b",991,"Cooking fat",2,
"52dc7930992a4b739539c06b92b182f5",127,"Cooking oil",1,"UO-1851"
"52dc7930992a4b739539c06b92b182f5",150,"Salt",2,
"52dc7930992a4b739539c06b92b182f5",991,"Cooking fat",2,
"531a57d2f18e4fdab6d1ee4386d7afa7",127,"Cooking oil",2,
"531a57d2f18e4fdab6d1ee4386d7afa7",150,"Salt",2,
"531a57d2f18e4fdab6d1ee4386d7afa7",991,"Cooking fat",2,
"531f932f7d3744308f1c7f3c847cc75d",150,"Salt",2,
"53399ff70da24959b55f07ef32e68cdb",127,"Cooking oil",2,
"53399ff70da24959b55f07ef32e68cdb",150,"Salt",2,
"53399ff70da24959b55f07ef32e68cdb",991,"Cooking fat",2,
"53462ef57ae143d8b96f067bb59b8a03",127,"Cooking oil",1,"UO-1578"
"53462ef57ae143d8b96f067bb59b8a03",150,"Salt",2,
"53462ef57ae143d8b96f067bb59b8a03",991,"Cooking fat",2,
"5357b6b25f384400828e806b97e29ccf",127,"Cooking oil",2,
"5357b6b25f384400828e806b97e29ccf",150,"Salt",2,
"5357b6b25f384400828e806b97e29ccf",991,"Cooking fat",1,"UF-1403"
"535c7489e9424a8bb2aa8bfb793a72b5",127,"Cooking oil",2,
"535c7489e9424a8bb2aa8bfb793a72b5",150,"Salt",2,
"535c7489e9424a8bb2aa8bfb793a72b5",991,"Cooking fat",2,
"536d262c86284908a22e006d57723451",150,"Salt",2,
"5373ac6545fb4f6899799c27ff34daa1",127,"Cooking oil",2,
"5373ac6545fb4f6899799c27ff34daa1",150,"Salt",2,
"5373ac6545fb4f6899799c27ff34daa1",991,"Cooking fat",2,
"5383f01ac0ae4bad95a8373d96fc1f37",127,"Cooking oil",2,
"5383f01ac0ae4bad95a8373d96fc1f37",150,"Salt",1,"US-4108"
"5383f01ac0ae4bad95a8373d96fc1f37",991,"Cooking fat",2,
"538b414197fc4ee3af926fadfc752da3",127,"Cooking oil",2,
"538b414197fc4ee3af926fadfc752da3",150,"Salt",2,
"538b414197fc4ee3af926fadfc752da3",991,"Cooking fat",2,
"53b3f8fa3fe5412f900aa5996efc5442",127,"Cooking oil",2,
"53b3f8fa3fe5412f900aa5996efc5442",150,"Salt",2,
"53b3f8fa3fe5412f900aa5996efc5442",991,"Cooking fat",2,
"53bcc83ab7a34dcc947d65a5275cb1ab",127,"Cooking oil",2,
"53bcc83ab7a34dcc947d65a5275cb1ab",150,"Salt",2,
"53bcc83ab7a34dcc947d65a5275cb1ab",991,"Cooking fat",2,
"53c3163d9d774ee2b3f98bc9585e7ad1",127,"Cooking oil",2,
"53c3163d9d774ee2b3f98bc9585e7ad1",150,"Salt",2,
"53c3163d9d774ee2b3f98bc9585e7ad1",991,"Cooking fat",2,
"53c6211522df4b8bb78cbdf9a34b89fa",127,"Cooking oil",1,"UO-2398"
"53c6211522df4b8bb78cbdf9a34b89fa",150,"Salt",2,
"53c6211522df4b8bb78cbdf9a34b89fa",991,"Cooking fat",2,
"53de0ce177f9462f955e19d0741046c1",127,"Cooking oil",2,
"53de0ce177f9462f955e19d0741046c1",150,"Salt",2,
"53de0ce177f9462f955e19d0741046c1",991,"Cooking fat",2,
"53de71d428b94cc3869a96c4d6904aac",127,"Cooking oil",1,"UO-5649"
"53de71d428b94cc3869a96c4d6904aac",150,"Salt",1,"US-5649"
"53de71d428b94cc3869a96c4d6904aac",991,"Cooking fat",2,
"53e96a911e56424c8a52c53a41f5b45e",127,"Cooking oil",1,"UO-1765"
"53e96a911e56424c8a52c53a41f5b45e",150,"Salt",1,"US-1765"
"53e96a911e56424c8a52c53a41f5b45e",991,"Cooking fat",2,
"5408af0f56244bdd95758c5f9bb2d50b",127,"Cooking oil",2,
"5408af0f56244bdd95758c5f9bb2d50b",991,"Cooking fat",1,"UF-1062"
"5427a8b8165144cbb6b8091b2f6125ba",127,"Cooking oil",2,
"5427a8b8165144cbb6b8091b2f6125ba",150,"Salt",2,
"5427a8b8165144cbb6b8091b2f6125ba",991,"Cooking fat",2,
"542bc4afbc2440c796d9ca699bb8b103",127,"Cooking oil",2,
"542bc4afbc2440c796d9ca699bb8b103",150,"Salt",1,"US-1926"
"542bc4afbc2440c796d9ca699bb8b103",991,"Cooking fat",2,
"543d0c2c83f4458e86db7edebd51635f",127,"Cooking oil",1,"UO-2315"
"543d0c2c83f4458e86db7edebd51635f",150,"Salt",1,"US-2315"
"543d0c2c83f4458e86db7edebd51635f",991,"Cooking fat",2,
"54599a6e202d4e39bf9c647caf59cf2c",127,"Cooking oil",1,"UO-1521"
"54599a6e202d4e39bf9c647caf59cf2c",150,"Salt",2,
"54599a6e202d4e39bf9c647caf59cf2c",991,"Cooking fat",1,"UF-1521"
"545ed30e6a1744a6ab4a02d7c0585418",127,"Cooking oil",1,"UO-1969"
"545ed30e6a1744a6ab4a02d7c0585418",150,"Salt",2,
"545ed30e6a1744a6ab4a02d7c0585418",991,"Cooking fat",2,
"545edc11914246b580410d5426edf258",150,"Salt",2,
"546931451c2d428e859d4ac34fa99380",127,"Cooking oil",2,
"546931451c2d428e859d4ac34fa99380",150,"Salt",2,
"546931451c2d428e859d4ac34fa99380",991,"Cooking fat",2,
"5479d4e42e5a45b48b7842109dd988a9",127,"Cooking oil",2,
"5479d4e42e5a45b48b7842109dd988a9",150,"Salt",2,
"5479d4e42e5a45b48b7842109dd988a9",991,"Cooking fat",2,
"5492b31122394bc187ed7c5971d1a0fe",127,"Cooking oil",2,
"5492b31122394bc187ed7c5971d1a0fe",150,"Salt",2,
"5492b31122394bc187ed7c5971d1a0fe",991,"Cooking fat",2,
"54c682fa243a4044819123d46855aa4e",127,"Cooking oil",2,
"54c682fa243a4044819123d46855aa4e",150,"Salt",2,
"54c682fa243a4044819123d46855aa4e",991,"Cooking fat",1,"UF-3384"
"54d01494a9d946cb8a27022831e34162",127,"Cooking oil",1,"UO-2041"
"54d01494a9d946cb8a27022831e34162",150,"Salt",2,
"54d01494a9d946cb8a27022831e34162",991,"Cooking fat",2,
"54de03c67c5b49708c8c9b19aabdb17e",150,"Salt",1,"##N/A##"
"550728480cdd444ab7789c9a1aef22c3",127,"Cooking oil",2,
"550728480cdd444ab7789c9a1aef22c3",150,"Salt",2,
"550728480cdd444ab7789c9a1aef22c3",991,"Cooking fat",2,
"55088cd12c054cdd9ad8f6f1492d73b0",127,"Cooking oil",1,"UO-3602"
"55088cd12c054cdd9ad8f6f1492d73b0",150,"Salt",1,"US-3602"
"55088cd12c054cdd9ad8f6f1492d73b0",991,"Cooking fat",2,
"5534a75a59474d3294d918b5fa7f5286",150,"Salt",2,
"55360d9011004e5b826d4113a194ffbc",127,"Cooking oil",2,
"55360d9011004e5b826d4113a194ffbc",150,"Salt",2,
"55360d9011004e5b826d4113a194ffbc",991,"Cooking fat",2,
"5567178aba8d4c73a0a3ea3737f0ea56",127,"Cooking oil",1,"UO-1067"
"5567178aba8d4c73a0a3ea3737f0ea56",150,"Salt",1,"US-1067"
"5567178aba8d4c73a0a3ea3737f0ea56",991,"Cooking fat",2,
"558f93246e334db5946da85ae6ffc323",127,"Cooking oil",2,
"558f93246e334db5946da85ae6ffc323",150,"Salt",2,
"558f93246e334db5946da85ae6ffc323",991,"Cooking fat",2,
"559ab2786e0f4d109cbbb9c5c1b87f6a",127,"Cooking oil",1,"UO-2479"
"559ab2786e0f4d109cbbb9c5c1b87f6a",150,"Salt",1,"UO-2479"
"559ab2786e0f4d109cbbb9c5c1b87f6a",991,"Cooking fat",2,
"55dc59396bd940aa8170d949358e366c",127,"Cooking oil",2,
"55dc59396bd940aa8170d949358e366c",150,"Salt",1,"US-2578"
"55dc59396bd940aa8170d949358e366c",991,"Cooking fat",2,
"55f1f7c4e0864a2aa6696a274b6d507c",127,"Cooking oil",2,
"55f1f7c4e0864a2aa6696a274b6d507c",150,"Salt",1,"USyz368"
"55f1f7c4e0864a2aa6696a274b6d507c",991,"Cooking fat",2,
"5607c038dc64441e8c59d1e05d4951da",127,"Cooking oil",1,"UO-1406"
"5607c038dc64441e8c59d1e05d4951da",150,"Salt",2,
"5607c038dc64441e8c59d1e05d4951da",991,"Cooking fat",2,
"5607ce82f30940c7a3c076a7130a9b99",127,"Cooking oil",2,
"5607ce82f30940c7a3c076a7130a9b99",150,"Salt",2,
"5607ce82f30940c7a3c076a7130a9b99",991,"Cooking fat",2,
"5608a91104d04fca9b2999cfca73760a",127,"Cooking oil",2,
"5608a91104d04fca9b2999cfca73760a",150,"Salt",2,
"5608a91104d04fca9b2999cfca73760a",991,"Cooking fat",2,
"563c48be0fdd41358c2877837f00db38",127,"Cooking oil",2,
"563c48be0fdd41358c2877837f00db38",150,"Salt",1,"US-2666"
"563c48be0fdd41358c2877837f00db38",991,"Cooking fat",2,
"564c8da7f97e4147a118c5a0c35c9231",150,"Salt",2,
"564d7f5aa857466095d2191400d63e85",127,"Cooking oil",2,
"564d7f5aa857466095d2191400d63e85",150,"Salt",1,"US-2512"
"564d7f5aa857466095d2191400d63e85",991,"Cooking fat",2,
"56728bec369949a8a4b1b4edf32bc6af",127,"Cooking oil",2,
"56728bec369949a8a4b1b4edf32bc6af",150,"Salt",2,
"56728bec369949a8a4b1b4edf32bc6af",991,"Cooking fat",2,
"568375ecda864d8180fe9238a48219dd",127,"Cooking oil",1,"UO-1991"
"568375ecda864d8180fe9238a48219dd",150,"Salt",2,
"568375ecda864d8180fe9238a48219dd",991,"Cooking fat",2,
"56931164f188434fbfceacf2c4435a96",150,"Salt",2,
"56a0fed34740470987aa0b6052b6909a",127,"Cooking oil",2,
"56a0fed34740470987aa0b6052b6909a",150,"Salt",1,"US-1182"
"56a0fed34740470987aa0b6052b6909a",991,"Cooking fat",2,
"56ab3a7b94d5404ea4e8644962793957",150,"Salt",2,
"56acae87b0cc4162bfb9657e54ddd477",127,"Cooking oil",2,
"56acae87b0cc4162bfb9657e54ddd477",150,"Salt",2,
"56acae87b0cc4162bfb9657e54ddd477",991,"Cooking fat",2,
"56aed66c56394ddbbf2e62a36669288f",127,"Cooking oil",,
"56aed66c56394ddbbf2e62a36669288f",150,"Salt",2,
"56aed66c56394ddbbf2e62a36669288f",991,"Cooking fat",,
"56e3e1c314164a0fa1a2774e2b0b5d67",127,"Cooking oil",2,
"56e3e1c314164a0fa1a2774e2b0b5d67",150,"Salt",1,"US-2654"
"56e3e1c314164a0fa1a2774e2b0b5d67",991,"Cooking fat",2,
"56f49c328bd343bea38fe38788c0cf75",127,"Cooking oil",1,"UO-2331"
"56f49c328bd343bea38fe38788c0cf75",150,"Salt",2,
"56f49c328bd343bea38fe38788c0cf75",991,"Cooking fat",2,
"5707908afe89497389391064d30414f4",150,"Salt",2,
"572b0a7cc7da4e91ba93ae3315842b54",127,"Cooking oil",1,"UO-1384"
"572b0a7cc7da4e91ba93ae3315842b54",150,"Salt",1,"US-1384"
"572b0a7cc7da4e91ba93ae3315842b54",991,"Cooking fat",2,
"5734a2246f634bcfb29c51559f4836fb",127,"Cooking oil",1,"UO-1279"
"5734a2246f634bcfb29c51559f4836fb",150,"Salt",2,
"5734a2246f634bcfb29c51559f4836fb",991,"Cooking fat",2,
"573c6349c76242f5b6e860ce81436a70",127,"Cooking oil",1,"##N/A##"
"573c6349c76242f5b6e860ce81436a70",150,"Salt",2,
"573c6349c76242f5b6e860ce81436a70",991,"Cooking fat",2,
"577b169fc8c24395bba1ca7433ac5dd5",127,"Cooking oil",1,"UO-2620"
"577b169fc8c24395bba1ca7433ac5dd5",150,"Salt",2,
"577b169fc8c24395bba1ca7433ac5dd5",991,"Cooking fat",2,
"57818230d8004746ae282ae1581f68f0",150,"Salt",2,
"57a5c7dab7b64663b3be291b1ad6b790",150,"Salt",2,
"57a5f0babb5d4d88b81212386803abb7",127,"Cooking oil",1,"UO-2502"
"57a5f0babb5d4d88b81212386803abb7",150,"Salt",1,"US-2502"
"57a5f0babb5d4d88b81212386803abb7",991,"Cooking fat",2,
"57ae070c1d7b4e8e944702dfb0583a05",127,"Cooking oil",2,
"57ae070c1d7b4e8e944702dfb0583a05",150,"Salt",2,
"57ae070c1d7b4e8e944702dfb0583a05",991,"Cooking fat",2,
"57bbdd9ff60448b2b467829bc8440414",127,"Cooking oil",2,
"57bbdd9ff60448b2b467829bc8440414",150,"Salt",2,
"57bbdd9ff60448b2b467829bc8440414",991,"Cooking fat",2,
"57ccf37c106343ef8d0b5290a8f43341",127,"Cooking oil",,
"57ccf37c106343ef8d0b5290a8f43341",150,"Salt",2,
"57ccf37c106343ef8d0b5290a8f43341",991,"Cooking fat",,
"57cd47f350184759914c44d7045f55f5",127,"Cooking oil",1,"UO-1671"
"57cd47f350184759914c44d7045f55f5",150,"Salt",2,
"57cd47f350184759914c44d7045f55f5",991,"Cooking fat",2,
"57da26b97b97492ebe603668a5cc9bdb",127,"Cooking oil",2,
"57da26b97b97492ebe603668a5cc9bdb",150,"Salt",2,
"57da26b97b97492ebe603668a5cc9bdb",991,"Cooking fat",2,
"57e32c02860643b6a6dfded348d9c057",127,"Cooking oil",1,"##N/A##"
"57e32c02860643b6a6dfded348d9c057",150,"Salt",2,
"57e32c02860643b6a6dfded348d9c057",991,"Cooking fat",2,
"58082b68a19d4c94bc68b782dc32c08c",127,"Cooking oil",2,
"58082b68a19d4c94bc68b782dc32c08c",150,"Salt",2,
"58082b68a19d4c94bc68b782dc32c08c",991,"Cooking fat",2,
"581130cd10c04094bc7696a3a0d968a3",127,"Cooking oil",1,"UO-1069"
"581130cd10c04094bc7696a3a0d968a3",150,"Salt",2,
"581130cd10c04094bc7696a3a0d968a3",991,"Cooking fat",2,
"58119e24be074c9686598be02dec1b2b",150,"Salt",2,
"5815477562ab46a09266b5ad53c2c214",150,"Salt",1,"US-1588"
"58474e1b1ce94664be2810d340184cc9",127,"Cooking oil",1,"UO-5998"
"58474e1b1ce94664be2810d340184cc9",150,"Salt",1,"US-5998"
"58474e1b1ce94664be2810d340184cc9",991,"Cooking fat",2,
"5859b42a60394289800816f7a2efb0f5",127,"Cooking oil",2,
"5859b42a60394289800816f7a2efb0f5",150,"Salt",2,
"5859b42a60394289800816f7a2efb0f5",991,"Cooking fat",2,
"587e1941dd6c4b6b846e21efc8727fc2",127,"Cooking oil",1,"UO-1074"
"587e1941dd6c4b6b846e21efc8727fc2",150,"Salt",2,
"587e1941dd6c4b6b846e21efc8727fc2",991,"Cooking fat",2,
"58a70201e82842bf8aa7e876027b062d",150,"Salt",1,"US-3324"
"58abc64e52ea4b00bd67d72c77a55bfe",127,"Cooking oil",1,"##N/A##"
"58abc64e52ea4b00bd67d72c77a55bfe",150,"Salt",1,"##N/A##"
"58abc64e52ea4b00bd67d72c77a55bfe",991,"Cooking fat",2,
"58cafe41ef884a26843d8327c49ad964",127,"Cooking oil",2,
"58cafe41ef884a26843d8327c49ad964",150,"Salt",2,
"58cafe41ef884a26843d8327c49ad964",991,"Cooking fat",2,
"58cf8ecb501b45ecb5c87fd71558f4b4",127,"Cooking oil",1,"UO-2335"
"58cf8ecb501b45ecb5c87fd71558f4b4",150,"Salt",2,
"58cf8ecb501b45ecb5c87fd71558f4b4",991,"Cooking fat",2,
"58da1746104a4fedb12ad12aef4bbb7b",127,"Cooking oil",2,
"58da1746104a4fedb12ad12aef4bbb7b",150,"Salt",2,
"58da1746104a4fedb12ad12aef4bbb7b",991,"Cooking fat",2,
"58eceee2ee434848a3089c064bcf7721",150,"Salt",2,
"58f6e43bd5ac46a6bd8cd3fcd4ff1b34",127,"Cooking oil",1,"UO-2693"
"58f6e43bd5ac46a6bd8cd3fcd4ff1b34",150,"Salt",1,"US-2693"
"58f6e43bd5ac46a6bd8cd3fcd4ff1b34",991,"Cooking fat",2,
"590852baf65a4ef4af288625ea971556",127,"Cooking oil",1,"UO-1764"
"590852baf65a4ef4af288625ea971556",150,"Salt",2,
"590852baf65a4ef4af288625ea971556",991,"Cooking fat",2,
"591581397e574fc59f68cc5e0ae652fc",127,"Cooking oil",1,"UO-2047"
"591581397e574fc59f68cc5e0ae652fc",150,"Salt",2,
"591581397e574fc59f68cc5e0ae652fc",991,"Cooking fat",2,
"5916d9918f1e40c38f123552550aa014",127,"Cooking oil",2,
"5916d9918f1e40c38f123552550aa014",150,"Salt",1,"US-1108"
"5916d9918f1e40c38f123552550aa014",991,"Cooking fat",2,
"59316d9321ae4af993df50884e750a71",127,"Cooking oil",2,
"59316d9321ae4af993df50884e750a71",150,"Salt",1,"US-2280"
"59316d9321ae4af993df50884e750a71",991,"Cooking fat",2,
"594e3f9e818041ea9503576b21b74977",127,"Cooking oil",2,
"594e3f9e818041ea9503576b21b74977",150,"Salt",2,
"594e3f9e818041ea9503576b21b74977",991,"Cooking fat",2,
"59579edc5cd44c86a67a6336f550063e",127,"Cooking oil",1,"UO-1360"
"59579edc5cd44c86a67a6336f550063e",150,"Salt",2,
"59579edc5cd44c86a67a6336f550063e",991,"Cooking fat",2,
"59677586640d45cba4c12a75193b7891",127,"Cooking oil",1,"UO-2576"
"59677586640d45cba4c12a75193b7891",150,"Salt",1,"US-2576"
"59677586640d45cba4c12a75193b7891",991,"Cooking fat",2,
"598eac4b8a7c4a238eed7db182187ee2",127,"Cooking oil",1,"UO-1159"
"598eac4b8a7c4a238eed7db182187ee2",150,"Salt",2,
"598eac4b8a7c4a238eed7db182187ee2",991,"Cooking fat",2,
"59950365ce924fbeade7ffc07ed6005b",127,"Cooking oil",2,
"59950365ce924fbeade7ffc07ed6005b",150,"Salt",1,"US-1402"
"59950365ce924fbeade7ffc07ed6005b",991,"Cooking fat",2,
"5998bd8f833a41a381de9f7227f0e406",127,"Cooking oil",2,
"5998bd8f833a41a381de9f7227f0e406",150,"Salt",2,
"5998bd8f833a41a381de9f7227f0e406",991,"Cooking fat",2,
"599fa408edf945fe84b6b610f7afce88",127,"Cooking oil",1,"UO-1503"
"599fa408edf945fe84b6b610f7afce88",150,"Salt",2,
"599fa408edf945fe84b6b610f7afce88",991,"Cooking fat",2,
"59a75b63f8b2478daa8f2afe067eb61d",127,"Cooking oil",2,
"59a75b63f8b2478daa8f2afe067eb61d",150,"Salt",2,
"59a75b63f8b2478daa8f2afe067eb61d",991,"Cooking fat",2,
"59af43dd132840e7a3d907037ed3e8e2",127,"Cooking oil",2,
"59af43dd132840e7a3d907037ed3e8e2",150,"Salt",2,
"59af43dd132840e7a3d907037ed3e8e2",991,"Cooking fat",1,"UF-3262"
"59e9cfa7d69d431385ca9aa6c9d789b9",127,"Cooking oil",2,
"59e9cfa7d69d431385ca9aa6c9d789b9",150,"Salt",1,"US-1239"
"59e9cfa7d69d431385ca9aa6c9d789b9",991,"Cooking fat",2,
"59f88ad21fc7425d8ed8b0f2e4d26f6e",127,"Cooking oil",2,
"59f88ad21fc7425d8ed8b0f2e4d26f6e",150,"Salt",2,
"59f88ad21fc7425d8ed8b0f2e4d26f6e",991,"Cooking fat",2,
"5a04e5a7165449b88acfb42bd8efd243",127,"Cooking oil",1,"UO-1495"
"5a04e5a7165449b88acfb42bd8efd243",150,"Salt",1,"US-1495"
"5a04e5a7165449b88acfb42bd8efd243",991,"Cooking fat",2,
"5a1d71ae6ba84a02a26ec11d2b5ed9a3",127,"Cooking oil",,
"5a1d71ae6ba84a02a26ec11d2b5ed9a3",150,"Salt",,
"5a1d71ae6ba84a02a26ec11d2b5ed9a3",991,"Cooking fat",,
"5a4cafd1a6114325a790f9ff6a5c2d7b",150,"Salt",2,
"5a5764a883b741edb61f3cf0647aab27",127,"Cooking oil",2,
"5a5764a883b741edb61f3cf0647aab27",150,"Salt",2,
"5a5764a883b741edb61f3cf0647aab27",991,"Cooking fat",2,
"5a5af9e0c5ea4a94a8071e56c277b3ae",127,"Cooking oil",2,
"5a5af9e0c5ea4a94a8071e56c277b3ae",150,"Salt",1,""" S-1201"""
"5a5af9e0c5ea4a94a8071e56c277b3ae",991,"Cooking fat",2,
"5a5d131ca2f04438874f1078498881ec",127,"Cooking oil",2,
"5a5d131ca2f04438874f1078498881ec",150,"Salt",2,
"5a5d131ca2f04438874f1078498881ec",991,"Cooking fat",2,
"5a67d206764f452bac3503e9e3326573",150,"Salt",2,
"5a734b3c6539499291255d809f3220be",127,"Cooking oil",2,
"5a734b3c6539499291255d809f3220be",150,"Salt",2,
"5a734b3c6539499291255d809f3220be",991,"Cooking fat",2,
"5a8cc7602c324f3893cedb9d219f05f9",127,"Cooking oil",2,
"5a8cc7602c324f3893cedb9d219f05f9",150,"Salt",2,
"5a8cc7602c324f3893cedb9d219f05f9",991,"Cooking fat",2,
"5aa74ca9930c416bb69c9e2f27e439a6",127,"Cooking oil",2,
"5aa74ca9930c416bb69c9e2f27e439a6",150,"Salt",2,
"5aa74ca9930c416bb69c9e2f27e439a6",991,"Cooking fat",2,
"5abb4c8b03414d8d87da4b062242ddb9",127,"Cooking oil",2,
"5abb4c8b03414d8d87da4b062242ddb9",150,"Salt",1,"US-1930"
"5abb4c8b03414d8d87da4b062242ddb9",991,"Cooking fat",2,
"5abb7f44f2cc4a67bafa08cdabb8bbd1",127,"Cooking oil",1,"UO-2092"
"5abb7f44f2cc4a67bafa08cdabb8bbd1",150,"Salt",2,
"5abb7f44f2cc4a67bafa08cdabb8bbd1",991,"Cooking fat",1,"UF-2092"
"5ac46de58fdd4a6287280f189952a28f",150,"Salt",2,
"5adcbc4d7e1e4559beda0d0827c35b83",127,"Cooking oil",1,"UO-2505"
"5adcbc4d7e1e4559beda0d0827c35b83",150,"Salt",2,
"5adcbc4d7e1e4559beda0d0827c35b83",991,"Cooking fat",2,
"5b1d361bc09a4285b0cabf119afc7904",127,"Cooking oil",1,"UO-2034"
"5b1d361bc09a4285b0cabf119afc7904",150,"Salt",1,"US-2034"
"5b1d361bc09a4285b0cabf119afc7904",991,"Cooking fat",2,
"5b1fe04a4f46463ca627e2ec81aeea2d",150,"Salt",1,"US-1311"
"5b3f449e0899444ea283af63d8bb63f7",127,"Cooking oil",2,
"5b3f449e0899444ea283af63d8bb63f7",150,"Salt",2,
"5b3f449e0899444ea283af63d8bb63f7",991,"Cooking fat",2,
"5b40bcbd3b7e4c51aca08b7c7e27922d",127,"Cooking oil",2,
