"t0_hhid","interview__key","hhid","t0_bizroster__id","s12q03a","entID_unps","t0_entDesc","t0_entLoc","t0_entStartMon","t0_entStartYear","t0_operateEnt","t0_whyNotOperate","h12q01","h12q01_1","h12q02_oneDigit","h12q02_twoDigit","h12q02_threeDigit","h12q02_fourDigit","h12q02_superConfirm","h12q03","h12q04","h12q15","h12q16","h12q16b","h12q05","h12q05b","h12q06_1","h12q07_1","h12q07_1other","h12q08a","h12q08b","h12q08c","h12q08d","h12q08e","h12q19a","h12q19b","h12q09","h12q20","h12q10","h12q11A","h12q11B","h12q12","h12q13","h12q14","h12q17","h12q18A","h12q18B","h12q18C","h12q18D","h12q18E","h12q18F","h12q18G","h12q18H","h12q18I","h12q18J","h12q18K","h12q18L","h12q18M","h12q18N","h12q18O","h12q18P","h12q18X","h12q18Q","h12q18_other","h12q21","h12q22"
"H1680301","61-12-86-07","a7cda0954d514c879091ce42cb5661b7",2,"PRODUCE SHOP","2","PRODUCE SHOP",3,8,2002,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1680301","61-12-86-07","a7cda0954d514c879091ce42cb5661b7",1,"BODA BODA CYCLIST","1","BODA BODA CYCLIST",8,5,2013,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H4280801","63-36-94-65","a845618242c74e298836dc3241671088",1,"RETAIL SHOP(GENERAL MERCHANDISE)","1","RETAIL SHOP(GENERAL MERCHANDISE)",5,5,2015,1,,"RETAIL SHOP",2,71111,47,477,4773,,2,2009,2,1,,2,,2,,,2,,,,,1,2,3,2,160000,0,1,0,130000,0,2,1,,1,,,,,,,,,,,,,,,,,2,2
"H3630901","60-47-34-47","a85ee3859a5844fd8f97ebaa937b7a5f",1,"CARPENTER","1","CARPENTER",3,5,2009,1,,"MAKING FURNITURE FOR SALE",2,31111,16,162222,1622,1,1,1974,3,1,,2,,1,9,,2,,,,,2,,12,,900000,0,1,0,400000,150000,98,1,,,,,,,,,,,,,,,,,,,1,2
"H1331001","35-80-46-49","a894f48689f341e78201c609d5031e2b",1,"MAKING OF CHAPATI BY THE ROAD SIDE","2","MAKING OF CHAPATI BY THE ROAD SIDE",6,98,2016,1,,"MAKING CHAPATI  ON THE ROADSIDE",2,71111,47,479,4799,1,7,2015,6,1,,2,,2,,,7,8,,,,8,9,7,1,600000,0,0,,400000,100000,3,,,,,,,,,,,,,,,,1,,,,2,2
"H3980501","79-94-44-92","a9911de6819546b0916726efebe2df25",1,"SELLING DAGGER FISH","1","SELLING DAGGER FISH",4,98,2006,1,,"Sells dugger fish ( mukene) at local trading centre",2,71111,47,479,4799,1,1,2006,7,1,,2,,1,8,,1,,,,,1,,12,,128000,0,0,,96000,3000,2,,1,,,,,,,,,,,,,,,1,,"taking goods on credit without payment",2,2
"H2020402","58-82-52-48","aa2ea7a70c4048dc98449e914a81a31c",1,"BURNS AND SELLS CHARCOAL IN MARKET","1","BURNS AND SELLS CHARCOAL IN MARKET",4,98,1998,1,,"Burning and selling charcoal",1,31111,16,162222,1629,1,5,1998,8,1,,1,,2,,,5,,,,,5,,12,,120000,0,0,,0,15000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2040102","11-92-14-14","aac53a0ee0324066803d4d4488576d3a",1,"SELLING FOOD ITEMS IN THE MARKET","1","SELLING FOOD ITEMS IN THE MARKET",4,2,2008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3001201","50-41-66-98","aae1410923c54a60b54293c68186de43",1,"PRODUCE BUYING","1","PRODUCE BUYING",5,1,2012,1,,"Buying and Selling Produce",2,71111,46,469,4690,1,1,2012,7,1,,2,,2,,,1,,,,,1,,10,1,15000000,0,0,,15000000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H3001201","50-41-66-98","aae1410923c54a60b54293c68186de43",2,"HARDWARE","2","HARDWARE",5,1,2012,1,,"Hardware materials",2,71111,47,475,4752,1,2,2012,7,1,,2,,2,,,2,,,,,2,,12,,5050000,0,0,,5050000,0,3,1,,,,,,,,,,,,,,,,,,,2,1
"H3710701","99-88-46-71","ab4bf8884e62472da6eaad20aab67164",1,"SELLING CHAPATI","2","SELLING CHAPATI",4,98,2015,1,,"MAKING CHAPATI",1,31111,10,107,1071,1,1,2015,4,1,,2,,1,8,,2,,,,,2,,12,,35000,0,0,,16000,1000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3310101","76-96-02-36","abdb5fa75a8544708c4b64dfad19dac4",1,"SELLING MILK DAIRY","1","SELLING MILK DAIRY",7,2,2012,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H4160601","32-42-96-73","abe29a5c9c1c4817baab25bf0f5b7ce8",3,"SELLING LOCAL PORRIDGE","3","SELLING LOCAL PORRIDGE",5,98,2000,1,,"Makes porrigde",1,31111,11,110,1103,1,2,2012,1,1,,2,,2,,,2,,,,,2,,8,2,450000,0,0,,180000,0,2,,,1,,,,,,,,,,,,1,,,,,2,2
"H4160601","32-42-96-73","abe29a5c9c1c4817baab25bf0f5b7ce8",2,"RETAIL SHOP","2","RETAIL SHOP",5,98,2000,1,,"Retail shop",2,71111,47,471,4711,1,2,2009,1,1,,2,,1,1,,2,,,,,2,,12,,1500000,0,0,,900000,150000,2,,,1,,,,,,,,,,,,,1,,,,2,2
"H4160601","32-42-96-73","abe29a5c9c1c4817baab25bf0f5b7ce8",1,"MECHANIC WORKSHOP","1","MECHANIC WORKSHOP",5,98,2000,1,,"Metallic workshop",1,31111,25,251,2511,1,1,1997,2,1,,2,,2,,,1,,,,,1,,12,,3000000,2,0,250000,2000000,100000,2,1,,1,,,1,,,1,,,,,,,,,,,2,2
"H0360402","86-86-44-76","abe43edf38c947988536ecbf74db554e",1,"SELLING ALCHOLIC AND SOFT DRINKS","1","SELLING ALCHOLIC AND SOFT DRINKS",7,3,2013,1,,"selling alcoholic drinks",3,71111,47,472,4722,1,2,2014,1,1,,2,,2,,,2,,,,,2,,4,1,680000,0,0,,480000,0,3,1,1,1,,,,,,,,,,,,,,,,,2,2
"H2210901","79-48-21-69","ac3bf27b5544475e9ec8bd8166ff2e94",1,"SELLING DRY BEANS IN THE MARKET","1","SELLING DRY BEANS IN THE MARKET",6,8,2009,1,,"SELLING BEANS IN THE MARKET",2,71111,47,479,4799,1,2,2005,6,1,,2,,1,2,,2,8,,,,2,,12,,1644000,0,0,,1200000,44000,2,1,,,,,,,,,,,,,,,,1,,"TOO MANY PEOPLE DOING THE SAME THING",2,2
"H2740401","79-75-59-31","ac6dedb0a5194fcb9fb7d27c51608b72",1,"SELLS FOOD CROPS IN THE MARKET","1","SELLS FOOD CROPS IN THE MARKET",4,98,2006,1,,"SELLS VEGETABLES IN THE TRADITIONAL MARKET",2,71111,47,478,4789,1,1,2002,4,1,,2,,2,,,1,,,,,1,,12,,97000,0,1,0,70000,12000,2,1,,1,,,,,,,,,,,,,,,,,2,2
"H1800701","61-52-82-89","accc0f776a394214bddcf73fb3a2fbe5",2,"FABRICATION AND INSTALLATION OF SATLITE DISH","2","FABRICATION AND INSTALLATION OF SATLITE DISH",1,98,1995,1,,"SELLING AND INSTALLATION OF SET LITE DISHES",2,71111,47,477,4773,1,1,2000,8,1,,2,,2,,,1,,,,,1,,12,,770000,3,0,60000,600000,20000,2,1,,,,,,,,,,,,,,,,,,,2,2
"H1800701","61-52-82-89","accc0f776a394214bddcf73fb3a2fbe5",1,"METAL WELDER","1","METAL WELDER",1,98,1995,1,,"METAL WELDING",1,31111,25,259,2599,1,1,1995,2,1,,2,,2,,,1,,,,,1,,12,,3625000,3,0,185000,2920000,165000,3,1,1,1,,,,,,,1,,,,,,,,,,1,1
"H3780701","32-17-64-10","ae654e503e734904b7b3a38b65cde5a5",1,"BUYING AND SELLING MATOOKE AND ONIONS","2","BUYING AND SELLING MATOOKE",4,4,2013,1,,"Buying and selling of Agricultural produce",5,71111,46,462,4620,1,1,2013,8,1,,2,,2,,,1,,,,,1,,12,,400000,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2570601","27-60-75-99","aef51e3296b44a609089042f2a60069b",2,"OPERATING A SHOP","2","OPERATING A SHOP",6,8,2002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2570601","27-60-75-99","aef51e3296b44a609089042f2a60069b",1,"BUYING AND SELLING OF CATTLE","1","BUYING AND SELLING OF CATTLE",6,12,1994,1,,"Cattle trading",2,71111,46,462,4620,1,1,2005,7,1,,2,,1,1,,1,,,,,1,,9,1,20000000,500000,0,500000,13000000,1000000,1,,,,,,,,,,,,,,,,,,,,2,2
"H1860701","13-27-49-25","af21a60ed02745e78eb57efb497dfbcb",1,"DISTILLING WARAGI LIRA LIRA","1","DISTILLING WARAGI LIRA LIRA",2,2,2011,1,,"DISTILLING WARAGI",1,31111,11,110,1101,,2,2014,1,1,,2,,1,96,"VSLA",2,,,,,2,,12,,240000,0,0,,68000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H0360701","40-57-20-66","af6b0d1cbab1447ab8984101f9005463",1,"MANUFACTURING AND SELLING OF LOCAL BEER","1","MANUFACTURING AND SELLING OF LOCAL BEER",2,98,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0360701","40-57-20-66","af6b0d1cbab1447ab8984101f9005463",2,"RETAIL SALE OF FOODS IN THE MARKET","2","RETAIL SALE OF FOODS IN THE MARKET",4,1,2015,1,,"SELLING AGRICULTURAL PRODUCTS",2,71111,47,478,4781,,2,2010,2,1,,2,,2,,,1,2,,,,1,2,12,,300000,2,1,60000,150000,10000,1,,,,,,,,,,,,,,,,,,,,2,2
"H1031101","50-92-60-77","af8deb52f6d24e0c8e44b6289af97f2a",2,"TRADITIONAL HEALER","3","TRADITIONAL HEALER",1,98,2002,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1031101","50-92-60-77","af8deb52f6d24e0c8e44b6289af97f2a",1,"PASSENGER TRANSPORTATION","1","PASSENGER TRANSPORTATION",8,98,1997,1,,"BODA BODA BUSINESS",2,81111,49,492,4921,,1,1997,8,1,,2,,2,,,1,,,,,1,,12,,800000,1,1,100000,80000,250000,1,,,,,,,,,,,,,,,,,,,,2,2
"H0851001","25-41-82-51","afece34ce3364610a99b14579d85bb80",1,"TOILORING","1","TOILORING",1,98,2000,1,,"Tailor",1,31111,13,131,1313,2,1,2000,1,2,,2,,2,,,1,,,,,1,,12,,50000,0,0,,10000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H1971101","95-81-82-26","b010f9f52a5f48c3aa711049584e6329",1,"SELLING GREENS IN THE MKT","1","SELLING GREENS IN THE MKT",4,1,2013,1,,"Selling greens",2,71111,47,478,4789,1,3,2003,4,1,,2,,2,,,3,,,,,3,,5,1,10000,0,0,,6000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H1760101","81-72-41-17","b02f9de063c1412c9c9803b138f671be",1,"PRODUCE BUYING","1","PRODUCE BUYING",8,98,1999,1,,"BUYS AND SELLS AGRICULTURAL PRODUCE",2,71111,47,478,4781,1,2,1999,8,1,,2,,1,10,,2,,,,,2,,12,,200000,0,0,,100000,40000,2,,,1,,,,,,,,,,,,,,,,,2,2
"H3380601","61-92-21-19","b0bd03348a2647f4a2f1963357afbd96",1,"MAKING AND SUPPLYING LOCAL BREW TO BARS","1","MAKING AND SUPPLYING LOCAL BREW TO BARS",2,98,1996,1,,"making and supplying local brew",1,31111,11,110,1103,1,1,1988,1,1,,2,,2,,,1,,,,,1,,12,,300000,5,0,80000,85000,0,2,,1,,,,,,,,,,,,,,,,,,2,2
"H4020201","68-52-07-39","b182ff7d9f33435681ccfa62e695643f",1,"BREWING","1","BREWING",1,4,2012,1,,"BREWING LOCAL ALCOHOL",1,31111,11,110,1101,1,2,1997,2,1,,2,,2,,,2,,,,,2,,10,1,48000,0,0,,22000,6000,2,1,,,,,,,,,,,,,,,,,,,2,2
"H2620101","16-45-53-41","b1adc68a2128474d9ef722017577daea",1,"SELLS FISH","1","SELLS FISH",2,98,2017,1,,"SELLS FISH",2,71111,47,471,4711,,2,2000,2,1,,2,,2,,,2,,,,,2,,0,2,0,0,0,,0,0,98,,,,,,,,,,,,,,,,,,,,2,2
"H0480601","69-29-60-56","b1feace8bb844a84b61bc485812b4b11",1,"METAL WORKSHOP","1","METAL WORKSHOP",6,1,1998,1,,"Welding Workshop",1,31111,25,259,2599,1,1,2001,7,1,,2,,2,,,1,,,,,1,,12,,8000000,2,0,600000,2500000,300000,98,1,,1,,,,,,,,,,,,,,,,,9,9
"H3650201","50-13-65-80","b2523333db2e4f11abc6f80212a9ede4",1,"LOCAL BREW MAKING AND SERVING","1","LOCAL BREW MAKING AND SERVING",4,98,2006,1,,"SELLING LOCAL BREW",1,31111,11,110,1103,1,1,1980,1,1,,1,,2,,,2,13,,,,2,,12,,440000,0,0,,240000,20000,3,,1,,,,,,,,,,,,,,,,,,2,2
"H4010701","87-78-01-79","b4a112be80d94403a11aa9c3a1e177f6",1,"SEWING OF CLOTHES","1","SEWING OF CLOTHES",7,5,2004,1,,"Sewing  of  both  new  and  old  clothes",2,191111,96,960,9609,1,1,2004,8,1,,2,,2,,,1,,,,,1,,12,,150000,0,0,,2000,5000,2,,,,,,,,,,,,,,,,,1,,"People  don't  have money'",2,2
"H0590903","38-38-68-74","b4e314511b4a4fdd904e5dd45ecdd829",1,"RETAILSALE OF APPLE","1","RETAILSALE OF APPLE",4,3,2015,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H4070401","05-08-82-15","b4fc5363434942a3b9b267a4ff3e2daf",1,"MOBILE SHOP SALESMAN","1","MOBILE SHOP SALESMAN",8,98,2000,1,,"SELLING GENERAL MERCHADIZE",2,191111,96,960,9609,1,1,2000,4,1,,2,,2,,,1,,,,,1,,12,,290000,0,0,,250000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H1030401","28-50-82-27","b5068c8d97214529b0e9715267ae2eec",1,"VEHICLE TRANSPORTING GOODS","1","VEHICLE TRANSPORTING GOODS",3,3,2004,1,,"VEHCILE TRANSPORTING GOODS",2,81111,49,492,4923,,2,2004,8,1,,2,,2,,,1,,,,,1,,12,,1000000,0,0,,0,400000,2,1,,,,,,,1,,1,,,,,,,,,,9,9
"H4211001","79-39-25-00","b677bb395a7847b6887b724ab211fa3d",1,"DISTILLING WARAGI","1","SELLS WARAGI",4,3,2012,1,,"DISTILLING WARAGI",1,31111,11,110,1101,1,1,2010,1,1,,2,,2,,,1,2,,,,1,2,12,,240000,0,0,,90000,12000,2,,1,1,,,,,,,,,,,,,,,,,2,2
"H3001001","01-40-01-53","b69c5518415f4ba3b68df91c17632456",1,"BUTCHER","1","BUTCHER",6,98,1992,1,,"buying and selling of meat",2,191111,96,960,9609,1,1,1992,6,1,,2,,2,,,1,,,,,1,,12,,2000000,0,1,0,0,0,3,,,,,,,1,,,1,,,,,,,,,,1,2
"H3500701","48-57-06-97","b6be96a0172d4bc0a9f0e76fa7dd124a",1,"TRANSPORTING PEOPLE ON MOTORCYCLE","1","TRANSPORTING PEOPLE ON MOTORCYCLE",6,6,2013,1,,"TRANSPORTING PASSENGERS ON A MOTORCYCLE",2,81111,49,492,4921,1,1,2012,8,1,,2,,2,,,1,,,,,1,,12,,550000,0,0,,0,150000,1,,,,,,,,,,,,,,,,,,,,2,2
"H1800102","86-83-68-84","b775483de2874fdb9ec10aabf8f35e4c",1,"BREWING WARAGI","1","BREWING WARAGI",2,12,2010,1,,"distilling alcohol",1,31111,11,110,1101,1,1,2017,2,1,,6,,1,8,,,,,,,1,,2,1,52700,0,0,,34000,13700,2,,,,,,,,,,,,,,,,,1,,"operational experience too high ie raw materials, cost of renting things to be used",2,2
"H2250101","11-92-67-96","b7f83b2df4b843fb9e78b14022629c31",1,"MAKING MATS","2","MAKING MATS",2,3,2012,1,,"Making mats",1,31111,16,162222,1629,,1,1976,2,1,,1,,2,,,1,,,,,1,,12,,24000,0,0,,0,2000,2,,1,,,,,,,,,,,,,,,1,,"LESS ENERGY",2,2
"H3850601","41-06-28-34","b9bb5a0f856d4e158550469cbb082c84",1,"SELLS CASSAVA AND SWEET POTATOES IN MARKET","1","SELLS CASSAVA AND SWEET POTATOES IN MARKET",4,98,2007,1,,"Selling foodstuffs",2,71111,47,478,4781,1,2,2007,2,2,,2,,2,,,2,,,,,2,,12,,76000,0,0,,38000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2620302","96-04-78-31","bb34553fd36a4076a451ebfb144c3cbd",1,"BODA BODA","1","BODA BODA",8,1,2014,1,,"BODA BODA RIDER",2,81111,49,492,4922,1,1,2014,8,1,,2,,2,,,1,,,,,1,,12,,450000,0,1,0,0,180000,3,,,,,,,,,,1,,,,,,,,,,2,2
"H3051001","33-77-54-96","bb4b3ac92e8e4c8282ffbd6fd8c73aa7",1,"WHOLESALE OF HOUSEHOLD","1","WHOLESALE OF HOUSEHOLD",1,98,1991,1,,"Wholesale and retail of general merchandise",2,71111,46,464,4649,1,1,1980,5,1,,2,,2,,,1,,,,,1,,12,,15000000,1,1,60000,0,200000,2,,,,,,,,,,1,,,1,,,,,,,2,2
"H0910201","10-09-12-29","bb7635413a31448586fb06787ecda4d5",1,"TRADITIONAL HEALING","2","TRADITIONAL HEALING",2,98,2017,1,,"traditional healing",2,171111,86,869,8690,1,1,2016,7,3,,1,,2,,,1,,,,,1,,12,,1000000,2,0,100000,200000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2310903","63-79-78-19","bcbadfc32bcf47eb99e795b5f7756d5c",1,"SELL FLOUR IN THE MARKET","2","SELLI FLOUR IN THE MARKET",4,98,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0530502","86-91-33-42","be07973f69564948b3276b3fe44c7c4e",1,"SELLING OF NEW CLOTHINGS","1","SELLING OF NEW CLOTHINGS",8,11,2010,1,,"SELLING NEW CLOTHES",2,71111,47,478,4782,1,1,2012,8,1,,2,,2,,,1,,,,,1,,12,,5000000,0,0,,3000000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H3191001","27-64-00-87","bf524610b7e541efb0e5bfe0ccd67937",1,"PREPARING & SELLING FOOD ON THE STREET","1","PREPARING & SELLING FOOD ON THE STREET",6,12,2014,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3751001","48-69-00-41","bf5e205e879649aeb9e986e6a19bf2a3",2,"BUYING AND SELLING AGRICULTURAL PRODUCE","2","BUYING AND SELLING AGRICULTURAL PRODUCE",6,12,1999,1,,"BUYING AND SELLING AGRICULTURAL PRODUCE",2,71111,46,462,4620,1,1,1999,8,1,,2,,1,1,,1,,,,,1,2,12,,500000,0,1,0,250000,5000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3751001","48-69-00-41","bf5e205e879649aeb9e986e6a19bf2a3",1,"SELLS MEAT AT A BUTCHERY","1","SELLS MEAT AT A BUTCHERY",6,12,2009,1,,"BUYING AND SELLING MEAT AT OWN BUTCHER",2,71111,47,478,4781,1,1,2009,7,1,,2,,1,1,,1,2,,,,1,2,12,,5000000,0,1,0,4000000,60000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3890601","55-15-24-51","bf66524a5a1f4c3c9dbe0036c297f306",1,"MAKING MANDAZI","1","MAKING MANDAZI",4,98,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3170302","99-65-80-48","c08b76ff4f64408d92c893bc21b3f773",2,"RETAIL SHOP","2","RETAIL SHOP",8,2,2010,1,,"RETAIL SHOP",2,71111,47,471,4719,,1,2014,1,1,,2,,1,11,,1,,,,,1,2,12,,50000,0,0,,400000,0,2,,,1,,,,,,,,,,,,,,,,,2,2
"H3170302","99-65-80-48","c08b76ff4f64408d92c893bc21b3f773",1,"MOTORCYCLE RIDDING","1","MOTORCYCLE RIDDING",8,2,2010,1,,"MOTORCYCLE RIDDING",2,81111,49,492,4922,,2,2010,8,1,,2,,2,,,2,,,,,2,,12,,300000,0,0,,60000,50000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2370102","63-63-17-43","c0b0f34f8543477882988d792690f7ab",1,"MANUFUCTURING OF MANDAZI FOR SALE","1","MANUFUCTURING OF MANDAZI FOR SALE",4,6,2011,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1300401","45-00-55-78","c18e282fcbbe46699173630fd1019bd2",1,"TAILORING. SOWING CLOTHES","1","TAILORING. SOWING CLOTHES",2,3,1990,1,,"Sowing clothes",2,31111,14,141222,1410,,2,2000,2,1,,2,,2,,,1,,,,,1,,12,,60000,0,0,,20000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H1630601","20-62-41-63","c29cac3f8727404a99ec979338ef3167",1,"RETAIL SHOP","1","RETAIL SHOP",5,1,2012,1,,"OPERATING A SHOP",2,71111,47,471,4711,1,2,2012,1,1,,2,,2,,,2,7,,,,1,2,12,,350000,0,0,,200000,15000,3,,1,1,,,,,,,,,,,,1,,,,,2,2
"H2980201","72-46-01-06","c2cccdbfd71b4e71867e614e7ede82ad",1,"SALE OF FOOD PRODUCE","1","SALE OF FOOD PRODUCE",4,98,2000,1,,"sale of food produce",2,71111,46,463,4630,1,1,2000,4,1,,2,,2,,,1,,,,,1,,12,,8000000,2,0,200000,0,300000,1,,,,,,,,,,,,,,,,,,,,2,2
"H0510501","33-89-09-80","c339d3125208446ab905d9c668bfc94b",1,"PRACTISING TRADITIONAL MEDICINE","1","PRACTISING TRADITIONAL MEDICINE",8,98,2004,1,,"Traditional healer",2,191111,96,960,9609,1,5,1992,8,3,,1,,2,,,1,,,,,1,,10,1,100000,0,0,,50000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2980702","08-03-32-18","c348efe3fefc45e49a067757812f7477",1,"RETAIL SHOP","2","RETAIL SHOP",1,4,2016,1,,"RETAIL SHOP",2,71111,47,471,4711,1,1,2016,1,1,,2,,2,,,1,,,,,1,,12,,100000,0,0,,1000000,20000,1,,,,,,,,,,,,,,,,,,,,2,2
"H2000201","53-34-27-94","c35a81e4c7ee49d69e75ef3ad2e0c866",1,"FISH MONGER","1","FISH MONGER",4,7,1997,1,,"FISH MONGER (SELLER DRY FISH AND SILVER FISH)",2,71111,47,478,4789,1,1,1999,4,1,,96,"FROM THE HUSBAND",1,11,,1,,,,,1,,12,,1440000,0,1,0,900000,15000,2,1,,,,,,,,,,,,,,,,,,,1,2
"H3660501","42-98-11-39","c42b3ea080594d7e9f0a1aa242f56983",2,"SELLS AGRICULTURAL PRODUCE","3","SELLS AGRICULTURAL PRODUCE",3,1,2010,1,,"Buying and selling of Agricultural produce",2,71111,46,462,4620,1,1,2000,3,1,,2,,1,2,,1,2,5,,,1,2,12,,9000000,0,0,,1000000,100000,1,,,,,,,,,,,,,,,,,,,,2,2
"H3220902","87-23-40-49","c44dfb522789441ba130c0bc19057438",1,"SELLINGS WARAGI","1","SELLINGS WARAGI",7,1,2011,1,,"SELLING WARAGI",2,71111,46,463,4630,1,2,2017,1,1,,2,,1,8,,2,,,,,2,,12,,200000,0,0,,80000,0,3,,1,1,,,,,,,1,,,1,,,,,,,2,2
"H0630202","77-86-81-00","c46b751f14f74d178e4a064366bf61ff",1,"SELLING OF ALCOHOL","1","SELLING OF ALCOHOL",2,1,2015,1,,"Selling waragi",2,71111,47,479,4799,1,1,2014,2,1,,2,,2,,,1,,,,,1,,12,,100000,0,0,,70000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2141001","88-69-14-58","c478f896acc0427c8f9d187d9a2eb8a7",1,"BREWING AND SELLING KWETE1","1","BREWING AND SELLING KWETE1",2,98,2011,1,,"BREWING AND SELLING KWETE",1,31111,11,110,1103,1,3,2000,4,1,,2,,2,,,2,3,8,,,2,3,8,2,30000,0,0,,15000,0,3,,1,1,,,,,,,,,,,,,,,,,2,2
"H1310502","52-37-23-61","c4d8aa1a98a9434e81101f58a0d1024f",2,"RETAIL SALE OF ALCOHOL","2","RETAIL SALE OF ALCOHOL",7,7,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1310502","52-37-23-61","c4d8aa1a98a9434e81101f58a0d1024f",1,"WHOLESALE OF MILLET AND MAIZE","1","WHOLESALE OF MILLET AND MAIZE",7,7,2010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2940302","27-93-58-00","c5144bccec92485d8ead5eadde9bdcb7",1,"SHOP","1","SHOP",2,2,2014,1,,"Retail shop",2,71111,47,471,4719,1,2,2012,5,1,,2,,2,,,2,,,,,2,,6,2,300000,0,0,,200000,50000,2,,,1,,,,,,,,,,,,,,,,,2,2
"H3040801","55-26-70-65","c5d287068a3a4fbda7c9a96c8d13b958",1,"SELLING OF VEGETABLES","2","SELLING OF VEGETABLES",4,1,2015,1,,"Selling of fresh foods",2,191111,96,960,9609,1,1,2016,4,2,,2,,2,,,1,,,,,1,,12,,400000,0,1,50000,100000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2020701","34-66-86-06","c6aed9d96e224fe5bc15475578f996e9",1,"RETAIL SALE OF CHARCOAL TO HOMES","1","RETAIL SALE OF CHARCOAL TO HOMES",8,98,2006,1,,"Sells charcoal",4,11111,2,21222,210,1,1,2006,8,1,,1,,2,,,1,2,3,8,10,1,2,12,,80000,0,0,,0,2500,1,,,,,,,,,,,,,,,,,,,,2,2
"H4011001","67-75-37-64","c78518e77dc341cb9bfef66792af3b0c",1,"VENDIN MAIZE,SORGHUM AND MILLET FLOUR UM","1","VENDIN MAIZE,SORGHUM AND MILLET FLOUR UM",4,3,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1760501","90-80-42-16","c8164e20b43d4d00bb7f07a6e8191dda",1,"SELLS LOCAL BREW","1","SELLS LOCAL BREW",2,8,2007,1,,"SELL OF LOCAL BREW",3,71111,47,472,4722,1,1,2006,2,1,,2,,1,12,,1,,,,,1,,12,,700000,0,0,,600000,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2460401","66-57-85-51","c818b8c0921c4c83a5c2a4164b756e72",1,"SELLING FIREWOOD","1","SELLING FIREWOOD",4,1,2000,1,,"SELLING FIREWOOD",4,11111,2,21222,210,1,2,2012,8,1,,2,,2,,,2,4,,,,2,,8,1,20000,0,0,,0,0,2,,1,,,,,,,,,,,,,,,,,,2,2
"H2990101","77-72-03-57","c84330cdf7c64af4b6cacd9f986902c3",1,"SHOP","1","SHOP",1,10,1999,1,,"Selling of general merchandise",2,191111,96,960,9609,1,1,2015,1,1,,2,,2,,,1,,,,,1,,12,,400000,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,2,2
"H2990101","77-72-03-57","c84330cdf7c64af4b6cacd9f986902c3",2,"BAR","2","BAR",1,10,1999,1,,"bar",3,191111,96,960,9609,1,1,2015,1,1,,2,,2,,,1,,,,,1,,12,,2000000,0,0,,80000,0,1,,,,,,,,,,,,,,,,,,,,2,2
