"hhid","h9q01","h9q02","h9q24a","h9q24b","h9q26","h9q25","h9q27","h9q28","h9q29","h9q30_1","h9q30a","h9q30b","h9q30c","h9q31","h9q32a","h9q32b","h9q32c","h9q33","h9q34","h9q35","h9q36","h9q37","h9q38","h9q03","h9q04","h9q05","h9q06","h9q07","h9q08","h9q09a","h9q09b","h9q10","h9q11","h9q12","h9q13","h9q14","h9q15","h9q15_1","h9q15_2","h9q15_3","s915_4","h9q15_5","h9q16","h9q17","h9q22","h9q22a","h9q22b","h9q23","h9_respondent","h9q30d"
"097ea672d9004012a57a7084a54061ab",16,10,4,25,1,2017,1,3,,,".",".",".",2,,,,6,2,,1,,500000,1,15,15,96,14,1,12,7,0.1,7,2,,,10,"2","5","6",1,40,1,4,95,,,,"1",
"098efabf1d9245b6bb031ca40ce7e36c",10,10,1,300,1,1998,2,96,1998,1,"1",,,2,,,,1,2,,1,,2000000,2,10,12,14,15,,10,3,0.1,5,2,,,10,"3","4",,1,40,2,2,23,2,,1,"1",
"0995195942ce4c61bd7c381d8e79e6a6",10,10,1,326,1,1998,1,3,,,,,,2,,,,2,2,,1,,1500000,2,10,16,96,20,,10,4,0.5,10,2,,,10,"2","3","4",1,120,1,2,23,2,,1,"1",
"099f3b6855dc42158237614c25bfb571",16,10,4,2100,2,1970,1,3,,,".",".",".",2,,,,2,2,,1,,1000000,1,15,14,14,14,2,30,10,0.3,2,1,2,"1000",11,".",".",".",1,40,1,4,23,1,1,1,"1",
"09c865966539496a8242c1018e90ef5f",10,10,3,2,2,1973,1,3,,,".",".",".",2,,,,6,2,,1,,20000000,3,10,12,13,15,,10,2,0.2,3,2,,,10,"6",,,1,60,1,2,21,2,,1,"2",
"09eb11716b004f3db526ff17444387ae",10,10,4,250,2,1970,1,3,,,".",".",".",2,,,,6,2,,1,,3500000,3,10,12,14,13,,,,,10,2,,,,".",".",".",,140,2,4,21,1,2,1,"2",
"09f80c42c3cd41999116b6c09d0fe5fb",15,12,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,11,,,,,1,2,,,,".",".",".",,10,2,2,23,2,,3,"1",
"0a049c02fa2046ebbd60a6af568aabae",16,10,3,0.12,2,2013,1,3,,,".",".",".",2,,,,2,2,,1,,500000,2,15,16,14,17,6,20,1,0.1,8,2,,,10,"1","5",,1,100,2,4,23,1,2,1,"1",
"0a27264e6c624c93b389332b558be807",10,10,3,1,1,1992,2,3,,,".",".",".",1,96,,,1,2,,1,,5000000,3,10,16,13,14,1,30,5,0.4,3,2,,,10,"4","5",,1,40,2,2,23,2,,1,"2",
"0a32ecc59b4543d991993511531bcbdc",16,10,3,3,2,1980,1,3,,,".",".",".",2,,,,2,2,,1,,3500000,1,15,14,14,16,1,15,1,0.2,5,2,,,10,"1","5",,1,60,2,4,23,2,,1,"1",
"0a396d4827b24ea099971029d14bd817",10,10,3,2,1,1985,2,3,,,".",".",".",1,96,,,1,2,,1,,8000000,3,10,16,14,16,1,20,5,0.3,10,2,,,10,"3","4","5",1,100,1,4,23,2,,1,"1",
"0a3fa4ae17e5425780754137a4e60987",10,10,3,4,2,1994,1,3,,,".",".",".",2,,,,2,2,,1,,70000000,4,10,16,13,17,1,20,2,0.5,3,2,,,10,"4","5",,1,60,2,4,22,2,,1,"1",
"0a48cd3173ac4599b9b722ced71b423c",10,10,1,80,1,2016,3,96,2016,1,"2",,,2,,,,6,1,1,2,1,1500000,2,10,12,13,12,96,3,1,0.03,10,2,,,10,"1","4",,1,60,1,4,21,2,,1,"1",
"0a72dc2637f34612b2fa35e4d4b6cc60",10,10,3,1,2,1997,2,3,,,".",".",".",1,1,,,2,2,,1,,20000000,3,10,12,13,11,,,,,3,1,1,"10500",,".",".",".",,60,2,2,22,1,2,1,"3",
"0a762151047143afb734fafb9be8275c",10,10,4,5000,1,2018,1,3,,,".",".",".",1,96,,,1,2,,1,,3000000,2,10,12,14,16,96,60,5,1,3,2,,,10,"1",,,3,60,1,2,23,1,3,1,"2",
"0ab5e0705d5b40beb0a2e79f49183356",16,10,4,200,3,2006,2,3,,,".",".",".",2,,,,2,2,,1,,800000,1,15,16,14,14,6,10,5,0.4,3,2,,,10,"1","3",,1,60,1,4,23,1,1,1,"1",
"0ac58cb4e81e452daa6d87169534e762",10,10,1,440,2,2011,1,3,,,".",".",".",1,1,,,2,1,1,2,1,4500000,3,10,12,14,15,,30,2,1,20,2,,,10,"3","4","6",1,120,1,4,23,1,1,1,"1",
"0acb15747a494855adae111b05ec1af2",10,10,1,10000,1,9998,2,96,9998,1,"1",,,2,,,,2,2,,1,,10000000,3,10,12,13,15,,30,3,0.5,5,2,,,10,"4","5",,1,60,2,4,22,2,,1,"1",
"0ad4b37a214a455aa6080a4f197e50ca",10,10,1,283,2,1993,1,3,,,".",".",".",2,,,,2,2,,1,,2000000,2,10,12,14,14,1,10,8,0.3,10,1,2,"1000",10,"1","4","6",1,80,1,4,23,1,2,1,"9",
"0b195170755f4768ac89c0dc1d08645a",10,10,3,0.15,2,1964,2,3,,,".",".",".",2,,,,1,2,,1,,10000000,3,10,16,14,16,2,30,5,0.25,5,2,,,10,"1","9","10",1,40,2,4,23,2,,1,"1",
"0b1dda6c9bc74ad6b7b18d9de2497355",10,12,,,,,,,,,".",".",".",,,,,,,,,,,1,10,10,13,14,96,10,2,0.05,1,2,,,10,"1",,,1,30,1,2,21,1,7,1,"1",
"0b5e2febcfa54a2aa9c1369db7b62f76",10,10,,,,,,,,,".",".",".",,,,,,,,,,,2,10,16,96,20,,15,2,0.2,3,2,,,13,".",".",".",1,80,1,2,23,2,,1,"1",
"0b7f6c75dec34a6bb3c0990283c92be6",10,10,4,4000,2,1994,2,3,,,".",".",".",2,,,,2,2,,1,,4000000,2,10,12,14,16,6,40,3,1,5,2,,,10,"1","3","4",1,60,2,4,23,1,2,1,"1",
"0b9218083309477ab20ef5b6e13a2ab0",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,12,6,1,3,0,1.5,1,1,"6000",10,"2",,,1,20,2,1,22,1,3,1,"2",
"0b922762b1a14c53a9f6bbd6ef3ff337",11,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,11,,,,,3,1,1,"18000",,".",".",".",,60,2,2,22,1,6,2,"2",
"0be0f54fc2f44d4d8328e2b8878a06d0",16,10,4,25,2,2013,1,3,,,".",".",".",2,,,,6,2,,1,,300000,1,15,16,14,14,96,90,60,2,6,2,,,10,"1","3","4",1,60,1,4,95,,,,"1",
"0c3e9a0e660a4ec8a84320ec2aee7f95",10,10,4,1200,1,1975,2,3,,,".",".",".",2,,,,2,2,,1,,600000,1,10,17,14,14,96,30,5,0.5,2,2,,,10,"2",,,1,20,1,2,23,1,1,1,"1",
"0c62b06017184c17bad1db399f2a4e56",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,14,15,,20,4,0.2,2,2,,,10,"2",,,1,20,1,2,22,1,2,1,"2",
"0c6c4a83fca94c7db3e8a92b921ca4b0",10,10,4,600,1,2015,4,3,,,,,,1,2,,,6,2,,1,,18000000,2,10,12,10,15,,6,2,0.3,3,2,,,10,"5","7",,2,60,2,2,21,2,,1,"5",
"0c7ed7713a3b4c80ab675ecc093d0a2a",16,10,3,1,2,1962,1,3,,,".",".",".",2,,,,6,2,,1,,1000000,3,15,14,14,14,6,30,30,0.4,5,2,,,10,"2","3","5",1,100,1,4,95,,,,"2",
"0cac20f5e69f4d00ac5d1bfc15689dba",16,10,3,0.25,1,2002,2,3,,,".",".",".",1,3,,,6,2,,1,,1500000,2,15,16,14,16,1,15,2,0.02,5,2,,,10,"4","5",,1,100,2,4,23,2,,1,"1",
"0ccd9462978a4880b1f650cecd2d26dd",10,10,,,,,,,,,".",".",".",,,,,,,,,,,3,10,16,14,15,,10,5,0.1,3,2,,,10,"1","2",,1,40,2,2,23,1,1,1,"2",
"0cf284629d3f460eb8d1ac4e90b0639b",10,10,4,384,1,2007,1,3,,,".",".",".",2,,,,1,2,,1,,1500000,3,10,16,14,17,6,15,5,0.4,3,2,,,10,"1","2","3",1,40,2,4,23,2,,1,"1",
"0d05119207a2485cbe3a503f04c33f1d",10,10,,,,,,,,,".",".",".",,,,,,,,,,,1,10,16,96,20,,2,1,0.2,3,2,,,10,"2",,,1,100,1,4,23,2,,1,"2",
"0d0e29faff394154a69562b4527b48b8",,,,,,,,,,,".",".",".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0d1503da1c134a0e912f2b7115137d57",10,10,4,1200,2,1982,1,3,,,".",".",".",2,,,,2,2,,1,,4000000,2,10,12,14,15,,20,10,0.5,5,2,,,10,"1","3","4",1,80,1,4,23,1,2,1,"4",
"0d15c30cd22c44ca829cb62b6e630c26",15,10,,,,,,,,,".",".",".",,,,,,,,,,,2,10,11,13,14,6,8,2,0.5,5,2,,,10,"4",,,1,80,1,4,22,1,4,1,"2",
"0d3fe7c0dc864f1eb4c9c7559a351a39",10,11,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,14,15,,5,2,0.4,7,2,,,10,"2","5","8",1,60,2,4,23,2,,1,"1",
"0d7d45da8d23438f892a87baa61a4b7a",15,12,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,12,96,5,1,0.01,1,1,2,"5600",10,"1",,,1,20,8,2,22,1,1,1,"1",
"0da5a64fbb634dd5a96a9d945a7ea296",10,10,4,600,1,2000,2,3,,,".",".",".",1,96,,,1,2,,1,,3000000,1,10,16,14,14,1,30,15,0.25,1,2,,,10,"1",,,1,20,2,8,23,2,,1,"1",
"0dc5a325d5dd4987b0255e6dc261c7c9",10,10,4,2500,1,2008,2,3,,,".",".",".",1,96,,,1,2,,1,,5000000,2,10,12,13,14,96,40,5,1,2,2,,,10,"2","3","4",1,40,1,2,23,2,,1,"2",
"0dd53d87ea84437b9f5a26b992f3d396",16,10,3,3,2,2014,1,3,,,".",".",".",2,,,,1,2,,1,,5000000,2,15,16,14,15,,5,5,0.1,3,2,,,10,"4","5","6",1,60,1,2,23,2,,1,"2",
"0df38d4bdeaa40a8b3407e57cc315e31",10,10,4,5000,2,2011,2,3,,,".",".",".",2,,,,2,2,,1,,1500000,2,10,12,14,14,6,10,8,0.5,3,2,,,10,"1","2","4",2,80,1,4,23,2,,1,"1",
"0e03e253c35d4333a1ffad2df9d38850",,,,,,,,,,,".",".",".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0e22abe9b0524c3f81a1babba4b3a651",10,10,4,504,1,2015,2,3,,,".",".",".",1,96,,,1,2,,1,,6000000,3,10,16,14,15,,30,5,6,3,2,,,10,"1",,,1,40,2,2,23,2,,1,"1",
"0e25633f83884662b852b82b7c7724cd",10,10,1,20,1,1995,1,3,,,".",".",".",1,96,,,1,2,,1,,3000000,3,10,16,14,15,,35,3,0.5,3,2,,,10,"2",,,1,40,2,5,23,1,1,1,"2",
"0e3bcf22a773456eb3475d233a7dc880",10,10,4,3000,3,2006,2,3,,,".",".",".",2,,,,1,2,,1,,2000000,1,10,12,14,16,1,30,4,5,2,2,,,10,"1",,,1,40,2,2,23,2,,1,"1",
"0e4cdfeceae74763b9dca833f7997b04",10,12,,,,,,,,,".",".",".",,,,,,,,,,,3,10,12,16,18,,,,,2,1,1,"l5000",15,".",".",".",2,20,8,2,22,2,,2,"2",
"0e530e4dff074880bc7b09f4d3755c2d",10,10,4,450,2,2015,2,3,,,".",".",".",2,,,,5,2,,1,,5000000,1,15,16,14,16,1,20,5,0.2,2,2,,,10,"1","2",,1,20,2,4,23,1,2,1,"2",
"0e587b69c8364b7ea11ac6ad8155d944",16,10,4,1000,2,1983,1,3,,,".",".",".",2,,,,2,2,,1,,1000000,3,15,14,14,14,2,30,60,1,20,1,2,"1000",10,"9","10","12",1,200,1,4,23,2,,1,"2",
"0e6bbfd7a7ff407ba8c19c68b4614a43",10,10,4,5000,1,1987,4,3,,,".",".",".",1,3,,,1,2,,1,,5000000,3,10,12,14,11,,,,,7,2,,,,".",".",".",,80,1,2,23,2,,2,"1",
"0e7c523a5c34420c9fdba2a12575cd14",13,12,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,10,12,3,5,3,0.02,1,1,1,"6000",10,"1",,,1,20,1,2,22,1,1,1,"1",
"0eacd048e8244b7bb60a9ef372d37bd4",16,10,3,0.25,2,1962,1,3,,,".",".",".",2,,,,2,2,,3,2,2500000,3,15,14,14,14,6,40,30,0.5,5,2,,,10,"3","4","6",1,120,1,4,95,,,,"3",
"0ead3d9097d14f19afae3f37ed3fa95e",10,10,4,625,2,2015,1,3,,,".",".",".",2,,,,1,2,,1,,1000000,2,10,16,14,14,1,10,5,0.5,1,2,,,10,"2",,,1,20,1,4,23,2,,1,"2",
"0eb527381cfb4f258ee6a1ad0862d96b",13,15,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,10,14,1,30,5,0.3,5,1,2,"1000",10,"4",,,2,120,1,2,21,1,2,1,"2",
"0ef4563b33504453b6221a3e597f4ac1",10,10,1,24,1,1971,1,3,,,".",".",".",1,96,,,1,2,,1,,1000000,3,10,16,14,17,1,15,2,0.25,2,2,,,10,"1",,,1,40,2,4,23,2,,1,"1",
"0f0210463290453bb298ac2094d5322e",10,12,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,15,,4,30,0.25,2,2,,,10,"3",,,1,30,1,2,23,1,1,1,"3",
"0f1fae5e3c164a0689a528daa0977068",10,10,1,7000,1,2014,2,96,2014,1,"3",,,2,,,,1,2,,1,,35000000,3,10,12,10,14,1,5,2,0.2,3,2,,,10,"3",,,1,80,2,2,22,2,,1,"1",
"0f3a4301801440ada74bb46498bddedb",10,10,4,2500,1,2008,2,2,2008,2,".",".",".",2,,,,2,2,,1,,6000000,2,10,16,14,12,2,10,5,0.1,3,1,1,"10000",10,"1","2",,1,60,2,4,22,2,,1,"1",
"0f4fac38703b4b049484b45fcbe5629f",10,10,3,0.5,2,1962,4,3,,,".",".",".",2,,,,6,2,,1,,700000000,3,10,12,13,10,,,,,5,1,1,"15000",,".",".",".",,100,2,1,21,1,1,1,"1",
"0f667b218c504918a233aac6e8ee5bda",15,10,3,0.1,1,1986,2,3,,,".",".",".",1,96,,,1,2,,1,,10000000,2,10,12,14,16,1,30,2,1,3,2,,,10,"6","8",,1,60,1,2,23,1,4,1,"2",
"0f6771f84c3a4bbb850133c3e9b7e498",10,10,4,2000,2,1987,2,3,,,".",".",".",1,1,,,2,2,,1,,20000000,4,10,16,14,11,,,,,5,2,,,,".",".",".",,140,2,2,22,2,,2,"1",
"0f6b3b6cb8bb4020a328c9ca1434b2d4",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,12,6,4,2,0.02,3,2,,,10,"1","2",,1,40,8,2,21,1,5,1,"1",
"0f896c130fda4f5788f29621fde557f3",10,11,,,,,,,,,,,,,,,,,,,,,,3,10,12,13,14,4,10,8,0.3,4,2,,,10,"2","3","4",1,40,1,1,23,2,,1,"1",
"0f89c593c872418cbe8ce314e2d06348",10,10,3,0.25,2,1980,4,1,1985,2,".",".",".",2,,,,1,2,,1,,1000000000,3,10,12,13,11,,,,,3,1,1,"3000",,".",".",".",,60,1,2,21,1,20,3,"1",
"0f9890d1fd734a5cace8f29bedc49979",10,10,4,7500,2,2016,2,3,,,".",".",".",1,1,,,1,2,,1,,3000000,1,10,16,14,16,6,40,2,1,6,2,,,10,"1",,,1,60,8,2,22,2,,2,"4",
"0fc2473477df48789bebde3b8239f2c4",10,10,1,2000,2,2004,4,2,2004,1,"1",,,2,,,,1,2,,1,,15000000,4,10,96,13,14,6,40,20,0.5,5,2,,,10,"3","4","5",1,100,1,2,22,1,1,1,"2",
"0fcb437569834d1c9c2606f6766add88",10,10,4,2000,3,2014,1,3,,,,,,2,,,,6,2,,1,,2000000,1,10,16,14,14,6,10,4,0.3,3,2,,,10,"1",,,1,80,2,4,23,1,1,1,"1",
"0fd53ca28fec43eea667c453445091b8",10,10,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,14,12,6,6,10,0.1,2.5,1,1,"3000",10,"1","2",,1,40,2,4,23,1,2,1,"3",
"104c763be4a348c7858dd66cc2fbc597",10,10,3,3,2,2008,1,3,,,".",".",".",2,,,,2,2,,1,,20000000,2,10,16,14,16,1,5,2,0.4,3,2,,,10,"1","2","3",1,60,2,2,23,1,2,1,"1",
"10651f09e6a44d788c5947935927ecd0",10,10,3,2,2,2016,1,3,,,".",".",".",1,1,,,2,2,,1,,7000000,1,10,16,14,16,1,5,3,0.2,5,2,,,10,"1","7",,1,40,2,4,23,2,,1,"7",
"108160782ccd45a9b7a3b97da91f5483",10,10,3,1,2,2012,1,3,,,".",".",".",2,,,,2,2,,1,,2000000,2,10,12,14,14,6,5,2,0.3,8,2,,,10,"1","2","3",2,60,1,4,23,1,1,1,"2",
"108581c17994453a902a47aaec861b78",10,10,3,2,2,1963,1,3,,,,,,1,1,,,1,2,,1,,150000000,3,10,12,10,15,,5,2,0.2,5,2,,,10,"1","4",,1,60,2,2,23,2,,2,"1",
"108ebe553d994ae8bee890ebd2447fbf",16,10,3,0.45,2,1985,1,3,,,".",".",".",2,,,,6,2,,1,,700000,3,15,16,14,14,6,25,5,0.3,8,2,,,10,"4","5","6",1,40,2,4,95,,,,"2",
"10c39a24e0784c66897740bdbc426cc8",10,10,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,14,16,6,20,3,1,3,2,,,10,"2","3",,1,60,1,4,23,2,,1,"2",
"10c74627258044b8a3441bd75e51c277",10,10,3,0.5,1,2002,2,3,,,".",".",".",2,,,,2,2,,1,,3500000,2,10,16,14,16,1,20,5,0.2,3,2,,,10,"1","3",,1,20,2,4,23,2,,1,"1",
"10ceb21bdb8d4898873a3a75df1feb74",10,10,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,14,14,96,30,15,0.5,3,2,,,12,".",".",".",1,60,1,2,22,1,3,1,"1",
"110f81c0d9254505838dcaf2497d130a",16,10,4,6,1,2011,1,3,,,".",".",".",2,,,,2,2,,1,,1000000,1,15,16,14,14,6,50,15,1.5,5,2,,,10,"2","7",,1,60,1,4,95,,,,"2",
"112126f886be4437a68c163a94797d71",16,11,,,,,,,,,".",".",".",,,,,,,,,,,1,15,14,14,14,96,10,3,0.4,5,2,,,10,"1",,,1,20,2,4,22,2,,1,"1",
"11677af1b0144119a6f225a20b75675a",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,22,,,,,1.5,1,1,"24000",10,"1",,,1,40,1,4,22,1,2,1,"1",
"117be70b702543a2a9b2c6ed42bde0d8",10,10,3,1,2,2014,2,3,,,".",".",".",2,,,,1,2,,1,,6000000,2,10,16,14,16,1,20,5,0.2,3,2,,,10,"1",,,1,40,2,4,23,2,,1,"1",
"118e5671a1e0437baebdd563bf3e43df",,,,,,,,,,,".",".",".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"119f2e2e03f143fc879b9f0ed133f62e",10,10,1,800,2,1984,1,3,,,".",".",".",2,,,,5,2,,1,,650000,2,10,12,14,14,6,45,60,2,20,1,2,"500",10,"1","4","5",1,80,1,4,22,2,,1,"6",
"11c06407f2894aa696b02bd42e1ad325",16,10,3,0.25,2,2017,1,3,,,".",".",".",2,,,,1,2,,1,,200000,1,15,16,14,14,6,120,25,5,10,2,,,10,"1","3",,1,40,2,4,95,,,,"1",
"11cce051e10f463e9d807eac544f8298",16,12,,,,,,,,,".",".",".",,,,,,,,,,,1,15,16,14,14,1,40,10,0.5,5,2,,,10,"2",,,1,120,1,4,22,1,2,1,"2",
"11d8e6e27924401f975392dbb4bb0cfb",16,10,1,56,1,1986,2,3,,,,,,1,2,,,1,2,,1,,1100000,3,15,14,14,14,2,15,10,0.3,20,2,,,10,"1","7",,1,80,1,4,23,1,2,1,"1",
"11d9f40f48184bc3a967131e8ed79d24",11,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,11,16,10,,,,,1,1,1,"20000",,".",".",".",,40,1,8,12,2,,3,"1",
"11edb121886741718afc9f6ee454ed07",,,,,,,,,,,".",".",".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11fa0219f3c04dc69816ce8f2784a912",10,10,2,5000,3,2006,2,96,2006,2,".",".",".",2,,,,1,2,,1,,15000000,2,10,12,14,14,1,45,2,0.5,3,2,,,10,"2",,,2,20,2,4,23,2,,1,"1",
"11fe2002e4b64d6a9f6f9dc246c6b5cb",16,10,3,0.5,2,2010,3,3,,,".",".",".",2,,,,2,2,,1,,5000000,1,15,12,13,14,6,15,5,0.3,5,2,,,10,"1","4",,1,105,1,3,21,1,2,1,"1",
"12326283f3b543f7a0204eeb08c3a7cd",16,12,,,,,,,,,".",".",".",,,,,,,,,,,,15,14,14,14,2,15,0,0.2,3,2,,,10,"1",,,1,40,1,4,22,1,4,1,"1",
"1254e7d5420845449d4b2d63d8f8b555",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,16,14,12,1,25,10,0.1,5,1,1,"20000",10,"2",,,1,40,2,4,23,1,8,1,"1",
"12766e74ad9f4d61aa6b76046aac52fb",15,16,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,15,,3,2,0.5,1,2,,,10,"1",,,3,20,2,2,22,1,4,1,"1",
"1281f3064b5548e58be32cadc2a9904e",16,10,1,15,1,2017,1,2,2017,1,"2",,,2,,,,2,2,,1,,3500000,1,15,16,14,14,6,30,9,0.5,2,2,,,10,"2","5",,1,80,2,4,23,2,,1,"2",
"12a4d25d94ea436285c294aef2a8dba5",10,10,4,5000,2,2016,1,3,,,".",".",".",1,1,,,1,2,,1,,30000000,3,10,12,14,14,6,10,20,0.1,1.5,1,2,"2000",10,"5","6",,1,40,8,2,22,2,,1,"1",
"12a8632b753f40c6959744f160ade8ff",10,10,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,13,21,,,,,3,2,,,,".",".",".",,30,1,2,22,2,,3,"1",
"12e25cf614ca4641804dd645d930b062",10,10,4,2000,1,9998,2,3,,,,,,1,96,,,1,2,,1,,9000000,2,10,12,13,11,,,,,1,1,1,"20000",,,,,,60,8,2,22,1,3,1,"5",
"12e688f31e39475e9ae5aa19685c7e37",10,10,1,50,2,2010,3,3,,,".",".",".",2,,,,6,2,,1,,100000000,2,10,12,16,10,,,,,6,1,1,"20000",,".",".",".",,100,8,1,21,1,2,1,"2",
"12ea98f53d374c2ab9476c087af2913e",16,10,1,225,1,2015,1,3,,,".",".",".",1,5,,,1,2,,1,,2000000,2,15,14,14,14,2,10,2,0.05,13,1,2,"1000",10,"2","3","4",1,60,1,4,23,2,,1,"1",
"12f05714af1d40f3967c2f10c55f21e4",10,15,,,,,,,,,".",".",".",,,,,,,,,,,4,10,14,14,14,2,40,60,0.3,2,1,2,"20000",10,"1",,,1,140,2,4,22,2,,2,"3",
"1313728d816c492e852a4dc2f2bea58c",10,10,3,0.25,2,,1,3,,,,,,2,,,,2,2,,1,,5000000,3,15,12,14,14,2,10,5,0.3,7,1,2,"1000",10,"2","3",,1,60,1,4,23,2,,1,"2",
"131fdb31a30649e792542baee928cee3",10,10,4,1500,2,1979,2,3,,,".",".",".",2,,,,2,2,,1,,5000000,3,10,16,14,15,,12,5,0.2,4,2,,,10,"3","4","6",1,40,1,2,23,2,,1,"6",
"132b1d61a34e4480a249784896828820",10,10,3,0.12,1,2003,2,3,,,".",".",".",1,3,,,1,2,,1,,1200000,2,10,16,14,14,1,30,5,1,2,2,,,10,"3","4","5",1,40,2,4,23,2,,1,"2",
"1335c4b914e64b079a15b82332bc3a62",11,16,,,,,,,,,".",".",".",,,,,,,,,,,2,10,12,14,12,6,0.2,3,2,5,2,,,10,"2","3",,1,60,1,4,23,1,2,1,"2",
"137047ed72be45cbbe79528e9a8febcf",15,10,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,14,15,,10,1,0.25,2,2,,,10,"1","2",,1,40,1,2,23,1,1,1,"1",
"137fab734a03455f98d0124f4847fc13",10,10,1,24,2,1990,1,3,,,".",".",".",2,,,,2,2,,1,,8000000,3,10,11,13,14,6,10,3,0.3,10,2,,,10,"2","3","5",1,120,1,4,22,1,2,2,"2",
"1390e21908ee4f50811be182bc761552",10,10,3,0.05,1,2012,2,3,,,".",".",".",1,3,,,2,2,,1,,3000000,2,10,16,14,13,,,,,1,1,2,"10000",,".",".",".",,40,1,2,23,2,,1,"2",
"139766f7e0d947e39160c8cdbe782c90",10,10,,,,,,,,,".",".",".",,,,,,,,,,,1,10,16,14,17,2,20,1,0.1,2,2,,,10,"6",,,1,80,2,2,22,2,,1,"1",
"13c8dabea0a14e74b5409df736d0c6fc",16,10,,,,,,,,,".",".",".",,,,,,,,,,,2,15,14,13,15,,40,10,0.5,3,2,,,10,"7",,,1,40,2,4,23,2,,1,"7",
"13d977f195b645efb9ca44fc286a7787",11,16,,,,,,,,,".",".",".",,,,,,,,,,,3,10,12,16,11,,,,,5,1,1,"20000",,".",".",".",,80,2,2,21,2,,3,"1",
"13e1b70c74264df2b3ce9571a64d04b7",16,10,4,20,2,2013,1,3,,,".",".",".",2,,,,2,2,,1,,250000,1,15,16,14,14,2,20,5,0.2,4,2,,,10,"1",,,1,40,1,4,95,,,,"1",
"13e8276c99cd496081c2d78d058b2a21",10,10,,,,,,,,,".",".",".",,,,,,,,,,,4,10,12,14,15,,20,5,2,20,2,,,10,"2","5","6",2,160,1,4,23,1,1,1,"1",
"13f725a28a91400690aa319519c0dbf6",16,10,4,15,2,2016,1,3,,,".",".",".",2,,,,6,2,,1,,100000,1,15,15,14,17,96,120,30,3,4,2,,,10,"2",,,1,40,2,4,95,,,,"2",
"141911dad9474c8d879f53c8bfd6edee",10,10,3,0.1,1,1981,1,2,1981,1,"1",,,1,3,,,2,2,,3,2,8000000,2,10,16,14,14,1,30,10,0.5,5,2,,,10,"3","4","5",1,40,1,2,23,2,,1,"1",
"142452c4f1204a22b394324cb0f4bab9",10,10,4,4000,2,1988,3,2,2005,2,".",".",".",2,,,,6,1,1,2,1,15000000,2,10,12,13,12,6,5,3,0.2,5,2,,,10,"2","4","5",1,120,1,4,23,1,4,1,"2",
"14284880612f4308abfe7ad7f51cdcf8",11,10,1,80,2,1998,1,3,,,".",".",".",2,,,,1,2,,1,,4000000,3,10,12,14,14,2,10,5,0.2,20,2,,,10,"2","3","4",1,120,1,4,23,2,,1,"2",
"142f863d5d3747d4b12da5a96819e8c8",15,15,,,,,,,,,".",".",".",,,,,,,,,,,1,10,12,13,12,6,5,1,0.1,0.75,1,1,"2000",10,"1",,,1,10,8,4,22,1,1,1,"1",
"1444adc6326d439eaeaba1546d02d59d",10,10,4,7500,1,,1,3,,,".",".",".",2,,,,2,1,1,2,1,2000000,1,15,16,14,14,6,25,10,0.5,60,1,2,"500",10,"1","3",,1,60,1,4,23,2,,1,"1",
"147c52ca54784111b65348d2fc3eed37",10,10,4,70,1,1994,1,3,,,".",".",".",2,,,,2,2,,1,,2000000,2,10,12,13,14,1,45,10,0.25,4,2,,,11,".",".",".",1,40,1,4,23,2,,1,"1",
"148096d4034442419b34538a7bc0dcf6",10,10,4,7000,2,1988,4,3,,,".",".",".",1,3,,,4,2,,2,3,20000000,4,10,12,13,11,,,,,3,1,1,"10000",,".",".",".",,40,2,2,22,2,,3,"4",
"14bfad8162b7405dbeb905bf436d082c",10,10,3,0.1,2,1989,2,3,,,".",".",".",2,,,,2,2,,1,,6000000,3,10,16,14,15,,15,1,0.25,5,2,,,10,"3","4",,1,80,1,2,22,2,,1,"1",
