"hhid","PID","h6q12a","h6q12b","h6q12c","h6q12d","h6q12e","h6q12f","h6q12g","h6q12h","h6q12i","h6q12j","h6q12k","h6q13a","h6q13b","h6q13c","h6q31","h6q32"
"2ff16b6c314f401c91cfc00c577ff2f4",2,,,,,,,,,,,,,,,,
"300de668bd2f4192b0fd5af97ba22f1f",1,,,,,,,,,,,,,,,,
"300de668bd2f4192b0fd5af97ba22f1f",2,,,,,,,,,,,,,,,,
"300de668bd2f4192b0fd5af97ba22f1f",3,,,,,,,,,,,,,,,1,1
"300de668bd2f4192b0fd5af97ba22f1f",4,2,2,2,2,2,2,2,2,2,2,2,,,,1,1
"300de668bd2f4192b0fd5af97ba22f1f",5,2,2,2,2,2,2,2,2,2,2,2,,,,1,1
"301490cbb230436387d327b067738728",1,,,,,,,,,,,,,,,,
"301490cbb230436387d327b067738728",2,,,,,,,,,,,,,,,,
"301490cbb230436387d327b067738728",3,,,,,,,,,,,,,,,,
"301490cbb230436387d327b067738728",4,,,,,,,,,,,,,,,,
"301490cbb230436387d327b067738728",6,,,,,,,,,,,,,,,,
"30322018c45f4c6b95cec1f96fbea405",1,,,,,,,,,,,,,,,,
"30322018c45f4c6b95cec1f96fbea405",3,,,,,,,,,,,,,,,,
"30322018c45f4c6b95cec1f96fbea405",5,,,,,,,,,,,,,,,,
"30322018c45f4c6b95cec1f96fbea405",8,,,,,,,,,,,,,,,,
"30322018c45f4c6b95cec1f96fbea405",9,,,,,,,,,,,,,,,1,2
"30322018c45f4c6b95cec1f96fbea405",10,1,2,2,2,1,2,2,1,2,2,2,,,,1,2
"30322018c45f4c6b95cec1f96fbea405",11,,,,,,,,,,,,,,,,
"30322018c45f4c6b95cec1f96fbea405",12,,,,,,,,,,,,,,,,
"30322018c45f4c6b95cec1f96fbea405",13,,,,,,,,,,,,,,,,
"30477ce0dc9d465dae89d2011c010da3",1,,,,,,,,,,,,,,,,
"30477ce0dc9d465dae89d2011c010da3",2,,,,,,,,,,,,,,,,
"30477ce0dc9d465dae89d2011c010da3",3,,,,,,,,,,,,,,,,
"3070915a431846e28dcff9ead5b40482",1,,,,,,,,,,,,,,,,
"3070915a431846e28dcff9ead5b40482",3,,,,,,,,,,,,,,,,
"3070915a431846e28dcff9ead5b40482",4,,,,,,,,,,,,,,,,
"3070915a431846e28dcff9ead5b40482",5,,,,,,,,,,,,,,,,
"3070915a431846e28dcff9ead5b40482",6,,,,,,,,,,,,,,,2,1
"3070915a431846e28dcff9ead5b40482",8,1,2,2,2,2,2,2,2,98,2,2,,,,2,2
"308f33600cbf4f14988e57d6c5d5d4dc",1,,,,,,,,,,,,,,,,
"308f33600cbf4f14988e57d6c5d5d4dc",2,,,,,,,,,,,,,,,,
"308f33600cbf4f14988e57d6c5d5d4dc",3,,,,,,,,,,,,,,,,
"3092993cea854e41a868b870ae3c6c11",1,,,,,,,,,,,,,,,,
"3092993cea854e41a868b870ae3c6c11",2,,,,,,,,,,,,,,,,
"3092993cea854e41a868b870ae3c6c11",3,,,,,,,,,,,,,,,,
"3092993cea854e41a868b870ae3c6c11",4,,,,,,,,,,,,,,,,
"3092993cea854e41a868b870ae3c6c11",5,,,,,,,,,,,,,,,1,1
"30b36dc4f6bb4416970bd6680d83fd5f",1,,,,,,,,,,,,,,,,
"30b36dc4f6bb4416970bd6680d83fd5f",2,,,,,,,,,,,,,,,,
"30b36dc4f6bb4416970bd6680d83fd5f",4,,,,,,,,,,,,,,,,
"30b36dc4f6bb4416970bd6680d83fd5f",5,,,,,,,,,,,,,,,,
"30b36dc4f6bb4416970bd6680d83fd5f",6,,,,,,,,,,,,,,,,
"30b36dc4f6bb4416970bd6680d83fd5f",7,,,,,,,,,,,,,,,,
"30b36dc4f6bb4416970bd6680d83fd5f",8,,,,,,,,,,,,,,,,
"30b36dc4f6bb4416970bd6680d83fd5f",9,,,,,,,,,,,,,,,1,1
"30ddabec2c5944838789dacbaf8846b3",1,,,,,,,,,,,,,,,,
"30ddabec2c5944838789dacbaf8846b3",2,,,,,,,,,,,,,,,,
"30ddabec2c5944838789dacbaf8846b3",4,,,,,,,,,,,,,,,1,1
"30fd059d28da4805b36fe8b0e8e389b2",1,,,,,,,,,,,,,,,,
"30fd059d28da4805b36fe8b0e8e389b2",3,,,,,,,,,,,,,,,,
"30fd059d28da4805b36fe8b0e8e389b2",4,,,,,,,,,,,,,,,,
"30fd059d28da4805b36fe8b0e8e389b2",5,,,,,,,,,,,,,,,,
"30fd059d28da4805b36fe8b0e8e389b2",9,,,,,,,,,,,,,,,,
"30fd059d28da4805b36fe8b0e8e389b2",10,,,,,,,,,,,,,,,,
"30fd059d28da4805b36fe8b0e8e389b2",11,,,,,,,,,,,,,,,1,3
"30fd059d28da4805b36fe8b0e8e389b2",12,,,,,,,,,,,,,,,1,3
"310356da4c8a4ea08d7fc34f77d68fec",2,,,,,,,,,,,,,,,,
"310356da4c8a4ea08d7fc34f77d68fec",3,,,,,,,,,,,,,,,,
"310356da4c8a4ea08d7fc34f77d68fec",4,,,,,,,,,,,,,,,,
"310356da4c8a4ea08d7fc34f77d68fec",5,,,,,,,,,,,,,,,,
"310356da4c8a4ea08d7fc34f77d68fec",6,1,2,1,2,2,2,2,2,2,2,2,,2,,2,2
"313d5c0c109b409cbefd0bbd0edda0ef",1,,,,,,,,,,,,,,,,
"313d5c0c109b409cbefd0bbd0edda0ef",2,,,,,,,,,,,,,,,,
"313d5c0c109b409cbefd0bbd0edda0ef",4,,,,,,,,,,,,,,,,
"313d5c0c109b409cbefd0bbd0edda0ef",5,,,,,,,,,,,,,,,,
"314e0394767143658917172c39cd8104",1,,,,,,,,,,,,,,,,
"314e0394767143658917172c39cd8104",2,,,,,,,,,,,,,,,,
"314e0394767143658917172c39cd8104",5,,,,,,,,,,,,,,,,
"314e0394767143658917172c39cd8104",6,,,,,,,,,,,,,,,,
"314e0394767143658917172c39cd8104",7,,,,,,,,,,,,,,,,
"314e0394767143658917172c39cd8104",8,,,,,,,,,,,,,,,,
"3186525b4ddd43b1a71a759e7090dc38",1,,,,,,,,,,,,,,,,
"3186525b4ddd43b1a71a759e7090dc38",2,,,,,,,,,,,,,,,,
"3186525b4ddd43b1a71a759e7090dc38",3,,,,,,,,,,,,,,,,
"3186525b4ddd43b1a71a759e7090dc38",4,,,,,,,,,,,,,,,,
"3186525b4ddd43b1a71a759e7090dc38",5,,,,,,,,,,,,,,,,
"3186525b4ddd43b1a71a759e7090dc38",6,,,,,,,,,,,,,,,,
"3186525b4ddd43b1a71a759e7090dc38",7,,,,,,,,,,,,,,,,
"3186525b4ddd43b1a71a759e7090dc38",8,,,,,,,,,,,,,,,,
"3186525b4ddd43b1a71a759e7090dc38",9,,,,,,,,,,,,,,,,
"3186525b4ddd43b1a71a759e7090dc38",10,,,,,,,,,,,,,,,,
"3186525b4ddd43b1a71a759e7090dc38",13,,,,,,,,,,,,,,,,
"3186525b4ddd43b1a71a759e7090dc38",14,,,,,,,,,,,,,,,1,1
"3186525b4ddd43b1a71a759e7090dc38",15,,,,,,,,,,,,,,,1,1
"3186525b4ddd43b1a71a759e7090dc38",16,,,,,,,,,,,,,,,1,1
"3186525b4ddd43b1a71a759e7090dc38",17,,,,,,,,,,,,,,,1,1
"31a28b3746724f9d8c45280f0665e0cd",1,,,,,,,,,,,,,,,,
"31a28b3746724f9d8c45280f0665e0cd",2,,,,,,,,,,,,,,,,
"31a28b3746724f9d8c45280f0665e0cd",3,,,,,,,,,,,,,,,,
"31a28b3746724f9d8c45280f0665e0cd",4,,,,,,,,,,,,,,,,
"31a28b3746724f9d8c45280f0665e0cd",5,,,,,,,,,,,,,,,,
"31a28b3746724f9d8c45280f0665e0cd",6,1,98,98,98,98,98,98,98,2,98,98,,,,2,98
"31a380eb55f54da7a140b4fa43663356",1,,,,,,,,,,,,,,,,
"31a380eb55f54da7a140b4fa43663356",2,,,,,,,,,,,,,,,,
"31a380eb55f54da7a140b4fa43663356",5,,,,,,,,,,,,,,,,
"31a380eb55f54da7a140b4fa43663356",6,,,,,,,,,,,,,,,,
"31a380eb55f54da7a140b4fa43663356",7,,,,,,,,,,,,,,,,
"31a380eb55f54da7a140b4fa43663356",8,,,,,,,,,,,,,,,,
"31a380eb55f54da7a140b4fa43663356",9,,,,,,,,,,,,,,,,
"31a380eb55f54da7a140b4fa43663356",10,,,,,,,,,,,,,,,,
"31a380eb55f54da7a140b4fa43663356",11,,,,,,,,,,,,,,,,
"31a380eb55f54da7a140b4fa43663356",12,,,,,,,,,,,,,,,,
"31a380eb55f54da7a140b4fa43663356",13,,,,,,,,,,,,,,,,
"31a380eb55f54da7a140b4fa43663356",14,1,2,2,2,2,2,2,2,2,2,2,,,,1,2
"31a6de82f8264ce883f48e847dc45c48",1,,,,,,,,,,,,,,,,
"31a6de82f8264ce883f48e847dc45c48",2,,,,,,,,,,,,,,,,
"31a6de82f8264ce883f48e847dc45c48",3,,,,,,,,,,,,,,,,
"31a6de82f8264ce883f48e847dc45c48",5,,,,,,,,,,,,,,,,
"31a6de82f8264ce883f48e847dc45c48",6,1,2,1,2,2,2,1,2,2,2,2,,3,,1,1
"31acd897c3d24c3fab2723e50152c386",6,,,,,,,,,,,,,,,,
"31acd897c3d24c3fab2723e50152c386",7,,,,,,,,,,,,,,,,
"31acd897c3d24c3fab2723e50152c386",9,,,,,,,,,,,,,,,,
"31acd897c3d24c3fab2723e50152c386",10,,,,,,,,,,,,,,,,
"31ad2ecbbb2b415fbe958982b5502c35",3,,,,,,,,,,,,,,,,
"31ad2ecbbb2b415fbe958982b5502c35",5,,,,,,,,,,,,,,,,
"31ad2ecbbb2b415fbe958982b5502c35",6,,,,,,,,,,,,,,,,
"31ad2ecbbb2b415fbe958982b5502c35",7,1,2,2,2,1,1,1,2,2,2,2,,,1,1,1
"32145ef73438466dbbe4b732b3750c70",1,,,,,,,,,,,,,,,,
"32145ef73438466dbbe4b732b3750c70",3,,,,,,,,,,,,,,,,
"32145ef73438466dbbe4b732b3750c70",5,,,,,,,,,,,,,,,,
"32145ef73438466dbbe4b732b3750c70",6,,,,,,,,,,,,,,,,
"32272b79d5e24586980bc3fcc226e34a",1,,,,,,,,,,,,,,,,
"32272b79d5e24586980bc3fcc226e34a",2,,,,,,,,,,,,,,,,
"32272b79d5e24586980bc3fcc226e34a",3,,,,,,,,,,,,,,,,
"32272b79d5e24586980bc3fcc226e34a",4,,,,,,,,,,,,,,,,
"32272b79d5e24586980bc3fcc226e34a",5,,,,,,,,,,,,,,,,
"32272b79d5e24586980bc3fcc226e34a",6,,,,,,,,,,,,,,,1,1
"322c45f1688046189f475c05d96480a5",1,,,,,,,,,,,,,,,,
"322c45f1688046189f475c05d96480a5",3,,,,,,,,,,,,,,,,
"322c45f1688046189f475c05d96480a5",4,,,,,,,,,,,,,,,,
"322c45f1688046189f475c05d96480a5",5,,,,,,,,,,,,,,,,
"322c45f1688046189f475c05d96480a5",7,,,,,,,,,,,,,,,,
"322c45f1688046189f475c05d96480a5",8,,,,,,,,,,,,,,,,
"322c45f1688046189f475c05d96480a5",10,,,,,,,,,,,,,,,1,2
"322c45f1688046189f475c05d96480a5",11,,,,,,,,,,,,,,,,
"32594722d41a4d09aea34232a2b1e39e",1,,,,,,,,,,,,,,,,
"32594722d41a4d09aea34232a2b1e39e",2,,,,,,,,,,,,,,,,
"325c40ba1d1048148d7f34c0354af262",1,,,,,,,,,,,,,,,,
"325c40ba1d1048148d7f34c0354af262",2,,,,,,,,,,,,,,,,
"325c40ba1d1048148d7f34c0354af262",3,,,,,,,,,,,,,,,,
"325c40ba1d1048148d7f34c0354af262",4,,,,,,,,,,,,,,,,
"325c40ba1d1048148d7f34c0354af262",5,,,,,,,,,,,,,,,,
"325c40ba1d1048148d7f34c0354af262",6,,,,,,,,,,,,,,,,
"325c40ba1d1048148d7f34c0354af262",8,2,2,2,2,2,2,2,2,2,2,2,,,,1,2
"325c40ba1d1048148d7f34c0354af262",9,,,,,,,,,,,,,,,,
"325f1113c3b448de8acd2a5f8453b98a",1,,,,,,,,,,,,,,,,
"325f1113c3b448de8acd2a5f8453b98a",2,,,,,,,,,,,,,,,,
"325f1113c3b448de8acd2a5f8453b98a",3,,,,,,,,,,,,,,,,
"326cfa25f0a54505a7a8526f4d9dfd21",1,,,,,,,,,,,,,,,,
"326cfa25f0a54505a7a8526f4d9dfd21",2,,,,,,,,,,,,,,,,
"326cfa25f0a54505a7a8526f4d9dfd21",3,,,,,,,,,,,,,,,,
"326cfa25f0a54505a7a8526f4d9dfd21",4,,,,,,,,,,,,,,,,
"326cfa25f0a54505a7a8526f4d9dfd21",5,,,,,,,,,,,,,,,,
"326cfa25f0a54505a7a8526f4d9dfd21",6,,,,,,,,,,,,,,,1,2
"3270d977d6a2433e8686c62b9128713c",1,,,,,,,,,,,,,,,,
"3270d977d6a2433e8686c62b9128713c",2,,,,,,,,,,,,,,,,
"3270d977d6a2433e8686c62b9128713c",3,,,,,,,,,,,,,,,,
"3286a3c37b804f8c8d02a3193383a3be",1,,,,,,,,,,,,,,,,
"3286a3c37b804f8c8d02a3193383a3be",2,,,,,,,,,,,,,,,,
"3286a3c37b804f8c8d02a3193383a3be",3,,,,,,,,,,,,,,,,
"3286a3c37b804f8c8d02a3193383a3be",4,,,,,,,,,,,,,,,,
"3286a3c37b804f8c8d02a3193383a3be",5,,,,,,,,,,,,,,,2,2
"3286a3c37b804f8c8d02a3193383a3be",6,,,,,,,,,,,,,,,1,2
"3290dc38c12b4bdf8a98096dc5fce083",1,,,,,,,,,,,,,,,,
"3290dc38c12b4bdf8a98096dc5fce083",2,,,,,,,,,,,,,,,,
"3290dc38c12b4bdf8a98096dc5fce083",3,,,,,,,,,,,,,,,,
"3290dc38c12b4bdf8a98096dc5fce083",4,,,,,,,,,,,,,,,,
"3290dc38c12b4bdf8a98096dc5fce083",5,,,,,,,,,,,,,,,,
"3290dc38c12b4bdf8a98096dc5fce083",6,,,,,,,,,,,,,,,,
"3290dc38c12b4bdf8a98096dc5fce083",7,,,,,,,,,,,,,,,,
"3290dc38c12b4bdf8a98096dc5fce083",8,,,,,,,,,,,,,,,1,1
"3290dc38c12b4bdf8a98096dc5fce083",9,2,2,2,2,2,2,2,2,2,2,2,,,,2,1
"329cfc32423747e2a8ae5a3384a858aa",1,,,,,,,,,,,,,,,,
"329cfc32423747e2a8ae5a3384a858aa",2,,,,,,,,,,,,,,,,
"329cfc32423747e2a8ae5a3384a858aa",3,,,,,,,,,,,,,,,,
"329cfc32423747e2a8ae5a3384a858aa",5,,,,,,,,,,,,,,,,
"329cfc32423747e2a8ae5a3384a858aa",6,,,,,,,,,,,,,,,,
"329f52994cea49f4b47bbfd5b2fdcf96",1,,,,,,,,,,,,,,,,
"329f52994cea49f4b47bbfd5b2fdcf96",6,,,,,,,,,,,,,,,,
"329f52994cea49f4b47bbfd5b2fdcf96",7,,,,,,,,,,,,,,,,
"32a33545ccab4a899b9d087573f4aa2f",1,,,,,,,,,,,,,,,,
"32a33545ccab4a899b9d087573f4aa2f",2,,,,,,,,,,,,,,,,
"32a33545ccab4a899b9d087573f4aa2f",3,,,,,,,,,,,,,,,,
"32a33545ccab4a899b9d087573f4aa2f",4,,,,,,,,,,,,,,,,
"32a33545ccab4a899b9d087573f4aa2f",5,,,,,,,,,,,,,,,,
"32c5d81512f14980ae02591ccf41dc9c",1,,,,,,,,,,,,,,,,
"32c5d81512f14980ae02591ccf41dc9c",2,,,,,,,,,,,,,,,,
"32c5d81512f14980ae02591ccf41dc9c",3,,,,,,,,,,,,,,,1,3
"32c5d81512f14980ae02591ccf41dc9c",4,,,,,,,,,,,,,,,,
"32c5d81512f14980ae02591ccf41dc9c",5,,,,,,,,,,,,,,,,
"32c5d81512f14980ae02591ccf41dc9c",6,2,2,2,2,2,2,2,2,2,2,2,,,,2,1
"32dd7b6c6bde4c1a80d67fc52dea5f02",1,,,,,,,,,,,,,,,,
"32dd7b6c6bde4c1a80d67fc52dea5f02",2,,,,,,,,,,,,,,,,
"32dd7b6c6bde4c1a80d67fc52dea5f02",3,,,,,,,,,,,,,,,,
"32dd7b6c6bde4c1a80d67fc52dea5f02",4,,,,,,,,,,,,,,,,
"32dd7b6c6bde4c1a80d67fc52dea5f02",5,,,,,,,,,,,,,,,,
"32dd7b6c6bde4c1a80d67fc52dea5f02",6,,,,,,,,,,,,,,,,
"32dd7b6c6bde4c1a80d67fc52dea5f02",7,,,,,,,,,,,,,,,,
"32dd7b6c6bde4c1a80d67fc52dea5f02",8,,,,,,,,,,,,,,,,
"32dd7b6c6bde4c1a80d67fc52dea5f02",9,,,,,,,,,,,,,,,,
"32dd7b6c6bde4c1a80d67fc52dea5f02",10,,,,,,,,,,,,,,,,
"32de07e83cd04c1986535b1731f9db05",1,,,,,,,,,,,,,,,,
"32de07e83cd04c1986535b1731f9db05",2,,,,,,,,,,,,,,,,
"32de07e83cd04c1986535b1731f9db05",3,,,,,,,,,,,,,,,,
"32de07e83cd04c1986535b1731f9db05",4,,,,,,,,,,,,,,,,
"32e86c42baf14a2a80377b9206c590f0",1,,,,,,,,,,,,,,,,
"32e86c42baf14a2a80377b9206c590f0",2,,,,,,,,,,,,,,,,
"32e86c42baf14a2a80377b9206c590f0",3,,,,,,,,,,,,,,,,
"32e86c42baf14a2a80377b9206c590f0",4,,,,,,,,,,,,,,,,
"32e86c42baf14a2a80377b9206c590f0",5,,,,,,,,,,,,,,,,
"32e86c42baf14a2a80377b9206c590f0",6,,,,,,,,,,,,,,,,
"32e86c42baf14a2a80377b9206c590f0",7,,,,,,,,,,,,,,,,
"32e86c42baf14a2a80377b9206c590f0",8,,,,,,,,,,,,,,,,
"32e86c42baf14a2a80377b9206c590f0",9,,,,,,,,,,,,,,,,
"32e86c42baf14a2a80377b9206c590f0",10,,,,,,,,,,,,,,,,
"32e86c42baf14a2a80377b9206c590f0",11,1,2,2,2,1,2,1,2,2,2,2,,,,1,2
"33432ba5d808486ca9a0dc3ff2fc8864",2,,,,,,,,,,,,,,,,
"33432ba5d808486ca9a0dc3ff2fc8864",5,,,,,,,,,,,,,,,,
"33432ba5d808486ca9a0dc3ff2fc8864",7,,,,,,,,,,,,,,,1,1
"33432ba5d808486ca9a0dc3ff2fc8864",8,1,2,2,2,2,2,1,2,2,2,2,,,,1,1
"336eaf99465645a9a411f706b1eefd43",1,,,,,,,,,,,,,,,,
"336eaf99465645a9a411f706b1eefd43",2,1,2,2,2,2,2,2,1,2,2,2,,,,2,2
"33a6238ec98a4acb847dfbae8aa40837",1,,,,,,,,,,,,,,,,
"33a6238ec98a4acb847dfbae8aa40837",5,,,,,,,,,,,,,,,,
"33a6238ec98a4acb847dfbae8aa40837",7,,,,,,,,,,,,,,,,
"33a6238ec98a4acb847dfbae8aa40837",8,,,,,,,,,,,,,,,,
"33af3617495d4f3f80a818e50cceb735",1,,,,,,,,,,,,,,,,
"33af3617495d4f3f80a818e50cceb735",2,,,,,,,,,,,,,,,,
"33af3617495d4f3f80a818e50cceb735",6,,,,,,,,,,,,,,,,
"33af3617495d4f3f80a818e50cceb735",7,,,,,,,,,,,,,,,,
"33af3617495d4f3f80a818e50cceb735",8,,,,,,,,,,,,,,,,
"33c7964fa7204590af3946a5efff2be6",1,,,,,,,,,,,,,,,,
"33c7964fa7204590af3946a5efff2be6",2,,,,,,,,,,,,,,,,
"33c7964fa7204590af3946a5efff2be6",6,,,,,,,,,,,,,,,,
"33c7964fa7204590af3946a5efff2be6",7,,,,,,,,,,,,,,,,
"33c7964fa7204590af3946a5efff2be6",9,,,,,,,,,,,,,,,,
"3400615dacda4c37915779e136c3994c",1,,,,,,,,,,,,,,,,
"3400615dacda4c37915779e136c3994c",2,,,,,,,,,,,,,,,,
"3400615dacda4c37915779e136c3994c",3,,,,,,,,,,,,,,,1,2
"3400615dacda4c37915779e136c3994c",4,,,,,,,,,,,,,,,1,2
"3400615dacda4c37915779e136c3994c",5,2,2,2,2,2,2,2,2,2,2,2,,,,1,2
"340cd298971a470ca68993dde9b559de",1,,,,,,,,,,,,,,,,
"340cd298971a470ca68993dde9b559de",5,,,,,,,,,,,,,,,,
"340cd298971a470ca68993dde9b559de",6,,,,,,,,,,,,,,,,
"340cd298971a470ca68993dde9b559de",7,,,,,,,,,,,,,,,,
"340cd298971a470ca68993dde9b559de",8,,,,,,,,,,,,,,,,
"340cd298971a470ca68993dde9b559de",9,,,,,,,,,,,,,,,,
"341ef9934a084507a5f4744b74088cf2",2,,,,,,,,,,,,,,,,
"341ef9934a084507a5f4744b74088cf2",4,,,,,,,,,,,,,,,,
"341ef9934a084507a5f4744b74088cf2",5,,,,,,,,,,,,,,,,
"341ef9934a084507a5f4744b74088cf2",6,,,,,,,,,,,,,,,,
"341ef9934a084507a5f4744b74088cf2",7,,,,,,,,,,,,,,,,
"341ef9934a084507a5f4744b74088cf2",8,,,,,,,,,,,,,,,,
"341ef9934a084507a5f4744b74088cf2",9,,,,,,,,,,,,,,,,
"341ef9934a084507a5f4744b74088cf2",10,,,,,,,,,,,,,,,,
"341ef9934a084507a5f4744b74088cf2",11,,,,,,,,,,,,,,,,
"341ef9934a084507a5f4744b74088cf2",12,,,,,,,,,,,,,,,1,3
"342c733cafbc4e68923e2a8ab905fc89",1,,,,,,,,,,,,,,,,
"342c733cafbc4e68923e2a8ab905fc89",3,,,,,,,,,,,,,,,,
"342c733cafbc4e68923e2a8ab905fc89",4,,,,,,,,,,,,,,,,
"3431ae3c4f4c4c0381f084737f81e258",1,,,,,,,,,,,,,,,,
"3431ae3c4f4c4c0381f084737f81e258",2,,,,,,,,,,,,,,,,
"3431ae3c4f4c4c0381f084737f81e258",3,,,,,,,,,,,,,,,,
"3431ae3c4f4c4c0381f084737f81e258",4,,,,,,,,,,,,,,,,
"3431ae3c4f4c4c0381f084737f81e258",5,,,,,,,,,,,,,,,,
"3431ae3c4f4c4c0381f084737f81e258",6,,,,,,,,,,,,,,,1,1
"3431ae3c4f4c4c0381f084737f81e258",7,,,,,,,,,,,,,,,1,1
"343c4a71954644129e20683fce734b24",1,,,,,,,,,,,,,,,,
"343c4a71954644129e20683fce734b24",4,,,,,,,,,,,,,,,,
"343c4a71954644129e20683fce734b24",5,,,,,,,,,,,,,,,,
"343c4a71954644129e20683fce734b24",6,,,,,,,,,,,,,,,,
"343c4a71954644129e20683fce734b24",7,,,,,,,,,,,,,,,,
"343c4a71954644129e20683fce734b24",8,,,,,,,,,,,,,,,,
"343c4a71954644129e20683fce734b24",9,,,,,,,,,,,,,,,1,2
"344fd6f624a940098ce14612c4439ed4",1,,,,,,,,,,,,,,,,
"344fd6f624a940098ce14612c4439ed4",2,,,,,,,,,,,,,,,,
"344fd6f624a940098ce14612c4439ed4",3,,,,,,,,,,,,,,,,
"344fd6f624a940098ce14612c4439ed4",4,,,,,,,,,,,,,,,,
"344fd6f624a940098ce14612c4439ed4",5,,,,,,,,,,,,,,,,
"344fd6f624a940098ce14612c4439ed4",6,,,,,,,,,,,,,,,,
"344fd6f624a940098ce14612c4439ed4",7,,,,,,,,,,,,,,,,
"344fd6f624a940098ce14612c4439ed4",8,,,,,,,,,,,,,,,,
"344fd6f624a940098ce14612c4439ed4",9,,,,,,,,,,,,,,,,
"3453773ffb6941b089ee7f38a4653c85",1,,,,,,,,,,,,,,,,
"34596ad80dd949dab8419c2ca8144e61",1,,,,,,,,,,,,,,,,
"34596ad80dd949dab8419c2ca8144e61",2,,,,,,,,,,,,,,,,
"34596ad80dd949dab8419c2ca8144e61",3,2,1,1,2,2,2,2,2,2,2,2,1,3,,1,2
"345a78a0741b43f8b7d3d9742e72445a",1,,,,,,,,,,,,,,,,
"345a78a0741b43f8b7d3d9742e72445a",2,,,,,,,,,,,,,,,,
"345a78a0741b43f8b7d3d9742e72445a",3,,,,,,,,,,,,,,,,
"345a78a0741b43f8b7d3d9742e72445a",4,,,,,,,,,,,,,,,,
"345a78a0741b43f8b7d3d9742e72445a",5,,,,,,,,,,,,,,,,
"346551f3a12a4222bbf90873d4a6aa4a",3,,,,,,,,,,,,,,,,
"346551f3a12a4222bbf90873d4a6aa4a",6,,,,,,,,,,,,,,,,
"346551f3a12a4222bbf90873d4a6aa4a",7,2,2,2,2,2,2,2,2,2,2,2,,,,1,1
"3474cc69cdff415caa14e6004ff01ed3",1,,,,,,,,,,,,,,,,
"34a5c812c72f4dc9bcf84472f14ca2c9",1,,,,,,,,,,,,,,,,
"34a5c812c72f4dc9bcf84472f14ca2c9",2,,,,,,,,,,,,,,,,
"34a5c812c72f4dc9bcf84472f14ca2c9",4,,,,,,,,,,,,,,,,
"34a5c812c72f4dc9bcf84472f14ca2c9",5,,,,,,,,,,,,,,,,
"34a5c812c72f4dc9bcf84472f14ca2c9",6,,,,,,,,,,,,,,,,
"34a5c812c72f4dc9bcf84472f14ca2c9",8,,,,,,,,,,,,,,,1,2
"34aa6ac92c97484a915e9d8745ca7cc1",1,,,,,,,,,,,,,,,,
"34aa6ac92c97484a915e9d8745ca7cc1",2,,,,,,,,,,,,,,,,
"34aa6ac92c97484a915e9d8745ca7cc1",3,,,,,,,,,,,,,,,,
"34aa6ac92c97484a915e9d8745ca7cc1",4,,,,,,,,,,,,,,,,
"34aa6ac92c97484a915e9d8745ca7cc1",5,,,,,,,,,,,,,,,,
"34aa6ac92c97484a915e9d8745ca7cc1",6,,,,,,,,,,,,,,,,
"34aa6ac92c97484a915e9d8745ca7cc1",7,,,,,,,,,,,,,,,,
"34ab177d08094b66a890dda0e33da027",1,,,,,,,,,,,,,,,,
"34ab177d08094b66a890dda0e33da027",2,,,,,,,,,,,,,,,,
"34ab177d08094b66a890dda0e33da027",3,,,,,,,,,,,,,,,,
"34ab177d08094b66a890dda0e33da027",4,,,,,,,,,,,,,,,,
"34ab177d08094b66a890dda0e33da027",5,,,,,,,,,,,,,,,,
"34ab177d08094b66a890dda0e33da027",6,,,,,,,,,,,,,,,2,1
"34d3008e4147442c9bee92210f59742a",1,,,,,,,,,,,,,,,,
"34d45667ceda48fb90f63973cba4bc7d",1,,,,,,,,,,,,,,,,
"34d45667ceda48fb90f63973cba4bc7d",2,,,,,,,,,,,,,,,,
"34d45667ceda48fb90f63973cba4bc7d",3,,,,,,,,,,,,,,,,
"34d45667ceda48fb90f63973cba4bc7d",4,,,,,,,,,,,,,,,,
"34d45667ceda48fb90f63973cba4bc7d",5,,,,,,,,,,,,,,,2,3
"34ebc424a83444a783220940c21e3568",1,,,,,,,,,,,,,,,,
"34ebc424a83444a783220940c21e3568",2,,,,,,,,,,,,,,,,
"34ebc424a83444a783220940c21e3568",3,,,,,,,,,,,,,,,,
"34ebc424a83444a783220940c21e3568",4,,,,,,,,,,,,,,,2,3
"34ebc424a83444a783220940c21e3568",5,1,2,1,2,2,2,2,2,2,2,2,,5,,2,3
"34ef676aa0b34c10a12ed09074a1e280",1,,,,,,,,,,,,,,,,
"34ef676aa0b34c10a12ed09074a1e280",7,,,,,,,,,,,,,,,,
"34ef676aa0b34c10a12ed09074a1e280",8,,,,,,,,,,,,,,,2,2
"35232cfc63de4b84af547e8f4b5d5c15",1,,,,,,,,,,,,,,,,
"35232cfc63de4b84af547e8f4b5d5c15",2,,,,,,,,,,,,,,,,
"35232cfc63de4b84af547e8f4b5d5c15",4,,,,,,,,,,,,,,,,
"35232cfc63de4b84af547e8f4b5d5c15",6,,,,,,,,,,,,,,,,
"35232cfc63de4b84af547e8f4b5d5c15",10,,,,,,,,,,,,,,,,
"35232cfc63de4b84af547e8f4b5d5c15",11,,,,,,,,,,,,,,,,
"35232cfc63de4b84af547e8f4b5d5c15",13,,,,,,,,,,,,,,,1,2
"354e6c734d234ff4b700ac26b8eeb596",1,,,,,,,,,,,,,,,,
