"s12q02","NA1a","NA1b","NA1c","NA1d","NA1e","NA1f","NA1g","NA1h","hhid"
"1",2,2,2,2,2,2,2,2,"2ca912983d754b249b3e22257429128f"
"2",2,2,2,2,2,2,2,2,"2cb1f00388b745698cde84ee0091c1e5"
"3",2,2,2,2,2,2,2,2,"2cb797850b334f1e92c87498fc06141f"
"2",2,2,2,2,2,2,2,2,"2d020c466a584f56bb8428dc7d613986"
"4",2,2,2,2,2,2,2,2,"2d2c5254d89d44a281918e10f477b1b8"
"1",2,2,2,2,2,2,2,2,"2d305d696eb545dabe6f90063342cdbc"
"1",2,2,2,2,2,2,2,2,"2da33216d5e64e8b94e4c7978389945b"
"1",2,2,2,2,2,2,2,2,"2da3f0f2a4554941a479fee7d23a928c"
"2",2,2,2,2,2,2,2,2,"2dceb45728754beda164191fb0329348"
"1",2,2,2,2,2,2,2,2,"2dd7cb3b539646448126ab47c51525c1"
"2",2,1,2,2,2,2,2,2,"2e856f1055a9440ab29a01767377b8a8"
"1",1,2,2,2,2,2,2,2,"2e93c77dde734e4f8e2bf910deae99e6"
"3",2,2,2,2,2,2,2,2,"2ec800b691134a6db7779b2dcac5099b"
"1",2,2,2,2,2,2,2,2,"2ef39f0a550b480b93b1cf6cc45a6768"
"2",2,2,2,2,2,2,2,2,"2f67bb8389de463ab688583c2d2e587b"
"1",2,2,2,2,2,2,2,2,"2f88edce67b24f7c8fdcb7ac4193e4d1"
"2",2,2,2,2,2,2,2,2,"2f9952ff230e43e5a88870c5dbaaa325"
"2",2,2,2,2,2,2,2,2,"2f99cc17b95e4975831157be7e36c887"
"1",2,2,1,2,2,2,2,2,"2fad42e069bc436ebc6e2fcfc7cc83d5"
"2",2,2,2,2,2,2,2,2,"2fbcb4058ac741b1824b5549f01cc8ea"
"1",2,2,2,2,2,2,2,2,"2fca548371394d989c42a2857d246721"
"1",2,2,2,2,2,2,2,2,"2fd49877045b4ddaa361065cb2f763b0"
"1",2,2,2,2,2,2,2,2,"300de668bd2f4192b0fd5af97ba22f1f"
"2",2,2,2,2,2,2,2,2,"301490cbb230436387d327b067738728"
"2",2,2,2,2,2,2,2,2,"30477ce0dc9d465dae89d2011c010da3"
"1",2,2,2,2,2,2,2,2,"3070915a431846e28dcff9ead5b40482"
"1",2,2,2,2,2,2,2,2,"308f33600cbf4f14988e57d6c5d5d4dc"
"1",2,2,2,2,2,2,2,2,"30ddabec2c5944838789dacbaf8846b3"
"1",2,2,2,2,2,2,2,2,"30fd059d28da4805b36fe8b0e8e389b2"
"3",2,2,,2,2,2,2,2,"310356da4c8a4ea08d7fc34f77d68fec"
"1",2,2,2,1,2,2,2,2,"313d5c0c109b409cbefd0bbd0edda0ef"
"2",2,2,2,2,2,2,2,2,"314e0394767143658917172c39cd8104"
"5",2,2,2,2,2,2,2,2,"31a6de82f8264ce883f48e847dc45c48"
"2",2,2,2,2,2,2,2,2,"32272b79d5e24586980bc3fcc226e34a"
"1",2,2,2,2,2,2,2,2,"322c45f1688046189f475c05d96480a5"
"2",2,2,2,2,2,2,2,2,"326cfa25f0a54505a7a8526f4d9dfd21"
"2",2,2,2,2,2,2,2,2,"3286a3c37b804f8c8d02a3193383a3be"
"1",2,2,2,2,2,2,2,2,"3290dc38c12b4bdf8a98096dc5fce083"
"6",2,2,2,2,2,2,1,2,"329cfc32423747e2a8ae5a3384a858aa"
"1",1,2,2,2,2,2,2,2,"329f52994cea49f4b47bbfd5b2fdcf96"
"1",2,2,2,2,2,2,2,2,"32dd7b6c6bde4c1a80d67fc52dea5f02"
"4",2,2,2,2,2,2,2,2,"32de07e83cd04c1986535b1731f9db05"
"4",2,2,2,2,2,2,2,2,"32e86c42baf14a2a80377b9206c590f0"
"2",2,2,2,2,2,2,2,2,"33432ba5d808486ca9a0dc3ff2fc8864"
"1",2,2,2,2,2,2,2,2,"33af3617495d4f3f80a818e50cceb735"
"2",2,2,2,2,2,2,2,2,"341ef9934a084507a5f4744b74088cf2"
"1",2,2,2,2,2,2,2,2,"342c733cafbc4e68923e2a8ab905fc89"
"1",2,2,2,2,2,2,2,2,"343c4a71954644129e20683fce734b24"
"1",2,2,2,2,2,2,2,2,"3453773ffb6941b089ee7f38a4653c85"
"2",2,2,2,2,2,2,2,2,"34596ad80dd949dab8419c2ca8144e61"
"3",2,2,2,2,2,2,2,2,"345a78a0741b43f8b7d3d9742e72445a"
"3",2,2,2,2,2,2,2,2,"346551f3a12a4222bbf90873d4a6aa4a"
"1",2,2,2,2,2,2,2,2,"3474cc69cdff415caa14e6004ff01ed3"
"1",2,2,2,2,2,2,2,2,"34d3008e4147442c9bee92210f59742a"
"1",2,2,2,2,2,2,2,2,"34d45667ceda48fb90f63973cba4bc7d"
"2",2,2,2,2,2,2,2,2,"34ebc424a83444a783220940c21e3568"
"1",2,2,2,2,2,2,2,2,"34ef676aa0b34c10a12ed09074a1e280"
"1",2,2,2,2,2,2,2,2,"35232cfc63de4b84af547e8f4b5d5c15"
"1",2,2,2,2,2,2,2,2,"354e6c734d234ff4b700ac26b8eeb596"
"14",2,2,2,2,2,2,2,2,"354f0e8f814a487e8191d55a209d70db"
"2",2,2,2,2,2,2,2,2,"3550cf165cdd4690b6f9810dad0153d5"
"1",2,2,2,2,2,2,2,1,"3556428069ca4b4bb57808925da8a4be"
"1",2,2,2,2,2,2,2,2,"356ec8127c864861b595272b36ccf1d3"
"1",2,2,2,2,2,2,2,2,"35909e3321914d778d4b3c5f610ce880"
"1",2,2,2,2,2,2,2,1,"359e3e456e484fba8d0e3d3d65b441c9"
"1",2,2,2,2,2,2,2,2,"35a4759799a64403abcf6f526479d782"
"1",2,2,2,2,2,2,2,2,"35d1dfa0832e47c68e1fdda5ba895050"
"2",2,2,2,2,2,2,2,2,"35f1e64ed30a45d9b7dca8bf3521112c"
"1",2,2,2,2,2,2,2,2,"35f827395e5c46d4b16007db4604315f"
"2",2,2,2,2,2,2,2,2,"360de05557044ac08a7f3cd5639f5eac"
"1",2,2,2,2,2,2,2,2,"361e28eb6bfe488d87b0e3de8062f4aa"
"1",2,2,2,2,2,2,2,2,"369270bfeb2444a0bce85ac5516b6cd5"
"1",2,2,2,2,2,1,2,2,"36a5b6e8217b47948c0841823775570a"
"1",2,2,2,2,2,2,2,2,"36d9d14d7aa7487ca61a79d253be89ac"
"1",1,2,2,2,2,2,2,2,"36e21020385441a4bde81297a467feba"
"2",2,2,2,2,2,2,2,2,"372a7c27d1ac48de86483bb7e23ba930"
"1",2,2,2,2,2,2,2,2,"37303592e32e42d4b94aba1eaa18ce87"
"2",2,2,2,2,2,2,2,2,"374bb0ca1784414a855cbda492271c85"
"1",2,2,2,2,2,2,2,2,"37a582f68612486a8144cd0abe64262c"
"3",2,2,2,2,2,2,2,2,"37a91163feb84e6fa96a9cb6fb90fce8"
"2",2,2,2,1,2,2,2,2,"37cc1f4211c74fe8864dc44b67591f92"
"1",2,2,2,2,2,2,2,2,"37dc2bcafd9b45e685a377e807eb4cf9"
"3",2,2,2,2,2,2,2,2,"37f757786d654e0191319daad772971e"
"2",2,2,2,2,2,2,2,2,"3807ec44b939486690bc2bb5a6779537"
"2",2,2,2,2,2,2,2,2,"382197af75104c469114b15db7361d0f"
"2",2,2,2,2,2,2,2,2,"382fa15a185c4992a7a2d7fdb70f0db5"
"1",2,2,2,2,2,2,2,2,"3836197d0aa144d9aea4bbccc28232a2"
"1",2,2,2,2,2,2,2,2,"38367963c4864b9793cb18fd3856e567"
"1",2,2,2,2,2,2,2,2,"386cb080d63a4c8dba89c8608af0acab"
"1",2,2,2,2,2,2,2,2,"38a0ae63acdc42e4aae1d1a07d73515c"
"5",2,2,2,2,2,2,2,2,"38c783c5b9aa415ab3023259ddb1198a"
"2",2,2,2,2,2,2,2,2,"38cac2f27d8b4feeb489c8ef7548babe"
"1",2,2,2,2,2,2,2,2,"38d08be913a94b9ea0e69a5cf5145064"
"1",2,2,2,2,2,2,2,2,"38f7e480a8154b8484b69eebe79fad17"
"1",2,2,2,2,2,2,1,2,"39188f8ad93d48efb2c49ae5d71350bb"
"2",2,2,2,2,2,2,2,2,"391c2a4173344a90b21eda1858c4fd84"
"1",2,2,2,2,2,2,2,2,"3925514a64714a588609b3eaf92169b8"
"1",2,2,2,2,2,2,2,2,"3945193f68854c9f9a93210349e2967d"
"2",2,2,2,2,2,2,2,2,"39731c0d661f47acac082a42e4b35849"
"2",2,2,2,2,2,2,2,2,"39cbe00bed7a4341bc8348f55423bfbe"
"2",2,2,2,2,2,2,2,2,"39dad293f52d4c3294f0b1ca697ede00"
"2",2,2,2,2,2,2,2,2,"39e0390acf4e4a9ab1afebf87d1caf72"
"2",2,2,2,2,2,2,2,2,"39ec9b23a35f43228f8de99fd28eb281"
"2",2,2,2,2,2,2,2,2,"3a0b8d6cdee24c1998f7763da49e06ca"
"4",2,2,2,2,2,2,2,2,"3a65779f731b448e8d12f09bb29ba1da"
"1",2,2,2,2,2,2,2,2,"3a85a7c9c0b9470381a755a04d58867a"
"1",2,2,2,2,2,2,2,2,"3a89b9c182ff4e90a0e05e12162a5d56"
"2",2,2,2,2,2,2,2,2,"3a8a884f657b4259949ecb88b54d90bd"
"1",2,2,2,2,2,2,2,2,"3aa5e5cbfb294633b2b4c167e0c4dfa1"
"1",2,2,2,2,2,2,2,2,"3aec7ecba43443989a75d1c3fd5463e7"
"1",2,2,2,2,2,2,2,2,"3af1dbbc2d334e91b1857faade90d0b1"
"1",2,2,2,2,2,2,2,2,"3af922a9250b403a98d7efce390bb840"
"2",2,2,2,2,2,2,2,2,"3b469b3a994f4617aaf0ec64d1483140"
"1",2,2,2,2,2,2,2,2,"3b4c9e74213b4746ab743a45cbdec108"
"1",2,2,2,2,2,2,2,2,"3b657795912345dc92979b423193b066"
"1",2,2,2,2,2,2,2,2,"3b771e3b521147a78aabfe4f41a1ce88"
"1",2,2,2,2,2,2,2,2,"3b7afc735dd7443cbf62384ac0da9184"
"1",2,2,2,2,2,2,2,2,"3b8bcb63695846fb8f842e485a129d7a"
"4",2,2,2,2,2,2,2,2,"3baf50e92b894c2ea14fc2c34b4a020a"
"2",2,2,2,2,2,2,2,2,"3bb537a34ec14d16bb9f3c8b5d66dd83"
"1",2,2,2,2,2,2,2,2,"3bd3331e5564403193d4ccbdd898b89a"
"2",2,2,2,2,2,2,2,2,"3bdd09d144684fb28754b1454f41fc8c"
"1",2,2,2,2,2,2,2,2,"3bf7e6062a9b41c5be8a57d035d4407d"
"2",2,2,2,2,2,2,2,2,"3bfbd631e58c4c448e1cff3de710dfc6"
"5",2,2,2,2,2,2,2,2,"3cc22fa8718a49e486d06fed5e0fd16b"
"1",2,2,2,2,2,2,2,2,"3cef5a85600440cfa0e9eb58de06be2b"
"2",2,2,2,2,2,2,2,2,"3d2bf2ca3517452498a4f93b3fa712f1"
"1",2,2,2,2,2,2,2,2,"3d5c19ea73524c6f9a932a062e0b2b3a"
"3",2,2,2,2,2,2,2,2,"3d5fa3f997814abb94a865153a075f97"
"2",2,2,2,,2,2,2,2,"3d8394fa93964ccf91ca85b0872b63cc"
"5",2,2,2,2,2,2,2,2,"3d9d0190b459497fae71e64c4fa3ce0f"
"2",2,2,2,2,2,2,2,2,"3dd29de6cc6743fcaf101aeeef9dc8da"
"1",2,2,2,2,2,2,2,2,"3e0836777f5a495e9722b4ef679c327a"
"2",2,2,2,2,2,2,2,2,"3e147b9e732b405fb61098cbcc88c7b5"
"1",2,2,2,2,2,2,2,2,"3e27af60ec544b95b905a8859d6d0382"
"3",2,2,2,2,2,2,2,2,"3e3d3430f77540709618ff463bc590bd"
"2",2,2,2,2,2,2,2,2,"3e45507bc3f745d0adc74333eeed505d"
"1",2,2,2,2,2,2,2,2,"3e521eb381f94e2cbbb76f0d95dec132"
"1",2,2,2,2,2,2,2,2,"3e6938ba187e4efb9e39e7b758d9ebfb"
"2",2,2,2,2,2,2,2,2,"3e8c75244fe04d3498a36b2a3a2e5e53"
"1",2,2,2,2,2,2,2,2,"3f14bd097717442785a3064140a6f81e"
"2",2,2,2,2,2,2,2,2,"3f38c5710d7b49af8d286af9e12d4fef"
"1",2,2,2,2,2,2,2,2,"3f39cc086d5f4cd383549baf15963bec"
"1",2,2,2,2,2,2,2,2,"3f64e9dd8a444868825b5197a195a6eb"
"2",2,2,2,2,2,2,2,2,"3f6545afa9a540a78a150779fd1f095e"
"3",2,2,2,2,2,2,2,2,"3f883779aa6e46ea96315b4730bdeb1c"
"1",2,2,2,2,2,2,2,2,"4005ca994f814faabd4e69f7d2aacf9e"
"10",2,2,2,2,2,2,2,2,"401b7c77260b4e568263be05b47bfc5d"
"1",2,2,2,2,2,2,2,2,"403c3e615b9044009f147033aa97dc0f"
"1",2,2,2,2,2,2,2,2,"40466451b19e45e3b302cd2e9f46fc10"
"3",2,2,2,2,2,2,2,2,"408b979bb12a41bb8fdb8c6e481cd23e"
"1",2,2,2,2,2,2,2,2,"40962e7d98c44c6aa00b36690238acb2"
"1",2,2,2,2,2,2,2,2,"40c5813f797b4a6da49897941299545e"
"1",2,2,2,2,2,2,2,2,"40d651d26aa4403ca40fd52713d38ab2"
"3",2,2,2,2,2,2,2,2,"4103779cb40b4a70a530c2fe4af75b66"
"1",2,2,2,2,2,2,2,2,"41079cfa1859461f9c4c8839351886d6"
"4",2,2,2,2,2,2,2,2,"410ccdd68e694cad805ee3c3db209054"
"2",2,2,2,2,2,2,2,2,"41104a79c99f49ac83df63ff521ab038"
"2",2,2,2,2,2,2,2,2,"415955acb18846569b50042e9abfb8d4"
"1",2,2,2,2,2,2,2,2,"41c76022e3f445a8964a4ddb76ec5ddb"
"1",2,2,2,2,2,2,2,2,"41e2ca525f8c47bb8ed1cd9fc94325f1"
"1",2,2,2,2,2,2,2,2,"425acd0ee25546709a5686553b3b56cd"
"1",2,2,2,2,2,2,2,2,"425cec05c820427aa4ee75d325a2feea"
"1",2,2,2,2,2,2,2,2,"429142a752bd41399cc170fbdfccb639"
"2",1,2,2,2,2,2,2,2,"42a9b9883194492d88ec0be4272999dc"
"2",2,2,2,2,2,2,2,2,"42ba387b8cfe40ba9ea70061853db882"
"1",2,2,2,2,2,2,2,2,"42c9e36335c245eda502a8e28a73aac9"
"1",2,2,2,2,2,2,2,2,"42d0fc47682646d59cb2e649862cb2eb"
"4",2,1,2,2,2,2,2,2,"43501f8834394ce1a21b2c4e6f422a54"
"1",2,2,2,2,2,1,2,2,"435aad8bd25744e69e6d88b433715d15"
"1",2,2,2,2,2,2,2,2,"437cdf4cefbd47208506638b5430432d"
"3",2,1,2,2,2,2,2,2,"43bf4533dc2b43d8838108888e1cc24e"
"1",2,2,2,2,2,2,2,2,"43e411ad054143709780adcc6cb940b5"
"1",2,2,2,2,2,2,2,2,"4420e0e33301401ea321282980ad9272"
"1",2,2,2,2,2,2,2,2,"442347a5ace74b9c9a775c66d41ba181"
"1",2,2,2,2,2,2,2,2,"447a3e73ca7a4e37918f822ffa425a16"
"1",2,2,2,2,2,2,2,2,"44b50c08f9bd4898a926473fba467d91"
"8",2,2,2,2,2,2,2,2,"44ebea5645ea4fe2b4e1003dfcd112ef"
"1",1,2,2,2,2,2,2,2,"44fae2260208482594b1e35af2c87624"
"1",2,2,2,2,2,2,2,2,"450bc474b7504eabab56b5d6ccaac417"
"2",2,2,2,2,2,2,2,2,"454b1e662fdb4fad8865a9e7168c80fa"
"3",2,2,2,2,2,2,2,2,"4598bcd95ee3428b98fdbb4bf4bf0831"
"1",2,2,2,2,2,2,2,2,"45b626e85ac24e50939037995cb50c55"
"2",2,2,2,2,2,2,2,2,"46148e9cac444dd29d783073cf99257a"
"1",2,2,2,2,2,2,2,2,"46235a9f1237490b8d6433136a08bd86"
"5",2,2,2,2,2,2,2,2,"467b429b385f4d04961c022a0ca0a6a8"
"1",2,2,2,2,2,2,2,2,"468e3f6ef60a49e1b311c81dabce6226"
"1",2,2,2,2,2,2,2,2,"46b30d5d8b6649f591f3e3be8f50f1d3"
"3",2,2,2,2,2,2,2,2,"46c178409da54f979ef66829c18f853a"
"2",2,2,2,2,2,2,2,2,"4705b49e9d2943b4a56d90016672e079"
"2",2,2,2,2,2,2,2,2,"471d44ec2f89422e90c75f16e4bbe19f"
"2",2,2,2,2,2,2,2,2,"4767c50c4b1d4fb19200671c732d3336"
"2",2,2,2,2,2,2,2,2,"479f4db7643b44ca9d207aa5990a646a"
"2",2,2,2,2,2,2,2,2,"47b0ebb1f9cd4d988a684982758920f8"
"1",2,2,2,2,2,2,2,2,"47b61c4c2bd6450badcf443c9cd9dedf"
"1",2,2,2,2,2,2,2,2,"47d69bd96a9d4f9997891303469af8a6"
"1",2,2,2,2,2,2,2,2,"47d9c355ee5f46e682a7da679dd2fc43"
"2",2,2,2,2,2,2,2,2,"486739652807472c83803fc4a0273b73"
"2",2,2,2,2,2,2,2,2,"48849264132e4546adaf2b058a5a03f1"
"1",2,2,2,2,2,2,2,2,"48dbe140ca1a496d91b933bd803796b4"
"1",2,2,2,2,2,2,2,2,"4944e273d5224ecdb7bfabac6441bda8"
"1",2,2,2,2,2,2,2,2,"494dad59f5164b0f9ac2190f3dc241d8"
"2",2,2,2,2,2,2,2,2,"498d82ebd1c94ba2a264741a4324c6a4"
"2",1,2,2,2,2,2,2,2,"49929536f6b141e0ad8f8a5e673a54e4"
"4",2,2,2,2,2,2,2,2,"49ee9daaeeb64bfe99182bc63a351dfd"
"2",2,2,2,2,2,2,2,2,"49ffe9db313841a5be70e937c58619b4"
"5",2,2,1,2,2,2,2,2,"4a13642fc2fd47cba3c3707c86ccfc73"
"1",1,2,2,2,2,2,2,2,"4a1f47b4e0444a02b783530ac4fbbd54"
"2",2,2,2,2,2,2,2,2,"4a23d43ed4c340639f2afaeb8f602adc"
"2",2,2,2,2,2,2,2,2,"4a899068f46245da9117762d2ca428fd"
"2",2,2,2,2,2,2,2,2,"4aa06d915f29416d9557ae8ed0e9360c"
"1",2,2,2,2,2,2,2,1,"4aab0c498c254688ad6c84da4de8063e"
"3",2,2,2,2,2,2,2,2,"4aefb5316fe7419f9790a44832cf80fd"
"1",2,2,2,2,2,2,2,2,"4b1ffd5b2f2e41efa9bb49bf5d887cc7"
"2",2,2,2,2,2,2,2,2,"4b3167d435b64ff88f707092c3bf6efd"
"1",2,2,2,2,2,2,2,2,"4b4029fe24eb48b68268dac97807f243"
"2",2,2,2,2,2,2,2,2,"4b4e8f3514bb4e5a85b262793b999aef"
"1",2,2,2,2,2,2,2,2,"4b54ec189b39476582f02f0f738e0b0e"
"2",2,2,2,2,2,2,2,2,"4b63cfc4610041c5a3a9138e7df0ecd0"
"1",2,2,2,2,2,2,2,2,"4bbe3717081940c08f1bd6b5197a898a"
"2",2,2,2,2,2,2,2,2,"4c20662c4f794587a3174dae44d6f9e6"
"2",2,2,2,2,2,2,2,2,"4c7406b949ec470caa6013420fe234e4"
"2",2,2,2,2,2,2,2,2,"4c96190563cd4b59b16f51d95a6450cd"
"4",2,2,2,2,2,2,2,2,"4cb73bf76bd644aba3f63de07c13a811"
"1",2,2,2,2,2,2,2,2,"4cfc17444f5347f2b63940f96adcfdff"
"1",2,2,2,2,2,2,2,2,"4d0cc584b9b945f8bc1674879d356ed0"
"6",2,2,2,2,2,2,2,2,"4d28dc5239ff4271ba29f047ba35bb93"
"1",2,2,2,2,2,2,2,2,"4d6a12f04b2a47e7b4a1d854a779755a"
"2",2,2,2,2,2,2,2,2,"4d97ad6fd2a24b30b9d084a5e753beef"
"1",2,2,2,2,2,2,2,2,"4ddf01aa2693481dac6c13d771e5a1b7"
"2",2,2,2,2,2,2,2,2,"4df0393b234448c4a01934c4b561190d"
"1",2,2,2,2,2,2,2,2,"4e5f64a99c6547cf94b40d8e18f8c889"
"2",2,2,2,2,2,2,2,2,"4e78d6ff1df745efac7e6c34dcdc4994"
"1",2,2,2,2,2,2,2,2,"4e79b8455c794fe28a3ee745cd1fa4c5"
"1",2,2,2,2,2,2,2,2,"4e7d4359e4514f5abdc22cfd16d32505"
"1",2,2,2,2,2,2,2,2,"4e92c85436e142b1ac676c1258833800"
"1",2,2,2,2,2,2,2,2,"4eb8fe775c964ecaa2173d058d32d891"
"1",2,2,2,2,2,2,2,2,"4ebb39e6c6d0454bbff9b3db98c8ef56"
"1",2,2,2,2,2,2,2,2,"4edcad8b3a6748df9de10555a6d895a6"
"1",2,2,2,2,2,2,2,2,"4f2bc043bd734eed81c32d5384e376c7"
"2",2,2,2,2,2,2,2,2,"4f38a22ae3f949d18b63a284cec6b940"
"2",2,2,2,2,2,2,2,2,"4f59b39581dd42899a91ac5a1d920704"
"2",2,2,2,2,2,2,2,2,"4f64ecf236d84a5fb017bcfaa41c523b"
"1",2,2,2,2,2,2,2,2,"4f76ba5e16a9441aabf37393c59f70ad"
"2",2,2,2,2,2,2,2,2,"4f909836c5564fc3937ff199f8c6b31c"
"2",2,2,2,2,2,2,2,2,"4fb03625fa6241a8895622252c8bd2fd"
"1",2,2,2,2,2,2,2,2,"4fb4b429b9f04e85ad04394b0ca5012e"
"1",2,2,2,2,2,2,2,2,"4fe323b06d52415ca709b9bfe2ccd6e4"
"2",2,2,2,2,2,2,2,2,"4fefdeb781e14c41b4f9591ce9945099"
"1",2,2,2,2,2,2,2,2,"4ff612c9625443219234c610bf840f3c"
"3",2,2,2,2,2,2,2,2,"509eb755c5a54c8fad034999b11dee0b"
"1",2,2,2,2,2,2,2,2,"50a874a48212479f8c449a6c0e61d25a"
"1",2,2,2,2,2,2,2,2,"50dc5a07aa6542fbab5b268281a51995"
"1",2,2,2,1,2,2,2,2,"5114b9a6e8ab4f5e84b3ce709c027faf"
"1",2,2,2,2,2,2,2,2,"5117c5f2b3314943a8d2dab3f3f795d1"
"2",2,2,2,2,2,2,2,2,"51424b1008114c4794f485af056a43ec"
"2",1,2,2,2,2,2,2,2,"5153e73e0c524fb8a9dc253e0fe9fb8d"
"1",2,2,2,2,2,2,2,1,"51692e6761e14a3e877e646e70c8e960"
"2",2,2,1,2,2,1,2,2,"516988a84f7b4cb6ac63bbb50fe643aa"
"1",2,2,2,2,2,2,2,2,"51875a7c905d4bd586d69cea53eb0a1b"
"1",2,2,2,2,2,2,2,2,"51b75d7c4ac54a85b5406d69f3c3e020"
"1",2,2,2,2,2,2,2,2,"51d860bacedc4540bc66a6084a867aef"
"2",2,2,2,2,2,2,2,2,"51f8e3e3a3bd4110af3bb137ddc8b25c"
"1",2,2,2,2,2,2,2,2,"5231fd12f8fe4028859bd9c1f70f9adb"
"1",2,2,2,2,2,2,2,2,"52344a47eca14b5e99ba708abc6d20bf"
"1",2,2,2,2,2,2,2,2,"5271dffd0ee74ae8a50f7a3b9cf68d57"
"1",2,2,2,2,2,2,2,2,"52954922cd9f45d7bab5fbf415bc2c36"
"1",2,1,2,2,2,2,2,2,"52bfa8d283f64444b6a276760311d74b"
"2",2,2,2,2,2,2,2,2,"52dc7930992a4b739539c06b92b182f5"
"1",2,2,2,2,2,2,2,2,"53399ff70da24959b55f07ef32e68cdb"
"2",2,2,2,2,2,2,2,2,"5357b6b25f384400828e806b97e29ccf"
"1",2,2,2,2,2,2,2,2,"535c7489e9424a8bb2aa8bfb793a72b5"
"3",2,2,2,2,2,2,2,2,"536d262c86284908a22e006d57723451"
"1",2,2,2,2,2,2,,2,"5383f01ac0ae4bad95a8373d96fc1f37"
"1",2,2,2,2,2,2,2,2,"538b414197fc4ee3af926fadfc752da3"
"1",2,2,2,2,2,2,2,2,"5408af0f56244bdd95758c5f9bb2d50b"
"1",2,2,2,2,2,2,2,2,"545ed30e6a1744a6ab4a02d7c0585418"
"2",2,2,2,2,2,2,2,2,"545edc11914246b580410d5426edf258"
"2",2,1,2,2,2,2,2,2,"5479d4e42e5a45b48b7842109dd988a9"
"4",2,2,2,2,2,2,2,2,"54c682fa243a4044819123d46855aa4e"
"2",2,2,2,2,2,2,2,2,"54de03c67c5b49708c8c9b19aabdb17e"
"2",2,2,2,2,2,2,2,2,"550728480cdd444ab7789c9a1aef22c3"
"2",2,2,2,2,2,2,2,2,"55360d9011004e5b826d4113a194ffbc"
"1",2,2,2,2,2,2,2,2,"55521433df7f4318bc37e63e4651b2ad"
"1",2,2,2,2,2,2,2,2,"558f93246e334db5946da85ae6ffc323"
"1",2,2,2,2,2,2,2,2,"55f1f7c4e0864a2aa6696a274b6d507c"
"1",2,2,2,2,2,2,2,2,"5607ce82f30940c7a3c076a7130a9b99"
"1",2,2,2,2,2,2,2,2,"5608a91104d04fca9b2999cfca73760a"
"1",2,2,2,2,2,2,2,2,"564c8da7f97e4147a118c5a0c35c9231"
"2",2,2,2,2,2,2,2,2,"564d7f5aa857466095d2191400d63e85"
"2",2,2,2,2,2,2,2,2,"568375ecda864d8180fe9238a48219dd"
"3",2,2,2,2,2,2,,2,"56931164f188434fbfceacf2c4435a96"
"1",2,2,2,2,2,2,2,2,"56ab3a7b94d5404ea4e8644962793957"
"1",2,1,1,2,2,2,2,2,"56aed66c56394ddbbf2e62a36669288f"
"1",2,2,2,2,2,2,2,2,"56f49c328bd343bea38fe38788c0cf75"
"2",2,2,2,2,2,2,2,2,"5734a2246f634bcfb29c51559f4836fb"
"2",2,2,2,2,2,2,2,2,"577b169fc8c24395bba1ca7433ac5dd5"
"2",2,2,2,2,2,2,2,2,"57a5c7dab7b64663b3be291b1ad6b790"
"2",2,2,2,2,2,2,2,2,"57bbdd9ff60448b2b467829bc8440414"
"1",2,2,1,2,2,2,2,2,"57ccf37c106343ef8d0b5290a8f43341"
"2",2,2,2,2,2,2,2,2,"57cd47f350184759914c44d7045f55f5"
"1",2,2,2,2,2,2,2,2,"57da26b97b97492ebe603668a5cc9bdb"
"1",2,2,2,2,2,2,2,2,"57e32c02860643b6a6dfded348d9c057"
"2",2,2,2,2,2,2,2,2,"58082b68a19d4c94bc68b782dc32c08c"
"1",2,2,2,2,2,2,2,2,"58119e24be074c9686598be02dec1b2b"
"2",2,2,2,2,2,2,2,2,"5815477562ab46a09266b5ad53c2c214"
"1",2,2,2,2,2,2,2,2,"5859b42a60394289800816f7a2efb0f5"
"1",2,2,2,2,2,2,2,2,"587e1941dd6c4b6b846e21efc8727fc2"
"1",2,2,2,2,2,2,2,2,"58a70201e82842bf8aa7e876027b062d"
"1",2,2,2,2,2,2,2,2,"58eceee2ee434848a3089c064bcf7721"
"3",2,2,2,2,2,2,2,2,"58f6e43bd5ac46a6bd8cd3fcd4ff1b34"
"1",2,2,2,2,2,2,2,2,"590852baf65a4ef4af288625ea971556"
"1",2,2,2,2,2,2,2,2,"591581397e574fc59f68cc5e0ae652fc"
"1",2,2,2,2,2,2,2,2,"5916d9918f1e40c38f123552550aa014"
"8",2,2,2,2,2,2,2,2,"594e3f9e818041ea9503576b21b74977"
"1",2,2,2,2,2,2,2,2,"5998bd8f833a41a381de9f7227f0e406"
"2",2,2,2,2,2,2,2,2,"599fa408edf945fe84b6b610f7afce88"
"1",2,2,2,2,2,2,2,2,"59a75b63f8b2478daa8f2afe067eb61d"
"1",2,2,2,2,2,2,2,2,"59e9cfa7d69d431385ca9aa6c9d789b9"
"2",2,2,2,2,2,2,2,2,"59f88ad21fc7425d8ed8b0f2e4d26f6e"
"1",2,2,2,2,2,2,2,2,"5a1d71ae6ba84a02a26ec11d2b5ed9a3"
"3",2,2,2,2,2,2,2,2,"5a4cafd1a6114325a790f9ff6a5c2d7b"
"1",2,2,2,2,2,2,2,2,"5a5764a883b741edb61f3cf0647aab27"
"2",2,2,2,2,2,2,2,2,"5a5af9e0c5ea4a94a8071e56c277b3ae"
"2",2,2,1,2,2,2,2,2,"5a734b3c6539499291255d809f3220be"
"1",2,2,2,2,2,2,2,2,"5adcbc4d7e1e4559beda0d0827c35b83"
