"s12q02","NA1a","NA1b","NA1c","NA1d","NA1e","NA1f","NA1g","NA1h","hhid"
"1",2,2,2,2,2,2,2,2,"5b3f449e0899444ea283af63d8bb63f7"
"4",2,2,2,2,2,2,2,2,"5b4873825f5943019a35e7f77e655f9b"
"2",2,2,2,2,2,2,2,2,"5b65d59ec2be44a99aea697a8b29e93b"
"1",2,2,2,2,2,2,2,2,"5b77e97b5ff9465097c03b7b2c483bb6"
"1",2,2,2,2,2,2,2,2,"5b9a8107f7854b3b97e9d2b5c6287ad7"
"1",2,2,2,2,2,2,2,2,"5ba24740654f468994dec57f3196f105"
"2",1,2,1,2,2,2,2,2,"5bedc944beb348dd9e665ff64e4b3cfb"
"1",2,2,2,2,2,2,2,2,"5c051e9b28d1486882c5f3bc0ad9b284"
"1",2,2,2,2,2,2,2,2,"5c22a0cac6f04ae2b1cb59b2bffc234e"
"2",2,2,2,2,2,2,2,2,"5c482291f5644f51ac5a26e41fb423cf"
"2",2,2,2,2,2,2,2,2,"5c6acd6b070e4c61b62469e0956dc3b4"
"1",2,2,2,2,2,2,2,2,"5c776e6c88ca41419d9093cdcf0017dd"
"1",2,2,2,2,2,2,2,2,"5c837f7649a04b1da579a61fbc05f673"
"2",2,2,2,2,2,2,2,2,"5ca1c7853cb8405da3bad7f88c61e6ae"
"1",2,2,2,2,2,2,2,2,"5cdb157bc6a9409ab591aac03b93de41"
"1",2,2,2,2,2,2,2,2,"5cf791f3aaa842ae9607461e3f5105e0"
"1",2,2,2,2,2,2,2,2,"5d00f9e5b3004fbab2b062d87bc75ca9"
"2",2,2,2,2,2,2,2,2,"5d114e93f4864c71ab4a6cea448b86ef"
"1",2,2,2,2,2,2,2,2,"5d2dc4e2880c4334b16b2a1746a34330"
"1",2,2,2,2,2,2,2,2,"5d4e1d31e9844da1badd1c8c9ebb7a92"
"2",2,2,2,2,2,2,2,2,"5d9e89e7fa574156a0d8083eaae19c97"
"2",2,2,2,2,2,2,2,2,"5dad6f82a0ce46ff850ee81e017ccf55"
"1",2,2,2,2,2,2,2,2,"5db557cd28d843eb8afbd97ed4f9921c"
"1",2,2,2,2,2,2,2,2,"5dc7dd81d1334c3fa6d23a1ebff23c21"
"1",2,2,2,2,2,2,2,2,"5dd4f9c988324a1f8945593342d1b8bc"
"1",2,2,2,2,2,2,2,2,"5df2ff18b1ed4736b8584fd4498c1ee0"
"1",2,2,2,2,2,2,2,2,"5dfb8bbddf1e4f4a8d451cae0f9f3b1e"
"3",2,2,2,2,2,2,2,1,"5ea0ff6c6cdc4a3da2ece713f7a38d90"
"1",2,2,2,2,2,2,2,2,"5eab91d4a88843109928ba15a8297675"
"2",2,2,2,2,2,2,2,2,"5ed508a731684151a6e79572211427ef"
"1",2,2,2,2,2,2,2,2,"5ef261dcd84f45e0a139f83b001486ae"
"2",2,2,2,2,2,2,2,2,"5f19cad285714a92b4ac079e52f752c7"
"1",2,2,2,2,2,2,2,2,"5f1acb6500d2474197a8a054d9e4f64d"
"1",2,2,2,2,2,2,2,2,"5f2efd1361104001a2c404a0867ccd02"
"1",2,2,2,2,2,2,2,2,"5f72df975aaf4312888923865f7cfc5a"
"1",2,2,2,2,2,2,2,2,"5f8686dd4e6a4984bf63375c723ab29e"
"2",2,2,2,2,2,2,2,2,"5fa72e1943fb48c2936d502692ba155e"
"6",2,2,2,2,2,2,2,2,"5ff92c1b873a4b9b8aeb9f4ae270a9bb"
"1",2,2,2,2,2,2,2,2,"600b3c89a6af42e0afb57da459a48d12"
"2",2,2,2,2,2,2,2,1,"6054f4586c2e42029b16a68e1e57390a"
"1",2,2,2,2,2,2,2,2,"606c4146e96e4f0d98bfd39f2168a7f5"
"1",1,2,2,2,2,2,2,1,"6091c4ecb9bd4c6f97eb0be6c93a5dd5"
"2",2,2,2,2,2,2,2,2,"609bbe5fdab1452494036c2c44dd5c9f"
"7",1,2,2,2,2,2,2,2,"60e9827e55c149eaba5d05ff45307bad"
"1",2,2,2,2,2,2,2,2,"60e9be5bc0d44a2e90915c84cc1cc30b"
"1",2,2,2,2,2,2,2,2,"60f4ff95ed42488d9604bbdbd4e49c33"
"6",2,2,2,2,2,2,2,2,"610c5bf3e8c745a2bce00335869944d0"
"1",2,2,2,2,2,2,2,2,"6156b6e4c2fe441f8b8aba1d46865f9b"
"1",1,2,2,2,2,2,2,2,"61d6ec7de6264491ae222a9863eb52cc"
"1",2,2,1,1,2,2,2,2,"62450077713b4673a71e4064f7779231"
"2",2,2,2,2,2,2,2,2,"62550e53ca0945f1a58aa87534fa4e13"
"1",2,2,2,2,2,2,2,2,"62a9e9d2758e4232a6167f1b7fcdb0ea"
"2",2,2,2,2,2,2,2,2,"62ef03f7946645638209d9001a348dc3"
"3",2,2,2,2,2,2,2,2,"631baafe810041c89f84956d7d0bec43"
"2",2,2,2,2,2,2,2,2,"632545c257874a7ab6311d70e74321bc"
"1",2,2,2,2,2,2,2,2,"632b07964a574cafb3592a27f3f4ff9e"
"1",2,2,2,2,2,2,2,2,"634f296123704d2b97008a3893627a01"
"1",2,2,2,2,2,2,2,2,"637816b51cc8476ababc6260c06e01a0"
"2",2,2,2,2,2,2,2,2,"63c175864ac14ffa92f71b1872f65e89"
"1",2,2,2,2,2,2,2,2,"63c8b7066e6c456ab3c9c177a13e84e1"
"2",2,2,2,2,2,2,2,2,"63d68e788cec45b8b21ccb97b0f532d0"
"2",2,2,2,2,2,2,2,1,"63ff4cd3a3c94b1390bbccba110d8bdc"
"1",2,2,2,2,2,2,2,2,"647ead78534846fca4b97844fa55637d"
"-999999999",,,,,,,,,"64cc6f0e9fab4d70a99c87a35c80983d"
"1",2,2,2,2,2,2,2,2,"64e1798107b1444482207808be5e3ac6"
"2",2,2,2,2,2,2,2,2,"64e1c1594a12465f9bb9f4dc7d570db2"
"2",2,2,2,2,2,2,2,2,"64f1b95703174b18be5d2149c373ca5c"
"1",2,2,2,2,2,2,2,2,"6510394aa6aa408d905e1c07e4ae9bd0"
"1",2,2,1,2,2,2,2,2,"65529fb045d34463a3e4208b6134cc4f"
"1",2,2,1,2,2,2,2,1,"655bd7c8e6ef4d968982805a9c95acda"
"2",1,2,2,2,2,2,2,2,"657b9ddaf5b04fb6b72978eb80912ba6"
"2",2,2,2,2,2,2,2,2,"6587ca59e80b43f5a9c7c0f3ba63352e"
"1",2,2,2,1,2,2,2,2,"658fb34f7461410f8958ccaa7766e976"
"2",2,2,2,2,2,2,2,2,"65917ccc57e4489bb3bc235a47fa4780"
"1",2,2,2,2,2,2,2,2,"65ed8d28b51145479007a04b86be57c1"
"1",2,2,2,2,2,2,2,2,"6600f1665c2f4b6d8a673fe6913cdc67"
"1",2,2,2,2,2,2,2,2,"6638329da63c413185af917e476578b0"
"2",2,2,2,2,2,2,2,2,"66443b76761442b7ae9f75ac22b46e50"
"1",2,2,1,2,2,2,2,2,"6647ad4cab9341138c4050e319b2a577"
"1",1,2,2,2,2,2,2,2,"664b94b0b9c0412aad99ccb5e78cbf4f"
"2",2,2,2,1,2,2,2,2,"66c0f950e7834f2fbf566635e826fcb3"
"2",2,2,2,2,2,2,2,2,"66d7928c0bf8443489d30ed577945db0"
"1",2,2,2,2,2,2,2,2,"66f59cc8c2b543488ef8e9cbd30dd63d"
"1",2,2,2,2,2,2,2,2,"67215dfd80364d729a90eceaac438cf8"
"1",2,2,2,2,2,2,2,2,"673dd0e3652a4d2c8fa055c7c58232fb"
"1",2,2,2,2,2,2,2,1,"67525bacd6ea402f80869cb21c494b4c"
"3",2,2,2,2,2,2,2,2,"6764c2a9e2c441a1ad4f637da4f63c84"
"1",2,2,2,2,2,2,2,2,"6794adde478c40e893b395ddd3f13228"
"1",2,2,2,2,2,2,2,2,"67ce8c2b5f374703859698b086e274d3"
"2",2,2,2,2,2,2,2,2,"67d7cfc30ead4abe9f40aab6e8a28887"
"2",2,2,2,2,2,2,2,2,"6847c7ab125c416096b5629c5a25a3d5"
"1",2,2,2,2,2,2,2,2,"688961b934304d5a815b68d8f1f5124d"
"1",2,2,2,2,2,2,2,2,"68af277b785243d98b96318db7360cf4"
"2",2,2,2,2,2,2,2,2,"68b38b2281794724804cfbb332cf31f0"
"4",2,2,2,2,2,2,2,2,"68cfdca72dba43feb318315441a1396c"
"1",2,2,2,2,2,2,2,2,"68f3bf898a6e4ca9868b6ac7dc9d3661"
"1",2,2,2,2,2,2,2,2,"693ab0aa032b435cbd372e70848fb021"
"1",2,2,2,2,2,2,2,2,"696c143bab8e4f44a575b1564cae411c"
"1",2,2,2,2,2,2,2,2,"698d097e0f0f455fae9d11f63589546b"
"1",2,2,2,2,2,2,2,2,"69949c62d1084d058c89e94dd901e503"
"2",2,2,2,2,2,2,2,2,"69bca440979f4ba59b8d57dd628e7d72"
"3",2,2,2,2,2,2,2,2,"69e60ef72eeb4fd2ab11d162e08170b7"
"1",2,2,2,2,2,2,2,2,"69ecfcc414bb44a8b041cded5c4d3274"
"2",2,2,2,2,2,2,2,2,"6a1f1d0492b24ece992a0caf323e9157"
"1",2,2,2,2,2,2,2,2,"6a353fad5ce24f7d928c4bc5645ccf83"
"2",2,2,2,2,2,2,2,2,"6a36fb3d10284cd29b90a9c965673e61"
"2",2,2,2,2,2,2,2,2,"6a62729833e64031b0586ff9e6ba9709"
"1",2,2,2,2,2,2,2,2,"6aac699ad15a48588ad9367f9e063095"
"1",2,2,2,2,2,2,2,2,"6ab431369c09447893380947e1e2fa9c"
"6",2,2,2,2,2,2,2,2,"6ba9588f25094e3387eb46e9db57a8bc"
"2",2,2,2,2,2,2,2,2,"6c2b2395f6c24ef49e70351cf6a51f4e"
"1",2,2,2,2,2,2,2,2,"6c33e5c766364a01bf91d3288988802f"
"2",2,2,2,2,2,2,2,2,"6c46bb0e515843ccbd9151bdd525fccc"
"2",2,2,2,2,2,2,2,2,"6c47c9e23f364985838504b94dcd0f98"
"1",2,2,2,2,2,2,2,2,"6cdd4fcbbcfe414d9686fdd2c404dc8b"
"4",2,2,1,1,2,2,2,1,"6d16619450ee48c3b00fa067fdefb8a5"
"4",2,2,2,2,2,2,2,2,"6d23a1f187fe42b5bc89945312f40c06"
"1",2,2,2,2,2,2,2,2,"6d271125688e4ce28b3d41e7a4d8bd63"
"1",2,2,2,2,2,2,2,2,"6d744b34367e4b1285aadf0502734121"
"2",2,2,2,2,2,2,2,1,"6d830acf2daa4a81bf954eb34931f39a"
"1",2,2,2,2,2,2,2,2,"6df742df056643358cfb5b48d1cc2fa9"
"1",2,2,2,2,2,2,2,2,"6e36743f363a4cdd819cf27aeac8de96"
"6",2,2,2,2,2,2,2,2,"6e36c69388f14f37831e723c7d4fa2fc"
"4",2,2,2,2,2,2,2,2,"6e8f6671ab714ac3aebab5f540c0d440"
"1",2,2,2,2,2,2,2,2,"6ea576e77a1444da8af810a7d7d1ff9c"
"1",2,2,2,2,2,2,2,2,"6ec00f7d379e4cceb131ac9725f35b1a"
"1",2,2,2,2,2,2,2,2,"6f035c845d044070b977bfd3ae5bfe18"
"2",2,2,2,2,2,2,2,2,"6f0634b271dd4ebabaca45a0579a1a69"
"2",2,2,2,2,2,2,2,2,"6f60b55f26fb4ce68cfb46773cdd2175"
"1",2,2,2,2,2,2,2,2,"6f6a41531ea04b89bdfe4582aa6adc4e"
"1",2,2,2,2,2,2,2,1,"6f783cf387a44f4cba00be9ade1aed63"
"1",2,2,2,2,2,2,2,2,"6fbd6d3c79154fa08e1bd82de62547cc"
"1",2,2,2,2,2,2,2,2,"6fd351dce142448db75da19ed3a51c08"
"2",2,2,2,2,2,2,2,2,"6fd460ca3c404736aa233ebb0ac0e849"
"4",2,2,2,2,2,2,2,2,"6fdb9e65588f4e288c279e8301d04706"
"1",2,2,2,2,2,2,2,2,"700070912677437580e7da3eb10c7734"
"2",2,2,2,2,2,2,2,2,"70083014d0e34e76a200eb9cbf9b9746"
"1",2,2,2,2,2,2,2,2,"700a7590826b431cb9e47a318d26b007"
"2",2,2,2,2,2,2,2,1,"704c5e32c47443e784d9d55b1f8a36f8"
"1",2,2,2,2,2,2,2,2,"70846cd35e6a4d7aad3a80d6aace6685"
"1",2,2,2,2,2,2,2,2,"7094083942b14b01bf5b9b2a20d0401d"
"1",2,2,2,2,2,2,2,2,"70ae12f096154729a14d2624aa5a59de"
"1",2,2,2,2,2,2,2,2,"70c760d051444ba5b9d938d3b795f629"
"1",2,2,2,2,2,2,2,2,"70ccd806085f4136878564d359c880f5"
"1",2,2,2,2,2,2,2,2,"70d83bd5db6f46e092593b4bfc363ba3"
"1",2,2,2,1,2,2,2,2,"71567b0738d2489d911fd9abb92d18bb"
"2",2,2,2,2,2,2,2,2,"716b7f44cabf49a2847a3889e6727028"
"2",1,1,1,1,1,1,1,1,"7196fc8c703d4b63b77abfa5a2bd8a87"
"1",2,2,2,2,2,2,2,2,"71f720c6ba3e47c7b296d3cac439556e"
"1",2,2,2,2,2,2,2,2,"721bf64da76042f7b93ac98e57773d34"
"1",1,2,2,2,2,2,2,2,"726c55c38e5c413c9537339f0570449a"
"1",2,2,2,2,2,2,2,2,"727329c27fbe4d47b9702dc4bcf6dc67"
"1",2,2,2,2,2,2,2,2,"729ba85c48a14df3abbfe298e90e3931"
"1",2,2,2,2,2,2,2,2,"72decf6c6bcb4d4a9976894561e88bd4"
"2",2,2,2,1,2,2,2,2,"72ee63adce014af382a89f4e1c61b508"
"2",2,2,2,2,2,2,2,2,"72fb95c7e7834be3915e0b43acbe1246"
"1",2,2,2,2,2,2,2,2,"7308518286db4f34b37462cdff7ac26b"
"2",2,2,2,2,2,2,2,2,"73357f93fd7d47e1acbdc93e2bbbaef8"
"1",2,2,2,2,2,2,2,2,"734497637f314f55922867482d741924"
"1",2,2,2,2,2,2,2,2,"7351f114bd934ae199814d992a1ea52b"
"1",2,2,2,2,2,2,2,2,"73a3603281c14991b3cb3bd91ecd8ac6"
"1",2,2,2,2,2,2,2,2,"74442713de0d44a79d2facf8caf0fb42"
"2",2,2,2,2,2,2,2,2,"7448642df3c040f79bf36e011ac2fb61"
"2",2,2,2,2,2,2,2,2,"745c527e9b874d4b92effb7c15388bb7"
"1",2,2,2,2,2,2,2,2,"74836479cf48492db52be583839a96e2"
"3",2,2,2,2,2,2,2,2,"748815ca56e34cf3a7bd186179768ced"
"1",2,2,2,2,2,2,2,2,"74ce981dfc7b4d619b0ea820ef708e41"
"1",2,2,2,2,2,2,2,2,"75131ef563f342d2866a9eb7dba5f3cf"
"8",2,2,2,2,2,2,2,2,"755675efb9c54d1bbdbc4db3fd90defd"
"11",2,2,2,2,2,2,2,2,"75ecef1c22074093a16fa44e08ab9d51"
"1",2,2,2,2,2,2,2,2,"75f05a5290a8494993a42d085c509743"
"1",2,2,2,2,2,2,2,1,"7600ecc4eabe478dab70416a00cbeb17"
"1",2,2,2,2,2,2,2,2,"7605c329583c41a38647bf525443d9df"
"3",2,2,2,2,2,2,2,2,"764957176e884e719481957dbd356a06"
"2",2,2,2,2,2,2,2,2,"765d8ed90c63490289748c921ccd3de3"
"1",2,2,2,2,2,2,2,2,"767022f8f98945ff8cf4f40b14ab0c95"
"1",2,2,2,2,2,2,2,2,"7675198e5ee6477da8a608bb8eb15697"
"2",2,2,2,2,2,2,2,2,"76a3025f8ab44d01ae3cdba6a39ae3c0"
"2",2,2,2,2,2,2,2,2,"76b1b95d6384409eb998b9216e3a431b"
"1",2,2,2,2,2,2,2,2,"76dd6bf915e246e097d05b032d807c28"
"1",2,2,2,2,2,2,2,2,"76e9399ba1ab460ebead70e562b92533"
"2",2,2,2,2,2,2,2,2,"76f21a10b7ea4105b4712f62592609bb"
"1",2,2,2,2,2,2,2,2,"76f359c2499441ccb9011e13f09ff1cf"
"1",2,2,2,2,2,2,2,2,"76f52b18cb074794a92a39c6ee890af3"
"1",2,2,2,2,2,2,2,2,"77044472ae4244c787ebaf20f3a444cb"
"3",2,2,2,2,2,2,2,2,"77073271dc76417998711189c20da853"
"1",2,2,2,2,2,2,2,2,"771926bbe1f24ec9b46db8d3c45adeb6"
"1",2,2,2,2,2,2,2,2,"776edff6f7d044bebdc40d7297f47e3a"
"1",2,2,2,2,2,2,2,2,"77701c8f612b4deab520ed338ff3ba8e"
"6",2,2,2,2,2,2,2,2,"77782029919d4b8bbc5f35a1a84277ff"
"2",2,2,2,2,2,2,2,2,"7791a60a56c548dc843ba922954ed047"
"1",2,2,2,2,2,2,2,2,"779aad03e84f4f5784f15f9e7fb5b9f0"
"1",2,2,2,2,2,2,2,2,"77d4909c9d0b49f895004c003ad8e51d"
"2",2,2,2,2,2,2,2,2,"77ecc0362c3a49fdb2d70d3f69d1dc86"
"6",2,2,2,2,2,2,2,2,"7804d75448af4f248138157fb5355fec"
"2",2,2,2,2,2,2,2,2,"7817b88f0b154964895b68242f5bccb0"
"1",2,2,2,2,2,2,2,2,"784bbea74ae845fababf7a719f2ed72b"
"1",2,2,2,2,2,2,2,2,"785b91fb16e24b1bb748f3e32ef578ca"
"1",2,2,2,2,2,2,2,2,"78c651c00f734d66b4027c6bdd45867e"
"2",2,2,2,2,2,2,2,2,"79078523d63b4b66b72c6a7461131f4b"
"1",2,2,2,2,2,2,2,2,"790a9d15cfb04a42b262724fc6643b3b"
"6",2,2,2,2,2,2,2,2,"7924cecddd334307a6564d036331e0b7"
"2",2,2,2,2,2,2,2,2,"798386a07c3e49cca9a70764dc38b3d0"
"1",2,2,2,2,2,2,2,2,"79b1002e998841d5974450f9cb1de055"
"1",2,2,2,2,2,2,2,2,"79b78e44949d4d42a4ab9932063fc79f"
"1",2,2,2,2,2,2,2,2,"79ef45f3526b4759af687a7e80e13474"
"12",2,2,2,2,2,2,2,2,"7a04a68fd5b14134aab1e6850be90e74"
"3",2,2,2,2,2,2,2,2,"7a11c6c7245c49aebedf631e4064f2ae"
"1",2,2,2,2,2,2,2,2,"7a3bfc1e01e04477afeef780033e680e"
"2",2,2,2,2,2,2,2,2,"7a548295dc214d86b484ed6a827ac2ff"
"1",2,2,2,2,2,2,2,2,"7a5849f6368c4026a00ab598442deee4"
"2",2,2,2,2,2,2,2,2,"7a8aea11c7104f778ecb619ac983e6b5"
"1",2,2,2,2,2,2,2,2,"7a9ea29cf2f04263af8967c944ab5e0d"
"1",2,2,2,2,2,2,2,2,"7aa128bea78c401486b96dd0ff179cab"
"2",2,2,2,2,2,2,2,2,"7ad4ff9571914602868f53cc662bced5"
"2",2,2,2,2,2,2,2,2,"7af81896c05d494a8eea54f51185c9cc"
"1",2,2,2,2,2,2,2,2,"7b219ace299c464891e333adceebe43c"
"3",2,2,2,2,2,2,2,2,"7b4efc6c6ba441cab35b5b4660dfc637"
"1",2,2,2,2,2,2,2,2,"7b9449c803504def8ce00fe04260d2d4"
"1",2,2,2,2,2,2,2,2,"7baae6fd5a6946fabdae27d7f12e7768"
"1",2,2,2,2,2,2,2,2,"7bebc643e5fd44188706e1f41690b5c4"
"2",2,2,2,2,2,2,2,2,"7c11574904884fd9a571de37b7cdd148"
"1",2,2,2,2,2,2,2,2,"7c37aaa7ad3d405689405387cf772678"
"6",2,2,2,2,2,2,2,2,"7c5436b82c444601999e3419fb91e05c"
"1",2,2,2,2,2,2,2,2,"7c6b9dbd18784019ba16894dcc09b725"
"1",2,2,2,2,2,2,2,2,"7c800b94beaf4bae9f9d2c69683476c2"
"2",1,2,2,2,2,2,2,2,"7cb69feba33a4076a1223747ed74de23"
"1",2,2,2,2,2,2,2,2,"7ccd61fd57aa4a72a449a15d4cc8f7aa"
"1",2,2,2,2,2,2,2,2,"7cd011991ab747509c7efa97cf714d6c"
"2",2,2,2,2,2,2,2,2,"7cd6614ef55d48e7b69310f634542c95"
"1",2,2,2,2,2,2,2,2,"7cf0cd150dc249309dbc0ce60dc2b09d"
"1",2,2,2,2,2,2,2,2,"7d5e59282954475893f99ad907f9574c"
"1",2,2,2,2,2,2,2,2,"7d656817b8644f7ab76dd8459b867159"
"2",2,2,2,2,2,2,2,2,"7d922534826a45b0aebef1473d53533b"
"1",2,2,2,2,2,2,2,2,"7dab21d6dfb6405ea9fff0d9576a8580"
"3",1,2,2,2,2,2,2,2,"7dcf469ed6734a3bb5c781c9b1217f3c"
"2",2,2,2,2,2,2,2,2,"7dfca6fd9fd34710b8600b7be0d4ad32"
"2",2,2,2,2,2,2,2,2,"7e0eccc6895f4ab58063027cb21e2831"
"1",2,2,2,2,2,2,2,2,"7e50c627ab1c4e78ae14f376ac40e2e7"
"1",2,2,2,2,2,2,2,2,"7e618768bdac4e65898a8b576a48281a"
"2",2,2,2,2,2,2,2,2,"7e7bf49c122b4fa7bbab1d05fc9d2be5"
"2",2,2,2,2,2,2,2,2,"7e922598f2b14315a4e3dc5c35cf8b1b"
"4",2,2,2,2,2,2,2,2,"7e9a0d0c381340eca357cbee364df760"
"1",2,2,2,2,2,2,2,2,"7eb26cb4d7174282b39adb7e1eb92dd5"
"1",2,2,2,2,2,2,2,2,"7ed249fb7fcf4d7282f26ba9dd8b288c"
"1",2,2,2,2,2,2,2,2,"7eeb47a113ed47f8b76821c1e75e161c"
"1",2,2,2,2,2,2,2,2,"7ef83f095acc45888e843a353912c2f6"
"1",2,2,2,2,2,2,2,2,"7f0efc5392694cf994408256ea8d13bf"
"1",2,2,2,2,2,2,2,2,"7f18e27361b7473abe9ba8f8638d97d7"
"1",2,2,2,2,2,2,2,2,"7f2511b753284ce7886b6fc55bd36798"
"3",2,2,2,2,2,2,2,2,"7f815e618b474d4fa3033cc420b08adb"
"1",2,2,2,2,2,2,2,2,"7f8c1e2542464dec80174f70cf445c45"
"1",2,2,2,2,2,2,2,2,"7fa49ce390a44f9a972ea8f028ee78b6"
"2",2,2,2,2,2,2,2,2,"7fa9c630b26d4bffa2e886a6d2dc7dcb"
"1",2,2,2,2,2,2,2,2,"7fdd342538b94b26abd695b9b09c9297"
"1",2,2,2,2,2,2,2,2,"80705de247434eac8d01c99a7f006a97"
"1",2,2,2,2,2,2,2,2,"80d0ecaedca641c2a0f867765fda1514"
"2",2,2,2,2,2,2,2,2,"80f30786d98847dcaf51293b98e26af2"
"1",2,2,2,1,2,2,2,2,"811b90e5b01e49f6b213f1e2f13d0748"
"1",2,2,2,2,2,2,2,2,"812fdeadb0c54d21bb60e2506372fb53"
"3",2,2,2,2,2,2,2,2,"8133d8020dda480fae5bc280cb448bd7"
"1",2,2,2,2,2,2,2,2,"81753659cc16434e8f85c6312c0df86e"
"1",2,2,2,2,2,2,2,2,"818b43a905b245e3ae6b306ace92953d"
"2",2,2,2,2,2,2,2,2,"81c045bccd5349d4bd4ab3cf3bd27371"
"1",2,2,2,2,2,2,2,2,"81c3d2c774684647b90ab53abbd00705"
"3",2,2,2,2,2,2,2,2,"82034f5cac0a4cfeb90e3f5a24784538"
"1",1,2,2,2,2,2,2,2,"8203ef8ec16e46b79815cc90884a8435"
"1",2,2,2,2,2,2,2,2,"825defcb843146229acc6ab3e06bcd35"
"2",2,2,2,2,2,2,2,2,"8263eb36369c40fc833e7812d01d96f3"
"1",2,2,2,2,2,2,2,2,"827e270545d246b4aa6d71242bf95909"
"1",2,2,2,2,2,2,2,2,"82aab144d0564f0787a6d7edbe04a2ac"
"1",2,2,2,2,2,2,2,2,"82afcbf7c27d488cac728a47deee95d6"
"2",2,2,2,2,2,2,2,2,"82ef167080604670bd33e58801e83f90"
"1",2,2,2,2,2,2,2,2,"832a92a50ac84c27a6a44f11bbf7469b"
"2",2,2,2,2,2,2,2,2,"836d348639404a8d8752976aa2b12c24"
"3",2,2,2,2,2,2,2,2,"83ce8374498f4ed59337e5c85a1dab1b"
"1",2,2,2,2,2,2,2,2,"83dc66de467846eca2ec9dfd1b1f9732"
"1",2,2,2,2,2,2,2,2,"83e3d7b64a3c4f6fa4cca05f5b710368"
"1",2,2,2,1,2,2,2,2,"83fb651ca41f46f7a6e837f6466facc5"
"1",2,2,2,2,2,2,2,2,"8480767ac41c435284c39690ff7098fc"
"1",2,2,2,2,2,2,2,2,"84a47d129e5d49539750bdad362a015b"
"1",2,2,2,2,2,2,2,2,"84b6fa38728a41669642629a315df1f1"
"2",2,2,2,2,2,2,2,2,"84c48be6574e45fdacc7b5aa9b5f6a54"
"1",2,1,2,2,2,2,2,2,"84dc714744d94d7980b643f901b9afb2"
"6",2,2,2,2,2,2,2,2,"84f1015272fd4acd94ed5674f07f2c9d"
"4",2,2,2,2,2,2,2,2,"850306f728924dc5a1942c5acdf95cd8"
"2",2,2,2,2,2,2,2,2,"8512ebaf38254b66bfa084e20f812d86"
"1",2,2,2,2,2,2,2,2,"85204a72cfa14cb0adabcc664f006361"
"1",2,2,2,2,2,2,2,2,"8562e219f73d4e28b28ef23dfd578b72"
"2",2,2,2,1,2,2,2,2,"85c17f7403dc446fad29254e5d379145"
"4",2,1,2,2,2,2,2,2,"85ceb53eb1bd41a4bfb5f897f8800ac7"
"3",2,2,2,2,2,2,2,2,"85d2f1ad01354522b4bb5486f6f0cca9"
"7",2,2,2,2,2,2,2,2,"86668fd2837248ef9ab6590fad3f84a9"
"2",2,2,2,2,2,2,2,2,"868820bd80114644a08cc1407f231db4"
"1",2,2,2,2,2,2,2,2,"86d2fcfb7ec14961b67d4806c8b1c873"
"3",2,2,2,2,2,2,2,2,"86f88cae3fe94ed5a6ef1f143b178c89"
"1",2,2,2,2,2,2,2,2,"8728fb96ed9e4334909c0477bae7855a"
"1",2,2,2,2,2,2,2,2,"87b63450eb1247178831c388964b7044"
"1",2,2,2,2,2,2,2,2,"87b9fa9f6c5d41f692d6671d4e24bb78"
"1",2,2,2,2,2,2,2,2,"87bb19dff0f44187875ec19a10fe8279"
"1",2,2,2,2,2,2,2,2,"87c8524fdbe84d429d1b49f7ac1a60db"
"2",2,2,2,2,2,2,2,2,"87cf074bdbb5428e9676b693e48005bd"
"2",2,2,2,2,2,2,2,2,"87e2684f3b8f476da41f9f3f2ecf725e"
"1",2,2,2,2,2,2,2,2,"8803916429d34e9293b6d6a5f862592e"
"1",2,2,2,2,2,2,2,2,"881538d806af44b394bb1f7e473e81fb"
"1",2,2,2,2,2,2,2,2,"881b32dbbbfd47ad898d435a7c977804"
"1",2,2,2,2,2,2,2,2,"88528987d073476d9d0283249b51b309"
"1",2,2,2,1,2,2,2,2,"885f34fec90d45c9b754bdb340c19612"
"1",2,1,2,2,2,2,2,2,"88a888e1eea94eab989ac1b0f7a0609a"
"2",2,2,2,2,2,2,2,2,"88f986f6edb64cb583939d1732e2c621"
"1",2,2,2,2,2,2,2,2,"892be5988df04d41bcccaf8fb74c8cb1"
"1",2,2,2,2,2,2,2,2,"8939b54be5c84966932985b5f49a8a66"
"1",2,2,2,2,2,2,2,2,"8952c72850ac4c84a3086bbc723427b4"
"2",2,2,2,2,2,2,2,2,"898a20f42ee8488cb0d8563ef21d1db1"
"7",2,2,2,2,2,2,2,2,"89ca07d984a94f51be243976b0e0a3b9"
"1",2,2,2,2,2,2,2,2,"89e94a22f703436a8049b1dc8872d4dd"
"10",2,2,2,2,2,2,2,2,"8a487ec2e2d0462684843b3a800f2a52"
"2",2,2,2,2,2,2,2,2,"8a763bf06c1242969e5f58ff8291c4b6"
"1",2,2,2,2,2,2,2,2,"8a87e2bb4d5545e6ba52489555900b46"
"2",2,2,2,2,2,2,2,2,"8a971f5ac0c94733af2d4ffb1cf3c82b"
"2",2,2,2,2,2,2,2,2,"8a9b2b0867d74803a30fd760ae22db80"
"2",2,2,2,2,2,2,2,2,"8aeb3ab5b8b34f12aad06ba9f3459d64"
"2",2,2,2,2,2,2,2,2,"8b4d777ba5974738988aec0efdd7ef10"
"6",2,2,1,2,2,2,2,2,"8b63cb63bfab43eebd403632eee825a2"
"1",2,2,2,2,2,2,2,2,"8b69caa8397343f8b287e2ac4ec76eca"
