"PID","t31","t32","t33","t34","t35","t36","hhid"
-999999999,2,,2,,,,"a433acebe78f40abbe740ffc92f87651"
4,1,1,1,2,2,,"a54b31b8ed364590aabe3c25b78e0ab2"
9,1,1,2,,,,"a618865e661243c7bc2307e28374c42a"
9,2,,2,,,,"a66fabab284e442f854573f5af151301"
4,2,,1,2,2,,"a67c9d54bc574ae980e36be91f225182"
9,1,1,1,1,2,,"a6a6c3481bf147a68a6d3d94d0290454"
6,2,,1,2,2,,"a6b421e1308843d48839dc7ec38d3963"
8,2,,2,,,,"a6f4d797a8c443d8bd09c62d89df8f6b"
22,2,,2,,,,"a7c9abfc9f554aea92ba06bce7e69ead"
6,2,,1,2,98,,"a7d3ec51132d4e8b9212c7c6db57aba9"
7,2,,2,,,,"a7fc8d3a34394bf0a9670102b2fee1c7"
5,2,,2,,,,"a93942779b8f477fb70a65ee127722c2"
4,2,,1,2,2,,"a948a4d1448c4098b63de1257045e1ac"
-999999999,2,,2,,,,"aac53a0ee0324066803d4d4488576d3a"
8,2,,2,,,,"ab73b168905d45a2bbc6b41a31f6aef8"
3,1,1,1,2,2,,"abdb5fa75a8544708c4b64dfad19dac4"
9,2,,2,,,,"abe29a5c9c1c4817baab25bf0f5b7ce8"
3,2,,2,,,,"ac0514a317ba4cb7b450f1655bd5885d"
4,2,,2,,,,"ac2b1c5c0eee496a827a1483df3f43b2"
5,1,1,1,2,2,,"ac35e45bc78147dbb4334fe3d5cf8359"
10,1,1,1,1,2,,"acea3bfd05804e8c9aab357dfacfd8af"
8,2,,2,,,,"ad8353f3f7214ab6acc2ea37123f8fd3"
14,1,1,2,,,,"ad89377d37484fed9c5117f2c43110e7"
-999999999,,,,,,,"ad9b7c4ba614444bb8004eb658693c9f"
9,2,,1,2,2,,"af8deb52f6d24e0c8e44b6289af97f2a"
4,2,,1,1,2,,"afba67a1c29c4d7ba1c631df75ae6722"
5,2,,1,2,2,,"b010f9f52a5f48c3aa711049584e6329"
7,2,,2,,,,"b0bcb5446d0c41b0bd3f2e9fa6257eb6"
3,2,,2,,,,"b0f7fd35186047ffa6707e4fbf6740ad"
-999999999,2,,2,,,,"b14a6b8068a54d60be0d363ecdc0a5ab"
9,2,,1,2,2,,"b188a094783c440eaa1b5f9a7d5a2043"
14,98,,98,,,,"b2523333db2e4f11abc6f80212a9ede4"
3,2,,2,,,,"b28f2f2b91194f4f8798570cc4d679e7"
3,2,,1,2,2,,"b30871f13ee04cae85d2352d85911bf8"
11,1,2,1,2,2,,"b3bab6c388b2479f8cf9449a188fd9e1"
4,1,1,1,3,2,,"b413f8d97ac74d12bcb243e726a40eab"
8,1,2,1,2,2,,"b48b9a0ba44a4b6faa325f788c6ab58a"
7,2,,1,1,2,,"b4d9a9e74f2f48cfa3890854cb08802e"
5,1,3,1,3,2,,"b6072b42bdef4a999ccd071a41131d96"
4,,,,,,,"b64afbcfee1b4fbf8bd5574c78316cc3"
6,2,,2,,,,"b677bb395a7847b6887b724ab211fa3d"
10,2,,2,,,,"b67a6ea4975f4e05b2a9ee584a0c53eb"
-999999999,2,,2,,,,"b6be96a0172d4bc0a9f0e76fa7dd124a"
5,2,,2,,,,"b6d3b5269e8441d4b50212ca9f9a8313"
7,2,,2,,,,"b77568ef208143f3b34f5a6f1e5f4e01"
7,98,,98,,,,"b79f1b48f93a4656b7de26b5756470c2"
4,2,,2,,,,"b808780d88b74016828257e78351ddbd"
5,2,,2,,,,"b87e14ec8f404b27966089b999352c38"
6,2,,2,,,,"b8fb6e56feb3414fbb37a31bfe6a05fe"
9,98,,98,,,,"ba077e8fbfd24a0d9bfc2f6ab021e421"
4,1,1,1,2,2,,"bb30edee6d804a02bfeefc96d7026fca"
11,2,,1,2,2,,"bb7635413a31448586fb06787ecda4d5"
2,2,,2,,,,"bcf9986c1c544ead8cd9e3e845fb5c79"
7,2,,2,,,,"be5d3436fcdb4b80917df920b90de881"
11,2,,1,2,2,,"bf5e205e879649aeb9e986e6a19bf2a3"
-999999999,2,,2,,,,"bf66524a5a1f4c3c9dbe0036c297f306"
8,1,1,2,,,,"bf6e0413e40d4b7f87df28fd4a7eeaa7"
10,2,,2,,,,"bf72d805ee634aa8a01a05c0a90e78ac"
4,2,,1,1,2,,"c05e8641340545b3b67a3d2cde754d74"
4,2,,2,,,,"c08b76ff4f64408d92c893bc21b3f773"
15,2,,2,,,,"c18e282fcbbe46699173630fd1019bd2"
5,2,,2,,,,"c2180d8d40ab46759252515c840f3eb5"
7,2,,2,,,,"c2cccdbfd71b4e71867e614e7ede82ad"
-999999999,1,2,1,2,2,,"c338b6d9645e48b896b253a73e308789"
3,2,,2,,,,"c348efe3fefc45e49a067757812f7477"
3,2,,2,,,,"c358e16e89db4f0eb0a304faa6b8042c"
5,2,,2,,,,"c3cee3fba3c24a11b63feb05d92ff451"
10,2,,1,2,2,,"c49c543ec58f43c0ae422638eb3587f1"
3,1,1,1,2,2,,"c596832e4e644cdb832caf5338d447a0"
8,2,,2,,,,"c598e83d23d748db84965945f8d1e702"
9,2,,2,,,,"c59e62eb588d4f2499b0c98769c7b669"
9,2,,1,1,2,,"c5a87622cde84e76a74235015b0361a7"
11,2,,1,2,2,,"c6aed9d96e224fe5bc15475578f996e9"
11,2,,2,,,,"c6dbcb9b48d94bd4b43455fe87b9fca1"
2,2,,1,1,2,,"c773f9c98b32445dbf31cfd1e093e337"
8,2,,2,,,,"c80d7d761ade4da59a13e8a0802241c8"
-999999999,2,,2,,,,"c841a9c85cc04bb28c362171bba743f3"
14,2,,2,,,,"c84b673ff1804b62a4766dcfffa77d48"
6,2,,1,1,2,,"c863514feaab40b7b5f3b7da261ebc6b"
5,2,,2,,,,"c931ce855f434b2fa9ca9ec5a91376a6"
10,2,,2,,,,"c9ff94a24e1b400ebf7bce938cd398a2"
3,2,,2,,,,"cae8e675f18340cfabe4d997b191e9b7"
8,2,,1,2,2,,"cb51943f6f234b808dd6bf9bcb4b2d2e"
6,2,,2,,,,"cb5bbd11830544ba859bf340e67712f3"
5,2,,1,2,2,,"cbd2d0ab9b564af39cedaff8c11c2c2e"
9,1,2,1,2,2,,"cc33028dfe7d487288ff2e56ca10103b"
11,1,2,1,2,2,,"cc4ab6f565e44dafa8cac269cc03e0bf"
9,2,,2,,,,"ccad680b64a841be8ddab47eefd96eb2"
10,2,,2,,,,"cd2c9bb99db343f6a75ba7a65fc352f7"
7,2,,1,2,2,,"cd8aea5b15434830a963d3efb2b6fd89"
5,1,1,1,1,2,,"cdf32c97f272447db75c382c2507704a"
5,2,,1,2,2,,"cea17bf4bfd14c58904a231db5725f8c"
5,2,,2,,,,"cf12b219d0544d6680f94ee5400d69b4"
4,2,,2,,,,"cf525ea0e3e34f83884758478823d7a1"
4,2,,2,,,,"d09403c9ce1441fd9fc60866eb5f9c0a"
6,2,,2,,,,"d0a34521da7b43bc993fa0a62381e741"
4,2,,2,,,,"d0e95742e6ca42d4b43849dab9e405c0"
10,2,,2,,,,"d0eb0139c2e74acd9ffe9ffa80bd9cd0"
3,2,,2,,,,"d198c20a98f6425487ac84366b1040c5"
6,98,,98,,,,"d1bd1475f14c4ea49a90817dc24e82ad"
11,2,,1,2,2,,"d1e668e0df9a4574a01ee0c3c525bf97"
-999999999,,,,,,,"d24fa50d02c041969a42102d8ebdadc9"
6,2,,2,,,,"d2b2045aebe341b19e59d87f8926f9ca"
7,2,,1,2,2,,"d305621f790241909c4efca8e4f3f3cc"
-999999999,,,,,,,"d3b025db3a9d4a4ea1e217532fd9299a"
8,1,1,1,1,2,,"d43c0b17384c4c26988ab6832f0df331"
12,2,,2,,,,"d4ce7684e50e421a842924c5942e4c40"
15,2,,2,,,,"d4df290dccd04044933e95cba38d7d2d"
-999999999,2,,1,2,2,,"d50816b2ec3d4d6988b4c951828e7fa9"
4,1,1,1,2,2,,"d53a583116fb4078a2b062dd69b820ee"
4,2,,2,,,,"d5aac99ecb6946378523f906b4af90ba"
-999999999,2,,2,,,,"d644b286ea504ade924de32cc905c4cc"
4,2,,2,,,,"d649518a840e4bdb9fd169975fddc059"
6,2,,2,,,,"d6dde5c854894fe0bb9e364dc83b4d93"
4,2,,2,,,,"d73a72ea9b854527821a3c4786b610cb"
12,1,2,1,2,2,,"d757910c0fa54b81b0713ac9ab54d567"
7,2,,2,,,,"d7843306dc4e4377a0b45427fe5e7f94"
6,2,,1,2,2,,"d78dcc31ed2c4b29b5f19ae1a54b8798"
5,2,,1,2,2,,"d79bc81cc23143d799e16457d6ab9192"
13,2,,2,,,,"d84ec3b306f2463fbd287cdf0ec7ba75"
6,2,,2,,,,"d8c475280c224728b4435381ac82cfe5"
10,2,,2,,,,"d92b2438e55d4bbeaaa988f6483ae0ff"
9,2,,2,,,,"d97b55accb3e487e84b1581de36f4302"
7,2,,2,,,,"d9938bc8f0be42599e6f54bef333a2c8"
11,2,,2,,,,"daa5345f86fa4e7a8f37735ba880fd01"
8,2,,1,2,2,,"db1aebf959a749d5807563e0f5b4f2e9"
7,2,,1,1,2,,"dba162b5ba0f4188b144056a4e2c5073"
8,2,,2,,,,"dbdbc8f22d3c49e1bb245734c2d2ea8e"
11,2,,2,,,,"dc03196f9a3340c1bfa967d66381725b"
5,2,,2,,,,"dc6af58c34764e76a5bcb901d1f7f7e8"
4,2,,2,,,,"dc90accc69c04f2a9b84c995a01c1592"
6,2,,2,,,,"dcd4cbd9f49a4162afb04bab49469cf7"
12,1,2,1,2,2,,"dd65af1287564544b42d67dee7c420d2"
6,2,,1,2,2,,"dde16fb17e1943e2ac8371b3a8cb380b"
9,2,,1,2,2,,"dfa5849c88624b4b93d75344729fcd60"
3,2,,2,,,,"dfe6998bacc543368cc955f5795123d4"
6,2,,2,,,,"e07bc322c4884559b4b8ca75c945dd3e"
9,2,,2,,,,"e1b4a006690c4557bb55a99846cb6255"
3,98,,2,,,,"e1b837530d26461aad887ee290bd3a41"
12,2,,2,,,,"e1c29cfcafa642d9b32b5fdf8b73e52a"
14,1,1,2,,,,"e2566b933e73447baa3dc30ee28ed2bd"
5,2,,2,,,,"e3ac4aba59bf4669a6c43e9620ed61a0"
6,2,,2,,,,"e3c2934f05fe4246ace1a3fcead8e23c"
4,2,,1,2,2,,"e3f0203d68b64cad97f8f4318b1ba9ce"
5,2,,1,2,2,,"e48081c01f2043bbaf15c313d52109b2"
15,2,,2,,,,"e4acad942df64493a48dbaa4e7d42975"
3,1,1,1,2,2,,"e4bebf7a573c46d182a45e358f4d7539"
5,2,,2,,,,"e4d98366307d492ba88735b4048963a2"
4,2,,1,2,2,,"e4e3a4d0ad22411585b7b9164bd0e4e4"
7,2,,2,,,,"e55295cf328140cc919dee3f90fd2c26"
6,98,,1,2,2,,"e5eefbcbd4654f019f8493839c625660"
10,2,,2,,,,"e65c7ac1d4c943a4ab1cba34f5139f52"
4,2,,2,,,,"e68667f29320456dbc1253bbf9ea6963"
12,2,,2,,,,"e6cf98ffcc684351b80071bd49771123"
6,2,,2,,,,"e8e78013770e4919ac20cbf84d2f064c"
7,2,,2,,,,"e91144714bfa488d8163dc83d4dfb64d"
9,2,,2,,,,"e9651c8f6e0e46e0a06aea236af32dbc"
9,2,,1,2,2,,"ea6d249015ea43fdbb8512fffdcf48a2"
4,2,,2,,,,"ea7e503b29d047e4a8c1bbeaacd0bf76"
14,1,1,1,1,2,,"ea9b82d9780e473c8604b8aec66ca080"
10,1,1,1,1,2,,"ead7dada714d4cb380fe5c6cd04bff9b"
4,2,,2,,,,"eadb80f8aeba45d0866a12472624e2e0"
12,2,,1,2,2,,"eaffe221f7af498484ca1e7d39141c7e"
7,2,,2,,,,"eb00a49a396a4c12bdeb731b50e87576"
8,2,,1,2,2,,"eb25796e1ad649679055593724664f79"
-999999999,2,,1,2,1,0,"ec15a19931474a8586a988a15cf99163"
4,2,,2,,,,"ecf6925ed46f4886aa27457d436a4e35"
3,2,,2,,,,"ed3f21ec5b0a4bbea52ef10a981251f6"
8,2,,2,,,,"ed6016c75c434bfe8c7daf7f2da5eefb"
4,1,2,1,2,2,,"ed72f3b819344913bbac5e8853eea3c0"
3,1,2,1,2,1,1,"eda2dc3651304456ab21b8e7e2f7f6cc"
3,2,,2,,,,"eda7a882787d497d9bc3c24e5f22d88c"
-999999999,,,,,,,"edfcce99d80241cd8a7b5f7f169dc0a0"
5,1,2,1,2,2,,"f039e6ecc301466ba007e6b22477de34"
9,2,,1,1,2,,"f191756a80324e25b01790c978b1d379"
3,2,,2,,,,"f19ce505a0cc4c2eac666384f3a1e63f"
4,2,,1,1,2,,"f1bc09d2cd8248a4b51acf32675c8fd8"
6,1,2,1,2,2,,"f1ca5df50c404322be72366e98f58e57"
7,2,,2,,,,"f251776e3c7940e4ab08d6ab7f751546"
5,2,,1,2,2,,"f2880eff0ac94a07985b2bfa257e743d"
3,2,,2,,,,"f29a37bd413c46228e1b55e6b3aa6a9c"
4,2,,2,,,,"f30df406f2024ad3ae5bda4c9421abf3"
7,2,,1,2,1,0,"f38c8379e21541a7b708831e15af7b45"
6,2,,2,,,,"f3b1f16c05bb4869a9905606043be3aa"
9,1,2,2,,,,"f459d97cb9984f9986be95933cc389c2"
4,2,,2,,,,"f50a6e5cae3b4f758031b1a5daa5c0a5"
8,2,,2,,,,"f5115db079e542e88d73985eb5d2d025"
11,2,,2,,,,"f51306b5fd544fe785a872493153c6f0"
3,2,,1,2,2,,"f5302683689d4352b65264e175836ca6"
8,2,,2,,,,"f58f65df73064742a85798aab0193743"
4,2,,2,,,,"f5a441ac9a87495d853bf2509988c853"
8,2,,2,,,,"f658cad1f5744b429cae49998c1db35b"
8,2,,2,,,,"f6af646d608c4b40b033e98dab656713"
10,2,,2,,,,"f738b1d171bc4e4f9c88e2bd2f503ac3"
4,2,,2,,,,"f739e1e5139c4dfb9ffcc712989a5d76"
4,2,,2,,,,"f76aca219adc409d9811604e49e5297c"
11,2,,2,,,,"f770c69110e44c84b7871656d407e6f1"
12,2,,2,,,,"f792317fc83b47f0ae350754aae1a105"
4,98,,2,,,,"f7b0dffacb634af08f2bd375a8cc28e9"
8,2,,1,2,2,,"f7b5eda52ff64cd3aea819a57ef62491"
4,2,,2,,,,"f7f20969c23a4fe89435048dee782205"
3,2,,2,,,,"f86225f80b3949e0a2381c3447c9b0ce"
9,2,,1,1,2,,"f8b64aabc1994c2da7b35c763ac02d0c"
9,1,2,1,2,2,,"f8d0cdee6f1b46428fa3f2aaca343443"
6,2,,1,1,2,,"f91d84ccaf7f4703b64bd4f4b962e14c"
7,2,,2,,,,"f9acae4d32c3460ca1aee792155649c0"
-999999999,2,,1,2,2,,"fac694bc9cc34a9984bcc819f28894cb"
7,2,,2,,,,"fae1214286aa4c6cb8c95f9c3864a91d"
13,2,,2,,,,"fb3f4f0bf8914135b43154c33db570af"
3,1,1,1,1,2,,"fba4d7e39eea45a9b62044c76d6ded3f"
15,98,,98,,,,"fbbb6a049ecd4658aaa4876dfd82cf60"
8,2,,2,,,,"fbf0e22f82ce426595c83c236a69796b"
16,2,,2,,,,"fbf8f05d30f94fd095971e1f3eb08cfb"
11,98,,98,,,,"fc1f1928b83e4cab9147650315de856d"
9,2,,2,,,,"fc417e42804848a0a93e0e54f176a90f"
8,2,,1,2,2,,"fc61f28ff75e41a28e4202e2a6fa55c2"
4,2,,2,,,,"fca022dd577a4a61bfb846d1e4c486dd"
7,2,,2,,,,"fe04433085b94262abf29feae7ec2cae"
10,2,,1,2,2,,"ff75528be9d54f6d810710b90fa41ea7"
