"hhid","PID","pid_unps","t0_hhid","h2q3","h2q4","h2q5","h2q6","h2q7","h2q8","h2q9a","h2q9b","h2q9c","h2q10"
"dcafd15daee7466aa58308440e95762d",2,"P04606-020","H0460602",2,2,12,,1,64,98,98,1954,1
"dcafd15daee7466aa58308440e95762d",3,"P04606-022","H0460602",,,,,,,,,,
"dcafd15daee7466aa58308440e95762d",4,"P04606-023","H0460602",,,,,,,,,,
"dcafd15daee7466aa58308440e95762d",5,"P04606-029","H0460602",2,3,12,,1,39,3,6,1979,3
"dcafd15daee7466aa58308440e95762d",6,"P04606-030","H0460602",2,4,12,,1,10,6,6,2008,5
"dcafd15daee7466aa58308440e95762d",7,"P04606-031","H0460602",1,4,12,,1,10,98,98,2008,5
"dcafd15daee7466aa58308440e95762d",8,"P04606-032","H0460602",2,4,12,,1,8,98,98,2010,
"dcafd15daee7466aa58308440e95762d",9,"P04606-033","H0460602",2,4,12,,1,13,18,12,2004,5
"dcafd15daee7466aa58308440e95762d",10,"P04606-034","H0460602",,,,,,,,,,
"dcafd15daee7466aa58308440e95762d",11,"P04606-035","H0460602",2,4,12,,1,9,98,98,2009,
"dcc1218885e34942854f55264c44c4c8",1,"P29607-001","H2960701",1,2,12,,1,64,4,9,1954,2
"dcc1218885e34942854f55264c44c4c8",2,"P29607-002","H2960701",2,1,12,,1,67,98,98,1951,2
"dcd4cbd9f49a4162afb04bab49469cf7",1,"P13102-001","H1310201",1,1,12,,1,57,25,1,1961,1
"dcd4cbd9f49a4162afb04bab49469cf7",2,"P13102-002","H1310201",2,2,12,,1,28,98,98,1990,1
"dcd4cbd9f49a4162afb04bab49469cf7",3,"P13102-005","H1310201",2,3,12,,1,8,15,3,2010,
"dcd4cbd9f49a4162afb04bab49469cf7",4,"P13102-007","H1310201",2,3,12,,1,6,15,3,2012,
"dcd4cbd9f49a4162afb04bab49469cf7",5,"P13102-010","H1310201",1,3,12,,1,4,20,10,2014,
"dcd4cbd9f49a4162afb04bab49469cf7",6,,"H1310201",1,3,12,,1,1,15,3,2017,
"dcd7b89f1a6340ab83c5308f346022e1",1,"P18107-001","H1810701",2,1,12,,1,67,98,98,1951,1
"dcd7b89f1a6340ab83c5308f346022e1",2,"P18107-003","H1810701",1,2,12,,1,65,98,98,1953,1
"dcf05141ffab4d62a2883810a99266c6",1,"P37201-001","H3720101",1,1,12,,1,55,98,98,1963,3
"dcf05141ffab4d62a2883810a99266c6",2,"P37201-002","H3720101",,,,,,,,,,
"dcf05141ffab4d62a2883810a99266c6",3,"P37201-003","H3720101",,,,,,,,,,
"dcf05141ffab4d62a2883810a99266c6",4,"P37201-004","H3720101",1,3,6,6,3,19,98,98,1999,5
"dcf05141ffab4d62a2883810a99266c6",5,"P37201-005","H3720101",1,3,12,,1,14,98,98,2004,5
"dcf05141ffab4d62a2883810a99266c6",6,"P37201-006","H3720101",,,,,,,,,,
"dcf05141ffab4d62a2883810a99266c6",7,"P37201-007","H3720101",,,,,,,,,,
"dcf55b7690154f1cb5bf1d3ae80830e5",1,"P21610-003","H2161002",2,1,12,,1,31,98,98,1987,1
"dcf55b7690154f1cb5bf1d3ae80830e5",2,"P21610-009","H2161002",1,3,12,,1,9,4,9,2008,
"dcf55b7690154f1cb5bf1d3ae80830e5",3,"P21610-011","H2161002",1,3,12,,1,8,1,5,2010,
"dcf55b7690154f1cb5bf1d3ae80830e5",4,"P21610-012","H2161002",1,3,12,,1,5,8,7,2012,
"dcf55b7690154f1cb5bf1d3ae80830e5",5,"P21610-014","H2161002",1,3,12,,1,3,25,10,2014,
"dcf55b7690154f1cb5bf1d3ae80830e5",6,,"H2161002",1,2,12,,1,31,98,98,1987,1
"dcf55b7690154f1cb5bf1d3ae80830e5",7,,"H2161002",2,3,12,,1,1,7,12,2016,
"dd0cfbd6c77641a9b57aa0c0b82ce395",1,"P39909-003","H3990901",1,1,12,,1,22,8,8,1995,1
"dd0cfbd6c77641a9b57aa0c0b82ce395",2,"P39909-004","H3990901",1,6,12,,1,21,98,98,1997,5
"dd0cfbd6c77641a9b57aa0c0b82ce395",3,"P39909-005","H3990901",1,6,6,15,4,18,98,98,2000,5
"dd0cfbd6c77641a9b57aa0c0b82ce395",4,"P39909-006","H3990901",1,6,6,15,6,,,,,
"dd0cfbd6c77641a9b57aa0c0b82ce395",5,"P39909-007","H3990901",2,6,6,15,6,,,,,
"dd0cfbd6c77641a9b57aa0c0b82ce395",6,,"H3990901",2,2,9,8,2,20,98,98,1998,1
"dd0cfbd6c77641a9b57aa0c0b82ce395",7,,"H3990901",1,3,9,6,2,3,8,9,2015,
"dd0d639d4a8b4067993cb3b92dbff5e6",1,,"H1620301",1,8,0,20,7,,,,,
"dd0d639d4a8b4067993cb3b92dbff5e6",2,,"H1620301",2,8,12,,1,79,98,98,1940,4
"dd0d639d4a8b4067993cb3b92dbff5e6",3,,"H1620301",2,1,12,,1,64,98,98,1955,4
"dd133336152d47638bcc70ac9d084f52",1,"P20310-001","H2031001",1,1,12,,1,47,98,98,1971,1
"dd133336152d47638bcc70ac9d084f52",2,"P20310-002","H2031001",2,2,12,,1,32,98,11,1985,1
"dd133336152d47638bcc70ac9d084f52",3,"P20310-003","H2031001",2,3,12,,1,12,19,9,2005,5
"dd133336152d47638bcc70ac9d084f52",4,"P20310-004","H2031001",1,3,12,,1,9,27,8,2008,
"dd133336152d47638bcc70ac9d084f52",5,"P20310-006","H2031001",2,3,12,,1,6,27,3,2011,
"dd133336152d47638bcc70ac9d084f52",6,"P20310-007","H2031001",1,3,12,,1,17,4,8,2000,5
"dd133336152d47638bcc70ac9d084f52",7,"P20310-008","H2031001",1,3,10,13,2,20,98,98,1998,5
"dd133336152d47638bcc70ac9d084f52",8,"P20310-010","H2031001",1,3,12,,1,14,22,10,2003,5
"dd133336152d47638bcc70ac9d084f52",9,"P20310-020","H2031001",1,3,12,,1,4,18,8,2013,
"dd133336152d47638bcc70ac9d084f52",10,,"H2031001",1,3,12,,1,2,27,12,2015,
"dd3b07ee7a2f4c87b38e6e4ed37ae7c8",1,"P09903-001","H0990301",2,1,12,,1,43,98,98,1975,3
"dd3b07ee7a2f4c87b38e6e4ed37ae7c8",2,"P09903-004","H0990301",2,3,12,,1,19,98,98,1999,5
"dd3b07ee7a2f4c87b38e6e4ed37ae7c8",3,"P09903-005","H0990301",,,,,,,,,,
"dd3b07ee7a2f4c87b38e6e4ed37ae7c8",4,"P09903-006","H0990301",1,3,12,,1,15,98,98,2003,5
"dd3b07ee7a2f4c87b38e6e4ed37ae7c8",5,"P09903-007","H0990301",1,3,12,,5,,,,,
"dd3b07ee7a2f4c87b38e6e4ed37ae7c8",6,"P09903-009","H0990301",2,3,12,,1,5,20,12,2012,
"dd59912417bb45d6ae5396e8ec9fe62b",1,"P30911-001","H3091101",1,1,12,,1,45,6,8,1973,2
"dd59912417bb45d6ae5396e8ec9fe62b",2,"P30911-002","H3091101",2,2,12,,1,43,14,9,1975,2
"dd59912417bb45d6ae5396e8ec9fe62b",3,"P30911-003","H3091101",1,3,12,,1,21,25,9,1997,5
"dd59912417bb45d6ae5396e8ec9fe62b",4,"P30911-005","H3091101",2,3,12,,1,18,24,4,2000,5
"dd59912417bb45d6ae5396e8ec9fe62b",5,"P30911-006","H3091101",1,3,12,,1,16,24,2,2002,5
"dd59912417bb45d6ae5396e8ec9fe62b",6,"P30911-007","H3091101",2,3,12,,1,12,4,12,2005,5
"dd59912417bb45d6ae5396e8ec9fe62b",7,"P30911-008","H3091101",1,3,12,,1,10,19,11,2007,5
"dd59912417bb45d6ae5396e8ec9fe62b",8,"P30911-011","H3091101",1,3,12,,1,6,6,8,2012,
"dd5cf1499d0646c0a98355a1e150eb05",1,,"H3440401",1,1,12,,1,32,98,98,1986,1
"dd5cf1499d0646c0a98355a1e150eb05",2,,"H3440401",2,2,10,4,1,29,17,11,1988,1
"dd5cf1499d0646c0a98355a1e150eb05",3,,"H3440401",1,3,12,,1,4,12,5,2014,
"dd5cf1499d0646c0a98355a1e150eb05",4,,"H3440401",1,3,12,,1,6,23,7,2011,
"dd5cf1499d0646c0a98355a1e150eb05",5,,"H3440401",1,3,12,,1,2,15,6,2016,
"dd626a8fbaf54df09a91e17a2cac0ef7",1,"P23507-001","H2350701",,,,,,,,,,
"dd626a8fbaf54df09a91e17a2cac0ef7",2,"P23507-002","H2350701",2,1,12,,1,43,17,7,1974,3
"dd626a8fbaf54df09a91e17a2cac0ef7",3,"P23507-003","H2350701",1,3,3,15,4,22,23,3,1995,5
"dd626a8fbaf54df09a91e17a2cac0ef7",4,"P23507-004","H2350701",1,3,12,,1,19,7,8,1998,5
"dd626a8fbaf54df09a91e17a2cac0ef7",5,"P23507-006","H2350701",1,3,12,,1,11,14,8,2006,5
"dd65af1287564544b42d67dee7c420d2",1,"P37404-001","H3740401",1,1,12,,2,45,98,98,1973,1
"dd65af1287564544b42d67dee7c420d2",2,"P37404-002","H3740401",2,2,12,,1,38,98,2,1980,1
"dd65af1287564544b42d67dee7c420d2",3,"P37404-003","H3740401",1,3,12,,1,21,20,7,1996,5
"dd65af1287564544b42d67dee7c420d2",4,"P37404-004","H3740401",,,,,,,,,,
"dd65af1287564544b42d67dee7c420d2",5,"P37404-005","H3740401",2,3,12,,1,17,20,12,2000,5
"dd65af1287564544b42d67dee7c420d2",6,"P37404-006","H3740401",2,3,12,,1,15,5,3,2003,5
"dd65af1287564544b42d67dee7c420d2",7,"P37404-007","H3740401",1,3,12,,1,12,3,5,2005,5
"dd65af1287564544b42d67dee7c420d2",8,"P37404-008","H3740401",,,,,,,,,,
"dd65af1287564544b42d67dee7c420d2",9,"P37404-009","H3740401",1,3,12,,1,10,20,7,2007,5
"dd65af1287564544b42d67dee7c420d2",10,"P37404-010","H3740401",,,,,,,,,,
"dd65af1287564544b42d67dee7c420d2",11,"P37404-011","H3740401",1,3,12,,1,8,1,2,2010,
"dd65af1287564544b42d67dee7c420d2",12,,"H3740401",1,3,12,,1,1,11,11,2016,
"dd7c77b9123f4bf7a098874ef538023b",1,"P27108-001","H2710801",1,1,12,,1,39,27,12,1978,1
"dd7c77b9123f4bf7a098874ef538023b",2,"P27108-002","H2710801",2,2,12,,1,36,98,98,1982,1
"dd7c77b9123f4bf7a098874ef538023b",3,"P27108-003","H2710801",1,3,12,,1,13,1,4,2005,5
"dd7c77b9123f4bf7a098874ef538023b",4,"P27108-004","H2710801",2,3,4,15,4,9,22,12,2008,
"dd7c77b9123f4bf7a098874ef538023b",5,"P27108-006","H2710801",2,3,12,,1,17,98,98,2001,5
"dd7c77b9123f4bf7a098874ef538023b",6,"P27108-007","H2710801",,,,,,,,,,
"dd7c77b9123f4bf7a098874ef538023b",7,"P27108-008","H2710801",2,3,12,,1,5,29,10,2012,
"dd7e9c062d9a4778b784ab7d531f1acb",1,,"H3440501",1,1,12,,1,48,27,4,1970,2
"dd7e9c062d9a4778b784ab7d531f1acb",2,,"H3440501",2,2,12,,1,38,30,10,1979,2
"dd7e9c062d9a4778b784ab7d531f1acb",3,,"H3440501",1,3,4,15,1,20,7,7,1997,5
"dd7e9c062d9a4778b784ab7d531f1acb",4,,"H3440501",1,3,4,15,4,19,14,2,1999,5
"dd7e9c062d9a4778b784ab7d531f1acb",5,,"H3440501",2,3,12,,1,17,11,4,2001,5
"dd7e9c062d9a4778b784ab7d531f1acb",6,,"H3440501",1,3,12,,1,15,26,4,2003,5
"dd7e9c062d9a4778b784ab7d531f1acb",7,,"H3440501",2,3,2,15,6,,,,,
"dd7e9c062d9a4778b784ab7d531f1acb",8,,"H3440501",2,3,12,,1,11,5,5,2007,5
"dd7e9c062d9a4778b784ab7d531f1acb",9,,"H3440501",1,3,12,,1,8,5,9,2009,
"dd7e9c062d9a4778b784ab7d531f1acb",10,,"H3440501",1,3,12,,1,6,25,9,2011,
"dd7e9c062d9a4778b784ab7d531f1acb",11,,"H3440501",1,3,2,15,6,,,,,
"ddd50bd2f77142029ef279b74dba2fc7",1,"P08602-004","H0860203",1,1,8,12,1,27,98,98,1991,3
"ddd50bd2f77142029ef279b74dba2fc7",2,"P08602-015","H0860203",,,,,,,,,,
"ddd50bd2f77142029ef279b74dba2fc7",3,"P08602-016","H0860203",,,,,,,,,,
"dde16fb17e1943e2ac8371b3a8cb380b",1,"P26307-001","H2630701",1,1,12,,1,32,12,12,1985,1
"dde16fb17e1943e2ac8371b3a8cb380b",2,"P26307-005","H2630701",2,3,12,,1,9,98,8,2009,
"dde16fb17e1943e2ac8371b3a8cb380b",3,"P26307-006","H2630701",2,2,12,,1,27,98,98,1991,1
"dde16fb17e1943e2ac8371b3a8cb380b",4,"P26307-007","H2630701",2,3,12,,1,8,18,8,2010,
"dde16fb17e1943e2ac8371b3a8cb380b",5,"P26307-008","H2630701",1,3,12,,1,6,7,11,2012,
"dde16fb17e1943e2ac8371b3a8cb380b",6,,"H2630701",1,3,12,,1,1,27,8,2017,
"dde989ef228b41b8bde94def7afffcdd",1,"P28505-011","H2850503",2,1,12,,1,29,11,7,1988,1
"dde989ef228b41b8bde94def7afffcdd",2,"P28505-012","H2850503",1,3,12,,1,8,28,3,2009,
"dde989ef228b41b8bde94def7afffcdd",3,"P28505-013","H2850503",1,2,5,12,4,32,98,98,1986,1
"de11e4d8925d4fb688498a3c4b87cc2d",1,"P18804-001","H1880401",2,1,12,,1,41,98,98,1977,4
"de11e4d8925d4fb688498a3c4b87cc2d",2,"P18804-003","H1880401",1,3,12,,1,21,18,8,1997,1
"de11e4d8925d4fb688498a3c4b87cc2d",3,"P18804-004","H1880401",2,3,0,16,7,,,,,
"de11e4d8925d4fb688498a3c4b87cc2d",4,"P18804-005","H1880401",2,3,0,7,5,,,,,
"de11e4d8925d4fb688498a3c4b87cc2d",5,"P18804-006","H1880401",1,3,12,,1,10,16,11,2007,5
"de11e4d8925d4fb688498a3c4b87cc2d",6,"P18804-007","H1880401",1,3,12,,1,8,29,9,2009,
"de11e4d8925d4fb688498a3c4b87cc2d",7,"P18804-008","H1880401",1,2,0,10,,,,,,
"de11e4d8925d4fb688498a3c4b87cc2d",8,"P18804-009","H1880401",2,3,12,,1,6,1,5,2012,
"de11e4d8925d4fb688498a3c4b87cc2d",9,,"H1880401",2,8,9,13,2,18,98,7,2000,1
"de16b9665dfd45d5b6680b3bf0bc3920",1,"P26511-001","H2651101",1,1,12,,1,49,10,10,1968,1
"de16b9665dfd45d5b6680b3bf0bc3920",2,"P26511-002","H2651101",2,2,12,,1,45,11,2,1973,1
"de16b9665dfd45d5b6680b3bf0bc3920",3,"P26511-005","H2651101",1,3,12,,1,19,24,6,1999,5
"de16b9665dfd45d5b6680b3bf0bc3920",4,"P26511-006","H2651101",2,3,12,,1,16,8,7,2002,5
"de16b9665dfd45d5b6680b3bf0bc3920",5,"P26511-007","H2651101",2,3,12,,1,11,3,1,2007,5
"de16b9665dfd45d5b6680b3bf0bc3920",6,,"H2651101",2,3,12,,1,2,22,9,2015,
"de9f5b97c79c424f90fda91d19272b6d",1,"P18301-004","H1830108",1,1,12,,1,24,8,9,1993,1
"de9f5b97c79c424f90fda91d19272b6d",2,,"H1830108",2,2,12,,1,20,98,98,1998,1
"de9f5b97c79c424f90fda91d19272b6d",3,,"H1830108",1,3,2,1,1,0,16,1,2018,
"deb37ab20ead4589a7ce4519e08b3298",1,"P14405-001","H1440501",1,1,12,,1,46,98,98,1972,2
"deb37ab20ead4589a7ce4519e08b3298",2,"P14405-002","H1440501",2,2,12,,1,38,98,98,1980,2
"deb37ab20ead4589a7ce4519e08b3298",3,"P14405-003","H1440501",2,3,0,16,7,,,,,
"deb37ab20ead4589a7ce4519e08b3298",4,"P14405-004","H1440501",2,3,12,,1,18,3,7,1999,5
"deb37ab20ead4589a7ce4519e08b3298",5,"P14405-005","H1440501",1,3,12,,1,17,11,11,2000,5
"deb37ab20ead4589a7ce4519e08b3298",6,"P14405-006","H1440501",1,3,12,,1,15,10,4,2003,5
"deb37ab20ead4589a7ce4519e08b3298",7,"P14405-007","H1440501",2,2,0,18,7,,,,,
"deb37ab20ead4589a7ce4519e08b3298",8,"P14405-008","H1440501",1,3,0,6,7,,,,,
"deb37ab20ead4589a7ce4519e08b3298",9,"P14405-009","H1440501",2,3,0,13,7,,,,,
"deb37ab20ead4589a7ce4519e08b3298",10,"P14405-010","H1440501",2,3,12,,1,12,98,9,2005,5
"deb37ab20ead4589a7ce4519e08b3298",11,"P14405-011","H1440501",2,3,12,,1,10,10,12,2007,5
"deb37ab20ead4589a7ce4519e08b3298",12,"P14405-012","H1440501",2,3,0,13,7,,,,,
"deb37ab20ead4589a7ce4519e08b3298",13,"P14405-013","H1440501",2,3,12,,1,8,6,4,2010,
"deb37ab20ead4589a7ce4519e08b3298",14,"P14405-014","H1440501",2,3,0,13,7,,,,,
"deb37ab20ead4589a7ce4519e08b3298",15,"P14405-015","H1440501",1,3,0,13,7,,,,,
"deb37ab20ead4589a7ce4519e08b3298",16,"P14405-016","H1440501",1,3,12,,1,3,15,4,2015,
"deb37ab20ead4589a7ce4519e08b3298",17,"P14405-017","H1440501",2,3,0,13,7,,,,,
"dec021836b8140fba14e782ca5ed80ba",1,"P15903-001","H1590301",1,1,12,,1,69,98,98,1949,2
"dec021836b8140fba14e782ca5ed80ba",2,"P15903-002","H1590301",2,2,12,,1,52,98,98,1966,2
"dec021836b8140fba14e782ca5ed80ba",3,"P15903-003","H1590301",,,,,,,,,,
"dec021836b8140fba14e782ca5ed80ba",4,"P15903-004","H1590301",2,3,12,,1,13,1,4,2005,5
"dec021836b8140fba14e782ca5ed80ba",5,"P15903-005","H1590301",2,3,12,,1,8,11,10,2009,
"dec021836b8140fba14e782ca5ed80ba",6,,"H1590301",2,4,12,,1,4,98,98,2014,
"dee0f89311e34bd398cdd63ec6a7af25",1,,"H3080603",1,1,12,,1,26,98,10,1991,1
"dee0f89311e34bd398cdd63ec6a7af25",2,,"H3080603",2,2,12,,1,28,19,10,1989,1
"dee0f89311e34bd398cdd63ec6a7af25",3,,"H3080603",1,3,12,,1,6,23,9,2011,
"dee0f89311e34bd398cdd63ec6a7af25",4,,"H3080603",2,3,12,,1,4,1,6,2014,
"dee0f89311e34bd398cdd63ec6a7af25",5,,"H3080603",1,3,12,,1,2,1,8,2016,
"df1cc459e7e3410ab5f6879b10c78b24",1,"P40210-001","H4021001",1,1,12,,1,46,98,12,1971,1
"df1cc459e7e3410ab5f6879b10c78b24",2,"P40210-002","H4021001",2,2,10,13,1,39,98,98,1979,1
"df1cc459e7e3410ab5f6879b10c78b24",3,"P40210-003","H4021001",2,3,0,16,7,,,,,
"df1cc459e7e3410ab5f6879b10c78b24",4,"P40210-004","H4021001",2,3,6,15,3,19,98,6,1999,5
"df1cc459e7e3410ab5f6879b10c78b24",5,"P40210-005","H4021001",1,3,12,,1,16,13,8,2001,5
"df1cc459e7e3410ab5f6879b10c78b24",6,"P40210-006","H4021001",2,3,12,,1,12,24,1,2006,5
"df1cc459e7e3410ab5f6879b10c78b24",7,"P40210-007","H4021001",2,3,12,,1,8,18,12,2009,
"df1cc459e7e3410ab5f6879b10c78b24",8,"P40210-008","H4021001",1,3,0,13,7,,,,,
"df1cc459e7e3410ab5f6879b10c78b24",9,"P40210-009","H4021001",2,3,0,13,7,,,,,
"df2252eccbfb4ec4808becfcf966820f",1,"P37710-001","H3771001",2,1,12,,1,62,22,11,1955,4
"df2252eccbfb4ec4808becfcf966820f",2,"P37710-011","H3771001",1,4,12,,1,19,13,11,1999,5
"df2252eccbfb4ec4808becfcf966820f",3,"P37710-012","H3771001",1,4,12,,1,16,98,98,2002,5
"df2252eccbfb4ec4808becfcf966820f",4,"P37710-013","H3771001",,,,,,,,,,
"df2252eccbfb4ec4808becfcf966820f",5,,"H3771001",2,4,12,,1,10,98,98,2008,5
"df2252eccbfb4ec4808becfcf966820f",6,,"H3771001",2,4,0,20,5,,,,,
"df2252eccbfb4ec4808becfcf966820f",7,,"H3771001",2,4,0,20,5,,,,,
"df837c1fa81f44449940495747a0f4cf",1,"P30605-004","H3060502",1,1,12,,1,36,98,98,1982,1
"df9e286e37fe42e9bee1e63cebcf1cdc",1,,"H2560906",1,1,12,,1,29,1,1,1989,5
"dfa5849c88624b4b93d75344729fcd60",1,"P34704-001","H3470401",1,2,5,12,4,48,23,12,1969,2
"dfa5849c88624b4b93d75344729fcd60",2,"P34704-002","H3470401",2,1,12,,1,34,98,4,1983,2
"dfa5849c88624b4b93d75344729fcd60",3,"P34704-003","H3470401",1,3,12,,2,15,98,5,2002,5
"dfa5849c88624b4b93d75344729fcd60",4,"P34704-004","H3470401",2,3,3,7,1,12,17,12,2005,5
"dfa5849c88624b4b93d75344729fcd60",5,"P34704-005","H3470401",1,3,3,7,1,11,26,12,2006,5
"dfa5849c88624b4b93d75344729fcd60",6,"P34704-006","H3470401",2,8,12,,1,10,98,6,2007,5
"dfa5849c88624b4b93d75344729fcd60",7,"P34704-007","H3470401",2,3,12,,1,7,22,5,2010,
"dfa5849c88624b4b93d75344729fcd60",8,"P34704-008","H3470401",2,3,12,,1,5,18,7,2012,
"dfa5849c88624b4b93d75344729fcd60",9,,"H3470401",1,3,6,1,1,0,28,7,2017,
"dfe6998bacc543368cc955f5795123d4",1,,"37",1,1,12,,1,25,98,98,1994,2
"dfe6998bacc543368cc955f5795123d4",2,,"37",2,2,12,,1,23,98,98,1996,2
"dfe6998bacc543368cc955f5795123d4",3,,"37",2,3,12,,1,4,30,7,2014,
"dfe6998bacc543368cc955f5795123d4",4,,"37",2,3,11,1,1,0,2,2,2018,
"dff2384f85c64450851486f279d27040",1,"P34009-001","H3400901",1,1,12,,1,39,98,11,1978,2
"dff2384f85c64450851486f279d27040",2,"P34009-002","H3400901",2,3,0,16,7,,,,,
"dff2384f85c64450851486f279d27040",3,"P34009-003","H3400901",1,3,0,13,7,,,,,
"dff2384f85c64450851486f279d27040",4,,"H3400901",2,2,12,,1,43,98,98,1975,2
"dff2384f85c64450851486f279d27040",5,,"H3400901",2,3,12,,1,9,98,98,2009,
"dff2384f85c64450851486f279d27040",6,,"H3400901",1,3,12,,1,17,98,98,2001,5
"e007e8a0e65e49ce94ae0c1eabf61008",1,,"##N/A##",1,1,12,,1,47,20,11,1970,1
"e007e8a0e65e49ce94ae0c1eabf61008",2,,"##N/A##",2,2,12,,1,38,24,11,1979,1
"e007e8a0e65e49ce94ae0c1eabf61008",3,,"##N/A##",1,3,12,,1,18,9,7,2000,5
"e007e8a0e65e49ce94ae0c1eabf61008",4,,"##N/A##",1,3,12,,1,13,6,12,2004,5
"e007e8a0e65e49ce94ae0c1eabf61008",5,,"##N/A##",2,3,12,,1,12,25,7,2006,5
"e007e8a0e65e49ce94ae0c1eabf61008",6,,"##N/A##",1,3,12,,1,10,1,10,2008,5
"e007e8a0e65e49ce94ae0c1eabf61008",7,,"##N/A##",1,3,12,,1,13,18,5,2005,5
"e007e8a0e65e49ce94ae0c1eabf61008",8,,"##N/A##",2,3,12,,1,2,25,11,2015,
"e007e8a0e65e49ce94ae0c1eabf61008",9,,"##N/A##",2,7,12,,1,11,98,98,2007,5
"e007e8a0e65e49ce94ae0c1eabf61008",10,,"##N/A##",1,6,12,,1,36,98,98,1982,5
"e0083ad3194c4bcf8ea38b0350f3f773",1,"P08708-010","H0870802",1,1,12,,1,43,25,12,1974,1
"e0083ad3194c4bcf8ea38b0350f3f773",2,"P08708-011","H0870802",2,2,12,,1,39,98,10,1978,1
"e0083ad3194c4bcf8ea38b0350f3f773",3,"P08708-012","H0870802",1,3,12,,1,17,10,2,2001,5
"e0083ad3194c4bcf8ea38b0350f3f773",4,"P08708-013","H0870802",1,3,12,,1,14,10,10,2003,5
"e0083ad3194c4bcf8ea38b0350f3f773",5,"P08708-014","H0870802",2,3,12,,1,14,10,10,2003,5
"e0083ad3194c4bcf8ea38b0350f3f773",6,"P08708-015","H0870802",1,3,4,15,4,11,24,12,2006,5
"e0083ad3194c4bcf8ea38b0350f3f773",7,"P08708-016","H0870802",1,3,12,,1,14,98,2,2004,5
"e0083ad3194c4bcf8ea38b0350f3f773",8,"P08708-017","H0870802",1,3,4,15,4,10,10,1,2008,5
"e0083ad3194c4bcf8ea38b0350f3f773",9,"P08708-019","H0870802",,,,,,,,,,
"e01e5c42078446a8a46d9424574f054e",1,"P12001-001","H1200101",1,1,12,,1,37,98,98,1981,3
"e01e5c42078446a8a46d9424574f054e",2,"P12001-009","H1200101",1,7,12,,1,12,98,98,2006,5
"e0512732c95543e29d14d72a8d5ba7f7",1,"P06807-002","H0680701",2,1,12,,1,59,98,98,1959,3
"e0512732c95543e29d14d72a8d5ba7f7",2,"P06807-003","H0680701",,,,,,,,,,
"e0512732c95543e29d14d72a8d5ba7f7",3,"P06807-004","H0680701",1,4,12,,1,17,98,12,2000,5
"e0512732c95543e29d14d72a8d5ba7f7",4,"P06807-005","H0680701",2,4,10,15,4,10,98,10,2007,5
"e0512732c95543e29d14d72a8d5ba7f7",5,"P06807-006","H0680701",2,4,12,,1,9,98,10,2008,
"e0512732c95543e29d14d72a8d5ba7f7",6,"P06807-007","H0680701",1,3,12,,1,20,4,10,1997,5
"e0512732c95543e29d14d72a8d5ba7f7",7,"P06807-008","H0680701",2,5,12,,1,73,98,7,1944,4
"e0512732c95543e29d14d72a8d5ba7f7",8,,"H0680701",2,4,12,,1,6,98,98,2012,
"e0567864040f4ef4b16a07373eab1b85",1,"P20610-001","H2061003",1,1,12,,1,66,98,98,1952,1
"e0567864040f4ef4b16a07373eab1b85",2,"P20610-002","H2061003",2,2,12,,1,57,98,98,1961,1
"e0567864040f4ef4b16a07373eab1b85",3,"P20610-003","H2061003",,,,,,,,,,
"e0567864040f4ef4b16a07373eab1b85",4,"P20610-004","H2061003",2,3,12,,1,19,98,98,1999,5
"e0567864040f4ef4b16a07373eab1b85",5,"P20610-027","H2061003",,,,,,,,,,
"e0567864040f4ef4b16a07373eab1b85",6,,"H2061003",2,3,0,6,5,,,,,
"e0567864040f4ef4b16a07373eab1b85",7,,"H2061003",2,4,0,4,5,,,,,
"e07960ca513542b48628f1806e5e7b08",1,"P05909-003","H0590906",1,1,12,,1,29,14,4,1989,5
"e07bc322c4884559b4b8ca75c945dd3e",1,"P21612-003","H2161202",2,1,12,,1,30,98,98,1988,2
"e07bc322c4884559b4b8ca75c945dd3e",2,"P21612-009","H2161202",2,3,12,,1,10,28,5,2008,5
"e07bc322c4884559b4b8ca75c945dd3e",3,"P21612-010","H2161202",1,3,12,,2,8,17,2,2010,
"e07bc322c4884559b4b8ca75c945dd3e",4,"P21612-011","H2161202",1,3,12,,2,5,5,7,2012,
"e07bc322c4884559b4b8ca75c945dd3e",5,"P21612-016","H2161202",2,3,12,,1,4,23,5,2014,
"e07bc322c4884559b4b8ca75c945dd3e",6,,"H2161202",1,3,12,,1,1,24,6,2016,
"e07bc322c4884559b4b8ca75c945dd3e",7,,"H2161202",2,3,1,1,1,0,21,5,2018,
"e0ea8986ed524b1a9823cfe0a79ca934",1,"P04202-001","H0420201",1,1,12,,1,41,18,3,1977,2
"e0ea8986ed524b1a9823cfe0a79ca934",2,"P04202-002","H0420201",,,,,,,,,,
"e0ea8986ed524b1a9823cfe0a79ca934",3,"P04202-003","H0420201",,,,,,,,,,
"e0ea8986ed524b1a9823cfe0a79ca934",4,"P04202-004","H0420201",1,3,12,,4,14,98,98,2004,5
"e0ea8986ed524b1a9823cfe0a79ca934",5,"P04202-006","H0420201",,,,,,,,,,
"e0ea8986ed524b1a9823cfe0a79ca934",6,,"H0420201",2,2,10,8,1,21,27,10,1997,2
"e0ea8986ed524b1a9823cfe0a79ca934",7,,"H0420201",1,3,10,6,1,2,27,9,2016,
