"hhid","PID","pid_unps","t0_hhid","h2q3","h2q4","h2q5","h2q6","h2q7","h2q8","h2q9a","h2q9b","h2q9c","h2q10"
"45b626e85ac24e50939037995cb50c55",4,"P39105-008","H3910501",1,3,5,15,4,9,23,5,2008,
"45b626e85ac24e50939037995cb50c55",5,"P39105-009","H3910501",1,3,12,,1,6,14,10,2011,
"45e2ee95fc5d43209952a116c1df9f91",1,"P41210-001","H4121001",2,1,12,,1,35,5,2,1983,3
"45e2ee95fc5d43209952a116c1df9f91",2,"P41210-002","H4121001",1,3,12,,1,11,23,1,2007,5
"45e2ee95fc5d43209952a116c1df9f91",3,"P41210-003","H4121001",2,3,12,,1,6,30,4,2012,
"45ffec175cab46ff95d72b6f6f651b39",1,"P14007-002","H1400701",2,1,12,,1,51,98,98,1967,4
"45ffec175cab46ff95d72b6f6f651b39",2,"P14007-008","H1400701",,,,,,,,,,
"45ffec175cab46ff95d72b6f6f651b39",3,"P14007-009","H1400701",1,3,12,,1,23,98,3,1995,1
"45ffec175cab46ff95d72b6f6f651b39",4,"P14007-010","H1400701",1,3,2,15,4,14,98,4,2003,5
"45ffec175cab46ff95d72b6f6f651b39",5,"P14007-012","H1400701",1,4,12,,1,12,98,8,2005,5
"45ffec175cab46ff95d72b6f6f651b39",6,"P14007-013","H1400701",,,,,,,,,,
"45ffec175cab46ff95d72b6f6f651b39",7,"P14007-020","H1400701",2,3,10,12,2,30,98,7,1987,3
"45ffec175cab46ff95d72b6f6f651b39",8,"P14007-023","H1400701",,,,,,,,,,
"45ffec175cab46ff95d72b6f6f651b39",9,,"H1400701",2,4,12,,1,4,26,1,2014,
"45ffec175cab46ff95d72b6f6f651b39",10,,"H1400701",2,10,12,,1,19,98,98,1999,1
"45ffec175cab46ff95d72b6f6f651b39",11,,"H1400701",1,4,12,,1,1,10,8,2016,
"46148e9cac444dd29d783073cf99257a",1,"P38001-001","H3800101",1,1,12,,2,58,4,2,1960,1
"46148e9cac444dd29d783073cf99257a",2,"P38001-002","H3800101",2,2,12,,1,45,98,98,1973,1
"46148e9cac444dd29d783073cf99257a",3,"P38001-003","H3800101",2,3,3,13,3,12,14,2,2006,5
"46148e9cac444dd29d783073cf99257a",4,"P38001-004","H3800101",1,3,4,13,4,17,16,11,2000,5
"46148e9cac444dd29d783073cf99257a",5,"P38001-005","H3800101",2,3,10,13,2,10,4,12,2007,5
"46148e9cac444dd29d783073cf99257a",6,"P38001-006","H3800101",2,3,12,,1,8,12,3,2010,
"46148e9cac444dd29d783073cf99257a",7,"P38001-007","H3800101",2,3,12,,1,5,13,7,2013,
"46148e9cac444dd29d783073cf99257a",8,"P38001-008","H3800101",,,,,,,,,,
"46148e9cac444dd29d783073cf99257a",9,,"H3800101",2,3,12,,1,1,5,11,2016,
"46148e9cac444dd29d783073cf99257a",10,,"H3800101",2,3,12,,1,18,7,12,1999,5
"46148e9cac444dd29d783073cf99257a",11,,"H3800101",1,3,12,,1,29,10,12,1988,3
"46235a9f1237490b8d6433136a08bd86",1,,"H3830201",1,1,12,,1,38,5,2,1980,1
"46235a9f1237490b8d6433136a08bd86",2,,"H3830201",2,2,12,,1,31,12,5,1987,1
"46235a9f1237490b8d6433136a08bd86",3,,"H3830201",2,3,5,15,4,10,13,8,2007,5
"46235a9f1237490b8d6433136a08bd86",4,,"H3830201",1,3,4,15,4,9,10,9,2008,
"46235a9f1237490b8d6433136a08bd86",5,,"H3830201",1,3,4,15,4,6,11,11,2011,
"46235a9f1237490b8d6433136a08bd86",6,,"H3830201",1,3,5,15,1,5,4,8,2012,
"46235a9f1237490b8d6433136a08bd86",7,,"H3830201",2,3,11,1,1,0,27,7,2017,
"46235a9f1237490b8d6433136a08bd86",8,,"H3830201",1,6,5,13,5,,,,,
"46235a9f1237490b8d6433136a08bd86",9,,"H3830201",1,8,4,13,5,,,,,
"4671909a9d8f4687a430a852704fb0c3",1,"P19709-001","H1970901",2,1,12,,1,79,98,98,1939,4
"4671909a9d8f4687a430a852704fb0c3",2,"P19709-004","H1970901",1,4,3,6,1,19,98,98,1999,5
"467b429b385f4d04961c022a0ca0a6a8",1,"P30701-003","H3070104",1,3,0,13,7,,,,,
"467b429b385f4d04961c022a0ca0a6a8",2,"P30701-018","H3070104",2,8,0,13,7,,,,,
"467b429b385f4d04961c022a0ca0a6a8",3,"P30701-020","H3070104",1,4,0,13,7,,,,,
"467b429b385f4d04961c022a0ca0a6a8",4,,"H3070104",2,4,0,13,7,,,,,
"467b429b385f4d04961c022a0ca0a6a8",5,,"H3070104",1,1,11,6,1,50,15,3,1968,3
"468e3f6ef60a49e1b311c81dabce6226",1,"P36106-001","H3610601",2,1,12,,1,48,7,12,1969,1
"468e3f6ef60a49e1b311c81dabce6226",2,"P36106-002","H3610601",1,2,8,12,4,53,98,98,1965,1
"468e3f6ef60a49e1b311c81dabce6226",3,"P36106-004","H3610601",1,3,3,18,7,,,,,
"468e3f6ef60a49e1b311c81dabce6226",4,"P36106-005","H3610601",1,3,2,18,7,,,,,
"468e3f6ef60a49e1b311c81dabce6226",5,"P36106-006","H3610601",2,3,2,16,7,,,,,
"468e3f6ef60a49e1b311c81dabce6226",6,"P36106-007","H3610601",2,3,4,12,7,,,,,
"468e3f6ef60a49e1b311c81dabce6226",7,"P36106-008","H3610601",2,3,4,12,7,,,,,
"468e3f6ef60a49e1b311c81dabce6226",8,"P36106-009","H3610601",1,3,3,12,7,,,,,
"468e3f6ef60a49e1b311c81dabce6226",9,"P36106-010","H3610601",1,3,10,16,4,19,9,7,1999,5
"468e3f6ef60a49e1b311c81dabce6226",10,"P36106-011","H3610601",1,7,5,18,7,,,,,
"468e3f6ef60a49e1b311c81dabce6226",11,"P36106-012","H3610601",2,7,12,,1,14,98,98,2004,5
"468e3f6ef60a49e1b311c81dabce6226",12,"P36106-013","H3610601",2,4,3,20,7,,,,,
"468e3f6ef60a49e1b311c81dabce6226",13,"P36106-014","H3610601",2,8,4,15,7,,,,,
"468e3f6ef60a49e1b311c81dabce6226",14,"P36106-018","H3610601",1,8,3,20,7,,,,,
"468e3f6ef60a49e1b311c81dabce6226",15,"P36106-019","H3610601",2,4,12,,2,4,11,2,2014,
"468e3f6ef60a49e1b311c81dabce6226",16,"P36106-020","H3610601",2,4,3,20,7,,,,,
"468e3f6ef60a49e1b311c81dabce6226",17,"P36106-021","H3610601",2,8,3,20,7,,,,,
"468e3f6ef60a49e1b311c81dabce6226",18,,"H3610601",2,4,12,,1,1,2,3,2017,
"468e3f6ef60a49e1b311c81dabce6226",19,,"H3610601",2,3,12,,1,12,98,98,2006,5
"46ab1f5be0f440e487a0392b39355056",1,,"H1920501",2,2,12,,1,67,98,98,1951,1
"46ab1f5be0f440e487a0392b39355056",2,,"H1920501",2,3,12,,1,32,98,4,1986,1
"46ab1f5be0f440e487a0392b39355056",3,,"H1920501",1,3,0,16,7,,,,,
"46ab1f5be0f440e487a0392b39355056",4,,"H1920501",1,4,3,15,4,22,98,5,1996,5
"46ab1f5be0f440e487a0392b39355056",5,,"H1920501",1,4,0,15,7,,,,,
"46ab1f5be0f440e487a0392b39355056",6,,"H1920501",2,4,12,,1,15,30,5,2003,5
"46ab1f5be0f440e487a0392b39355056",7,,"H1920501",1,4,12,,1,13,31,5,2005,5
"46ab1f5be0f440e487a0392b39355056",8,,"H1920501",1,4,12,,1,10,31,5,2008,5
"46ab1f5be0f440e487a0392b39355056",9,,"H1920501",1,4,12,,1,7,18,1,2011,
"46ab1f5be0f440e487a0392b39355056",10,,"H1920501",2,4,0,13,7,,,,,
"46ab1f5be0f440e487a0392b39355056",11,,"H1920501",1,4,12,,1,2,4,11,2015,
"46ab1f5be0f440e487a0392b39355056",12,,"H1920501",1,1,12,,1,71,98,98,1947,1
"46ab1f5be0f440e487a0392b39355056",13,,"H1920501",2,4,5,7,5,,,,,
"46b08237f3294fbf81555bb0ac51ecf8",0,,"H0501001",,,,,,,,,,
"46b08237f3294fbf81555bb0ac51ecf8",1,,"H0501001",2,2,12,,1,46,98,11,1972,1
"46b08237f3294fbf81555bb0ac51ecf8",2,,"H0501001",1,3,8,12,7,,,,,
"46b08237f3294fbf81555bb0ac51ecf8",3,,"H0501001",1,3,12,,1,16,16,10,2002,5
"46b08237f3294fbf81555bb0ac51ecf8",4,,"H0501001",2,3,12,,1,10,31,12,2008,5
"46b08237f3294fbf81555bb0ac51ecf8",5,,"H0501001",1,3,12,,1,7,28,10,2011,
"46b08237f3294fbf81555bb0ac51ecf8",6,,"H0501001",2,3,8,13,7,,,,,
"46b08237f3294fbf81555bb0ac51ecf8",7,,"H0501001",1,1,12,,1,50,13,12,1968,1
"46b08237f3294fbf81555bb0ac51ecf8",8,,"H0501001",2,4,12,,1,5,98,1,2014,
"46b30d5d8b6649f591f3e3be8f50f1d3",1,,"H3670601",1,1,12,,1,57,8,8,1961,4
"46b30d5d8b6649f591f3e3be8f50f1d3",2,,"H3670601",1,3,12,,2,22,10,10,1996,5
"46b5fbc14f5444edb489b06f4305e851",1,"P14601-001","H1460101",1,1,12,,1,37,1,11,1980,1
"46b5fbc14f5444edb489b06f4305e851",2,"P14601-002","H1460101",2,2,12,,1,29,25,2,1989,1
"46b5fbc14f5444edb489b06f4305e851",3,"P14601-003","H1460101",2,3,12,,1,2,4,10,2015,
"46b5fbc14f5444edb489b06f4305e851",4,,"H1460101",2,3,1,1,1,0,25,4,2018,
"46c178409da54f979ef66829c18f853a",1,"P06303-002","H0630301",2,1,12,,1,77,98,98,1941,4
"46c178409da54f979ef66829c18f853a",2,"P06303-003","H0630301",2,3,12,,1,38,98,98,1980,3
"46c178409da54f979ef66829c18f853a",3,"P06303-004","H0630301",1,4,11,13,2,17,98,98,2001,5
"46c178409da54f979ef66829c18f853a",4,"P06303-006","H0630301",1,4,11,6,1,15,98,98,2003,5
"46c178409da54f979ef66829c18f853a",5,"P06303-010","H0630301",2,4,12,,1,9,25,5,2009,
"46c178409da54f979ef66829c18f853a",6,"P06303-020","H0630301",1,4,12,,1,11,98,98,2007,5
"46c178409da54f979ef66829c18f853a",7,"P06303-021","H0630301",1,4,12,,1,8,98,98,2010,
"46c178409da54f979ef66829c18f853a",8,,"H0630301",2,4,12,,1,6,9,4,2012,
"46c75559ccb44ebf89eedefa432db56f",1,"P29208-004","H2920804",2,2,12,,1,27,8,7,1990,1
"46c75559ccb44ebf89eedefa432db56f",2,"P29208-012","H2920804",1,1,12,,1,29,21,11,1988,1
"46c75559ccb44ebf89eedefa432db56f",3,"P29208-013","H2920804",2,3,12,,1,3,17,3,2015,
"46c75559ccb44ebf89eedefa432db56f",4,,"H2920804",2,3,12,,1,1,9,5,2017,
"4705b49e9d2943b4a56d90016672e079",1,"P14810-001","H1481001",1,1,12,,1,67,11,11,1950,2
"4705b49e9d2943b4a56d90016672e079",2,"P14810-002","H1481001",2,2,12,,1,40,98,10,1977,2
"4705b49e9d2943b4a56d90016672e079",3,"P14810-004","H1481001",1,3,8,15,4,17,27,7,2000,5
"4705b49e9d2943b4a56d90016672e079",4,"P14810-005","H1481001",2,3,12,,1,15,15,3,2003,5
"4705b49e9d2943b4a56d90016672e079",5,"P14810-006","H1481001",1,3,12,,1,11,20,4,2006,5
"4705b49e9d2943b4a56d90016672e079",6,"P14810-007","H1481001",2,3,12,,1,9,27,2,2009,
"4705b49e9d2943b4a56d90016672e079",7,"P14810-008","H1481001",1,3,12,,1,6,12,5,2011,
"4705b49e9d2943b4a56d90016672e079",8,"P14810-009","H1481001",2,3,12,,1,3,15,2,2015,
"470e17533ccf4f868089ce4a3f8b9524",1,"P41608-001","H4160801",1,1,12,,1,36,5,4,1982,1
"470e17533ccf4f868089ce4a3f8b9524",2,"P41608-002","H4160801",2,2,12,,1,28,10,8,1989,1
"470e17533ccf4f868089ce4a3f8b9524",3,"P41608-003","H4160801",1,3,12,,1,6,10,1,2012,
"470e17533ccf4f868089ce4a3f8b9524",4,"P41608-006","H4160801",2,3,12,,1,3,16,5,2014,
"470e17533ccf4f868089ce4a3f8b9524",5,"P41608-007","H4160801",,,,,,,,,,
"471d44ec2f89422e90c75f16e4bbe19f",1,"P16305-004","H1630502",,,,,,,,,,
"471d44ec2f89422e90c75f16e4bbe19f",2,"P16305-005","H1630502",2,1,12,,1,24,98,10,1993,1
"471d44ec2f89422e90c75f16e4bbe19f",3,"P16305-006","H1630502",2,3,12,,1,7,18,3,2011,
"471d44ec2f89422e90c75f16e4bbe19f",4,"P16305-009","H1630502",2,3,12,,1,5,28,1,2013,
"471d44ec2f89422e90c75f16e4bbe19f",5,,"H1630502",2,10,12,,1,10,98,98,2008,5
"471d44ec2f89422e90c75f16e4bbe19f",6,,"H1630502",2,3,12,,1,2,8,2,2016,
"471d44ec2f89422e90c75f16e4bbe19f",7,,"H1630502",2,3,0,1,1,0,22,5,2018,
"471d44ec2f89422e90c75f16e4bbe19f",8,,"H1630502",1,10,12,,1,18,20,10,1999,5
"471d44ec2f89422e90c75f16e4bbe19f",9,,"H1630502",1,10,12,,1,14,10,10,2003,5
"4744755a091648359b3febff5281d02c",1,"P33201-002","H3320101",2,2,12,,1,35,13,11,1982,1
"4744755a091648359b3febff5281d02c",2,"P33201-005","H3320101",1,3,12,,1,7,24,1,2011,
"4744755a091648359b3febff5281d02c",3,"P33201-001","H3320101",1,1,12,,1,52,2,2,1966,1
"4744755a091648359b3febff5281d02c",4,"P33201-004","H3320101",2,3,12,,1,8,29,11,2009,
"4744755a091648359b3febff5281d02c",5,"P33201-003","H3320101",1,3,12,,1,11,5,7,2006,5
"4744755a091648359b3febff5281d02c",6,"P33201-006","H3320101",2,3,12,,1,25,2,2,1993,5
"4744755a091648359b3febff5281d02c",7,"P33201-007","H3320101",2,3,12,,1,3,25,12,2014,
"4744755a091648359b3febff5281d02c",8,,"H3320101",2,3,12,,1,22,1,12,1995,5
"4767c50c4b1d4fb19200671c732d3336",1,"P19104-001","H1910401",1,1,12,,1,66,12,11,1951,3
"4767c50c4b1d4fb19200671c732d3336",2,"P19104-002","H1910401",1,3,12,,1,26,6,6,1992,1
"4767c50c4b1d4fb19200671c732d3336",3,"P19104-003","H1910401",1,3,0,13,6,,,,,
"4767c50c4b1d4fb19200671c732d3336",4,"P19104-004","H1910401",1,3,12,,1,25,98,98,1993,5
"4767c50c4b1d4fb19200671c732d3336",5,,"H1910401",2,8,12,,1,19,98,98,1999,1
"476c397ab85342c09f4541d690f4c150",1,,"H2171002",1,1,12,,1,38,98,98,1980,2
"476c397ab85342c09f4541d690f4c150",2,,"H2171002",2,2,12,,1,31,1,1,1987,2
"476c397ab85342c09f4541d690f4c150",3,,"H2171002",2,3,12,,1,6,31,5,2012,
"476c397ab85342c09f4541d690f4c150",4,,"H2171002",1,3,12,,1,2,11,2,2016,
"477360319e3b4caaac9c57d73c0a901b",1,"P21108-001","H2110801",1,2,5,6,3,58,4,1,1960,1
"477360319e3b4caaac9c57d73c0a901b",2,"P21108-002","H2110801",2,1,12,,1,50,98,98,1968,1
"477360319e3b4caaac9c57d73c0a901b",3,"P21108-003","H2110801",,,,,,,,,,
"477360319e3b4caaac9c57d73c0a901b",4,"P21108-004","H2110801",1,3,12,,1,24,25,10,1994,5
"477360319e3b4caaac9c57d73c0a901b",5,"P21108-005","H2110801",,,,,,,,,,
"477360319e3b4caaac9c57d73c0a901b",6,"P21108-006","H2110801",1,3,0,15,6,,,,,
"477360319e3b4caaac9c57d73c0a901b",7,"P21108-007","H2110801",1,3,5,7,3,18,98,98,2000,5
"477360319e3b4caaac9c57d73c0a901b",8,"P21108-008","H2110801",2,3,12,,1,15,98,98,2003,5
"477360319e3b4caaac9c57d73c0a901b",9,"P21108-013","H2110801",,,,,,,,,,
"477360319e3b4caaac9c57d73c0a901b",10,"P21108-014","H2110801",,,,,,,,,,
"477360319e3b4caaac9c57d73c0a901b",11,"P21108-015","H2110801",1,4,12,,1,5,1,11,2013,
"477360319e3b4caaac9c57d73c0a901b",12,,"H2110801",2,8,12,,1,19,98,98,1999,5
"477360319e3b4caaac9c57d73c0a901b",13,,"H2110801",1,8,12,,1,1,24,5,2017,
"477360319e3b4caaac9c57d73c0a901b",14,,"H2110801",2,8,0,4,5,,,,,
"477360319e3b4caaac9c57d73c0a901b",15,,"H2110801",2,4,0,4,7,,,,,
"477360319e3b4caaac9c57d73c0a901b",16,,"H2110801",1,4,0,4,5,,,,,
"477360319e3b4caaac9c57d73c0a901b",17,,"H2110801",2,8,1,8,1,20,98,98,1998,1
"479c32b9044c44bfb3fbaab3de5b1950",1,"P42702-001","H4270201",1,1,12,,1,37,98,5,1981,1
"479c32b9044c44bfb3fbaab3de5b1950",2,"P42702-002","H4270201",2,2,12,,1,38,15,3,1980,1
"479c32b9044c44bfb3fbaab3de5b1950",3,"P42702-003","H4270201",1,3,4,15,4,11,4,5,2007,5
"479c32b9044c44bfb3fbaab3de5b1950",4,"P42702-004","H4270201",1,3,12,,1,9,15,11,2009,
"479c32b9044c44bfb3fbaab3de5b1950",5,"P42702-005","H4270201",2,3,12,,1,7,29,12,2011,
"479f4db7643b44ca9d207aa5990a646a",1,,"H3030403",1,1,12,,1,26,16,6,1992,1
"479f4db7643b44ca9d207aa5990a646a",2,,"H3030403",2,2,12,,1,25,24,9,1993,1
"479f4db7643b44ca9d207aa5990a646a",3,,"H3030403",1,3,12,,1,6,30,9,2012,
"479f4db7643b44ca9d207aa5990a646a",4,,"H3030403",1,3,12,,1,3,25,5,2015,
"479f4db7643b44ca9d207aa5990a646a",5,,"H3030403",2,3,9,1,1,0,8,4,2018,
"47b0ebb1f9cd4d988a684982758920f8",1,"P42004-001","H4200401",1,1,10,8,2,65,98,98,1953,2
"47b0ebb1f9cd4d988a684982758920f8",2,"P42004-002","H4200401",2,2,12,,1,55,11,2,1963,2
"47b0ebb1f9cd4d988a684982758920f8",3,"P42004-003","H4200401",,,,,,,,,,
"47b0ebb1f9cd4d988a684982758920f8",4,"P42004-004","H4200401",,,,,,,,,,
"47b0ebb1f9cd4d988a684982758920f8",5,"P42004-006","H4200401",1,10,12,,1,41,98,98,1977,3
"47b0ebb1f9cd4d988a684982758920f8",6,"P42004-007","H4200401",,,,,,,,,,
"47b0ebb1f9cd4d988a684982758920f8",7,"P42004-008","H4200401",2,7,10,15,4,18,98,98,2000,5
"47b0ebb1f9cd4d988a684982758920f8",8,"P42004-009","H4200401",2,3,10,15,4,16,5,8,2001,5
"47b0ebb1f9cd4d988a684982758920f8",9,"P42004-010","H4200401",1,3,12,,1,14,15,12,2003,5
"47b0ebb1f9cd4d988a684982758920f8",10,"P42004-011","H4200401",,,,,,,,,,
"47b0ebb1f9cd4d988a684982758920f8",11,"P42004-012","H4200401",1,3,12,,1,22,30,8,1995,5
"47b0ebb1f9cd4d988a684982758920f8",12,"P42004-013","H4200401",,,,,,,,,,
"47b0ebb1f9cd4d988a684982758920f8",13,"P42004-014","H4200401",,,,,,,,,,
"47b0ebb1f9cd4d988a684982758920f8",14,"P42004-015","H4200401",1,3,3,15,4,21,2,4,1997,5
"47b0ebb1f9cd4d988a684982758920f8",15,"P42004-016","H4200401",,,,,,,,,,
"47b0ebb1f9cd4d988a684982758920f8",16,"P42004-017","H4200401",,,,,,,,,,
"47b61c4c2bd6450badcf443c9cd9dedf",1,"P23107-001","H2310701",1,1,12,,1,70,98,98,1948,1
"47b61c4c2bd6450badcf443c9cd9dedf",2,"P23107-002","H2310701",2,2,12,,1,58,98,12,1959,1
"47b61c4c2bd6450badcf443c9cd9dedf",3,"P23107-004","H2310701",1,3,0,18,7,,,,,
"47b61c4c2bd6450badcf443c9cd9dedf",4,"P23107-008","H2310701",,,,,,,,,,
"47b61c4c2bd6450badcf443c9cd9dedf",5,"P23107-009","H2310701",2,4,0,13,7,,,,,
"47b61c4c2bd6450badcf443c9cd9dedf",6,,"H2310701",2,4,12,,1,13,1,6,2005,5
"47b61c4c2bd6450badcf443c9cd9dedf",7,,"H2310701",1,4,12,,1,11,27,6,2007,5
"47d69bd96a9d4f9997891303469af8a6",1,"P37509-001","H3750901",1,1,12,,1,50,5,7,1968,2
"47d69bd96a9d4f9997891303469af8a6",2,"P37509-002","H3750901",2,2,7,13,2,28,98,98,1991,2
"47d69bd96a9d4f9997891303469af8a6",3,"P37509-003","H3750901",2,3,9,15,3,8,2,5,2010,
"47d69bd96a9d4f9997891303469af8a6",4,"P37509-004","H3750901",2,3,10,13,1,5,7,8,2013,
"47d69bd96a9d4f9997891303469af8a6",5,,"H3750901",1,3,10,13,2,3,13,8,2015,
"47d9c355ee5f46e682a7da679dd2fc43",1,"P39602-001","H3960201",2,1,12,,1,34,98,98,1984,4
"47d9c355ee5f46e682a7da679dd2fc43",2,"P39602-002","H3960201",2,3,8,6,2,16,98,98,2002,5
"47d9c355ee5f46e682a7da679dd2fc43",3,"P39602-003","H3960201",1,3,12,,1,14,98,98,2004,5
"47d9c355ee5f46e682a7da679dd2fc43",4,"P39602-004","H3960201",,,,,,,,,,
"47d9c355ee5f46e682a7da679dd2fc43",5,"P39602-005","H3960201",2,3,0,10,,,,,,
"47d9c355ee5f46e682a7da679dd2fc43",6,"P39602-006","H3960201",1,3,0,20,7,,,,,
"47d9c355ee5f46e682a7da679dd2fc43",7,"P39602-007","H3960201",1,3,0,20,7,,,,,
"47d9c355ee5f46e682a7da679dd2fc43",8,,"H3960201",1,3,12,,1,3,28,11,2014,
"4800775f1b474d6f9d520e72aa13835b",1,"P23506-001","H2350601",1,1,12,,1,48,98,98,1970,2
"4800775f1b474d6f9d520e72aa13835b",2,"P23506-002","H2350601",2,2,12,,1,39,98,98,1979,2
"4800775f1b474d6f9d520e72aa13835b",3,"P23506-003","H2350601",1,3,12,,1,21,98,8,1996,5
"4800775f1b474d6f9d520e72aa13835b",4,"P23506-005","H2350601",2,3,12,,1,14,7,2,2004,5
"4800775f1b474d6f9d520e72aa13835b",5,"P23506-006","H2350601",2,3,12,,1,10,20,12,2007,5
"4800775f1b474d6f9d520e72aa13835b",6,"P23506-007","H2350601",2,3,12,,1,8,4,8,2009,
"4800775f1b474d6f9d520e72aa13835b",7,"P23506-009","H2350601",1,3,12,,1,20,11,5,1997,1
"4800775f1b474d6f9d520e72aa13835b",8,"P23506-010","H2350601",1,3,12,,1,18,98,3,2000,5
"4800775f1b474d6f9d520e72aa13835b",9,"P23506-011","H2350601",1,3,12,,1,14,14,5,2003,5
"4800775f1b474d6f9d520e72aa13835b",10,"P23506-012","H2350601",,,,,,,,,,
"4800775f1b474d6f9d520e72aa13835b",11,"P23506-018","H2350601",1,3,12,,1,5,9,6,2012,
"4800775f1b474d6f9d520e72aa13835b",12,"P23506-019","H2350601",2,3,12,,1,18,1,9,1999,5
"4800775f1b474d6f9d520e72aa13835b",13,,"H2350601",2,8,4,8,1,17,5,12,2000,1
"4800775f1b474d6f9d520e72aa13835b",14,,"H2350601",2,3,11,9,1,23,4,12,1994,3
"4800775f1b474d6f9d520e72aa13835b",15,,"H2350601",1,4,11,6,1,4,1,9,2013,
"4813d1b6fd624686bea922bb2a7b15c0",1,"P26502-004","H2650201",,,,,,,,,,
"4813d1b6fd624686bea922bb2a7b15c0",2,"P26502-006","H2650201",1,7,12,,1,9,4,12,2008,
"4813d1b6fd624686bea922bb2a7b15c0",3,"P26502-007","H2650201",2,1,12,,1,43,98,98,1975,3
"4813d1b6fd624686bea922bb2a7b15c0",4,"P26502-008","H2650201",,,,,,,,,,
"48525ca36bd84cf29457c91fee6290c2",1,"P37101-001","H3710101",2,1,12,,1,58,98,98,1960,1
"48525ca36bd84cf29457c91fee6290c2",2,"P37101-002","H3710101",,,,,,,,,,
"48525ca36bd84cf29457c91fee6290c2",3,"P37101-003","H3710101",1,2,12,,1,74,98,98,1944,1
"486739652807472c83803fc4a0273b73",1,"P37505-001","H3750501",,,,,,,,,,
"486739652807472c83803fc4a0273b73",2,"P37505-002","H3750501",2,1,12,,1,48,98,5,1970,4
"486739652807472c83803fc4a0273b73",3,"P37505-004","H3750501",,,,,,,,,,
"486739652807472c83803fc4a0273b73",4,"P37505-005","H3750501",1,3,12,,2,24,20,12,1994,3
"486739652807472c83803fc4a0273b73",5,"P37505-006","H3750501",1,3,12,,1,19,2,1,2000,5
"486739652807472c83803fc4a0273b73",6,"P37505-007","H3750501",2,3,8,12,2,17,2,1,2002,5
"486739652807472c83803fc4a0273b73",7,"P37505-008","H3750501",,,,,,,,,,
"486739652807472c83803fc4a0273b73",8,"P37505-009","H3750501",1,3,12,,1,12,16,2,2006,5
"486739652807472c83803fc4a0273b73",9,"P37505-010","H3750501",2,3,12,,1,10,1,1,2009,5
"486739652807472c83803fc4a0273b73",10,"P37505-011","H3750501",1,3,12,,1,7,28,2,2011,
"48849264132e4546adaf2b058a5a03f1",1,"P08409-003","H0840902",1,1,12,,1,26,28,7,1992,1
"48849264132e4546adaf2b058a5a03f1",2,"P08409-016","H0840902",2,2,12,,1,23,6,8,1995,1
"48849264132e4546adaf2b058a5a03f1",3,,"H0840902",2,3,12,,1,3,16,6,2015,
"48849264132e4546adaf2b058a5a03f1",4,,"H0840902",1,3,12,,1,1,4,1,2017,
"4887460ccd5247eba70a03cf7e9601d8",1,"P23708-009","H2370803",1,1,12,,1,39,9,5,1979,1
"4887460ccd5247eba70a03cf7e9601d8",2,"P23708-010","H2370803",2,2,12,,1,41,10,5,1977,1
"4887460ccd5247eba70a03cf7e9601d8",3,"P23708-011","H2370803",1,3,12,,1,13,27,2,2005,5
"4887460ccd5247eba70a03cf7e9601d8",4,"P23708-012","H2370803",1,3,12,,1,11,26,4,2007,5
"4887460ccd5247eba70a03cf7e9601d8",5,"P23708-013","H2370803",1,3,12,,1,8,9,4,2010,
"4887460ccd5247eba70a03cf7e9601d8",6,"P23708-024","H2370803",2,3,12,,1,4,4,4,2014,
"48b8a639028a46f78490c905d591c675",1,"P34209-001","H3420901",1,1,12,,1,28,26,5,1990,2
"48b8a639028a46f78490c905d591c675",2,"P34209-002","H3420901",2,2,12,,1,26,98,98,1993,2
"48b8a639028a46f78490c905d591c675",3,"P34209-003","H3420901",2,3,12,,1,5,22,12,2013,
"48b8a639028a46f78490c905d591c675",4,,"H3420901",1,3,12,,1,2,12,4,2016,
"48dbe140ca1a496d91b933bd803796b4",1,"P34508-001","H3450801",2,1,12,,1,43,27,6,1975,4
"48dbe140ca1a496d91b933bd803796b4",2,"P34508-002","H3450801",2,3,12,,2,19,5,8,1999,5
"48dbe140ca1a496d91b933bd803796b4",3,"P34508-003","H3450801",1,3,12,,1,13,14,9,2004,5
"48dbe140ca1a496d91b933bd803796b4",4,"P34508-005","H3450801",1,3,12,,1,11,20,5,2007,5
"48dbe140ca1a496d91b933bd803796b4",5,,"H3450801",2,7,12,,1,2,15,2,2016,
"49035e3c71464389b22369ebb2ec7573",1,"P23303-001","H2330301",2,1,12,,2,61,98,98,1957,4
"49035e3c71464389b22369ebb2ec7573",2,"P23303-002","H2330301",1,3,12,,1,29,98,98,1989,1
"49035e3c71464389b22369ebb2ec7573",3,"P23303-003","H2330301",,,,,,,,,,
"49035e3c71464389b22369ebb2ec7573",4,"P23303-004","H2330301",2,4,12,,1,15,98,98,2003,5
"49035e3c71464389b22369ebb2ec7573",5,"P23303-005","H2330301",1,3,12,,2,21,98,98,1997,5
"49035e3c71464389b22369ebb2ec7573",6,"P23303-008","H2330301",2,3,12,,1,32,98,98,1986,2
"49035e3c71464389b22369ebb2ec7573",7,,"H2330301",,,,,,,,,,
"49035e3c71464389b22369ebb2ec7573",8,,"H2330301",2,4,12,,2,4,16,4,2014,
"4917418dce494d69876e940228352d6a",1,"P19407-001","H1940701",1,1,12,,1,44,31,12,1973,1
"4917418dce494d69876e940228352d6a",2,"P19407-002","H1940701",2,2,12,,1,34,98,98,1984,1
