"hhid","PID","pid_unps_wave7","s4q02","s4q03","s4q04","s4q04_1","s4q05","s4q06","s4q07","s4q08","s4q09","s4q10","s4q11","s4q12","s4q7_1a","s4q7_1b","s4q07a","s4q07_3_1","s4q7_3","s4q12_1","s4q12_2","s4q13","s4q14","s4q14b","h4q15h","h4q15i","h4q15j","h4q15e","h4q15b","h4q15c","h4q15d","h4q15k","s4h15f","h4q15g_1","h4q15g","s4q16","s4q17","s4q18"
"b991f018797a4ac69cdd5e12ed1eb1bb",4,"6",2,2,1,,3,,,,11,12,1,1,,,,,,,1,2,60,1,75000,,3000,,,15000,,,4500,,97500,1,1,3
"b991f018797a4ac69cdd5e12ed1eb1bb",6,"8",2,2,1,,3,,,,1,1,1,1,,,,,,,1,2,60,1,60000,,,,,6000,,,4500,,70500,1,1,3
"b99303e6cfd04d169e3c5816bebd8aa0",1,"1",1,,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b99303e6cfd04d169e3c5816bebd8aa0",2,"3",2,1,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b99303e6cfd04d169e3c5816bebd8aa0",3,"4",2,1,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b99303e6cfd04d169e3c5816bebd8aa0",4,"6",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b9bdff7f66314b48aba37875c21c57c8",1,"1",1,,1,1,2,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b9c14f2fe5c54701a464a820ab60157f",1,"1",2,2,4,,2,,51,1,,,,,,,,"ACCOUNTING",411,,,,,,,,,,,,,,,,,,,
"b9c14f2fe5c54701a464a820ab60157f",2,"2",1,,4,2,2,,61,1,,,,,,,,"EDUCATION",113,,,,,,,,,,,,,,,,,,,
"b9c14f2fe5c54701a464a820ab60157f",3,"3",2,2,1,,3,,,,0,1,2,1,,,,,,,2,1.5,40,1,140000,5000,,,12000,3000,,,10000,,170000,2,,2
"b9c14f2fe5c54701a464a820ab60157f",4,"4",2,2,4,,2,,51,1,,,,,,,,"ENGINEERING",799,,,,,,,,,,,,,,,,,,,
"b9eff8f172ee42e0b824fe36749a1f46",1,"1",2,2,4,,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b9eff8f172ee42e0b824fe36749a1f46",2,"2",1,,1,1,2,,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b9eff8f172ee42e0b824fe36749a1f46",4,"6",2,2,4,,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b9eff8f172ee42e0b824fe36749a1f46",5,"7",2,2,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b9f0ab277d574f02b69370c737213267",1,"1",1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b9f0ab277d574f02b69370c737213267",2,"2",2,1,4,,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b9f0ab277d574f02b69370c737213267",3,"3",2,1,1,,3,,,,1,1,2,3,,,,,,2,1,1.5,45,1,105000,,,,20000,25000,,,6000,,156000,2,,3
"b9f0ab277d574f02b69370c737213267",4,"4",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b9ff3bfd5fd147168b5fcc0ce3e89583",1,"1",1,,4,2,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba1e88a87d044941874f5451bbc5bcfd",1,"1",1,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba1e88a87d044941874f5451bbc5bcfd",2,"3",1,,1,1,3,,,,11,12,1,1,,,,,,,1,3,50,1,20000,,9000,,16000,5000,,,,,50000,1,1,3
"ba2add5bc6a941e3b0460be09776d25d",1,"1",2,4,4,,3,,,,15,16,2,3,,,,,,2,1,3,10,4,1,,70000,,35000,1,750000,,,2610000,3465000,2,,2
"ba2add5bc6a941e3b0460be09776d25d",2,"3",1,,4,2,2,,61,10,,,,,,,,"BACHELORS DEGREE IN DEVELOPMENT STUDIES",923,,,,,,,,,,,,,,,,,,,
"ba2add5bc6a941e3b0460be09776d25d",3,"4",2,2,4,,3,,,,12,13,2,3,,,,,,2,1,3,10,4,1,,,,30000,1,750000,,450000,2400000,3630000,2,,2
"ba2add5bc6a941e3b0460be09776d25d",4,"5",2,2,4,,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba2add5bc6a941e3b0460be09776d25d",5,"6",2,2,4,,2,,61,1,,,,,,,,"BACHELORS DEGREE IN HUMAN RESOURCE MANNAGEMENT",413,,,,,,,,,,,,,,,,,,,
"ba2add5bc6a941e3b0460be09776d25d",6,"8",2,2,4,,3,,,,16,30,1,3,,,,,,2,1,3,10,2,1,1,,,130000,150000,360000,,1,2250000,2890000,2,,2
"ba2ce38d51a74c28a29bf26bd79e8e86",1,"1",1,,1,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba2ce38d51a74c28a29bf26bd79e8e86",2,"2",2,1,4,,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba2ce38d51a74c28a29bf26bd79e8e86",3,"3",2,1,1,,2,,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba679ebab7a24078a059771ed2c6d798",1,"1",1,,4,2,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba679ebab7a24078a059771ed2c6d798",2,"2",2,1,1,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba679ebab7a24078a059771ed2c6d798",4,"4",1,,4,2,3,,,,32,33,1,3,,,,,,2,1,5,40,8,312000,,30000,,22000,68000,,,365000,,797000,1,1,2
"ba679ebab7a24078a059771ed2c6d798",5,"5",2,1,4,,3,,,,15,16,1,1,,,,,,,1,2.5,45,1,33000,1000,6000,,12000,16500,,,6000,,74500,1,3,3
"ba679ebab7a24078a059771ed2c6d798",6,"7",2,1,1,,3,,,,12,13,1,1,,,,,,,1,2.5,45,1,33000,1000,6000,,7000,12000,,,6000,,65000,1,1,3
"ba679ebab7a24078a059771ed2c6d798",7,"8",2,1,1,,3,,,,11,12,1,1,,,,,,,1,2.5,40,1,27000,1000,2000,,,5000,,,4000,,39000,1,1,3
"ba679ebab7a24078a059771ed2c6d798",8,"9",2,1,1,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba679ebab7a24078a059771ed2c6d798",9,,2,1,4,,3,,,,14,15,1,1,,,,,,,1,2.5,40,1,,2000,,,,5000,,,,,7000,2,,3
"ba7f4486c8b646b586fff76bc63694a1",1,"1",1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba7f4486c8b646b586fff76bc63694a1",2,"2",2,1,4,,3,,,,15,16,1,1,,,,,,,1,1,30,1,,,9000,,15000,30000,,,30000,,84000,1,1,2
"ba7f4486c8b646b586fff76bc63694a1",3,"3",2,1,1,,3,,,,13,13,1,1,,,,,,,1,1,30,1,,,6000,,5000,18000,,,,,29000,2,,2
"ba7f4486c8b646b586fff76bc63694a1",4,"4",2,2,1,,3,,,,11,12,1,1,,,,,,,1,1,30,1,,,4500,,10000,18000,,,,,32500,1,1,3
"ba7f4486c8b646b586fff76bc63694a1",5,"5",2,2,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba7f4486c8b646b586fff76bc63694a1",6,"6",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba7f4486c8b646b586fff76bc63694a1",7,"7",1,,4,2,2,,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba7f4486c8b646b586fff76bc63694a1",9,"9",2,1,4,,3,,,,30,31,2,3,,,,,,1,1,,,,1,1,1,1,15000,60000,12000,,300000,600000,987000,2,,
"ba81be4a3ee64134b255a3f8956baf6e",1,"1",1,,1,1,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba81be4a3ee64134b255a3f8956baf6e",2,"2",1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba81be4a3ee64134b255a3f8956baf6e",3,"3",1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba81be4a3ee64134b255a3f8956baf6e",5,"5",1,,4,1,2,,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba81be4a3ee64134b255a3f8956baf6e",6,"6",2,3,4,,2,,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba81be4a3ee64134b255a3f8956baf6e",9,,2,3,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba98465a8d674c38a712ba4090d8f502",1,"1",1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba98465a8d674c38a712ba4090d8f502",2,"2",2,1,4,,3,,,,1,10,2,1,,,,,,,1,2,60,1,90000,,,,,12000,,,9000,,111000,2,,2
"ba98465a8d674c38a712ba4090d8f502",3,"3",2,1,1,,3,,,,1,1,2,1,,,,,,,1,2,60,1,60000,,,,18000,10500,,,9000,,97500,2,,2
"ba98465a8d674c38a712ba4090d8f502",4,"4",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba98465a8d674c38a712ba4090d8f502",5,"5",2,1,4,,2,,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba9e0d497a294929b1f91c16efc88dd7",1,"1",2,2,4,,2,,34,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba9e0d497a294929b1f91c16efc88dd7",2,"2",1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ba9e0d497a294929b1f91c16efc88dd7",5,"5",2,2,4,,2,,61,1,,,,,,,,"BACHELOR'S DEGREE IN SCIENCE COMPUTING",613,,,,,,,,,,,,,,,,,,,
"ba9e0d497a294929b1f91c16efc88dd7",6,"6",2,2,4,,3,,,,60,60,2,3,3,1,3,"BACHELOR'S DEGREE IN INFORMATION TECHNOLOGY",610,1,1,,,,1,200000,,1,,600000,30000,,1,3800000,4630000,2,,
"ba9e0d497a294929b1f91c16efc88dd7",7,"7",2,2,4,,3,,,,16,30,4,2,,,,,,,1,,,,1,50000,,1,160000,180000,120000,,1,2160000,2670000,2,,
"baa1137dc2a14b808dc19162fdd0b69a",1,"1",2,3,4,,3,,,,12,13,1,1,,,,,,,1,3,45,1,,,6000,,,33000,,,10500,60000,109500,1,1,2
"baa1137dc2a14b808dc19162fdd0b69a",2,"2",2,3,4,,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"baa1137dc2a14b808dc19162fdd0b69a",3,"3",1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"baa1137dc2a14b808dc19162fdd0b69a",4,"6",2,3,4,,3,,,,15,16,1,1,,,,,,,1,3,45,1,,,44000,,,66000,,,10500,150000,270500,1,4,2
"baa1137dc2a14b808dc19162fdd0b69a",5,"9",2,3,1,,3,,,,11,12,1,1,,,,,,,1,3,45,1,,,6000,,,12000,,,10500,42000,70500,1,1,2
"baa1137dc2a14b808dc19162fdd0b69a",7,"14",2,3,1,,3,,,,1,10,2,1,,,,,,,1,0.2,10,1,108000,1000,,,,4500,,,,,113500,2,,2
"baa1137dc2a14b808dc19162fdd0b69a",8,"15",2,3,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"baa1137dc2a14b808dc19162fdd0b69a",9,"16",2,3,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"baad02af91cd49d59fb922375b6570f0",1,"1",2,2,4,,2,,41,1,,,,,,,,"CERTIFICATE IN BUILDING",732,,,,,,,,,,,,,,,,,,,
"baad02af91cd49d59fb922375b6570f0",2,"2",1,,4,2,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"baad02af91cd49d59fb922375b6570f0",3,"3",1,,1,1,3,,,,10,11,2,3,,,,,,2,1,0.3,20,1,195000,,9000,,,18000,,,7500,,229500,2,,3
"baad02af91cd49d59fb922375b6570f0",4,"4",2,2,1,,3,,,,1,1,2,3,,,,,,2,1,0.3,20,1,165000,,9000,,,18000,,,7500,,199500,2,,3
"baae5a260fa144fca69a974635fa114d",1,"1",1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"baae5a260fa144fca69a974635fa114d",2,"2",1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"baae5a260fa144fca69a974635fa114d",3,"3",2,2,4,,3,,,,12,13,4,1,,,,,,,1,1,30,1,240000,,9000,,,30000,,,30000,,309000,2,,2
"baae5a260fa144fca69a974635fa114d",4,"4",2,2,1,,3,,,,10,11,4,3,,,,,,2,1,1,30,1,240000,,9000,,,30000,,,30000,,309000,2,,2
"baae5a260fa144fca69a974635fa114d",5,"5",2,2,1,,3,,,,1,1,4,1,,,,,,,1,1,30,1,120000,,9000,,,20000,,,20000,,169000,2,,3
"baae5a260fa144fca69a974635fa114d",6,"6",2,2,1,,3,,,,0,1,4,1,,,,,,,1,1,35,1,60000,,3000,,,10000,,,5000,,78000,2,,2
"baae5a260fa144fca69a974635fa114d",7,"7",2,2,4,,3,,,,13,14,4,1,,,,,,,1,1,30,1,240000,,9000,,,30000,,,30000,,309000,2,,3
"bab47cfce3644791a8864224d5d0d673",1,"1",1,,1,1,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bab47cfce3644791a8864224d5d0d673",2,"6",2,1,4,,3,,,,0,10,1,1,,,,,,,1,2,40,1,,2000,6000,,,4000,,,10000,,22000,1,1,3
"bab47cfce3644791a8864224d5d0d673",3,"7",2,1,4,,2,,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bab4ac8a059844a69cfc95aa39c4fbfa",1,"1",1,,4,2,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bab4ac8a059844a69cfc95aa39c4fbfa",2,"2",2,4,4,,3,,,,50,50,2,3,2,1,2,"NATIONAL DIPLOMA IN ACHIITECTURAL ENGINEERING",710,2,1,50,120,2,2200000,,,,,120000,300000,,,,2620000,2,,3
"bab4ac8a059844a69cfc95aa39c4fbfa",3,"3",2,4,4,,2,,31,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bab4ac8a059844a69cfc95aa39c4fbfa",4,,1,,4,2,2,,51,3,,,,,,,,"DIPLOMA IN PRIMARY EDUCATION",114,,,,,,,,,,,,,,,,,,,
"babce4c54f7948a79ce986d72bae32d8",1,"1",1,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"babce4c54f7948a79ce986d72bae32d8",2,"2",2,1,4,,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"babce4c54f7948a79ce986d72bae32d8",3,"6",2,1,4,,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"babce4c54f7948a79ce986d72bae32d8",4,"7",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"babce4c54f7948a79ce986d72bae32d8",5,"8",2,1,1,,3,,,,12,13,1,1,,,,,,,1,1,10,1,36000,,3000,,10000,31000,,,,,80000,1,1,3
"bac1e1a10a5a44babb6cf21463891f45",1,"1",1,,4,2,2,,31,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bac1e1a10a5a44babb6cf21463891f45",2,"2",2,1,4,,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bac1e1a10a5a44babb6cf21463891f45",3,"3",2,1,4,,2,,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bac1e1a10a5a44babb6cf21463891f45",4,"4",1,,4,2,3,,,,14,15,1,1,,,,,,,1,1,30,1,,,24000,,15000,24000,,,75000,,138000,1,1,2
"bac1e1a10a5a44babb6cf21463891f45",5,"5",2,1,4,,3,,,,13,14,2,1,,,,,,,1,1,30,1,300000,,6000,,15000,24000,,,15000,,360000,2,,2
"bac1e1a10a5a44babb6cf21463891f45",6,"10",2,1,4,,2,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bac1e1a10a5a44babb6cf21463891f45",7,"11",2,1,4,,2,,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bac1e1a10a5a44babb6cf21463891f45",8,"12",2,1,4,,3,,,,14,15,1,1,,,,,,,1,1,30,1,,,24000,,15000,24000,,,75000,,138000,1,1,2
"bac1e1a10a5a44babb6cf21463891f45",9,"13",2,1,4,,3,,,,11,12,2,1,,,,,,,1,1,30,1,300000,,6000,,10000,24000,,,15000,,355000,2,,2
"bac1e1a10a5a44babb6cf21463891f45",10,"14",2,1,1,,3,,,,0,1,2,1,,,,,,,1,0.5,15,1,60000,,,,,9000,,,500,,69500,2,,2
"bac1e1a10a5a44babb6cf21463891f45",11,"15",2,1,1,,3,,,,1,1,2,1,,,,,,,1,1,30,1,300000,,6000,,10000,24000,,,15000,,355000,2,,2
"baf140fd09684716b150ac68f1c0a61a",1,"1",1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"baf140fd09684716b150ac68f1c0a61a",2,"2",2,1,1,,3,,,,11,12,1,3,,,,,,2,2,3,60,1,87500,2000,4500,,,15000,,,51000,,160000,1,1,3
"baf140fd09684716b150ac68f1c0a61a",3,"3",2,1,1,,3,,,,0,1,2,1,,,,,,,1,0.2,10,1,30000,2000,2000,,,2000,,,30000,,66000,2,,3
"baf140fd09684716b150ac68f1c0a61a",4,"4",2,1,1,,3,,,,0,1,2,1,,,,,,,1,0.2,10,1,30000,2000,2000,,,2000,,,30000,,66000,2,,3
"baf140fd09684716b150ac68f1c0a61a",5,"6",2,1,4,,2,,51,3,,,,,,,,"BRICK LAYING AND CONCRETE PRACTICE",799,,,,,,,,,,,,,,,,,,,
"bb134e8f81b344a9a30131d02b84b34e",1,"1",2,4,2,,2,,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bb134e8f81b344a9a30131d02b84b34e",2,"2",2,1,1,,3,,,,10,11,2,3,,,,,,1,1,,,,,,,,,,,,270000,,270000,1,3,
"bb134e8f81b344a9a30131d02b84b34e",4,"4",1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bb29554f6b394b429eed575c62b42025",1,"1",1,,1,1,2,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bb29554f6b394b429eed575c62b42025",3,"7",2,1,1,,3,,,,0,10,1,1,,,,,,,1,1.3,35,1,9000,,2000,,4000,7500,,,,,22500,1,1,3
"bb29554f6b394b429eed575c62b42025",5,"9",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bb2f433ee23341c386a88d9932949166",1,"1",1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bb41822c4af74293847663a7814f61d8",1,"1",1,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bb41822c4af74293847663a7814f61d8",2,"2",2,1,4,,3,,,,32,33,1,2,,,,,,,1,,,,240000,,45000,280000,,56000,16000,,22400,,659400,2,,
"bb41822c4af74293847663a7814f61d8",3,"4",2,1,1,,3,,,,1,1,2,1,,,,,,,1,1,30,1,150000,5000,6000,,,9000,,,4000,,174000,2,,2
"bb46540a20634fac8da2b0f642491fbe",1,"1",1,,4,2,2,,16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bb46540a20634fac8da2b0f642491fbe",2,"3",2,1,4,,2,,15,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bba8bc6507a547b793b7f033189aa492",1,"1",1,,4,2,2,,51,1,,,,,,,,"DIPLOMA IN ELECTRICAL ENGINEERING",710,,,,,,,,,,,,,,,,,,,
"bbb14758455e472182e8d6a98ef60b89",1,"1",2,2,4,,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bbb14758455e472182e8d6a98ef60b89",2,"2",1,,4,2,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bbb14758455e472182e8d6a98ef60b89",4,"4",2,2,4,,2,,51,3,,,,,,,,"CERTIFICATE IN ACCOUNTING",411,,,,,,,,,,,,,,,,,,,
"bbb14758455e472182e8d6a98ef60b89",5,"5",2,2,4,,3,,,,32,33,1,3,,,,,,1,1,,,,1320000,160000,,,,120000,24000,,260000,,1884000,1,1,
"bbb14758455e472182e8d6a98ef60b89",6,"6",2,2,4,,3,,,,14,15,2,1,,,,,,,1,0.2,5,1,240000,,,,,60000,,,,,300000,2,,3
"bbb14758455e472182e8d6a98ef60b89",7,"7",2,2,4,,3,,,,12,13,2,1,,,,,,,1,3,10,96,540000,,,,20000,60000,300000,,180000,,1100000,2,,2
"bbb14758455e472182e8d6a98ef60b89",8,"8",2,2,4,,3,,,,1,10,2,1,,,,,,,1,0.4,15,1,225000,,,,,22500,,,4500,,252000,2,,3
"bbb14758455e472182e8d6a98ef60b89",9,"9",2,2,1,,3,,,,0,1,2,1,,,,,,,2,0.4,15,1,210000,1000,,,25000,6000,,,4500,,246500,2,,2
"bbb14758455e472182e8d6a98ef60b89",10,"10",2,2,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bbb14758455e472182e8d6a98ef60b89",11,"11",2,2,4,,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bbe988d76e74439997133682935ed301",1,"1",1,,4,1,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bbe988d76e74439997133682935ed301",2,"2",1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bbe988d76e74439997133682935ed301",3,"3",1,,1,1,2,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bbe988d76e74439997133682935ed301",4,"4",2,1,4,,3,,,,32,33,2,3,,,,,,1,1,,,,1125000,,,,15000,120000,60000,,30000,,1350000,2,,
"bbe988d76e74439997133682935ed301",5,"5",2,1,4,,3,,,,15,16,1,3,,,,,,1,1,,,,15000,,,270000,,20000,,,,,305000,1,1,
"bbe988d76e74439997133682935ed301",6,"6",2,2,2,,3,,,,13,14,1,1,,,,,,,1,2,45,1,15000,,,,,15000,,,,,30000,1,1,3
"bbe988d76e74439997133682935ed301",7,"7",2,2,1,,3,,,,11,12,1,1,,,,,,,1,2,45,1,15000,,,,,12000,,,,,27000,1,1,3
"bbe988d76e74439997133682935ed301",8,"8",2,2,1,,3,,,,0,10,1,1,,,,,,,1,2,45,1,15000,,,,,4500,,,,,19500,1,1,3
"bbe988d76e74439997133682935ed301",9,"9",2,2,1,,3,,,,0,10,1,1,,,,,,,2,2,45,1,15000,,,,,4500,,,,,19500,1,1,3
"bbfcdd7904cf47f09f984394a4611b0b",1,"1",1,,1,1,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bc418bbbee4e4baf854fb44300a023c5",1,"1",1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bc418bbbee4e4baf854fb44300a023c5",2,"2",2,1,4,,3,,,,14,15,2,3,,,,,,1,1,,,,1800000,,,,35000,63000,15000,,120000,50000,2083000,2,,
"bc418bbbee4e4baf854fb44300a023c5",3,"3",2,1,4,,2,,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bc418bbbee4e4baf854fb44300a023c5",6,,2,1,4,,3,,,,30,31,1,1,,,,,,,1,0.6,10,1,660000,20000,,,30000,55000,,,40000,,805000,2,,2
"bc5a536d7ff04b1e86fb4c85a5ae6a6b",1,"1",1,,4,2,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bc5a536d7ff04b1e86fb4c85a5ae6a6b",2,"5",1,,4,2,3,,,,12,13,1,1,,,,,,,1,0.4,10,1,1,,1,,,35500,,,1,75000,110500,1,1,2
"bc5a536d7ff04b1e86fb4c85a5ae6a6b",3,,2,1,1,,3,,,,0,1,1,1,,,,,,,1,0.4,10,1,1,,1,,20000,12400,,,,95000,127400,2,,3
"bc71ea2673dd4def92aaf1ab7d80a21f",1,"1",1,,4,2,2,,33,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bc968aaf6f2d41b789eda8af7be667f6",1,"1",2,2,1,,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bc968aaf6f2d41b789eda8af7be667f6",2,"2",1,,1,1,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bc968aaf6f2d41b789eda8af7be667f6",3,"4",1,,4,2,3,,,,14,15,1,1,,,,,,,1,0.2,5,1,9000,,8000,,12000,40000,,,14000,,83000,1,1,2
"bc968aaf6f2d41b789eda8af7be667f6",4,"5",2,2,1,,3,,,,12,13,1,1,,,,,,,1,0.2,5,1,9000,,8000,,12000,30000,,,10000,8000,77000,1,1,2
"bc968aaf6f2d41b789eda8af7be667f6",5,"6",2,2,1,,3,,,,10,11,1,1,,,,,,,1,0.2,5,1,9000,,6000,,12000,10000,,,,,37000,1,1,3
"bc968aaf6f2d41b789eda8af7be667f6",6,"7",2,2,1,,3,,,,0,10,1,1,,,,,,,1,0.2,5,1,6000,3000,,,12000,5000,,,,,26000,1,1,3
"bc9cfee31ebe4ac4bd5f00c51c333716",1,"1",1,,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bc9cfee31ebe4ac4bd5f00c51c333716",2,"2",2,1,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bc9cfee31ebe4ac4bd5f00c51c333716",3,"3",2,1,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bc9cfee31ebe4ac4bd5f00c51c333716",4,"4",2,1,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bc9cfee31ebe4ac4bd5f00c51c333716",5,"5",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bc9cfee31ebe4ac4bd5f00c51c333716",6,"6",1,,1,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bc9cfee31ebe4ac4bd5f00c51c333716",7,"7",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bcb37722cebc401e8080e2fe4f31d2d0",1,"1",2,2,4,,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bcb37722cebc401e8080e2fe4f31d2d0",2,"2",1,,4,2,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bcb37722cebc401e8080e2fe4f31d2d0",3,"3",2,2,1,,3,,,,1,1,1,1,,,,,,,1,2,45,1,1,,1,,15000,3000,,,,45000,63000,1,1,3
"bcdabcdc67f74aceb06fa8d9e2d6b375",1,"1",1,,4,2,2,,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bcdabcdc67f74aceb06fa8d9e2d6b375",2,"2",1,,4,2,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bcdabcdc67f74aceb06fa8d9e2d6b375",3,"3",2,1,1,,3,,,,1,1,2,1,,,,,,,1,0.2,5,1,1,3000,1,,,21000,,,1,315000,339000,2,,1
"bcdabcdc67f74aceb06fa8d9e2d6b375",4,"4",2,1,4,,3,,,,13,13,1,1,,,,,,,1,2,30,1,30000,,18000,,,18000,,,,,66000,1,1,3
"bce2cbdf226842779f36c61b8f757fa9",1,"1",2,2,4,,2,,41,3,,,,,,,,"CERTIFICATE IN PUBLIC HEALTH",1029,,,,,,,,,,,,,,,,,,,
