"hhid","PID","pid_unps_wave7","s4q02","s4q03","s4q04","s4q04_1","s4q05","s4q06","s4q07","s4q08","s4q09","s4q10","s4q11","s4q12","s4q7_1a","s4q7_1b","s4q07a","s4q07_3_1","s4q7_3","s4q12_1","s4q12_2","s4q13","s4q14","s4q14b","h4q15h","h4q15i","h4q15j","h4q15e","h4q15b","h4q15c","h4q15d","h4q15k","s4h15f","h4q15g_1","h4q15g","s4q16","s4q17","s4q18"
"0007d1f1449242feb5a25429644fb991",1,"1",2,6,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0007d1f1449242feb5a25429644fb991",2,"3",2,6,4,,2,,51,3,,,,,,,,"PRIMARY TEACHERS CERTIFICATE",110,,,,,,,,,,,,,,,,,,,
"0007d1f1449242feb5a25429644fb991",3,"4",2,6,2,,2,,41,3,,,,,,,,"BUILDING",732,,,,,,,,,,,,,,,,,,,
"0007d1f1449242feb5a25429644fb991",6,,1,,2,2,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0010cbae3cea4ec9831f6cd92b02dc16",1,"1",1,,4,2,2,,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0010cbae3cea4ec9831f6cd92b02dc16",2,"2",2,1,1,,2,,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0010cbae3cea4ec9831f6cd92b02dc16",4,"6",2,1,1,,2,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00246782f8654441a9df0f6ec0b6fc9f",1,"1",2,2,4,,2,,41,3,,,,,,,,"CERTIFICATE IN TAILORING",723,,,,,,,,,,,,,,,,,,,
"00246782f8654441a9df0f6ec0b6fc9f",2,"2",2,1,1,,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00246782f8654441a9df0f6ec0b6fc9f",3,"3",1,,4,2,3,,,,12,13,1,3,,,,,,2,1,1.5,30,1,49500,2000,9000,,10000,10200,,,,,80700,1,1,2
"00246782f8654441a9df0f6ec0b6fc9f",4,"4",2,2,1,,3,,,,1,1,1,1,,,,,,,1,1.5,30,1,120000,,,,,5100,,,97200,,222300,1,1,2
"00246782f8654441a9df0f6ec0b6fc9f",5,"5",2,1,1,,3,,,,0,1,1,1,,,,,,,1,1.5,30,1,120000,2000,,,10000,5100,,,97200,,234300,1,1,2
"00246782f8654441a9df0f6ec0b6fc9f",6,"6",2,2,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"003ed8d32f794609919d60d2ed8813e8",1,"1",2,3,4,,3,,,,12,13,1,1,,,,,,,1,1,20,1,,,6000,,,12000,,,,5000,23000,1,1,3
"003ed8d32f794609919d60d2ed8813e8",2,"2",2,3,4,,3,,,,12,13,1,1,,,,,,,1,1,20,1,,,6000,,,12000,,,,5000,23000,1,1,3
"003ed8d32f794609919d60d2ed8813e8",3,"3",1,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"003ed8d32f794609919d60d2ed8813e8",4,"4",2,3,4,,3,,,,13,14,1,1,,,,,,,1,1,20,1,,,9000,,,8000,,,10000,,27000,1,1,3
"005fbc5779014a0290b088071bde9f72",1,"1",1,,1,1,2,,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0060071f3f414406af7312d68eae8513",1,"1",2,3,1,,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0060071f3f414406af7312d68eae8513",2,"2",2,3,1,,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0060071f3f414406af7312d68eae8513",3,"3",1,,1,1,2,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"007341c9c07448a580714ee6a46d427f",1,"1",2,2,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"007341c9c07448a580714ee6a46d427f",2,"2",1,,4,2,2,,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"007341c9c07448a580714ee6a46d427f",3,"3",2,2,4,,3,,,,1,1,2,3,,,,,,2,1,0.15,5,1,900000,,,,,,,,,,900000,2,,3
"008c674975f24ea79f50e30cbd4ee635",1,"1",2,5,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"008c674975f24ea79f50e30cbd4ee635",2,"2",2,5,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"008c674975f24ea79f50e30cbd4ee635",4,"5",2,5,1,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"008c674975f24ea79f50e30cbd4ee635",5,"6",1,,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"008c674975f24ea79f50e30cbd4ee635",6,"8",2,5,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"009c1baa0edb44f8af47773ce0b7caaa",1,"1",1,,4,2,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"009c1baa0edb44f8af47773ce0b7caaa",2,"2",2,1,4,,3,,,,32,33,2,3,,,,,,1,1,,,,1,,,1,,120000,150000,,90000,1050000,1410000,2,,
"009c1baa0edb44f8af47773ce0b7caaa",4,,2,1,1,,3,,,,11,12,1,1,,,,,,,1,1,45,1,90000,,,,,35000,,,6000,,131000,1,1,2
"00b48fb6bcf84dd581bd7b2be5f908a0",1,"1",1,,4,2,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00b4bea2a97641f88ae09439328edd9a",1,"1",1,,4,2,2,,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00b4bea2a97641f88ae09439328edd9a",2,"3",2,1,4,,3,,,,32,33,2,3,,,,,,1,2,,,,1500000,150000,,1500000,250000,60000,90000,,300000,,3850000,2,,
"00b4bea2a97641f88ae09439328edd9a",3,"4",1,,4,2,3,,,,12,13,2,3,,,,,,1,1,,,,600000,,,450000,,45000,60000,,90000,,1245000,2,,
"00c2b27287a74f948fef24a8de42825c",1,"1",2,3,1,,2,,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00c2b27287a74f948fef24a8de42825c",2,"2",2,3,4,,3,,,,13,14,1,1,,,,,,,1,1.6,60,1,75000,,,,,50000,,,,,125000,2,,3
"00c2b27287a74f948fef24a8de42825c",3,"4",1,,4,2,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00c2b27287a74f948fef24a8de42825c",4,"5",2,3,1,,3,,,,11,12,1,1,,,,,,,1,1.6,60,1,75000,,,,,306000,,,,,381000,2,,3
"00c2b27287a74f948fef24a8de42825c",5,"6",2,3,1,,3,,,,10,11,1,1,,,,,,,1,1.6,60,1,75000,,,,,306000,,,,,381000,2,,3
"00cb487f12014891b3efa5c8679d18ab",1,"1",1,,1,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00cb487f12014891b3efa5c8679d18ab",2,"2",1,,1,1,2,,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00cb487f12014891b3efa5c8679d18ab",3,"3",2,2,2,,3,,,,33,33,1,2,,,,,,,1,,,,900000,,15000,,,90000,60000,,60000,,1125000,1,1,
"00cb487f12014891b3efa5c8679d18ab",4,"4",2,2,4,,3,,,,40,40,2,3,3,1,3,"hair dressing",1012,2,1,0.5,8,1,400000,,,,,,,,65000,,465000,2,,3
"00d5da8bbd544c548a71f176496ee4b6",1,"1",2,2,4,,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00d5da8bbd544c548a71f176496ee4b6",2,"2",1,,1,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00d5da8bbd544c548a71f176496ee4b6",3,"3",2,2,4,,2,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00d5da8bbd544c548a71f176496ee4b6",4,"4",2,2,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00d5da8bbd544c548a71f176496ee4b6",5,"5",2,2,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00dc3a212a1f40698656b2dc7cc97a85",1,"1",2,2,4,,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00dc3a212a1f40698656b2dc7cc97a85",2,"2",1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00dc3a212a1f40698656b2dc7cc97a85",3,"3",2,2,4,,3,,,,14,14,4,1,,,,,,,1,0.5,10,1,150000,,21000,,,40000,,,9000,,220000,2,,3
"00dc3a212a1f40698656b2dc7cc97a85",4,"4",2,2,1,,3,,,,12,13,1,1,,,,,,,1,4,60,1,60000,,21000,,15000,40000,,,25000,,161000,1,1,3
"00dc3a212a1f40698656b2dc7cc97a85",5,"5",2,2,1,,3,,,,13,13,4,1,,,,,,,1,0.5,10,1,12000,,15000,,,40000,,,5000,,72000,2,,3
"00dc3a212a1f40698656b2dc7cc97a85",6,"6",2,2,1,,3,,,,1,10,2,1,,,,,,,1,0.5,10,1,66000,,15000,,,12000,,,6000,,99000,2,,3
"00dc3a212a1f40698656b2dc7cc97a85",7,"8",2,2,1,,3,,,,1,1,4,1,,,,,,,1,0.5,10,1,66000,,15000,,,10000,,,,,91000,2,,3
"00dc3a212a1f40698656b2dc7cc97a85",8,"9",2,2,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0142f6f0c8f9435c97ac2563a6f390ec",1,"1",1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0142f6f0c8f9435c97ac2563a6f390ec",2,"2",2,1,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0142f6f0c8f9435c97ac2563a6f390ec",3,"3",2,1,4,,3,,,,31,32,1,3,,,,,,2,1,1,30,1,510000,,,,,75000,,,15000,,600000,2,,1
"0142f6f0c8f9435c97ac2563a6f390ec",4,"4",2,1,4,,3,,,,16,30,1,3,,,,,,2,1,1,30,1,161000,5000,23000,,74000,69000,,,19000,,351000,2,,1
"0142f6f0c8f9435c97ac2563a6f390ec",5,"5",2,1,4,,3,,,,16,30,1,3,,,,,,2,1,1,30,1,161000,5000,23000,,69000,69000,,,19000,,346000,2,,1
"0142f6f0c8f9435c97ac2563a6f390ec",6,"6",2,1,4,,3,,,,13,14,1,1,,,,,,,1,0.1,5,1,,,22500,,10000,12000,,,16000,,60500,1,1,3
"014cbd0c0b844976888438f7ea74aa69",1,"4",1,,4,2,2,,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0182fc7b5eb44c44aef16c3a178fb762",1,"2",1,,4,2,2,,16,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0182fc7b5eb44c44aef16c3a178fb762",2,"4",2,1,4,,2,,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"018d29620fa44db282c80b6627413e5c",1,"1",1,,1,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"018d29620fa44db282c80b6627413e5c",2,"2",2,1,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"018d29620fa44db282c80b6627413e5c",3,"3",2,1,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"018d29620fa44db282c80b6627413e5c",4,"4",2,1,1,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"018d29620fa44db282c80b6627413e5c",6,,2,1,4,,3,,,,12,13,1,1,,,,,,,2,2,45,1,90000,,,,30000,36000,,,,,156000,2,,1
"018d29620fa44db282c80b6627413e5c",7,,2,1,1,,3,,,,10,11,1,3,,,,,,1,2,,,,450000,,,,30000,18000,,,,,498000,2,,
"0192cb54d502450ca603738439bf616f",1,"1",2,8,4,,2,,41,3,,,,,,,,"CERTIFICATE IN PRIMARY TEACHER EDUCATION",114,,,,,,,,,,,,,,,,,,,
"0192cb54d502450ca603738439bf616f",2,"5",2,8,4,,3,,,,33,33,2,3,,,,,,1,2,,,,1,1,180000,1,,100000,16000,,90000,600000,986000,2,,
"0192cb54d502450ca603738439bf616f",3,"7",2,5,4,,3,,,,15,16,2,1,,,,,,,1,3.2,30,1,124000,,9000,,18000,30000,,,60000,,241000,2,,2
"0192cb54d502450ca603738439bf616f",4,"8",2,5,4,,3,,,,12,13,2,1,,,,,,,1,3.2,30,1,126000,,9000,,16000,30000,,,60000,,241000,2,,2
"0192cb54d502450ca603738439bf616f",5,"9",1,,4,2,3,,,,16,30,2,3,,,,,,1,1,,,,128000,10000,1,1,30000,105000,12000,,60000,300000,645000,2,,
"0192cb54d502450ca603738439bf616f",6,"10",2,8,4,,3,,,,10,11,2,1,,,,,,,1,3.2,30,1,45000,5000,9000,,14000,6000,,,60000,,139000,2,,2
"0192cb54d502450ca603738439bf616f",8,,1,,1,1,2,,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0197cec68e9246a887cae30b13bc7488",1,"1",1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"019f06d347d04d5fa22f1846aba0c59b",1,"1",1,,4,2,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"019f06d347d04d5fa22f1846aba0c59b",2,"2",2,3,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"019f06d347d04d5fa22f1846aba0c59b",3,"3",1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"019f06d347d04d5fa22f1846aba0c59b",4,"4",1,,4,2,2,,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"019f06d347d04d5fa22f1846aba0c59b",5,"5",1,,4,2,2,,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"019f06d347d04d5fa22f1846aba0c59b",7,"7",1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"019f06d347d04d5fa22f1846aba0c59b",8,"8",2,3,4,,3,,,,15,16,1,1,,,,,,,1,2.5,30,1,30000,,,,,12000,,,15000,,57000,1,1,2
"019f06d347d04d5fa22f1846aba0c59b",9,"9",2,3,4,,3,,,,30,30,1,1,,,,,,,1,1,12,1,42000,,4500,,,10000,,,,,56500,1,1,2
"019f06d347d04d5fa22f1846aba0c59b",10,"10",2,3,4,,3,,,,12,13,1,1,,,,,,,1,1,10,1,42000,,4500,,,5000,,,,,51500,1,1,2
"019f06d347d04d5fa22f1846aba0c59b",11,"11",2,3,1,,3,,,,10,11,1,1,,,,,,,1,1,10,1,42000,,4500,,,5000,,,,,51500,1,1,2
"019f06d347d04d5fa22f1846aba0c59b",12,"12",2,3,1,,3,,,,1,10,1,1,,,,,,,1,1,10,1,42000,,4500,,,5000,,,,,51500,2,,2
"019f06d347d04d5fa22f1846aba0c59b",13,"13",2,3,1,,3,,,,0,1,1,1,,,,,,,1,1,10,1,30000,,,,,1000,,,,,31000,1,1,2
"01d0f651c2534a1f8355b9e10e0e9dcb",1,"1",1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01d54a65224747fba33cf7b310c7435e",1,"1",2,2,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01d54a65224747fba33cf7b310c7435e",2,"2",2,1,4,,2,,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01d54a65224747fba33cf7b310c7435e",3,"3",2,2,4,,3,,,,11,12,2,1,,,,,,,1,3,60,1,210000,,15000,,,40000,,,20000,,285000,2,,2
"01d54a65224747fba33cf7b310c7435e",4,"4",2,2,4,,3,,,,10,11,2,1,,,,,,,1,3,60,1,280000,,15000,,,30000,,,20000,,345000,2,,2
"01d54a65224747fba33cf7b310c7435e",5,"5",2,2,4,,3,,,,10,16,2,1,,,,,,,1,2,50,1,210000,,15000,,,30000,,,20000,,275000,2,,2
"01d54a65224747fba33cf7b310c7435e",6,"6",2,2,4,,3,,,,13,14,2,3,,,,,,1,1,,,,210000,,,600000,,70000,20000,,20000,,920000,2,,
"01d54a65224747fba33cf7b310c7435e",7,"7",2,2,1,,3,,,,1,1,2,1,,,,,,,1,2,60,1,255000,,20000,,,30000,,,20000,,325000,2,,2
"01d54a65224747fba33cf7b310c7435e",8,"8",2,2,1,,3,,,,0,1,2,1,,,,,,,1,2,60,1,85000,,10000,,,10000,,,10000,,115000,2,,2
"01e7608a258e42c7a2f5af8b551bc247",1,"1",1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01e7608a258e42c7a2f5af8b551bc247",2,"4",2,1,4,,3,,,,14,15,1,3,,,,,,2,1,2,40,1,105000,,6000,,,54000,,,,,165000,1,1,2
"01e7608a258e42c7a2f5af8b551bc247",3,"5",2,1,4,,3,,,,13,14,1,3,,,,,,2,1,2,40,1,105000,,6000,,,6000,,,,117000,,1,1,2
"01e7608a258e42c7a2f5af8b551bc247",4,"6",2,1,1,,3,,,,11,12,1,3,,,,,,2,1,2,40,1,90000,,6000,,,6000,,,,,102000,1,1,2
"01e7608a258e42c7a2f5af8b551bc247",5,,2,1,1,,3,,,,1,10,2,1,,,,,,,1,2,40,1,,,,,,,,,,,,2,,2
"02087846085249d1ae73a1070233c8bb",1,"1",1,,1,1,2,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02087846085249d1ae73a1070233c8bb",2,"3",2,1,1,,3,,,,0,0,2,1,,,,,,,1,0.25,10,1,45000,,,,,9000,,,2500,,56500,2,,2
"02087846085249d1ae73a1070233c8bb",3,"4",2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02087846085249d1ae73a1070233c8bb",4,"5",2,1,1,,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0222b766ba3d494fbf6fe07cf260dac4",1,"1",2,2,4,,2,,31,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0222b766ba3d494fbf6fe07cf260dac4",2,"2",1,,4,2,2,,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0222b766ba3d494fbf6fe07cf260dac4",3,"3",2,2,1,,3,,,,10,11,1,1,,,,,,,1,5,75,1,15000,3000,11000,,15000,7500,,,,,51500,1,1,3
"0222b766ba3d494fbf6fe07cf260dac4",4,"4",2,2,1,,3,,,,1,10,1,1,,,,,,,1,5,75,1,45000,3000,3000,,10000,2600,,,,,63600,1,1,3
"0222b766ba3d494fbf6fe07cf260dac4",5,,2,2,4,,3,,,,11,12,1,1,,,,,,,1,5,75,1,10000,3000,6000,,13000,7000,,,,,39000,1,1,3
"024172552bc54600b13887149d11e82c",1,"1",1,,1,1,2,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"024172552bc54600b13887149d11e82c",2,"2",2,1,1,,3,,,,0,1,4,1,,,,,,,1,0.1,3,1,15000,,1500,,,1000,,,,,17500,1,3,3
"02449af9963842c8b8f615b2232735b1",1,"1",1,,4,2,2,,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02449af9963842c8b8f615b2232735b1",2,"2",1,,4,2,3,,,,33,34,2,3,,,,,,2,1,5,60,1,500000,,,,60000,70000,,,150000,,780000,2,,2
"02449af9963842c8b8f615b2232735b1",4,"4",1,,4,2,2,,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02449af9963842c8b8f615b2232735b1",5,"5",1,,4,2,3,,,,16,30,2,3,,,,,,2,1,1,30,1,800000,10000,,,50000,30000,20000,,30000,,940000,2,,2
"02449af9963842c8b8f615b2232735b1",6,"7",2,1,4,,3,,,,11,12,3,1,,,,,,,1,1,30,1,220000,,,,,30000,,,50000,,300000,2,,2
"02449af9963842c8b8f615b2232735b1",7,"8",2,1,1,,3,,,,1,1,2,1,,,,,,,1,2,90,1,60000,,,,,20000,,,,,80000,2,,1
"024dec2ae5e84e15a9d92dc84c3b5084",1,"1",1,,4,2,2,,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"024dec2ae5e84e15a9d92dc84c3b5084",3,"3",2,1,4,,2,,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"024dec2ae5e84e15a9d92dc84c3b5084",4,"4",2,1,4,,3,,,,13,13,2,3,,,,,,1,1,,,,1,10000,1,1,50000,60000,10000,,60000,270000,460000,2,,
"024dec2ae5e84e15a9d92dc84c3b5084",5,"5",2,1,4,,3,,,,13,13,1,1,,,,,,,1,2,30,1,1,,1,,,30000,,,30000,75000,135000,1,1,3
"024dec2ae5e84e15a9d92dc84c3b5084",6,"6",2,1,1,,3,,,,0,1,2,3,,,,,,2,1,0.3,10,1,70000,5000,5000,,30000,12000,,,6000,,128000,2,,2
"024dec2ae5e84e15a9d92dc84c3b5084",7,"7",1,,4,2,2,,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"025b88ecba4a44279935bd4a0d19bccd",1,"1",2,2,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"025b88ecba4a44279935bd4a0d19bccd",2,"2",1,,4,2,2,,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"025b88ecba4a44279935bd4a0d19bccd",3,"3",1,,4,2,3,,,,14,15,1,3,,,,,,2,1,2,90,1,5000,,10000,,,37800,,,31500,,84300,1,1,3
"025b88ecba4a44279935bd4a0d19bccd",4,"4",2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"025b88ecba4a44279935bd4a0d19bccd",5,"5",2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02868c7da57e46529281d2dae35ee7fd",1,"2",1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02868c7da57e46529281d2dae35ee7fd",2,"6",2,1,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02868c7da57e46529281d2dae35ee7fd",3,"7",2,1,1,,3,,,,1,10,2,1,,,,,,,1,0.1,5,1,105000,,,,,15000,,,15000,,135000,2,,3
"029532d2e0d640f888259f1851cfc929",1,"1",1,,4,2,2,,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"029532d2e0d640f888259f1851cfc929",2,"2",2,1,1,,3,,,,1,10,2,1,,,,,,,1,0.3,5,1,300000,,,,,60000,,,,,360000,2,,3
"029532d2e0d640f888259f1851cfc929",3,"3",2,1,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02b20908f47043f0b2389ba8246c5bdc",1,"2",2,2,1,,2,,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02b20908f47043f0b2389ba8246c5bdc",2,"3",1,,4,2,2,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02b20908f47043f0b2389ba8246c5bdc",3,"6",2,2,1,,3,,,,11,12,2,1,,,,,,,1,0.05,5,1,165000,1000,6000,,,6000,,,24000,,202000,2,,2
"02b20908f47043f0b2389ba8246c5bdc",4,"7",2,2,1,,3,,,,1,1,2,1,,,,,,,1,0.05,5,1,135000,1000,6000,,,1500,,,24000,,167500,2,,2
"02efd503602d4d10a508075b811e5913",1,"1",1,,4,2,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02efd503602d4d10a508075b811e5913",2,"2",2,1,4,,3,,,,15,16,1,1,,,,,,,1,1,30,1,1,,1,,,55500,,,,176000,231500,1,1,2
"02efd503602d4d10a508075b811e5913",3,"3",2,1,4,,3,,,,10,11,1,1,,,,,,,1,1,30,1,1,,,,1,8500,,,,75000,83500,1,1,2
"02efd503602d4d10a508075b811e5913",4,"5",2,1,4,,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02efd503602d4d10a508075b811e5913",5,"6",2,1,1,,3,,,,0,1,4,1,,,,,,,1,1,30,1,25000,2000,2000,,9000,2600,,,5000,,45600,2,,2
"02fbc725a3074d0fa9debb7a02ba23fb",1,"1",2,2,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02fbc725a3074d0fa9debb7a02ba23fb",2,"2",1,,4,2,2,,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02fbc725a3074d0fa9debb7a02ba23fb",3,"3",2,2,4,,3,,,,14,15,2,1,,,,,,,1,1.6,30,1,1,,1,,,32000,,,,114000,146000,2,,3
"02fbc725a3074d0fa9debb7a02ba23fb",4,"4",2,2,1,,3,,,,11,12,2,1,,,,,,,1,1.6,30,1,1,,1,,,21000,,,,79000,100000,2,,3
"02fbc725a3074d0fa9debb7a02ba23fb",5,"5",2,2,1,,3,,,,10,10,2,1,,,,,,,1,1.6,30,1,1,,1,,,15000,,,,50000,65000,2,,3
"03003a6f1ccd4b1290629662229b5d83",1,"1",2,2,4,,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03003a6f1ccd4b1290629662229b5d83",2,"2",1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03003a6f1ccd4b1290629662229b5d83",3,"3",2,2,4,,3,,,,13,14,2,1,,,,,,,1,1.5,30,1,186000,,12000,,22000,31500,,,,,251500,2,,3
"03003a6f1ccd4b1290629662229b5d83",4,"4",2,2,1,,3,,,,11,11,2,1,,,,,,,1,1.5,30,1,160000,,12000,,,27000,,,,,199000,2,,3
"03003a6f1ccd4b1290629662229b5d83",5,"6",2,2,1,,3,,,,10,11,2,1,,,,,,,1,1.5,30,1,160000,,12000,,22000,27000,,,,,221000,2,,3
"032de3aed1c34dd5840aba975a5a4468",1,"1",1,,1,1,2,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"032de3aed1c34dd5840aba975a5a4468",2,"2",2,1,4,,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"032de3aed1c34dd5840aba975a5a4468",3,"3",2,1,4,,2,,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"032de3aed1c34dd5840aba975a5a4468",5,"5",2,1,1,,2,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"034a672611304ed3a91b8a062f4d4046",1,"1",1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"034a672611304ed3a91b8a062f4d4046",2,"2",2,3,4,,3,,,,15,16,1,3,,,,,,1,1,,,,480000,,,,25000,38000,30000,,60000,,633000,1,1,
"034a672611304ed3a91b8a062f4d4046",3,"3",1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",1,"1",1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",2,"2",1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",3,"3",1,,4,2,2,,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",4,"4",2,1,4,,2,,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",5,"5",1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",6,"6",2,1,4,,2,,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",7,"7",2,1,4,,2,,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",8,"8",2,2,4,,3,,,,31,31,1,3,,,,,,2,1,3,60,1,230000,10000,,,30000,40000,,,60000,,370000,1,1,3
"0368af34cb614bae9ef98c927741984d",9,"9",1,,4,2,2,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0368af34cb614bae9ef98c927741984d",11,"11",2,1,1,,3,,,,11,12,1,1,,,,,,,1,2,30,1,,,12000,,,20000,,,,,32000,1,1,3
