"hhid","h9q01","h9q02","h9q24a","h9q24b","h9q26","h9q25","h9q27","h9q28","h9q29","h9q30_1","h9q30a","h9q30b","h9q30c","h9q30d","h9q31","h9q32a","h9q32b","h9q32c","h9q33","h9q34","h9q35","h9q36","h9q37","h9q38","h9q03","h9q04","h9q05","h9q06","h9q07","h9q08","h9q09a","h9q09b","h9q10","h9q11","h9q12","h9q13","h9q14","h9q15","h9q15_1","h9q15_2","h9q15_3","s915_4","h9q15_5","h9q16","h9q17","h9q22","h9q22a","h9q22b","h9q23","h9_respondent","dwellingVisit"
"1ea8b99986f34675838282efe80f50f5",10,10,4,0,1,2000,2,3,,,,,,,2,,,,1,2,,1,,250000000,2,10,12,13,11,,,,,3,2,,,,,,,,40,8,2,21,2,,2,2,1
"1eb0387601424300a1f0f9b1dc3b6c10",10,10,1,200,3,2017,1,3,,,,,,,2,,,,2,1,3,1,,5000000,2,10,12,13,15,,20,5,1,3,2,,,10,1,2,3,1,40,1,5,23,1,1,1,1,2
"1eba0e97660f418b922cee58f221c8e9",15,16,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,12,6,2,1,0.01,2,1,1,12000,10,1,,,1,40,2,2,22,1,4,1,1,1
"1ece1b49d0064ce4898999eeebcadb6f",10,10,4,2500,2,2000,4,3,,,,,,,2,,,,1,2,,1,,10000000,1,10,12,14,17,6,60,2,2.4,1,2,,,10,1,2,,1,40,2,2,23,1,1,1,4,1
"1ef1bb52e6184972a679f8183203a57e",10,10,4,3600,2,1996,2,3,,,,,,,2,,,,6,2,,1,,10000000,3,10,12,13,14,6,10,3,0.3,20,2,,,10,4,5,6,1,140,1,4,23,2,,2,1,1
"1f3f5e2ec40a43ca9c47a872f5db02e2",16,10,1,0,2,2000,1,3,,,,,,,2,,,,2,2,,1,,1500000,2,15,16,14,14,96,5,5,0.6,10,2,,,10,1,3,,1,60,1,4,95,,,,1,1
"1f5b0d10f8e34735b03f51e5c0a08f64",10,10,4,1000,1,2002,4,3,,,,,,,1,96,,,1,2,,1,,20000000,1,10,12,13,14,96,10,2,0.1,1,2,,,13,,,,,20,1,2,22,2,,2,1,1
"1f6dd2604c6140a5b45c953cb18effcc",11,10,1,64,1,2002,2,3,,,,,,,1,1,,,2,2,,1,,40000000,2,10,12,13,12,2,10,0,0.1,5,1,8,100,10,4,,,1,60,2,4,22,2,,1,1,1
"1f8d122263974ea08d0fc7d8d83588fe",10,10,3,0,1,1998,2,3,,,,,,,1,96,,,2,2,,1,,2000000,2,10,16,14,16,1,30,5,0.8,5,2,,,10,1,3,4,1,60,2,4,23,2,,1,1,1
"1f8daced52ef48578c8308ef7f0539aa",10,10,4,150,2,2009,1,1,,1,4,,,,1,1,,,1,2,,1,,107000000,2,10,12,11,15,,30,15,1,3,1,1,60000,13,,,,,80,1,2,22,1,3,1,3,1
"1f9dbd1c79e94b1fb924ed9184539419",14,12,,,,,,,,,,,,,,,,,,,,,,,2,10,12,13,14,6,5,2,0.1,3,2,,,10,2,5,,1,100,1,4,21,1,4,1,1,1
"1fb6e880414f4ad3a2eaf4215ff6c077",10,10,4,5000,2,2004,1,3,,,,,,,1,1,,,5,2,,1,,10000000,2,10,12,13,14,6,10,20,0.2,4,2,,,10,3,4,,2,60,1,4,22,2,,1,1,1
"1fe4c1318fd54f66b040b4dfb416ef74",10,10,3,1,1,2014,1,3,,,,,,,1,96,,,2,2,,1,,1000000,3,10,13,14,15,,30,5,0.5,5,2,,,10,2,,,1,40,2,2,22,2,,1,2,1
"1feae0aafc18488bb26fd8f058eec380",10,10,1,3200,1,1980,4,3,,,,,,,1,96,,,1,2,,1,,12000000,2,10,12,14,15,,50,20,1,3,2,,,10,4,,,1,40,1,2,22,2,,1,3,2
"1ff6fe0fb96849cba993a74d731af461",16,10,4,4,1,2013,1,3,,,,,,,2,,,,6,2,,1,,500000,2,15,16,14,14,1,100,60,2,3,2,,,10,6,,,1,20,1,4,95,,,,2,1
"2021bcff28dd4810913d91f5164cb972",15,16,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,11,,,,,1,1,1,6000,,,,,,20,8,4,22,1,15,1,2,1
"2024c4092b3647ecbc4d9735e98f953a",10,10,4,2660,1,2011,4,2,2018,1,2,,,,1,3,,,6,2,,1,,25000000,2,10,12,16,11,,,,,1,1,1,10000,,,,,,20,8,2,22,2,,1,3,1
"20296c93a4814fb9b7219849e175b929",10,10,4,3600,3,2008,1,3,,,,,,,2,,,,6,1,2,1,,6000000,2,10,12,14,13,,,,,6,1,2,500,,,,,,40,1,4,23,1,1,2,1,1
"2049a03fbeac4ed0882fe5026f52209d",10,10,3,1,2,2010,2,3,,,,,,,2,,,,5,2,,1,,5000000,2,10,16,14,15,,15,5,0.5,3,2,,,10,1,3,,1,40,2,4,23,2,,1,3,1
"206c7066bf5d4d8da3f744045dabbfe5",16,10,3,3,2,1986,1,3,,,,,,,2,,,,2,2,,1,,200000,1,15,14,14,16,2,20,1,1,10,1,2,500,10,2,3,5,1,120,2,4,23,2,,1,1,1
"207816d73e9f4cd6995648165702bdad",10,10,1,50,2,2014,1,3,,,,,,,2,,,,2,2,,1,,1500000,1,10,12,14,14,1,30,60,1,10,2,,,10,2,,,2,80,1,4,23,2,,1,1,2
"2086f006420f42e7b9656c177859bc18",16,10,4,50,2,1980,1,3,,,,,,,2,,,,1,2,,1,,600000,1,15,14,14,16,1,60,10,0.5,3,2,,,10,1,,,1,40,1,4,23,1,1,1,1,1
"209a04c63575451587160a703bf718c7",10,10,3,1.5,1,1993,1,3,,,,,,,1,2,,,1,2,,1,,7500000,6,10,12,13,11,,,,,15,1,1,20000,,,,,,140,2,4,21,1,2,1,4,1
"20a7447637264ac081b179d69ff666da",10,10,3,1200,1,1990,2,3,,,,,,,2,,,,2,2,,1,,10000000,3,10,13,13,12,6,10,5,0.1,5,1,1,18000,10,6,7,10,1,60,2,4,23,1,2,1,1,2
"20c3b302817c417fa16380c32d06362b",10,10,3,1,2,2014,1,3,,,,,,,1,1,,,2,2,,1,,3000000,2,10,16,13,20,,10,2,0.02,2,1,1,15000,10,5,,,1,40,8,1,23,2,,1,5,1
"20d4447171b24acf99c377292747e50d",10,10,3,1,2,2014,1,96,2014,1,1,,,,2,,,,2,2,,1,,5000000,3,11,16,13,14,1,30,5,0.8,5,2,,,10,3,4,6,1,40,1,1,23,2,,1,2,1
"20d54aa8a55e4a96a65ab54c602dad3a",10,16,,,,,,,,,,,,,,,,,,,,,,,3,10,12,13,12,96,3,5,0.1,4,1,1,30000,10,2,3,,1,60,2,4,22,2,,1,1,1
"20d6da2686574173adaf3413391ca906",15,16,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,12,6,2,3,0.1,1,1,1,6000,10,1,,,1,20,8,2,22,1,4,1,1,1
"20dab0d44f7d4d1c866c7ba5d226f65b",10,10,4,540,2,1998,1,3,,,,,,,2,,,,2,2,,1,,2000000,2,10,16,96,15,,20,10,0.5,10,2,,,10,2,6,7,1,100,1,1,23,2,,1,1,2
"20dc85914d764218a363309a0e25cef1",10,10,1,260,3,2001,4,3,,,,,,,2,,,,1,2,,1,,35000000,2,10,12,14,14,6,0,10,5,3,2,,,10,3,4,5,1,60,1,2,22,1,1,2,1,1
"20ed638ae5df469b886ef8f2727a3a56",10,10,3,1,1,1998,2,3,,,,,,,1,96,,,1,2,,1,,12000000,3,10,12,13,16,96,60,2,1.6,3,2,,,10,4,5,,1,40,1,2,22,2,,2,1,1
"20f00ceea7d34ca3ae64cc57b6beaf86",15,16,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,15,,50,5,0.46,3,1,1,30000,13,,,,,40,1,2,22,1,6,1,2,1
"20f5ad6fc2a7428086f48a00eef0980b",11,10,1,800,1,1966,2,2,1983,1,1,,,,2,,,,1,2,,1,,100000000,1,10,12,13,12,2,5,25,0,5,2,,,10,2,,,1,5,2,4,21,1,9,1,2,1
"21044f9fc88e4c24a5428fdd5e0f14a6",10,16,,,,,,,,,,,,,,,,,,,,,,,3,10,12,16,11,,,,,5,1,1,15000,,,,,,40,2,4,12,2,,2,2,1
"21082748044f4531b5ca2fd46eb262e3",15,16,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,15,,10,1,0.12,2,2,,,10,1,,,1,10,8,2,23,1,4,1,1,2
"211c7c79c5944a7f92abbeefb202a79e",16,10,4,1500,2,2009,1,3,,,,,,,2,,,,2,2,,1,,1800000,3,15,14,14,14,1,6,60,0.2,100,2,,,10,2,3,4,2,5,1,4,95,,,,3,1
"2140c5c82fb2488b8e6036d60d423225",10,10,3,0,2,2016,2,3,,,,,,,1,1,,,2,2,,1,,2000000,2,10,16,14,15,,30,10,0.5,2,2,,,10,1,2,3,1,60,8,4,23,1,1,1,2,1
"21612437d5fd48159947512a0830f30f",11,12,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,12,6,20,1,0.3,2,2,,,10,1,,,1,20,8,2,22,1,2,1,1,1
"21944e9e090548d9a50673fe2601883a",16,10,4,3600,2,1972,1,3,,,,,,,2,,,,2,2,,1,,15000000,4,15,14,14,16,2,40,60,2,10,2,,,10,1,7,,1,140,2,4,23,1,1,1,7,1
"219f2a7d3ec84bada34f1484f4c83d40",10,10,3,1,1,9998,2,3,,,,,,,2,,,,1,2,,1,,10000000,2,10,12,13,16,6,30,2,0.5,5,2,,,10,1,,,1,60,1,4,23,2,,1,1,1
"21a9703d5a584c8a9db2416f2de76485",10,10,3,3,2,2003,1,3,,,,,,,1,96,,,1,2,,1,,5000000,3,10,16,14,15,,30,2,1,3,2,,,10,2,3,,1,80,2,4,23,2,,1,2,2
"21b135ceacfe44c6b35bfc0710e0060b",10,10,3,4,2,1994,1,3,,,,,,,2,,,,2,2,,1,,20000000,3,10,16,13,16,1,10,5,0.2,5,2,,,10,5,6,7,1,60,2,4,23,2,,1,2,1
"21b9661e2f1d4176a54808373138ff63",10,10,1,283,2,1978,1,3,,,,,,,2,,,,2,2,,1,,1200000,4,15,14,14,16,1,10,4,0.3,10,2,,,14,,,,,60,2,4,23,1,2,1,1,1
"21d47202fc3b40a28314cce1f536c864",16,10,4,42,2,2018,1,3,,,,,,,2,,,,1,2,,1,,4500000,1,15,14,14,14,6,30,3,0.5,8,2,,,10,2,3,,1,60,2,4,95,,,,2,1
"21eb4154ed39408eaeb0ca0f264c67f0",10,10,4,1800,2,2005,2,3,,,,,,,1,7,,,2,2,,1,,70000000,3,10,11,13,14,6,10,3,0.3,100,2,,,10,3,4,5,1,100,8,2,22,2,,1,1,1
"21f10611df214254b3541c9eb5c93c13",16,10,1,1,1,2015,1,3,,,,,,,2,,,,2,2,,1,,1500000,1,15,14,14,14,2,10,5,0.25,5,1,2,2000,10,2,,,1,40,1,4,23,1,2,1,1,1
"222ddd7beeb6427cac3030800bd3ab80",10,10,1,32,3,2003,1,3,,,,,,,1,96,,,1,2,,1,,2000000,3,10,16,14,16,1,60,30,2,3,2,,,10,2,3,4,1,60,2,4,23,2,,1,1,1
"223eaf0efc8f4a89a92e0835945ff65d",10,10,1,40,1,2007,1,3,,,,,,,1,96,,,6,2,,1,,2000000,3,10,16,96,15,,40,10,1,5,2,,,10,2,5,6,1,100,1,4,23,2,,2,2,1
"22468fd5c0654e6fb1c9a07597d232fd",10,10,1,8500,1,1970,4,1,1990,2,,,,,1,96,,,1,2,,1,,300000000,3,10,12,16,11,,,,,10,1,1,10000,,,,,,100,2,2,22,2,,1,2,1
"224c1dab76684d34bde4139b30cf9aab",10,10,4,3000,2,1990,2,3,,,,,,,2,,,,4,2,,1,,5000000,3,10,16,14,16,1,30,5,0.3,5,2,,,10,6,7,8,1,60,2,4,23,2,,1,3,1
"225ce7a298b74c198057f0d963f53a72",10,10,1,81,2,1960,1,3,,,,,,,2,,,,6,2,,1,,300000,1,10,12,14,14,1,10,15,0.3,5,2,,,14,,,,,40,1,4,23,1,3,1,1,1
"226f458fa11e4919a3a22cbece5b1056",10,10,4,2500,1,2000,4,3,,,,,,,2,,,,2,2,,1,,4000000,3,10,14,14,15,,30,10,0.5,3,2,,,10,3,4,5,2,80,1,2,21,1,5,1,1,1
"228ea02d49594149a81805983d000ce9",16,10,1,15,2,2017,1,3,,,,,,,2,,,,2,2,,1,,1000000,1,15,16,14,14,6,20,4,0.5,2,2,,,10,1,2,,1,60,2,4,23,1,3,1,2,2
"229d2e80c4924e009daa0a7818001988",10,10,1,25,3,2018,1,3,,,,,,,2,,,,2,2,,1,,1000000,1,10,12,14,14,6,20,4,1,2,2,,,14,,,,,100,2,4,23,1,1,1,1,1
"22e3ffc6fb744497ae61f2b8f386983f",15,16,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,12,6,5,5,0.15,1,1,1,18000,10,1,,,1,60,2,2,22,1,9,1,1,1
"22f1abe41cf647788695382514c0e513",10,10,4,1500,1,1995,1,3,,,,,,,2,,,,1,2,,1,,38000000,3,10,11,13,18,,,,,3,1,1,18000,13,,,,,40,8,2,22,2,,1,2,1
"23209e24c96541a1af7969ab4c73d35c",10,10,3,0,1,2013,2,3,,,,,,,2,,,,1,2,,1,,25000000,2,10,16,14,12,6,5,5,0.1,5,2,,,10,2,4,,1,60,1,2,23,2,,1,2,1
"2322b92bf73247fca54660634e10b4f4",10,10,1,281,1,1998,1,3,,,,,,,1,1,,,5,2,,1,,1600000,3,15,14,14,12,1,8,3,0.3,10,1,1,20400,10,1,4,,1,80,8,4,23,1,2,1,1,1
"2327ff79e9924751be6f311583f65b3e",10,10,3,2,2,1975,2,1,1975,1,1,2,,,2,,,,2,2,,1,,100000000,5,10,12,13,11,,,,,10,1,1,35000,,,,,,200,2,2,13,1,2,1,1,1
"2342cd7d1e3d4166aab8918e8555d0d0",10,10,3,0,3,2010,1,3,,,,,,,2,,,,6,2,,1,,2000000,2,10,12,14,14,6,6,5,0.1,3,1,2,300,11,,,,,50,1,4,23,2,,1,1,1
"2342f7a273b3482ca0d6fa0f87a07583",10,10,3,0,2,2007,1,3,,,,,,,1,1,,,1,2,,1,,15000000,3,10,16,14,16,1,20,5,0.5,2,2,,,10,3,4,,1,60,2,2,23,2,,1,1,1
"2354aa9ee2ae4dc7b1401ec1ea40ac5b",16,12,,,,,,,,,,,,,,,,,,,,,,,1,15,14,14,14,6,10,5,0.2,3,2,,,10,1,,,1,60,1,4,23,1,1,1,1,2
"236cfc7a73be4fbf961dfe0e1da153f0",10,10,4,5000,1,1998,2,3,,,,,,,2,,,,1,2,,1,,10000000,2,10,12,13,21,,,,,9,2,,,,,,,,40,2,4,23,1,1,1,1,1
"236ec650f300413fb1b203d18b77c3da",10,12,,,,,,,,,,,,,,,,,,,,,,,1,10,12,14,15,,15,30,0.5,3,1,1,10000,10,2,,,1,40,8,2,22,2,,1,1,1
"23825fe7c5d9468fac206ac53bb12e1a",10,10,3,0,2,2000,1,3,,,,,,,2,,,,2,2,,1,,1000000,3,10,12,14,14,6,10,15,0.3,5,1,2,1000,10,2,4,5,1,80,1,4,23,1,1,1,2,1
"23af8c0d1355477a92ad99a557c839c0",10,10,4,3750,1,2016,2,3,,,,,,,2,,,,1,2,,1,,20000000,1,10,12,13,15,,20,2,0.25,0,2,,,13,,,,,20,1,2,22,2,,1,1,1
"23b70f075e54479b95938797c69e4fc0",10,14,,,,,,,,,,,,,,,,,,,,,,,2,10,16,14,14,6,20,5,0.3,3,2,,,10,1,,,1,20,2,4,23,2,,1,1,1
"23b89241ac554c5abfa5981a8a7c6d39",10,10,4,1500,2,1970,2,3,,,,,,,2,,,,2,2,,1,,80000000,3,10,11,13,15,,1.5,60,1,4,2,,,10,7,8,,1,60,8,2,22,2,,1,2,1
"2415bfb664dd47aa87a7abb041406378",10,10,4,3000,1,1960,2,3,,,,,,,1,3,,,1,2,,1,,12000000,3,10,12,13,14,6,10,5,0.3,5,2,,,10,3,4,5,2,80,8,2,23,2,,1,2,1
"2429ea144b6f4c41b194a3e6237278ac",16,10,1,6,1,1975,1,3,,,,,,,2,,,,1,2,,1,,2000000,1,15,14,14,14,1,60,15,1,3,2,,,10,1,,,1,20,1,4,95,,,,1,1
"242b689ce8ac46a8ad1ac1b4d235ba50",10,10,4,5400,1,2014,2,3,,,,,,,1,3,,,2,2,,1,,7000000,2,10,13,13,14,6,15,10,0.03,6,2,,,10,1,,,2,80,2,2,22,2,,1,2,1
"243f527c062042cda6f6f303038f8dac",15,16,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,11,,,,,2,1,1,10000,,,,,,40,2,1,22,1,5,1,1,2
"2451893ed622478f9ad724cc2eaadfb4",10,10,1,75,2,1983,1,3,,,,,,,2,,,,2,2,,1,,1000000,3,15,14,14,14,2,30,60,1,5,1,2,1000,10,2,3,,1,80,1,4,23,1,2,1,2,2
"2457c1a0b4fa4876ae3f85c8b2a31dbc",10,10,3,2,3,2001,5,3,,,,,,,2,,,,1,2,,1,,6000000,4,10,14,14,14,6,15,3,0.2,3,2,,,10,1,3,,1,3,2,2,23,2,,1,1,1
"246c247a85b54d91bc96fbf0eff7e646",10,10,1,40,1,1978,3,3,,,,,,,1,1,,,2,2,,1,,500000,1,15,14,14,14,2,0,0,5,3,2,,,10,1,,,2,40,1,4,23,1,1,1,1,1
"24986699bf914802aa52cc82ae3f08ed",10,10,3,0,2,1981,2,3,,,,,,,2,,,,6,2,,1,,1800000,3,10,16,14,11,,,,,5,1,1,15000,,,,,,80,2,4,23,2,,1,2,1
"249c428c330a48f2a07de4ea7142aed5",10,10,1,120,3,2008,1,3,,,,,,,2,,,,2,2,,1,,1000000,1,10,16,14,15,,20,20,0.5,2.5,2,,,10,2,,,1,30,1,5,23,1,1,1,1,1
"24a4a03559fd4791a2128a52f24e0435",10,10,3,2500,1,2004,2,3,,,,,,,1,96,,,1,2,,1,,6000000,2,10,12,14,16,5,15,2,0.15,3,2,,,10,2,3,4,1,40,2,2,23,2,,1,1,1
"24a52c69750d44b3a62ff9affcb233b1",10,10,4,3000,3,2016,1,3,,,,,,,2,,,,5,2,,1,,1000000,1,10,12,14,14,1,40,30,1.6,2,2,,,10,2,,,1,20,1,4,23,1,2,1,1,1
"2518fc022fa74be6b43585e877e4accf",10,10,4,5000,2,1973,1,3,,,,,,,2,,,,2,2,,1,,8000000,4,10,16,13,16,6,5,3,0.1,4,2,,,10,4,5,6,1,40,2,2,23,2,,2,1,1
"25433274635a41ac80e8eeb62a694a1a",10,10,1,600,3,1990,2,3,,,,,,,2,,,,2,1,5,2,5,20000000,2,15,12,13,15,,10,20,0.5,8,1,2,500,10,3,,,1,60,1,4,23,1,4,1,3,1
"254b5177919248e58082e007fa510e11",16,10,1,250,3,2010,1,3,,,,,,,2,,,,6,2,,1,,1000000,1,15,16,14,14,6,6,5,0.1,5,2,,,10,1,2,,2,60,1,4,23,2,,1,1,1
"25723a685ea44c71818d35eca6ec3d87",10,10,3,0,3,2000,1,3,,,,,,,2,,,,2,2,,1,,5000000,2,10,12,10,14,1,15,10,1,5,2,,,10,2,,,2,90,1,4,22,1,1,1,1,1
"25bca54a351240c7900a48203fade4b4",10,10,4,10000,2,1998,1,3,,,,,,,2,,,,1,2,,1,,800000,3,15,14,14,14,2,45,30,1,10,1,2,2000,10,2,,,1,80,1,4,23,2,,1,2,1
"25d8fe84cc5f4da8ad14c7edb29a9ba6",10,10,1,21,2,1970,1,3,,,,,,,2,,,,6,2,,1,,500000,1,10,16,96,15,,5,1,0.3,1,2,,,10,1,,,1,20,1,4,23,2,,1,1,1
"25db106efa724efdb5c0420e2bd97944",10,10,4,5000,2,2017,1,3,,,,,,,2,,,,2,2,,1,,7000000,3,10,12,13,14,6,20,5,0.5,8,2,,,10,3,4,6,2,100,2,4,22,2,,1,1,1
"25ef06fd5b5e476592286c005f1f0ef8",10,10,4,3200,2,2013,1,3,,,,,,,2,,,,6,2,,1,,5000000,1,10,12,13,14,6,15,10,0.5,5,1,2,2000,10,1,2,,1,80,1,4,23,1,1,2,1,1
"2628668b68a743a887d2ac87bc06bd7f",10,10,1,200,1,1989,2,3,,,,,,,1,3,,,2,2,,1,,1000000,4,10,12,13,14,6,40,10,0.5,10,2,,,10,4,5,6,2,120,2,4,23,2,,1,1,1
"26336aadad9e4c54a2988382eb410df0",16,10,4,80,1,1985,1,96,1985,1,1,,,,2,,,,2,2,,1,,2000000,2,15,14,14,15,,10,2,1,5,2,,,12,,,,,80,1,4,23,2,,1,2,1
"26372ce413f748b98a3b3d1b1ee64608",10,10,1,160,2,2000,1,3,,,,,,,2,,,,2,2,,1,,5000000,3,15,14,14,14,6,30,45,1.5,10,1,2,1000,10,4,,,1,80,1,4,22,1,1,1,3,1
"2645b471d6ef469aae958aff6ace5e8e",15,16,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,12,6,3,1,0.01,1,1,1,18000,10,1,2,,1,60,2,4,22,1,6,1,1,2
"265c4799c1da4a2395c2fc4729c8ef36",16,12,,,,,,,,,,,,,,,,,,,,,,,1,15,16,14,16,2,20,5,0.6,3,2,,,10,1,2,,1,40,2,4,23,2,,1,1,1
"266cabd629b44c0c919b3a907286d29d",15,16,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,12,6,2,5,0.1,1,1,1,6000,10,1,,,1,40,2,2,22,1,1,1,1,1
"26768b1d2b1c4607839b37dabeb8f1f6",15,10,4,1500,2,2008,2,3,,,,,,,1,7,,,1,2,,1,,40000000,1,10,12,13,16,6,15,1,0.3,4,2,,,10,2,3,,1,40,2,2,22,2,,1,1,1
"2685d3b1b9234db18251e00d64a692ad",10,10,1,105,2,2016,1,3,,,,,,,2,,,,2,2,,1,,5000000,3,10,12,14,14,2,30,20,0.6,10,1,2,1000,10,4,6,7,1,200,2,4,23,1,1,1,2,1
"269057df6c874f1da1b7d05fd9c2907c",16,10,4,240,3,2009,2,3,,,,,,,2,,,,3,2,,1,,3000000,1,15,16,14,96,96,30,2,1.5,0,2,,,13,,,,,20,8,4,23,1,1,1,1,1
"26a74b4ae08b47dd8bb32c4f2017a928",10,12,,,,,,,,,,,,,,,,,,,,,,,2,15,16,14,15,,50,10,2,5,2,,,10,3,4,,1,20,2,4,23,2,,1,1,1
"26c05771d2a0402ca79673bd662a8a43",10,10,4,450,3,9998,1,3,,,,,,,1,2,,,2,2,,1,,4000000,3,10,16,14,15,,4,10,0.1,5,2,,,10,3,4,5,1,100,2,4,23,2,,1,2,1
"26c6c03b42fb410fb8196891d615f3f6",10,10,1,60000,1,9998,96,3,,,,,,,2,,,,1,2,,1,,35000000,2,10,12,13,21,,,,,5,2,,,,,,,,40,1,2,22,2,,2,1,1
"26cdf966ad3d4347a3b64baeba4acc3d",10,10,3,1,2,2000,2,3,,,,,,,2,,,,2,2,,1,,5000000,3,10,16,13,12,6,15,5,0.3,5,2,,,10,3,4,,1,60,2,2,23,2,,1,1,1
"26e121dde63d417aaf2c33e54394ce52",15,16,,,,,,,,,,,,,,,,,,,,,,,1,10,16,14,12,96,5,10,0.3,5,2,,,10,2,3,,1,40,2,4,23,1,3,1,1,1
"26f85299131843a7b0f5a8f38b87c728",10,16,,,,,,,,,,,,,,,,,,,,,,,2,10,12,13,11,,,,,3,1,1,15000,,,,,,40,1,1,22,2,,3,3,1
"271001d8f4724a4e86a7ebfe81ea52bc",10,10,4,15000,1,2002,2,3,,,,,,,2,,,,2,2,,1,,4000000,3,10,16,14,21,,,,,5,2,,,,,,,,90,2,2,23,2,,1,2,1
"27152e297a8c4597b78ec2bb9ee0c49d",10,10,3,0,2,2012,2,3,,,,,,,2,,,,2,2,,1,,3000000,2,10,12,14,15,,10,2,0.4,3,2,,,10,1,2,,1,40,2,4,23,1,1,1,1,1
"275628d5ba744b6585a7e7b6f5ba8e45",10,10,4,3000,2,1990,2,3,,,,,,,2,,,,2,2,,1,,5000000,4,10,12,14,15,,20,5,0.4,10,2,,,10,5,6,8,1,80,1,4,23,1,1,1,1,1
"2793689c81fe4a66a7cfe86d1b3150f9",16,10,4,2500,2,2005,5,3,,,,,,,2,,,,1,2,,1,,5000000,4,15,16,14,17,6,10,1,1,5,2,,,10,3,7,,1,80,2,2,23,2,,1,2,1
"2799950e3b464fd1b3458b74361da9b9",10,10,4,800,2,1989,1,3,,,,,,,1,2,,,1,2,,1,,10000000,4,10,16,14,15,,20,3,0.5,20,2,,,10,5,6,7,1,100,2,4,23,2,,1,1,1
"27a3f77de23c471d9b1e72f05e244cec",10,10,3,1,2,1990,2,3,,,,,,,2,,,,2,2,,1,,6000000,2,10,16,14,16,2,45,2,0.4,5,2,,,10,3,4,5,1,60,2,2,23,2,,1,4,2
"27b502370a394aa0ae44daede183990c",10,10,4,600,1,2018,2,3,,,,,,,2,,,,2,2,,1,,2000000,2,10,12,14,16,1,20,5,0.5,3,2,,,10,1,2,3,1,40,1,2,95,,,,5,1
"27c26465f6b24f4b905d7e487640e1cf",10,12,,,,,,,,,,,,,,,,,,,,,,,2,10,16,14,16,5,1.5,2,1.5,4,2,,,11,,,,,60,2,2,23,2,,1,1,2
"27deb27ff8c24d329308cc89acb73891",10,10,4,600,1,2008,2,3,,,,,,,1,96,,,1,2,,1,,5000000,2,10,12,14,14,5,30,20,0.45,10,2,,,10,3,4,5,1,100,1,4,23,2,,1,2,1
"281c312bde9647dfb1cf585a93608ee0",10,10,1,1500,2,1992,3,3,,,,,,,1,96,,,1,2,,1,,4000000,2,10,16,14,21,,,,,1,2,,,,,,,,20,1,2,23,1,1,1,1,1
"282cd74076c2438f921c0ccf6160fdfe",16,10,3,0,2,1990,1,3,,,,,,,2,,,,5,2,,1,,3500000,3,15,14,14,12,6,20,10,0.2,7.5,2,,,10,4,,,1,60,2,2,95,,,,2,1
"2888a6c6ce074d8f93c49ae5f7abcc7c",10,10,3,1,1,1982,2,3,,,,,,,1,1,,,1,2,,1,,4000000,3,10,12,14,15,,30,5,1,5,2,,,10,2,3,4,2,60,1,4,23,2,,1,1,1
"28920737d6ee46adb1af0fb12e729fcc",16,10,4,300,2,1970,1,3,,,,,,,2,,,,2,2,,1,,1500000,1,15,14,14,14,1,25,35,0.5,3,2,,,14,,,,,20,1,4,23,2,,1,1,1
"28af7e0f8a5848d2a619672b42748bdd",10,10,3,2000,1,1985,2,3,,,,,,,1,96,,,2,2,,1,,600000,2,10,16,14,14,96,12,5,0.4,5,2,,,10,2,5,6,1,60,2,4,23,2,,1,2,1
"28b5dd676913440182de271b1669ac69",10,12,,,,,,,,,,,,,,,,,,,,,,,1,10,12,13,13,,,,,2,2,,,,,,,,40,1,2,21,1,4,1,1,1
"28cd2ccd0f144e4c816092654cfc2727",10,10,3,0,2,2009,1,3,,,,,,,2,,,,2,2,,1,,1000000,1,15,16,14,14,6,15,10,0.2,10,1,2,1000,10,1,2,4,2,60,2,4,23,2,,1,1,1
"28cf2e844e8f4445bf3bfccc02b66b49",10,11,,,,,,,,,,,,,,,,,,,,,,,2,15,12,14,14,6,20,45,0.5,5,2,,,10,1,2,,1,60,1,4,22,1,3,1,1,1
"28cfecdc40fb49b1b9bb757b7bb7626e",16,10,4,20,2,1950,1,3,,,,,,,2,,,,2,2,,1,,6000000,3,15,14,14,14,6,3,5,0.1,10,2,,,10,2,,,1,100,1,4,23,2,,1,2,1
"28d1746496ae4f63975319dc27f41ae4",10,10,4,240,3,2016,1,3,,,,,,,2,,,,2,2,,1,,600000,3,15,12,14,14,2,60,60,1.6,2,1,2,2000,10,1,2,4,1,60,1,4,23,1,1,1,1,1
"28e152a2974244b19c05b3ce649c4ad5",10,10,1,25,1,2017,1,3,,,,,,,1,96,,,6,2,,1,,900000,1,10,16,14,15,,40,10,1,3,2,,,10,2,3,4,1,80,2,1,23,2,,1,2,1
