"hhid","PID","s6q02","s6q03","s6q04","sq05_1","s6q06","s6q07_1","s6q07_2","s6q07_3a","s6q07_3b","s6q07_3c","s6q07_3d","s6q07_3e","s6q07_3f","s6q07_3g","s6q07_3h","s6q07_3i","s6q07_3j","s6q07_3x","s6q13_1","s6q14_2","h6q12a","h6q12b","h6q12c","h6q12d","h6q12e","h6q12f","h6q12g","h6q12h","h6q12i","h6q12j","h6q12k","h6q12_1a","h6q12_1b","h6q12_1c","s6q30b","s6q14","s6q15a","s6q15b","s6q15c","s6q15x","s6q15z","s6q30","s6q16","s6q17","s6q18a","s6q18b","s6q18c","s6q19","s6q20","s6q21","s6q22","s6q23","h6q31_1","h6q31a","h6q31b","s6q24","s6q25","h6q32"
"32e6bcbfd8754a888300f4d94e122d08",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32e6bcbfd8754a888300f4d94e122d08",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32e6bcbfd8754a888300f4d94e122d08",6,4,3,49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,2,2,,,,,,,2,1,3,1,1,1,4,98,2
"32e6bcbfd8754a888300f4d94e122d08",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33041c2eb26d4885a96730bd4d1d5de7",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3320ef7c916142e5a2bbdc984aa4cf16",6,1,3,13,1,1,1,2,,,,,,,,,,,,2,2,1,2,2,2,2,2,1,2,2,2,2,,,,2,2,1,2,2,2,2,1,2,,,,,,,2,2,,2,2,2,4,4,3
"332c00b7723640bcbd3b0df2af03f4fa",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"332c00b7723640bcbd3b0df2af03f4fa",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"332c00b7723640bcbd3b0df2af03f4fa",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"334dee6018014ebdb7c4c7146257e28a",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"334dee6018014ebdb7c4c7146257e28a",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"334dee6018014ebdb7c4c7146257e28a",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"334dee6018014ebdb7c4c7146257e28a",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"335fe1ef7c6546b3bf933b4aa1da6134",3,2,1,43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,1,2,,,,,,,2,2,,1,1,1,2,2,2
"3360501c0d7c4eeea1c707f77e485b62",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3360501c0d7c4eeea1c707f77e485b62",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3360501c0d7c4eeea1c707f77e485b62",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3360501c0d7c4eeea1c707f77e485b62",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3360501c0d7c4eeea1c707f77e485b62",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3360501c0d7c4eeea1c707f77e485b62",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3360501c0d7c4eeea1c707f77e485b62",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3360501c0d7c4eeea1c707f77e485b62",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3360501c0d7c4eeea1c707f77e485b62",9,5,1,53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,1,2,,,,,,,2,2,,1,1,1,1,1,2
"3360501c0d7c4eeea1c707f77e485b62",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33746ce25d4546f8a9f283f1c44c6575",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33746ce25d4546f8a9f283f1c44c6575",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33746ce25d4546f8a9f283f1c44c6575",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33746ce25d4546f8a9f283f1c44c6575",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33960cb846dd4bfd891338e0eb1e2945",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33960cb846dd4bfd891338e0eb1e2945",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33960cb846dd4bfd891338e0eb1e2945",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33960cb846dd4bfd891338e0eb1e2945",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33960cb846dd4bfd891338e0eb1e2945",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33960cb846dd4bfd891338e0eb1e2945",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3399544d202a4a1b8d5df7a165d44731",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3399544d202a4a1b8d5df7a165d44731",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3399544d202a4a1b8d5df7a165d44731",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3399544d202a4a1b8d5df7a165d44731",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"339af980ba28466788f81b4308328dd0",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"339af980ba28466788f81b4308328dd0",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"339af980ba28466788f81b4308328dd0",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"339af980ba28466788f81b4308328dd0",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"339af980ba28466788f81b4308328dd0",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"339af980ba28466788f81b4308328dd0",6,2,1,59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,2,2,,,,,,,2,2,,2,1,1,4,4,1
"339af980ba28466788f81b4308328dd0",7,2,1,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,2,2,,,,,,,2,2,,2,2,2,4,4,1
"339af980ba28466788f81b4308328dd0",8,2,1,4,1,1,1,2,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,1,1,2,2,2,2,2,2,,,,,,,2,2,,1,1,1,5,1,1
"33a3fafffb4a474fb4621d9ae24c52b6",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",9,8,1,22,1,1,1,2,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,2,2,1,2,2,2,2,2,2,,,,,,,2,2,,2,1,2,4,4,1
"33a3fafffb4a474fb4621d9ae24c52b6",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33a3fafffb4a474fb4621d9ae24c52b6",11,1,3,12,1,1,1,2,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,2,2,1,2,2,2,2,1,2,,,,,,,1,2,10,2,1,2,4,4,3
"33b5a266a16b4b71b035bcf5479463a6",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33b5a266a16b4b71b035bcf5479463a6",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33cd4473e1df4304a6839a80dbd44829",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33de788ba20149f1bb6f9c12cebdf074",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33de788ba20149f1bb6f9c12cebdf074",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33de788ba20149f1bb6f9c12cebdf074",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33de788ba20149f1bb6f9c12cebdf074",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33de788ba20149f1bb6f9c12cebdf074",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33de788ba20149f1bb6f9c12cebdf074",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33de788ba20149f1bb6f9c12cebdf074",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33de788ba20149f1bb6f9c12cebdf074",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",3,6,3,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,2,,,,,,,2,1,8,1,1,1,1,1,1
"33f56acd52c4423984085f4eb6bf4ad1",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33f56acd52c4423984085f4eb6bf4ad1",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33fac87d20e240cb9c7ef8274a13a6d1",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33fb9c9f14a043efa04e7daa663430a7",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33fb9c9f14a043efa04e7daa663430a7",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33fb9c9f14a043efa04e7daa663430a7",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33fb9c9f14a043efa04e7daa663430a7",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33fb9c9f14a043efa04e7daa663430a7",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33fb9c9f14a043efa04e7daa663430a7",6,2,1,54,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,1,2,,,,,,,1,1,2,2,1,1,4,4,1
"33fb9c9f14a043efa04e7daa663430a7",7,2,1,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,1,2,,,,,,,1,1,2,2,1,1,4,4,1
"33fb9c9f14a043efa04e7daa663430a7",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"340d75744e9d4eb8aadee885ff324a78",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"340d75744e9d4eb8aadee885ff324a78",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"340d75744e9d4eb8aadee885ff324a78",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"340f7d1cd070433289233c47135b8390",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"340f7d1cd070433289233c47135b8390",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"340f7d1cd070433289233c47135b8390",3,2,1,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,1,2,,,,,,,1,2,9,1,1,1,4,4,2
"340f7d1cd070433289233c47135b8390",4,2,1,12,1,1,1,2,,,,,,,,,,,,1,2,1,2,1,2,2,2,1,1,2,2,2,,2,,2,2,1,2,2,2,2,2,2,,,,,,,1,2,9,1,1,1,4,4,2
"34561220900b4fab84870a14380fb720",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34561220900b4fab84870a14380fb720",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34561220900b4fab84870a14380fb720",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34561220900b4fab84870a14380fb720",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34561220900b4fab84870a14380fb720",5,1,2,51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,1,2,,,,,,,2,2,,1,1,1,4,4,2
"34561220900b4fab84870a14380fb720",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34561220900b4fab84870a14380fb720",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34561220900b4fab84870a14380fb720",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34561220900b4fab84870a14380fb720",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34663816318b489b9e6a944d093bca40",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34663816318b489b9e6a944d093bca40",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34663816318b489b9e6a944d093bca40",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3482382222f14ecd8914d2bea0b543d5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3482382222f14ecd8914d2bea0b543d5",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3482382222f14ecd8914d2bea0b543d5",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"348cf466da0f48858cd15d49fb4159e5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"348cf466da0f48858cd15d49fb4159e5",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"348cf466da0f48858cd15d49fb4159e5",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"348cf466da0f48858cd15d49fb4159e5",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"348cf466da0f48858cd15d49fb4159e5",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"348cf466da0f48858cd15d49fb4159e5",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34a43e3984a24d5dbbc6cad6c04b692a",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34a43e3984a24d5dbbc6cad6c04b692a",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34a43e3984a24d5dbbc6cad6c04b692a",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34a43e3984a24d5dbbc6cad6c04b692a",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34a43e3984a24d5dbbc6cad6c04b692a",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34a43e3984a24d5dbbc6cad6c04b692a",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34a43e3984a24d5dbbc6cad6c04b692a",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34a43e3984a24d5dbbc6cad6c04b692a",8,1,2,18,1,1,1,2,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,2,2,2,2,,,,2,1,1,2,2,2,2,1,2,,,,,,,2,1,9,2,2,2,1,1,2
"34a43e3984a24d5dbbc6cad6c04b692a",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34d21965473246159336463c8a6ed1d9",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34d21965473246159336463c8a6ed1d9",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34d21965473246159336463c8a6ed1d9",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34d21965473246159336463c8a6ed1d9",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34d21965473246159336463c8a6ed1d9",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34d21965473246159336463c8a6ed1d9",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34d21965473246159336463c8a6ed1d9",7,2,1,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,,,,,,,2,2,,1,1,1,4,4,2
"34d21965473246159336463c8a6ed1d9",8,2,1,19,1,1,1,2,,,,,,,,,,,,1,2,1,2,2,2,2,2,1,2,2,2,2,,,,2,1,2,1,2,2,2,1,2,,,,,,,2,2,,1,1,1,4,4,2
"34dcbe1517394ed289cdf44ea22ec203",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"351ff4e6c63b4f46bfe6f61bf100ba4f",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"351ff4e6c63b4f46bfe6f61bf100ba4f",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"351ff4e6c63b4f46bfe6f61bf100ba4f",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"351ff4e6c63b4f46bfe6f61bf100ba4f",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"351ff4e6c63b4f46bfe6f61bf100ba4f",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"351ff4e6c63b4f46bfe6f61bf100ba4f",8,2,3,40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,1,2,,,,,,,2,2,,1,1,1,4,4,4
"351ff4e6c63b4f46bfe6f61bf100ba4f",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3529bff813494ad695f22dabccaaa137",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3529bff813494ad695f22dabccaaa137",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"354a41485b2b464fb33495af6e8cf9aa",2,3,2,41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,2,2,,,,,,,2,2,,1,1,1,1,1,2
"354a41485b2b464fb33495af6e8cf9aa",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"354a41485b2b464fb33495af6e8cf9aa",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"354a41485b2b464fb33495af6e8cf9aa",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"354a41485b2b464fb33495af6e8cf9aa",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"355bd9f88cba4233ba35e4af6cd99085",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"355bd9f88cba4233ba35e4af6cd99085",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"355bd9f88cba4233ba35e4af6cd99085",3,1,1,54,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,2,,,,,,,2,2,,1,1,1,1,1,4
"355bd9f88cba4233ba35e4af6cd99085",4,1,1,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,1,2,,,,,,,2,2,,1,1,1,1,1,4
"357decf44a614ba1a851b036ffc037ab",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"357decf44a614ba1a851b036ffc037ab",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"357decf44a614ba1a851b036ffc037ab",3,1,1,50,1,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,,,,1,3,,,,,,2,2,,,,,,,2,2,,2,2,2,2,2,3
