"hhid","PID","t31","t32","t33","t34","t35","t36"
"8b79adbce0d2462d95424a84a94e165a",5,2,,2,,2,
"8b962cc0c5994ad1a9115a09556e34cb",6,2,,1,2,2,
"8ba30b564d1a40bc867dad9460534b26",6,2,,2,,2,
"8bf6dcc813b146fc9ed7320504721cab",5,2,,1,2,2,
"8c0cffaeebd64a46a7a66436ab056862",5,2,,1,2,2,
"8c69f5721ee84eac9ffff352a72628cb",6,1,1,1,1,1,0
"8c98d02a4c84498eba0bb400ba0206f7",8,2,,2,,2,
"8cb24b08fbc545a0a49b79ae64e8e5f4",6,2,,2,,2,
"8cb6627e27314a468e4842fa71d68218",7,2,,1,2,2,
"8cc9fadde4b6455f84e5cb933f79eafc",9,2,,2,,2,
"8ccf1145b7fe4681b7e5b2dcc220b3a1",2,2,,1,2,2,
"8d168c1f2a3a4c1183477daa968d7cda",9,2,,2,,2,
"8d27bfc87d3148468fca2648184741f2",7,2,,1,2,2,
"8d444eb74e7b4bd3a234a9e81cd4e4ec",9,2,,2,,2,
"8db9be87004b417e9b2853c047848ded",4,2,,1,2,2,
"8ddc3a927db74c39bdd89a07013d8bc9",7,2,,2,,2,
"8e1a4eaba5964506ac960adce546137d",8,2,,2,,2,
"8e8aef3c76334f6d861b225e23cab540",2,2,,2,,2,
"8eb8cf409d4d484a933e9c0a4be37a9f",2,2,,2,,2,
"8ef9eac0332a4a05936cea16c259429a",10,1,2,1,2,2,
"8f28de7582444c4a9cdfd6c2dcbaf58b",8,2,,2,,2,
"8f2b2e4fea904d4ebd13142827253967",3,2,,2,,2,
"8f413df46af140459aa9109bf0462cf8",13,2,,2,,2,
"8f6187e86f2f4210bac43f688feb7ccb",9,2,,1,2,2,
"8f78f136f4ee4a3d8ff64a418fd86357",11,2,,1,2,2,
"8fa9e6cc5c0f432782ba1678d9afba6c",7,2,,1,1,2,
"8fd7e756172d4ffeb06c4ac56373c5b6",6,2,,98,,2,
"8fdeaf355324427ba72ed2c96460b611",4,2,,2,,2,
"8ff2011bf11046babbd4e58800e9b032",15,2,,2,,2,
"90b431b15e394501830e496a6936cb0d",3,2,,1,1,2,
"90c5ab804f3a4324afed563b4a6ce62d",5,2,,1,2,2,
"914c5519c55a4df18a820696f62c1c80",4,2,,2,,2,
"916b8a34f791451c91112e6a90ca8605",5,2,,2,,2,
"917bd1ae541840d5938bfc743f6cf592",4,2,,2,,2,
"917cc664a9d3474ead33b8d453b0c409",5,1,3,1,3,2,
"91977dd048b34793bdf31105e251b0af",6,1,1,2,,2,
"91e639b11610463fba9ff19245108149",3,1,2,1,2,2,
"91efc699bca84524bc971ba6a3dc3e87",6,2,,2,,2,
"91fd38789bc34bc2af4ee06597ace130",8,1,2,1,2,2,
"922a6b03b6944ace85f527966675c16e",4,2,,2,,2,
"925e2bb2e7da44f6ae83c1a83b896a54",6,2,,2,,2,
"92b1721f936443779c944709e967606d",11,2,,1,2,2,
"92dd1046b14c4abc81568657c4fd4812",5,2,,2,,2,
"93043de8823f4b3abaf7b01016b8f15c",6,2,,2,,2,
"932e33f2faba4e9aae7ce8070d59934a",9,1,1,1,1,2,
"9347730dd8ef47568efe82c59c896944",4,2,,2,,2,
"9361da1415864176a9af68cc25520bdf",5,2,,2,,2,
"936f2d49a10740f3af24dd61447fcb70",5,2,,1,2,2,
"94251fb5c28a4aa68f82cabd8371027b",7,98,,98,,98,
"945540415d914164bf9aac642e474d26",8,2,,1,2,2,
"94c23faa7af743f9a662d102d721c561",5,1,1,1,1,2,
"95177689d72c427d97dc7931ab8ace5c",11,2,,2,,2,
"951c7e98a6324280b5c549232a380204",6,2,,2,,2,
"9530738e2155482aab81a61a6270e063",4,2,,2,,2,
"95494f457b4740e1a46aebe28007c9d5",3,2,,2,,2,
"95a213f7d9944f96b12eea76d4de13d9",11,2,,2,,2,
"96795910971f4f2d854451efacb5cadf",2,1,1,2,,2,
"96a49d2f0bf44b789c3a7fe6264dd842",7,2,,2,,2,
"96af5e31bdc54115bd9297202eadbd6e",11,2,,1,2,2,
"96ef564dac484d5895fd53f32d7fb63d",5,2,,2,,2,
"971f44decbba438c94bcc5f8c7c7b069",10,2,,1,2,2,
"97510163d826480e9840eaef8783cd63",6,98,,98,,98,
"97a9f78d75774aa094c05dfe1bff19cd",3,1,2,1,2,2,
"97f7cc2abb034d599eb14f69eb597f07",5,1,1,1,1,2,
"989e0673052049b087f5131c084918ef",3,2,,2,,2,
"98cd4133a87f4d19a136b137ffb686a7",7,2,,98,,98,
"98e1379ae63c4ab4aa9d59c44b66d4ca",7,1,1,1,2,2,
"98e418f037464d3291bf751f1067d916",9,2,,2,,2,
"98fd4943cbaf4f7bbe28148346d42776",9,2,,1,1,2,
"9918bbbc0bc7474b9a02439bc63ac468",6,98,,98,,2,
"9922746e4091445d9783dd5fc99a3adc",18,2,,2,,2,
"992e00149d2a4cc8832d551a1bdbbace",12,2,,1,2,2,
"994768192e0a4657864c55efe8317405",3,2,,2,,2,
"99bb9b56b38542319ccc1198ffc05b69",7,2,,1,2,2,
"99ca1beb48114a99949a73c6d8fc7432",7,1,2,1,2,2,
"9a147b24ae894891a325dfa219530880",9,2,,2,,2,
"9a20f2c690714fc1a0d2e096dc86a5b9",10,1,1,2,,2,
"9ac9f70b4da04da78e87b87f6d198e61",3,1,1,1,1,2,
"9b02eb4b0fd64853af791dec2b9bc539",4,1,2,1,2,2,
"9b13de6b59dd4203b4c5554fae128724",8,2,,1,2,2,
"9b1763bd2b9b4fe8b790486a096ef979",4,2,,2,,2,
"9b2ee4a1c47f42b3b3f84e2adb626c7d",9,2,,2,,2,
"9b74b0f62de44be7a02f160a5ba08557",9,2,,2,,2,
"9bcd26b7a9444954a0ec7a92ac5451fb",5,2,,2,,2,
"9bd1860b508146b3884cd20046df32cc",4,2,,2,,2,
"9be879f175da4225806fd3c44667aac3",4,2,,2,,2,
"9c1c4c2d1ec449de9542c6b09cf43e01",4,2,,1,1,2,
"9c2388cce582456c8880ed97716d9b4e",4,2,,1,1,2,
"9c404252ae6644f381425f4d556632ba",4,2,,2,,2,
"9c4b2b70e3944e408f72094f249cb5a8",3,2,,2,,2,
"9c6f798b6064405691e41dce5791aaa1",10,2,,2,,2,
"9c92c41e2886404084d6eaae15bfa141",10,2,,2,,2,
"9cd59c0742ed47cdabdf3e3b1f8d226a",6,2,,2,,2,
"9cdf579305d145c599d0315528822ba3",4,2,,1,2,2,
"9d60158b372846398a2b0ee7e5cdf26c",6,2,,2,,2,
"9d6695859b5e4334b1200b076920ecac",4,2,,2,,2,
"9d716a68dbf64a0a88e338829fc98f42",3,2,,2,,2,
"9d7180d90f7a49bc8dae77bfa6e9c30d",4,2,,1,1,2,
"9da3836174fb48d1bc2c6a5643c1c7d4",8,2,,1,2,2,
"9dc451335e534c9084e29c29c74eb9ee",3,2,,2,,2,
"9dd0ecce1e484e9b82267c6a530782b9",5,2,,1,2,2,
"9e47a5951ea1431e813d916b9aa600a3",6,1,1,2,,2,
"9e5b1526f35f46eab13af6bf34d2f7f8",12,1,2,1,2,2,
"9eb87a01395b45ac9a4854b346d2fd02",8,2,,2,,2,
"9eba52050a0049a08e8af4883a44e392",6,2,,2,,2,
"9f2b19d489c64381aaddfb4cce02568d",4,2,,2,,2,
"9f3451aed30948a1b6530ac48207f274",5,2,,2,,2,
"9f414e2c5d0e41c290bdfd85a29bfd6f",6,2,,1,1,2,
"9f5ad7852a0a42169e52d6b64dde7e4e",9,2,,1,2,2,
"9f80522ee9de40008a38c9e4a25ec6ca",11,2,,2,,2,
"9f8f454ed1364911ab89b8c4f16237ab",6,2,,2,,2,
"9fc5c52e8b5b4f4fbb4b629aa641322f",6,2,,2,,2,
"9fd0c6d9b69a47c195fb0028536e94f0",3,2,,2,,2,
"a0424edcbfcb43f0803923adce6375e4",5,1,2,1,2,2,
"a08468e3285942ccabfcc602d47ffe2d",5,2,,2,,2,
"a0a00a2d0f3c48fca8bfbe77704ee217",3,1,2,1,1,2,
"a0c97672aa9a451dbca797f24ef2ea8f",6,2,,2,,2,
"a10b883d774b4ad5973e34bed51f0de9",4,2,,2,,2,
"a11818ca5e604f3cb76bcd190414943c",6,2,,2,,2,
"a1cef5f8f14b49a7b7d9ff348c483481",8,1,2,1,2,2,
"a1eb89c276174cec88ee6cfbaaa3ac7a",14,2,,2,,2,
"a1f4bdfc16314591ae07c3e1aa6c20bf",6,2,,2,,2,
"a20abcc5141a4324bdfd913442ba7c74",7,2,,2,,2,
"a20eb7aa426f4d66a5c2c8e0dd06e5b0",4,2,,2,,2,
"a253a93dccd642c9a9ced4b737a30f07",6,2,,2,,2,
"a2d8600a7bbf44c9b630a2d8c4b465f2",4,2,,2,,2,
"a333dbaff12d49f1923968e6efc23d24",4,2,,2,,2,
"a34811ae5dc5429aa501aa90e10fca56",18,2,,2,,98,
"a380dcac18c7409aa2674ee74cae9901",7,2,,2,,2,
"a3854296881447e3b50417cdd8e3e4b9",8,2,,2,,2,
"a399a30d9dfc41f484784fa549684c46",8,1,2,1,2,2,
"a3f06a0a2fca4ffc9bc3458f3f57f38d",7,2,,2,,2,
"a3f3ee1c2a1b48ca86fd6faf9922f72a",4,2,,2,,2,
"a40f971414b64ea88a3625232d1991c5",6,2,,2,,2,
"a45e2caa22b64dcd8c217a0b58482ede",8,2,,2,,2,
"a4c19dde7ac34680b1659848ce2a2763",3,1,1,1,2,2,
"a4f7d649e1e84934909ab70ab448c36d",7,2,,2,,2,
"a54fdf215157451c88ae09ffec1a26f5",17,2,,2,,2,
"a5c1728bb041435f8123e46e908a4e57",8,2,,2,,2,
"a5d1f92dd1da47f48c7193492a8e2e08",6,2,,2,,2,
"a5d4abe8a996457a8cff84d9ad08224c",6,2,,1,2,2,
"a5f68ddc07ac47298d03718f5af2bdaa",8,2,,2,,2,
"a5f9c696260d498d97d20ea3fb91889d",3,2,,2,,2,
"a5fd27ad3bb44033b4b0158933dcd89f",5,1,1,1,2,2,
"a63eb513466a4890a63ef1ecd2c83a84",8,2,,2,,2,
"a69436528a1142ab8ed8ac9db30e498c",4,2,,2,,2,
"a6a4bc9460134b4bb4187f88c591fb06",8,98,,98,,2,
"a70bc5a3415c4931a7838a03ed27fcf1",4,2,,2,,2,
"a722393425134d81ab32eb45df149c58",6,2,,2,,2,
"a7265792807844acac1423d2e3d2785e",3,2,,2,,2,
"a74eca7ac668455b8973706d7727c292",8,2,,2,,2,
"a75a0f25487947518decdc92c75b0daa",8,2,,2,,2,
"a77f47876cb64317971cebc12353aa9b",4,1,1,1,2,2,
"a78868abf3bc42d489361eee2c728d5f",8,2,,1,1,2,
"a82d1013ea2f4f168a864e028bab5d9f",5,2,,2,,2,
"a89b04d7344e4f81b0ef8bb9030a24d2",3,98,,2,,2,
"a8b1fb8599ea4624997929d194df9851",8,2,,2,,2,
"a9645d5b9bda47f780c1333f9f59af34",3,2,,2,,2,
"a983278448b344489b12dc0725752a0f",8,2,,1,2,2,
"a9c0c29641dc4bcf9a8cfb4b0de4fff1",11,2,,2,,2,
"aa56d40288b04762a4c0413843523017",8,2,,2,,2,
"aaa693dd621d4735a9f4c38f3f52fd47",8,2,,2,,2,
"aac4b6d386d94fd99021cdd494df48ce",5,1,1,1,1,1,5
"aaf8a7d0c31f4505b1ce1347e1fa236a",6,2,,2,,2,
"ab13ca14ee2847d19f419f2738366c55",7,2,,2,,2,
"ab6172b948584ebe8fbc79736257ce9e",4,1,2,2,,2,
"abba7c9d177a4a199469c6fa95c053fb",15,2,,2,,2,
"ac2a25517e0242418fc38f028b3d521d",7,98,,98,,98,
"ac676794ee4c4e75966b34a47434ee1c",7,1,2,1,2,2,
"ac7c017773394b21bda7d7a841668f50",6,2,,2,,2,
"acfd9733bf3547429840ea79464086ce",4,2,,2,,2,
"ad0a0d11c5a94a59867951e9c43e6b00",10,2,,2,,2,
"ad0c844fd9544b1897a7833830739253",5,2,,2,,2,
"ad127429c6754ef7a5d061dfd0d3a1a2",5,2,,2,,2,
"ad4274ea317c409b998bc6dfbf7bd78b",4,2,,2,,2,
"ad56e4bfe4c241f498d03dcaaf93220e",3,2,,2,,2,
"ad59cb3bb3fa4b73bc012cdde2e9ddb9",5,2,,2,,2,
"ad5ca01a4fdc4123b5b5e7cf4f1cda95",6,1,2,1,2,2,
"ad69645bc31a419bb1ce6f5ee8747899",10,2,,2,,2,
"adc8d19d7b854ad2b55080dcea3f17dc",12,98,,2,,2,
"ae378d75b5a1419d904d20e4f2936d18",5,1,2,1,2,2,
"ae4c75329ca646b8bd1b549b06d75cd0",8,2,,2,,2,
"ae7493d6dc7f40b789c0b725e8f3ab45",3,1,2,2,,2,
"aeb8218a028e45faa144a2d25b6a7052",4,2,,2,,1,0
"aef5c74f575e4c658e5d0c37ca3bd8ff",5,2,,2,,2,
"af0fcac55cdd4b32849c92d4af701f79",6,1,1,1,1,2,
"af623be31a5c4e259e34bc0c0e007e69",5,2,,1,2,2,
"af862d9321024e2e8d76ccb19311a45e",4,2,,1,2,2,
"af8e6ef8dfdd43469010bdeb00ecab88",7,1,1,2,,2,
"afac3402b6234ab68aa20bb82645a9ae",8,2,,2,,2,
"afb120116c7549488abd82b39afbef69",7,2,,2,,2,
"afb6161ef4fc480bb45b596e512c6c2f",9,2,,2,,2,
"afecf3d47a4444d2aedac11fc292f425",6,1,2,1,2,2,
"b012f7585ca645faa11331bd81bd4c6d",9,2,,2,,2,
"b0719444cd0e4635918bca132a618497",6,2,,1,2,2,
"b090658cc69b4f5e90a0d2626b571a9a",15,2,,2,,2,
"b09a045bf22d4d7aa98ab4463f8612e4",11,2,,2,,2,
"b0c252934844412291fcfebada5ae793",3,2,,2,,2,
"b0d9f19237d647f681ce5e38a84a7c57",7,2,,2,,2,
"b106c232072c45adafea509d5ad64fe8",7,2,,1,1,2,
"b11aea0ef7944c78b80144c645a21aad",9,2,,2,,2,
"b12610b1c5384f229a41e26dc30f15d7",3,2,,1,2,2,
"b1390cc91daf4acf8611fdf2ac23e6c1",7,2,,2,,2,
"b1ba139be20a476a92f80354da057d69",8,2,,1,3,98,
"b1dadb98e37a4262905f2e07f808632a",9,2,,2,,98,
"b244d9aa549f4eac80029906dd2b3350",3,2,,2,,2,
"b304a57c479f4e5f8b7c07101d5d45c4",4,2,,2,,2,
"b304b9aac6f64ce2bbd169da0b8566fd",4,2,,2,,2,
"b3588ec242ba4dba9989e958786e39ae",3,2,,1,1,2,
"b363cadf0f384cc4a76c268f01566722",8,2,,2,,2,
"b3d8fc44948248aa9d1f4543f23f0eb0",5,1,2,1,2,2,
"b41852ba6ec9418687a8a086f45f5504",5,1,2,2,,2,
"b4309d1edc87496e83d28b1134440537",8,2,,1,2,2,
"b48aec9268e84c96bf4b4d2b2e1f1603",9,2,,98,,98,
"b4e9b9bda3f341ed9045ab3211cdf7f6",5,2,,2,,2,
"b5026e18272641b58b4915a3fe13b5ae",9,2,,2,,2,
"b6680083ccb8401194fd889d5eadc656",7,2,,2,,2,
"b6b432523c554b4d8eedd47b989b4d15",8,2,,2,,2,
"b6b832111eed4cf0b70e637427a21670",8,2,,2,,2,
"b6f18c8bff3c4eaba741b26897b6d347",13,2,,2,,2,
"b6f894e9a3924d45a1f23e72ce88d4ee",3,2,,2,,2,
"b718d47e034f4ec28b5d864812ece8f6",4,2,,2,,2,
"b7412a03686641798ffd83930c93e675",8,2,,2,,2,
"b76681e65407465ab760a8b749cb8b7c",10,2,,2,,2,
"b79e158e0ef845848b8302e5005d7145",5,1,1,2,,2,
"b7c55d82cf80491faabff2f791dc9b75",4,2,,2,,98,
"b7cc6626a4df403db96ade9d59d61be9",4,2,,1,2,2,
"b7d2405ea17b41a893297e8ae87c94e9",7,2,,2,,2,
"b80523d51b914db880772bccb6d46519",3,98,,98,,98,
"b81584c10344443d8039ce07ef50015f",5,2,,2,,2,
"b81c9a390c9346bfae26590c802ed1b4",11,2,,2,,98,
"b8308fefffb84ef6afc50afd4c1e88f5",13,2,,2,,2,
"b8473c9d33314a2f82d294e5535af003",7,2,,2,,2,
"b88e7c95f82444e29a7a8db4f0fe8be7",4,2,,2,,2,
"b8ba9e84a6104122b6825514fcf2e1bc",11,2,,2,,2,
"b8bb460dec1f49249567b6cfeebe2013",4,2,,2,,2,
"b8e2cea8f2cb41658f39a0a0c0f62823",9,2,,1,2,2,
"b964100c9f3c4b2d9a01418630c3aa61",4,1,2,1,2,1,1
"b98f427fb06841d4859bf39fa28d4ff1",6,2,,2,,2,
"b99143ca74184f33a91ebc8db49f3ef9",7,2,,1,2,2,
"b991f018797a4ac69cdd5e12ed1eb1bb",5,2,,2,,2,
"b99303e6cfd04d169e3c5816bebd8aa0",4,2,,2,,2,
"b9c14f2fe5c54701a464a820ab60157f",5,2,,1,2,2,
"b9eff8f172ee42e0b824fe36749a1f46",5,2,,2,,2,
"b9f0ab277d574f02b69370c737213267",5,2,,2,,2,
"ba7f4486c8b646b586fff76bc63694a1",8,1,1,1,2,2,
"ba81be4a3ee64134b255a3f8956baf6e",9,2,,2,,2,
"ba98465a8d674c38a712ba4090d8f502",6,2,,1,3,2,
"baa1137dc2a14b808dc19162fdd0b69a",10,2,,2,,98,
"baad02af91cd49d59fb922375b6570f0",5,2,,2,,2,
"bab47cfce3644791a8864224d5d0d673",4,2,,1,1,2,
"babce4c54f7948a79ce986d72bae32d8",6,2,,2,,2,
"bac1e1a10a5a44babb6cf21463891f45",12,2,,2,,2,
"baf140fd09684716b150ac68f1c0a61a",6,2,,2,,2,
"bb134e8f81b344a9a30131d02b84b34e",5,2,,2,,2,
"bb29554f6b394b429eed575c62b42025",5,2,,2,,2,
"bbb14758455e472182e8d6a98ef60b89",10,2,,1,2,2,
"bbe988d76e74439997133682935ed301",10,2,,1,2,2,
"bc418bbbee4e4baf854fb44300a023c5",4,2,,1,2,98,
"bc9cfee31ebe4ac4bd5f00c51c333716",8,2,,2,,2,
"bcb37722cebc401e8080e2fe4f31d2d0",4,2,,2,,2,
"bd27f73982f14a068a8210bfb2dbbbc1",6,2,,1,2,2,
"bd72aee8d4164067b0e2a4fbd4e254a2",11,2,,2,,2,
"bd7f6a475cac41cea98b2ce0f43d9c9b",10,2,,2,,2,
"bdb4e1273cf948b59b09ae2d8b907fa7",12,2,,1,2,2,
"bdb8c4168948429d823bcabe930f0129",7,2,,1,1,2,
"bdc980caf79846869af8048b704a6997",14,2,,2,,2,
"bdf2414dcc9e40008d670974bfbb1dda",8,1,2,1,2,2,
"be2216cf68aa4bb6a6aee19d9ea8f5c9",7,2,,2,,2,
"be37e14d3a894e34b206db1d4020346e",4,2,,2,,2,
"be4e3dfc53034885a1a42d4840817c88",8,2,,2,,2,
"be66986323ae4c40a8bada668061e09b",5,2,,2,,2,
"be803ec37ff24614830415b9108a9487",4,2,,1,2,2,
"be8dde780cd14d3aaf9eeaf0332ca597",8,2,,2,,2,
"bed3e73713634cebbc2c9bbd8f5cf072",9,2,,1,2,2,
"bed473acc27844feb5141ea3784501de",7,2,,2,,2,
"bed8e25a73cd4da5bc9268c678f8ba01",3,2,,2,,2,
"beeb3f06ae924d9aaf19e0ebd2be5f0b",5,2,,2,,2,
"bef86061296b4b76b955447d27508c08",8,2,,2,,2,
"bf17905834a842e9aec1da4afcef6c60",5,2,,2,,2,
"bf3be37bfc524376819d8ffe6f93ded9",5,2,,2,,2,
"bf8c7eba84f14ae2898cfbfd1a2cc161",7,1,2,1,2,2,
"bfc79892ff7141d78ac1f519614428f8",10,2,,2,,2,
"c00e2d51bb424d518fb62d0431aed082",14,2,,2,,2,
"c01cead2bfe64a6d81549572f0a83340",8,2,,2,,2,
"c07d993a72ec4f05bbcd6fd152c35052",6,1,1,1,1,2,
"c08223acc5a8485e8de6744a289cc415",5,1,2,1,2,2,
"c08d7f3d06be445f9599a2704a72a3d3",6,2,,2,,2,
"c0d1b04857314dd488addfd633f906d3",10,2,,2,,2,
"c0f90710d74c4743a357f0a75edf5015",3,2,,2,,2,
"c13d65cf6d1e447cafc940376bb118f1",7,2,,98,,2,
"c16d96403d4844d78a43024ca4ff315e",8,2,,2,,2,
"c1c101a7b4004711982213dc6c11f2c2",5,2,,2,,2,
"c1e0914c45ef425bb761309bf7625bf2",6,2,,2,,2,
"c1f5cb68243e4370ba4103ce526854c7",6,2,,2,,2,
"c212a28ff79e4ca99099ee42e92a7075",3,2,,2,,2,
"c21897c536a245d198ab17088b5c842e",3,2,,2,,2,
"c22c8886f04f4b3cb0023fe36f332872",6,2,,1,1,2,
"c260e6f3b351439a85dd2b8bbeaa8cf7",4,2,,2,,2,
"c2f8f2d050d84e548f55f3fb3385ee82",3,2,,2,,2,
"c3493b9c563d49ca882e3ccc4a5eb4bc",9,2,,2,,2,
"c3619c9cc0ff496da2d064b12f525722",8,2,,2,,2,
"c381c58d390c4eb296bbe393e3ad5609",3,2,,2,,2,
"c38ed4e9da4241458af9b822239ce2a2",7,1,1,1,1,2,
"c3bec3af1c4f432fa0c5cb6153099edb",4,2,,2,,2,
"c3db1a75cf4844b0a93d109bf42a4cc5",8,2,,2,,2,
"c3ddd061cabf4789a892cac3aba2da07",6,2,,2,,2,
"c3eb26f27f1f4d5586980720c0a7f4f5",6,1,1,1,1,2,
"c3f8e9e4053e47f9a71957bdb315a8e8",3,1,2,2,,2,
"c402187d05cb46b7ba63c2a2a4ea34c8",5,2,,2,,2,
"c446926de7204deeb80ecda6f7bcf719",4,2,,1,1,2,
"c454c61410e643ce8eff418dccd3e32b",2,1,1,1,1,2,
"c46722124c604781b5f19112c84c83a7",7,2,,2,,2,
"c46bbb247a09427a8dff859af69ab6d7",10,2,,2,,2,
"c479af7c7ced4f1e863d7665d1246eec",5,2,,2,,2,
"c4b8c9463c1c40efb1d1c36d652aa831",5,2,,1,1,2,
"c4bfd881db4849bcacca22abf8cb7a02",6,1,1,1,2,2,
"c4e19cc8b4c6486ea978a911c509f377",9,2,,2,,2,
"c500764c2b094d1b91dc9dc8cf49d3aa",11,2,,2,,2,
"c51efef6d096409fb216b851ce3f6f20",5,2,,2,,2,
"c542d7add8214420897df6776abab710",8,2,,2,,2,
"c543112060e04f9ba9e340483d9ba8e3",5,2,,1,2,2,
"c5562c10594a4b799ebb07e6defc8519",8,98,,98,,2,
"c558d59ecde74d658c636825086bab14",9,2,,2,,2,
"c5597d721ca14aa18469f86740aed62d",8,2,,2,,2,
"c5a5a13f59374604bbbaaa42b8ae58bc",9,2,,2,,2,
"c5ada434e67c4e36b566ad82a40a2d22",3,2,,1,1,2,
"c5c063abced0429384ee211597f3156b",4,2,,1,2,2,
"c60685e1e0a840508a2fd4ca315ef5b2",6,2,,1,2,2,
"c631319a6e504d1a9d2ef03f438a8395",2,2,,2,,2,
"c672847bea0742a88fa60f79ce148331",8,2,,2,,2,
"c6b8a07762ad452b806a35c5df42a8f0",5,2,,2,,2,
"c6e6881d681f46af9efc2f27e64fcdc4",7,2,,2,,2,
"c6e99adda75b46bf982be5c4e40c1295",9,2,,2,,2,
"c6f5294fc2be4279bcfb866c48158289",5,2,,2,,2,
"c6f7d03ed47b41b7a01deef790d717c7",12,98,,2,,2,
"c733fc061f9b4380b26345c6b2aa88cd",5,98,,2,,2,
"c74969fb51ae4e04bec6101dcbcea596",4,2,,1,2,2,
"c7632c0a1cb842ec904cfc3c3324aaf7",6,2,,2,,2,
"c76b396bcdd9442ca1ed14ef29faa909",5,2,,1,2,2,
"c77eec233dd34f078d3856a95b984616",8,2,,2,,2,
"c85b148132f44909ae6cac0a78676239",8,2,,1,1,2,
"c9038d38b39d47299216f5845b740344",5,2,,2,,2,
"c9043b10ed134a71941db76ee6f16f04",8,2,,1,1,2,
"c984a7d89061419ab57fca5feedbbb6c",7,2,,2,,2,
"c9b5223c60574c27896d40d0ee98594e",4,2,,1,2,98,
"c9bab04ae0f2433091a57580deb97448",6,2,,2,,2,
"c9ca510f05b5493d907f3fc165346d5a",8,1,2,1,2,2,
"c9cbf5958c86432ea08d0c70d821108e",4,2,,2,,2,
"ca05f04dc5fb4960b1c1dc9240f69486",6,2,,1,2,2,
"ca25d3d35ddf4ee2b11ed9e4559d0482",5,2,,1,2,2,
"ca4000dfe0184c1ab2d2d7e0fee6e8b4",2,2,,2,,2,
"ca4583e980e848bfab2997ba502c548f",9,2,,2,,2,
"ca8dcb1e3b244c13a8e9cc5c67fbb308",4,2,,1,1,2,
"ca9b279358ba469b967a39a2c7567d06",7,2,,1,2,2,
"cabb531efb1040f6bb77c5c699c4e308",6,2,,2,,2,
"cabf8bea274749cb8abdcf5d43679f69",8,2,,2,,2,
"cb3a33597c1a4d9a8da9923ce135d51c",8,2,,2,,2,
"cb6261f36877496a99010265768a6ace",4,2,,2,,2,
"cb988146f4464defae9ec18a644f7135",8,98,,98,,98,
"cbb10f3fcada4ee1bc53624b6eb50600",4,2,,2,,2,
"cbfe54623f664389812662f81e15ff9e",8,2,,1,2,2,
"cc6f4c0f37d349dd99bd994580edceb3",7,2,,1,2,98,
"cc7b17511ccd4271878ba3991c46cf7d",7,2,,2,,2,
"cd6afdac58874d0fb9440986d2ee2419",6,2,,1,2,98,
"cd7d1e66e898489eb998eea7bf94ec5a",7,2,,2,,2,
"ce0ab3c349e841be95f284b879b7c0ba",4,2,,2,,2,
"ce14826f4c464114857b39f52f4d50ee",3,2,,2,,2,
"ce2d49c3340c4b7cbde965053dd33110",3,2,,1,2,2,
"ce4a674264b849928dfc560ed4b7ddd4",7,1,1,2,,2,
"ce59ddca2f944eaabab2bc796a87cd69",4,1,2,2,,2,
"cea56335356b476b92edc70dae7e2e7d",8,2,,1,2,2,
"ceb691ba786d4dd2b60a4413237a0f9a",8,98,,98,,98,
"ced961fdc3c841a5b00d79d5e761fcc0",5,2,,2,,2,
"cee9a69308d7483b926e6742e380a4ef",7,2,,2,,2,
"cf14f86035f849ae92d30fd485c90b93",8,2,,2,,2,
"cf3cb7e0f5964545b02fff49ef1608ce",6,2,,2,,2,
"cf57a6b9d7f94835965c054fd697ba78",7,2,,2,,2,
"cfeeb97657a146d2af96f2b6f44ed007",5,1,1,1,1,2,
"cff81da8a11f4200ad21b8736a13bcb4",6,2,,2,,2,
"d050a8ab3e3a44899967590c20c4df1d",9,2,,2,,2,
"d0c4ac3392a848a59a5b6889e5464cdf",5,2,,2,,2,
"d0f8bfb36d7d416ca67c524754d7fa37",6,2,,2,,2,
"d0fc106b82d44bfda891e02a2bde7dff",4,1,2,2,,2,
"d10fd5dd0dcc48debca29216afc59117",15,2,,2,,2,
"d134bae779a94a009e5bdecebae4c5c3",6,2,,2,,2,
"d13fee1c81cf4a6c8d1812660719f604",3,2,,1,2,2,
"d1508f9b5dbd42558d31e999598a2a44",5,2,,2,,2,
"d19b5c210ee54657a4d749da7b5cd5e7",6,2,,2,,2,
"d1b9c2c55df64dfda53d3a301e862459",6,2,,1,2,2,
"d1e5426a11e442a6b6f4e0b909e14c06",7,1,2,1,2,2,
"d1ee8e4f09294e78b6db6d316296f70b",6,2,,2,,2,
"d208c5d95f754d22a8db4423f348c4a1",6,2,,2,,2,
"d2c4e3581cf84c7ab3ae39a0b6ef2537",11,2,,1,2,2,
"d2e69dc8645343b0a0998cafd392ab1a",9,2,,1,2,2,
"d2f294487b4245ce93b6be3725298267",8,2,,2,,2,
"d31357fa80cc4c92bc246977c1affd38",3,2,,2,,2,
"d32c828937da4ba095868fb4b237594a",3,1,2,1,2,2,
"d35378a850bc46159e7e9221d3bb476a",3,2,,2,,2,
"d364050be7634209b1d19a28d782736e",11,1,1,1,2,2,
"d370d33a2d714e42bdd2f0b4b1fdfd62",6,2,,2,,2,
"d386bb0a11ae4b35a236f8585019fadc",6,2,,2,,2,
"d3e6ca80bcdb475e822e84d7b33b4a8f",5,1,2,1,2,2,
