"hhid","PID","t31","t32","t33","t34","t35","t36"
"45eb1e917da9451db9e881e1fa1eaf31",5,1,1,1,2,2,
"465331c0853145f9b55e651ed0ffb548",5,2,,1,1,2,
"466fd80fc52344ce99ab19c4f102e4eb",3,2,,2,,2,
"46836522fff147d2a0b75bc94fec4ea2",4,2,,1,2,2,
"46a808d4acf0466fbfe31f2611456f07",12,2,,2,,2,
"46d2fee36024408e8679826eabd2de51",7,2,,2,,2,
"4746ecc14a244dbf9ec933d8ccb48115",6,2,,1,2,2,
"475ef9bd4a8844ccbc220ff21f90aa8d",8,2,,2,,2,
"476ce5bf870d4dff800dff6927e5e10c",4,1,1,1,2,2,
"478bb11b7570489b81a7b195c95db5bb",6,2,,1,2,2,
"47bb76556a8b4a88ae1d0b6d3e1d609e",7,98,,98,,98,
"47dbb99a6fe142329ddabfef5d78d640",7,2,,1,1,2,
"481c37f0ecdf4695b5513244789cf32e",4,2,,2,,2,
"4854e44da3904bb49b6cc77c09357018",7,2,,1,2,2,
"4864b552d6f54bd7957c946a94ea8f4c",4,1,3,1,3,2,
"487985446fde4b70ad526bd6a73c9b65",15,98,,98,,98,
"487fbda86e8e40ca8f2d68ac4bf3f5be",14,2,,2,,2,
"4898d4c83547442a8418efb00ae40aaf",4,2,,2,,2,
"489b6a0849fe448b9483256266506ef2",5,2,,2,,2,
"48b970865cd6430fb2683b2ed40a95da",6,2,,2,,2,
"48e3d859a85c4ccd9973f89aaf001129",5,2,,2,,1,2
"496e720d7b67421b8350646ddf9af9f2",3,2,,2,,2,
"49987fd967404dcd86454fb94fb6fd55",9,2,,1,2,2,
"49a0ea12aca04db3812c4704772e5186",7,2,,1,2,2,
"4a1416a4b0874159aff36a5f93191020",10,1,3,2,,2,
"4a8e3be9296a4254b35b14d36c81c065",6,2,,1,2,2,
"4aa7e3e3aa76461eb2006f013c593752",5,2,,2,,2,
"4ae5a516e47d467e96c4029a0000f4b4",11,2,,2,,2,
"4aff9ba979d844f298d8883e424e68d8",5,2,,2,,2,
"4b285f0f20c646dea7e3dd2da5a0cc5c",6,2,,2,,2,
"4b451405a99342a5a1343b0154c8c557",3,1,2,1,2,2,
"4b58c81f7d1f4abab327ee3ad76190fb",7,2,,2,,2,
"4b7b477a6d214019ab531b245c5c6474",6,2,,2,,2,
"4b8d2fc438d344cf9d22130086979cf4",10,1,3,2,,2,
"4bba574bbf8f46ccbc10019d13da3841",11,2,,2,,2,
"4c2b6ab893a74753b5aed1853e854af6",4,2,,2,,2,
"4c651601455d47ebb4b2d6cda3aeb796",3,2,,2,,2,
"4c94e59d3e064e91abf311c347c25270",3,2,,1,1,1,4
"4cd120d84ab143edaa6e0e35e3452629",3,2,,2,,2,
"4cdfca9cc91f4424a80d361df06952e7",10,2,,2,,2,
"4ce75b49d19f496f9dec50c50813251f",6,2,,2,,2,
"4d163b2ea24c4d54806ef89c90376f19",9,2,,2,,2,
"4d653bb8ed4c40c6a5db54dcfdd0ebcb",6,1,2,1,2,2,
"4d77a6468adb430faa1279387ee1a0d8",8,2,,1,2,2,
"4dce18d3d0104e02a6e7cf02881f317c",6,2,,2,,2,
"4e8cf88d853d4485aa1754e57242b25a",9,2,,2,,2,
"4eaf9dc1ae0f4ecf957a6c7e65f0218f",4,2,,1,2,2,
"4eb28ac9ee9849f69d0f9806d6e8aa6e",9,2,,2,,2,
"4ec2b0b632f54d069bc6da7b7ed1e91d",6,1,2,1,2,2,
"4f1061a0b3ca439abc538fde335b4ba9",3,2,,2,,1,2
"4f4a1fbe2ba741a88426a21e99551e35",3,2,,1,2,2,
"4faea088444d454e8a3f7e7887be6b89",9,2,,2,,2,
"4fcac595a4bf40d69cba13807e4dfe71",7,2,,2,,2,
"501f83b984f34171adfa1850fc82f12a",11,2,,2,,2,
"504c4ad1324e4496b358effae531fd25",7,1,2,1,2,1,0
"505523711cd2452fb0d7d946216ae482",4,2,,1,2,2,
"5057ade8d6ee44db9a9fdb29ef5f15d3",4,2,,2,,2,
"5083de06b7284974819a0edafe4f2c9d",8,2,,2,,98,
"50af7990fb164f51bb03105db8e410cf",9,2,,1,2,2,
"50b14fc9fac141cea423200916456292",5,2,,2,,2,
"50e0bd6fa19a4d4f8c96669910359c91",9,2,,2,,2,
"50f1b984182f4ad383b4dcdf8685981a",6,2,,2,,2,
"5194755e4fc140498ff85f1759ca8895",7,2,,2,,2,
"51b52b3dedef49bf9619f8af719e314f",7,2,,2,,2,
"51c5e3d0758b41c792ddf0dba884dbd9",4,2,,2,,2,
"51dab8dfccc44dd788f9931b99dd8ddc",3,2,,2,,2,
"51dccf3bbb3740c1962c5d34f32f5dcd",8,1,1,1,1,2,
"51eae650947843dcbc862984e1a77384",6,2,,2,,2,
"51f6b6d5efc3486fb2d24b96b9e2e55f",8,2,,2,,2,
"526f36aca353490a94f457d883cdfa60",4,2,,1,1,2,
"526f63e3ec4b4346a987c47bc49739be",5,2,,2,,2,
"52b1e0c2db054589afd4f57f1554d2e2",5,2,,1,2,2,
"52bd215abb644575896b9092ec4486e8",6,2,,2,,2,
"52cbe6a1b6b8481cabe9c7d5fe14f626",7,1,3,2,,2,
"532dd7454bd147a992bb9f40808ff7c6",5,2,,2,,2,
"5350bcf3dc074d5fba68113e0ed56efe",8,2,,2,,2,
"538bd05c2e354a7c97ae983990fbd9cd",7,2,,2,,2,
"53a99bc9b4cf41cbb7e38fa15a64ef34",8,1,1,1,1,2,
"542d0511fbf14d0c840412b8c4a21e09",4,2,,2,,2,
"545e128f868a48fb90e83536e307e822",6,2,,1,1,2,
"54be45fa86f24a8f9ecb581f78f992b8",7,1,1,1,1,2,
"54f72efdcb124addbf1a5ddc89f27920",4,1,2,1,2,2,
"54ff8f8e953342da96062ae5d6c862de",10,2,,2,,2,
"550878e14ace4f93a3e4b486d070efa8",11,2,,98,,2,
"5531b1d7466248e688ff0e6f58332ec7",7,1,2,1,2,1,1
"55e256a234e141cea64051f860072767",8,2,,2,,2,
"5617b8c8b9b64ab98375b724978b8ff9",4,2,,2,,2,
"561b22f3db874c2d9200f5fc5fcd8815",10,2,,1,2,2,
"5650605514ae405cad87c8e185fc51cd",5,2,,2,,2,
"56746c03ed274ca097e558508cdd7803",7,2,,2,,2,
"5694adb9ef8f4479a85d95a4dee40cf4",7,2,,2,,2,
"56a7e497535c45e494b51dc228c383a0",6,2,,2,,2,
"56ce385d39df4a0590ca4243ad2fcc2b",5,2,,2,,2,
"5721ad458afe436a97e71438fe24fe1c",9,2,,1,2,2,
"57339e98c7394235b066f68926d99bb5",6,1,2,1,2,2,
"575a4286a875466db1b27e3b82a2a04a",5,1,2,1,1,2,
"57715583020e4b8393c3eebd059edaa9",4,2,,2,,2,
"57ba8e9457024ed4bbf5d910d1b98591",11,2,,2,,2,
"57bffaba1b7e46f58b60fa9c0948e0fb",7,2,,1,2,2,
"5862316eafcf4a14bd059881a1dd0086",3,2,,2,,2,
"587e30676b704513b656d0d84c031344",7,2,,1,2,2,
"5896313ce0e04d6489223a727874d162",10,2,,2,,2,
"58cb595bf02345819cd8406fd6a9c412",7,2,,2,,2,
"592e3150e433437594322098f18b75d5",9,2,,2,,2,
"594de625421b47c3b7d0edb4c9337ca3",6,2,,2,,2,
"59753499ae3d4a3c9a41c6923c8e2bb6",9,2,,2,,2,
"5975db78a89b4bd4b9c8f3af0674bb4c",6,2,,2,,2,
"59b3f2f04b98457cb94292769d6e99f2",6,2,,2,,2,
"5a191f4feef04101bfcf7185113a4d4c",5,1,2,1,2,2,
"5a5c898bf25745f9bcf8c21878a8bcdc",6,1,3,1,1,2,
"5aa4d09b72144eb38f307e1a32cb0a5c",9,2,,2,,2,
"5acd41fba38247abac123ad3ea315b8a",5,2,,2,,2,
"5ae882d043cf478db39d83b8898ec60a",4,2,,2,,2,
"5b0e6c83964a462791fff0680bf97618",12,2,,2,,2,
"5b0fb03d51ff459b89d840951df391ed",5,1,1,2,,2,
"5b19aefa64f047269f6b71eaaf4fb6af",2,2,,2,,2,
"5b4d55c8d2dd4c7fa7e716f1024cbed8",10,2,,1,2,2,
"5b4dba5ebd2245fe8fd1e7efd21a24df",7,2,,2,,2,
"5b9f45f91a864ba09fbc1b2c6ff83b80",3,2,,1,2,98,
"5be4cfc8c4534673a07ac32bda14f78e",6,2,,2,,2,
"5bf770e6767c469994f320841a274e58",3,2,,2,,2,
"5c2df8052842466296ebba2560caa630",4,2,,1,2,2,
"5c31310adc624e8aad19c482482fd754",4,2,,2,,2,
"5c49d46d90a9479a8bc0509cd57cb5d9",7,2,,2,,2,
"5c4fe1d960a74d80ad0c9ed7a61a7151",3,1,1,1,1,2,
"5c6fad0bb1bf48eba5ae64e0f744b2ff",5,1,2,1,2,2,
"5cc4e7d7549b4c1a98ba58c4905a1422",7,2,,2,,2,
"5d48520b75b64166872b87db4deca46b",3,2,,1,2,2,
"5d68cfcfbbfb41b3a880077dbef766dd",3,2,,2,,2,
"5d85ab9e38614958a4bea69e3d9f37d3",10,2,,2,,2,
"5d95010e7fb44f7e8d9ce7ae819cba70",4,98,,2,,2,
"5d9ecec6100948e58266de6414a782ca",7,2,,1,2,2,
"5dc0193b8eb249df8e6d32b7cb1f2e30",10,2,,2,,2,
"5de8b32ba84640c0afc629424a1284d7",11,98,,98,,2,
"5df60b4c679840e7b7afd202da9d5abe",10,2,,1,2,2,
"5e377c5d87ff442f912bb9f9e1c6a850",5,2,,2,,2,
"5e9b65cb627c420eaf4fd79f57eef14d",8,2,,2,,2,
"5ee0b80d645a49f297f9f08261dc816a",3,2,,1,1,2,
"5ee6ba3c6a2a4e69a7d31bbb161eae05",3,2,,2,,2,
"5f009fa909694fed9d9b761769e74b87",5,2,,2,,2,
"5f05bb371069490688ff1ad4a7940146",5,1,2,1,2,2,
"5f18649c360345fd83b757426fa37c9f",7,1,1,2,,2,
"5f2ba89b5c81476581d875475ae4a505",8,1,2,1,2,2,
"5f4b039ce2be46bd9d4740d4f7f4ec3a",4,2,,2,,2,
"5f5bb618deb144f5a34cbf39e1649465",5,2,,2,,2,
"5fb6d1c3ec3d442a908f8897863fa69f",3,2,,2,,2,
"5fc3f95ea2984675a6efec3ec6895d75",10,2,,2,,2,
"5fc545f8e5084965b9cbe407a2600ee4",7,2,,2,,2,
"5fd82aee8bc44937937e1d3bb92f2402",7,1,1,1,2,2,
"5ffff62b5d4a470896c790fb7331e63c",8,2,,2,,2,
"60197d53be4a494985db1dda55982736",9,2,,1,2,2,
"603a433319b64c70b6c3ffbdcf7f9a53",5,2,,1,1,2,
"605a80f1f3434075bb2e27a39110f431",10,2,,2,,2,
"608928f2ffd348edade81a02091176be",6,2,,2,,2,
"608ad4e7363d4c9a98d7e384b93f28a6",4,2,,1,2,2,
"608dd2f241e94df6ad75d3d2dfd1b38c",10,2,,2,,1,1
"60a52d7677314b03b7aabc5037fe5343",4,2,,2,,2,
"60afd070725d446c9fda829646f934af",7,2,,2,,2,
"60d0c321ad284559baf1514a2d4e0b1e",6,2,,2,,2,
"60e1b38ddda44d5ab2ab4d4fad733c24",5,2,,1,2,2,
"60eb8eacf39e4bf58d3f0aa091c629d9",4,2,,2,,2,
"61099aa11f1e47bea206ce7b43dcf1b4",6,2,,2,,2,
"611d28e0e8354eb2badd6faa64c6b162",7,1,2,1,2,2,
"6162dd2c6dc74e88b1aba898017daca0",5,2,,2,,2,
"616d8a138a77486ebed79896b96d4e0e",5,2,,2,,2,
"619abf2857b84659b815a3123ba561ff",3,2,,2,,2,
"619fef57a78c447baf37a50fa34915b5",8,2,,2,,2,
"61da749fb95c432dabf6c100b9776119",9,2,,2,,2,
"61e47488f7044749b1bb8b9bab6c6cfa",12,2,,2,,2,
"621851da7d8944969d5864d8a6486bdb",5,2,,2,,2,
"6231d574dfe2494f9c8b367b4af6256a",3,1,2,1,2,2,
"6235c5d7282646378e7babf39075cf60",3,1,1,2,,2,
"62484bec83fd4f1da70b5a1bbf048e7e",4,2,,1,2,2,
"626dcc81c2af4ea782831dbc61a1a299",6,2,,98,,2,
"62899cb37c684975ab6393832eb4c221",9,2,,2,,2,
"6299b499352a44a289c20a121b50f909",6,1,2,2,,2,
"62c05af903a244399a7eb6b19577120e",4,2,,2,,2,
"62c9c056aa8541a29dee118a5da4a55b",12,2,,1,1,2,
"634a3d6c035c428cb59c559d0d4f1a91",10,2,,1,2,2,
"6399e7c057854e92925848cb739e80e0",5,1,1,1,2,2,
"639df7ca3e4d421182ad76d2fa42deb2",13,1,2,2,,2,
"63ca9150586c41c5ae9c27f76edf38f3",13,2,,1,2,2,
"63da3db84d90445bb87ab1627fee7b3d",5,2,,2,,2,
"6404252c51564436a042729153322d07",10,2,,2,,2,
"642f2cd95b014a01bfae83e3fb610a74",7,1,1,1,1,2,
"64babffa1b674afe96fd4b7cb6226798",5,2,,2,,2,
"64d0335099aa42d3ababcf4388aa7898",7,2,,2,,2,
"6509c7b1d78742458078ed2b20f007ef",8,2,,2,,2,
"65c6d792795d4dbfb9ef3383bb4f39e5",5,2,,2,,2,
"65deaa19d2694ea4bc751f9ed444c2b6",8,2,,1,2,2,
"66791e53847547b8be21995e63de09b5",8,2,,2,,2,
"6686f6e3cf9d436da6bae365c9525606",4,2,,2,,2,
"6697172032684ac2abc2b9e1e93dd50c",4,2,,2,,2,
"66abd4724ed4491da204f92b700f0558",4,2,,2,,2,
"66d541e5feec4463adedacc263388cf3",2,2,,2,,2,
"66e203a6003746b782041eacecdc08f5",6,2,,2,,2,
"66e743d7ae8f446ca798df3a8866240a",5,2,,2,,2,
"66f6953b20594a0d955d1292bf36b08a",3,2,,2,,2,
"679ed90eab8f4803acf3f69c7e82cf8d",5,2,,2,,2,
"67a2258d286147569f311ea185d309bb",4,2,,1,2,2,
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",6,1,2,1,2,2,
"67f2df2242fc4a6b9db7aa9955bd2950",9,1,1,1,2,2,
"6868bd77f5f4458b91be5765df749a12",8,2,,2,,2,
"688da235db6e488dbd06928c99469fc2",4,2,,2,,2,
"68c06cbb82224e83bc49c837dc15fbfc",3,2,,2,,2,
"68e7df4580f8452b8effc5be6975cb75",6,1,1,1,1,1,0
"6903f35aa6d34bc5bd61ceb790941361",4,1,3,1,3,2,
"694d8f1dc18e4712817b9b2e64a7177b",7,2,,2,,2,
"69834675fb3e4554981ed6cbf6bbcc72",3,2,,2,,2,
"6994a5fe918e48f18877c32364358bb4",6,1,2,1,2,2,
"69c5d5ef10d04ac3931f47775a423bba",5,2,,2,,2,
"69cba3c8d881462d98673ee8ea6f89dd",5,1,1,1,2,2,
"6a0ffb46c7594e8f867113b86b225de7",15,2,,2,,2,
"6a3899b9c0624a688b55f57a70e98844",12,1,2,2,,2,
"6a612ce1d9a8472bb5e94c7768b8e986",3,2,,1,2,2,
"6a9afb18981c48a5be73377c0d912420",4,2,,2,,2,
"6ab7c8435fc34e39af565fe19f4c5752",4,1,1,2,,2,
"6ae207f3fee341209153c784bc507ce4",11,2,,1,2,2,
"6af42b34d72e4d4d828bc75bb0588c9c",10,2,,2,,2,
"6b1e70638ebc4a37abdf470dd295b300",7,2,,1,2,2,
"6b77c8585b324fc193c8c153b09da898",10,2,,2,,2,
"6b7f5ca841b8428bb7ec3264369def2e",4,2,,2,,2,
"6bab49e93ddc4d00a791304f09637dba",3,2,,2,,2,
"6bb277b726a24e6eaf76059e67a62e8c",9,2,,1,1,2,
"6bd0f5f6bee1481294bb5983820e79aa",4,2,,2,,2,
"6c2ff990240445c7883ea9e8ce80b3e1",8,2,,2,,2,
"6c3fd0a50e1443b4a36ccbe8ebedc1cd",6,2,,1,2,2,
"6c4ceae4b5514f1993852e7cb2e0789c",5,2,,2,,98,
"6c9e2f8823bc4abe9777913d970fd0d6",6,1,2,1,2,2,
"6cb224e2cbec449b95c991a84da3e93d",4,98,,98,,98,
"6cbdf5a1dabb4bf99cc7b36ab383e9be",4,2,,1,2,2,
"6cc6cae1e8f840878871e706eaf75e9f",8,2,,1,2,2,
"6cfb7f59ca214bcaa1a0c7cfccf81212",3,2,,1,2,2,
"6d104175444b46e292f8ed01a5af672c",3,2,,1,2,2,
"6d3991817c2c4227b53365b1eddbc824",4,2,,2,,2,
"6d58ddebd3ac4a85b8046454b0fc29e7",7,2,,2,,2,
"6d853370fff74dbc91175b847bcb414d",9,2,,2,,98,
"6d8be79bfedb4cc68d13c15449c6e8f9",4,2,,2,,2,
"6d8fa429358241b8a03502183b444d71",6,2,,1,2,2,
"6de89f55552546ff83d6c15fc5d03e3e",6,1,1,1,2,2,
"6df7df34aecd474aa1dcad1f4347b1e5",4,1,1,2,,2,
"6e04e53535bf48cfb16764bac0e548ba",3,2,,2,,2,
"6e2bc5b6f89d41dc8b963c8c9380ed55",6,2,,2,,2,
"6e38b3f162334c1f96ef0452e78a8477",10,2,,2,,2,
"6e65ad621a5f48aca0cd6a3341312d72",6,1,2,1,2,2,
"6e81a691c3c847339e1aa776dce7f820",6,1,2,1,2,2,
"6eb57c6c1531470ba5838165e31fce37",9,2,,2,,2,
"6eba1b7aa12b4e41b6f67d0065fe3843",4,2,,1,2,2,
"6efbceec143044cd8542a0eedafa82fb",7,1,1,1,1,2,
"6f42eeb630574c0b9ae5727b2edee3f6",7,1,1,1,1,2,
"6f4f03c7b65b44628ab89851f727b5e0",6,2,,2,,2,
"6f58069a0cd546c0a499e8c3427aa232",4,2,,2,,2,
"6f741a82d8eb467a81a053a28f77fb29",9,2,,2,,2,
"6f93fb59e3dd40afb415e194997c4d5c",4,2,,2,,2,
"6f969d5f76874fa18b9fc77d1a1164a4",10,2,,2,,2,
"6fbfd1ca154140099d74bcc494b2f434",5,2,,2,,2,
"6fbff33993b74df7bf67b3b1723a4623",10,2,,2,,2,
"6fe4370d67bb4dd49ece404a6be51588",8,2,,2,,2,
"6fea2c68374b45118b63239efab08356",3,2,,2,,2,
"6ff355f305d94bbfb057c413c15b95b3",5,1,2,2,,2,
"6ffc6c9de58346cabd5f17735dfc155a",5,2,,2,,2,
"70382a948acc4827a776ad19228c1210",6,2,,1,2,2,
"7047d89a3db14e00a6706498ffbe8037",4,1,1,1,1,2,
"7075c6eb34f84d9e990b24018db1f6a8",7,2,,2,,2,
"70a13c579d4d4927902bbf153457f466",7,2,,2,,2,
"70b60b0e8e8c437dba5ccfac3fcbd53d",3,2,,2,,1,1
"70fa7eeb8f4448c99dabaabb99f3687e",16,98,,98,,98,
"71406ef141ba4c8b8849e124aa7e740f",6,2,,2,,2,
"718160b39b814f4bb87ce30e9cb4c879",11,2,,2,,2,
"719fee60701a442689658bcb4f0f7aa1",9,2,,1,2,2,
"721ad9c70fea473eab818f4cc300865f",6,2,,2,,2,
"72425fe1e1fe45939d0fdbfb77245b8d",6,2,,2,,2,
"724cf4fdb5fb4ba1a1c9a198a635852b",10,2,,2,,2,
"7318634693994a539d10cadecdb1b8f3",6,1,2,1,2,2,
"734817ceed4641cb9f7a3ef050b677ca",8,2,,2,,2,
"736e5276e4b94fc89956d384eea28b5f",2,2,,2,,2,
"7398be14da8645899748b8cd9411bbb9",7,2,,2,,2,
"73d2f1c17159428592cfd1994b4926ed",6,2,,1,2,2,
"743e1b14e715499e98e5a5e9ff3ed39a",6,2,,2,,2,
"744552814b1949e291950a94e3143dee",5,2,,2,,2,
"7468bbb3abdc4e58812aef391613fa03",7,2,,2,,2,
"7474b0b4a0944d0f93fcd25b3f0e9ab9",5,2,,1,2,2,
"74e97ee0b77b41ce9c9b4e708de2a641",5,2,,1,2,2,
"74f09658ca464d54906c2d9d1e28fe64",12,1,2,1,2,2,
"74fef92c6c3343edb8c971dd17937504",5,2,,2,,2,
"752448ccdfbb4dfd8d701b1b60cf3483",8,2,,2,,2,
"756f6e4ca0384febac340c5077b4c92f",4,2,,2,,2,
"75b9e7e0c25240318625fec03b70a708",7,2,,2,,2,
"75c3f3a52fde4be2866d859c62ec54d2",9,2,,1,2,2,
"75fb68d00a7f41b0a3e119d3fc4d3554",4,2,,2,,2,
"763deffa945545f0ad5144ce02a2affc",5,2,,2,,2,
"76508c126511434a877ce34610263b8d",5,1,2,1,2,2,
"768fdf82fc034fb887a70032efca7429",4,2,,2,,2,
"769ab9bc20604eacaf3121cd632cdd85",10,2,,1,2,2,
"76d7bfad835e4c52a679fcc4ededbcb4",6,2,,2,,2,
"76d8edc8f4934465a52242485664d1c6",4,1,1,2,,2,
"770283c689654ff2805f7dc1fbdf2c8c",9,1,3,1,3,2,
"770bcac45f4e4862a1787a0c84ebe7b8",9,2,,2,,2,
"774c42b31c08465c829f72463fa14e36",6,1,3,1,3,2,
"775b8ac54c294c869b47ba59ae732fdf",6,2,,2,,2,
"7777c12b215d4e2fb5681c24ce97b308",5,2,,2,,2,
"77b182dddbc54676a77dfe393c64232f",4,2,,2,,2,
"77d6aab5679a42a9b5606d396266fd71",7,2,,2,,2,
"78549ab05cff432b83057924e11b8cd1",7,2,,1,2,2,
"78b897c96e1846db895550b531367ac0",7,2,,2,,2,
"78bc744caf2348dab9438b780a3eb70b",5,1,1,1,2,2,
"792889ef89cb4801bd77aab0bb97aa6c",3,2,,2,,2,
"79369779170e41cd81bb3ab586da4f21",4,2,,2,,2,
"793952164aaf4dc49ce2b9a68b1fe036",14,2,,2,,2,
"794c4677f01c4048a054c4ecd71e5380",10,2,,2,,2,
"795a801af8a5402c94d8af2db666021b",5,2,,1,2,2,
"7985850af6c64e2e875950e01d41c347",13,2,,2,,2,
"7992593d72c642f88c0d372fb679fbd6",8,2,,2,,2,
"79ad7222b89b41499f43700a4565208f",7,2,,2,,2,
"79d88e06d91e4cdfbfbb90f91193099a",8,1,2,1,2,2,
"79ea543c362b4b4aa0302f0dbfd720b3",5,2,,1,1,2,
"79f99979d00b4f1caca307bffa70fa4e",9,2,,1,2,2,
"7a4deb50ba984babad943340fe7fe253",4,2,,2,,2,
"7a7138c0dfd242fda57e76e58489ad98",8,1,2,1,2,2,
"7a9a7566d8c4454aa467fe924c659598",8,2,,2,,2,
"7abe5d30e6a8498d8aa3cc57d71486d4",7,2,,2,,2,
"7ad6d7c40e5e4b998a69c9d78be22987",9,98,,1,2,2,
"7adbc7d3ac504c4f9a4a75d58dea614b",8,2,,2,,2,
"7b29316153d64631b5695be747edbda6",9,2,,2,,2,
"7b3a722278874fcb8c7be0b19beae063",7,1,1,1,2,2,
"7bbb94753b1044a1998b35c4ec0b29c5",10,2,,1,2,2,
"7bf504f6876545639e755c4ff1619b1f",11,2,,2,,2,
"7c7115928f384b168929bfd6dd4c511b",6,2,,2,,2,
"7ca617a1e1204310b23a1c4707adf3f8",5,98,,98,,98,
"7cad5e509f2d404d912f9e74e327fbb5",7,2,,2,,2,
"7ce2c657a5f8477bacc9767d3c37d996",7,2,,2,,2,
"7cfd3353771a433699d231e210430e3e",8,2,,1,1,2,
"7d02adefbbf74785999b1412a4bd44a4",3,1,2,1,2,2,
"7d1ecacefc7f46078dc41dde6359a2d8",4,2,,2,,2,
"7d44a0f2670d499e8e94f79110a9e4f4",6,1,2,1,2,2,
"7d9cc29e99d342b69da54fac681858b8",5,2,,1,1,2,
"7d9e7ac7f1d548839ce94ed872afa095",5,2,,1,2,2,
"7dce8526566e4202bce36ec12ced41f1",9,2,,2,,2,
"7deebc51089746ed99e16cf3ddc433ad",4,2,,1,2,2,
"7e09e5a5255c46d593baca275815362e",7,2,,2,,2,
"7e11200d01e142fcbb945dfe20d3d6d2",6,1,2,1,2,2,
"7ecf9584edd043589d8351e9a3016dd4",8,2,,2,,2,
"7ed5a174d4464ea7b679184bdd816f17",2,2,,2,,2,
"7f4ea4f06a43445890c25801d2f482da",6,2,,1,2,2,
"7f6cd6fd8cc24f038446e20e163e6276",5,2,,2,,2,
"7f86a2edc5d649d78edb9106de25a7c4",8,2,,1,2,2,
"7fb6d302e9724029be9d38af7fa4580b",13,2,,2,,2,
"7fe32876101b490ca3e8109d2ee81beb",7,2,,2,,2,
"7ffd0f7a4352484f8a54a1c83dab22e1",3,2,,2,,2,
"8042e10a7e3f4b5388e40f875e9b129b",8,2,,2,,2,
"80685e65116449b2bdbd5a716add2883",11,2,,2,,2,
"806e1e5f6524406690e67a1465f51506",4,2,,2,,2,
"8080069d9329459db88d6f8f455a4692",7,2,,2,,2,
"8086d94e4b0e47dbab65e9ef255366d9",6,2,,1,1,2,
"8098ff33aee0453eba305da364b41922",6,2,,2,,2,
"809eed217de24680971a954003c0a4ca",5,2,,2,,2,
"810eb772f3fc4ab8a0d6494ed4f1cc97",10,2,,2,,2,
"8148cf427746451282be99ca32b6419e",2,2,,2,,2,
"81e50bfe480b4631ab7ea5602545c526",8,1,2,1,2,2,
"81e67b3f7e6b4d47887b5fb38458a1f8",6,2,,2,,2,
"821fa1846c4b4362895410bbe5bd9e87",7,1,1,2,,2,
"822469b8457b461fbc475bf76d854631",4,2,,1,2,2,
"8234be34350742af84dca73cc62cd97f",4,2,,1,1,2,
"82361c9a81b141cfb5a66abc05e51d59",9,2,,1,2,2,
"8246e0d5706b4027b9c79d7c9b41ab76",6,2,,2,,2,
"829b1456e37b454698a77cf53a1b260f",3,2,,2,,2,
"82d8faa62d3b44ffb93c714c713651a3",9,2,,2,,2,
"83278cd7132c4b3eb3efe432a22d6f68",3,2,,2,,2,
"8344af2a43c646eb96886addfc228c8e",5,2,,2,,2,
"8352dd9759224fd3a2a8854fe4f0f20b",7,2,,2,,2,
"83b290b6305c412a95060e213473dbcd",5,2,,2,,2,
"83f12b630c0f476397672201b158fe17",6,2,,2,,2,
"8416b0586a6e46b09d7ee7e52851e356",6,2,,2,,2,
"8493157eb05143d19c8d5c8de3572af8",4,2,,2,,2,
"84ebf150c9cd4470ac34d47159906d94",9,1,2,1,2,2,
"853acfcd59594971a5deac24aacd8a2f",7,2,,1,1,2,
"8578ed2ee7044479b4a1354a5db411b2",6,2,,2,,2,
"85cc6c4eefbe4150a249c9181ffc1ec4",5,1,2,1,2,2,
"85e900559ba2465b94738c4696a6dadb",6,2,,2,,2,
"86101dafa2ec408d8b695ac8989f8b80",3,2,,1,2,2,
"8617f4276d6d483394269baea1f7c05e",5,2,,2,,2,
"865566ae88b04323a7f7d67813c32566",3,2,,1,2,2,
"86809d76f6f14edcaf1f49c8cf43d60c",6,2,,2,,2,
"86a7071b47c14c8bbc22ce3de53f7042",5,2,,2,,2,
"86f6c965eb1f4e85a3e972799deb779b",9,2,,1,2,2,
"879bf8efb61e461180db3535bc0ec2cc",4,2,,2,,2,
"879c792bde2a499e99d9bc5a5b53dddb",6,2,,2,,2,
"87a31b1667774191b3cad3f4c97a323b",3,2,,2,,2,
"87a8a334a93d4d979b4f0a89bb641f57",6,2,,2,,2,
"87d5d5cb561a406cbd40509b8ef27306",2,2,,2,,2,
"87f08542877948b390ded628dfe27321",9,2,,2,,2,
"88341a84b20046f6a35f355bf3387b58",4,2,,2,,2,
"88440a34b56e45169a03c446abecfa52",4,2,,2,,2,
"888272c8105a4cd3a67c6ea96778fd60",3,2,,2,,2,
"889ee98f22ed48fb8e57c91b84477fa2",9,2,,1,2,98,
"88c5cfe97f6f4602ad9bf2f7a581c2c3",4,2,,1,2,2,
"88ca05130f6b429db4f3807b50dadee1",5,2,,2,,2,
"89078df8658144b2a56e3349c60e04bf",4,2,,2,,2,
"89342a57ba6a47b189dae265acb342f5",7,2,,2,,2,
"899f8a2cd117463a921b6083117c5e35",7,1,1,2,,2,
"8a4bedcaa53146dbb0c0017dc5965bad",5,2,,1,2,1,1
"8a57d70341d649608c41c83244cccb2d",4,2,,2,,2,
"8acd20054dcf4e5896b5942c4dda7d3f",9,2,,2,,2,
"8ad5bed15b194c8297d459dd075109df",6,2,,2,,2,
"8b15f05dab3b45609dedc21d5e99c76a",7,2,,1,2,2,
"8b4c03200f674e4d975bc2d8954ecef3",4,2,,2,,98,
