"hhid","PID","t2a_ta","t2a_tb","t2a_tc","t2a_td","t2a_te","t2a_tf","t2a_tg","t2a_th","t2a_ti","t2a_tj","t2a_tk","t2a_tl","t2a_tm","t2a_tm1","t2a_tn","t2a_to","t2a_tp","t2a_tq","t2a_tr","t2a_ts","t2a_tt","t3"
"5c6fad0bb1bf48eba5ae64e0f744b2ff",5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"5d48520b75b64166872b87db4deca46b",3,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2
"5d68cfcfbbfb41b3a880077dbef766dd",3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3
"5d95010e7fb44f7e8d9ce7ae819cba70",4,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3
"5d9ecec6100948e58266de6414a782ca",7,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"5ee0b80d645a49f297f9f08261dc816a",3,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3
"5f009fa909694fed9d9b761769e74b87",5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2
"5f18649c360345fd83b757426fa37c9f",7,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2
"5f4b039ce2be46bd9d4740d4f7f4ec3a",4,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3
"5fb6d1c3ec3d442a908f8897863fa69f",3,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,4
"5fc545f8e5084965b9cbe407a2600ee4",7,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"5fd82aee8bc44937937e1d3bb92f2402",7,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3
"60e1b38ddda44d5ab2ab4d4fad733c24",5,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3
"60eb8eacf39e4bf58d3f0aa091c629d9",4,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3
"611d28e0e8354eb2badd6faa64c6b162",7,1,,,2,,,,,,,1,,,,,,,,,,,3
"61da749fb95c432dabf6c100b9776119",9,2,2,1,1,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,2,2,2
"62899cb37c684975ab6393832eb4c221",9,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7
"62c05af903a244399a7eb6b19577120e",4,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"63ca9150586c41c5ae9c27f76edf38f3",13,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3
"63da3db84d90445bb87ab1627fee7b3d",5,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3
"65c6d792795d4dbfb9ef3383bb4f39e5",5,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1
"65deaa19d2694ea4bc751f9ed444c2b6",8,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2
"66791e53847547b8be21995e63de09b5",8,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,4
"66e203a6003746b782041eacecdc08f5",6,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"679ed90eab8f4803acf3f69c7e82cf8d",5,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"67a2258d286147569f311ea185d309bb",4,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3
"6868bd77f5f4458b91be5765df749a12",8,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,5
"68c06cbb82224e83bc49c837dc15fbfc",3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"68e7df4580f8452b8effc5be6975cb75",6,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,3
"6994a5fe918e48f18877c32364358bb4",6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"6a3899b9c0624a688b55f57a70e98844",12,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,5
"6bab49e93ddc4d00a791304f09637dba",3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3
"6bb277b726a24e6eaf76059e67a62e8c",9,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,3
"6bd0f5f6bee1481294bb5983820e79aa",4,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3
"6c2ff990240445c7883ea9e8ce80b3e1",8,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,5
"6cb224e2cbec449b95c991a84da3e93d",4,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,4
"6cc6cae1e8f840878871e706eaf75e9f",8,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3
"6cfb7f59ca214bcaa1a0c7cfccf81212",3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
"6d58ddebd3ac4a85b8046454b0fc29e7",7,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"6d8be79bfedb4cc68d13c15449c6e8f9",4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"6d8fa429358241b8a03502183b444d71",6,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1
"6de89f55552546ff83d6c15fc5d03e3e",6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
"6df7df34aecd474aa1dcad1f4347b1e5",4,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,3
"6e2bc5b6f89d41dc8b963c8c9380ed55",6,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2
"6e38b3f162334c1f96ef0452e78a8477",10,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3
"6eb57c6c1531470ba5838165e31fce37",9,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,3
"6f42eeb630574c0b9ae5727b2edee3f6",7,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"6f58069a0cd546c0a499e8c3427aa232",4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"6f741a82d8eb467a81a053a28f77fb29",9,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"6ffc6c9de58346cabd5f17735dfc155a",5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"70382a948acc4827a776ad19228c1210",6,1,1,,,1,1,,,,1,1,,,,,,,,1,,,3
"7047d89a3db14e00a6706498ffbe8037",4,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2
"70a13c579d4d4927902bbf153457f466",7,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"72425fe1e1fe45939d0fdbfb77245b8d",6,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2
"7398be14da8645899748b8cd9411bbb9",7,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2
"744552814b1949e291950a94e3143dee",5,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1
"7474b0b4a0944d0f93fcd25b3f0e9ab9",5,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3
"752448ccdfbb4dfd8d701b1b60cf3483",8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"75b9e7e0c25240318625fec03b70a708",7,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,,1,1,1,2
"75fb68d00a7f41b0a3e119d3fc4d3554",4,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3
"763deffa945545f0ad5144ce02a2affc",5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"76508c126511434a877ce34610263b8d",5,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,10
"768fdf82fc034fb887a70032efca7429",4,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
"76d7bfad835e4c52a679fcc4ededbcb4",6,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"76d8edc8f4934465a52242485664d1c6",4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5
"770283c689654ff2805f7dc1fbdf2c8c",9,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5
"770bcac45f4e4862a1787a0c84ebe7b8",9,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3
"774c42b31c08465c829f72463fa14e36",6,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,4
"775b8ac54c294c869b47ba59ae732fdf",6,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2
"7777c12b215d4e2fb5681c24ce97b308",5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"77b182dddbc54676a77dfe393c64232f",4,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3
"77d6aab5679a42a9b5606d396266fd71",7,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"78549ab05cff432b83057924e11b8cd1",7,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2
"78bc744caf2348dab9438b780a3eb70b",5,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,3
"792889ef89cb4801bd77aab0bb97aa6c",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"794c4677f01c4048a054c4ecd71e5380",10,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
"7985850af6c64e2e875950e01d41c347",13,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"79f99979d00b4f1caca307bffa70fa4e",9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"7a4deb50ba984babad943340fe7fe253",4,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,3
"7abe5d30e6a8498d8aa3cc57d71486d4",7,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"7ad6d7c40e5e4b998a69c9d78be22987",9,1,2,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2,2,5
"7adbc7d3ac504c4f9a4a75d58dea614b",8,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,3
"7b3a722278874fcb8c7be0b19beae063",7,1,2,2,1,1,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,6
"7bf504f6876545639e755c4ff1619b1f",11,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1
"7ca617a1e1204310b23a1c4707adf3f8",5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"7dce8526566e4202bce36ec12ced41f1",9,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3
"7ecf9584edd043589d8351e9a3016dd4",8,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0
"7f4ea4f06a43445890c25801d2f482da",6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"7f6cd6fd8cc24f038446e20e163e6276",5,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2
"7f86a2edc5d649d78edb9106de25a7c4",8,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,3
"7fb6d302e9724029be9d38af7fa4580b",13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"7fe32876101b490ca3e8109d2ee81beb",7,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"80685e65116449b2bdbd5a716add2883",11,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
"8098ff33aee0453eba305da364b41922",6,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,5
"809eed217de24680971a954003c0a4ca",5,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,3
"821fa1846c4b4362895410bbe5bd9e87",7,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2
"822469b8457b461fbc475bf76d854631",4,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0
"82361c9a81b141cfb5a66abc05e51d59",9,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13
"8246e0d5706b4027b9c79d7c9b41ab76",6,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7
"829b1456e37b454698a77cf53a1b260f",3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"83b290b6305c412a95060e213473dbcd",5,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"86101dafa2ec408d8b695ac8989f8b80",3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1
"8617f4276d6d483394269baea1f7c05e",5,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
"86809d76f6f14edcaf1f49c8cf43d60c",6,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3
"879c792bde2a499e99d9bc5a5b53dddb",6,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"87a8a334a93d4d979b4f0a89bb641f57",6,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2
"87d5d5cb561a406cbd40509b8ef27306",2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2
"88c5cfe97f6f4602ad9bf2f7a581c2c3",4,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"89342a57ba6a47b189dae265acb342f5",7,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3
"8a4bedcaa53146dbb0c0017dc5965bad",5,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,4
"8ad5bed15b194c8297d459dd075109df",6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"8ba30b564d1a40bc867dad9460534b26",6,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1
"8bf6dcc813b146fc9ed7320504721cab",5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"8c0cffaeebd64a46a7a66436ab056862",5,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1
"8ddc3a927db74c39bdd89a07013d8bc9",7,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3
"8f28de7582444c4a9cdfd6c2dcbaf58b",8,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,7
"8f6187e86f2f4210bac43f688feb7ccb",9,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,3
"8f78f136f4ee4a3d8ff64a418fd86357",11,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"8fd7e756172d4ffeb06c4ac56373c5b6",6,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2
"90b431b15e394501830e496a6936cb0d",3,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,5
"90c5ab804f3a4324afed563b4a6ce62d",5,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,5
"914c5519c55a4df18a820696f62c1c80",4,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"917bd1ae541840d5938bfc743f6cf592",4,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"91fd38789bc34bc2af4ee06597ace130",8,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3
"92b1721f936443779c944709e967606d",11,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2
"936f2d49a10740f3af24dd61447fcb70",5,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,3
"95177689d72c427d97dc7931ab8ace5c",11,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
"95494f457b4740e1a46aebe28007c9d5",3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"96795910971f4f2d854451efacb5cadf",2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"96ef564dac484d5895fd53f32d7fb63d",5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"97a9f78d75774aa094c05dfe1bff19cd",3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0
"97f7cc2abb034d599eb14f69eb597f07",5,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3
"98cd4133a87f4d19a136b137ffb686a7",7,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"9918bbbc0bc7474b9a02439bc63ac468",6,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"994768192e0a4657864c55efe8317405",3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"99bb9b56b38542319ccc1198ffc05b69",7,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,3
"9a20f2c690714fc1a0d2e096dc86a5b9",10,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"9b02eb4b0fd64853af791dec2b9bc539",4,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"9b13de6b59dd4203b4c5554fae128724",8,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,4
"9be879f175da4225806fd3c44667aac3",4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
"9c1c4c2d1ec449de9542c6b09cf43e01",4,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,3
"9c404252ae6644f381425f4d556632ba",4,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3
"9cd59c0742ed47cdabdf3e3b1f8d226a",6,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"9d7180d90f7a49bc8dae77bfa6e9c30d",4,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"9e5b1526f35f46eab13af6bf34d2f7f8",12,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,7
"9eba52050a0049a08e8af4883a44e392",6,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3
"9f2b19d489c64381aaddfb4cce02568d",4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"a0c97672aa9a451dbca797f24ef2ea8f",6,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"a1cef5f8f14b49a7b7d9ff348c483481",8,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"a1eb89c276174cec88ee6cfbaaa3ac7a",14,1,,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,3
"a20eb7aa426f4d66a5c2c8e0dd06e5b0",4,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2
"a2d8600a7bbf44c9b630a2d8c4b465f2",4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"a380dcac18c7409aa2674ee74cae9901",7,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1
"a3854296881447e3b50417cdd8e3e4b9",8,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,7
"a399a30d9dfc41f484784fa549684c46",8,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,3
"a3f06a0a2fca4ffc9bc3458f3f57f38d",7,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3
"a40f971414b64ea88a3625232d1991c5",6,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3
"a4c19dde7ac34680b1659848ce2a2763",3,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3
"a5d1f92dd1da47f48c7193492a8e2e08",6,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,3
"a69436528a1142ab8ed8ac9db30e498c",4,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
"a6a4bc9460134b4bb4187f88c591fb06",8,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"a74eca7ac668455b8973706d7727c292",8,1,2,1,1,2,2,2,2,2,2,1,,1,2,2,2,2,2,1,2,2,2
"a77f47876cb64317971cebc12353aa9b",4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3
"a82d1013ea2f4f168a864e028bab5d9f",5,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,7
"a9645d5b9bda47f780c1333f9f59af34",3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"a983278448b344489b12dc0725752a0f",8,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"aa56d40288b04762a4c0413843523017",8,1,2,1,1,1,2,2,2,1,1,1,2,1,2,1,2,2,2,1,2,2,3
"aaa693dd621d4735a9f4c38f3f52fd47",8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7
"aac4b6d386d94fd99021cdd494df48ce",5,1,,,1,,,,,,,1,,,,,,,,,,,3
"ab13ca14ee2847d19f419f2738366c55",7,1,2,2,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,3
"ad127429c6754ef7a5d061dfd0d3a1a2",5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"ad56e4bfe4c241f498d03dcaaf93220e",3,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"ad5ca01a4fdc4123b5b5e7cf4f1cda95",6,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3
"ad69645bc31a419bb1ce6f5ee8747899",10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"ae7493d6dc7f40b789c0b725e8f3ab45",3,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7
"aeb8218a028e45faa144a2d25b6a7052",4,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"af0fcac55cdd4b32849c92d4af701f79",6,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"af862d9321024e2e8d76ccb19311a45e",4,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,3
"afb120116c7549488abd82b39afbef69",7,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4
"afb6161ef4fc480bb45b596e512c6c2f",9,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2
"b090658cc69b4f5e90a0d2626b571a9a",15,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3
"b106c232072c45adafea509d5ad64fe8",7,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,3
"b12610b1c5384f229a41e26dc30f15d7",3,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3
"b1390cc91daf4acf8611fdf2ac23e6c1",7,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2
"b1ba139be20a476a92f80354da057d69",8,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,14
"b244d9aa549f4eac80029906dd2b3350",3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"b304a57c479f4e5f8b7c07101d5d45c4",4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
"b363cadf0f384cc4a76c268f01566722",8,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
"b3d8fc44948248aa9d1f4543f23f0eb0",5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7
"b41852ba6ec9418687a8a086f45f5504",5,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"b4e9b9bda3f341ed9045ab3211cdf7f6",5,1,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,5
"b5026e18272641b58b4915a3fe13b5ae",9,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
"b6680083ccb8401194fd889d5eadc656",7,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2
"b6b432523c554b4d8eedd47b989b4d15",8,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2
"b6b832111eed4cf0b70e637427a21670",8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
"b7412a03686641798ffd83930c93e675",8,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"b81584c10344443d8039ce07ef50015f",5,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2
"b8308fefffb84ef6afc50afd4c1e88f5",13,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"b964100c9f3c4b2d9a01418630c3aa61",4,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"b98f427fb06841d4859bf39fa28d4ff1",6,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
"ba98465a8d674c38a712ba4090d8f502",6,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3
