"hhid","PID","t2a_ta","t2a_tb","t2a_tc","t2a_td","t2a_te","t2a_tf","t2a_tg","t2a_th","t2a_ti","t2a_tj","t2a_tk","t2a_tl","t2a_tm","t2a_tm1","t2a_tn","t2a_to","t2a_tp","t2a_tq","t2a_tr","t2a_ts","t2a_tt","t3"
"baf140fd09684716b150ac68f1c0a61a",6,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,3
"bbe988d76e74439997133682935ed301",10,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,3
"bc418bbbee4e4baf854fb44300a023c5",4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3
"bc9cfee31ebe4ac4bd5f00c51c333716",8,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"bcb37722cebc401e8080e2fe4f31d2d0",4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"bd72aee8d4164067b0e2a4fbd4e254a2",11,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"bdb4e1273cf948b59b09ae2d8b907fa7",12,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2
"bdc980caf79846869af8048b704a6997",14,1,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,5
"be37e14d3a894e34b206db1d4020346e",4,2,2,1,2,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"be803ec37ff24614830415b9108a9487",4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"bed3e73713634cebbc2c9bbd8f5cf072",9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"bed8e25a73cd4da5bc9268c678f8ba01",3,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2
"bef86061296b4b76b955447d27508c08",8,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3
"bf17905834a842e9aec1da4afcef6c60",5,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,3
"bf3be37bfc524376819d8ffe6f93ded9",5,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2
"bf8c7eba84f14ae2898cfbfd1a2cc161",7,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3
"c00e2d51bb424d518fb62d0431aed082",14,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
"c07d993a72ec4f05bbcd6fd152c35052",6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"c0d1b04857314dd488addfd633f906d3",10,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"c3619c9cc0ff496da2d064b12f525722",8,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2
"c381c58d390c4eb296bbe393e3ad5609",3,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"c38ed4e9da4241458af9b822239ce2a2",7,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"c3bec3af1c4f432fa0c5cb6153099edb",4,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"c3eb26f27f1f4d5586980720c0a7f4f5",6,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3
"c3f8e9e4053e47f9a71957bdb315a8e8",3,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3
"c402187d05cb46b7ba63c2a2a4ea34c8",5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"c454c61410e643ce8eff418dccd3e32b",2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,3
"c46bbb247a09427a8dff859af69ab6d7",10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"c4e19cc8b4c6486ea978a911c509f377",9,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,3
"c542d7add8214420897df6776abab710",8,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3
"c543112060e04f9ba9e340483d9ba8e3",5,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2
"c5c063abced0429384ee211597f3156b",4,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"c672847bea0742a88fa60f79ce148331",8,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"c6b8a07762ad452b806a35c5df42a8f0",5,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,5
"c6f5294fc2be4279bcfb866c48158289",5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
"c6f7d03ed47b41b7a01deef790d717c7",12,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2
"c733fc061f9b4380b26345c6b2aa88cd",5,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,7
"c76b396bcdd9442ca1ed14ef29faa909",5,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2
"c9043b10ed134a71941db76ee6f16f04",8,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,3
"c9bab04ae0f2433091a57580deb97448",6,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0
"c9ca510f05b5493d907f3fc165346d5a",8,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2
"ca25d3d35ddf4ee2b11ed9e4559d0482",5,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,5
"ca8dcb1e3b244c13a8e9cc5c67fbb308",4,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,4
"ca9b279358ba469b967a39a2c7567d06",7,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,3
"cabb531efb1040f6bb77c5c699c4e308",6,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3
"cb6261f36877496a99010265768a6ace",4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2
"cbb10f3fcada4ee1bc53624b6eb50600",4,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"cbfe54623f664389812662f81e15ff9e",8,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2
"cd6afdac58874d0fb9440986d2ee2419",6,1,2,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,4
"ce2d49c3340c4b7cbde965053dd33110",3,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"cea56335356b476b92edc70dae7e2e7d",8,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,6
"cee9a69308d7483b926e6742e380a4ef",7,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"cf14f86035f849ae92d30fd485c90b93",8,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"cfeeb97657a146d2af96f2b6f44ed007",5,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,3
"d0fc106b82d44bfda891e02a2bde7dff",4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,7
"d1508f9b5dbd42558d31e999598a2a44",5,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"d1b9c2c55df64dfda53d3a301e862459",6,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3
"d2e69dc8645343b0a0998cafd392ab1a",9,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,3
"d364050be7634209b1d19a28d782736e",11,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4
"d386bb0a11ae4b35a236f8585019fadc",6,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3
"d3e6ca80bcdb475e822e84d7b33b4a8f",5,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2
"d3ea5ec40dd44cd7913cf732de25501c",6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"d42133a0d2dd4aa3ba616384bd4e1e0e",3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4
"d43af79087294ccdb95d692f8bf1f2bd",6,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2
"d54912878f6746e4aef4a719e8f7dee4",8,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1
"d6427029a806472b81bcf11c98438b22",6,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4
"d73b3e7f240e4b1996e06c96cea26c0a",5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"d7abbfda0a3743c0bde2ca444e1af1a0",4,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3
"d7c13215572f4d70acc4de60318c1e83",16,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"d8074f8e01604c6896e6e53d730eac6f",8,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"d839c9a5032942198fe95b2b90b9cf01",7,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0
"d8ebd301501f41f89b7530526badcce1",13,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1
"d9469290912e462690d556ecb9709fe7",5,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2
"d9d5789f074a4aaf83762bb9fb435575",10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0
"dae0bb69de954b3fb110a651f7a43436",5,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"db1be5b38b354a65920b027e5ea43b71",5,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,5
"db3fbea32d7d4f1fa6a2e1ab1ca399a2",10,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"db5d0ba5c29b4ad0869ddf8e90201d9d",3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"db635523a5904962828e09e34f78976c",5,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3
"dbb3fcac935542bbb05b624c4c5f290f",8,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1
"dbf651b041b5406f8df94a53523add5c",5,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
"dc307491ec2c4ae89f7eac0acec7ec50",5,1,,1,1,,,,,,,,,,,,,,,1,,,3
"dc323e08e922427885ea975e9bb68cee",3,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3
"dcab0e4bf2784240bdff1d0e5b222a99",6,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2
"dd206ad22331496e9914bfe69dc07517",5,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,4
"ddb6d6a53c1f415eb12537da1221e4cb",5,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,3
"de30713f1fa94a4f8ebea38f1d1ee317",5,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3
"de338ded45464f8a966b16b718ccc1a6",6,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,7
"de413dde36c14865962c2c14ececa013",6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"de64d77e46e44616b730990929a0a13f",11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"dfe74e541ed746b8add1788af91f3ed8",4,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,5
"e040f9b2e31f4e828b46e8f9b5367268",8,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,3
"e0c4f4458c6d45c3b8f5ab2aabbadc85",6,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2
"e16705f59aef4668ab4b2eba8162f925",5,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"e17e1ff13292417d90c4f6eafe973599",4,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
"e18770e2f8654cf492a5078eef55795f",9,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,3
"e1b9ef12df374cc7a3310c77f9b2049d",11,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2
"e2129f8175624a4cb4b7928b8a3e3048",12,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"e23426755e80453e923ddb805290cfa3",5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"e2420351245048bf81520b722d7a3194",3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2
"e278c7ce0c9e4918b7adf4c6cddb84a6",4,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3
"e33a0702257c400f8f2f669ce637e15d",5,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3
"e35b0fbe3fb64f5b97cc925839a08974",12,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"e35e43cf097941289b9865c11735dc4e",10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"e37faa53be254b9c95c5c35d2d3ba325",4,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3
"e450e31f8aaa47a59f20bb2a1e9db4b0",3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"e4dc7edd09ac4af98798727b7f4596f6",9,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"e51b48f20cbe4a4cbaec7455e00bb889",5,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,3
"e68fe982eac94d57b425805102b5849a",5,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"e6e832392045456f831adebac8130bdb",6,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3
"e71a3dc6e5cb473ab53e52b73b10ba4d",8,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2
"e7344e1f84914899a0de39afee9bd452",6,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,3
"e7d77ca7f81a484b91e61dc6a76f941b",6,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"e93304fc741f48ea8ed8aa146c7cad83",11,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4
"e97b81b2faab4dbebec422e026582686",8,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3
"e9f9338450864a9da45d02d7c5faebb5",4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,5
"ea3f64282dec45d0ac1f208d47bb864a",11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"ea54282529db45b38422fe176a060105",6,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3
"ea68815dfc924337a42328a0201bb650",7,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3
"eb4ce2d307eb48beb5116ec9df05d2fe",3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"ebc0193e87d54628a69a3eb487d230bd",8,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3
"ebeb4068415d4c50beaf62978184a866",12,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,0
"ec16361d869e40628761b03b6ccdcd4b",4,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3
"ec60d031a9ca4f45bfc7105f11a085d5",8,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3
"ecb2b965be814193a99ac136cac076db",8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"ee1feb4c08014f8f9ace130cedce1e8d",4,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,3
"f040c1a3626f48e6870fc087ea2d733e",6,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
"f098f571aa67476d8107ae0d183c5a10",5,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,3
"f0af4f68b5094cda94c066c337e4e3f7",7,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"f0c6d81726b24ec3b676a07b587b5876",9,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3
"f10aaca018df42218e821c48e4dee33f",4,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"f38300e74a4d44f09454ccb310dc32a4",6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"f5824a55f9c547579bd1ee9c95db2912",4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"f5d3193b06d346ad92617fd42082e483",9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
"f657fad494df41ec9bf5be4ace9c692c",5,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"f69dbc80ae7443669558eed375a8a8ad",7,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2
"f6ffe45416b2458e89ea7ab46ba9ba1e",4,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2
"f727232a3db048af8c4171b6b4120567",5,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,3
"f76f11c01e4f4efa8362b26f6947d2db",4,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1
"f7867ef75feb47929fa64e3c310a8c03",6,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"f7d124ffa36444b8a7a6da13902b137b",4,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2
"f83cdb4b49ac4f3d9c3370f0859ed906",11,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3
"f8ca4422f362494fa2ed2aa7d6c70d48",4,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3
"f8e7189925b64b86854b95c7bda2598b",5,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"f8eb06e0daf444e8900c501f1f499a73",9,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,3
"f90c30b4301b413881eb01cee8d9ba88",5,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4
"f9884870860d40ee8e4f7c19435eaacd",6,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2
"fb30eb6bcfe449b2840e274f87ffe39d",7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"fb7719f379c641a493ef818ff6c38240",7,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,7
"fb99a93f0eac43609313c3acf8aedc9a",8,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2
"fc6c2f9be5674c1bbdc4272645ef9f6c",7,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,4
"fca0e3dcae434d5483050af279bc1388",9,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,3
"fce051c0d2254aa2996f1e6eb13f403b",12,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4
"fcea1e52b50a4fd0b3182184b990594a",4,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,4
"fd523ac8cfde4230aea1313912c16728",10,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1
"fe474d1b76a14e58ae00c93bc9916175",8,1,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,2,2,2
"fe77bbfc66cb42e6a64f3486499ea65b",4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"fef6a31f5c8542aead247c12573e0307",4,1,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2
