"hhid","hhidold","batch","region","regurb","subreg","district","dc_2018","s1aq02a","cc_2018","s1aq03a","sc_2018","s1aq04a","pc_2018","urban","response_status","year","month","day","wave","wgt"
"0007d1f1449242feb5a25429644fb991","053050b9f02d468dabfb5515b9f97be6",785,3,30,9,"KOLE",325,"KOLE",1,"OKWERODOT",7,"ADELLOGO",1,0,1,"2019","08","21",8,2621.86374708019
"0010cbae3cea4ec9831f6cd92b02dc16","67961c569fc94401a471eac3902eb04e",767,3,30,9,"KOLE",325,"KOLE",1,"ABOKE",1,"APACH",2,0,1,"2019","04","04",8,1747.90906539893
"00246782f8654441a9df0f6ec0b6fc9f","b4a112be80d94403a11aa9c3a1e177f6",758,3,30,9,"ALEBTONG",323,"MOROTO",1,"ALEBTONG TOWN COUNCIL",4,"NAKABELA",3,0,1,"2019","12","13",8,753.134571061014
"003ed8d32f794609919d60d2ed8813e8","2cb797850b334f1e92c87498fc06141f",465,2,20,6,"NAMISINDWA",223,"BUBULO",1,"MAGALE TOWN COUNCIL",35,"BUTINDUYI",4,0,1,"2019","08","18",8,888.204769776538
"005fbc5779014a0290b088071bde9f72","dc2283dedc044929b39fc5d4e569bd41",190,1,11,2,"WAKISO",113,"BUSIRO",1,"WAKISO",13,"SSUMBWE",6,1,1,"2019","05","30",8,3905.07534053791
"0060071f3f414406af7312d68eae8513","a2634ad4bcfd41efa0d9bd6354359b63",312,1,10,3,"KASSANDA",107,"KASSANDA",3,"KALWANA",2,"KASSAAZI",3,0,1,"2020","01","22",8,2525.37602764623
"007341c9c07448a580714ee6a46d427f","94c8d04cba6547ab91547122f017c835",188,1,11,2,"WAKISO",113,"BUSIRO",1,"WAKISO",13,"BULOBA",2,1,1,"2019","08","05",8,976.268770332719
"008c674975f24ea79f50e30cbd4ee635","49035e3c71464389b22369ebb2ec7573",792,3,30,8,"NAPAK",327,"BOKORA",1,"LOTOME",3,"LOMUNO",3,0,1,"2020","01","31",8,2621.86374708019
"009c1baa0edb44f8af47773ce0b7caaa","2bc61f86f4464846a8be939b5d6326db",1011,4,40,14,"ISINGIRO",418,"ISINGIRO",2,"BIRERE",1,"KASAANA",2,0,1,"2020","02","17",8,1138.58545479852
"00b48fb6bcf84dd581bd7b2be5f908a0","6156b6e4c2fe441f8b8aba1d46865f9b",79,1,10,3,"LUWERO",104,"BAMUNANIKA",1,"ZIROBWE",5,"KAKAKALA",4,0,1,"2020","02","17",8,2020.30078859163
"00b4bea2a97641f88ae09439328edd9a","342c733cafbc4e68923e2a8ab905fc89",32,1,11,1,"KAMPALA",102,"KCCA",1,"RUBAGA DIVISION",3,"NAJJANANKUMBI II",9,1,1,"2019","04","01",8,3806.33800751256
"00c2b27287a74f948fef24a8de42825c","d0770f03778346bb9293a9bb4013ce34",226,1,11,2,"LYANTONDE",114,"KABULA",1,"LYANTONDE TOWN COUNCIL",5,"KALIIRO",1,1,1,"2019","07","02",8,2603.3837331633
"00cb487f12014891b3efa5c8679d18ab","8d6843d2394544fcba72c27e8497a8c3",780,3,30,9,"KOLE",325,"KOLE",1,"BALA",5,"OMOLADYANG",6,0,1,"2020","02","22",8,5243.72749416039
"00d5da8bbd544c548a71f176496ee4b6","e92f355e0ad94ca3b6124678a7f2355d",784,3,30,9,"KOLE",325,"KOLE",1,"OKWERODOT",7,"ADELLOGO",1,0,1,"2020","01","27",8,1310.9318735401
"00dc3a212a1f40698656b2dc7cc97a85","9834be0072104008a2788b64689b3bd5",334,2,20,5,"BUSIA",202,"SAMIA-BUGWE",2,"BUTEBA",5,"BUTEBA",3,0,1,"2019","11","01",8,888.204830606281
"0142f6f0c8f9435c97ac2563a6f390ec","49ee9daaeeb64bfe99182bc63a351dfd",937,4,40,14,"NTUNGAMO",411,"KAJARA",1,"KIBATSI",3,"IBAARE",1,0,1,"2020","02","13",8,3036.22767741671
"014cbd0c0b844976888438f7ea74aa69","8f151cb7d68d449ca0e9e8f5990e388e",651,3,30,11,"MOYO",309,"OBONGI",1,"ITULA",3,"UBBI",5,0,1,"2019","06","25",8,582.636367548126
"0182fc7b5eb44c44aef16c3a178fb762","5f19cad285714a92b4ac079e52f752c7",713,3,30,11,"KOBOKO",319,"KOBOKO",1,"LOBULE",5,"TUKALIRI",8,0,1,"2020","02","21",8,524.372749416039
"018d29620fa44db282c80b6627413e5c","1d938aa42c73429e9889c7a86cedaa2f",765,3,30,8,"AMUDAT",324,"POKOT",1,"LOROO",4,"ABILIEP",1,0,1,"2020","01","28",8,327.732968385024
"0192cb54d502450ca603738439bf616f","bfd8253bd59c4f3199fb4b83b9cee7a6",,2,20,6,"BULAMBULI",225,"BULAMBULI",1,"BULAAGO",3,"DOOBA",4,0,1,"2019","05","17",8,1480.34102685521
"0197cec68e9246a887cae30b13bc7488","ee1e4c79b11b40c782a947bf00ee173d",532,3,30,9,"APAC",302,"MARUZI",2,"IBUJE",5,"AMIIABERIDWOGO",5,0,1,"2019","07","09",8,1747.90921438073
"019f06d347d04d5fa22f1846aba0c59b","c351f08d2d8a4e598e762f285a0ba5b0",956,4,40,14,"NTUNGAMO",411,"RUSHENYI",4,"RUBAARE",3,"NYANGA",3,0,1,"2019","05","18",8,1821.73654583623
"01d0f651c2534a1f8355b9e10e0e9dcb","3453773ffb6941b089ee7f38a4653c85",980,4,40,13,"KYENJOJO",415,"MWENGE",1,"NYABUHARWA",14,"NYABUHARWA",7,0,1,"2019","04","03",8,1012.07581670499
"01d54a65224747fba33cf7b310c7435e","382fa15a185c4992a7a2d7fdb70f0db5",146,1,10,2,"SSEMBABULE",111,"LWEMIYAGA",1,"NTUUSI",2,"KYAMBOGO",4,0,1,"2019","05","24",8,1683.58385080404
"01e7608a258e42c7a2f5af8b551bc247","d2c78a060324412e89fbcde4579963a2",303,1,10,2,"KYOTERA",125,"KAKUUTO",1,"KYEBE",5,"GWANDA",1,0,1,"2019","09","20",8,1262.68801382311
"02087846085249d1ae73a1070233c8bb","08f99cd6418241cda1841d6a644074f9",299,1,10,2,"LWENGO",124,"BUKOTO",1,"MALONGO",7,"KALAGALA",1,0,1,"2019","05","20",8,1443.0719439578
"0222b766ba3d494fbf6fe07cf260dac4","b3defd888f2a4ba8a3dcb4ec09f84222",1153,3,30,10,"OMORO",304,"OMORO",3,"BOBI",1,"PALWO",4,0,1,"2019","08","12",8,1048.74549883208
"024172552bc54600b13887149d11e82c","4cfc17444f5347f2b63940f96adcfdff",1053,4,40,13,"KYEGEGWA",422,"KYAKA",1,"KABWEEZA KYEGEGWA",2,"BULINGO",1,0,1,"2019","05","16",8,9108.68303225013
"02449af9963842c8b8f615b2232735b1","96aa0100b13346adac0d328701bcbf35",102,1,10,2,"MPIGI",106,"MAWOKOTA",1,"MUDUUMA",6,"MBAZZI",6,0,1,"2019","05","11",8,1262.68793000973
"024dec2ae5e84e15a9d92dc84c3b5084","edd3aa336e384c68ba6498c9428215a9",342,2,20,4,"IGANGA",203,"KIGULU",3,"NAKALAMA",3,"NAKALAMA",4,0,1,"2019","05","21",8,2960.68240370914
"025b88ecba4a44279935bd4a0d19bccd","1f4d227ab74a442786bdcafb290b6a12",782,3,30,9,"KOLE",325,"KOLE",1,"OKWERODOT",7,"ADELLOGO",1,0,1,"2019","08","21",8,655.465862279146
"02868c7da57e46529281d2dae35ee7fd","c9c2f90528b14c858eebeb3d15b488f0",501,2,20,4,"LUUKA",229,"LUUKA",1,"BUKOOMA",2,"NABYOTO",3,0,1,"2019","04","09",8,8882.04769776538
"029532d2e0d640f888259f1851cfc929","429582d862904d3f8aff6b20a922100c",210,1,11,2,"WAKISO",113,"MAKINDYE SSABAGABO MUNICIPALITY",5,"MASAJJA DIVISION",2,"NAMASUBA",4,1,1,"2019","04","10",8,7810.1511994899
"02b20908f47043f0b2389ba8246c5bdc","447eac4627444ec1bea1f94f10d20ac8",816,3,30,11,"PAKWACH",332,"JONAM",1,"PAKWACH",2,"MUKALE",2,0,1,"2020","02","15",8,1747.90906539893
"02efd503602d4d10a508075b811e5913","4d5a9462583944a89ea26912a46705e1",869,4,40,13,"KABAROLE",405,"BURAHYA",2,"MUGUSU",11,"KIRAARO",1,0,1,"2019","04","05",8,1301.24054141752
"02fbc725a3074d0fa9debb7a02ba23fb","6ad635d3403248979bbd95c911af620c",274,1,10,2,"KALUNGU",122,"KALUNGU",1,"KALUNGU",2,"KITAMBA",6,0,1,"2019","09","17",8,1122.38926180716
"03003a6f1ccd4b1290629662229b5d83","12ea98f53d374c2ab9476c087af2913e",1155,3,30,10,"OMORO",331,"OMORO",3,"KORO",2,"ACOYO",1,0,1,"2020","02","13",8,5243.72749416039
"032de3aed1c34dd5840aba975a5a4468","87bb19dff0f44187875ec19a10fe8279",412,2,20,5,"TORORO",212,"TORORO",1,"MERIKIT",4,"KACHINGA",3,0,1,"2020","02","22",8,1480.34132351406
"034a672611304ed3a91b8a062f4d4046","308f33600cbf4f14988e57d6c5d5d4dc",824,3,30,9,"APAC",302,"KWANIA",1,"ABONGOMOLA",1,"ACHUNGI",3,0,1,"2020","01","29",8,1747.90921438073
"0368af34cb614bae9ef98c927741984d","89145e187f3b49d7b2182ddf0de09a06",506,2,20,4,"NAMAYINGO",230,"BUKOOLI",1,"BUYINJA",5,"NSOONO",4,0,1,"2019","05","17",8,888.204769776538
"0397ef293012436a99a621fce6fc7471","08004f29b4234c35bfbea5f38ced207a",949,4,41,14,"NTUNGAMO",411,"RUHAAMA",3,"NTUNGAMO",3,"KIKONI",3,1,1,"2020","02","12",8,5190.22197522864
"039d3e634a2e4f2bb56e3798660eb6ba","9603bda15f7d43cc9848d6f5c9feb987",103,1,10,2,"MPIGI",106,"MAWOKOTA",1,"MUDUUMA",6,"MBAZZI",6,0,1,"2019","09","24",8,10101.5041105849
"03b2600846004af6ba212269261907a2","0f896c130fda4f5788f29621fde557f3",84,1,10,2,"MASAKA",105,"BUKOTO",1,"KYANAMUKAAKA",4,"KAMUZINDA",3,0,1,"2019","09","19",8,5050.75205529246
"03d9ca9332d545378b468a1883127d8b","e81ac6e7d9c147e9a8ccc1d60133ecca",881,4,40,13,"KASESE",406,"BUSONGORA",2,"BUGOYE",1,"IBANDA",2,0,1,"2020","01","18",8,828.062093840921
"040b3ad7eb264e30acc111646f03422a","6fd1e620a5f44c4db17c28053a0cdb60",499,2,20,5,"KIBUKU",227,"KIBUKU",1,"KIRIKA",9,"MIKOMBE",3,0,1,"2019","09","20",8,8882.04769776538
"040ceeba10fc44d19c9499e31e34fbfc","b41bde6c88eb47aebd0fa6952e5a2435",45,1,11,1,"KAMPALA",102,"KCCA",1,"MAKINDYE DIVISION",4,"MUTAJAZI",16,1,1,"2019","08","22",8,1522.53505690411
"041a9f28bf614e328a856c240a3abd03","17eb32a03c28409db6e2cf12fc379298",117,1,10,3,"MUKONO",108,"MUKONO",1,"NAMA",6,"BULIKA",1,0,1,"2020","01","14",8,10101.5034400778
"044116a438c040a898ba43daf6bdc2ea","3ff65bff324d43daaba32def1e823094",232,1,10,3,"MITYANA",115,"MITYANA",2,"KIKANDWA",3,"NAMIGAVU",6,0,1,"2020","02","18",8,1443.0719439578
"0442775d8d424d59a433ab5940d510ca","902ab53c518a4023b8153bf5e1aa12fa",909,4,40,14,"MBARARA",410,"KASHARI",1,"BUBAARE",1,"MUGARUSTYA",4,0,1,"2019","09","16",8,1301.24038988302
"046067ad635647c5a02c03f1790df520","044525d42e7547cb844fa01062ed908c",740,3,30,9,"OYAM",321,"OYAM",1,"KAMDINI",6,"JUMA",1,0,1,"2020","01","13",8,873.954532699463
"0464b7af72994dea923644331716d84e","d6122950f0a24e43bbd3a3034bb499ee",667,3,31,8,"NAKAPIRIPIRIT",311,"CHEKWII",1,"NAKAPIRIPIRIT TOWN COUNCIL",3,"KATANGA",1,1,1,"2020","02","13",8,3765.67242735244
"0469f55ab1f549dabf8e97afae3f2065","b5041f718de948a48e2e513a381647cd",165,1,10,3,"KAYUNGA",112,"NTENJERU",2,"KAYUNGA TOWN COUNCIL",4,"NTENJERU",4,0,1,"2019","06","25",8,10101.5041105849
"0495834806fb40adb50e0fd619ef5094","8a9b2b0867d74803a30fd760ae22db80",447,2,20,6,"BUDUDA",218,"MANJIYA",1,"BUSHIRIBO",11,"BUFUKHULA",1,0,1,"2020","01","22",8,8882.04769776538
"049dc3291e444c9193fc506570f6a26e","6bd3cf7a1e4345c4b67abce238dc828d",381,2,21,7,"KUMI",208,"KUMI MUNICIPALITY",2,"NORTHERN DIVISON",1,"BAZAAR",2,1,1,"2019","06","26",8,16057.3993981821
"04ae6a51ffbb459a9b00dc5265f4a034","5face35ca9d84c1f9b27f7610d04d3fd",550,3,30,11,"ARUA",303,"AYIVU",2,"PAJULU",7,"ADALAFU",1,0,1,"2019","12","14",8,7531.34485470489
"04b011de772e4ce08e33e461bb1741eb","c93eba34e249471db03d654d87b0af66",1055,4,40,13,"KYEGEGWA",422,"KYAKA",1,"RUYONZA",7,"KARWENYI",1,0,1,"2020","01","21",8,910.868272918113
"04bfccbfe0c64dfebc28097777937f16","2ef39f0a550b480b93b1cf6cc45a6768",980,4,40,13,"KYENJOJO",415,"MWENGE",1,"NYABUHARWA",14,"NYABUHARWA",7,0,1,"2019","04","03",8,1012.07581670499
"04c814d7b9cb4aa2b651aa2e31acf4e9","437cdf4cefbd47208506638b5430432d",349,2,21,4,"JINJA",204,"KAGOMA",3,"BUDONDO",1,"IVUNAMBA",2,1,1,"2020","01","18",8,888.204769776538
"04d55903a5d448c3953d1d1ceda1084d","8a487ec2e2d0462684843b3a800f2a52",465,2,20,6,"NAMISINDWA",223,"BUBULO",1,"MAGALE TOWN COUNCIL",35,"BUTINDUYI",4,0,1,"2019","08","18",8,888.204769776538
"04ee28189feb42c6a75acb852661aef1","94fe8b7d63524f1294468b62ca211148",435,2,20,4,"MAYUGE",214,"BUNYA",1,"WAIRASA",13,"BUSUYI",1,0,1,"2020","02","18",8,986.894154846295
"0515ceaa3b6d4400bb337565e78db4e4","bf0d7e30893844228135cedc92e1fc3c",986,4,41,14,"IBANDA",417,"IBANDA",1,"ISHONGORORO TOWN COUNCIL",3,"KAKINGA",1,1,1,"2019","05","12",8,1038.04436050736
"051abf68db894b34a1ecfa22bd2a2509","38cad17a27a24d5eac5472d9e1af1df4",371,2,20,7,"KATAKWI",207,"USUK",2,"ONGONGOJA",4,"OKUDA",4,0,1,"2019","04","08",8,8882.04769776538
"052f8d3f81c3477aa9366a24c54ddf83","044c92119a6e44b6bd74f41b5131f7fb",695,3,30,9,"DOKOLO",317,"DOKOLO",1,"ADEKNINO",1,"ADEKNINO",1,0,1,"2019","05","23",8,655.465936770049
"0540d10333124c9ab290bb9daaf998cc","2ada189776a548d89a6c2f2bff16b5c2",686,3,30,8,"ABIM",314,"LABWOR",1,"ALEREK",3,"OTUMPILI",4,0,1,"2019","05","22",8,1310.9318735401
"054124cd4eff40ec97bf51a44fe4a93c","1e56d33526fb49769284e77f0e5dad9a",1010,4,40,14,"ISINGIRO",418,"BUKANGA",1,"NGARAMA",4,"KAGAAGA",3,0,1,"2020","01","16",8,828.062093840921
"05743465c6254f7baedf141b6381f400","f9f1345566da472189f36e64aefcf902",438,2,20,6,"SIRONKO",215,"BUDADIRI",1,"BUWALASI",15,"BUGUSEGE",2,0,1,"2019","07","04",8,986.894215676039
"05863e44874d4d0bbe8abdc95d9249b2","217a20d82c0446a4928918df038adca4",143,1,10,2,"RAKAI",110,"KOOKI",2,"LWAMAGGWA",7,"KYABIGONDO",6,0,1,"2019","04","05",8,10101.5041105849
"0586e2b9bcd24aa3bf31580492500327","f91d84ccaf7f4703b64bd4f4b962e14c",476,2,20,6,"NAMISINDWA",223,"BUBULO",1,"BUKOKHO",7,"BUKOKHO",1,0,1,"2019","05","15",8,8882.04769776538
"058977f6550c4624b8d171b5d1a58a6e","7cd011991ab747509c7efa97cf714d6c",248,1,10,3,"NAKASEKE",116,"NAKASEKE",1,"KAPEEKA",2,"NAMUSAALE",5,0,1,"2019","11","01",8,1010.15031048242
"0594b58cc0834586919fbbd39a0be23f","96ccd06ae58743748ddf9498fd5144d5",232,1,11,3,"MITYANA",115,"MITYANA",2,"KIKANDWA",3,"NAMIGAVU",6,1,1,"2020","02","18",8,1443.0719439578
"059ff457522a4a8fa64c8b2717080161","57942f9f28114956a8237cea9cd36980",,4,40,15,"KISORO",408,"BUFUMBIRA",1,"NYARUBUYE",12,"KARAMBI",2,0,1,"2019","09","20",8,910.868297511988
"05add010c2404efab0880200dcdc9674","53de71d428b94cc3869a96c4d6904aac",43,1,11,1,"KAMPALA",102,"KCCA",1,"MAKINDYE DIVISION",4,"KIBUYE II",10,1,1,"2019","04","10",8,1268.77938453783
"05b5aece409440ff8a1231a07558d979","c59e62eb588d4f2499b0c98769c7b669",505,2,20,4,"NAMAYINGO",230,"BUKOOLI",1,"BUYINJA",5,"GONDOHERA",1,0,1,"2019","11","04",8,888.204769776538
"05b8817d114d47058c7877391323d14c","769c52c1155145ddb0498168e7f52c54",942,4,40,14,"NTUNGAMO",411,"KAJARA",1,"BWONGYERA",1,"NYAMUNUKA TOWN BOARD",8,0,1,"2019","05","18",8,9108.68363838813
"05bd23b2d9d84b128c7b45db8d2da17f","9354027ec5014b0e8bd3d10f90cc924b",487,2,20,4,"BUYENDE",226,"BUDIOPE",1,"BUGAYA",1,"BUGAYA",1,0,1,"2020","02","15",8,986.894154846295
"05cef9765f92473eb465b6dc4fac72a4","f36e139647a04d3c92833aeb5581a04d",375,2,20,7,"KUMI",208,"KUMI",1,"KANYUM",2,"OMURANG",14,0,1,"2019","09","16",8,634.432021861629
"05dafcf31b4d403aad84cdfff9d1fdfc","903864ddc9c641de8b968666fe5e4169",106,1,10,3,"MUBENDE",107,"KASAMBYA",2,"KASAMBYA",2,"KAMUSONGOLE",3,0,1,"2019","11","09",8,5050.75205529246
"06017013809c4ccc99e9c3dcd7b3c10f","70ae12f096154729a14d2624aa5a59de",132,1,11,3,"MUKONO",108,"NAKIFUMA",3,"KASAWO",1,"KASANA",3,1,1,"2019","06","24",8,10101.5041105849
"0602eb95ac184ad3aa8fdba309f3f946","d644b286ea504ade924de32cc905c4cc",505,2,20,4,"NAMAYINGO",230,"BUKOOLI",1,"BUYINJA",5,"GONDOHERA",1,0,1,"2019","11","05",8,888.204769776538
"06122c47fee6432f8b973b9ea525fe57","d7bae9a8d3bd49229fedf96a64bb5824",713,3,30,11,"KOBOKO",319,"KOBOKO",1,"LOBULE",5,"TUKALIRI",8,0,1,"2019","09","21",8,524.372749416039
"061989138f624a46be5860a6f7e8934b","6fdb9e65588f4e288c279e8301d04706",114,1,10,3,"MUBENDE",107,"MUBENDE MUNICIPALITY",4,"SOUTHERN DIVISION",3,"KIRUNGI",6,0,1,"2020","02","14",8,1301.69186658165
"061d004e00b841cea0fa55802483b1b4","01483c3751964ad2842b6e4a8b6edcdd",882,4,40,13,"KASESE",406,"BUSONGORA",2,"BUGOYE",1,"IBANDA",2,0,1,"2019","09","20",8,9108.68242611213
"062f7f18a3d7429fabe2c075459a301a","8c25f710369e4bc8bccdcd227b940d39",388,2,20,6,"MBALE",209,"MBALE MUNICIPALITY",2,"INDUSTRIAL DIVISON",1,"MALUKHU",1,0,1,"2019","05","19",8,16057.3993981821
"06403dbe6bbd4f1e82d16fa705c51b73","37f757786d654e0191319daad772971e",839,4,41,14,"BUSHENYI",402,"IGARA",2,"RWENTUUHA TOWN COUNCIL",10,"RWENTUUHA",3,1,1,"2020","01","20",8,4554.34181919407
"066a75cbe6cb4de4a2ba444ec6c9a5b4","301490cbb230436387d327b067738728",1011,4,40,14,"ISINGIRO",418,"ISINGIRO",2,"BIRERE",1,"KASAANA",2,0,1,"2020","02","17",8,1297.55558015309
"067e98465031426791a3853b69a9a70a","577b169fc8c24395bba1ca7433ac5dd5",94,1,10,2,"MPIGI",106,"MAWOKOTA",1,"BUWAMA",1,"MBIZZINYA",8,0,1,"2020","01","17",8,7810.1511994899
"067f809da4ef44c8ab7ff3a16ee31672","17f8b87f9b8f4438bf729c2dea6df75d",653,3,30,11,"MOYO",309,"WEST MOYO",2,"METU",4,"PAMUJO",6,0,1,"2019","08","07",8,582.636404793577
"06816d8d60b141418b768b356970d613","f268b0e8ca52483e9ece7af84125ce53",287,1,10,2,"LWENGO",124,"BUKOTO",1,"KISEKKA",1,"NAKALEMBE",5,0,1,"2020","02","18",8,918.318578365917
"068c76ff148d44fcbb4ab89429adcb6c","c6dd8c137c15491e837819f826e71993",496,2,20,4,"BUYENDE",226,"BUDIOPE",1,"KAGULU",5,"KABUKYE",5,0,1,"2019","09","15",8,986.894215676039
"06a5f788e6b248dfa229a7cd68fcf706","ac2b1c5c0eee496a827a1483df3f43b2",509,2,20,7,"NGORA",231,"NGORA",1,"KAPIR",1,"KAPIR",10,0,1,"2019","07","09",8,8882.04769776538
"06b36c2c9668465ead2665345a45355a","ba638314d1ca4e99ae25ba442de47c6b",632,3,30,9,"LIRA",307,"ERUTE",1,"NGETTA",8,"IWAL",3,0,1,"2020","01","26",8,1255.22432076441
"06ca2b010f7a4724a51adc2505df2e10","893d52e674dd49bd8d5124981cca722c",86,1,10,2,"MASAKA",105,"BUKOTO",1,"KYESIIGA",5,"BUGERE",2,0,1,"2019","04","04",8,5050.75239054601
"06f7cf0c474046c4926955c6674a42fa",,,1,11,2,"WAKISO",113,"KIRA MUNICIPALITY",3,"NAMUGONGO",3,"KIREKA",1,1,1,"2019","09","24",8,7810.15088436255
"072bede7173b42a9b15f6d873387591a","8a6daeb4c2844b3890bdca771a166247",618,3,30,8,"KOTIDO",306,"KOTIDO MUNICIPALITY",2,"SOUTHERN DIVISION",3,"KAMOR",1,0,1,"2020","02","18",8,1310.9318735401
"07446a0d279c4168ae5f4a5aab842b4d","4cb73bf76bd644aba3f63de07c13a811",904,4,40,12,"MASINDI",409,"BURULI",2,"PAKANYI",3,"LABONGO",5,0,1,"2019","12","09",8,3036.22767741671
"074abb9330f84c72b0f136f6fc38d00d","0eb527381cfb4f258ee6a1ad0862d96b",772,3,31,9,"KOLE",325,"KOLE",1,"ABOKE",1,"OGWANGACUMA",4,1,1,"2020","02","25",8,1506.26914212203
"074ed7ecb495445785d908b0f56915cd","ee81489ba0d643ee951e8137beebc1a8",45,1,11,1,"KAMPALA",102,"KCCA",1,"MAKINDYE DIVISION",4,"MUTAJAZI",16,1,1,"2020","02","26",8,1522.53505690411
"0753ace2876b4833a3bb185a04440fe8","2c43e276f7e94ef0af1888f2b51277c0",163,1,11,3,"KAYUNGA",112,"NTENJERU",2,"KAYUNGA TOWN COUNCIL",4,"NAMAGABI",3,1,1,"2019","05","15",8,1301.69186658165
"076ab269f25445b78942024965446513","d6627a2db2f844339b0d83ecb813aead",31,1,11,1,"KAMPALA",102,"KCCA",1,"RUBAGA DIVISION",3,"NAJJANANKUMBI I",8,1,1,"2020","01","11",8,2537.55876907565
"078096ed82bd4b369317a5c4329d7dd8","c8f8d39549074f5fbd129bb9f2a5d45a",686,3,30,8,"ABIM",314,"LABWOR",1,"ALEREK",3,"OTUMPILI",4,0,1,"2019","12","17",8,1310.9318735401
"079da0c0a73b465b9c0be7a5bd9bf920","2641680671474fe9bcaa1400527c6fad",299,1,10,2,"LWENGO",124,"BUKOTO",1,"MALONGO",7,"KALAGALA",1,0,1,"2019","12","10",8,1443.0719439578
"079e6812fb50405bbe8cb744b5ef6afd","38cac2f27d8b4feeb489c8ef7548babe",772,3,30,9,"KOLE",325,"KOLE",1,"ABOKE",1,"APACH",2,0,1,"2019","11","07",8,1048.74549883208
"07b346723489448b99ea7d75a5cd2458","dc7800d0ce5448d1b4ef146d88f7ec3c",348,2,21,4,"JINJA",204,"KAGOMA",3,"BUDONDO",1,"BUWAGI",1,1,1,"2019","07","10",8,986.894154846295
"07b5c28dd52642b69def9db9df074dc0","f966421935f74f70b254a0a68e9d3b5a",590,3,30,10,"GULU",304,"ASWA",1,"BUNGATIRA",2,"PUNENA",7,0,1,"2019","09","19",8,2621.86374708019
"07b6c4f12d054292b7b786ef2dd45835","ffe756a5b2544583941f06fae0d2ecf8",345,2,20,4,"JINJA",204,"BUTEMBE",1,"BUSEDDE",2,"NABITAMBALA",4,0,1,"2020","01","20",8,807.458881615034
"07cc2b8f1a324976927f0a604636306c","bf66524a5a1f4c3c9dbe0036c297f306",613,3,31,8,"KOTIDO",306,"KOTIDO MUNICIPALITY",2,"CENTRAL DIVISION",1,"KOTIDO EAST",2,1,1,"2020","02","17",8,7531.34571061014
"07cc9720213b487385812471bc510785","8dc61da3ba6e42d082821c42f93386bd",713,3,30,11,"KOBOKO",319,"KOBOKO",1,"LOBULE",5,"TUKALIRI",8,0,1,"2020","02","21",8,524.372749416039
"0809936839be4f8b99293dee0663fc53","936d6d229b9641ba89137abdfe501bf0",334,2,20,5,"BUSIA",202,"SAMIA-BUGWE",2,"BUTEBA",5,"BUTEBA",3,0,1,"2019","04","06",8,888.204830606281
"082757b50eee4bc29551c3c3c30639da","16db46d7f22e41f9a04f1fbe342a0392",146,1,10,2,"SSEMBABULE",111,"LWEMIYAGA",1,"NTUUSI",2,"KYAMBOGO",4,0,1,"2019","12","16",8,1683.58385080404
"0838ec2a8a6147e4936272a5b65b909c","1aa2f71fd3b144299a74dc9d4761a4bf",379,2,20,7,"KUMI",208,"KUMI",1,"ONGINO",7,"OBOTIA",13,0,1,"2019","06","25",8,555.127981110336
"083ade125b70414ba6257ff498afe1f4","73dea4f87f0047c0a27f2834766541f5",771,3,30,9,"KOLE",325,"KOLE",1,"ABOKE",1,"APACH",2,0,1,"2019","12","10",8,1747.90921438073
"0860ea9bebf44de1ac82a1e0e866a570","33c7964fa7204590af3946a5efff2be6",481,2,20,6,"BULAMBULI",225,"BULAMBULI",1,"LUSHA",14,"GOMBE",3,0,1,"2019","04","04",8,888.204708946794
"0870d2355d1c498caee91988946dea92","90c205421b7849048f521c9cade968e2",636,3,30,9,"LIRA",307,"ERUTE",1,"OGUR",9,"ALER",5,0,1,"2019","09","26",8,5243.72689823317
"088271b31f1d44d0b28c819a8e44b373",,,4,40,13,"KABAROLE",405,"BURAHYA",2,"HAKIBAALE",3,"KIBASI",3,0,1,"2019","09","19",8,1301.24042501713
"088d7d7eb37b4683b391bf34b48482d2","a5e78e1c8faa4f64b081c107eab7f556",307,1,10,2,"KYOTERA",110,"KYOTERA",3,"KIRUMBA",5,"BUYIISA",1,0,1,"2020","01","20",8,1683.58401843082
"088fd07aa1784231a7b800bf54b769fd","5dd4f9c988324a1f8945593342d1b8bc",954,4,40,14,"NTUNGAMO",411,"RUSHENYI",4,"NGOMA",2,"KIYANJA",2,0,1,"2019","12","11",8,1138.58537903127
"089f1c1e30d94938ad4a28294030f670","fa1df2b0d43046d5ac96994d8994a5b9",137,1,10,2,"RAKAI",110,"KOOKI",2,"KAGAMBA",4,"KAGAMBA",1,0,1,"2020","01","19",8,1010.15039429581
"08a622bfb26f4199bde601e058ccf58d","1b1ff5ccd14147ea971879bf82e54780",709,3,30,8,"KAABONG",318,"DODOTH",1,"SIDOK",14,"KASIMERI",2,0,1,"2019","09","24",8,582.636330302674
"08e85672338a4515b2a6ab61f4c5c32d","acb16f9b068549d8a80a37c9d638742f",,4,40,14,"KIRUHURA",419,"NYABUSHOZI",2,"KIKAATSI",4,"KANYANYA",2,0,1,"2019","05","23",8,7536.83317118736
"08f5b8dae9774128b354032393f6d40f","cea17bf4bfd14c58904a231db5725f8c",429,2,20,4,"MAYUGE",214,"BUNYA",1,"BAITAMBOGWE",1,"KATONTE",4,0,1,"2020","02","16",8,807.458881615034
