"hhid","s17q01","s17q02","s17q03","s17q04","s17q05","s17q06","s17q07","s17q08","s17q09","s17q10A","s17q10B","s17q10C","s17q10D","s17q10E","s17q10F","s17q10G","s17q10H","s17q10I","s17q10J","s17q10K","s17q10L","s17q11A","s17q11B","s17q11C","s17q11D","s17q11E","s17q11F","s17q11G","s17q11H","s17q11I","s17q11J","s17q11K","s17q11L","s17q11M","s17q11X"
"ca4000dfe0184c1ab2d2d7e0fee6e8b4",1,1,1,1,3,2,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"ca4583e980e848bfab2997ba502c548f",8,2,2,2,2,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"ca4658c1cb3c4aaabbaf10f9a9e60d32",2,1,1,1,2,1,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"ca8dcb1e3b244c13a8e9cc5c67fbb308",1,1,1,1,4,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"ca96344198ba45f6b48f93b23762e2a1",1,1,2,2,2,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"ca9b279358ba469b967a39a2c7567d06",4,1,2,1,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"caaa15e8b3144a68bb2a04ce1b3f61fa",1,1,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cabb531efb1040f6bb77c5c699c4e308",1,1,1,1,3,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cabf8bea274749cb8abdcf5d43679f69",2,1,2,1,2,2,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cacd9d54c61e44eaaa9956e612306814",2,1,2,1,2,5,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cad3d1698af8408f8813101490f8ffa1",1,1,2,1,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cae0ce39279b4e9b859488068377b08d",2,1,2,1,3,2,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cae57f60c76d47bdb3f319e6002ce2cf",1,1,1,1,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cae9af900516474093792d96be2231f4",2,2,1,1,3,2,,1,1,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,,
"cb007c1eba8043bf8b06c57e2a379b01",2,1,2,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cb087d6f21c94da4bcb1a7be7b2d729d",1,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cb0bb26e396f4a4a9463674eb15ac239",1,1,1,1,2,2,,,1,1,1,1,1,,,,1,1,1,1,1,1,,,,,,,,,,,,,
"cb3a33597c1a4d9a8da9923ce135d51c",2,1,2,2,2,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cb6261f36877496a99010265768a6ace",1,1,2,1,3,2,4,,1,,,,,1,1,1,1,,,,,,,,1,,,,,,,,,,
"cb657f7bc016458797267655f03a885c",2,1,2,1,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cb7501fa2a384213805aae2a9b815d49",1,1,2,1,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cb988146f4464defae9ec18a644f7135",1,1,1,1,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cba948d8227546208f27a84910cec8dd",2,1,2,2,2,2,,11,1,1,1,1,1,,,,1,1,1,1,1,1,,,,,,,,,,,,,
"cbb10f3fcada4ee1bc53624b6eb50600",2,2,2,2,2,1,9,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,1,,,,,,,,,
"cbbcb22ddb494fbba4c1a4f9060823e6",4,1,1,1,2,2,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cbe883c374ee4a3bb0bdf61ff069a4b4",1,1,1,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cbfe54623f664389812662f81e15ff9e",7,1,2,2,3,2,11,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cc1c2e4ec26047779497af8ba86337da",1,1,2,2,2,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cc4a5e7c8779437385259199930352dc",1,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cc58794a234540c0a88d3424f4cfdc2c",2,1,2,1,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cc6f4c0f37d349dd99bd994580edceb3",2,1,2,2,1,2,4,96,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,,
"cc7b0a5dd3bb48a6b319aebc44ab71f9",2,1,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cc7b17511ccd4271878ba3991c46cf7d",1,1,2,1,2,1,3,11,1,1,,,,,,,,,,,,1,,1,,,,,,,,,,,
"cca67714dc9445bb8b4d1d2e697f0524",8,1,1,1,3,2,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"ccd2816d54c1480f9e2217613d9782c7",1,1,1,2,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd277a80d89b479aa6b5e7c605db0fd8",1,1,1,1,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd388b074b3d442e8503d546f47a8219",3,1,1,1,3,2,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd465dbb23334472aefd11c762f945e2",2,1,2,2,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd69d221c2734b0b96a39a5c1c78920a",3,1,3,1,2,1,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,
"cd6afdac58874d0fb9440986d2ee2419",1,1,2,2,3,1,7,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd7d1e66e898489eb998eea7bf94ec5a",2,1,1,1,3,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cddd06b877374997a32689a0d5302536",2,1,1,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cdf32d2940b74a069c0d34c2ceab5f80",1,1,2,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cdf369efe8ef462abcdca8f29b65a7f6",5,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce0ab3c349e841be95f284b879b7c0ba",1,1,1,1,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce14826f4c464114857b39f52f4d50ee",1,1,1,1,3,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce2b704d8e7d4268b895248442b32735",2,1,2,2,2,1,,,1,1,1,1,1,1,1,,,,,,,,,,,1,,,,,,,,,
"ce2d49c3340c4b7cbde965053dd33110",2,1,1,2,2,2,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce4a674264b849928dfc560ed4b7ddd4",1,1,2,1,3,5,4,4,1,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,,
"ce59ddca2f944eaabab2bc796a87cd69",2,1,1,1,3,2,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce73a020e9394e18abe47f68f8769446",1,1,2,1,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce7f74538ea540e9bd64481329679116",1,2,2,2,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cea56335356b476b92edc70dae7e2e7d",1,1,2,2,3,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"ceb691ba786d4dd2b60a4413237a0f9a",1,1,2,1,3,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cebcb5301de14fd091f8b281816dcad2",1,1,3,1,3,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"ceca664d153e40fe9d7cc77aa9c9f085",1,1,1,2,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"ced0f57b2a3a48849e55bb342b49d7d7",1,1,3,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"ced83c7775e347deb58fe7b087362fa5",1,1,2,2,1,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"ced961fdc3c841a5b00d79d5e761fcc0",2,1,2,2,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cee9a69308d7483b926e6742e380a4ef",1,1,2,1,3,2,7,7,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,
"ceef33f776c845ddbfde3ca70b0d3275",1,1,2,1,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cf0c7e5450fe4d1daad34996ef84c776",2,1,1,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cf14f86035f849ae92d30fd485c90b93",7,2,2,1,2,2,1,1,1,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,
"cf181580e26c4bb6afdf4f0652b92efa",1,1,1,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cf3cb7e0f5964545b02fff49ef1608ce",1,1,1,1,1,1,11,11,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,
"cf57a6b9d7f94835965c054fd697ba78",2,1,2,2,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cf74ceb67a8645fbbae60ee11e5288e3",1,1,3,1,3,1,,,1,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,,
"cf764913d44d48e48abf6e05e25b6637",4,1,2,2,2,1,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cfcd1080942b4232b02f8e83e8cc3fb1",3,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cfeeb97657a146d2af96f2b6f44ed007",4,1,2,2,3,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"cff81da8a11f4200ad21b8736a13bcb4",1,1,2,1,2,2,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d0003702676a4d36a378398e4b80bcc9",1,1,2,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d013b5ea9e7b4cc8964b5aca2555bd37",2,1,1,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d050a8ab3e3a44899967590c20c4df1d",8,1,1,1,3,2,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d06b77b10f4e41a28713ccd612daa194",2,1,2,1,3,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d079ea245db04ea8a93e5c77f528a0a1",1,1,2,1,2,1,,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d09d53ce3b15410a90e09d60ce5b5231",2,1,3,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d0b9ed3d036e43079d3c417e5ec7f5cd",1,1,3,1,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d0c4ac3392a848a59a5b6889e5464cdf",2,2,2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,
"d0f8bfb36d7d416ca67c524754d7fa37",1,2,2,2,2,1,11,11,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,
"d0fc106b82d44bfda891e02a2bde7dff",1,2,2,2,2,1,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d10fd5dd0dcc48debca29216afc59117",2,1,1,1,3,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d122c29d957e4862a4a2275f4aeb520e",1,1,2,1,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d124f5668856436aa17129a0594e4b0b",1,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d12b0a001554400f9632d5fb7d2d816d",1,1,1,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d134bae779a94a009e5bdecebae4c5c3",1,1,2,1,3,2,4,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d13fee1c81cf4a6c8d1812660719f604",1,1,1,1,3,2,96,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d1508f9b5dbd42558d31e999598a2a44",2,2,2,2,3,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d19b5c210ee54657a4d749da7b5cd5e7",2,1,2,1,3,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d1aec0c1425748a99900fdd3086cf25e",1,1,3,1,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d1b9c2c55df64dfda53d3a301e862459",1,1,1,1,3,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d1e5426a11e442a6b6f4e0b909e14c06",5,1,1,2,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d1ee8e4f09294e78b6db6d316296f70b",2,1,2,2,2,1,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d203e27402a64a1c919bdb8e2791141b",1,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d203e903f2764530a80a945a32915a99",1,1,3,2,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d208c5d95f754d22a8db4423f348c4a1",1,1,1,1,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d224aa16415f47cea25781f371096de8",1,1,2,2,3,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d24b1c6ea62344818922336d6cb4b1f2",1,2,2,2,1,1,,11,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,
"d2624d537e284d5ca7099f6915f74f1c",1,1,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d280128af2574524b12539956289f40d",2,1,1,1,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d28c5dd29dc345d18a5472e108df3259",1,1,3,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d297bbefa75442088829a6e0e018bd47",1,1,1,1,2,2,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d2c0aad97ef745bdb24668c04a3e98d5",1,1,3,1,2,2,,,1,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,
"d2c4e3581cf84c7ab3ae39a0b6ef2537",4,1,2,2,3,2,3,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d2e69dc8645343b0a0998cafd392ab1a",2,1,2,1,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d2f294487b4245ce93b6be3725298267",2,1,2,2,2,2,6,6,1,,,,,1,1,1,1,,,,,1,,,1,1,,,,,,,,,
"d2f2c5e2662446988f10ec842c157bd5",1,1,1,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d3054d08e9d1450485bf1fdffb8b1ff1",1,1,3,2,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d31357fa80cc4c92bc246977c1affd38",2,1,1,1,3,2,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d32b478937e446ae93d056b7c07c890b",1,2,3,1,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d32c828937da4ba095868fb4b237594a",1,1,1,1,3,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d3394cfc89c446f98bbd971613c8f988",1,1,3,1,3,5,12,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d34a41bd6797492fb7038c94f224c7fb",1,1,3,1,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d35378a850bc46159e7e9221d3bb476a",2,1,2,1,3,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d364050be7634209b1d19a28d782736e",6,1,2,1,3,2,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d36a1f2a9ee24ef095a9080b6295736d",1,1,3,1,3,4,,,1,,,,,,,,,,,1,1,,,,,1,,,,,,,,,
"d370d33a2d714e42bdd2f0b4b1fdfd62",2,1,2,2,2,2,2,2,1,,,,,,1,1,,,,,,,,,1,,1,,,,,,,,
"d386bb0a11ae4b35a236f8585019fadc",1,1,2,1,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d3a11993c0eb4d1da62863849677e194",1,1,2,1,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d3dad89557414332ab02a977427e6792",4,2,3,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d3e4723f890a4e10bd9ac354a0cd269d",1,1,2,1,2,2,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d3e6ca80bcdb475e822e84d7b33b4a8f",1,1,2,1,3,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d3ea5ec40dd44cd7913cf732de25501c",1,1,2,1,3,2,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d3f643b3ab754c50abe3e023077e9a51",2,1,1,1,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d403ac8f822e4a2aab13b54f6aed3121",2,2,2,2,3,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d42133a0d2dd4aa3ba616384bd4e1e0e",1,1,2,2,3,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d428cab36c444168abc85f2ff42a7b02",1,1,3,2,2,2,,,1,1,1,1,1,1,1,,,,,,,,,,,1,,,,,,,,,
"d439ff1ed93849ca8b819693eb37a212",1,1,1,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d43af79087294ccdb95d692f8bf1f2bd",1,1,2,2,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d43e91e01d7e4c40af4c1de3e268f68e",1,1,1,1,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d45709014ad3448586c8f01e4f08e8ab",1,1,2,1,2,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d462906f3fbf465587da5ec45797b6e8",1,1,3,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d4bf2c717dd443ada0db83beb83d5e01",1,1,3,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d4e2afcae81741abbb6b0bd178b8b3cc",1,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d4ec1a6ba0f64766bb9409c3b8d0103e",1,1,2,2,1,1,,11,1,1,,,,,,,,,,,,1,,1,,,,,,,,,,,
"d5121a02526a4901b8fd472d38e7f16e",1,1,2,2,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d54912878f6746e4aef4a719e8f7dee4",1,1,1,1,3,2,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d552f132ed94456abbd5eb714c4de8de",5,1,2,1,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d55a25a8cfc2440089eb0d6cce3ff72f",1,1,3,2,2,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d56419dadc014aedae93e06f7523925b",1,1,1,1,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d572df83ab824412be02979fa97a7221",1,1,2,1,2,2,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d58c453a9a5e4b0b96775533c8ea8842",1,1,1,1,3,2,,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d595ca941ebe4e3bb7cfe6717fccfbc1",1,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d5b9ae454eed49158f9a85f03e0e3938",1,1,3,2,1,4,,,1,,,,,1,,,,,,,,,,,1,,,1,,,,,,,1
"d5bb3e9d18d843bdaa620f7718dea5b2",1,1,3,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d5e1ef9ca4ce41899ee2297d751a8501",1,1,2,1,3,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d614c15d10c640f2bb33a07d4c2283d9",1,1,1,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d6427029a806472b81bcf11c98438b22",2,1,2,1,3,2,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d6504e73e371480b9f6bb0a40e98c0a1",7,1,1,1,3,2,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d66d671cb34d4eacb9b19a3a2cf1e492",1,1,3,1,3,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d67b6f52a06d4a5fa233a261b9377fd4",1,1,2,1,2,2,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d68c1b70f12c41e0b05592a40435816f",2,1,1,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d690d7dcc88a4812a4ba6d16408f376f",1,1,1,1,3,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d69fea69f0524be2adc321d63274a680",1,1,3,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d6b06414026c413a815f93b5a0be0a6c",4,1,2,2,2,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d6b81a5d2de84584938181b132e4173f",2,1,1,1,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d6d7097bbf12493dbb0ef9207c2cb522",2,1,2,1,2,3,,3,1,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,
"d6f87e9d6ea445c7b467edbd9a43d572",1,2,1,1,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d700851e72dd434b86be76a246d8c16d",2,1,2,1,2,2,3,3,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,
"d73a36dc3cd342be8e5a9f6929e6a96b",1,1,1,1,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d73b3e7f240e4b1996e06c96cea26c0a",2,2,2,2,2,1,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,,,,,,
"d73c7896e8df453fbf6c60ecb6cd221c",1,1,2,2,2,3,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d76ea9bda03e4d609bd49189e780c0f8",1,1,2,2,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d7706b24c3d347c8bda5cf141b4b4f77",1,1,2,1,2,2,,3,1,1,1,1,1,,,,,,,1,1,1,,,,,,,,,,,,,
"d7719925d5bb49a89d6305a9ce7aabc9",1,1,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d77e53921f974b3981f631b813415ba1",1,2,1,1,2,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d788f6359e34491ca0abb401ec0bd43f",1,1,1,1,4,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d7abbfda0a3743c0bde2ca444e1af1a0",2,1,1,1,3,2,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d7b952ed61df4201a33caa778d18d332",2,1,2,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d7c13215572f4d70acc4de60318c1e83",1,1,2,2,2,1,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d7d359c3b4d843659029b4ae9a3a2bd9",1,1,1,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d7fef0ab4776477eb5ca1995863949aa",2,1,2,1,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d8074f8e01604c6896e6e53d730eac6f",1,2,2,2,2,2,11,11,1,,,,,,,,,1,,,,,1,,,,1,,,,,,,,
"d8181d3e4c42463081979f6ea493581c",2,1,3,2,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d82399caba274200a98c02f9b653531b",1,2,2,2,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d823d26a483f4f20b3621b50a718a287",1,1,2,2,3,2,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,1,,,,,,,,,
"d8299527d4c84e3d9e5b12814f1ec51c",2,1,1,1,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d839c9a5032942198fe95b2b90b9cf01",1,1,2,1,2,2,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d83b8ab8621d408c9690f8b4e925f674",5,1,2,1,2,2,,11,1,,,1,1,1,1,1,1,,,,,1,,,1,1,,,,,,,,,
"d848e75df3dc471da4e5721cee7c1fd8",4,1,2,1,3,2,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d85364f667764e2b8cb3582793802ba6",3,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d86d2a43c16b4abeb24f0ad7ef658b8f",2,1,2,1,3,2,,4,1,,,,1,1,,,,,,,,1,,1,,,,,,,,,,,
"d88719baee534a4abf3db5292bf266ac",2,1,1,1,3,2,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d88dba25dca0447192adcc15ba4c7c7e",2,1,2,1,2,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d8cb4c2ca07c4cd68e21ff766ff00712",2,1,2,1,3,2,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d8dbdd6a08d240e59a1dd515b8e93dea",1,1,1,1,4,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d8dd0902929d40a7b25ac7d7b84051ca",1,1,1,1,3,1,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d8ebd301501f41f89b7530526badcce1",1,1,2,1,3,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d9067e6a03b94115b31731b2f1931cc4",3,1,2,1,2,2,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d91b5d479ed546418622bddbe2a3d0ed",1,1,3,1,2,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d9469290912e462690d556ecb9709fe7",2,1,1,1,4,2,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d954e17bd5304637aaa3711cb8336fa9",1,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d95edd83bd064023b17b79361d8d96dd",1,1,2,2,3,4,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d963b437fb33436d83a9403b8007970f",1,1,2,1,2,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d9923637dc2b44308f1ad14a8686af5d",3,1,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d995e65d44684ff7bd8814c4477b6ebe",1,2,3,2,2,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"d9c62ba2b8b74695857014d131d5f3db",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"d9d5789f074a4aaf83762bb9fb435575",1,1,2,1,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"da3802d96286499fb42b7d19293ee688",1,1,1,1,3,2,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"da3c77de7ece491ca79188e62b4e2078",3,1,1,2,2,5,,4,1,,,,,,1,1,,,,,,1,,,,1,1,,,,,,,,
"da52d04f01ac4158ae4cb1ff19c37c5c",1,1,1,1,3,2,,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"da59c2b263a7443a8683914355a15bd4",1,1,1,1,3,2,,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"da668db529e34fcc8c00e49d3cbb8732",1,1,3,1,4,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"da74ad1d428c451e9333aa3ab678d0a4",1,1,1,1,3,2,96,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"da7c1acef7664502951bdca2df27fceb",2,1,1,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
