"hhid","s17q01","s17q02","s17q03","s17q04","s17q05","s17q06","s17q07","s17q08","s17q09","s17q10A","s17q10B","s17q10C","s17q10D","s17q10E","s17q10F","s17q10G","s17q10H","s17q10I","s17q10J","s17q10K","s17q10L","s17q11A","s17q11B","s17q11C","s17q11D","s17q11E","s17q11F","s17q11G","s17q11H","s17q11I","s17q11J","s17q11K","s17q11L","s17q11M","s17q11X"
"3a1c90799ac7460cb96e3c52b2c5182d",3,1,2,2,2,2,4,3,1,,,,1,1,1,,,,,,,1,,,,,,,,,,,,,
"3a2240c1b88c480e8ad5f761daa701da",1,1,2,2,2,2,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3a42be4dab7b4a3ba3a0fadd2b28eb3b",1,1,3,1,2,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3a68ac8a10ff4c3c859ead75990cc409",1,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ab0f18d796a424a9874e00ccb966251",1,2,2,1,3,2,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ab7d02814fd4b958cead40b2e1c70a6",1,1,3,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ac163c4ce9c45c6bf0811db275ba36e",2,1,3,1,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3af320e86e2641dc8508aea5fcc16590",1,1,3,2,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3b010b3b5a0d46eb94cf1e56ff725850",1,1,1,1,3,2,4,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3b05336e181e464da4683ab49635cab4",1,1,1,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3b1718f0d3fb4e629651cf461ee7557c",1,1,3,1,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3b39ec3b07a24d7ba1e3a75cec6cf48f",1,1,1,1,3,2,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3b486c0be9c6474c803bbeb58aaa0a14",1,1,1,1,3,5,96,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3b58eb644c474aa89c1bcecc8d191a48",1,1,2,1,3,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3b6df4237fe04c4baf345c360ea6660d",1,1,2,2,2,2,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3b73ebe890704075a97c2d67ff10ff7f",1,1,2,2,2,2,7,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3b742e0ce416464e80f71829661c95f3",4,1,1,1,3,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3b8210365ce648f5b0f44e9cbd2d90d2",4,1,2,1,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3b86c6ba02e04e1fa750e77add3e1805",2,1,2,1,2,2,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3b8b9ab51c37423ba74d7faaea67194b",1,1,1,1,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3bae8a3fde124ab782cb7a39c5bdfee9",1,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3bb729a3bf1a41918e245a4f0ef36f0d",1,1,2,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3bdaa8350641478ab512ae673323b9c3",2,1,2,1,3,1,,4,1,1,1,1,,,,,,,,,,,,,,1,1,,,,,,,,
"3bfb0921c87c40648bd552e1bdd06838",1,1,2,1,2,2,,,1,,,,,1,1,,,,,,,1,,,,,,,,,,,,,
"3c2217d5c921417ebc178f71e87a9d62",1,1,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3c264506125b425e8f086b6eab486bef",1,1,2,1,2,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3c3497e297b84aea878a303187308283",2,1,1,1,1,2,,,1,,,,,1,1,,,,,,,1,,,,1,,,,,,,,,
"3c3e8547fb9c40a29d5cdc6f4101231e",1,1,2,1,3,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3c5506b13a194b8d851b8d09375dc6e2",2,1,1,1,3,2,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3c6222b850c84576a27c8b3441f34e95",1,1,1,1,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3c8a5879dde04f8b924caabc7bb74da0",1,1,3,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3c909c155df640c8acca7d50725bb17e",2,1,2,1,2,2,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3cb79c9b548f4f3e8844442f80ca9139",3,1,2,2,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3cc09e4c41854f8699331aaff0d0c36f",1,1,2,1,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3cd6b0fc0e4541dbba56c965c71a6997",1,1,2,2,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3cdd126c65ce4260b97277bad1b01633",1,1,2,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3cf3e5d4c6254c6d98d048ca83d040a6",2,1,2,2,2,2,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3cf518201590493cb8adb71bb964e726",2,1,2,1,3,2,2,2,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,
"3d13a6faf83146a7afad8da05f7828f8",1,1,1,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3d19a96aeab94d2c8529dd95b412f3d2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3d1f25b1917f4ab3a07fad278b728729",1,1,1,1,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3d2326b02ddd4b41929429061657f4b7",1,1,2,2,3,1,,6,1,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,
"3d5b2059c4b6403ea16bb75bf2494365",1,1,2,1,3,1,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3d7b3d04a6cd40f7b00e34ef388034eb",2,1,2,2,3,1,7,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3d8f911659254d858bb570a567a5d06b",2,1,1,1,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3d934f9027c042ad8a18718ff3574514",2,1,2,1,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3d9aa78b8a414558abb2bfd446ce933c",1,1,3,1,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3da46d5c723b41c4955297d1571c3c9a",1,1,2,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3dd19e9d91eb4d9dbbc12fe2148b7d34",2,1,2,1,3,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3dee9621078242e39cec158e9b729ee2",1,1,1,1,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3df5a1a45d6c4d7883dc3d002178db41",1,1,2,2,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3df762b88c104fceac94e41661800423",2,1,2,2,2,1,9,,1,1,,1,,1,1,1,1,1,,1,1,,1,,,1,,,,,,,,,
"3e0303b1bb61484c9bcc9d7e53252655",1,1,3,2,1,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e04d90ac3b3463aa6c94e465a88e110",1,1,1,2,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e0a5363f85f49cc9414cc3ac3b5ade6",2,1,2,1,3,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e0b58e665204d3188dab01bef5b1650",2,1,1,1,2,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e22334e29d144389bec0c64da244c9d",6,1,1,1,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e3473ea731e4edf9fee930189fa68e0",2,1,1,1,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e34e52959f04300894476f18a0ff9c0",2,1,1,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e3d33563d904daf905accfd002fc873",2,1,2,1,2,2,3,3,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,,
"3e585de4d95e4b06be8f7a11274483c3",1,1,2,1,2,1,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e76f2476fd64e99b1929a1755e95446",1,1,3,1,3,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e7e8b3de8784bb9b765f4c7752b6ded",7,1,1,1,3,1,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3e86873d49c248c386f34f5524541fc4",1,1,2,2,2,1,,11,1,,,,1,1,1,,,,,,,1,,,,,,,,,,,,,
"3ecc6f91ef294895a806e2ad0ad4a979",6,1,2,1,2,2,3,11,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,
"3ed06d7bcb174096be332af22154cc3d",1,1,1,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3ee43e751a664d1abe9b26f5977c9a34",1,1,2,2,3,2,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3efe48fb48db43aa8d97ee037c631a49",1,1,3,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3f16925db6ec40a68bc46dbed4690021",1,1,1,1,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3f1fed9c23804aec908748de089f1c93",1,1,1,1,2,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3f36b6cbcf534a88b49d9f3845f65470",2,1,2,2,2,2,96,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3f384e917296408b86fee68273bde344",2,2,2,1,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3f3fedf25b3d4a7899d9bffe6fb1f658",1,2,2,1,2,2,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3f4cde7098b24b28bd69c492fed9aef7",2,1,1,1,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3f6bbcf02a1149a484cc0f0f663c54db",3,1,1,1,3,2,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3f97a754408042aeb8b865986938af70",3,1,2,2,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3f9abfed2edf4cc884dcbab10db4849f",2,1,1,1,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3faac7a8055f474aa18fdf125ad42647",1,1,3,1,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3fb589b011234546a95fe2566db38f45",1,1,2,2,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3fb8d4d90721432f9bd4c3e6927b3c7f",1,1,1,1,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3fbd6d8a4c1243419054224b9f0f1d37",2,2,2,2,2,2,,11,1,,,,,,1,,,,,,,1,,,,,1,,,,,,,,
"3fc53ebc4bf741bfa452ff0c59c7d3ab",1,1,3,1,2,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3fd41609787344f0801c2918325cd45c",10,1,1,1,2,1,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"3fe4eda5aca04a948d595361c0295e7c",1,1,2,2,2,1,,3,1,,,,,,,,,,,1,1,,,,1,,,,,,,,,,
"3ff160f46a3b4671aa196dc42d96549a",2,1,2,2,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"404f42d0f05b4d0e8df57aa28868b6d7",1,1,1,1,2,2,4,4,1,,,,,1,1,1,,,,,,1,,,,,,,,,,,,,
"40665c26f6a74711bca1c113a79fabea",13,1,1,1,3,1,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"4089726857c84e979597dd32f3dcaea8",1,1,1,1,3,2,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"408cad43f46a45e09591e83bfc6e3ac7",1,1,1,1,3,2,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"40a59212572e4dbf924c2e6d751031bd",1,1,1,1,3,2,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"40a59bc3945747cfa11872b03e97172b",1,2,2,2,2,2,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"40a695dff6b14a9aac1f00d57fdcf00a",1,1,2,1,2,2,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"40bbc379b3cd4472b68d8a8c344a861e",1,1,2,1,3,2,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"40bd45903364468c931cc28af39f5064",2,1,2,2,2,1,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"40c891e173024beaa92ab44fa3c8b946",1,1,3,1,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"40e0a8ec2b5344ee912851ae86bd5171",2,1,2,1,2,1,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"40e4b238a7644ad18bc0ee3f82bb1294",1,1,2,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"40fe671de7d7403db17b5143b9400637",1,1,2,1,2,1,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"4115e61c3e4746c0a901b9884df6db5a",1,1,2,1,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"41161a7161a7457b84a221d17c13782c",1,1,1,1,3,2,6,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"41198746385f4ff59785f94d9a8475d1",1,1,1,1,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"413d5b0ec93349f8979646314ed8ad97",1,1,3,2,1,1,,,1,,,,,1,,,,,,,,,1,,1,,,,,1,,,,,
"4148c3c43e0944e0b8f708379e23070e",2,1,1,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"414d6d0e3b5a490589667ffd66ffadbc",1,1,2,2,2,1,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"416dec136ad7406f8c8760d1e9cfef88",2,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"41776ecb3d984cebb3c7fceb67431a24",6,2,2,2,3,2,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"419aeb8cf20b477ab14959fed173ed47",2,1,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"41a071f11f70493d95c79e97cdfedc25",2,1,1,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"41a0d7ea37784a2fa40f381785b4df50",2,1,1,1,3,2,3,3,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,
"41ba424b666041cda63b370a2a903878",1,1,2,1,3,2,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"41de39edb2fd4bba8a75e66478b9c738",2,2,2,2,1,2,11,11,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,
"420c5338635b4d769aa8fc629ac0b51d",1,1,3,2,2,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,1
"423c8841560f462f8234f263318702d7",1,1,2,2,2,2,96,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"42549bd20c7345fcaa241afa7dedb364",4,1,1,1,3,5,4,4,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,
"4262515bdbe5433c97ca0af8712f6c5a",1,1,2,2,2,2,,11,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1
"42628c9987d74dc68c1ac00a31255fcd",1,1,1,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"4278b9b2a3f54a0ab7d6f0ef477e658b",2,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"4296df183a47497c87af586bcedc3a7c",2,2,2,2,2,1,11,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"42b460c56a684d62abac827c6bfcee5f",2,1,1,1,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"42c89a0c06dc406daf794cef54865d89",2,1,2,2,3,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"42d193eb14754edc81703ffbec7d3228",1,1,3,2,2,2,,,1,,,1,1,1,1,,,,,,,,,,1,1,1,,,,,,,,
"42d44dcaaccb4d19b16292b8410195d2",2,1,2,2,2,2,96,96,1,,,,,,,,,1,,,,,,,1,1,1,1,,,,,,,
"42d4c1e7b7984e4790ee7ddae6727a71",2,1,1,1,3,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"42d7b53e230f44fab274e33797a03a40",2,1,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"42f4799429c6490ebbcd277e13fa744d",5,1,1,1,2,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"43043f77f99e421aaa48b4bd6b4bb7fb",1,1,3,2,3,1,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"4310f37c41cc4282b40ed4de953b8451",1,1,2,1,3,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"431957a3478248aeb6c4637eda5a1ad4",6,1,1,1,3,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"433547d2a44d43449f3724b48dd90cb5",1,1,3,2,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"43392820ec5e41a382f503a3e366dacb",2,2,2,2,1,3,,11,1,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,
"435113f93aec4ce4b5ba918abadcbc60",2,1,2,1,3,2,96,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"435958379633491091da32dc012eff9c",1,1,2,2,2,2,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"435987dbfde14869be5af088f849bbd4",1,1,2,2,3,2,4,4,1,,,,,,,1,1,,,,,1,,,,1,1,,,,,,,,
"43641e84302e47fd8c707939df683844",1,1,3,1,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"43676e7af3a347c390eb7bc294784dfd",2,1,2,2,3,1,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"43740d64efea4f6f9aae6d98804d35f7",1,1,2,2,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"439470905bc046a3b4ca092ebbb281fc",2,1,2,1,3,2,8,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"43af06e45e854932b354795bd27ced75",1,1,3,2,2,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"43b0e1943e7a4c18878c5d16734359f2",1,1,2,1,2,2,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"43bac0bfd7ee426194c740ee447ad4d0",1,1,2,1,3,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"43e3d81caa974afab23fe28f8ab507f6",1,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"43f6b4166c3d44f6bf656f5570d4e9c9",1,1,1,1,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"43f71a4b91ab4dc5867e722610be922f",5,1,1,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"4404950885f14440b87036328ae2d180",1,1,2,2,2,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"440dd7875bc345c7b08b421faa512592",2,1,1,1,2,2,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"4431b77d140142969216b6a63dc40667",2,2,2,2,1,2,11,11,1,1,1,1,,,,,,,,1,1,1,,,,,,,,,,,,,
"44b53ab146424f6b98d26c6bbd52929d",2,1,2,2,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"44b7eb6679d04f2192783b1c29b05033",1,1,1,1,3,1,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"44b9992794f243678d1b0adab719989e",1,1,3,1,2,4,,,1,,,,,,,1,1,1,1,,,,,,,1,,,,,,,,,1
"44d4e3fbc0df4168a77b3c996ff96cee",1,1,3,1,2,2,,,1,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,,
"44d8ad0ee1df435dae55f192a03107eb",1,1,2,1,3,2,,3,1,,,,1,1,,,,,,,,1,,,,1,1,,,,,,,,
"44dc722eea4c4971b24d48f882778e2f",1,1,2,2,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"44e140bfecf240d5acc7f78e73bf14b6",9,1,1,1,3,5,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"44e8f4eb325049aa8b3ea8788522b070",2,1,2,1,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"4506144f72044672bfaf473fd8295aa8",3,1,2,1,2,2,,2,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,
"450a4c5b59ca4a10be8d5605481f2625",4,1,1,1,2,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"451328a22e46469495762214d4b1df10",2,1,2,1,3,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"4531bc43d3934446bb799695088ca370",1,1,2,2,3,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"454d5c38a5cb4edd82cc8ef5f96e8f12",2,1,2,1,3,2,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"456b18d0d24f4664b62c9c4435faf09b",2,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"45a0434b69474911a08aca50e95480e4",1,1,1,1,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"45b5acb5476142d7ac20ee5d24095967",2,1,1,1,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"45eb1e917da9451db9e881e1fa1eaf31",2,2,2,2,1,2,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"45f241a0dcd64bc2929d39df358e3e09",2,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"45fe14dbb34a4074bc0fd23c317b2177",1,1,3,1,2,2,,,1,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,
"460eb8d8b3854ec7b36718dd01f04813",1,1,3,1,2,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"465331c0853145f9b55e651ed0ffb548",4,1,2,2,3,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"466fd80fc52344ce99ab19c4f102e4eb",2,1,1,1,3,4,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"46836522fff147d2a0b75bc94fec4ea2",2,1,1,1,3,2,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"468d169cb02c428dbe52324c986418af",2,1,2,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"46a808d4acf0466fbfe31f2611456f07",2,1,1,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"46d2fee36024408e8679826eabd2de51",2,1,1,1,3,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"46f5567f540b4d349aa817c1659dc158",1,1,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"472b095567564cfe8cb4d4da6bdc3cdb",1,1,2,2,2,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"4746ecc14a244dbf9ec933d8ccb48115",1,1,2,1,3,2,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"475ef9bd4a8844ccbc220ff21f90aa8d",2,1,1,1,3,1,4,4,1,,,,1,1,,,,,,,,,1,,,,,,,,,,,,
"47647c043c6849689d68bbcf10093e2f",3,1,3,1,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"476cadeb6b814cc991600a2664047de3",1,1,1,1,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"476ce5bf870d4dff800dff6927e5e10c",5,1,1,1,3,2,4,4,1,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,
"478bb11b7570489b81a7b195c95db5bb",1,1,2,2,3,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"478c789c61a541fea1929c2a25ebed31",1,1,3,2,1,1,,,1,1,1,,,1,1,,,,,1,1,,,,1,1,,,,,,,,1,
"47b6785c87844629b614bf449c244fdf",2,2,2,2,2,1,,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"47bb76556a8b4a88ae1d0b6d3e1d609e",1,1,1,1,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"47dbb99a6fe142329ddabfef5d78d640",2,2,2,2,3,2,96,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"481c37f0ecdf4695b5513244789cf32e",2,1,1,1,3,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"4854e44da3904bb49b6cc77c09357018",2,1,2,1,3,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"485881b6f60a454597da9f4487f31615",5,1,2,2,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"4864b552d6f54bd7957c946a94ea8f4c",1,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"487985446fde4b70ad526bd6a73c9b65",1,1,2,2,3,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"487fbda86e8e40ca8f2d68ac4bf3f5be",10,1,2,2,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"4898d4c83547442a8418efb00ae40aaf",1,1,2,2,2,1,3,3,1,,,,,1,1,,,,,,,1,,,,,,,,,,,,,
"489b6a0849fe448b9483256266506ef2",1,1,1,1,3,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"48a0e40cceb547b1b876034efb4fd16b",1,1,3,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"48b970865cd6430fb2683b2ed40a95da",1,1,2,2,2,2,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"48e038eab1fa44e684d59784d40e9419",1,1,1,1,3,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"48e3d859a85c4ccd9973f89aaf001129",1,1,2,2,3,2,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"49579a9ec19249ac8623b15013499b53",1,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"495f071218774484b56d520ad983b7e8",2,1,1,2,3,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"496577c774e6476588be68d45e0b2a7b",1,1,3,1,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"496e720d7b67421b8350646ddf9af9f2",1,1,1,1,3,2,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"49987fd967404dcd86454fb94fb6fd55",1,1,2,1,3,2,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"49992cdfc9374a0f92856a892a32e7ef",2,1,1,1,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"49a0ea12aca04db3812c4704772e5186",1,2,2,2,2,1,9,9,1,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
"49a8ca2bac424bb89e1f5407d4bbddad",1,1,3,1,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"49aee03e5c2f45e1b99b5fc39d809bf6",1,1,3,2,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"4a1416a4b0874159aff36a5f93191020",2,1,1,2,3,1,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"4a2cbbf60dfd4e9886a7d1a106c41971",1,1,3,1,3,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
