"hhid","s12q02","NA1a","NA1b","NA1c","NA1d","NA1e","NA1f","NA1g","NA1h"
"334dee6018014ebdb7c4c7146257e28a",2,2,2,2,2,2,2,2,2
"33960cb846dd4bfd891338e0eb1e2945",2,2,2,2,2,2,2,2,2
"33de788ba20149f1bb6f9c12cebdf074",2,2,2,2,2,2,2,2,2
"33f56acd52c4423984085f4eb6bf4ad1",6,2,2,2,2,2,2,2,2
"3482382222f14ecd8914d2bea0b543d5",1,2,2,2,2,2,2,2,2
"34a43e3984a24d5dbbc6cad6c04b692a",1,2,2,2,2,2,2,2,2
"351ff4e6c63b4f46bfe6f61bf100ba4f",2,2,2,2,2,2,2,2,2
"354a41485b2b464fb33495af6e8cf9aa",3,2,2,2,2,2,2,2,2
"357decf44a614ba1a851b036ffc037ab",2,2,2,2,2,2,2,2,2
"35f31e253bb147cba3c1ba28825c2c38",3,2,2,2,2,2,2,2,2
"361db5497c524c4fab8063f627314604",4,2,2,2,2,2,2,2,2
"36386237ed3b4607b384a88bbf8c5ad2",3,2,2,2,2,2,2,2,2
"3656b29d648c4432b1c273546093da60",4,2,2,2,2,2,2,2,2
"365d8c351f3c45f282562a983ef70d6e",2,1,2,2,2,2,2,2,2
"367c2cf298dd45f9bce503b87ffeca1f",2,2,2,2,2,2,2,2,2
"36b1194afa2a46889b315a883249769f",1,2,2,2,2,2,2,2,2
"36ba58f19ad54b59a05e45c5d094e134",2,2,2,2,2,2,2,2,2
"36df16dfcb5d480481578b031402dbd3",1,2,2,2,2,2,2,2,2
"36ec3db7c4504589923f5c7e151f56b2",2,2,2,2,2,2,2,2,2
"36f41d8c2fee42f18787fc4ae9c8ff91",2,2,2,2,2,2,2,2,2
"372c6c08f26647e4844a6fc84cf19cb7",2,2,2,2,2,2,2,2,2
"37c65147f7534277984447a500ea7c3c",1,2,2,2,2,2,2,2,2
"37d88558c2b245a7a9a8671e5f9e4e5a",1,2,2,2,2,2,2,2,2
"38330d7d9dde43c4ab5ffc89abf7bd24",1,2,2,2,2,2,2,2,2
"383f1f35d733452680d14c49bd6290d5",1,2,2,2,2,2,2,2,2
"385c5482217b40a199727bec715a9e66",2,2,2,2,2,2,2,2,2
"387e2859c6e74ac58fec4dc574402a93",1,2,2,2,2,2,2,2,2
"38984cec828a4de78f533ed47c29c79e",2,2,2,2,2,2,2,2,2
"38e3bc6e1b4d4d6cbed1b5cf4a12d120",1,2,2,2,2,2,2,2,2
"38f7d51ab573407b9e3d5f63cd6776c6",1,2,2,2,2,2,2,2,2
"39520ce74efb4bbc9bc1a0bb5d5862f5",1,2,2,2,2,2,2,2,2
"39710abf993c4df1822a6c663039b477",1,2,2,2,2,2,2,2,2
"39b2071f3f034d3c8d7273948184cd21",2,2,2,2,2,2,2,2,2
"39e4ac0ffa65481e8e24d190c2c92667",1,2,2,2,2,2,2,2,2
"39fcb45731cc41428ec88383475be20f",2,2,2,2,2,2,2,2,2
"3a1c90799ac7460cb96e3c52b2c5182d",3,2,2,2,2,2,2,2,2
"3a42be4dab7b4a3ba3a0fadd2b28eb3b",1,2,2,2,2,2,2,2,2
"3a68ac8a10ff4c3c859ead75990cc409",1,2,2,2,2,2,2,2,2
"3ab0f18d796a424a9874e00ccb966251",1,2,2,2,2,2,2,2,2
"3ab7d02814fd4b958cead40b2e1c70a6",1,2,2,2,2,2,2,2,2
"3ac163c4ce9c45c6bf0811db275ba36e",2,2,2,2,2,2,2,2,2
"3b05336e181e464da4683ab49635cab4",1,2,2,2,2,2,2,2,2
"3b1718f0d3fb4e629651cf461ee7557c",1,2,2,2,2,2,2,2,2
"3b39ec3b07a24d7ba1e3a75cec6cf48f",1,2,2,2,2,2,2,2,2
"3b6df4237fe04c4baf345c360ea6660d",1,2,2,2,2,2,2,2,2
"3b8210365ce648f5b0f44e9cbd2d90d2",4,2,2,2,2,2,2,2,2
"3b86c6ba02e04e1fa750e77add3e1805",2,2,2,2,2,2,2,2,2
"3b8b9ab51c37423ba74d7faaea67194b",1,2,2,2,2,2,2,2,2
"3bae8a3fde124ab782cb7a39c5bdfee9",1,2,2,2,2,2,2,2,2
"3bb729a3bf1a41918e245a4f0ef36f0d",1,2,2,2,2,2,2,2,2
"3bfb0921c87c40648bd552e1bdd06838",1,2,2,2,2,2,2,2,2
"3c264506125b425e8f086b6eab486bef",1,2,2,2,2,2,2,2,2
"3c3e8547fb9c40a29d5cdc6f4101231e",1,2,2,2,2,2,2,2,2
"3c5506b13a194b8d851b8d09375dc6e2",2,2,2,2,2,2,2,2,2
"3cf3e5d4c6254c6d98d048ca83d040a6",2,2,2,2,2,2,2,2,2
"3cf518201590493cb8adb71bb964e726",2,2,2,2,2,2,2,2,2
"3d13a6faf83146a7afad8da05f7828f8",1,2,2,2,2,2,2,2,2
"3d2326b02ddd4b41929429061657f4b7",1,2,2,2,2,2,2,2,2
"3d5b2059c4b6403ea16bb75bf2494365",1,2,2,2,2,2,2,2,2
"3d7b3d04a6cd40f7b00e34ef388034eb",2,2,2,2,2,2,2,2,2
"3d9aa78b8a414558abb2bfd446ce933c",1,2,2,2,2,2,2,2,2
"3dd19e9d91eb4d9dbbc12fe2148b7d34",2,1,2,2,2,2,2,2,2
"3df5a1a45d6c4d7883dc3d002178db41",1,2,2,2,2,2,2,2,2
"3e0303b1bb61484c9bcc9d7e53252655",1,2,2,2,2,2,2,2,1
"3e0a5363f85f49cc9414cc3ac3b5ade6",2,2,2,2,2,2,2,2,2
"3e0b58e665204d3188dab01bef5b1650",2,2,2,2,2,2,2,2,2
"3e585de4d95e4b06be8f7a11274483c3",1,2,2,2,2,2,2,2,2
"3e76f2476fd64e99b1929a1755e95446",1,2,2,2,2,2,2,2,2
"3ecc6f91ef294895a806e2ad0ad4a979",6,2,2,2,2,2,2,2,2
"3ee43e751a664d1abe9b26f5977c9a34",1,1,2,2,2,2,2,2,2
"3efe48fb48db43aa8d97ee037c631a49",1,2,2,2,2,2,2,2,2
"3f1fed9c23804aec908748de089f1c93",1,2,2,2,2,2,2,2,2
"3f6bbcf02a1149a484cc0f0f663c54db",1,2,2,2,2,2,2,2,2
"3f9abfed2edf4cc884dcbab10db4849f",2,2,2,2,2,2,2,2,2
"3faac7a8055f474aa18fdf125ad42647",1,2,2,2,2,2,2,2,2
"3fb589b011234546a95fe2566db38f45",1,2,2,2,2,2,2,2,2
"3fbd6d8a4c1243419054224b9f0f1d37",2,2,2,2,2,2,2,2,2
"3fc53ebc4bf741bfa452ff0c59c7d3ab",1,2,2,2,2,2,2,2,2
"3fd41609787344f0801c2918325cd45c",10,2,2,2,2,2,2,2,2
"3fe4eda5aca04a948d595361c0295e7c",1,2,2,2,2,2,2,2,2
"40665c26f6a74711bca1c113a79fabea",13,2,2,2,2,2,2,2,2
"4089726857c84e979597dd32f3dcaea8",1,2,2,2,2,2,2,2,2
"408cad43f46a45e09591e83bfc6e3ac7",1,2,2,2,2,2,2,2,2
"40a59bc3945747cfa11872b03e97172b",1,2,2,2,2,2,2,2,2
"40a695dff6b14a9aac1f00d57fdcf00a",1,2,2,2,2,2,2,2,2
"40bbc379b3cd4472b68d8a8c344a861e",1,2,2,2,2,2,2,2,2
"40c891e173024beaa92ab44fa3c8b946",1,2,2,2,2,2,2,2,2
"40e0a8ec2b5344ee912851ae86bd5171",2,2,2,2,2,2,2,2,2
"40e4b238a7644ad18bc0ee3f82bb1294",1,2,2,2,2,2,2,2,2
"4115e61c3e4746c0a901b9884df6db5a",1,2,2,2,2,2,2,2,2
"41198746385f4ff59785f94d9a8475d1",1,2,2,2,2,2,2,2,2
"413d5b0ec93349f8979646314ed8ad97",1,2,2,2,2,2,2,2,2
"4148c3c43e0944e0b8f708379e23070e",2,2,2,2,2,2,2,2,2
"414d6d0e3b5a490589667ffd66ffadbc",1,2,2,2,2,2,2,2,2
"416dec136ad7406f8c8760d1e9cfef88",2,2,2,2,2,2,2,2,2
"41a071f11f70493d95c79e97cdfedc25",2,2,2,2,2,2,2,2,2
"41ba424b666041cda63b370a2a903878",1,2,2,2,2,2,2,2,2
"420c5338635b4d769aa8fc629ac0b51d",1,2,1,2,2,2,2,2,2
"42628c9987d74dc68c1ac00a31255fcd",1,2,2,2,2,2,2,2,2
"4296df183a47497c87af586bcedc3a7c",2,2,2,2,2,2,2,2,2
"42d193eb14754edc81703ffbec7d3228",1,2,2,2,2,2,2,2,2
"42f4799429c6490ebbcd277e13fa744d",1,2,2,2,2,2,2,2,2
"43043f77f99e421aaa48b4bd6b4bb7fb",1,2,2,2,2,2,2,2,2
"4310f37c41cc4282b40ed4de953b8451",1,2,2,2,2,2,2,2,2
"431957a3478248aeb6c4637eda5a1ad4",6,2,2,2,2,2,2,2,2
"433547d2a44d43449f3724b48dd90cb5",1,2,2,2,2,2,2,2,2
"43392820ec5e41a382f503a3e366dacb",2,2,2,2,1,2,2,2,2
"435113f93aec4ce4b5ba918abadcbc60",2,2,2,2,2,2,2,2,2
"435958379633491091da32dc012eff9c",1,2,2,2,2,2,2,2,2
"43641e84302e47fd8c707939df683844",1,2,2,2,2,2,2,2,2
"43740d64efea4f6f9aae6d98804d35f7",1,2,2,2,2,2,2,2,2
"43af06e45e854932b354795bd27ced75",1,2,2,2,2,2,2,2,2
"43b0e1943e7a4c18878c5d16734359f2",1,2,2,2,2,2,2,2,2
"43e3d81caa974afab23fe28f8ab507f6",1,2,2,2,2,2,2,2,2
"4404950885f14440b87036328ae2d180",1,2,2,2,2,2,2,2,2
"44b53ab146424f6b98d26c6bbd52929d",2,2,2,2,2,2,2,2,2
"44b7eb6679d04f2192783b1c29b05033",1,2,2,2,2,2,2,2,2
"44b9992794f243678d1b0adab719989e",1,2,2,2,2,2,2,2,2
"44d4e3fbc0df4168a77b3c996ff96cee",1,2,2,2,2,2,2,2,2
"44d8ad0ee1df435dae55f192a03107eb",1,2,2,2,2,2,2,2,2
"44e140bfecf240d5acc7f78e73bf14b6",9,2,2,2,2,2,2,2,2
"450a4c5b59ca4a10be8d5605481f2625",4,2,2,2,2,2,2,2,2
"4531bc43d3934446bb799695088ca370",1,2,2,2,2,2,2,2,2
"45eb1e917da9451db9e881e1fa1eaf31",2,2,2,2,2,2,2,2,2
"45fe14dbb34a4074bc0fd23c317b2177",1,2,2,2,2,2,2,2,2
"460eb8d8b3854ec7b36718dd01f04813",1,2,2,2,2,2,2,2,2
"466fd80fc52344ce99ab19c4f102e4eb",2,2,2,2,2,2,2,2,2
"46836522fff147d2a0b75bc94fec4ea2",2,2,2,2,2,2,2,2,2
"46d2fee36024408e8679826eabd2de51",2,2,2,2,2,2,2,2,2
"472b095567564cfe8cb4d4da6bdc3cdb",1,2,2,2,2,2,2,2,2
"4746ecc14a244dbf9ec933d8ccb48115",1,2,2,2,2,2,2,2,2
"47647c043c6849689d68bbcf10093e2f",3,2,2,2,2,2,2,2,2
"476cadeb6b814cc991600a2664047de3",1,2,2,2,2,2,2,2,2
"476ce5bf870d4dff800dff6927e5e10c",5,2,2,2,2,2,2,2,2
"478bb11b7570489b81a7b195c95db5bb",1,2,2,2,2,2,2,2,2
"478c789c61a541fea1929c2a25ebed31",1,2,2,2,2,2,2,2,2
"47b6785c87844629b614bf449c244fdf",2,2,2,2,2,2,2,2,2
"4864b552d6f54bd7957c946a94ea8f4c",1,2,2,2,2,2,2,2,2
"4898d4c83547442a8418efb00ae40aaf",2,2,2,2,2,2,2,2,2
"489b6a0849fe448b9483256266506ef2",2,2,2,2,2,2,2,2,1
"48a0e40cceb547b1b876034efb4fd16b",1,2,2,2,2,2,2,2,2
"495f071218774484b56d520ad983b7e8",2,2,2,2,2,2,2,2,2
"496577c774e6476588be68d45e0b2a7b",1,2,2,2,2,2,2,2,2
"496e720d7b67421b8350646ddf9af9f2",1,2,2,2,2,2,2,2,2
"49992cdfc9374a0f92856a892a32e7ef",2,1,2,2,2,2,2,2,2
"49aee03e5c2f45e1b99b5fc39d809bf6",1,2,2,2,2,2,2,2,2
"4a1416a4b0874159aff36a5f93191020",1,2,2,2,2,2,2,2,2
"4a2cbbf60dfd4e9886a7d1a106c41971",1,2,2,2,2,2,2,2,2
"4a8e3be9296a4254b35b14d36c81c065",1,2,2,2,2,2,2,2,2
"4aa7e3e3aa76461eb2006f013c593752",2,2,2,2,2,2,2,2,2
"4b285f0f20c646dea7e3dd2da5a0cc5c",1,2,2,2,2,2,2,2,2
"4b389f7ef0e44209955498547358d823",1,2,2,2,2,2,2,2,2
"4b3c9e5d76624c4fa83ed844ba9a372f",1,2,2,2,2,2,2,2,2
"4b7b477a6d214019ab531b245c5c6474",1,2,2,2,2,2,2,2,2
"4bacf056815b472990452d1615d71d5b",5,2,2,2,2,2,2,2,2
"4bba574bbf8f46ccbc10019d13da3841",1,2,2,2,1,2,2,2,2
"4c1d1e0a54fc40e1ba5c1f887196ed8d",1,2,2,2,2,2,2,2,2
"4c1e2d5397df4f3d8be86f71385dd9b5",1,2,2,2,2,2,2,2,2
"4c2b6ab893a74753b5aed1853e854af6",1,2,2,2,2,2,2,2,2
"4c3aec246d9a454a89c777d51431d7ee",1,2,2,2,2,2,2,2,2
"4c651601455d47ebb4b2d6cda3aeb796",1,2,2,2,2,2,2,2,2
"4c747abf91d94f19b0ff3f67881f18e6",1,2,2,2,2,2,2,2,2
"4c930656ec914ea9b7b0a7d3f618ffb4",1,2,2,2,2,2,2,2,2
"4caade3e60ef449893243513847812a0",1,2,2,2,2,2,2,2,2
"4ce75b49d19f496f9dec50c50813251f",1,2,2,2,2,2,2,2,2
"4d110b7d326c4109b1a2f5cb987eef92",1,2,2,2,2,2,2,2,2
"4d163b2ea24c4d54806ef89c90376f19",3,2,2,2,2,2,2,2,2
"4d653bb8ed4c40c6a5db54dcfdd0ebcb",2,2,2,2,2,2,2,2,2
"4d77a6468adb430faa1279387ee1a0d8",1,2,2,2,2,2,2,2,2
"4d831e3912f4492d9726551c75523d5e",2,2,2,2,2,2,2,2,2
"4dc1313378ca44dd848171398ffeab5a",1,2,1,2,2,2,2,2,2
"4dca9fca223242148ba754990e922fd0",1,2,2,2,2,2,2,2,2
"4dce18d3d0104e02a6e7cf02881f317c",3,2,2,2,2,2,2,2,2
"4dfc5e6dea2943d39a54ec4f5c22e1e0",1,2,2,2,2,2,2,2,2
"4e357f82506240e490a9b23b571114bf",1,2,2,2,2,2,2,2,2
"4eacf3a441324962bebe71deb6a484a9",2,2,2,2,2,2,2,2,2
"4eb2a01fdf294631be2afd6bccfc1896",1,2,2,2,2,2,2,2,2
"4f3358ff1a494c29b2f98f0b0890739a",1,2,2,2,2,2,2,2,2
"4f4a1fbe2ba741a88426a21e99551e35",1,2,2,2,2,2,2,2,2
"4fcac595a4bf40d69cba13807e4dfe71",1,2,2,2,2,2,2,2,2
"5057ade8d6ee44db9a9fdb29ef5f15d3",2,2,2,2,2,2,2,2,2
"5080bcd282ac4ec889af3bf823de55b6",1,2,2,2,2,2,2,2,2
"50af7990fb164f51bb03105db8e410cf",1,2,2,2,2,2,2,2,2
"50b14fc9fac141cea423200916456292",3,2,2,2,2,2,2,2,2
"50ce0aeb4a3a4ce4aa88a8d83a3c9d73",1,2,2,2,2,2,2,2,2
"50e0bd6fa19a4d4f8c96669910359c91",2,2,2,2,2,2,2,2,2
"510913bc5f8b459d8e798d7f01ded394",3,2,2,2,2,2,2,2,2
"510d48e5c8f845c6ae72abab30bd50a1",1,2,2,2,2,2,2,2,2
"5120b1ab49fe44cab5b197e3615a670f",1,2,2,2,2,2,2,2,2
"51274a93544a49ae90b9df3214be2e14",1,2,2,2,2,2,2,2,2
"515101ffb1f5495eba8eacd974f4f63a",1,2,2,2,2,2,2,2,2
"519b87abc4e04a6a8046234b94b91cb3",1,2,2,2,2,2,2,2,2
"51a5917cfc8743e59c4c4f7df9993550",1,2,2,2,2,2,2,2,2
"51b52b3dedef49bf9619f8af719e314f",1,2,2,2,2,2,2,2,2
"51c657fb541547739f4247c1aaf157c5",1,2,2,2,2,2,2,2,2
"51dccf3bbb3740c1962c5d34f32f5dcd",1,2,2,2,2,2,2,2,2
"51eae650947843dcbc862984e1a77384",2,2,2,2,2,2,2,2,2
"51f6b6d5efc3486fb2d24b96b9e2e55f",2,2,2,2,2,2,2,2,2
"51f821da5e3b496691df059d05f9eb3a",1,2,2,2,2,2,2,2,2
"52076a5ef3a04ca0a5aa60457ee9618d",1,2,2,2,2,2,2,2,2
"526f63e3ec4b4346a987c47bc49739be",1,2,2,2,2,2,2,2,2
"52b1e0c2db054589afd4f57f1554d2e2",1,2,2,2,2,2,2,2,1
"52bd215abb644575896b9092ec4486e8",7,2,2,2,2,2,2,2,2
"52de213e292544f28f0e0a19e6a6f931",1,2,2,2,2,2,2,2,2
"532dd7454bd147a992bb9f40808ff7c6",1,2,2,2,2,2,2,2,2
"5350bcf3dc074d5fba68113e0ed56efe",2,2,2,2,2,2,2,2,2
"536a86389bc44ea4b9d6e7184726c1c8",1,2,2,2,2,2,2,2,2
"53879660b8224da5a6737f40ce12bfc5",1,2,2,2,2,2,2,2,2
"53a0bbca47fb4e3686bcb4d9354da3c5",1,2,2,2,2,2,2,2,2
"53c20663c7bf4fc398a61dc1871af526",1,2,2,2,2,2,2,2,2
"53c64592eba340e6992585c5f6aee0d7",1,2,2,2,2,2,2,2,2
"53e066cf16e842bb923619d7a724cfc8",1,2,2,2,2,2,2,2,2
"542d0511fbf14d0c840412b8c4a21e09",2,2,2,2,2,2,2,2,2
"54be45fa86f24a8f9ecb581f78f992b8",2,2,2,2,2,2,2,2,2
"54f72efdcb124addbf1a5ddc89f27920",2,2,2,2,2,2,2,2,2
"54ff8f8e953342da96062ae5d6c862de",2,2,2,2,2,2,2,2,2
"550878e14ace4f93a3e4b486d070efa8",2,2,2,2,2,2,2,2,2
"55184d4e2cef4b68b0814974b9b43785",2,2,2,2,2,2,2,2,2
"553887c6c4b3465d9ea013cd04d7b350",12,2,2,2,2,2,2,2,2
"555ccfcf9a0944c0866a2edf5a6903e0",1,2,2,2,2,2,2,2,2
"55c3d1e4e7fa4ece8a7b30a7155ec1e2",1,2,2,2,2,2,2,2,2
"55e256a234e141cea64051f860072767",2,2,2,2,2,2,2,2,2
"5607c974af294c06b528674ba44a3bc5",2,2,2,2,2,2,2,2,2
"5617b8c8b9b64ab98375b724978b8ff9",2,2,2,2,2,2,2,2,1
"567065d1813e402aae322ad0a6096c6a",2,2,2,1,2,2,2,2,2
"56746c03ed274ca097e558508cdd7803",1,2,2,2,2,2,2,2,2
"56a7e497535c45e494b51dc228c383a0",1,2,2,2,2,2,2,2,2
"5705343aebc543d39182458fd3719c49",1,2,2,2,2,2,2,2,2
"5762fab09a1d43b2a711579301acc88c",1,2,2,2,2,2,2,2,2
"57715583020e4b8393c3eebd059edaa9",1,2,2,2,2,2,2,2,2
"577c942c1d9846dba27cb3c2e26950f4",2,2,2,2,2,2,2,2,2
"5787bf9167b9429081326efeefd2634e",2,2,2,2,2,2,2,2,2
"57ad19c7b77b4c01816ae792f50a11b1",2,2,2,2,2,2,2,2,2
"57ba8e9457024ed4bbf5d910d1b98591",1,2,2,2,2,2,2,2,2
"57bffaba1b7e46f58b60fa9c0948e0fb",1,2,2,2,2,2,2,2,1
"581872b4cb7042db88a2751d1f6892a5",1,2,2,2,2,2,2,2,2
"5824cf99fa5a4d309164f552396aba5a",1,2,2,2,2,2,2,2,2
"585c37bc33244e8ea46c8f438f52a2e1",1,2,2,2,2,2,2,2,2
"5866a34b9fa64c778c168948f8044a71",7,2,2,2,2,2,2,2,2
"587e30676b704513b656d0d84c031344",2,2,2,2,2,2,2,2,2
"5896313ce0e04d6489223a727874d162",1,2,2,2,2,2,2,2,2
"58cb595bf02345819cd8406fd6a9c412",1,2,2,2,2,2,2,2,2
"5920f17454484ec0ac7a9e7973f09711",1,2,2,2,2,2,2,2,2
"592cbce7d1cb40159b9c5a008c3230e3",7,2,2,2,2,2,2,2,2
"592e3150e433437594322098f18b75d5",1,2,2,2,2,2,2,2,2
"59753499ae3d4a3c9a41c6923c8e2bb6",1,2,2,2,2,2,2,2,2
"5a022b3a7584434d93d55ed0d3fc0d7c",7,2,2,2,2,2,2,2,2
"5a0c9f97fb914766b812cb29004d11a0",4,2,2,2,2,2,2,2,2
"5a0d083d6d4f4c929d7c8b0d68cb1923",1,2,2,2,2,2,2,2,2
"5a5c898bf25745f9bcf8c21878a8bcdc",2,2,2,2,2,2,2,2,2
"5aab8576106f400ba3543587c78b65b1",2,2,2,2,2,2,2,2,2
"5acddcc85f0d4821b109ca4656c015ea",2,2,2,2,2,2,2,2,2
"5ae882d043cf478db39d83b8898ec60a",2,2,2,2,2,2,2,2,2
"5b0e6c83964a462791fff0680bf97618",2,2,1,2,2,2,2,2,2
"5b0fb03d51ff459b89d840951df391ed",1,2,2,2,2,2,2,2,2
"5b982343a8884c3fa859827107caaccd",2,2,2,2,2,2,2,2,2
"5bac9c3a21224229b37ea0486eee1b54",1,2,2,2,2,2,2,2,2
"5bb863ad2a1243cc9218594974735314",1,2,2,2,2,2,2,2,2
"5c2df8052842466296ebba2560caa630",1,2,2,2,2,2,2,2,2
"5c31310adc624e8aad19c482482fd754",1,2,2,2,2,2,2,2,2
"5c49d46d90a9479a8bc0509cd57cb5d9",1,2,2,2,2,2,2,2,2
"5c4fe1d960a74d80ad0c9ed7a61a7151",2,2,2,2,2,2,2,2,2
"5c6cea5512584def91e4d65c7008e83d",2,2,2,2,2,2,2,2,2
"5cbb6d1f663c44869b31c22cff31d055",1,2,2,2,2,2,2,2,2
"5cc4e7d7549b4c1a98ba58c4905a1422",4,2,2,2,2,2,2,2,2
"5d5b43c87f0c4e589f04ded44e73b324",2,2,2,2,2,2,2,2,2
"5d85ab9e38614958a4bea69e3d9f37d3",2,2,2,2,2,2,2,2,2
"5d95010e7fb44f7e8d9ce7ae819cba70",1,2,2,2,2,2,2,2,2
"5d9ecec6100948e58266de6414a782ca",1,2,2,2,2,2,2,2,2
"5dc0193b8eb249df8e6d32b7cb1f2e30",2,2,2,2,2,2,2,2,2
"5de8b32ba84640c0afc629424a1284d7",3,2,2,2,2,2,2,2,2
"5e3b2b1b7f7b48edacc71b49d577dc7c",1,2,2,2,2,2,2,2,2
"5e4201154be84e5f8e1db067382c3f9a",2,2,2,2,2,2,2,2,2
"5e550f3224b14a169a53aa670490e07d",1,2,2,2,2,2,2,2,2
"5e6c30c4feb842198343dfcb49e70b26",5,2,2,2,2,2,2,2,2
"5e818374e9e4488eb630f8ce5d79f078",2,2,2,2,2,2,2,2,2
"5e9b65cb627c420eaf4fd79f57eef14d",1,2,2,2,2,2,2,2,2
"5ecb5a1f88f8468e9cf84db23afd0785",1,2,2,2,2,2,2,2,2
"5ed26be245584f4cbe85ac259c5db158",1,2,2,2,2,2,2,2,2
"5eda5fe613e34e9890ba7d1e4aa655e4",1,2,2,2,2,2,2,2,2
"5ee0b80d645a49f297f9f08261dc816a",1,2,2,2,2,2,2,2,2
"5ef5d94ba15045b79d5e9a9e42a62d29",1,2,2,2,2,2,2,2,2
"5f08bbbd7d5941f3b0a9b8dde475c055",1,2,2,2,2,2,2,2,2
"5f0f3440dce64304adae6320591f97b2",2,2,2,2,2,2,2,2,2
"5f18649c360345fd83b757426fa37c9f",2,2,2,2,2,2,2,2,2
"5f1913a90002459e99d5b2a2e999f71b",1,2,2,2,2,2,2,2,2
"5f2ba89b5c81476581d875475ae4a505",2,2,2,2,2,2,2,2,2
"5f4b039ce2be46bd9d4740d4f7f4ec3a",2,2,2,2,2,2,2,2,2
"5fb6d1c3ec3d442a908f8897863fa69f",2,2,2,2,2,2,2,2,2
"5fc3f95ea2984675a6efec3ec6895d75",2,2,2,2,2,2,2,2,2
"5ffff62b5d4a470896c790fb7331e63c",2,2,2,2,2,2,2,2,2
"60197d53be4a494985db1dda55982736",1,2,2,2,2,2,2,2,2
"602143aebcd74b7eb48f9056e228dd36",2,2,2,2,2,2,2,2,2
"605a80f1f3434075bb2e27a39110f431",1,2,2,2,2,2,2,2,2
"608ad4e7363d4c9a98d7e384b93f28a6",1,2,2,2,2,2,2,2,2
"608dd2f241e94df6ad75d3d2dfd1b38c",1,2,2,2,2,2,2,2,2
"60a52d7677314b03b7aabc5037fe5343",1,2,2,2,2,2,2,2,2
"60afd070725d446c9fda829646f934af",1,2,2,2,2,2,2,2,2
"60eb8eacf39e4bf58d3f0aa091c629d9",1,2,2,2,2,2,2,2,2
"61051cb9f67c4f9e9669a4aed1fa9c2a",1,2,2,2,2,2,2,2,2
"61099aa11f1e47bea206ce7b43dcf1b4",4,2,2,2,2,2,2,2,2
"611d28e0e8354eb2badd6faa64c6b162",2,2,2,2,2,2,2,2,2
"6187ae6cb3654b16922522db328cb2f8",1,2,2,2,2,2,2,2,2
"618d7ee2c2aa4acc8a6e9519a405bf38",1,2,2,2,2,2,2,2,2
"619fef57a78c447baf37a50fa34915b5",1,2,2,2,2,2,2,2,2
"61d842c6f7ae4722b43ba13499955972",1,2,2,2,2,2,2,2,2
"61da749fb95c432dabf6c100b9776119",1,2,2,2,2,2,2,2,2
"61e47488f7044749b1bb8b9bab6c6cfa",2,2,1,2,2,2,2,2,2
"621851da7d8944969d5864d8a6486bdb",1,2,2,2,2,2,2,2,2
"626dcc81c2af4ea782831dbc61a1a299",1,2,2,2,2,2,2,2,2
"62c05af903a244399a7eb6b19577120e",2,2,2,2,2,2,2,2,2
"62de6e07c4a44a69a7d8f4ab69d1d0df",1,2,2,2,2,2,2,2,2
"6303acb4d92a4795b7ade2372f47f566",1,2,2,2,2,2,2,2,2
"634c4b86d8e84b4981da01a9d15f7b63",1,2,2,2,2,2,2,2,2
"639df7ca3e4d421182ad76d2fa42deb2",1,2,2,2,2,2,2,2,2
"63b0a75a1a794a13ab19bc4fec77d65f",1,2,2,2,2,2,2,2,2
"63da3db84d90445bb87ab1627fee7b3d",1,2,2,2,2,2,2,2,2
"6427df928d8245ec9e798903d0e8982e",1,2,2,2,2,2,2,2,2
"642f2cd95b014a01bfae83e3fb610a74",6,2,2,2,2,2,2,2,2
"64babffa1b674afe96fd4b7cb6226798",2,2,2,2,2,2,2,2,2
"64bf0240455e4312805c7f81ccb4e9f4",2,2,2,2,2,2,2,2,2
"6509c7b1d78742458078ed2b20f007ef",2,2,2,2,2,2,2,2,2
"650bd6cdf96b448ba5d51fa62a58df9f",1,2,2,2,2,2,2,2,2
"65405d978c484c79aeb72045eca6a2f7",3,2,2,2,2,2,2,2,2
"658d1dae722246879b876bbd32bddf37",1,2,2,2,2,2,2,2,2
"66680e3225a443c3a67b5aaf028ae98a",1,2,2,2,2,2,2,2,2
"66713c3781bc4160b16041bce254320e",1,2,2,2,2,2,2,2,1
"66abd4724ed4491da204f92b700f0558",1,2,2,2,2,2,2,2,2
"66e203a6003746b782041eacecdc08f5",1,2,2,2,2,2,2,2,2
"66e743d7ae8f446ca798df3a8866240a",1,2,2,2,2,2,2,2,2
"67a814c6e3414b42a0c734cff8aa986f",1,2,2,2,2,2,2,2,2
"67ac2b319baf4ac9af655894c41dd2e4",2,2,2,2,2,2,2,2,2
"67f2df2242fc4a6b9db7aa9955bd2950",2,2,2,2,2,2,2,2,2
"680bc51df36446629a1541d620e0e0bb",1,2,2,2,2,2,2,2,2
"6868bd77f5f4458b91be5765df749a12",1,2,2,2,2,2,2,2,2
"68c06cbb82224e83bc49c837dc15fbfc",2,2,2,2,2,2,2,2,2
"6903f35aa6d34bc5bd61ceb790941361",1,2,2,2,2,2,2,2,2
"694d8f1dc18e4712817b9b2e64a7177b",3,2,2,2,2,2,2,2,2
"69834675fb3e4554981ed6cbf6bbcc72",2,2,2,2,2,2,2,2,2
"6a059d75db964ac6a7860e236f1d62e2",2,2,2,2,2,2,2,2,2
