hhid,h10_respondent,s10q01,s10q02,s10q03,s10q04,s10q05a,s10q05b,s10q05c,s10q06,s10q07a,s10q07b,s10q08a,s10q08b,s10q08c,s10q08d,s10q08e,s10q08f,s10q08g,s10q08h,s10q08x,s10q08z,s10q09,s10q10,s10q11,s10q12,year
dae0bb69de954b3fb110a651f7a43436,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,2019
daf55418aa484a618b1e2a660c3e0a67,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,2019
daff2df9a9b7461bbf8301c0923ef667,2.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,3.0,2019
db1be5b38b354a65920b027e5ea43b71,4.0,1.0,18.0,5.0,,10000.0,30.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,7.0,1.0,2019
db3eff7939cb415299d01db1c37016dd,2.0,1.0,24.0,4.0,,5000.0,30.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,2019
db3fbea32d7d4f1fa6a2e1ab1ca399a2,1.0,1.0,23.0,5.0,,40000.0,30.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,1.0,2019
db47642e44a24224beaced46bb76490b,3.0,1.0,24.0,1.0,,10000.0,30.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
db5bc412d6e449a8879c576f069d2728,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,8.0,1.0,2019
db5d0ba5c29b4ad0869ddf8e90201d9d,1.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,6.0,3.0,2019
db635523a5904962828e09e34f78976c,1.0,1.0,24.0,5.0,,20000.0,30.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,7.0,3.0,2019
dbb3fcac935542bbb05b624c4c5f290f,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,0.0,1.0,2019
dbbd7c7dfaae44e99d67443d23adf8a5,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,5.0,1.0,2019
dbd291f31f9e411eacf395a3744e50db,1.0,1.0,10.0,5.0,,10000.0,30.0,,2.0,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2019
dbe0c28d1528449a9858dea474ee5aef,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,5.0,1.0,2019
dbe940a40a884cbbbfb1a44ada8695ac,1.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,5.0,3.0,2019
dbf651b041b5406f8df94a53523add5c,1.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,7.0,1.0,2019
dc2986b159b84770a35675db02f139e1,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
dc307491ec2c4ae89f7eac0acec7ec50,1.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,1.0,4.0,1.0,2019
dc323e08e922427885ea975e9bb68cee,2.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,1.0,1.0,2019
dc6b60dc0d9049f98c71adbdef0ea7bb,1.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
dc9550e96e4446779a38f05906ea5e11,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
dc959d3ade194df79646dea9ff0ede4a,1.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,3.0,2019
dca38505f5094514a5c4151ae7ad462d,11.0,1.0,24.0,3.0,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,5.0,1.0,2019
dca9d71d07ac40a6ae7eeec1b9cd08b5,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
dcab0e4bf2784240bdff1d0e5b222a99,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
dcb504c259974805bec32ad825cbc826,4.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
dcb53f21e8cc466198e997d2fb5467c7,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
dcd95ba0e9b64beb88152cb57697b4f2,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,6.0,1.0,2019
dcd9687e1a3e478ea54ffe2ef6907cbb,1.0,1.0,15.0,5.0,,20000.0,30.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,3.0,1.0,2019
dce434f8e3f24027b9d4f90e3fd148ec,1.0,2.0,,,,,,7.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,1.0,3.0,2019
dd10ba0dc99341458a25c7b81a5b01ef,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,3.0,2019
dd206ad22331496e9914bfe69dc07517,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0,2.0,5.0,1.0,2019
dd210f05b7b04d1cbc14aa235d69410f,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
dd3480cc81654f49a0ce00b49c030744,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,5.0,1.0,2019
dd3b116c028646e08d6053498e7e7adc,2.0,1.0,22.0,5.0,,18000.0,30.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
dd40bff42e514379bacfc29d41cead69,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,5.0,1.0,2019
dd53075b6ab148ebb04036c88635d714,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
dd8f707bc0404ad78d72886434c69cd1,5.0,2.0,,,,,,7.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,2019
ddb6d6a53c1f415eb12537da1221e4cb,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
ddce84cb5ed84dcc88102b30fea18f47,1.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
ddf4f5dafea54f6f8ea064ff80382255,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,5.0,1.0,2019
de0edef11c3d43d38f3dd4feba6a9fb1,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,3.0,2019
de30713f1fa94a4f8ebea38f1d1ee317,2.0,1.0,2.0,8.0,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,3.0,2019
de33100b792a468b82861672d9340ef3,4.0,2.0,,,,,,6.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,2.0,3.0,2019
de338ded45464f8a966b16b718ccc1a6,4.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,8.0,1.0,2019
de413dde36c14865962c2c14ececa013,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0,2.0,5.0,3.0,2019
de4a62cd521a4fe0aebf07c315c77247,2.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,5.0,1.0,2019
de5ae2c27aba4940a130e76e7cf0b8e0,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
de5b32d88a9e4e8fb642399220899552,1.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
de64d77e46e44616b730990929a0a13f,9.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
de78b2db48d74e4e887180ea216b5484,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
deae40113d8940099015ccb745a981dc,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
deb474ee4cdd400f9d45fc267f196969,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,7.0,1.0,2019
deba7803811c4dde9db8f82213059a54,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
ded764e83b8a47319d2fa31b93066cba,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,5.0,1.0,2019
dedaf0b9ee24480f84bdcec246a10a23,2.0,1.0,3.0,1.0,,30000.0,30.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,3.0,1.0,2019
df0183ce430a4e60ab1c7bb31a445492,2.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0,2.0,6.0,1.0,2019
df0b22f356fa42a0a3acfb7ff92c46f5,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
df0f502196f94b519d8093519a257361,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
df0ff958ed734a3baeb9c6a6f9750514,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
df1267c3b0e340e8b42781223a0d7f39,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,3.0,2019
df12a5d33da44ea882b18c6806dc5b2c,3.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,6.0,1.0,2019
df1e28369a16419d86e1dcaeb73a1292,2.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
df1f06cda66b44f38e4c6ba5b626820e,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
df875f34f4c0463194a727723197829f,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
dfac01ee641c41d397fec89e8b418362,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
dfb72584ff1640ff96149dd0a8f2cd48,2.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
dfe74e541ed746b8add1788af91f3ed8,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0,2.0,6.0,1.0,2019
dff53ebbe2fd4e7d857dc50551335e45,2.0,1.0,24.0,5.0,,40000.0,30.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,1.0,2019
e040f9b2e31f4e828b46e8f9b5367268,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
e0529a18fd5a48ee8dbca44714f819e4,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,5.0,1.0,2019
e06c8cfb6dc34c35a1f3925c45a6701a,1.0,1.0,12.0,5.0,,10000.0,30.0,,2.0,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,2019
e09db7b3f5e244dc9c992509af84b842,1.0,1.0,18.0,5.0,,20000.0,30.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,5.0,3.0,2019
e0a35de7a3ab4506a26d478156e03755,1.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,1.0,2019
e0af6581e4804877ac5ba292552a8ac3,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
e0b5fe1eb205460ead057db6f7860994,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,2019
e0b7a6329e394fb8a9432b1088ebb369,1.0,2.0,,,,,,4.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
e0c2784f134e4d5281e6f09a0e3ccd42,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,2019
e0c4f4458c6d45c3b8f5ab2aabbadc85,2.0,1.0,15.0,5.0,,25000.0,30.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,1.0,2019
e0e5c59882a04abeb550377d95a153ff,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,0.0,1.0,2019
e10fa4e77e8b4e9494057c0ff03d5a4f,8.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,8.0,1.0,2019
e134efcd428440bf9679a2776f189fbf,4.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,1.0,3.0,1.0,2019
e13e814ea3044d199c7809229a709a16,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,6.0,1.0,2019
e152b42c97104718aec92008671c5a49,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,2019
e1574e4773b548a090ee537919713b0c,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,9.0,1.0,2019
e1621d847f2b4c89a3f90a9bd772a15a,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,5.0,3.0,2019
e16430700605483094eb2241798d8b12,5.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
e16705f59aef4668ab4b2eba8162f925,3.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,3.0,2019
e175581652a54d719eefd6717694abdd,2.0,2.0,,,,,,7.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,1.0,3.0,2019
e17e1ff13292417d90c4f6eafe973599,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2019
e184bc900fb54a7fa6852141914fe848,3.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,2019
e18770e2f8654cf492a5078eef55795f,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
e18e3ded6e684e3b9492a55090893950,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
e1b4ec4ceb7748b3aaff2448cbaa4006,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
e1b9ef12df374cc7a3310c77f9b2049d,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,6.0,1.0,2019
e1c2d05aa48f4dda8445d06ec8ef2956,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
e1e4f600d96d467f8131e66be3ef1571,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
e2003f17fe5e4ac49e2c9db3398d75c0,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,2019
e208035794a945d8a742e18aff2925ec,1.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,6.0,1.0,2019
e209e9a91faf40ac8d7f623739910f8b,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,6.0,1.0,2019
e2129f8175624a4cb4b7928b8a3e3048,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,8.0,2.0,5.0,1.0,2019
e23426755e80453e923ddb805290cfa3,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,2019
e2420351245048bf81520b722d7a3194,2.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
e278c7ce0c9e4918b7adf4c6cddb84a6,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
e28fa276d0bd4fbb9b7057bd52355db6,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,2019
e29bc76e2e4646568e2efe6af67f89b4,1.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,2.0,3.0,2019
e2d990414c764b6586b2955fda395718,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,3.0,2019
e2ebc60d668649ce8d7226aac83b180e,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,6.0,1.0,2019
e323cd349ba64903ac2ae2e9974faf40,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,2.0,3.0,2019
e33a0702257c400f8f2f669ce637e15d,2.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,5.0,3.0,2019
e33b089d785d45cb89f2f599ec2c8014,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,2019
e35912d0f2b044809b9cb69683b13745,1.0,1.0,18.0,5.0,,30000.0,30.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,1.0,2019
e35b0fbe3fb64f5b97cc925839a08974,4.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,5.0,1.0,2019
e35e43cf097941289b9865c11735dc4e,8.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,6.0,1.0,2019
e3757ed781814ce09945f0a8355b67ee,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,5.0,1.0,2019
e37faa53be254b9c95c5c35d2d3ba325,1.0,1.0,20.0,5.0,,25000.0,30.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2019
e3809d1ac1b34644a9ea3dac0c8c0e70,2.0,1.0,24.0,5.0,,10000.0,30.0,,2.0,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,3.0,2.0,2019
e38c6169570d41019dd68ea2cdbe44f7,8.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,1.0,7.0,1.0,2019
e3a9d55a6dbf48179d42053358378fac,2.0,1.0,20.0,5.0,,20000.0,30.0,,2.0,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,3.0,1.0,2019
e3b646abf0044eb980d758848ccc84cd,2.0,1.0,24.0,5.0,,20000.0,30.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,2019
e3bd2174ea6242dfbb49ccc17ade5236,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,1.0,3.0,1.0,2019
e3befb8283e044ad9d495bd952f9e57a,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
e423b8514f984fb19a048369b9982434,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,8.0,1.0,2019
e450e31f8aaa47a59f20bb2a1e9db4b0,1.0,1.0,24.0,2.0,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,2019
e453852a3edd4d9eb7cf8d3b97e43221,1.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
e470446a263b4aa28d3c995cc3a1892b,5.0,2.0,,,,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,2.0,3.0,2019
e48422ac358e481db4fda7af93c33cfe,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
e48b3b22401f472d8522629f03471d18,1.0,2.0,,,,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,3.0,2019
e493ef6d407d428e8d1b4dc2f7b005c0,2.0,2.0,,,,,,3.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,3.0,1.0,2019
e4985f432e97443592da086e748b9032,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,6.0,1.0,2019
e4a757a91e4648b1b029ecf7dd3a8380,2.0,2.0,,,,,,1.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8.0,2.0,4.0,1.0,2019
e4a97100decd438fa3323b689b0ed4c1,1.0,1.0,24.0,5.0,,20000.0,30.0,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,2019
