hhid,h10_respondent,s10q01,s10q02,s10q03,s10q04,s10q05a,s10q05b,s10q05c,s10q06,s10q07a,s10q07b,s10q08a,s10q08b,s10q08c,s10q08d,s10q08e,s10q08f,s10q08g,s10q08h,s10q08x,s10q08z,s10q09,s10q10,s10q11,s10q12,year
8a971f5ac0c94733af2d4ffb1cf3c82b,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,1.0,2018
8aae3e00032141138985f33a4ee4ac5a,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,1.0,2018
8aebb586b8e846fc80abe8ed0f5db163,2.0,1.0,24.0,5.0,,20000.0,30.0,,2.0,,,,,,,,1.0,,1.0,,,6.0,2.0,6.0,3.0,2018
8aeefe14981b4d38a10230d2891aefad,1.0,2.0,,,,,,2.0,2.0,,,,,,,,1.0,,,,,6.0,2.0,4.0,3.0,2018
8b0b41b599ee4ee7bcf30d265d1923ee,6.0,2.0,,,,,,1.0,2.0,,,,,,,,1.0,,1.0,,,8.0,2.0,5.0,3.0,2018
8b283f3a1c9247a7973f3b2f772cf197,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,3.0,2018
8b4d777ba5974738988aec0efdd7ef10,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,1.0,2018
8b48e9bcb1994b4f92d1969c1e54a293,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,7.0,1.0,2018
8b69caa8397343f8b287e2ac4ec76eca,1.0,1.0,24.0,2.0,,,,,2.0,,,,,,,,,,,,1.0,,,,,2018
8b63cb63bfab43eebd403632eee825a2,6.0,1.0,8.0,3.0,,,,,2.0,,,1.0,,,,,,,,,,1.0,,2.0,1.0,2018
8bb14e81d3b84807a12cfed594724f12,1.0,1.0,24.0,5.0,,20000.0,30.0,,2.0,,,,,,,,,,1.0,,,8.0,1.0,5.0,1.0,2018
8beea5570da34cc48e31b41a0af2f581,1.0,1.0,12.0,5.0,,10000.0,30.0,,2.0,,,,,,,,,,1.0,,,8.0,2.0,7.0,1.0,2018
8be06091a17c4093be71af31ce99f42e,1.0,1.0,24.0,3.0,,,,,2.0,,,,,,,,,,1.0,,,8.0,2.0,7.0,1.0,2018
8bf96b447a2e4263992ef11da8cbbdc1,1.0,1.0,15.0,3.0,,,,,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
8c25f710369e4bc8bccdcd227b940d39,1.0,1.0,12.0,4.0,,10000.0,30.0,,2.0,,,,,,,,1.0,,,,,6.0,2.0,5.0,2.0,2018
8c5d550afff04bea9e522fad66ae948f,1.0,2.0,,,,,,2.0,2.0,,,,,,,,,,,,1.0,,,,,2018
8c60078f31be46d7bcf8e3231b002f01,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
8cfafb3635994f9294d7f40c6397640f,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,2.0,2018
8c847054105a4c7d8df8cd778a781d00,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,1.0,2018
8d32035f9c004c69a1e3cc290151c354,4.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,1.0,2018
8d4f77c1d64c4c71aa844ee56e0f979f,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,1.0,2018
8d6843d2394544fcba72c27e8497a8c3,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
8d50c07a637b422bb68d3a3114998cc8,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,0.0,1.0,2018
8d8bd370dfe34b98925330da43498f14,1.0,1.0,1.0,1.0,,10000.0,20.0,,2.0,,,,,1.0,,,,,,,,3.0,2.0,2.0,2.0,2018
8d8eec5d1fc04309982bbe2873aaf4fe,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,1.0,2018
8d7afd4d3b36456cbeb5ad5ca9bae80f,2.0,2.0,,,,,,2.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,1.0,2018
8da33264dba747cc8715871a5bc5a0b9,3.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,2.0,2018
8dbc0f7397874081a104d8ed0ed4c639,-999999999.0,,,,,,,,,,,,,,,,,,,,,,,,,2018
8dbadd9a257a4740a0e9fe370f8517af,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,3.0,2018
8dc61da3ba6e42d082821c42f93386bd,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,1.0,2018
8dd083a1588f4bec9fe484e778878cdc,-999999999.0,,,,,,,,,,,,,,,,,,,,,,,,,2018
8dd65b7172ee421fa7e2883e90df0951,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,3.0,2018
8de60b14dd494f88b1a99e48674c4e9b,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,1.0,2018
8e275889cf9d4a2d9b918cca0296bf47,1.0,2.0,,,,,,1.0,2.0,,,,,,1.0,,,,,,,4.0,2.0,4.0,3.0,2018
8df87ec021f94ad9b03185b5283c279e,1.0,2.0,,,,,,1.0,2.0,,,,,,,,1.0,,1.0,,,6.0,2.0,7.0,1.0,2018
8e4ef0b5c2d74df082d968580cf7ce91,2.0,1.0,6.0,5.0,,20000.0,30.0,,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
8e52b830f34a4d95917857a5d1d57504,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,1.0,2018
8e4f4884786441eead77d423cf002827,2.0,1.0,24.0,1.0,,10000.0,30.0,,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
8e46484bb7824d3fb6d59fa00e5f96e8,2.0,2.0,,,,,,2.0,2.0,,,,,,,,1.0,,1.0,,,6.0,1.0,4.0,1.0,2018
8e7744ee27f547308607af9b6f81ac60,2.0,1.0,6.0,1.0,,7000.0,30.0,,2.0,,,,,,,,1.0,,,,,6.0,2.0,6.0,1.0,2018
8e5823a045554cedbe0c966d7d21ea02,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,2.0,1.0,2018
8e60108fea1948358dc02668aa99ec99,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,1.0,2018
8e70cdad3a9045fdb4d573587bc2ea8f,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,1.0,3.0,1.0,2018
8e90f50f86204364ab92afa5342cb346,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,1.0,5.0,1.0,2018
8ee09f114c144bd192bce8c656660d7e,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,2.0,3.0,2018
8ec715ba51ee402f998c3cc182d29deb,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,7.0,1.0,2018
8f151cb7d68d449ca0e9e8f5990e388e,4.0,2.0,,,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,2018
8ef19c13bc2c40768f94983065c7ee1c,2.0,2.0,,,,,,7.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,2.0,3.0,2018
8f222f9618624d03afb44548f35b8613,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
8f62ead3a4554156a8313e1bab4c6545,2.0,2.0,,,,,,2.0,2.0,,,,,,,,1.0,,1.0,,,8.0,2.0,5.0,1.0,2018
8f9c96cbf6c2457190322a9e57759aeb,1.0,1.0,20.0,2.0,,,,,2.0,,,,,,,,1.0,,,,,6.0,2.0,4.0,3.0,2018
8f884f10378545f2bdd297e2031b631c,2.0,2.0,,,,,,1.0,2.0,,,,,,,,1.0,,1.0,,,8.0,2.0,5.0,1.0,2018
8f6724a9559747548bff8f3f5c7ccd1a,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
8f9d730b39f1418893033ecfd171ab85,2.0,2.0,,,,,,1.0,2.0,,,,,1.0,,,1.0,,1.0,,,8.0,2.0,7.0,1.0,2018
8fc5f95c10f1417281d49d08a4e39ec0,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,3.0,2018
8fc75288824d48999070272acd64296a,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,1.0,2018
8fba984fdcb34aff98a0b0f5fa9e7202,2.0,2.0,,,,,,7.0,1.0,16000.0,4.0,,,,,,1.0,,1.0,,,6.0,2.0,6.0,1.0,2018
9014f13214bd4feab479150b5d8426ac,2.0,2.0,,,,,,1.0,2.0,,,,,,,,1.0,,1.0,,,8.0,2.0,7.0,3.0,2018
902ab53c518a4023b8153bf5e1aa12fa,9.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,2.0,1.0,2018
903864ddc9c641de8b968666fe5e4169,2.0,2.0,,,,,,1.0,2.0,,,,,,,,1.0,,1.0,,,8.0,2.0,6.0,3.0,2018
900f2775558849529ea1224438c6f9db,5.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,1.0,7.0,1.0,2018
904dd7d7b658455ca2dee21d62f415a0,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,3.0,2018
904f8ed698d44fbfa11f8bf55055d1e2,1.0,2.0,,,,,,1.0,2.0,,,,,,,,1.0,,,,,6.0,2.0,8.0,1.0,2018
9071fd7767284b7aaf52d96b02285f6e,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,1.0,2018
9076071102c748668d2c4fa16a360ac9,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,1.0,2018
90c75424a23346068b9c69082194b2b2,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,3.0,2018
90c205421b7849048f521c9cade968e2,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,3.0,2018
90896177d9ab4f9cb640ed0d26102b68,2.0,2.0,,,,,,6.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,1.0,2018
90b85c184def4c549245be28ac8bba6f,3.0,2.0,,,,,,2.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,1.0,2018
910f2add18b544f6964a30727479467a,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,1.0,2018
9120019c770b41bb84ace09dbd0887bb,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
912e7827f70b4ff4870e7677f0efd5e8,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
90cef1cd17c74e4aba6b4badd52a8284,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,1.0,5.0,1.0,2018
91a808c38a6b4b218286b818be0574fc,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,3.0,2018
91a23141d8fd423b8c4baae8f0b31605,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,3.0,2018
9147bc2f6725476eaa4bd9e36e701e80,2.0,2.0,,,,,,2.0,2.0,,,,,1.0,,,,,,,,3.0,2.0,2.0,1.0,2018
91ad5095e39148498002c6e1881212f5,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,1.0,4.0,1.0,2018
91d5b6d564f54d60ad368b379eabd0c7,11.0,1.0,24.0,1.0,,40000.0,30.0,,2.0,,,1.0,,,,,1.0,,,,,6.0,2.0,6.0,2.0,2018
9241ba2a0c3f4a64ae06d29a31ed13c9,1.0,2.0,,,,,,1.0,2.0,,,,,,,,1.0,,1.0,,,8.0,2.0,5.0,1.0,2018
923f4bc18b3a42239cc0f71ed72ef092,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,1.0,2018
91d6755d336d4fd0abe7eb483faa423a,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,1.0,6.0,1.0,2018
927637b3537c420fb3b468612badd5b6,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,3.0,2018
924dae4582ab4da381f6f9fcec82c556,2.0,2.0,,,,,,7.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,3.0,2018
925b4fdaa3a94f728baf1542d5bd409b,10.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,1.0,2018
92788551b8104147bea89eb3f69fa327,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,8.0,1.0,2018
92cf666c0c934b2ebbd48bbdb0bd28f2,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,1.0,2018
92e30209b31c4ab3b1c932b133d4b3b1,3.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,1.0,1.0,1.0,2018
9303f456a1ed4c78b4c9a05b5ec5e510,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,2.0,2018
92e805f310474bd583cd464cc548c1b4,10.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,1.0,5.0,1.0,2018
931a5da052ec43369771a3b3cdfc5a5c,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,2.0,2.0,2018
9307472cfa3848d3873b346424a94ed2,2.0,2.0,,,,,,1.0,2.0,,,,,,,,1.0,,,,,6.0,2.0,9.0,2.0,2018
932411dfa35a404c9d6fa18ea27b115c,1.0,1.0,12.0,5.0,,20000.0,30.0,,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,1.0,2018
93a742a3c3784e479a3f08c81bc079bc,2.0,1.0,24.0,5.0,,10000.0,30.0,,2.0,,,,,,,,1.0,,,,,6.0,2.0,4.0,3.0,2018
93711ca510774f57ac25d23db71c9832,1.0,2.0,,,,,,2.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
936d6d229b9641ba89137abdfe501bf0,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,1.0,5.0,1.0,2018
93cba4879d6141499482cdc419e012b3,3.0,2.0,,,,,,2.0,2.0,,,,,,,,,,,,1.0,,,,,2018
940eea86ddac4bf6b37255a9a3f61d5a,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,1.0,2018
942067d8a7de4ed68124024723fddf6c,2.0,2.0,,,,,,1.0,2.0,,,,,,,,1.0,,1.0,,,6.0,2.0,3.0,3.0,2018
94622e23fd0641fda4ce0487f2328bb3,3.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,2.0,1.0,2018
94c8d04cba6547ab91547122f017c835,2.0,2.0,,,,,,4.0,2.0,,,,,1.0,,,1.0,,,,,6.0,2.0,3.0,3.0,2018
94d4f02347254835b037ffa097c37b56,-999999999.0,,,,,,,,,,,,,,,,,,,,,,,,,2018
94baa03b72d8492894456868a3a33cfb,3.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,3.0,2018
94cd2189abaa4b3396a9111c9b2f133c,1.0,2.0,,,,,,2.0,2.0,,,,,,,,1.0,,1.0,,,8.0,2.0,1.0,1.0,2018
94e8ed175d33448980a4664083b25c4c,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,1.0,2018
94f9d918212a4e42a9acda10a389db9a,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,1.0,2018
94e123b0b04f4912b83bc27cd74861bd,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,1.0,2018
950b8ab95d644919830bec78a254c85d,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
9508fec209f64f518fbcd94c2a832faf,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,1.0,2018
951de4cf4c334a8f88c6a035f3cf031f,1.0,2.0,,,,,,4.0,2.0,,,,,,,,1.0,,,,,6.0,2.0,6.0,3.0,2018
953275e458a64cf284b90cceb337d067,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,1.0,2018
950f795e94c446529cc9776e1f1c7aa6,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,1.0,2018
952915b13afe42e09666a7166b950f9b,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,1.0,2018
95273ec43706465d82378855f0c61ac5,14.0,1.0,8.0,5.0,,20000.0,30.0,,2.0,,,,,,,,1.0,,1.0,,,8.0,2.0,4.0,1.0,2018
95b06fe720ee4ceead1e71f41e0e7a8a,1.0,1.0,20.0,5.0,,25000.0,22.0,,2.0,,,,,,,,1.0,,,,,6.0,2.0,4.0,3.0,2018
9536c0751c8343c7817c051841780832,2.0,1.0,24.0,3.0,,,,,2.0,,,,,,,,1.0,,1.0,,,8.0,2.0,5.0,1.0,2018
9577e263d2da4321be0d17643d1e75a9,9.0,2.0,,,,,,1.0,2.0,,,,,,,,1.0,,1.0,,,8.0,2.0,4.0,1.0,2018
9603bda15f7d43cc9848d6f5c9feb987,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
95f27385361b4ae68e7030076d889a87,1.0,1.0,24.0,5.0,,20000.0,30.0,,2.0,,,,,,,,1.0,,,,,6.0,2.0,6.0,2.0,2018
95cdaafa424549e9a10b50c893f7790d,1.0,2.0,,,,,,2.0,2.0,,,,,,,,1.0,,,,,6.0,2.0,4.0,2.0,2018
95ecd3ff77734bfbae4dfd5d7f984ff2,6.0,2.0,,,,,,2.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,1.0,2018
961acc2528504c18a9d30e4cf5e45087,2.0,2.0,,,,,,2.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
96667591ddfc40158ded0ef76dd80a4b,-999999999.0,,,,,,,,,,,,,,,,,,,,,,,,,2018
9645feb679eb41e4a43a118736a64d6f,1.0,1.0,24.0,4.0,,10000.0,30.0,,2.0,,,,,,,,1.0,,,,,6.0,2.0,3.0,3.0,2018
96986278fc2c4d15802447be0afb86d8,1.0,1.0,20.0,5.0,,10000.0,30.0,,2.0,,,,,,,,,,,,1.0,,,,,2018
96be321f17d74fe8b29ee5d36ab5ac2d,1.0,2.0,,,,,,1.0,2.0,,,,,,,,1.0,,1.0,,,8.0,2.0,3.0,3.0,2018
96aa0100b13346adac0d328701bcbf35,1.0,2.0,,,,,,1.0,2.0,,,,,,,,1.0,,1.0,,,8.0,2.0,4.0,1.0,2018
97229e4fd0844936b4180fba35ba208a,1.0,2.0,,,,,,4.0,2.0,,,,,,,,,,,,1.0,,,,,2018
96d31abd5b6c4d20b1187928bdc1a085,1.0,2.0,,,,,,1.0,2.0,,,,,,,,1.0,,1.0,,,6.0,2.0,8.0,3.0,2018
970500789c8e4bc1a146547813053f14,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,1.0,2018
9761754db1804372bee3f6e6182c0c8b,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
976f4955f15648ec8316df40f7872b46,6.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,8.0,3.0,2018
97dbb65730814c03b57d13186021dcad,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,1.0,2018
985285397472481280d90ed22eb0a905,3.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
9834be0072104008a2788b64689b3bd5,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,1.0,2018
9838ce15202749c097e3ca42074a4827,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,1.0,2018
98014e07486c4f7887d1afb8546919fc,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,1.0,2018
9872c28b44874ff485c15ca9aa7888db,3.0,2.0,,,,,,2.0,2.0,,,,,,,,1.0,,,,,6.0,2.0,6.0,1.0,2018
987cf05707f24064abe69ffe2302bbdb,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
9871dbdcec2343c685be4cceea0015f9,8.0,2.0,,,,,,2.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,1.0,2018
98c7520c59304d6eb0605c8b0d51a8fb,-999999999.0,,,,,,,,,,,,,,,,,,,,,,,,,2018
993244dcd47c4a5193c160a2532f80a4,5.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,7.0,1.0,2018
99543bb72fb040369c304aa8ed3a4d41,2.0,2.0,,,,,,2.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,1.0,2018
994c2d6aa1014965b20adafd13fa9d9a,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,1.0,2018
998067dae7b4412b94ec87dfa006a17b,3.0,1.0,24.0,5.0,,30000.0,30.0,,2.0,,,,1.0,,,,,,,,,2.0,,1.0,2.0,2018
995c00a60f604f0093fb4448a5adf5d1,1.0,2.0,,,,,,5.0,2.0,,,,,,,,1.0,,1.0,,,8.0,2.0,2.0,1.0,2018
99f7629ee696416a8316b904812a0fc2,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
9a2ac8bf9cb042a190359588cd94f844,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
9a4d875c9ee44d4a896da75f6abb5923,3.0,2.0,,,,,,2.0,2.0,,,,,,,,1.0,,,,,6.0,2.0,7.0,1.0,2018
9ac2a4592624470b8601e4b5de2d8a1d,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,1.0,2018
9a0c48d484524e86bf68350ef4755aac,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,1.0,2018
9ae7f786d88c4e34a271a714c1d74f11,1.0,1.0,24.0,8.0,,,,,2.0,,,,1.0,,,,1.0,,,,,2.0,,2.0,2.0,2018
9aca8dca4c974a29b816af44ee3ea740,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,2018
9ae20eb2a8dd4dff938e0dc888e26a4c,2.0,1.0,24.0,5.0,,10000.0,30.0,,2.0,,,,,,,,1.0,,,,,6.0,2.0,2.0,2.0,2018
9b2853a3791142088c41ddd6a75bfe4a,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,1.0,2018
9af98578a02940a38c642fc32c1e5a8d,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,1.0,2018
9b62071dbf52498788acff1189ebeee4,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
9c16760b26414b76b545285a17fc3e69,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,2.0,2018
9c013f19e5c6481ab56acc781b12fe14,1.0,1.0,6.0,1.0,,20000.0,30.0,,2.0,,,,,,,,1.0,,,,,6.0,2.0,4.0,1.0,2018
9bb9a860c98146e5a6addfd5674b75c9,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,2.0,1.0,2018
9b91d76f77fd43f58e3e620645139638,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,1.0,6.0,1.0,2018
9c6e56e21c304422997d610190f214bc,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,3.0,2018
9c286b18f3eb44478ae06d4cf5561f48,2.0,2.0,,,,,,2.0,2.0,,,,,,,,,,1.0,,,8.0,1.0,6.0,1.0,2018
9c46a867c52748f19dd83e517d003c53,2.0,2.0,,,,,,1.0,2.0,,,,,,,,1.0,,,,,6.0,2.0,6.0,1.0,2018
9c3936df41154477ac5fe6528824da14,2.0,2.0,,,,,,6.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,0.0,1.0,2018
9c4579913fce4da484e894cb5f012271,2.0,1.0,24.0,1.0,,30000.0,30.0,,2.0,,,,,,,,1.0,,,,,6.0,2.0,4.0,3.0,2018
9cf16a409d6a44b892888433b4a0ea05,1.0,1.0,24.0,5.0,,10000.0,30.0,,2.0,,,,,,,,1.0,,,,,6.0,2.0,0.0,1.0,2018
9d197e937dc442869b152f2306ff11db,1.0,2.0,,,,,,2.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,1.0,2018
9d195c87e2a247d5adc67bae49b9541b,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,3.0,2018
9d1fd0283ee04074aee8479abef13e53,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
9d5b25e96591491c8c1d7f2663eac9b7,1.0,2.0,,,,,,2.0,2.0,,,,,,1.0,,,,,,,4.0,2.0,6.0,3.0,2018
9d6182b62416405ea5966b5c70f02cdb,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,4.0,1.0,2018
9d32794676c248ddaaa4c3fc8a35520b,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,1.0,2018
9d4bb69584544bc2a758cac87fbb24da,1.0,1.0,24.0,5.0,,8000.0,30.0,,2.0,,,,,,,,,,1.0,,,8.0,2.0,6.0,1.0,2018
9dab23b69a8f448c8d4054876d154504,1.0,2.0,,,,,,2.0,2.0,,,,,,,,1.0,,,,,6.0,2.0,0.0,1.0,2018
9d7d1a4cb1f345be8f0efd6ba463dfcb,2.0,2.0,,,,,,96.0,2.0,,,,,,,,,,1.0,,,8.0,1.0,3.0,1.0,2018
9d63b4a45c4741de9281b3d84a498e69,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,3.0,1.0,2018
9da0ba5c27434920b78b640746915804,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,8.0,1.0,2018
9ddd4cac1c554b95a2c37f526795d90b,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,8.0,2.0,5.0,1.0,2018
9e00c359face4e8db1d5f6e6585bf4e7,1.0,2.0,,,,,,6.0,2.0,,,,,,1.0,,,,,,,4.0,2.0,2.0,1.0,2018
