"HHID","district_code","urban","region","regurb","rotate","HHID_old","equiv","hsize","nrrexp30","cpexp30","welfare","plinen","ctpline","hpline","spline","poor_13"
"H22501-04-01","315",0,3,30,1,3153001601,1.77863335609436,2,235527.203125,95644.453125,53774.125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H22502-04-01","315",0,3,30,1,3153001602,4.33493334054947,7,237394.796875,96443.9921875,22248.091796875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H22502-04-02","315",0,3,30,1,,3.80426663160324,5,158228.515625,63479.0234375,16686.271484375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H22503-04-01","315",0,3,30,1,2315300160303,6.08990000188351,8,669873.625,269320.53125,44224.12890625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H22503-04-02","315",0,3,30,1,3153001603,2.31583333015442,3,235305.3125,95642.171875,41299.24609375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H22504-04-01","315",0,3,30,1,3153001604,4.86793331801891,6,1036171.8125,423239.3125,86944.3515625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H22505-04-01","315",1,3,31,1,3153001605,3.52676664292812,5,378871.09375,152583.5625,43264.43359375,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H22506-04-01","315",0,3,30,1,3153001606,5.54509994387627,8,482888.71875,194480.46875,35072.4921875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H22507-04-01","315",0,3,30,1,3153001607,4.73843324184418,7,267078.59375,107583.7421875,22704.49609375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H22509-04-01","315",0,3,30,1,3153001609,3.08843332529068,4,1308240.875,525603,170184.34375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H22510-04-01","315",0,3,30,1,3153001610,9.64919996261597,12,1040674.25,418612.3125,43383.109375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H22802-04-01","323",0,3,30,1,3073002002,4.42509996891022,7,323499,131755.796875,29774.6484375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H22803-04-01","323",0,3,30,1,3073002003,3.68659994006157,5,137156.46875,55928.99609375,15170.888671875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H22805-04-01","323",0,3,30,1,3073002005,3.30143332481384,4,196207.875,79842.6484375,24184.23828125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H22806-04-01","323",0,3,30,1,3073002006,5.15096658468246,7,212779.59375,87340.109375,16956.0625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H22807-04-01","323",0,3,30,1,3073002007,0.863699972629547,1,196737.546875,80745.671875,93488.1015625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23101-04-01","307",0,3,30,1,3073002501,4.2836666405201,6,267211.5,107120.515625,25006.734375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23102-04-01","307",0,3,30,1,3073002502,5.5434333384037,9,530542.5,213244.84375,38468.0078125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23103-04-01","307",0,3,30,1,3073002503,3.79176662862301,6,234124.671875,93958.3125,24779.560546875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23103-04-02","307",0,3,30,1,,1.89366668462753,3,214004.828125,85859.03125,45340.09765625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23104-04-01","307",0,3,30,1,3073002504,4.25636661052704,6,233253.234375,93583.1796875,21986.634765625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23104-04-02","307",0,3,30,1,,1.89560002088547,3,130374.2890625,52269.16796875,27573.943359375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23105-04-01","307",0,3,30,1,3073002505,4.38136667013168,6,449124.84375,180814.15625,41268.89453125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23106-04-01","307",0,3,30,1,3073002506,2.87336665391922,3,379906.53125,149521.359375,52036.9921875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23107-04-01","307",0,3,30,1,3073002507,3.27459996938705,4,310151.90625,122023.34375,37263.5859375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23108-04-01","307",0,3,30,1,3073002508,4.24509996175766,6,703340.6875,278169.65625,65527.234375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23109-04-01","307",0,3,30,1,3073002509,9.80856668949127,12,548536.5,216673.078125,22090.1875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23109-04-02","307",0,3,30,1,307300250903,1.00483334064484,1,150018.53125,59200.3046875,58915.546875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23109-04-03","307",0,3,30,1,307300250904,2.47659999132156,3,590795.125,239228.15625,96595.3984375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23110-04-01","307",0,3,30,1,3073002510,4.08659997582436,6,350824.6875,138124.90625,33799.46875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23301-04-01","327",0,3,30,1,3083000201,5.12509995698929,7,52043.30859375,21087.240234375,4114.50341796875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23302-04-01","327",0,3,30,1,3083000202,6.53553327918053,9,263751.46875,106862.8828125,16351.0576171875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23303-04-01","327",0,3,30,1,3083000203,8.60653328895569,11,505317.4375,204184.46875,23724.357421875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23304-04-01","327",0,3,30,1,3083000204,6.97193330526352,8,190922.59375,77293.6875,11086.40625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23306-04-01","327",0,3,30,1,3083000206,2.46146667003632,3,47972.99609375,19438.005859375,7896.92041015625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23307-04-01","327",0,3,30,1,3083000207,3.24813336133957,5,255103.390625,102986.75,31706.44140625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23308-04-01","327",0,3,30,1,3083000208,4.34036660194397,6,227559.3125,92428.5703125,21295.107421875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23310-04-01","327",0,3,30,1,3083000210,5.44649994373322,7,155492.953125,62807.8671875,11531.78515625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23312-04-01","327",0,3,30,1,3083000212,4.14843329787254,6,213336.375,86355.859375,20816.5,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23401-04-01","308",0,3,30,1,2308300040103,4.46666663885117,6,214541.28125,84213.7890625,18853.833984375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23402-04-01","308",0,3,30,1,3083000402,7.29619991779327,11,234944.5,89864.2265625,12316.5791015625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23404-04-01","308",1,3,31,1,2308300040405,4.90753334760666,6,156021.484375,61195.3046875,12469.6669921875,11463.4453125,16304.146484375,21257.646484375,30234.173828125,1
"H23404-04-02","308",1,3,31,1,3083000404,2.33659997582436,3,274906.09375,105219.5625,45031.0546875,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23405-04-01","308",0,3,30,1,3083000405,4.39620000123978,5,212775.90625,81243.09375,18480.298828125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23406-04-01","308",0,3,30,1,3083000406,3.78716665506363,5,219014.703125,83635.453125,22083.912109375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23407-04-01","308",0,3,30,1,3083000407,3.68803328275681,5,216928.046875,82926.015625,22485.16015625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23407-04-02","308",0,3,30,1,,2.25916665792465,3,172441.484375,66006.875,29217.35546875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23408-04-01","308",0,3,30,1,3083000408,4.55643326044083,7,172465.515625,67787.703125,14877.361328125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23410-04-01","308",0,3,30,1,3083000410,3.52283337712288,5,399043.0625,156677.046875,44474.7265625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23411-04-01","308",0,3,30,1,3083000411,4.37546664476395,6,236804.734375,94078.609375,21501.388671875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23412-04-01","308",0,3,30,1,3083000412,4.50843332707882,7,268862.9375,102722.5625,22784.537109375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23502-04-01","309",0,3,30,1,3093000102,0.992266654968262,1,141639.875,57600.6015625,58049.51953125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23503-04-01","309",0,3,30,1,2309300010302,3.65336662530899,4,284526.5,115923.03125,31730.466796875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23503-04-02","309",0,3,30,1,2309300010303,4.79843330383301,7,540343.5,221821.125,46227.82421875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23503-04-03","309",0,3,30,1,30309300010304,3.98176661133766,6,240619.359375,98551.359375,24750.662109375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23503-04-04","309",0,3,30,1,3093000103,4.99936664104462,6,443579.0625,181208.390625,36246.26953125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23504-04-01","309",1,3,31,1,3093000104,6.32953330874443,8,303084.8125,123437.53125,19501.837890625,11463.4453125,16304.146484375,21257.646484375,30234.173828125,1
"H23505-04-01","309",0,3,30,1,3093000105,4.20676666498184,6,585474,238513.703125,56697.62890625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23506-04-01","309",0,3,30,1,3093000106,8.12390002608299,11,465901.53125,189929.3125,23379.080078125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23506-04-02","309",0,3,30,1,,2.11826664209366,3,180953.625,73702.625,34793.8359375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23507-04-01","309",1,3,31,1,3093000107,3.52993333339691,4,343228.78125,140380.234375,39768.5234375,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23508-04-01","309",0,3,30,1,3093000108,1.74963337182999,2,222036.40625,90953.8125,51984.49609375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23509-04-01","309",1,3,31,1,230930001090308,7.33293333649635,9,312325.8125,128083.625,17466.90234375,11463.4453125,16304.146484375,21257.646484375,30234.173828125,1
"H23509-04-02","304",1,3,31,1,3093000109,3.51029992103577,4,768305.125,307797.15625,87684.0078125,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23509-04-03","305",0,3,30,1,309300010903,2.87993332743645,4,273345.53125,109574.234375,38047.48828125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23510-04-01","309",1,3,31,1,3093000110,5.80083334445953,7,385106.3125,157649.78125,27177.091796875,11463.4453125,16304.146484375,21257.646484375,30234.173828125,1
"H23510-04-02","309",1,3,31,1,,4.12009996175766,6,258134.359375,105910.6328125,25705.83984375,11463.4453125,16304.146484375,21257.646484375,30234.173828125,1
"H23513-04-01","309",1,3,31,1,3093000113,3.77399997413158,6,1317310.875,537883.875,142523.546875,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23601-04-01","309",0,3,30,1,3093000201,4.26080000400543,5,156974.921875,63149.73046875,14821.0966796875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23601-04-02","309",0,3,30,1,,1.34433332085609,2,117116.8046875,47049.1640625,34998.140625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23601-04-03","301",0,3,30,1,,1.87916666269302,2,259869.59375,106391.0546875,56616.08203125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23603-04-01","309",0,3,30,1,3093000203,3.91826665401459,6,462761.84375,186153.171875,47509.0625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23604-04-01","309",0,3,30,1,3093000204,1.6365333199501,2,80894.1015625,32379.77734375,19785.58984375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23605-04-01","309",0,3,30,1,3093000205,3.72353327274323,4,274563.96875,111054.375,29824.998046875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23606-04-01","309",0,3,30,1,3093000206,4.72726666927338,7,608308.8125,242194.59375,51233.5390625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23607-04-01","309",0,3,30,1,2309300020710,2.73916664719582,4,325638.625,128215.828125,46808.3359375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23607-04-02","309",0,3,30,1,3093000207,4.1110999584198,5,648409,255779.5,62216.8046875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23607-04-03","309",0,3,30,1,309300020703,4.1132333278656,5,387769.9375,153033.09375,37205.05859375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23607-04-04","309",0,3,30,1,309300020706,4.13493326306343,6,491170.875,193299.796875,46747.984375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23607-04-05","309",0,3,30,1,,1.63449996709824,2,492281.96875,195005.09375,119305.65625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23608-04-01","309",0,3,30,1,3093000208,6.64513331651688,8,345772.6875,136640.734375,20562.52734375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23610-04-01","309",0,3,30,1,3093000210,0.86273330450058,1,91145.96875,35842.0546875,41544.76953125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23701-04-01","330",0,3,30,1,3101000101,3.20643329620361,4,256077.421875,103215.40625,32190.099609375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23701-04-02","330",0,3,30,1,,2.34916666150093,3,381382.21875,153690.546875,65423.43359375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23702-04-01","310",1,3,31,1,3101000102,2.70226663351059,3,204700.03125,83276.5,30817.27734375,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23703-04-01","310",1,3,31,1,3101000103,3.65843325853348,5,852914.3125,347053.34375,94863.9296875,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23705-04-01","310",0,3,30,1,3101000105,4.33826667070389,5,322205.0625,131154.90625,30232.099609375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23707-04-01","310",1,3,31,1,3101000107,3.59176659584045,5,384187.46875,154746.875,43083.77734375,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23708-04-01","310",0,3,30,1,3101000108,3.75176668167114,5,404644.65625,162698.640625,43365.875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23708-04-02","310",1,3,31,1,310100010801,5.43703335523605,7,286414.375,116648.359375,21454.412109375,11463.4453125,16304.146484375,21257.646484375,30234.173828125,1
"H23708-04-03","102",1,1,11,1,310100010805,4.03843329846859,6,858046.5625,343358.40625,85022.6796875,11463.4453125,17313.681640625,21257.646484375,32106.240234375,0
"H23709-04-01","310",1,3,31,1,3101000109,5.84630000591278,6,504524.53125,203127.96875,34744.703125,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23710-04-01","330",0,3,30,1,3101000110,1.6365333199501,2,193620.25,78023.9921875,47676.3828125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23710-04-02","310",1,3,31,1,310100011003,0.773800015449524,1,61946.57421875,24959.205078125,32255.369140625,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23801-04-01","330",1,3,31,1,3101000401,5.24326664209366,6,691434.625,278107.9375,53040.96875,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23802-04-01","330",1,3,31,1,3101000402,1.86756664514542,2,228886.640625,91767.4765625,49137.45703125,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23804-04-01","330",0,3,30,1,3101000404,5.11856666207314,7,298464.8125,117827.953125,23019.716796875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23806-04-01","330",1,3,31,1,3101000406,5.9434666633606,7,980896.3125,398694.34375,67081.109375,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23806-04-02","330",1,3,31,1,,2.73416668176651,4,260370.875,102499.921875,37488.54296875,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23808-04-01","330",1,3,31,1,3101000408,3.91676664352417,5,401862.15625,161407.25,41209.30859375,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23809-04-01","330",1,3,31,1,3101000409,3.63159996271133,4,344575.9375,135419.78125,37289.2890625,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23810-04-01","330",1,3,31,1,3101000410,4.20463341474533,5,319270.96875,128455.3125,30550.89453125,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23811-04-01","330",1,3,31,1,3101000411,3.65763327479362,5,335481.5,132200.09375,36143.6171875,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23812-04-01","330",1,3,31,1,3101000412,3.37620002031326,4,160589.828125,63199.78125,18719.205078125,11463.4453125,16304.146484375,21257.646484375,30234.173828125,1
"H23813-04-01","330",1,3,31,1,3101000413,2.09993331134319,3,313849.21875,123354.8203125,58742.2578125,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H23901-04-01","310",0,3,30,1,3103000601,2.80369997024536,4,193202.921875,78452.265625,27981.69140625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23902-04-01","310",0,3,30,1,3103000602,7.14853331446648,9,250135.65625,101547.828125,14205.4072265625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23903-04-01","310",0,3,30,1,3103000603,0.863699972629547,1,277756.78125,112749.9296875,130542.9375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23904-04-01","310",0,3,30,1,3103000604,1.86176663637161,2,231168.25,93140.6015625,50028.07421875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23905-04-01","310",0,3,30,1,3103000605,6.5715999007225,9,553248.5625,221810.234375,33752.8515625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23905-04-02","310",0,3,30,1,,1.64813333749771,2,101918.125,40893.3046875,24811.890625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H23906-04-01","310",0,3,30,1,3103000606,5.98076662421227,8,464522.8125,187086.953125,31281.43359375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23907-04-01","310",0,3,30,1,3103000607,0.992266654968262,1,215920.125,86748.34375,87424.4296875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23908-04-01","310",0,3,30,1,3103000608,4.43366664648056,6,373397.6875,150397.453125,33921.6875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H23909-04-01","310",0,3,30,1,3103000609,2.64136666059494,3,410920.625,165284.0625,62575.20703125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24201-04-01","330",1,3,31,1,3103000901,2.61236667633057,3,191176.59375,77779.703125,29773.654296875,11463.4453125,16304.146484375,21257.646484375,30234.173828125,1
"H24202-04-01","330",1,3,31,1,3103000902,4.54659995436668,7,335876.21875,136945.09375,30120.330078125,11463.4453125,16304.146484375,21257.646484375,30234.173828125,1
"H24203-04-01","330",1,3,31,1,3103000903,5.545933380723,8,520876.53125,212406.90625,38299.578125,11463.4453125,16304.146484375,21257.646484375,30234.173828125,0
"H24203-04-02","330",1,3,31,1,,2.11249999701977,3,103743.859375,42263.5859375,20006.431640625,11463.4453125,16304.146484375,21257.646484375,30234.173828125,1
"H24204-04-01","330",1,3,31,1,3103000904,7.10210004448891,9,275881.34375,112372.3828125,15822.416015625,11463.4453125,16304.146484375,21257.646484375,30234.173828125,1
"H24205-04-01","330",0,3,30,1,3103000905,1.59560000896454,2,215963.78125,87033.2890625,54545.8046875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24205-04-02","330",0,3,30,1,,2.24750000238419,3,289213.21875,116567.4140625,51865.3671875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24206-04-01","330",0,3,30,1,3103000906,4.63993334770203,7,238138.265625,96941.6171875,20892.890625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24207-04-01","330",0,3,30,1,3103000907,2.60996666550636,4,201275.203125,81100.7265625,31073.47265625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24208-04-01","330",0,3,30,1,3103000908,4.70176665484905,7,223816.796875,90176.546875,19179.291015625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24209-04-01","330",0,3,30,1,3103000909,5.17596662044525,7,261049.125,105159.875,20316.953125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24209-04-02","330",0,3,30,1,,1.87916666269302,2,284489.65625,114648.765625,61010.4296875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24210-04-01","330",1,3,31,1,3103000910,4.17180001735687,5,255478.78125,102931.09375,24673.064453125,11463.4453125,16304.146484375,21257.646484375,30234.173828125,1
"H24210-04-02","330",1,3,31,1,,1.87916666269302,2,123766.7890625,49878.19140625,26542.71875,11463.4453125,16304.146484375,21257.646484375,30234.173828125,1
"H24401-04-01","310",0,3,30,1,3103001201,3.82136659324169,6,241042.125,97861.28125,25608.974609375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24401-04-02","310",0,3,30,1,310300120102,3.23596662282944,4,219608.390625,88504.671875,27350.3046875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24403-04-01","310",0,3,30,1,3103001203,2.60076659917831,3,358212.46875,145468.671875,55932.99609375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24403-04-02","310",0,3,30,1,,1.87916666269302,3,331070.03125,134640.609375,71649.1015625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24407-04-01","310",0,3,30,1,3103001207,6.55449998378754,8,519533.15625,211023.765625,32195.25,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24408-04-01","310",0,3,30,1,3103001208,0.992266654968262,1,181780.671875,73212.4609375,73783.046875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24409-04-01","310",0,3,30,1,3103001209,8.60443329811096,11,434140.4375,176557.140625,20519.322265625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24411-04-01","310",0,3,30,1,3103001211,5.24509999155998,7,372764.9375,150082.359375,28613.822265625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24502-04-01","311",0,3,30,1,3111000102,4.3746999502182,6,307786.03125,125001.2890625,28573.68359375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24505-04-01","311",0,3,30,1,3111000105,6.95769989490509,9,500178.25,203758.65625,29285.34765625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24506-04-01","311",0,3,30,1,30311100010603,2.92993330955505,4,142609.828125,57448.25,19607.357421875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24506-04-02","311",0,3,30,1,30311100010608,4.60163331031799,5,133337.140625,53701.96484375,11670.1962890625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24507-04-01","311",0,3,30,1,3111000107,3.27263331413269,4,258794.359375,105155.3125,32131.712890625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24509-04-01","311",1,3,31,1,3111000109,5.41360002756119,7,234348.296875,95239.3125,17592.6015625,11463.4453125,16304.146484375,21257.646484375,30234.173828125,1
"H24510-04-01","311",0,3,30,1,30311100011017,6.22489988803864,8,2103621,866443.875,139190.015625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24511-04-01","311",0,3,30,1,3111000111,5.03666661679745,8,211618.734375,85258.609375,16927.5859375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24512-04-01","311",1,3,31,1,3111000112,5.03426659107208,7,218549.015625,88066.1171875,17493.3359375,11463.4453125,16304.146484375,21257.646484375,30234.173828125,1
"H24601-04-01","311",0,3,30,1,3113000301,4.76123332977295,5,296715.875,118718.78125,24934.458984375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24603-04-01","311",0,3,30,1,2311300030305,3.83200001716614,5,157050.625,63189.7421875,16490.015625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24604-04-01","311",0,3,30,1,3113000304,4.99676668643951,7,191503.859375,76602.2890625,15330.37109375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24605-04-01","311",0,3,30,1,3113000305,4.25736659765244,5,384191.0625,154622.46875,36318.8046875,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24606-04-01","311",0,3,30,1,3113000306,3.10949997603893,5,309524.40625,121717.40625,39143.72265625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24608-04-01","311",0,3,30,1,3113000308,4.60136663913727,6,139462.640625,56093.640625,12190.6474609375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24610-04-01","311",0,3,30,1,3113000310,6.2016333937645,8,240984.109375,94826.25,15290.5283203125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24801-04-01","313",0,3,30,1,3133000101,0.773800015449524,1,108443.0390625,43772.19140625,56567.8359375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24802-04-01","313",0,3,30,1,3133000102,5.26926666498184,7,423095.625,171108.1875,32472.865234375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24802-04-02","313",0,3,30,1,313300010206,6.44746661186218,8,225626.3125,91258.140625,14154.1083984375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24803-04-01","313",0,3,30,1,3133000103,2.6267666220665,3,163119.296875,66048.40625,25144.375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24804-04-01","313",0,3,30,1,3133000104,0.86273330450058,1,74856.828125,30208.568359375,35014.95703125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24805-04-01","313",0,3,30,1,3133000105,4.2426333129406,6,420188.03125,170127.078125,40099.40625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24806-04-01","313",0,3,30,1,3133000106,3.36296665668488,4,334154,135193.0625,40200.53515625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24808-04-01","313",0,3,30,1,3133000108,2.8203666806221,4,242873.25,98332.796875,34865.25390625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H24809-04-01","313",0,3,30,1,3133000109,6.68863335251808,9,406184.4375,164353.9375,24572.125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H24811-04-01","313",0,3,30,1,3133000111,7.59420001506805,9,372235.375,150772.578125,19853.6484375,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H25001-04-01","313",0,3,30,1,3133000301,6.63446670770645,8,641843.75,261971.25,39486.40625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H25002-04-01","313",0,3,30,1,3133000302,5.84759992361069,8,276985.75,113659.2734375,19436.91015625,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,1
"H25003-04-01","313",0,3,30,1,3133000303,0.992266654968262,1,504813.3125,205801.765625,207405.703125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
"H25004-04-01","313",0,3,30,1,3133000304,4.08843329548836,6,337485.4375,137559.9375,33646.125,11463.4453125,15610.2099609375,21257.646484375,28947.34765625,0
