"hhid","district","urban","region","regurb","subreg","equiv","hsize","usize","nrrexp30","fnrfxp30","cpexp30","fcpexp30","welfare","plinen","ctpline","hpline","spline","poor_2019","quints","decile","qurban","qregion"
"2a6a9fb7838e45c0ab276efc1347cdd2",402,0,4,40,14,1.88109999895096,2,3,167272.984375,0,93538.5078125,0,49725.4296875,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,2,4,2,2
"2a7187b42b264744b3a9d30396eb7ae9",422,0,4,40,13,4.11763334274292,5,8,696226.9375,0,395381.5,0,96021.5390625,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,4,8,5,4
"2a85264bf5b74593930eae2103209224",212,0,2,20,5,3.49750000238419,5,5,213327.625,0,122327.9375,0,34975.8203125,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,1,1,2,1,1
"2a8818bbc9ca4387b66331f72ca7e262",230,0,2,20,4,4.9141665995121,6,6,510323.09375,27222.99609375,293486.8125,14542.19921875,59722.6015625,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,0,3,5,3,3
"2ab832b9019a4d45b3b1c5a93eb436d5",404,0,4,40,15,3.96283331513405,6,7,548955,0,305043.65625,0,76976.1484375,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,3,6,4,3
"2abb452a63654ddeadd351815d76cbc6",407,0,4,40,12,3.8649333268404,6,8,503833.28125,0,280438.8125,0,72559.8046875,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,3,6,4,3
"2ac0a1e73f624dfc91343ac47f68c9f4",117,0,1,10,3,3.89853340387344,5,5,390258,12661.9609375,213602.375,6800.19384765625,54790.4453125,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,2,4,3,1
"2ada189776a548d89a6c2f2bff16b5c2",314,0,3,30,8,5.20483323931694,7,7,526208.5,0,291890.5625,0,56080.67578125,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,2,4,3,4
"2aec52ee5834414abf0b648fd8248ac4",113,1,1,11,2,4.06403332948685,5,7,1312264,0,781098.625,0,192197.890625,11463.4453125,17313.681640625,30611.45703125,46233.65234375,0,5,10,4,5
"2aee74b721804ccca2432403b51cd36d",210,0,2,20,5,2.90986663103104,4,4,384338.34375,0,216203,0,74299.96875,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,0,3,6,4,4
"2af8d5fd8b2a4458b30dddd1f3d5a9b8",120,0,1,10,3,2.16600000858307,4,4,242996.46875,0,137242.953125,0,63362.3984375,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,3,5,3,2
"2afa53514ef44be0bb7140cfd74c1d38",306,1,3,31,8,2.64426666498184,3,5,603563,0,336847.25,0,127387.7734375,11463.4453125,16304.146484375,30611.45703125,43537.83203125,0,,,,
"2b11ec128a1249a9aaa725d1ab17bf15",313,0,3,30,11,0.773800015449524,1,1,5500,,3349.57373046875,,4328.73291015625,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,1,1,1,1,1
"2b158ee9160b4b6380262b810b96eaf0",201,0,2,20,4,2.31583333015442,3,3,147693.328125,0,82584.2265625,0,35660.6953125,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,1,1,2,1,1
"2b188fbe6b7d4db19e4f8e0ff91d4620",303,0,3,30,11,3.49326664209366,5,6,321970.09375,13275.37890625,177248.890625,7133.46484375,50740.15625,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,2,4,3,3
"2b330288fe5e430d97c750ee7d86941d",329,0,3,30,9,1.72643327713013,2,5,412974.90625,0,233128.25,0,135034.609375,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,5,9,5,5
"2b5700c4ed5e4ec8997a4236831cf10e",407,0,4,40,12,3.66659998893738,5,5,287133.5,0,166212.3125,0,45331.453125,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,2,3,2,2
"2b746e4a31414a8182d62f080eb05b40",302,0,3,30,9,0.773800015449524,1,4,181090.09375,92927.65625,102038.6953125,51031.109375,131867.015625,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,5,9,5,5
"2b7afe6f631548f48a9cfcb272c63cad",110,0,1,10,2,1.55783331394196,3,3,203115.25,0,111423.2890625,0,71524.5234375,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,3,6,4,2
"2b80b3ba5e2a48028b2fdff1c0491d2c",211,0,2,20,7,5.34159994125366,8,8,527878,0,285628.21875,0,53472.41015625,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,0,2,4,3,3
"2b881b680b65407e8de6fae209a281c1",321,0,3,30,9,2.54916666448116,4,4,279424.25,0,162223.359375,0,63637.80078125,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,3,5,3,4
"2b97e7e06f6641feb008f820fcd27c45",102,1,1,11,1,0.773800015449524,1,1,190909.78125,0,106598.2890625,0,137759.484375,11463.4453125,17313.681640625,30611.45703125,46233.65234375,0,5,9,4,4
"2b97ff1426c44de289a445eded0ccb86",408,0,4,40,15,4.27509996294975,6,6,248691.296875,0,138005.390625,0,32281.20703125,11463.4453125,15188.53515625,30611.45703125,40558.76171875,1,1,2,1,1
"2ba53240d78141a3b9617b79d9ac92be",113,1,1,11,2,3.5436332821846,4,8,1162013.125,54367.44140625,686393.625,29823.060546875,193697.703125,11463.4453125,17313.681640625,30611.45703125,46233.65234375,0,5,10,5,5
"2bb93aa429a7463d8fe20213eac6217a",415,0,4,40,13,1.86176663637161,2,2,839174.5625,85234.21875,454912.59375,45241.09375,244344.578125,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,5,10,5,5
"2bb93f7c98f748c88e4ed683a0aa0df0",303,0,3,30,11,4.79173335433006,6,7,362943.96875,25665.732421875,201076.078125,14094.3056640625,41963.12109375,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,2,3,2,3
"2bc61f86f4464846a8be939b5d6326db",418,0,4,40,14,1.52703332901001,2,3,429046.375,0,249064.875,0,163103.765625,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,5,9,5,5
"2be7329e10e5476cb60c21b3be722468",214,0,2,20,4,6.3738666176796,8,9,477386.28125,0,267528.4375,0,41972.70703125,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,0,2,3,2,2
"2bec695a80774434b93d95a49dfced8a",211,0,2,20,7,5.16670000553131,6,7,418470.125,0,238477.71875,0,46156.6796875,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,0,2,3,2,2
"2bf703d574344f36a037c7d7c64b5c01",307,0,3,30,9,2.52509999275208,3,3,473535.625,0,280442.3125,0,111061.8671875,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,4,8,5,5
"2bfb2d5d0484428fb2747b0cecd88b2b",226,0,2,20,4,6.30126667022705,8,8,452696.53125,0,247412.421875,0,39263.91796875,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,1,1,2,2,2
"2c0855f44ac340e2b0988c8dba22d4df",223,1,2,21,6,4.16413325071335,5,7,689113.5,0,380573.125,0,91393.1171875,11463.4453125,16547.525390625,30611.45703125,44187.7421875,0,,,,
"2c1a9a99c4364fa68ae89bf2ecf7eeb8",104,0,1,10,3,3.44676664471626,5,5,259810.734375,0,145779.046875,0,42294.43359375,11463.4453125,15946.951171875,30611.45703125,42584.00390625,1,2,3,2,1
"2c3db9307a7c4219aafb679d36f2be09",122,1,1,11,2,1.48379999399185,2,6,697680.5625,199347.28125,406676.9375,108992.5,274078,11463.4453125,17313.681640625,30611.45703125,46233.65234375,0,5,10,5,5
"2c43e276f7e94ef0af1888f2b51277c0",112,1,1,11,3,3.73676657676697,5,7,658447.5,0,367096.9375,0,98239.1953125,11463.4453125,17313.681640625,30611.45703125,46233.65234375,0,4,8,3,3
"2c61df53e09649b49a7da037174d0996",415,0,4,40,13,5.51759999990463,7,7,553155,0,317895.59375,0,57614.83203125,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,3,5,3,2
"2c6a0b01f8df427f944dc88e15550d44",226,0,2,20,4,3.22659999132156,5,5,195457.453125,45371.6640625,109374.75,24888.458984375,33897.83203125,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,1,1,2,1,1
"2c6cf92c21274e9a8650c9abd793f796",214,0,2,20,4,1.52703332901001,2,3,428962.4375,0,246893.515625,0,161681.8125,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,0,5,9,5,5
"2c86f891acf047ed8097ca1b4e2755e6",110,0,1,10,2,2.35319995880127,3,4,269354.53125,0,152693.171875,0,64887.4609375,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,3,5,3,2
"2c8e03b857bc459fb92fac9045dbcacf",124,0,1,10,2,2.8103666305542,5,9,631514,0,360435.875,0,128252.2578125,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,5,9,5,4
"2ca559391bad4f74a1c81b90c85d20da",230,0,2,20,4,7.55696660280228,10,10,837719,0,475674.28125,0,62945.13671875,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,0,3,5,3,4
"2ca89116526a4a69a090fcf154b3a068",405,1,4,41,13,3.67220002412796,4,4,609002.8125,0,337264.9375,0,91842.75,11463.4453125,16173.9326171875,30611.45703125,43190.125,0,4,7,3,4
"2ca912983d754b249b3e22257429128f",202,0,2,20,5,2.59196668863297,3,3,161168.703125,0,89741.140625,0,34622.796875,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,1,1,2,1,1
"2cb1f00388b745698cde84ee0091c1e5",415,0,4,40,13,4.79596662521362,7,8,705139.5625,0,390303.71875,0,81381.65625,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,4,7,4,4
"2cb797850b334f1e92c87498fc06141f",223,0,2,20,6,2.94213330745697,4,4,195406.84375,0,108244.015625,0,36790.99609375,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,1,1,2,1,2
"2cb7f630fc0a4e25bc66894bbe872f42",107,0,1,10,3,4.08706670999527,5,5,593530.5,0,322511.46875,0,78910.25,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,4,7,4,2
"2d020c466a584f56bb8428dc7d613986",226,0,2,20,4,4.52363330125809,6,6,461452.0625,0,261337.78125,0,57771.65625,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,0,3,5,3,3
"2d2c5254d89d44a281918e10f477b1b8",118,0,1,10,2,4.47693336009979,6,8,386299.875,0,213235.640625,0,47629.84375,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,2,4,2,1
"2d2e8f9e6d8e4e2892346c42fb30b271",302,0,3,30,9,0.86273330450058,1,1,108209.390625,0,60534.0234375,0,70165.3984375,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,3,6,4,4
"2d305d696eb545dabe6f90063342cdbc",303,0,3,30,11,2.42703330516815,3,3,200701.875,0,111593.828125,0,45979.51953125,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,2,3,2,3
"2d6b5d1b5929451998ee1d8302f0db26",210,0,2,20,5,7.26599997282028,10,15,1764205.375,0,970418.1875,0,133556.046875,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,0,5,9,5,5
"2d761d92f0234df79a38b7b53f7cfbeb",110,1,1,11,2,0.863699972629547,1,1,620436.5625,0,362343.0625,0,419524.21875,11463.4453125,17313.681640625,30611.45703125,46233.65234375,0,5,10,5,5
"2d8d01b938b04be8a21c937276f4a851",417,1,4,41,14,11.7356333732605,14,16,785595.6875,0,458175.375,0,39041.3828125,11463.4453125,16173.9326171875,30611.45703125,43190.125,1,1,2,1,1
"2d9fb7ca4e764d448ca445f70e9378db",212,1,2,21,5,4.60046657919884,6,9,402987.5625,0,225182.546875,0,48947.76171875,11463.4453125,16547.525390625,30611.45703125,44187.7421875,0,2,4,1,3
"2da33216d5e64e8b94e4c7978389945b",323,0,3,30,9,0.773800015449524,1,2,177782.390625,0,103247.109375,0,133428.671875,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,5,9,5,5
"2da3f0f2a4554941a479fee7d23a928c",417,1,4,41,14,0.863699972629547,1,4,1454703.875,0,880501.75,0,1019453.25,11463.4453125,16173.9326171875,30611.45703125,43190.125,0,5,10,5,5
"2db9bb876ffd4de3bf35e7b4c6d03c86",426,1,4,41,14,1.77433329820633,3,4,226838.84375,0,128044.3515625,0,72164.765625,11463.4453125,16173.9326171875,30611.45703125,43190.125,0,3,6,2,3
"2dccaa73a2344662a2071d34410deac2",403,0,4,40,12,2.77993330359459,4,4,309180.0625,0,172575.546875,0,62079.0234375,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,3,5,3,3
"2dceb45728754beda164191fb0329348",420,0,4,40,14,3.07176661491394,4,7,983287.75,0,541688.75,0,176344.375,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,5,9,5,5
"2dd7cb3b539646448126ab47c51525c1",405,0,4,40,13,1.5028333067894,2,2,318418.40625,0,181829.15625,0,120990.8984375,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,4,8,5,4
"2e005c9d33a1496889bc2668de51f031",318,1,3,31,8,4.16749998927116,6,7,399335.03125,0,223337.140625,0,53590.1953125,11463.4453125,16304.146484375,30611.45703125,43537.83203125,0,,,,
"2e6e5bbd66054d36a44f4aa2d3f97ab0",102,1,1,11,1,2.42843329906464,3,3,1075662.875,36244.9609375,597869.625,19465.607421875,246195.609375,11463.4453125,17313.681640625,30611.45703125,46233.65234375,0,5,10,5,5
"2e856f1055a9440ab29a01767377b8a8",302,0,3,30,9,2.69416666030884,4,4,250067.125,0,138368.984375,0,51358.73046875,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,,,,
"2e93c77dde734e4f8e2bf910deae99e6",307,1,3,31,9,4.44513326883316,5,5,643559.1875,108639.28125,359827.96875,58534.09375,80948.75,11463.4453125,16304.146484375,30611.45703125,43537.83203125,0,4,7,2,4
"2e9733cda05240f49b924ecbf59345f8",303,0,3,30,11,4.23146665096283,5,5,417879.625,0,228117.40625,0,53909.7734375,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,2,4,3,3
"2ea2a43b1e1943c7bdc4c6e239b5f390",410,1,4,41,14,4.81326662003994,7,8,2231989.5,60976.28125,1292123.5,33448.31640625,268450.4375,11463.4453125,16173.9326171875,30611.45703125,43190.125,0,5,10,5,5
"2ebeec35d766400bb532f402fe7533dc",113,1,1,11,2,2.68283334374428,4,4,985764.9375,0,563224.25,0,209936.359375,11463.4453125,17313.681640625,30611.45703125,46233.65234375,0,5,10,5,5
"2ec800b691134a6db7779b2dcac5099b",418,0,4,40,14,5.44459998607636,7,7,339417.125,0,187109.59375,0,34366.0859375,11463.4453125,15188.53515625,30611.45703125,40558.76171875,1,1,2,1,1
"2ef39f0a550b480b93b1cf6cc45a6768",415,0,4,40,13,0.992266654968262,1,1,113897.421875,0,63364.91015625,0,63858.75,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,3,5,3,3
"2f144f92a2b64dcdb520dec89307cd53",102,1,1,11,1,2.86843329668045,4,4,1698000.5,181224.796875,973569.75,97328.03125,339408.1875,11463.4453125,17313.681640625,30611.45703125,46233.65234375,0,5,10,5,5
"2f67bb8389de463ab688583c2d2e587b",405,0,4,40,13,8.02110001444817,9,9,1062323.125,0,593645.4375,0,74010.4765625,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,3,6,4,3
"2f68b099c50d417c83a3e0635884ecdb",319,0,3,30,11,0.992266654968262,1,1,174419.1875,92927.65625,94590.328125,49324.66015625,95327.53125,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,4,8,5,5
"2f6ccbe630f34e69950cf19e39da7897",113,0,1,10,2,2.34916666150093,3,3,353182.09375,105516.34375,200016.1875,57880.6015625,85143.4609375,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,4,7,4,3
"2f88edce67b24f7c8fdcb7ac4193e4d1",314,0,3,30,8,2.60083332657814,4,4,128705.875,0,71578.828125,0,27521.498046875,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,1,,,,
"2f949f34cc564134a80b1ae768b8044e",106,0,1,10,2,4.40193325281143,5,11,24668188,0,14402284,0,3271808.75,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,5,10,5,5
"2f9952ff230e43e5a88870c5dbaaa325",229,0,2,20,4,6.02083337306976,8,8,470443.78125,0,262748.625,0,43639.91015625,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,0,2,3,2,2
"2f99cc17b95e4975831157be7e36c887",312,0,3,30,10,4.28263330459595,5,6,252504.109375,0,139611.4375,0,32599.4375,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,1,1,2,1,2
"2fad42e069bc436ebc6e2fcfc7cc83d5",204,1,2,21,4,8.37456667423248,9,9,1167774.25,141433.890625,684061.3125,75958.0546875,81683.1875,11463.4453125,16547.525390625,30611.45703125,44187.7421875,0,4,7,2,4
"2fb38936615b4db3a67d76b621284603",410,0,4,40,14,3.67776666581631,5,7,677703.3125,0,389605.40625,0,105935.328125,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,4,8,5,4
"2fbcb4058ac741b1824b5549f01cc8ea",303,0,3,30,11,2.82249999046326,4,4,378391.59375,13275.37890625,206616.3125,7091.548828125,73203.296875,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,3,6,4,4
"2fca548371394d989c42a2857d246721",320,0,3,30,11,5.34059995412827,7,7,286451.25,0,158345.65625,0,29649.4140625,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,1,1,1,1,2
"2fd49877045b4ddaa361065cb2f763b0",223,0,2,20,6,4.39103335142136,6,6,167334.28125,0,91998.21875,0,20951.3828125,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,1,1,1,1,1
"2fdef796914c4c00a3f3164e76f43b57",418,0,4,40,14,2.87993329763412,4,4,204351.953125,0,120086.0625,0,41697.515625,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,2,3,2,1
"2ff16b6c314f401c91cfc00c577ff2f4",415,0,4,40,13,1.85596662759781,2,2,224125.78125,0,126427.1484375,0,68119.296875,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,3,6,4,3
"300de668bd2f4192b0fd5af97ba22f1f",411,1,4,41,14,2.78249999880791,5,5,399701.15625,0,227438.984375,0,81739.078125,11463.4453125,16173.9326171875,30611.45703125,43190.125,0,,,,
"301490cbb230436387d327b067738728",418,1,4,41,14,1.6365333199501,2,5,1287932.75,0,711466.375,0,434739.9375,11463.4453125,16173.9326171875,30611.45703125,43190.125,0,5,10,5,5
"30322018c45f4c6b95cec1f96fbea405",214,0,2,20,4,6.48559993505478,9,9,199738.15625,0,112763.4921875,0,17386.748046875,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,1,1,1,1,1
"30477ce0dc9d465dae89d2011c010da3",303,0,3,30,11,1.76606667041779,2,3,477095.5,26550.7578125,261973.921875,14476.966796875,148337.5,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,5,9,5,5
"3070915a431846e28dcff9ead5b40482",307,0,3,30,9,3.74160000681877,6,7,340660.0625,0,193262.1875,0,51652.28515625,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,2,4,3,3
"308f33600cbf4f14988e57d6c5d5d4dc",302,0,3,30,9,1.85596662759781,2,3,318293.34375,0,181075.578125,0,97564.0234375,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,4,8,5,5
"3092993cea854e41a868b870ae3c6c11",211,0,2,20,7,3.35616666078568,5,5,215379.84375,0,120171.0234375,0,35806.03515625,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,1,1,2,1,1
"30b36dc4f6bb4416970bd6680d83fd5f",112,1,1,11,3,5.88553336262703,7,8,945818.5625,0,521698.1875,0,88640.765625,11463.4453125,17313.681640625,30611.45703125,46233.65234375,0,4,7,3,3
"30ddabec2c5944838789dacbaf8846b3",113,1,1,11,2,1.95616662502289,3,3,289781.34375,0,167834.296875,0,85797.546875,11463.4453125,17313.681640625,30611.45703125,46233.65234375,0,4,7,3,3
"30fd059d28da4805b36fe8b0e8e389b2",122,0,1,10,2,5.88949993252754,8,8,574856.625,0,325972.28125,0,55348.0390625,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,2,4,3,1
"310356da4c8a4ea08d7fc34f77d68fec",106,0,1,10,2,3.2949333190918,5,5,390666.75,0,215154.640625,0,65298.6328125,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,3,5,3,2
"313d5c0c109b409cbefd0bbd0edda0ef",420,0,4,40,14,2.50603330135345,3,4,1240588,0,684229.0625,0,273032.71875,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,5,10,5,5
"314e0394767143658917172c39cd8104",418,0,4,40,14,3.2926332950592,4,6,478913.75,0,261716.515625,0,79485.4765625,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,4,7,4,4
"3186525b4ddd43b1a71a759e7090dc38",211,0,2,20,7,10.8189999461174,15,15,945357.375,0,518002,0,47878.91796875,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,0,2,4,2,3
"31a28b3746724f9d8c45280f0665e0cd",302,0,3,30,9,4.36843332648277,6,6,235304.71875,123903.5390625,129993.65625,68041.4765625,29757.5,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,1,1,1,1,2
"31a380eb55f54da7a140b4fa43663356",317,0,3,30,9,9.98486670851707,12,13,347242.25,0,192049.875,0,19234.095703125,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,1,1,1,1,1
"31a6de82f8264ce883f48e847dc45c48",418,0,4,40,14,2.17863336205482,3,5,629638.625,0,347845.90625,0,159662.4375,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,5,9,5,5
"31acd897c3d24c3fab2723e50152c386",110,0,1,10,2,3.38680005073547,4,5,350801.53125,0,194504.875,0,57430.28125,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,3,5,3,1
"31ad2ecbbb2b415fbe958982b5502c35",102,1,1,11,1,2.84509998559952,4,4,1793648.5,63428.6796875,1049048.875,34064.8125,368721.28125,11463.4453125,17313.681640625,30611.45703125,46233.65234375,0,5,10,5,5
"32145ef73438466dbbe4b732b3750c70",107,0,1,10,3,3.23186665773392,4,6,632388.375,0,351446.09375,0,108743.9921875,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,4,8,5,3
"32272b79d5e24586980bc3fcc226e34a",302,0,3,30,9,4.50826662778854,6,6,336676.5,0,186532.765625,0,41375.71875,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,1,2,3,2,3
"322c45f1688046189f475c05d96480a5",321,0,3,30,9,6.33203333616257,8,11,501337.1875,0,278224.875,0,43939.26171875,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,2,3,2,3
"325c40ba1d1048148d7f34c0354af262",110,0,1,10,2,5.67676667869091,8,8,1194151.5,0,647498.625,0,114061.1640625,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,4,8,5,3
"325f1113c3b448de8acd2a5f8453b98a",417,0,4,40,14,2.58916664123535,3,3,265397.90625,0,145327.375,0,56129.015625,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,,,,
"326cfa25f0a54505a7a8526f4d9dfd21",204,0,2,20,4,4.8242666721344,6,6,561952.3125,0,310913.34375,0,64447.79296875,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,0,,,,
"3270d977d6a2433e8686c62b9128713c",102,1,1,11,1,2.70226663351059,3,6,300928.625,0,170580.046875,0,63124.80078125,11463.4453125,17313.681640625,30611.45703125,46233.65234375,0,3,5,2,2
"3286a3c37b804f8c8d02a3193383a3be",105,0,1,10,2,4.04843327403069,6,6,472555.15625,0,260300.140625,0,64296.51171875,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,3,5,3,2
"3290dc38c12b4bdf8a98096dc5fce083",315,0,3,30,9,6.18176665902138,9,9,326743.0625,0,182588.875,0,29536.681640625,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,1,1,1,1,2
"329cfc32423747e2a8ae5a3384a858aa",302,0,3,30,9,4.19929999113083,5,6,320926.625,0,181261.6875,0,43164.73828125,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,2,3,2,3
"329f52994cea49f4b47bbfd5b2fdcf96",321,0,3,30,9,2.6267666220665,3,3,498109.78125,0,275433.96875,0,104856.65625,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,4,8,5,5
"32a33545ccab4a899b9d087573f4aa2f",311,0,3,30,8,3.17950001358986,5,5,196114.28125,0,111411.578125,0,35040.59765625,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,1,,,,
"32c5d81512f14980ae02591ccf41dc9c",124,0,1,10,2,3.74159994721413,6,6,648979.75,25323.921875,363733.25,13441.572265625,97213.2890625,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,4,8,5,3
"32dd7b6c6bde4c1a80d67fc52dea5f02",410,0,4,40,14,3.64403331279755,4,10,3529559,0,1977644.875,0,542707.6875,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,5,10,5,5
"32de07e83cd04c1986535b1731f9db05",410,0,4,40,14,2.97036665678024,4,4,447387.75,0,252286.703125,0,84934.53125,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,4,7,4,4
"32e86c42baf14a2a80377b9206c590f0",212,0,2,20,5,7.69923329353333,10,11,276802.8125,0,154795.484375,0,20105.3125,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,1,1,1,1,1
"33432ba5d808486ca9a0dc3ff2fc8864",422,0,4,40,13,2.5961666405201,4,4,268621.59375,0,150478.09375,0,57961.6484375,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,3,5,3,2
"336eaf99465645a9a411f706b1eefd43",324,0,3,30,8,1.25433331727982,2,2,122713.6953125,0,68485.6875,0,54599.2734375,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,0,,,,
"33a6238ec98a4acb847dfbae8aa40837",102,1,1,11,1,2.96596664190292,4,5,970535.1875,0,543181.0625,0,183137.953125,11463.4453125,17313.681640625,30611.45703125,46233.65234375,0,5,10,4,5
"33af3617495d4f3f80a818e50cceb735",111,0,1,10,2,3.37596666812897,4,5,584803.6875,0,322674.4375,0,95579.8671875,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,4,8,5,3
"33c7964fa7204590af3946a5efff2be6",225,0,2,20,6,2.48863333463669,3,5,557870.625,0,315151.96875,0,126636.5625,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,0,5,9,5,5
"3400615dacda4c37915779e136c3994c",215,0,2,20,6,3.1115999519825,5,5,1280314.75,680574.875,702984.3125,373736.875,225923.75,11463.4453125,15445.5849609375,30611.45703125,41245.17578125,0,5,10,5,5
"341ef9934a084507a5f4744b74088cf2",107,0,1,10,3,7.74083343148232,10,12,1947698.625,0,1102119.125,0,142377.328125,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,5,9,5,4
"342c733cafbc4e68923e2a8ab905fc89",102,1,1,11,1,0.992266654968262,1,3,1986013.5,0,1100647.75,0,1109225.75,11463.4453125,17313.681640625,30611.45703125,46233.65234375,0,5,10,5,5
"3431ae3c4f4c4c0381f084737f81e258",403,0,4,40,12,4.7126333117485,7,8,867352.25,0,474917.8125,0,100775.4609375,11463.4453125,15188.53515625,30611.45703125,40558.76171875,0,4,8,5,4
"343c4a71954644129e20683fce734b24",117,0,1,10,3,4.7282999753952,7,7,510124.375,0,286532.4375,0,60599.4609375,11463.4453125,15946.951171875,30611.45703125,42584.00390625,0,3,5,3,2
"344fd6f624a940098ce14612c4439ed4",323,0,3,30,9,5.79509997367859,7,9,386024.0625,0,215772.59375,0,37233.62890625,11463.4453125,15610.2099609375,30611.45703125,41684.78515625,1,1,2,2,2
