"interview__key","EA_code","programme_id","s11q03"
"76-04-95-30","ae7bb6fd7ff54143ae6ee473fdcc7afc",3,2
"76-04-95-30","ae7bb6fd7ff54143ae6ee473fdcc7afc",1,1
"76-04-95-30","ae7bb6fd7ff54143ae6ee473fdcc7afc",2,1
"24-46-40-79","af8d7a4a02504bb7821e271ac62d45fd",1,2
"24-46-40-79","af8d7a4a02504bb7821e271ac62d45fd",5,2
"24-46-40-79","af8d7a4a02504bb7821e271ac62d45fd",2,1
"24-46-40-79","af8d7a4a02504bb7821e271ac62d45fd",4,1
"24-46-40-79","af8d7a4a02504bb7821e271ac62d45fd",3,1
"25-20-92-54","afa09473cbcc44dfbe78de562eaa298f",1,1
"25-20-92-54","afa09473cbcc44dfbe78de562eaa298f",5,1
"25-20-92-54","afa09473cbcc44dfbe78de562eaa298f",2,1
"25-20-92-54","afa09473cbcc44dfbe78de562eaa298f",3,1
"25-20-92-54","afa09473cbcc44dfbe78de562eaa298f",4,1
"13-55-77-20","b01c536bdb1a45b898dab000df0f3267",5,2
"13-55-77-20","b01c536bdb1a45b898dab000df0f3267",2,2
"13-55-77-20","b01c536bdb1a45b898dab000df0f3267",3,1
"13-55-77-20","b01c536bdb1a45b898dab000df0f3267",1,2
"13-55-77-20","b01c536bdb1a45b898dab000df0f3267",4,2
"80-63-59-73","b0f9243778a344a8a72fc524a6863f9a",4,1
"80-63-59-73","b0f9243778a344a8a72fc524a6863f9a",2,1
"80-63-59-73","b0f9243778a344a8a72fc524a6863f9a",3,1
"80-63-59-73","b0f9243778a344a8a72fc524a6863f9a",1,1
"80-63-59-73","b0f9243778a344a8a72fc524a6863f9a",5,2
"47-97-04-43","b1884aea03a844029e86334683703b09",3,1
"47-97-04-43","b1884aea03a844029e86334683703b09",2,1
"47-97-04-43","b1884aea03a844029e86334683703b09",5,2
"47-97-04-43","b1884aea03a844029e86334683703b09",4,1
"47-97-04-43","b1884aea03a844029e86334683703b09",1,1
"80-00-26-34","b20b2988cc4140df81890d31bb284697",5,2
"80-00-26-34","b20b2988cc4140df81890d31bb284697",1,1
"80-00-26-34","b20b2988cc4140df81890d31bb284697",2,1
"80-00-26-34","b20b2988cc4140df81890d31bb284697",4,1
"80-00-26-34","b20b2988cc4140df81890d31bb284697",3,1
"72-13-08-02","b21b3ee4c5394287abdaa88134b11078",1,2
"72-13-08-02","b21b3ee4c5394287abdaa88134b11078",4,2
"72-13-08-02","b21b3ee4c5394287abdaa88134b11078",5,1
"72-13-08-02","b21b3ee4c5394287abdaa88134b11078",2,1
"72-13-08-02","b21b3ee4c5394287abdaa88134b11078",3,2
"36-87-56-87","b289994ae63440efbf4bd086457f67c8",5,2
"36-87-56-87","b289994ae63440efbf4bd086457f67c8",3,2
"36-87-56-87","b289994ae63440efbf4bd086457f67c8",2,1
"36-87-56-87","b289994ae63440efbf4bd086457f67c8",1,2
"36-87-56-87","b289994ae63440efbf4bd086457f67c8",4,2
"89-20-72-11","b32dc85cbfb145db9b0787c8bdf3b7d0",1,1
"89-20-72-11","b32dc85cbfb145db9b0787c8bdf3b7d0",2,1
"89-20-72-11","b32dc85cbfb145db9b0787c8bdf3b7d0",3,1
"89-20-72-11","b32dc85cbfb145db9b0787c8bdf3b7d0",4,1
"89-20-72-11","b32dc85cbfb145db9b0787c8bdf3b7d0",5,1
"81-20-77-29","b389c239719a4796854b290e12631dbb",1,1
"81-20-77-29","b389c239719a4796854b290e12631dbb",2,1
"81-20-77-29","b389c239719a4796854b290e12631dbb",5,1
"81-20-77-29","b389c239719a4796854b290e12631dbb",4,1
"81-20-77-29","b389c239719a4796854b290e12631dbb",3,1
"81-61-50-13","b6c40689d08f41cfbcd481e1deb14577",2,1
"81-61-50-13","b6c40689d08f41cfbcd481e1deb14577",1,1
"81-61-50-13","b6c40689d08f41cfbcd481e1deb14577",4,1
"81-61-50-13","b6c40689d08f41cfbcd481e1deb14577",5,1
"81-61-50-13","b6c40689d08f41cfbcd481e1deb14577",3,1
"71-01-18-75","b8dcc618f4c342b3aee3d0ff6ce21e8f",2,1
"71-01-18-75","b8dcc618f4c342b3aee3d0ff6ce21e8f",1,1
"71-01-18-75","b8dcc618f4c342b3aee3d0ff6ce21e8f",3,1
"71-01-18-75","b8dcc618f4c342b3aee3d0ff6ce21e8f",4,1
"71-01-18-75","b8dcc618f4c342b3aee3d0ff6ce21e8f",5,2
"54-78-39-35","b92650e55fb14845840d3f164fba1491",1,1
"54-78-39-35","b92650e55fb14845840d3f164fba1491",4,2
"54-78-39-35","b92650e55fb14845840d3f164fba1491",3,1
"54-78-39-35","b92650e55fb14845840d3f164fba1491",2,1
"54-78-39-35","b92650e55fb14845840d3f164fba1491",5,2
"37-30-82-94","b959c6a261f04e80967f5261a5095c64",1,1
"37-30-82-94","b959c6a261f04e80967f5261a5095c64",4,1
"37-30-82-94","b959c6a261f04e80967f5261a5095c64",2,1
"37-30-82-94","b959c6a261f04e80967f5261a5095c64",5,1
"37-30-82-94","b959c6a261f04e80967f5261a5095c64",3,1
"42-83-16-09","baa361cd94c74ceb900b4fe3cabbdbba",2,1
"42-83-16-09","baa361cd94c74ceb900b4fe3cabbdbba",4,2
"42-83-16-09","baa361cd94c74ceb900b4fe3cabbdbba",1,1
"42-83-16-09","baa361cd94c74ceb900b4fe3cabbdbba",3,1
"42-83-16-09","baa361cd94c74ceb900b4fe3cabbdbba",5,2
"59-24-40-04","bc01a17fd5d245e2a35d78b99bb04187",2,1
"59-24-40-04","bc01a17fd5d245e2a35d78b99bb04187",5,1
"59-24-40-04","bc01a17fd5d245e2a35d78b99bb04187",4,2
"59-24-40-04","bc01a17fd5d245e2a35d78b99bb04187",3,2
"59-24-40-04","bc01a17fd5d245e2a35d78b99bb04187",1,2
"37-77-55-14","bc2bf51e178c42e1bc7de3ade20338d5",3,1
"37-77-55-14","bc2bf51e178c42e1bc7de3ade20338d5",2,2
"37-77-55-14","bc2bf51e178c42e1bc7de3ade20338d5",1,2
"37-77-55-14","bc2bf51e178c42e1bc7de3ade20338d5",5,2
"37-77-55-14","bc2bf51e178c42e1bc7de3ade20338d5",4,2
"14-85-95-70","bea4b4b78acc42a6a591220eff1ca34e",3,1
"14-85-95-70","bea4b4b78acc42a6a591220eff1ca34e",5,1
"14-85-95-70","bea4b4b78acc42a6a591220eff1ca34e",4,1
"14-85-95-70","bea4b4b78acc42a6a591220eff1ca34e",1,1
"14-85-95-70","bea4b4b78acc42a6a591220eff1ca34e",2,1
"91-10-01-18","bedf52b414be4498a687aa04f00db6bf",4,1
"91-10-01-18","bedf52b414be4498a687aa04f00db6bf",3,1
"91-10-01-18","bedf52b414be4498a687aa04f00db6bf",2,1
"91-10-01-18","bedf52b414be4498a687aa04f00db6bf",1,1
"91-10-01-18","bedf52b414be4498a687aa04f00db6bf",5,2
"90-46-30-94","bfaec23e25e948f2b4be3e00fb79e2ba",3,1
"90-46-30-94","bfaec23e25e948f2b4be3e00fb79e2ba",2,1
"90-46-30-94","bfaec23e25e948f2b4be3e00fb79e2ba",5,2
"90-46-30-94","bfaec23e25e948f2b4be3e00fb79e2ba",1,2
"90-46-30-94","bfaec23e25e948f2b4be3e00fb79e2ba",4,1
"88-67-72-87","c05e5755364f4c9eb48addd0418e8f5d",4,2
"88-67-72-87","c05e5755364f4c9eb48addd0418e8f5d",1,2
"88-67-72-87","c05e5755364f4c9eb48addd0418e8f5d",3,2
"88-67-72-87","c05e5755364f4c9eb48addd0418e8f5d",2,1
"88-67-72-87","c05e5755364f4c9eb48addd0418e8f5d",5,2
"21-18-44-50","c0cdc564be864ac698cba75135459a5e",4,2
"21-18-44-50","c0cdc564be864ac698cba75135459a5e",2,1
"21-18-44-50","c0cdc564be864ac698cba75135459a5e",5,2
"21-18-44-50","c0cdc564be864ac698cba75135459a5e",3,2
"21-18-44-50","c0cdc564be864ac698cba75135459a5e",1,1
"96-93-21-70","c1b998e93a934a8cb45545fc66b93d36",3,1
"96-93-21-70","c1b998e93a934a8cb45545fc66b93d36",2,1
"96-93-21-70","c1b998e93a934a8cb45545fc66b93d36",4,1
"96-93-21-70","c1b998e93a934a8cb45545fc66b93d36",5,2
"96-93-21-70","c1b998e93a934a8cb45545fc66b93d36",1,1
"08-27-94-74","c1dbf4334e904dc1b6b93391efe6de15",4,2
"08-27-94-74","c1dbf4334e904dc1b6b93391efe6de15",5,2
"08-27-94-74","c1dbf4334e904dc1b6b93391efe6de15",1,2
"08-27-94-74","c1dbf4334e904dc1b6b93391efe6de15",3,1
"08-27-94-74","c1dbf4334e904dc1b6b93391efe6de15",2,1
"96-05-76-94","c417d5092fa04356addbe1ab9f6c471d",5,2
"96-05-76-94","c417d5092fa04356addbe1ab9f6c471d",2,2
"96-05-76-94","c417d5092fa04356addbe1ab9f6c471d",3,2
"96-05-76-94","c417d5092fa04356addbe1ab9f6c471d",4,1
"96-05-76-94","c417d5092fa04356addbe1ab9f6c471d",1,1
"33-46-89-47","c441996b11764b4a9b89ffa9e072e594",5,2
"33-46-89-47","c441996b11764b4a9b89ffa9e072e594",4,1
"33-46-89-47","c441996b11764b4a9b89ffa9e072e594",3,2
"33-46-89-47","c441996b11764b4a9b89ffa9e072e594",1,1
"33-46-89-47","c441996b11764b4a9b89ffa9e072e594",2,1
"86-65-40-94","c5a736b38a4843b68ddf780785c9403e",1,1
"86-65-40-94","c5a736b38a4843b68ddf780785c9403e",3,1
"86-65-40-94","c5a736b38a4843b68ddf780785c9403e",2,1
"86-65-40-94","c5a736b38a4843b68ddf780785c9403e",5,1
"86-65-40-94","c5a736b38a4843b68ddf780785c9403e",4,1
"40-59-35-84","c63d7a3af8c74ccca231ecfa5dffb50b",5,2
"40-59-35-84","c63d7a3af8c74ccca231ecfa5dffb50b",2,1
"40-59-35-84","c63d7a3af8c74ccca231ecfa5dffb50b",3,2
"40-59-35-84","c63d7a3af8c74ccca231ecfa5dffb50b",4,1
"40-59-35-84","c63d7a3af8c74ccca231ecfa5dffb50b",1,1
"41-29-42-22","cb6f1ca5c1d84fe4be8e6d65f1ecb6ee",3,1
"41-29-42-22","cb6f1ca5c1d84fe4be8e6d65f1ecb6ee",2,1
"41-29-42-22","cb6f1ca5c1d84fe4be8e6d65f1ecb6ee",1,2
"41-29-42-22","cb6f1ca5c1d84fe4be8e6d65f1ecb6ee",5,1
"41-29-42-22","cb6f1ca5c1d84fe4be8e6d65f1ecb6ee",4,1
"20-19-89-31","cc21c380258748b09434448dd3cd19d6",1,1
"20-19-89-31","cc21c380258748b09434448dd3cd19d6",2,2
"20-19-89-31","cc21c380258748b09434448dd3cd19d6",3,1
"20-19-89-31","cc21c380258748b09434448dd3cd19d6",4,1
"20-19-89-31","cc21c380258748b09434448dd3cd19d6",5,2
"16-74-30-99","cc5224ac26434558b1870292cd790c14",4,2
"16-74-30-99","cc5224ac26434558b1870292cd790c14",3,1
"16-74-30-99","cc5224ac26434558b1870292cd790c14",5,1
"16-74-30-99","cc5224ac26434558b1870292cd790c14",2,1
"16-74-30-99","cc5224ac26434558b1870292cd790c14",1,2
"53-89-11-68","cc67d6bf9be34858953f0195bb61efdc",4,1
"53-89-11-68","cc67d6bf9be34858953f0195bb61efdc",3,1
"53-89-11-68","cc67d6bf9be34858953f0195bb61efdc",5,2
"53-89-11-68","cc67d6bf9be34858953f0195bb61efdc",2,1
"53-89-11-68","cc67d6bf9be34858953f0195bb61efdc",1,1
"66-28-67-92","cd53be65dbb54ae58e54c8e2e8876a98",5,1
"66-28-67-92","cd53be65dbb54ae58e54c8e2e8876a98",2,1
"66-28-67-92","cd53be65dbb54ae58e54c8e2e8876a98",3,1
"66-28-67-92","cd53be65dbb54ae58e54c8e2e8876a98",1,1
"66-28-67-92","cd53be65dbb54ae58e54c8e2e8876a98",4,1
"18-69-48-95","cdda605e7bf84e2998e7dc1b3f9fc012",4,1
"18-69-48-95","cdda605e7bf84e2998e7dc1b3f9fc012",3,1
"18-69-48-95","cdda605e7bf84e2998e7dc1b3f9fc012",5,2
"18-69-48-95","cdda605e7bf84e2998e7dc1b3f9fc012",2,1
"18-69-48-95","cdda605e7bf84e2998e7dc1b3f9fc012",1,1
"41-30-97-75","ce09e57177af41adadea55b1118f29be",3,1
"41-30-97-75","ce09e57177af41adadea55b1118f29be",2,1
"41-30-97-75","ce09e57177af41adadea55b1118f29be",1,2
"41-30-97-75","ce09e57177af41adadea55b1118f29be",5,1
"41-30-97-75","ce09e57177af41adadea55b1118f29be",4,1
"59-65-12-85","cecbc69db6044c88b541853782f11ff2",1,1
"59-65-12-85","cecbc69db6044c88b541853782f11ff2",5,2
"59-65-12-85","cecbc69db6044c88b541853782f11ff2",2,1
"59-65-12-85","cecbc69db6044c88b541853782f11ff2",4,1
"59-65-12-85","cecbc69db6044c88b541853782f11ff2",3,1
"80-81-10-28","cff36b0b20f648be8341cd074068c657",4,1
"80-81-10-28","cff36b0b20f648be8341cd074068c657",5,2
"80-81-10-28","cff36b0b20f648be8341cd074068c657",1,2
"80-81-10-28","cff36b0b20f648be8341cd074068c657",3,1
"80-81-10-28","cff36b0b20f648be8341cd074068c657",2,2
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",1,1
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",5,2
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",3,1
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",4,1
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",2,1
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",4,1
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",1,2
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",2,1
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",3,1
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",5,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",2,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",3,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",1,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",5,1
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",4,2
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",4,1
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",3,1
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",1,1
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",5,2
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",2,1
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",2,1
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",3,1
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",1,1
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",4,1
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",5,2
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",3,2
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",4,1
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",1,2
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",5,1
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",2,2
"66-91-74-76","d451154d23f041d0915801f7838e703d",1,1
"66-91-74-76","d451154d23f041d0915801f7838e703d",4,1
"66-91-74-76","d451154d23f041d0915801f7838e703d",3,1
"66-91-74-76","d451154d23f041d0915801f7838e703d",2,1
"66-91-74-76","d451154d23f041d0915801f7838e703d",5,2
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",4,1
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",2,1
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",1,1
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",3,1
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",5,1
"49-85-88-60","d50819d660b042d7b279465864368a55",2,1
"49-85-88-60","d50819d660b042d7b279465864368a55",4,1
"49-85-88-60","d50819d660b042d7b279465864368a55",1,1
"49-85-88-60","d50819d660b042d7b279465864368a55",3,2
"49-85-88-60","d50819d660b042d7b279465864368a55",5,2
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",4,1
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",5,2
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",2,1
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",3,2
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",1,2
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",1,2
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",2,1
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",4,2
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",5,2
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",3,1
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",4,1
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",5,1
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",2,1
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",3,1
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",1,1
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",2,1
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",3,1
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",1,1
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",4,1
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",5,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",5,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",1,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",2,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",4,1
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",3,1
"46-49-96-63","d935539999f64771a119eb32574c160e",4,1
"46-49-96-63","d935539999f64771a119eb32574c160e",2,1
"46-49-96-63","d935539999f64771a119eb32574c160e",3,1
"46-49-96-63","d935539999f64771a119eb32574c160e",5,2
"46-49-96-63","d935539999f64771a119eb32574c160e",1,1
"92-40-07-74","d93b73d98836425fafd96b0bc9407548",1,1
"92-40-07-74","d93b73d98836425fafd96b0bc9407548",4,1
"92-40-07-74","d93b73d98836425fafd96b0bc9407548",2,1
"92-40-07-74","d93b73d98836425fafd96b0bc9407548",5,1
"92-40-07-74","d93b73d98836425fafd96b0bc9407548",3,1
"46-97-38-14","da0d63139da84fa088cb8a3f8893374e",3,1
"46-97-38-14","da0d63139da84fa088cb8a3f8893374e",5,1
"46-97-38-14","da0d63139da84fa088cb8a3f8893374e",4,1
"46-97-38-14","da0d63139da84fa088cb8a3f8893374e",1,1
"46-97-38-14","da0d63139da84fa088cb8a3f8893374e",2,1
"81-72-86-31","daafca5294924c609725305aa9da92d2",1,2
"81-72-86-31","daafca5294924c609725305aa9da92d2",5,2
"81-72-86-31","daafca5294924c609725305aa9da92d2",4,1
"81-72-86-31","daafca5294924c609725305aa9da92d2",3,2
"81-72-86-31","daafca5294924c609725305aa9da92d2",2,1
"39-31-02-27","dacd91af18154d51894a52d02a3cb2b1",2,1
"39-31-02-27","dacd91af18154d51894a52d02a3cb2b1",1,1
"39-31-02-27","dacd91af18154d51894a52d02a3cb2b1",4,1
"39-31-02-27","dacd91af18154d51894a52d02a3cb2b1",3,1
"39-31-02-27","dacd91af18154d51894a52d02a3cb2b1",5,1
"14-56-46-86","dc3741ca4a3c451291a3c0370adfd965",1,2
"14-56-46-86","dc3741ca4a3c451291a3c0370adfd965",2,2
"14-56-46-86","dc3741ca4a3c451291a3c0370adfd965",4,1
"14-56-46-86","dc3741ca4a3c451291a3c0370adfd965",5,2
"14-56-46-86","dc3741ca4a3c451291a3c0370adfd965",3,2
"30-44-92-98","dd72172834734d53967b7f13d9946d3e",3,2
"30-44-92-98","dd72172834734d53967b7f13d9946d3e",4,2
"30-44-92-98","dd72172834734d53967b7f13d9946d3e",5,1
"30-44-92-98","dd72172834734d53967b7f13d9946d3e",1,1
"30-44-92-98","dd72172834734d53967b7f13d9946d3e",2,1
"92-54-66-94","de0d420b95f949409ddd6e6ef359572f",2,1
"92-54-66-94","de0d420b95f949409ddd6e6ef359572f",5,2
"92-54-66-94","de0d420b95f949409ddd6e6ef359572f",3,1
"92-54-66-94","de0d420b95f949409ddd6e6ef359572f",4,1
"92-54-66-94","de0d420b95f949409ddd6e6ef359572f",1,1
"41-87-65-27","dfd66efc10c04db4bc7a7710205fba47",3,1
"41-87-65-27","dfd66efc10c04db4bc7a7710205fba47",4,1
"41-87-65-27","dfd66efc10c04db4bc7a7710205fba47",2,1
"41-87-65-27","dfd66efc10c04db4bc7a7710205fba47",5,2
"41-87-65-27","dfd66efc10c04db4bc7a7710205fba47",1,1
"51-59-01-53","e0d553e3abb24993844f0de7e20c86db",4,2
"51-59-01-53","e0d553e3abb24993844f0de7e20c86db",3,2
"51-59-01-53","e0d553e3abb24993844f0de7e20c86db",5,2
"51-59-01-53","e0d553e3abb24993844f0de7e20c86db",1,2
"51-59-01-53","e0d553e3abb24993844f0de7e20c86db",2,1
"92-04-38-87","e1d242437c104649bf3a034bad2925c9",3,1
"92-04-38-87","e1d242437c104649bf3a034bad2925c9",5,2
"92-04-38-87","e1d242437c104649bf3a034bad2925c9",2,1
"92-04-38-87","e1d242437c104649bf3a034bad2925c9",4,2
"92-04-38-87","e1d242437c104649bf3a034bad2925c9",1,2
"48-37-16-81","e314846cc6e745f2b46ca45107218154",2,1
"48-37-16-81","e314846cc6e745f2b46ca45107218154",3,1
"48-37-16-81","e314846cc6e745f2b46ca45107218154",1,1
"48-37-16-81","e314846cc6e745f2b46ca45107218154",5,2
"48-37-16-81","e314846cc6e745f2b46ca45107218154",4,1
"24-81-35-44","e57503779f904b9a89276f70cdc6d98b",2,1
"24-81-35-44","e57503779f904b9a89276f70cdc6d98b",3,1
"24-81-35-44","e57503779f904b9a89276f70cdc6d98b",1,1
"24-81-35-44","e57503779f904b9a89276f70cdc6d98b",4,1
"24-81-35-44","e57503779f904b9a89276f70cdc6d98b",5,1
"04-12-51-46","e7fa94896c414ae5a4e11d7b299951b1",2,1
"04-12-51-46","e7fa94896c414ae5a4e11d7b299951b1",4,2
"04-12-51-46","e7fa94896c414ae5a4e11d7b299951b1",1,1
"04-12-51-46","e7fa94896c414ae5a4e11d7b299951b1",3,1
"04-12-51-46","e7fa94896c414ae5a4e11d7b299951b1",5,1
"16-34-77-09","e83ef3501b9148fc8d8660761d61f6b1",3,2
"16-34-77-09","e83ef3501b9148fc8d8660761d61f6b1",5,2
"16-34-77-09","e83ef3501b9148fc8d8660761d61f6b1",4,2
"16-34-77-09","e83ef3501b9148fc8d8660761d61f6b1",1,2
"16-34-77-09","e83ef3501b9148fc8d8660761d61f6b1",2,2
"35-16-36-79","e8807528500d494886e1493f22b6d612",4,1
"35-16-36-79","e8807528500d494886e1493f22b6d612",3,1
"35-16-36-79","e8807528500d494886e1493f22b6d612",1,2
"35-16-36-79","e8807528500d494886e1493f22b6d612",2,2
"35-16-36-79","e8807528500d494886e1493f22b6d612",5,2
"46-50-03-97","eb9b8edf03314bb39c1982b462c88cd3",5,2
"46-50-03-97","eb9b8edf03314bb39c1982b462c88cd3",4,2
"46-50-03-97","eb9b8edf03314bb39c1982b462c88cd3",3,1
"46-50-03-97","eb9b8edf03314bb39c1982b462c88cd3",1,2
"46-50-03-97","eb9b8edf03314bb39c1982b462c88cd3",2,1
"34-64-32-00","eba103dd973241ecb07baee474e8f9d9",1,1
"34-64-32-00","eba103dd973241ecb07baee474e8f9d9",4,1
"34-64-32-00","eba103dd973241ecb07baee474e8f9d9",3,1
"34-64-32-00","eba103dd973241ecb07baee474e8f9d9",2,1
"34-64-32-00","eba103dd973241ecb07baee474e8f9d9",5,2
"96-60-14-26","ec558b4ca32e46a7943986f7ad4a9588",1,1
"96-60-14-26","ec558b4ca32e46a7943986f7ad4a9588",5,1
"96-60-14-26","ec558b4ca32e46a7943986f7ad4a9588",3,1
"96-60-14-26","ec558b4ca32e46a7943986f7ad4a9588",2,1
"96-60-14-26","ec558b4ca32e46a7943986f7ad4a9588",4,1
"51-48-45-42","ee1ae37bb5574ebb8cfcaa312e7e1f0b",3,1
"51-48-45-42","ee1ae37bb5574ebb8cfcaa312e7e1f0b",2,1
"51-48-45-42","ee1ae37bb5574ebb8cfcaa312e7e1f0b",1,1
"51-48-45-42","ee1ae37bb5574ebb8cfcaa312e7e1f0b",5,2
"51-48-45-42","ee1ae37bb5574ebb8cfcaa312e7e1f0b",4,1
"34-89-24-08","ef140c8eb6aa466fa41b317628e0cbf8",4,1
"34-89-24-08","ef140c8eb6aa466fa41b317628e0cbf8",3,1
"34-89-24-08","ef140c8eb6aa466fa41b317628e0cbf8",5,1
"34-89-24-08","ef140c8eb6aa466fa41b317628e0cbf8",1,1
"34-89-24-08","ef140c8eb6aa466fa41b317628e0cbf8",2,1
"51-89-46-48","ef37261b68c446679bec7e072b4d916e",2,1
"51-89-46-48","ef37261b68c446679bec7e072b4d916e",1,1
"51-89-46-48","ef37261b68c446679bec7e072b4d916e",5,2
"51-89-46-48","ef37261b68c446679bec7e072b4d916e",4,1
"51-89-46-48","ef37261b68c446679bec7e072b4d916e",3,1
"15-63-97-83","f03953e0053e44408d6efa237ee3063f",1,1
"15-63-97-83","f03953e0053e44408d6efa237ee3063f",4,1
"15-63-97-83","f03953e0053e44408d6efa237ee3063f",5,1
"15-63-97-83","f03953e0053e44408d6efa237ee3063f",2,1
"15-63-97-83","f03953e0053e44408d6efa237ee3063f",3,1
"27-44-94-20","f14f6099b4984c1d8b984fb22f251032",4,1
"27-44-94-20","f14f6099b4984c1d8b984fb22f251032",1,1
"27-44-94-20","f14f6099b4984c1d8b984fb22f251032",3,1
"27-44-94-20","f14f6099b4984c1d8b984fb22f251032",2,1
"27-44-94-20","f14f6099b4984c1d8b984fb22f251032",5,1
"38-55-59-69","f4836ae1155c495c9363570573d1f81a",1,2
"38-55-59-69","f4836ae1155c495c9363570573d1f81a",5,2
"38-55-59-69","f4836ae1155c495c9363570573d1f81a",3,2
"38-55-59-69","f4836ae1155c495c9363570573d1f81a",2,1
"38-55-59-69","f4836ae1155c495c9363570573d1f81a",4,2
"48-32-44-07","f4c5c89950bb4141ab4d895c0b25bb20",3,1
"48-32-44-07","f4c5c89950bb4141ab4d895c0b25bb20",5,1
"48-32-44-07","f4c5c89950bb4141ab4d895c0b25bb20",2,1
"48-32-44-07","f4c5c89950bb4141ab4d895c0b25bb20",4,1
"48-32-44-07","f4c5c89950bb4141ab4d895c0b25bb20",1,1
"05-41-62-25","f5e7dce2332d41b28c3cd37fceac50cf",2,1
"05-41-62-25","f5e7dce2332d41b28c3cd37fceac50cf",3,2
"05-41-62-25","f5e7dce2332d41b28c3cd37fceac50cf",4,2
"05-41-62-25","f5e7dce2332d41b28c3cd37fceac50cf",1,2
"05-41-62-25","f5e7dce2332d41b28c3cd37fceac50cf",5,2
"92-58-44-91","f709ca33e5624c40bbebb5bbff93d32f",3,1
"92-58-44-91","f709ca33e5624c40bbebb5bbff93d32f",1,1
"92-58-44-91","f709ca33e5624c40bbebb5bbff93d32f",5,1
"92-58-44-91","f709ca33e5624c40bbebb5bbff93d32f",4,1
"92-58-44-91","f709ca33e5624c40bbebb5bbff93d32f",2,1
"08-27-83-30","f81dc4ec9efb45e0ac04ce96bd3fac02",4,1
"08-27-83-30","f81dc4ec9efb45e0ac04ce96bd3fac02",5,2
