"interview__key","EA_code","programme_id","s11q03"
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",3,2
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",4,1
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",1,1
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",5,2
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",2,1
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",3,1
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",2,1
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",5,1
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",1,2
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",4,1
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",3,1
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",1,1
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",5,1
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",4,1
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",2,1
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",2,1
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",3,1
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",5,1
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",1,1
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",4,1
"94-06-39-74","5feb56a602554863982002d7dffa96e9",5,2
"94-06-39-74","5feb56a602554863982002d7dffa96e9",3,1
"94-06-39-74","5feb56a602554863982002d7dffa96e9",1,1
"94-06-39-74","5feb56a602554863982002d7dffa96e9",2,1
"94-06-39-74","5feb56a602554863982002d7dffa96e9",4,2
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",1,1
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",2,1
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",4,1
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",3,1
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",5,2
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",5,2
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",1,2
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",4,2
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",3,1
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",2,1
"56-99-39-47","62c15549e2894eee9032940da84f6170",2,1
"56-99-39-47","62c15549e2894eee9032940da84f6170",4,1
"56-99-39-47","62c15549e2894eee9032940da84f6170",5,1
"56-99-39-47","62c15549e2894eee9032940da84f6170",1,1
"56-99-39-47","62c15549e2894eee9032940da84f6170",3,1
"95-66-18-46","639bf406ae23488b9674d26d841618fb",2,1
"95-66-18-46","639bf406ae23488b9674d26d841618fb",4,1
"95-66-18-46","639bf406ae23488b9674d26d841618fb",5,2
"95-66-18-46","639bf406ae23488b9674d26d841618fb",1,1
"95-66-18-46","639bf406ae23488b9674d26d841618fb",3,1
"18-43-14-59","6504c17bdaa94ba5b08d852aa03e266d",2,1
"18-43-14-59","6504c17bdaa94ba5b08d852aa03e266d",4,1
"18-43-14-59","6504c17bdaa94ba5b08d852aa03e266d",3,1
"18-43-14-59","6504c17bdaa94ba5b08d852aa03e266d",1,1
"18-43-14-59","6504c17bdaa94ba5b08d852aa03e266d",5,1
"16-93-07-51","67a9e20200064275ab4495b3b07aca86",4,1
"16-93-07-51","67a9e20200064275ab4495b3b07aca86",3,1
"16-93-07-51","67a9e20200064275ab4495b3b07aca86",5,1
"16-93-07-51","67a9e20200064275ab4495b3b07aca86",2,1
"16-93-07-51","67a9e20200064275ab4495b3b07aca86",1,1
"92-26-77-38","68f903f5bf9145f88554337640a5e431",4,1
"92-26-77-38","68f903f5bf9145f88554337640a5e431",2,1
"92-26-77-38","68f903f5bf9145f88554337640a5e431",1,1
"92-26-77-38","68f903f5bf9145f88554337640a5e431",3,1
"92-26-77-38","68f903f5bf9145f88554337640a5e431",5,2
"65-66-38-86","6a0f936dcc7846d187bcff0b122213e5",3,1
"65-66-38-86","6a0f936dcc7846d187bcff0b122213e5",2,1
"65-66-38-86","6a0f936dcc7846d187bcff0b122213e5",1,1
"65-66-38-86","6a0f936dcc7846d187bcff0b122213e5",5,1
"65-66-38-86","6a0f936dcc7846d187bcff0b122213e5",4,1
"00-16-89-29","6ab741446b254f54b494a75bc6c31575",3,2
"00-16-89-29","6ab741446b254f54b494a75bc6c31575",5,2
"00-16-89-29","6ab741446b254f54b494a75bc6c31575",1,1
"00-16-89-29","6ab741446b254f54b494a75bc6c31575",4,1
"00-16-89-29","6ab741446b254f54b494a75bc6c31575",2,1
"18-73-98-72","6d88e79cdca94f44955a26a280ceaae8",3,1
"18-73-98-72","6d88e79cdca94f44955a26a280ceaae8",1,2
"18-73-98-72","6d88e79cdca94f44955a26a280ceaae8",5,2
"18-73-98-72","6d88e79cdca94f44955a26a280ceaae8",2,1
"18-73-98-72","6d88e79cdca94f44955a26a280ceaae8",4,2
"61-26-83-13","6f717245375d48cbaee0ccc130704124",2,1
"61-26-83-13","6f717245375d48cbaee0ccc130704124",3,2
"61-26-83-13","6f717245375d48cbaee0ccc130704124",5,1
"61-26-83-13","6f717245375d48cbaee0ccc130704124",4,2
"61-26-83-13","6f717245375d48cbaee0ccc130704124",1,1
"64-64-66-34","6fdd02cc5fad4b6aaaa699355b50a2c5",4,2
"64-64-66-34","6fdd02cc5fad4b6aaaa699355b50a2c5",1,2
"64-64-66-34","6fdd02cc5fad4b6aaaa699355b50a2c5",2,1
"64-64-66-34","6fdd02cc5fad4b6aaaa699355b50a2c5",5,2
"64-64-66-34","6fdd02cc5fad4b6aaaa699355b50a2c5",3,1
"94-18-00-85","70b5acb304f142b291fc6b209f67a5b3",3,1
"94-18-00-85","70b5acb304f142b291fc6b209f67a5b3",2,1
"94-18-00-85","70b5acb304f142b291fc6b209f67a5b3",1,1
"94-18-00-85","70b5acb304f142b291fc6b209f67a5b3",5,2
"94-18-00-85","70b5acb304f142b291fc6b209f67a5b3",4,2
"40-73-51-73","71230c66d335494aa424d7f85a36da60",1,
"40-73-51-73","71230c66d335494aa424d7f85a36da60",3,
"40-73-51-73","71230c66d335494aa424d7f85a36da60",4,
"40-73-51-73","71230c66d335494aa424d7f85a36da60",2,
"40-73-51-73","71230c66d335494aa424d7f85a36da60",5,
"33-62-41-35","7377cd30ca6540eabb25b4a9a3de369d",2,1
"33-62-41-35","7377cd30ca6540eabb25b4a9a3de369d",1,1
"33-62-41-35","7377cd30ca6540eabb25b4a9a3de369d",4,1
"33-62-41-35","7377cd30ca6540eabb25b4a9a3de369d",5,1
"33-62-41-35","7377cd30ca6540eabb25b4a9a3de369d",3,1
"23-95-21-09","741a8331efc04b6b845110d8a212aec0",4,2
"23-95-21-09","741a8331efc04b6b845110d8a212aec0",3,2
"23-95-21-09","741a8331efc04b6b845110d8a212aec0",1,1
"23-95-21-09","741a8331efc04b6b845110d8a212aec0",5,2
"23-95-21-09","741a8331efc04b6b845110d8a212aec0",2,1
"30-46-55-37","7663bb1198824f56a0370fa6f07e858a",1,
"30-46-55-37","7663bb1198824f56a0370fa6f07e858a",5,
"30-46-55-37","7663bb1198824f56a0370fa6f07e858a",4,
"30-46-55-37","7663bb1198824f56a0370fa6f07e858a",2,
"30-46-55-37","7663bb1198824f56a0370fa6f07e858a",3,
"29-03-49-45","76864e14ab0a4c98a1cf17d54efe6acf",3,2
"29-03-49-45","76864e14ab0a4c98a1cf17d54efe6acf",1,1
"29-03-49-45","76864e14ab0a4c98a1cf17d54efe6acf",2,1
"29-03-49-45","76864e14ab0a4c98a1cf17d54efe6acf",4,1
"29-03-49-45","76864e14ab0a4c98a1cf17d54efe6acf",5,2
"94-83-94-74","7746d7555f5844d3aa4e1b1db205baaa",5,2
"94-83-94-74","7746d7555f5844d3aa4e1b1db205baaa",1,1
"94-83-94-74","7746d7555f5844d3aa4e1b1db205baaa",3,1
"94-83-94-74","7746d7555f5844d3aa4e1b1db205baaa",4,1
"94-83-94-74","7746d7555f5844d3aa4e1b1db205baaa",2,1
"86-28-58-60","77d8e0bb2a8d40818176e4ca7fa67bed",1,1
"86-28-58-60","77d8e0bb2a8d40818176e4ca7fa67bed",3,1
"86-28-58-60","77d8e0bb2a8d40818176e4ca7fa67bed",5,1
"86-28-58-60","77d8e0bb2a8d40818176e4ca7fa67bed",2,1
"86-28-58-60","77d8e0bb2a8d40818176e4ca7fa67bed",4,1
"45-08-45-12","7858f0477c71435583949704dfdc8273",3,1
"45-08-45-12","7858f0477c71435583949704dfdc8273",2,1
"45-08-45-12","7858f0477c71435583949704dfdc8273",4,1
"45-08-45-12","7858f0477c71435583949704dfdc8273",5,1
"45-08-45-12","7858f0477c71435583949704dfdc8273",1,1
"47-71-40-92","78bcb53eff2c4728a87f26ee0d5a7295",3,1
"47-71-40-92","78bcb53eff2c4728a87f26ee0d5a7295",5,2
"47-71-40-92","78bcb53eff2c4728a87f26ee0d5a7295",2,1
"47-71-40-92","78bcb53eff2c4728a87f26ee0d5a7295",4,2
"47-71-40-92","78bcb53eff2c4728a87f26ee0d5a7295",1,2
"30-29-17-25","7ae3d3fc9a4344ba8bb7d8670ba0a214",5,1
"30-29-17-25","7ae3d3fc9a4344ba8bb7d8670ba0a214",1,1
"30-29-17-25","7ae3d3fc9a4344ba8bb7d8670ba0a214",4,1
"30-29-17-25","7ae3d3fc9a4344ba8bb7d8670ba0a214",3,1
"30-29-17-25","7ae3d3fc9a4344ba8bb7d8670ba0a214",2,1
"88-94-99-21","7cbae8c05a404cca98e447173d257eb4",4,1
"88-94-99-21","7cbae8c05a404cca98e447173d257eb4",3,1
"88-94-99-21","7cbae8c05a404cca98e447173d257eb4",5,2
"88-94-99-21","7cbae8c05a404cca98e447173d257eb4",1,1
"88-94-99-21","7cbae8c05a404cca98e447173d257eb4",2,1
"52-89-16-75","7cbedb93a4d54e71a77f6282ce45b604",2,1
"52-89-16-75","7cbedb93a4d54e71a77f6282ce45b604",5,1
"52-89-16-75","7cbedb93a4d54e71a77f6282ce45b604",4,1
"52-89-16-75","7cbedb93a4d54e71a77f6282ce45b604",3,1
"52-89-16-75","7cbedb93a4d54e71a77f6282ce45b604",1,2
"19-39-69-85","7ce87defa03b47d28ca7a85807a835eb",1,2
"19-39-69-85","7ce87defa03b47d28ca7a85807a835eb",2,1
"19-39-69-85","7ce87defa03b47d28ca7a85807a835eb",3,1
"19-39-69-85","7ce87defa03b47d28ca7a85807a835eb",5,1
"19-39-69-85","7ce87defa03b47d28ca7a85807a835eb",4,2
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",5,1
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",3,1
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",2,1
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",1,1
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",4,1
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",2,2
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",5,2
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",3,1
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",1,2
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",4,2
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",5,1
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",1,1
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",3,1
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",2,1
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",4,1
"75-75-86-64","811f0969148848799fdeb81412c961b7",1,1
"75-75-86-64","811f0969148848799fdeb81412c961b7",4,1
"75-75-86-64","811f0969148848799fdeb81412c961b7",3,1
"75-75-86-64","811f0969148848799fdeb81412c961b7",2,1
"75-75-86-64","811f0969148848799fdeb81412c961b7",5,2
"97-06-48-22","819574132d744fb58ef76356982dab3e",3,1
"97-06-48-22","819574132d744fb58ef76356982dab3e",1,1
"97-06-48-22","819574132d744fb58ef76356982dab3e",5,2
"97-06-48-22","819574132d744fb58ef76356982dab3e",4,1
"97-06-48-22","819574132d744fb58ef76356982dab3e",2,1
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",4,1
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",5,2
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",3,2
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",2,1
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",1,1
"87-78-16-27","8240331915e74700903cd16936938273",1,1
"87-78-16-27","8240331915e74700903cd16936938273",4,1
"87-78-16-27","8240331915e74700903cd16936938273",2,1
"87-78-16-27","8240331915e74700903cd16936938273",5,1
"87-78-16-27","8240331915e74700903cd16936938273",3,1
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",5,2
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",3,1
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",2,1
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",4,2
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",1,2
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",2,1
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",3,1
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",5,2
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",4,1
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",1,1
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",4,2
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",1,2
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",3,2
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",2,1
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",5,1
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",5,2
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",2,1
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",3,2
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",4,1
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",1,1
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",3,1
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",1,1
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",5,2
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",4,1
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",2,1
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",3,1
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",5,1
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",2,1
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",1,2
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",4,2
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",1,1
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",2,1
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",3,1
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",5,1
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",4,1
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",5,2
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",2,1
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",4,2
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",3,2
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",1,2
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",2,1
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",5,2
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",4,2
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",1,1
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",3,2
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",4,1
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",1,1
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",2,1
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",3,1
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",5,1
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",2,1
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",4,2
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",1,1
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",5,2
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",3,1
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",1,1
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",5,2
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",2,1
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",3,2
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",4,1
"43-33-76-18","8f4e78e6dc8746289651442eb40f7d6d",3,1
"43-33-76-18","8f4e78e6dc8746289651442eb40f7d6d",4,1
"43-33-76-18","8f4e78e6dc8746289651442eb40f7d6d",1,1
"43-33-76-18","8f4e78e6dc8746289651442eb40f7d6d",5,1
"43-33-76-18","8f4e78e6dc8746289651442eb40f7d6d",2,1
"22-52-74-75","8f6eac2d77894b3f8ba983cdb145dfa6",4,1
"22-52-74-75","8f6eac2d77894b3f8ba983cdb145dfa6",2,1
"22-52-74-75","8f6eac2d77894b3f8ba983cdb145dfa6",3,1
"22-52-74-75","8f6eac2d77894b3f8ba983cdb145dfa6",5,1
"22-52-74-75","8f6eac2d77894b3f8ba983cdb145dfa6",1,1
"04-35-73-80","8fc56ed20a424d2fac2361dd0f33e3ea",2,1
"04-35-73-80","8fc56ed20a424d2fac2361dd0f33e3ea",4,1
"04-35-73-80","8fc56ed20a424d2fac2361dd0f33e3ea",5,2
"04-35-73-80","8fc56ed20a424d2fac2361dd0f33e3ea",3,2
"04-35-73-80","8fc56ed20a424d2fac2361dd0f33e3ea",1,2
"20-43-32-61","91a39a9bf8bb4ad68964d8dc19ba3253",4,1
"20-43-32-61","91a39a9bf8bb4ad68964d8dc19ba3253",2,1
"20-43-32-61","91a39a9bf8bb4ad68964d8dc19ba3253",3,1
"20-43-32-61","91a39a9bf8bb4ad68964d8dc19ba3253",1,1
"20-43-32-61","91a39a9bf8bb4ad68964d8dc19ba3253",5,1
"35-98-52-71","92bc05e40dff4e818160d4bc3bd31eee",3,1
"35-98-52-71","92bc05e40dff4e818160d4bc3bd31eee",5,2
"35-98-52-71","92bc05e40dff4e818160d4bc3bd31eee",4,1
"35-98-52-71","92bc05e40dff4e818160d4bc3bd31eee",2,1
"35-98-52-71","92bc05e40dff4e818160d4bc3bd31eee",1,1
"22-63-38-40","93f32e4649e8452181fa4f17e75cbf30",5,1
"22-63-38-40","93f32e4649e8452181fa4f17e75cbf30",3,1
"22-63-38-40","93f32e4649e8452181fa4f17e75cbf30",4,1
"22-63-38-40","93f32e4649e8452181fa4f17e75cbf30",1,1
"22-63-38-40","93f32e4649e8452181fa4f17e75cbf30",2,1
"18-33-14-59","96087df97f6b4e1c8a0ec6aab97ffc23",3,1
"18-33-14-59","96087df97f6b4e1c8a0ec6aab97ffc23",5,1
"18-33-14-59","96087df97f6b4e1c8a0ec6aab97ffc23",1,1
"18-33-14-59","96087df97f6b4e1c8a0ec6aab97ffc23",2,1
"18-33-14-59","96087df97f6b4e1c8a0ec6aab97ffc23",4,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",3,2
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",1,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",5,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",2,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",4,1
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",3,1
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",2,1
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",1,1
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",5,2
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",4,1
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",2,1
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",3,1
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",1,1
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",4,1
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",5,2
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",1,2
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",5,2
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",2,1
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",4,2
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",3,2
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",2,1
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",4,1
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",5,2
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",3,1
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",1,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",5,2
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",1,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",4,2
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",3,2
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",2,2
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",1,2
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",2,1
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",3,2
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",5,2
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",4,2
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",5,1
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",4,2
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",1,2
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",2,1
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",3,1
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",2,1
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",1,1
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",5,2
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",4,1
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",3,1
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",2,1
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",1,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",3,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",4,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",5,2
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",3,2
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",2,1
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",4,1
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",5,1
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",1,1
"82-74-17-32","a633fb014edd4a55953902a674518e63",2,1
"82-74-17-32","a633fb014edd4a55953902a674518e63",4,1
"82-74-17-32","a633fb014edd4a55953902a674518e63",5,1
"82-74-17-32","a633fb014edd4a55953902a674518e63",3,1
"82-74-17-32","a633fb014edd4a55953902a674518e63",1,1
"83-94-15-57","a63fa436b8c141679c0885b968ae1d73",3,1
"83-94-15-57","a63fa436b8c141679c0885b968ae1d73",2,1
"83-94-15-57","a63fa436b8c141679c0885b968ae1d73",4,1
"83-94-15-57","a63fa436b8c141679c0885b968ae1d73",5,2
"83-94-15-57","a63fa436b8c141679c0885b968ae1d73",1,2
"85-90-80-90","a835522691ae4b52a5e2902750d571d5",2,1
"85-90-80-90","a835522691ae4b52a5e2902750d571d5",1,1
"85-90-80-90","a835522691ae4b52a5e2902750d571d5",4,1
"85-90-80-90","a835522691ae4b52a5e2902750d571d5",3,2
"85-90-80-90","a835522691ae4b52a5e2902750d571d5",5,2
"82-09-93-64","a8fe82d0ebbd444d98af07dc137b4e07",5,1
"82-09-93-64","a8fe82d0ebbd444d98af07dc137b4e07",3,2
"82-09-93-64","a8fe82d0ebbd444d98af07dc137b4e07",2,1
"82-09-93-64","a8fe82d0ebbd444d98af07dc137b4e07",1,2
"82-09-93-64","a8fe82d0ebbd444d98af07dc137b4e07",4,1
"23-06-00-01","ab0749b99f874a8a9ad0e218c7070e41",1,2
"23-06-00-01","ab0749b99f874a8a9ad0e218c7070e41",3,1
"23-06-00-01","ab0749b99f874a8a9ad0e218c7070e41",5,2
"23-06-00-01","ab0749b99f874a8a9ad0e218c7070e41",4,1
"23-06-00-01","ab0749b99f874a8a9ad0e218c7070e41",2,1
"77-78-65-13","ab0e78b5778048bf9a70403cd622a4ff",5,2
"77-78-65-13","ab0e78b5778048bf9a70403cd622a4ff",4,1
"77-78-65-13","ab0e78b5778048bf9a70403cd622a4ff",3,1
"77-78-65-13","ab0e78b5778048bf9a70403cd622a4ff",2,1
"77-78-65-13","ab0e78b5778048bf9a70403cd622a4ff",1,1
"22-22-00-56","ab459ff868574eccbf2972ff990e7bf9",4,1
"22-22-00-56","ab459ff868574eccbf2972ff990e7bf9",1,1
"22-22-00-56","ab459ff868574eccbf2972ff990e7bf9",5,2
"22-22-00-56","ab459ff868574eccbf2972ff990e7bf9",3,1
"22-22-00-56","ab459ff868574eccbf2972ff990e7bf9",2,1
"72-50-87-06","ab713365c71c4bb89d206b8093278f1c",5,2
"72-50-87-06","ab713365c71c4bb89d206b8093278f1c",2,1
"72-50-87-06","ab713365c71c4bb89d206b8093278f1c",3,2
"72-50-87-06","ab713365c71c4bb89d206b8093278f1c",4,1
"72-50-87-06","ab713365c71c4bb89d206b8093278f1c",1,1
"13-11-99-45","ac28a7c8f3e745efb2801d1e3304e9a3",3,1
"13-11-99-45","ac28a7c8f3e745efb2801d1e3304e9a3",5,1
"13-11-99-45","ac28a7c8f3e745efb2801d1e3304e9a3",4,1
"13-11-99-45","ac28a7c8f3e745efb2801d1e3304e9a3",2,1
"13-11-99-45","ac28a7c8f3e745efb2801d1e3304e9a3",1,1
"74-93-61-60","aca7e45fe9774f0781f5651e408038e6",2,1
"74-93-61-60","aca7e45fe9774f0781f5651e408038e6",4,1
"74-93-61-60","aca7e45fe9774f0781f5651e408038e6",5,2
"74-93-61-60","aca7e45fe9774f0781f5651e408038e6",3,2
"74-93-61-60","aca7e45fe9774f0781f5651e408038e6",1,1
"24-59-00-53","ae56e2c944ce4a368290a335d0d2a43b",1,1
"24-59-00-53","ae56e2c944ce4a368290a335d0d2a43b",3,1
"24-59-00-53","ae56e2c944ce4a368290a335d0d2a43b",5,2
"24-59-00-53","ae56e2c944ce4a368290a335d0d2a43b",2,1
"24-59-00-53","ae56e2c944ce4a368290a335d0d2a43b",4,1
"76-04-95-30","ae7bb6fd7ff54143ae6ee473fdcc7afc",5,2
"76-04-95-30","ae7bb6fd7ff54143ae6ee473fdcc7afc",4,2
