"EA_code","t0_EA_code","interview__key","s2cq15","s2cq16","s2cq17","s2cq17_oth","s2cq18","s2cq20","s2cq20_oth","s2cq19a","s2cq19b","s2cq19c","s2cq19c_oth","s2cq21","s2cq22","s2cq25","s2cq25_oth"
"c5a736b38a4843b68ddf780785c9403e","3221080806","86-65-40-94",2,2,,,1,2,,,,,,"2000",1,4,
"c63d7a3af8c74ccca231ecfa5dffb50b","4151151507","40-59-35-84",2,2,,,2,,,,,,,,,,
"cb6f1ca5c1d84fe4be8e6d65f1ecb6ee","2012030303","41-29-42-22",2,2,,,2,,,,,,,,,2,
"cc21c380258748b09434448dd3cd19d6","4031050502","20-19-89-31",2,1,3,,2,,,,,,,,,2,
"cd53be65dbb54ae58e54c8e2e8876a98","3103060609","66-28-67-92",2,2,,,1,2,,,,,,"1000",2,,
"cda502a2bc2f4dcb81105822378261d2","2291040410","93-24-80-62",2,2,,,2,,,,,,,,,1,
"cc5224ac26434558b1870292cd790c14","4171030307","16-74-30-99",1,2,,,2,,,,,,,,,,
"cdda605e7bf84e2998e7dc1b3f9fc012","4221020201","18-69-48-95",2,2,,,2,,,,,,,,,,
"cc67d6bf9be34858953f0195bb61efdc","3035040405","53-89-11-68",2,2,,,2,,,,,,,,,,
"ce09e57177af41adadea55b1118f29be","2231080806","41-30-97-75",1,2,,,2,,,,,,,,,7,
"cecbc69db6044c88b541853782f11ff2","3034020208","59-65-12-85",1,2,,,2,,,,,,,,,2,
"cff36b0b20f648be8341cd074068c657","1131131302","80-81-10-28",2,2,,,1,1,,"200","1",2,,"26000",2,5,
"d0cdf3d489a641c0a3e23bb1fb1adcfc","2281020204","65-23-15-88",2,2,,,2,,,,,,,,,,
"d132b4d495064853b88b9de098d24ae1","2122020201","31-65-28-65",2,2,,,1,1,,"200","1",2,,"30000",2,,
"d27f68aecc4d4350baef7ba84d39d9f0","1131050531","59-18-11-47",1,2,,,2,,,,,,,,,,
"d2ad4ad31dbd4666bec8eaec059c3d08","3091020202","59-37-58-86",2,2,,,1,1,,"50","1",2,,"30000",2,,
"d2d172cc1ef541e48cba1c6ed47f1841","3101020203","52-68-30-65",1,2,,,1,2,,,,,,"1000",1,96,"Laziness"
"d3f59ad872434ad1b2bec94ed6e6e947","4063030306","68-46-02-26",2,2,,,2,,,,,,,,,5,
"d451154d23f041d0915801f7838e703d","1021020204","66-91-74-76",2,2,,,1,1,,"3305","1",6,"cubic meters","38000",1,,
"d4eb3a77cedc42abb1e1bb99a214a7e8","3121050502","13-38-51-04",3,2,,,1,2,,,,,,"2000",1,5,
"d72ffb6509f04269a54566ef5106a498","4172010109","16-89-92-55",2,2,,,2,,,,,,,,,,
"d59bcc343d9e47379e45203869d1f64f","2151090908","77-50-49-21",2,2,,,2,,,,,,,,,1,
"d50819d660b042d7b279465864368a55","4062121202","49-85-88-60",2,2,,,2,,,,,,,,,,
"d5dab880982d42b9899469131ffc2054","4091010101","35-31-24-31",2,2,,,2,,,,,,,,,,
"d852fc9843fe45ffb9544b916d5f2cfc","3041020201","24-03-14-28",1,1,2,,1,2,,,,,,"1000",1,4,
"da0d63139da84fa088cb8a3f8893374e","4101010107","46-97-38-14",2,2,,,2,,,,,,,,,,
"d8c64e61dafa401b94c8afc0cfb15fef","1103050506","09-82-39-37",2,2,,,2,,,,,,,,,4,
"dc3741ca4a3c451291a3c0370adfd965","4171070704","14-56-46-86",2,2,,,2,,,,,,,,,,
"d91d6fec7fec4232a968ff6c765ab1eb","3112020202","54-82-15-45",3,2,,,1,2,,,,,,"1000",1,4,
"daafca5294924c609725305aa9da92d2","3022050502","81-72-86-31",1,2,,,1,2,,,,,,"1000",1,6,
"d93b73d98836425fafd96b0bc9407548","4221070708","92-40-07-74",2,2,,,2,,,,,,,,,,
"d961227555964a0bb362122c6b66dca2","1153030307","88-32-58-62",,,,,,,,,,,,,,,
"dacd91af18154d51894a52d02a3cb2b1","1041040408","39-31-02-27",2,2,,,2,,,,,,,,,1,
"d935539999f64771a119eb32574c160e","2092010105","46-49-96-63",2,2,,,1,1,,"100","1",2,,"15000",1,,
"dd72172834734d53967b7f13d9946d3e","4141161601","30-44-92-98",2,2,,,2,,,,,,,,,,
"de0d420b95f949409ddd6e6ef359572f","3102020201","92-54-66-94",2,2,,,2,,,,,,,,,,
"df9e133eb2f54a81911f454050262cc9","2041010102","15-27-59-11",,,,,,,,,,,,,,,
"dfd66efc10c04db4bc7a7710205fba47",,"41-87-65-27",2,2,,,1,1,,"200","1",2,,"40000",2,,
"e0d553e3abb24993844f0de7e20c86db","2181030313","51-59-01-53",1,2,,,2,,,,,,,,,,
"e83ef3501b9148fc8d8660761d61f6b1","1172020202","16-34-77-09",2,2,,,1,1,,"200","1",2,,"28000",2,,
"e359063a9c1842feace88741f2b4863c","1041020205","08-49-55-81",2,2,,,2,,,,,,,,,,
"e57503779f904b9a89276f70cdc6d98b",,"24-81-35-44",2,2,,,2,,,,,,,,,,
"e7fa94896c414ae5a4e11d7b299951b1","1241080811","04-12-51-46",2,2,,,2,,,,,,,,,1,
"e8807528500d494886e1493f22b6d612","1021050505","35-16-36-79",2,2,,,1,1,,"300","1",2,,"27000",2,7,
"ea112b0ba08542bfb07f10c636ff82a0","4281060619","88-64-25-80",2,2,,,2,,,,,,,,,,
"e1d242437c104649bf3a034bad2925c9","2102050501","92-04-38-87",2,2,,,2,,,,,,,,,4,
"e2087f2693664d9097024fd484730d71","2012060605","66-82-27-82",,,,,,,,,,,,,,,
"e314846cc6e745f2b46ca45107218154","3032040402","48-37-16-81",1,2,,,1,1,,"3350","1",6,"cubic meters","45000",2,,
"eb9b8edf03314bb39c1982b462c88cd3","1221020204","46-50-03-97",2,2,,,2,,,,,,,,,,
"ef140c8eb6aa466fa41b317628e0cbf8","3022010108","34-89-24-08",2,1,2,,1,2,,,,,,"1000",1,4,
"ec3f5f7d84244a55ab42dff82b6846d9",,"49-96-25-37",2,2,,,2,,,,,,,,,,
"eba103dd973241ecb07baee474e8f9d9","1041050503","34-64-32-00",2,2,,,2,,,,,,,,,1,
"ef37261b68c446679bec7e072b4d916e","3191070702","51-89-46-48",2,2,,,2,,,,,,,,,4,
"ec558b4ca32e46a7943986f7ad4a9588","1171060602","96-60-14-26",2,2,,,2,,,,,,,,,1,
"ec1c482374644eb983a647909e350403","4113040403","96-79-66-75",2,2,,,2,,,,,,,,,,
"f03953e0053e44408d6efa237ee3063f","1103060602","15-63-97-83",2,2,,,1,1,,"100","1",2,,"6000",1,,
"f107a301616c4ff69b6fa7bfa877faab","4093010104","04-82-98-03",,,,,,,,,,,,,,,
"ee1ae37bb5574ebb8cfcaa312e7e1f0b","3062040403","51-48-45-42",2,2,,,1,2,,,,,,"1000",1,2,
"f14f6099b4984c1d8b984fb22f251032","3231080804","27-44-94-20",3,1,2,,1,2,,,,,,"1000",1,4,
"f1dca8894a0b46eab802b52b2ecc70c0","1122030304","65-42-84-81",2,2,,,2,,,,,,,,,1,
"f568ccaeb7434baf8b85c82b6999a9e1","2141010103","33-49-10-28",,,,,,,,,,,,,,,
"f33d7de27c14495a89301cb34c6e6dfb","1153030307","63-52-54-38",2,2,,,2,,,,,,,,,,
"f4836ae1155c495c9363570573d1f81a","1031050505","38-55-59-69",2,2,,,2,,,,,,,,,,
"f5e7dce2332d41b28c3cd37fceac50cf","1061010106","05-41-62-25",2,2,,,2,,,,,,,,,,
"f81dc4ec9efb45e0ac04ce96bd3fac02","2231212104","08-27-83-30",3,2,,,2,,,,,,,,,3,
"f4c5c89950bb4141ab4d895c0b25bb20","4111030305","48-32-44-07",2,2,,,2,,,,,,,,,,
"f709ca33e5624c40bbebb5bbff93d32f","3191050503","92-58-44-91",2,2,,,1,2,,,,,,"1000",2,,
"f94bd031b7014493ba1c0295e5614dca","2141141405","38-34-59-31",,,,,,,,,,,,,,,
"f875111d04594103a21af312cda6e741","4262020201","36-13-76-78",1,2,,,2,,,,,,,,,,
"fb5c0b7c4fa64ce8b41a2d746086f7a1","1021020203","60-32-27-19",2,2,,,1,1,,"200","20",1,,"28000",2,,
"f980545af05e454a9a37280d7272716d",,"88-18-91-21",2,2,,,2,,,,,,,,,7,
"f941ce88ba9a48e99842d995455d47bd","3251010105","66-72-06-13",2,2,,,2,,,,,,,,,,
"fd09bf6c0d16410f9135f36ef5e6993b","1241070706","87-17-71-30",3,2,,,2,,,,,,,,,1,
"f9db50b4f83b436ab20692f8d1d0e345","4113020204","42-81-20-45",2,2,,,2,,,,,,,,,,
"fd39653b0c2d49a2b86bf992b96cf4d0",,"86-59-69-87",2,2,,,2,,,,,,,,,1,
"fe70d97f97424e029d2757d98e8d9723","1221050503","64-34-31-60",,,,,,,,,,,,,,,
"fecc0f5ccad940ceb621e46eb9f59f77","21110606","83-86-63-56",2,2,,,1,2,,,,,,"1000",1,1,
"fffa2187e3d447b085ed6aedd03b38da","4061080801","17-59-88-03",2,2,,,2,,,,,,,,,,
