"EA_code","t0_EA_code","interview__key","trip_num","s1b_visit","s1bq2a","s1bq2b","s1bq2d","s1bq2e","s1bq2c","s1bq3a","s1bq3b","s1bq3a_v2","s1bq3b_v2","s1bq3d","s1bq3e","s1bq3c","s1bq4a","s1bq4b","s1bq4a_v2","s1bq4b_v2","s1bq4d","s1bq4e","s1bq4c","s1bq5a","s1bq5b","s1bq5d","s1bq5e","s1bq5c","s1bq6a","s1bq6b","s1bq6d","s1bq6e","s1bq6c"
"639bf406ae23488b9674d26d841618fb","2111070708","95-66-18-46",1,3,"2018-12-17","2018-12-18T06:17:28",1,1,"2018-12-18T06:56:07","2018-11-30","2018-11-30T00:59:43","2018-11-30","2018-11-30T01:00:08",1,1,"2018-11-30T01:32:42","2018-06-29","2018-06-29T12:05:12","2018-12-18","2018-12-18T04:19:04",1,1,"2018-06-29T12:59:43","2018-12-18","2018-12-18T03:00:29",1,1,"2018-12-18T03:47:15","2018-12-18","2018-12-18T06:56:25",1,1,"2018-12-18T07:29:09"
"64a7c25789dc44988120f839b628656f",,"31-52-69-96",11,3,"2018-03-17","2018-03-17T01:07:18",,,"2018-03-17T02:25:05","2018-03-16","2018-03-16T01:38:05",,,,,"2018-03-16T03:19:03","2018-03-17","2018-03-17T05:19:11",,,,,"2018-03-17T06:52:02","2018-04-25","2018-04-25T06:52:43",,,"2018-04-25T07:33:04","2018-03-17","2018-03-17T02:25:15",,,"2018-03-17T02:57:02"
"6504c17bdaa94ba5b08d852aa03e266d","2111050505","18-43-14-59",3,3,"2018-09-11","2018-09-11T05:10:31",1,1,"2018-09-11T06:08:15","2018-06-29","2018-06-29T13:27:39",,,1,1,"2018-09-08T06:37:10","2018-06-29","2018-06-29T15:17:17","2018-09-11","2018-09-08T07:28:43",1,1,"2018-09-08T07:45:07",,,,3,,"2018-09-11","2018-09-11T06:08:30",1,1,"2018-09-11T06:25:03"
"67a9e20200064275ab4495b3b07aca86","2301040403","16-93-07-51",1,3,"2019-01-25","2019-01-25T04:57:48",1,1,"2019-01-26T21:18:19","2019-01-27",,"2019-01-27",,1,1,,,,,,,,,,,1,1,,"2019-01-27","2019-01-26T23:28:34",1,1,"2019-01-26T23:28:40"
"68f903f5bf9145f88554337640a5e431","3301101002","92-26-77-38",1,3,"2018-06-27","2018-06-27T05:33:28",1,,"2018-06-27T06:47:56","2018-06-27","2018-06-27T01:45:21","2018-11-12","2018-11-12T01:24:54",1,1,"2018-11-12T01:49:04","2018-06-27","2018-06-27T03:43:05","2018-11-12","2018-11-12T02:13:19",1,1,"2018-11-12T03:55:01","2018-06-27","2018-06-27T04:57:39",1,,"2018-06-27T05:33:23","2018-06-27","2018-06-27T06:49:43",1,,"2018-06-27T08:01:24"
"6a981e6f28e34024b3877b143c78a411",,"08-74-10-74",8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6a3556900ab44aeb9fe37891164e8f6a","2051070702","22-09-94-20",1,3,"2018-12-13","2018-12-13T03:34:18",1,1,"2018-12-13T04:09:09","2018-12-13","2018-12-13T04:23:22","2018-12-13","2018-12-13T04:24:08",,,,"2018-12-14","2018-12-14T05:12:24","2018-12-14","2018-12-14T05:13:47",,,,"2018-12-14","2018-12-14T04:12:11",1,1,"2018-12-14T05:09:41","2018-12-13","2018-12-13T04:18:26",1,1,"2018-12-13T04:19:47"
"6927081db9f440ca849fbd55ac30e9bd",,"34-91-15-19",8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6ab741446b254f54b494a75bc6c31575","3171070712","00-16-89-29",1,3,"2018-08-06","2018-08-06T10:40:06",1,1,"2018-08-08T02:45:44","2018-08-07","2018-08-07T02:07:21",,,1,3,"2018-08-07T03:41:16","2018-08-07","2018-08-07T04:58:33","2019-01-21","2019-01-21T05:01:28",1,1,"2019-01-21T06:30:03","2018-08-07","2018-08-07T09:47:09",1,1,"2018-08-07T10:21:35","2018-08-06","2018-08-06T11:28:27",1,1,"2018-08-06T11:57:32"
"6a0f936dcc7846d187bcff0b122213e5","1134060601","65-66-38-86",1,3,"2019-01-15","2019-01-15T04:08:08",1,1,"2019-01-15T05:25:07","2019-01-31","2019-01-31T01:45:02",,,3,3,"2019-01-31T01:45:52","2019-01-15","2019-01-15T04:09:51","2019-01-15","2019-01-15T05:00:27",1,1,"2019-01-15T07:46:03","2019-01-15","2019-01-15T01:21:29",1,1,"2019-01-15T03:47:14","2019-01-15","2019-01-15T05:25:18",1,1,"2019-01-15T05:42:07"
"70b5acb304f142b291fc6b209f67a5b3","2141020206","94-18-00-85",1,3,"2019-01-19","2019-01-19T05:08:53",1,1,"2019-01-19T05:46:49","2019-01-19","2019-01-19T03:42:32","2019-01-19","2019-01-19T03:42:39",3,3,,"2019-01-19","2019-01-19T02:56:03","2019-01-19","2019-01-19T03:01:06",1,1,"2019-01-19T03:52:46",,,3,3,,"2019-01-19","2019-01-19T05:25:08",1,1,"2019-01-19T06:39:01"
"741a8331efc04b6b845110d8a212aec0","4081131305","23-95-21-09",1,3,"2018-03-20","2018-03-20T01:18:51",1,1,"2018-03-20T02:47:02","2018-03-20","2018-03-20T08:23:03","2018-11-13","2018-11-13T02:23:06",1,3,"2018-11-13T03:44:15","2018-03-20","2018-03-20T03:33:23","2018-09-05","2018-09-05T08:06:50",1,1,"2018-03-20T04:48:14","2018-03-20","2018-03-20T05:54:02",1,1,"2018-03-20T06:52:03","2018-03-20","2018-03-20T02:48:45",1,1,"2018-03-20T03:26:08"
"6d88e79cdca94f44955a26a280ceaae8","4022070707","18-73-98-72",1,3,"2018-06-24","2018-06-24T02:06:04",1,1,"2018-06-24T04:11:04","2018-12-14","2018-12-14T07:05:06","2018-12-14","2018-12-14T07:26:04",,,,"2018-06-24","2018-06-24T05:58:05","2018-12-14","2018-12-14T03:56:39",1,1,"2018-06-24T07:54:03","2018-12-14","2018-12-14T03:18:16",1,1,"2018-12-14T03:46:56","2018-06-24","2018-06-24T04:11:18",1,1,"2018-06-24T05:28:12"
"71230c66d335494aa424d7f85a36da60","3211060605","40-73-51-73",1,2,,,,,,,,"2018-09-03","2018-09-03T05:37:04",,3,"2018-09-03T05:39:15",,,"2018-09-04","2018-09-04T04:30:46",,1,"2018-09-04T05:55:05",,,,,,,,,,
"7557b1aecd28455e9909c6d2a923a832","2043010103","88-41-92-59",1,3,"2018-03-20","2018-03-20T06:09:38",1,1,"2018-03-20T06:41:47","2018-03-20","2018-03-20T07:06:51",,,1,,"2018-03-20T08:14:18","2018-03-20","2018-03-20T04:29:48",,,1,,"2018-03-20T05:35:51",,,,,,"2018-10-09","2018-09-04T04:47:28",1,,"2018-10-09T05:48:26"
"7377cd30ca6540eabb25b4a9a3de369d","1021040402","33-62-41-35",9,3,"2019-01-11","2019-01-11T05:45:43",1,1,"2019-01-11T06:11:42",,,,,,3,,,,,,,3,,,,,,,"2019-01-11","2019-01-11T07:54:13",1,1,"2019-01-11T08:33:44"
"6f717245375d48cbaee0ccc130704124","4181040401","61-26-83-13",1,3,"2018-05-12","2018-05-12T02:33:33",1,1,"2018-05-12T03:26:04","2018-05-14","2018-05-14T02:46:09","2018-11-07","2018-11-07T05:54:00",1,1,"2018-05-14T03:55:12","2018-11-07","2018-11-07T03:06:28","2018-11-07","2018-11-07T03:06:34",1,1,"2018-11-07T04:59:03","2018-11-07","2018-11-07T05:16:33",,,,"2018-05-12","2018-05-12T03:53:11",1,1,"2018-05-12T11:46:00"
"6fdd02cc5fad4b6aaaa699355b50a2c5","1241040402","64-64-66-34",1,3,"2018-06-03","2018-06-03T04:03:14",1,,"2018-06-03T05:11:38","2018-06-04","2018-06-04T02:59:38","2018-11-14","2018-11-14T04:08:26",1,1,"2018-11-14T04:49:56","2018-06-04","2018-06-04T04:05:06","2018-12-06","2018-12-06T04:38:34",1,1,"2018-12-06T04:56:16",,,,,,"2018-06-03","2018-06-03T05:14:56",1,,"2018-06-03T06:06:31"
"76864e14ab0a4c98a1cf17d54efe6acf","2231202004","29-03-49-45",1,3,"2018-05-02","2018-05-02T05:17:01",1,,"2018-05-02T05:58:35",,,,,,,,"2018-08-01","2018-08-01T04:35:39",,,1,,"2018-08-01T06:51:12",,,,,,"2018-05-02","2018-05-02T05:58:50",1,,"2018-05-02T06:05:11"
"7663bb1198824f56a0370fa6f07e858a","2151151502","30-46-55-37",1,3,"2018-08-03","2018-08-03T06:01:26",1,,"2018-08-03T06:49:58","2018-08-03","2018-08-03T02:34:08",,,1,,"2018-08-03T03:48:45","2019-01-23","2019-01-23T03:14:16","2019-01-23","2019-01-23T04:19:30",1,1,"2019-01-23T05:32:41",,,,,,"2018-08-03","2018-08-03T06:53:00",1,,"2018-08-03T07:32:55"
"7746d7555f5844d3aa4e1b1db205baaa","4053020204","94-83-94-74",1,3,"2019-01-26","2019-01-26T01:14:37",1,1,"2019-01-26T01:31:43","2018-06-08","2018-06-08T07:34:02",,,1,3,"2018-06-08T08:19:30","2018-12-06","2018-12-06T04:42:09","2018-12-06","2018-12-06T04:42:17",1,1,"2018-12-06T06:04:24",,,3,3,,"2019-01-26","2019-01-26T01:32:17",,,
"77d8e0bb2a8d40818176e4ca7fa67bed",,"86-28-58-60",8,3,"2019-01-28","2019-01-27T23:28:08",1,1,"2019-01-28T00:00:41",,,,,,,,,,,,,,,,,,,,"2019-01-28","2019-01-28T00:00:57",1,1,"2019-01-28T00:01:01"
"7858f0477c71435583949704dfdc8273","4171020202","45-08-45-12",12,3,"2019-01-21","2018-06-26T01:40:04",1,1,"2018-06-26T03:21:04","2018-06-27","2018-06-27T02:24:07","2018-12-17","2018-12-17T05:01:08",1,3,"2018-06-27T03:58:02","2018-06-26","2018-06-26T06:24:01","2018-12-12","2018-12-12T09:04:38",1,1,"2018-06-26T07:40:05","2019-01-25","2019-01-25T07:14:11",3,3,"2019-01-25T08:15:07","2018-06-26","2018-06-26T03:21:25",1,1,"2018-06-26T04:35:02"
"78bcb53eff2c4728a87f26ee0d5a7295","4102010106","47-71-40-92",1,3,"2018-06-05","2018-06-05T00:52:52",1,1,"2018-06-05T02:25:06","2018-06-05","2018-06-05T02:48:56","2018-11-06","2018-11-06T06:57:42",1,1,"2018-06-05T08:25:21","2018-06-05","2018-06-05T08:25:38","2018-11-06","2018-11-06T07:59:53",1,1,"2018-06-05T10:19:34","2018-11-06","2018-11-06T07:01:38",3,,"2018-11-06T09:14:05","2018-11-06","2018-11-06T10:44:04",1,1,"2018-11-06T11:16:03"
"7ae3d3fc9a4344ba8bb7d8670ba0a214","1191030304","30-29-17-25",1,3,"2018-06-13","2018-06-13T07:37:10",1,1,"2018-06-13T08:15:40","2018-06-13","2018-06-13T05:39:27","2018-11-28","2018-11-28T03:42:37",1,3,"2018-06-13T06:38:57","2018-06-13","2018-06-13T04:27:23","2018-11-28","2018-11-28T03:16:43",1,1,"2018-11-28T03:56:47",,,,,,"2018-06-13","2018-06-13T08:31:24",1,1,"2018-06-13T09:28:01"
"7cbae8c05a404cca98e447173d257eb4","1021030303","88-94-99-21",1,3,"2018-08-31","2018-08-31T08:42:10",3,1,"2018-09-18T07:21:02","2018-09-20","2018-09-20T02:14:32","2018-09-20","2018-09-20T02:37:10",3,1,"2018-09-26T09:54:07",,,,,3,3,,"2018-09-21","2018-09-21T06:31:21",3,3,,"2018-08-31","2018-08-31T09:37:09",3,1,"2018-08-31T09:58:44"
"7cbedb93a4d54e71a77f6282ce45b604","4092030309","52-89-16-75",1,3,"2018-04-29","2018-04-29T05:11:11",1,1,"2018-04-29T06:12:04","2018-05-02","2018-05-02T03:36:06","2018-11-06","2018-11-06T01:50:17",1,3,"2018-05-02T04:16:03","2018-05-02","2018-05-02T04:24:28","2018-11-06","2018-11-06T03:38:21",1,1,"2018-11-06T04:11:09",,,3,3,,"2018-04-29","2018-04-29T06:12:11",1,1,"2018-04-29T06:34:07"
"7ce87defa03b47d28ca7a85807a835eb","4114020204","19-39-69-85",1,3,"2018-05-09","2018-05-09T04:35:49",1,1,"2018-05-09T04:19:27","2019-01-24","2019-01-24T00:30:49","2019-01-24","2019-01-24T01:26:08",3,3,,"2018-05-09","2018-05-09T06:36:55","2018-12-13","2018-11-10T02:36:52",1,2,"2018-05-09T07:51:56","2018-05-09","2018-05-09T07:52:31",3,3,"2019-01-29T08:43:03","2018-05-09","2018-05-09T04:35:57",1,1,"2018-05-09T05:33:43"
"7d81ff7c7b1f45f682a2f778de1129d3",,"65-64-33-71",8,3,"2018-10-17","2018-10-17T06:11:58",1,1,"2018-10-17T06:53:02",,,,,,,,,,,,3,3,,,,3,3,,"2017-10-17","2017-10-17T06:35:16",1,1,"2017-10-17T06:35:20"
"7dfe77c10a6d423da8b1fe1af366ff1a","1131131304","97-27-45-82",1,3,"2018-06-19","2018-06-19T04:26:08",1,,"2018-06-19T05:10:33","2018-06-19","2018-06-19T05:52:43",,,2,,"2018-06-19T06:37:13","2018-09-03","2018-09-03T01:08:29","2018-09-03","2018-09-03T01:22:19",,1,"2018-09-03T02:19:03","2018-09-03","2018-09-03T04:12:27",,1,"2018-09-03T05:31:10","2018-06-19","2018-06-19T05:10:53",1,,"2018-06-19T05:47:27"
"7e25926b2a7440e69f203158d6092c89",,"55-30-97-28",,3,"2018-12-07","2018-12-07T05:32:04",1,1,"2018-12-07T05:58:19","2018-12-07","2018-12-07T04:00:28","2018-12-07","2018-12-07T04:00:36",1,1,"2018-12-07T05:24:09","2018-10-05","2018-10-05T04:56:22","2018-10-05","2018-10-05T04:56:36",1,1,"2018-10-05T07:06:26","2018-10-05","2018-10-05T08:36:53",1,1,"2018-10-05T10:04:26","2018-12-07","2018-12-07T06:02:18",1,1,"2018-12-07T08:04:52"
"811f0969148848799fdeb81412c961b7","4053010109","75-75-86-64",1,3,"2018-12-07","2018-12-07T04:08:03",1,1,"2018-12-07T04:37:03","2018-12-07","2018-12-07T02:57:41","2018-12-07","2018-12-07T02:58:04",1,1,"2018-12-07T03:29:38","2018-12-07","2018-12-07T03:32:46","2018-12-07","2018-12-07T03:32:54",,,,,,,,,"2018-12-07","2018-12-07T04:37:31",1,1,"2018-12-07T04:51:03"
"819574132d744fb58ef76356982dab3e","4281111105","97-06-48-22",1,3,"2018-05-30","2018-05-30T04:27:34",1,1,"2018-05-30T04:52:01","2018-10-10","2018-10-10T08:28:15","2018-10-10","2018-10-10T09:03:06",1,1,"2018-10-10T09:20:21",,,,,,,,,,3,3,,"2018-05-30","2018-05-30T04:52:20",1,1,"2018-05-30T05:11:37"
"819dc7fb58f3487c92ce386410f0e484","2251141426","72-95-56-08",1,3,"2018-11-27","2018-11-27T07:39:00",1,1,"2018-11-27T08:14:27","2018-06-01","2018-06-01T03:29:25","2018-11-27","2018-11-27T03:01:03",1,1,"2018-06-01T04:57:42","2018-05-10","2018-05-10T04:17:01","2018-11-27","2018-11-27T03:22:38",1,1,"2018-05-10T05:52:03","2018-12-10","2018-12-10T06:52:21",1,1,"2018-12-10T07:14:19","2018-11-27","2018-11-27T07:16:03",1,,"2018-11-27T07:37:15"
"8240331915e74700903cd16936938273","1021030304","87-78-16-27",9,3,"2019-01-13","2019-01-13T03:10:58",1,1,"2019-01-13T05:11:06",,,,,,,,,,,,,,,,,,,,"2019-01-13","2019-01-13T05:45:50",1,1,"2019-01-13T06:43:32"
"856d1989c4994c0bb213bd69b1cc4e28","4171090902","07-11-57-90",1,3,"2018-06-22","2018-06-22T06:19:07",1,1,"2018-06-23T04:27:21","2018-06-22","2018-06-22T03:35:28","2018-12-12","2018-12-12T04:53:07",1,3,"2018-06-22T05:21:15","2018-06-22","2018-06-22T08:23:27","2018-12-12","2018-12-12T02:01:19",1,1,"2018-06-22T10:35:56","2018-06-22","2018-06-22T07:33:31",1,1,"2018-06-22T08:04:22","2018-06-23","2018-06-23T02:50:17",1,1,"2018-06-23T04:20:03"
"87888fff4c0c45d49f76bf7f930652a3","1021030344","88-86-92-84",3,3,"2018-08-31","2018-08-31T10:33:09",1,1,"2018-08-31T11:54:52","2018-11-24","2018-11-24T04:36:03","2018-11-24","2018-11-24T04:38:11",1,2,"2018-11-24T05:36:57",,,,,,3,,,,,3,,"2018-08-31","2018-08-31T11:55:07",1,1,"2018-08-31T12:22:19"
"82a63311f1c84741bfd4b8e903e89fa4",,"16-96-21-37",,3,"2018-11-27","2018-11-27T05:17:56",,1,"2018-11-27T06:11:32","2018-11-28","2018-11-28T02:58:51","2018-11-28","2018-11-28T03:05:05",,1,"2018-11-28T03:59:04","2018-11-28","2018-11-28T07:14:45","2018-11-28","2018-11-28T07:15:01",,1,"2018-11-28T08:28:19","2018-11-30","2018-11-30T07:47:33",,1,"2018-11-30T08:49:04","2018-11-27","2018-11-27T06:12:04",,1,"2018-11-27T07:01:02"
"85d0e9e0a4f1496aaf118e34270048e6","1072020201","47-45-18-73",1,3,"2018-06-25","2018-06-25T04:44:31",1,,"2018-06-25T05:32:43","2018-06-25","2018-06-25T07:00:29","2018-12-16","2018-12-16T07:20:54",1,1,"2018-12-16T07:44:08",,,,,3,3,,,,,3,,"2018-06-25","2018-06-25T05:35:43",1,,"2018-06-25T06:31:13"
"86105861a94a405a9af8478fdf715f04","1136040402","80-98-40-63",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8873c7ea649641a9aa484ff5a2071ce5","2121040406","68-41-72-67",1,3,"2018-04-29","2018-04-29T05:07:45",1,,"2018-04-29T06:49:38","2018-11-13","2018-11-13T03:19:53",,,1,,"2018-11-13T04:52:34","2018-04-30","2018-04-30T04:47:12","2018-11-14","2018-11-14T02:42:51",1,1,"2018-04-30T06:02:26","2018-11-14","2018-11-14T04:24:15",1,,"2018-11-14T07:25:12","2018-04-29","2018-04-29T06:50:24",1,,"2018-04-29T07:21:12"
"8513e8bd23c14fd198c0e28c57e978fb","3301070701","95-91-78-39",1,3,"2018-06-26","2018-06-26T08:55:20",1,,"2018-06-26T09:32:38","2018-06-25","2018-06-25T02:12:28",,,1,3,"2018-06-25T03:45:13","2018-06-26","2018-06-26T06:31:01","2018-12-14","2018-12-14T02:41:13",1,1,"2018-12-14T04:10:59","2018-06-26","2018-06-26T08:20:34",1,,"2018-06-26T08:53:50","2018-06-26","2018-06-26T09:33:26",1,,"2018-06-26T10:17:09"
"8a796de4a4744d1896966983749b62ce","4201070703","35-92-49-53",1,3,"2019-01-24","2019-01-24T02:08:49",1,1,"2019-01-24T03:45:19","2019-01-23","2019-01-23T04:29:41","2019-01-23","2019-01-23T04:31:23",1,1,"2019-01-23T04:33:04","2019-01-23","2019-01-23T01:49:14","2019-01-23","2019-01-23T01:49:19",1,1,"2019-01-23T03:12:21","2019-01-24","2019-01-24T02:28:11",1,1,"2019-01-24T03:02:49","2019-01-24","2019-01-24T03:45:46",1,1,"2019-01-24T04:34:45"
"8a25746d91fd4a71903d25321bf21f4b",,"32-79-51-40",4,3,"2018-06-25","2018-06-25T07:17:12",1,1,"2018-06-25T08:05:03","2018-06-25","2018-06-25T08:22:12","2018-12-15","2018-12-15T08:23:45",1,1,"2018-06-25T07:16:03","2018-06-25","2018-06-25T07:02:09","2018-12-15","2018-12-15T03:02:40",1,1,"2018-06-25T08:22:05","2018-06-25","2018-06-25T03:10:26",1,1,"2018-06-25T04:33:04","2018-06-25","2018-06-25T04:33:37",1,1,"2018-06-25T04:59:03"
"8cce422c32fb487db7f64fc57ab28ea3","1102030301","33-86-34-01",1,3,"2018-06-23","2018-06-23T11:39:07",1,1,"2018-06-23T12:03:29",,,,,,,,"2018-06-23","2018-06-23T04:46:00","2018-12-18","2018-12-18T03:57:13",1,1,"2018-06-23T06:24:45",,,,,,"2018-06-23","2018-06-23T07:04:09",1,1,"2018-06-23T08:09:05"
"8d6c882303774a69b457c672b327bb4b",,"13-27-67-54",,3,"2019-01-22","2019-01-22T06:10:25",1,1,"2019-01-22T07:16:43","2019-02-13","2019-02-13T05:02:19","2019-02-13","2019-02-13T05:02:24",,1,"2019-02-13T05:28:22","2019-01-23","2019-01-23T04:12:18","2019-01-23","2019-01-23T03:41:50",,1,"2019-01-23T05:26:08",,,,,,"2019-01-22","2019-01-22T07:17:51",,1,"2019-01-22T08:38:26"
"8e0674510f124c79adff16fa72a15dbf","2211090903","59-49-37-12",1,3,"2018-11-08","2018-11-08T08:07:32",1,,"2018-11-08T08:48:58","2018-05-03","2018-05-03T03:24:11","2018-11-09","2018-11-09T04:12:35",1,1,"2018-05-03T04:07:34","2018-05-03","2018-05-03T05:33:02","2018-11-09","2018-11-09T04:54:42",1,,"2018-05-03T08:36:29",,,,,,"2018-11-08","2018-11-08T08:49:33",1,,"2018-11-08T09:14:07"
"8e2224a0b6494414a93947f05e8d132e","4081010106","19-59-74-37",12,3,"2019-01-31","2019-01-31T05:19:59",1,1,"2019-01-31T06:51:03","2019-01-31",,,,3,3,,"2019-01-31",,,,3,3,,,,,,,"2019-01-31","2019-01-31T06:51:18",1,1,"2019-01-31T07:23:02"
"8f4c7489123f4036974cc7f574debbac","3231060609","60-97-61-88",1,3,"2018-08-10","2018-08-10T09:31:35",1,1,"2018-08-10T10:21:33","2018-08-10","2018-08-10T05:14:37",,,1,3,"2019-01-25T07:33:59","2018-08-11","2018-08-11T02:16:28","2019-01-25","2019-01-25T07:34:06",2,1,"2019-01-25T08:35:36","2018-08-10","2018-08-10T06:37:38",1,1,"2018-08-10T07:33:38","2018-08-10","2018-08-10T10:21:45",1,1,"2018-08-11T05:03:55"
"8f4e78e6dc8746289651442eb40f7d6d","1221060618","43-33-76-18",1,3,"2019-02-04","2019-02-04T08:52:52",1,1,"2019-02-05T00:49:20","2019-02-05","2019-02-05T00:49:50","2019-02-05","2019-02-05T00:49:59",1,3,"2019-02-05T01:09:12","2019-01-29","2019-01-29T07:14:20","2019-01-29","2019-01-29T07:14:24",1,1,"2019-02-05T02:29:28",,,,,,"2019-02-05","2019-02-05T02:30:06",1,1,"2019-02-05T02:37:46"
"8fc56ed20a424d2fac2361dd0f33e3ea","2151202008","04-35-73-80",1,3,"2018-03-23","2018-03-23T05:08:15",1,,"2018-03-23T05:47:09","2018-10-10","2018-10-10T04:04:15",,,1,,"2018-10-10T05:42:03","2018-10-10","2018-10-10T06:48:33",,,1,,"2018-10-10T08:19:30",,,,,,"2018-03-23","2018-03-23T05:47:23",1,,"2018-03-23T06:14:21"
"8fc986ddd794404797432dfcdde4cbd3","1103060602","85-17-19-95",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8ef78b7b0f7147e0ac63d91538fa815c","3034040402","63-03-43-30",1,3,"2018-03-27","2018-03-27T04:48:29",1,1,"2018-03-27T05:15:03","2018-03-27","2018-03-27T02:56:23",,,1,3,"2018-03-27T03:50:24","2018-03-27","2018-03-27T06:12:10","2018-09-10","2018-09-10T04:13:11",1,1,"2018-09-10T05:06:28","2019-01-18","2019-01-18T07:04:06",1,1,"2019-01-18T08:02:30","2018-03-27","2018-03-27T05:15:15",1,1,"2018-03-27T05:31:59"
"91a39a9bf8bb4ad68964d8dc19ba3253","1152050505","20-43-32-61",1,3,"2018-03-25","2018-03-25T05:44:32",1,1,"2018-03-25T06:31:42","2018-10-08","2018-10-08T04:46:58","2018-10-08","2018-10-08T04:47:02",1,2,"2018-10-08T06:42:43","2018-03-26","2018-03-26T05:58:12","2018-10-06","2018-10-06T05:56:07",1,1,"2018-10-06T06:38:50",,,,,,"2018-03-25","2018-03-25T06:40:44",1,1,"2018-03-25T07:30:57"
"8f6eac2d77894b3f8ba983cdb145dfa6","1021050532","22-52-74-75",8,3,"2018-09-25","2018-09-25T04:29:10",1,1,"2018-09-25T04:51:16","2018-09-25","2018-09-25T02:06:25","2018-09-25","2018-09-25T02:06:30",1,1,"2018-09-25T03:35:51","2018-09-20","2018-09-20T02:51:35","2018-09-20","2018-09-20T02:51:39",1,1,"2018-09-20T05:39:45",,,3,3,,"2018-09-25","2018-09-25T04:51:43",1,1,"2018-09-25T04:55:41"
"92bc05e40dff4e818160d4bc3bd31eee","3131040412","35-98-52-71",1,3,"2018-03-20","2018-03-20T03:08:03",1,,"2018-03-20T03:41:56","2018-03-19","2018-03-19T02:40:24","2018-10-11","2018-10-11T03:08:02",1,1,"2018-03-19T04:16:39","2018-03-19","2018-03-19T05:20:20","2018-09-06","2018-09-06T03:28:42",1,1,"2018-09-06T04:10:36","2018-03-19","2018-03-19T06:56:58",1,,"2018-03-19T07:40:12","2018-03-20","2018-03-20T03:42:10",1,,"2018-03-20T04:00:25"
"93f32e4649e8452181fa4f17e75cbf30","2041020205","22-63-38-40",1,3,"2019-01-13","2019-01-13T03:56:32",1,1,"2019-01-13T04:38:07","2019-01-13","2019-01-13T04:53:20","2019-01-13","2019-01-13T04:53:25",,,,"2019-01-14","2019-01-14T02:34:36","2019-01-14","2019-01-14T02:34:41",1,1,"2019-01-14T02:56:44","2019-01-14","2019-01-14T03:42:40",1,1,"2019-01-14T03:53:33","2019-01-13","2019-01-13T04:39:18",1,1,"2019-01-13T04:39:59"
"96087df97f6b4e1c8a0ec6aab97ffc23","3052020202","18-33-14-59",5,3,"2018-06-21","2018-06-21T08:07:52",1,1,"2018-06-21T10:32:25","2018-06-21","2018-06-21T05:14:44","2018-12-10","2018-12-10T02:47:14",2,3,"2018-06-21T08:07:00",,,,,3,3,,"2018-06-22","2018-06-22T01:58:13",1,1,"2018-06-22T02:17:08","2018-06-21","2018-06-21T09:00:23",1,1,"2018-06-21T10:32:01"
"989ebf98f43b4297beef92b24367e4c8","4151060612","30-99-66-58",1,3,"2018-06-03","2018-06-03T03:35:59",1,1,"2018-06-03T04:05:04",,,,,3,3,,"2019-01-18","2019-01-18T04:14:35","2019-01-18","2019-01-18T04:14:39",1,1,"2019-01-18T05:00:24","2019-01-18","2019-01-18T07:19:18",1,1,"2019-01-18T07:41:18","2018-06-03","2018-06-03T04:05:23",1,1,"2018-06-03T04:22:45"
"9693819c6c25424e8079d7bd5a399e59","4272020202","92-06-84-13",1,3,"2018-05-08","2018-05-08T05:48:09",1,1,"2018-05-08T06:05:11","2018-06-26","2018-06-26T04:45:56","2018-12-10","2018-12-10T02:02:27",1,3,"2018-06-26T05:52:12","2018-05-08","2018-05-08T03:20:48","2018-10-11","2018-10-11T06:00:50",1,1,"2018-10-11T09:01:19","2018-10-11",,,,,"2018-05-08","2018-05-08T06:05:24",1,1,"2018-05-08T06:12:22"
"9a2a6af2f9924430b9a0cc47327b661f","1021030312","09-71-54-71",1,3,"2018-10-04","2018-10-04T04:33:54",1,,"2018-10-04T05:56:09",,,,,,,,,,,,,,,,,,,,"2018-10-04","2018-10-04T07:29:19",1,,"2018-10-04T08:33:40"
"97ae00424b064a76ab02f3474665cca3","2043010102","93-57-84-53",1,3,"2018-03-10","2018-03-10T04:43:07",1,1,"2018-03-10T06:50:55","2018-03-14","2018-03-14T08:06:54","2018-10-10","2018-10-10T07:13:30",1,1,"2018-03-14T09:53:02","2018-09-03","2018-09-03T05:32:10","2018-10-10","2018-10-10T06:50:40",1,1,"2018-09-03T05:56:33","2018-03-22","2018-03-22T05:35:16",1,1,"2019-01-25T05:59:30","2018-03-10","2018-03-10T07:06:20",1,1,"2018-09-03T04:16:29"
"9c9917e6e1554969a1d66ac128e8d541","1171040404","22-11-58-99",1,3,"2018-06-07","2018-06-07T02:53:28",1,,"2018-06-07T03:56:07","2018-06-07","2018-06-07T04:55:32",,,1,,"2018-06-07T05:58:54",,,,,3,3,,"2018-12-11","2018-12-11T07:30:13",,1,"2018-12-11T07:52:24","2018-06-07","2018-06-07T03:57:50",1,,"2018-06-07T04:26:42"
