"EA_code","t0_EA_code","interview__key","trip_num","s1b_visit","s1bq2a","s1bq2b","s1bq2d","s1bq2e","s1bq2c","s1bq3a","s1bq3b","s1bq3a_v2","s1bq3b_v2","s1bq3d","s1bq3e","s1bq3c","s1bq4a","s1bq4b","s1bq4a_v2","s1bq4b_v2","s1bq4d","s1bq4e","s1bq4c","s1bq5a","s1bq5b","s1bq5d","s1bq5e","s1bq5c","s1bq6a","s1bq6b","s1bq6d","s1bq6e","s1bq6c"
"2fc7c42417e64ebcaea375ffa538326d","4103030301","65-91-23-57",1,3,"2018-11-09","2018-11-08T00:25:10",1,1,"2018-11-08T01:33:03","2018-11-08","2018-11-08T03:19:15","2018-11-08","2018-11-08T03:20:00",1,1,"2018-11-08T04:40:10","2018-11-08","2018-11-08T06:11:34","2018-11-08","2018-11-08T06:11:42",1,1,"2018-11-08T09:21:37","2018-11-08","2018-11-08T05:03:31",1,1,"2018-11-08T06:16:08","2018-11-08","2018-11-08T01:39:17",1,1,"2018-11-08T02:22:03"
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",1,3,"2018-06-19","2018-06-19T08:17:48",1,1,"2018-06-19T09:01:13","2018-06-19","2018-06-19T04:37:24",,,1,3,"2018-06-19T05:33:34","2018-06-19","2018-06-19T05:46:14","2019-01-13","2019-01-13T04:48:00",1,1,"2019-01-13T05:08:23","2019-01-14","2019-01-14T05:47:33",1,1,"2019-01-14T07:03:00","2018-06-19","2018-06-19T09:02:13",1,1,"2018-06-19T09:38:00"
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",1,3,"2019-02-05","2019-02-05T04:00:56",1,1,"2019-02-05T04:20:34","2019-02-05","2019-02-05T04:34:45","2019-02-05","2019-02-05T04:35:47",1,1,"2019-02-05T05:26:57","2019-02-05","2019-02-05T07:29:48","2019-02-05","2019-02-05T07:31:12",1,1,"2019-02-05T08:56:35","2019-02-05","2019-02-05T09:07:19",1,1,"2019-02-05T09:21:07","2019-02-05","2019-02-05T09:24:25",1,1,"2019-02-05T09:31:26"
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",1,3,"2018-09-12","2018-09-12T06:30:20",3,1,"2018-09-12T07:02:26","2018-09-12","2018-09-12T04:31:20","2018-09-12","2018-09-12T04:31:29",3,2,"2018-09-12T05:05:50","2018-09-11","2018-09-11T05:10:47","2018-09-11","2018-09-11T05:14:52",3,1,"2018-09-11T06:58:14","2018-09-11","2018-09-11T07:52:34",3,1,"2018-09-11T09:06:56","2018-09-12","2018-09-12T07:03:07",3,1,"2018-09-12T07:23:30"
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",3,3,"2018-10-04","2018-10-04T04:12:24",1,1,"2018-10-04T05:10:51","2018-11-24","2018-11-24T02:17:48","2018-11-24","2018-11-24T02:17:53",1,2,"2018-11-28T06:41:51",,,,,,3,,,,,3,,"2018-10-04","2018-10-04T05:11:03",1,1,"2018-10-04T05:40:12"
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",1,1,"2018-03-13","2018-03-13T05:34:55",1,,"2018-03-13T06:52:46","2018-03-13","2018-03-13T03:26:31",,,1,,"2018-03-13T04:42:34",,,,,,,,,,,,,"2018-03-13","2018-03-13T06:52:56",1,,"2018-03-13T07:08:46"
"2dd8b36de95c4d5bba92df1210413388","2231212102","42-91-93-12",1,3,"2018-07-30","2018-07-30T06:28:08",1,,"2018-07-30T07:02:04","2018-07-30","2018-07-30T04:46:35",,,1,,"2018-07-30T05:57:13","2019-01-18","2019-01-18T04:15:10","2019-01-18","2019-01-18T04:15:21",1,1,"2019-01-18T05:07:37","2019-01-26","2019-01-26T07:05:26",1,1,"2019-01-26T08:37:14","2018-07-30","2018-07-30T07:02:19",1,,"2018-07-30T07:20:00"
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",1,3,"2018-05-01","2018-05-01T09:27:54",1,1,"2018-05-01T10:40:19","2018-06-22","2018-06-22T02:00:16",,,1,3,"2018-06-22T02:36:31","2018-05-01","2018-05-01T12:22:54","2018-12-12","2018-12-12T05:49:25",1,1,"2018-05-01T14:34:50","2018-12-13","2018-12-13T09:43:50",1,1,"2018-12-13T10:43:09","2018-05-01","2018-05-01T10:40:46",1,1,"2018-05-01T11:21:05"
"2e97754263a84e12b95022950c69f673","11710.0.","43-35-34-23",1,3,"2019-01-29","2019-01-29T07:00:26",,1,,"2019-01-29","2019-01-29T03:44:42","2019-01-29","2019-01-29T04:31:12",,1,"2019-01-29T04:39:18",,,,,,,,"2019-01-29","2019-01-29T07:58:18",,1,"2019-01-29T08:21:59","2019-01-29",,,1,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",1,3,"2018-05-04","2018-05-04T13:16:13",1,1,"2018-05-04T13:45:56","2018-05-05","2018-05-05T10:06:49","2018-12-10","2018-12-10T04:06:30",1,2,"2018-12-10T04:10:59","2018-05-05","2018-05-05T08:57:26","2018-11-17","2018-11-17T08:18:00",1,1,"2018-11-17T09:02:38",,,,3,,"2018-05-04","2018-05-04T13:46:25",1,1,"2018-05-04T14:04:53"
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",1,3,"2018-03-18","2018-03-18T06:00:08",1,,"2018-03-18T06:36:45","2018-03-16","2018-03-16T02:34:29",,,1,3,"2018-03-16T04:13:09","2018-03-16","2018-03-16T04:28:24","2018-09-05","2018-09-05T01:56:59",1,1,"2018-09-05T03:13:44","2018-03-16","2018-03-16T07:15:47",1,,"2018-03-16T07:43:26","2018-03-18","2018-03-18T06:37:53",1,,"2018-03-18T07:25:03"
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",1,3,"2018-07-30","2018-07-30T04:52:08",1,,"2018-07-30T05:41:08","2018-07-30","2018-07-30T08:43:40","2018-11-12","2018-11-12T07:46:53",1,1,"2018-11-12T08:15:24","2018-11-12","2018-11-12T06:16:13","2018-11-12","2018-11-12T06:16:24",,1,"2018-11-12T07:12:58","2018-11-12","2018-11-12T04:47:55",2,2,,"2018-07-30","2018-07-30T05:42:17",1,,"2018-07-30T06:31:38"
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",1,3,"2018-03-25","2018-03-25T07:38:23",1,1,"2018-03-25T08:07:10","2018-03-26","2018-03-26T03:37:34","2018-10-16","2018-10-16T04:34:59",1,1,"2018-10-16T05:09:50","2018-03-25","2018-03-25T05:42:22","2018-10-16","2018-10-16T07:39:18",1,1,"2018-10-16T08:26:40","2019-01-18","2019-01-18T04:14:06",1,1,"2019-01-18T05:16:10","2018-03-25","2018-03-25T08:08:13",1,1,"2018-03-25T09:22:44"
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",1,3,"2018-08-01","2018-08-01T04:24:04",1,,"2018-08-01T05:37:08","2018-08-02","2018-08-02T05:03:01","2019-01-21","2019-01-21T08:04:56",1,1,"2019-01-21T08:26:50","2018-08-01","2018-08-01T06:21:50","2019-01-22","2019-01-22T04:10:57",1,1,"2019-01-22T04:30:45","2018-08-02","2018-08-02T10:20:53",1,,"2018-08-02T10:47:34","2018-08-01","2018-08-01T05:37:24",1,,"2018-08-01T06:19:08"
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",1,3,"2018-08-28","2018-08-28T11:31:21",1,1,"2018-08-28T12:52:14","2018-09-24","2018-09-24T01:07:35","2018-09-25","2018-09-25T06:58:38",1,1,"2018-09-24T03:43:31",,,,,3,3,,,,3,3,,"2018-08-28","2018-08-28T12:52:38",1,1,"2018-08-28T13:12:27"
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",1,3,"2018-12-12","2018-12-12T04:37:05",1,1,"2018-12-12T05:07:37",,,,,,,,,,,,,,,"2018-12-12","2018-12-12T05:55:03",1,1,"2018-12-12T05:58:56","2018-12-12","2018-12-12T05:07:46",1,1,"2018-12-12T05:44:00"
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",9,3,"2019-01-12","2019-01-12T03:18:02",1,1,"2019-01-12T03:58:27",,,,,,,,,,,,,,,,,,,,"2019-01-12","2019-01-12T05:34:11",1,1,"2019-01-12T06:00:32"
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",1,3,"2018-03-23","2018-03-23T06:59:00",1,,"2018-03-23T08:07:48","2018-03-23","2018-03-23T09:47:41","2018-10-06","2018-10-06T04:07:30",1,1,"2018-10-06T04:48:23","2018-10-05","2018-10-05T10:14:05","2018-10-05","2018-10-05T10:14:09",,2,"2018-10-05T11:28:15","2018-10-05","2018-10-05T06:23:36",,1,"2018-10-05T07:07:42","2018-03-23","2018-03-23T08:07:55",1,1,"2018-03-23T08:48:54"
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",1,3,"2018-11-28","2018-11-28T09:20:44",1,1,"2018-11-28T10:25:53","2018-07-26","2018-07-26T10:14:06","2018-09-27","2018-09-27T09:29:40",1,1,"2018-09-27T09:47:26","2018-07-02","2018-07-02T11:18:51","2018-11-28","2018-11-28T05:56:57",1,1,"2018-11-28T06:04:31","2018-07-02","2018-07-02T14:14:56",1,1,"2018-07-02T15:01:08","2018-11-28","2018-11-28T10:26:04",1,1,"2018-11-28T10:34:59"
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",1,3,"2018-07-28","2018-07-28T01:05:04",1,1,"2019-01-21T01:23:28","2018-07-30","2018-07-30T02:11:07","2019-01-21","2019-01-21T02:32:35",1,3,"2018-07-30T03:20:06","2018-07-28","2018-07-28T02:54:29","2019-01-21","2019-01-21T03:32:21",1,1,"2018-07-30T01:11:21","2018-07-30","2018-07-30T04:10:24",,,,"2018-07-28","2019-01-21T01:31:23",1,1,"2019-01-21T02:31:07"
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",1,3,"2018-06-25","2018-06-25T08:43:20",1,,"2018-06-25T09:14:49","2018-06-25","2018-06-25T04:04:02",,,1,3,"2018-06-25T05:45:50","2018-06-26","2018-06-26T01:56:40","2018-12-16","2018-12-16T00:08:13",1,1,"2018-12-16T06:53:51","2018-06-26","2018-06-26T05:00:57",1,,"2018-06-26T05:49:00","2018-06-25","2018-06-25T09:15:05",1,,"2018-06-26T01:42:33"
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",12,3,"2019-01-28","2019-01-28T05:22:05",1,1,"2019-01-28T10:13:49","2019-01-28","2019-01-28T06:58:27","2019-01-28","2019-01-28T06:58:37",1,1,"2019-01-28T09:58:15","2019-01-28","2019-01-28T08:10:09","2019-01-28","2019-01-28T08:10:14",1,1,"2019-01-28T09:19:41",,,,,,"2019-01-28","2019-01-28T10:01:12",1,1,"2019-01-28T10:09:48"
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",1,3,,,,,,"2018-11-03","2018-11-03T02:34:22","2018-11-03","2018-11-03T02:34:36",,1,"2018-11-03T03:20:55","2018-11-03","2018-11-03T03:52:05","2018-11-03","2018-11-03T04:06:18",1,1,"2018-11-03T05:32:59",,,,,,,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",1,3,"2018-05-13","2018-05-13T06:48:13",1,,"2018-05-13T09:10:13","2018-11-03","2018-11-03T04:26:58",,,1,1,"2018-11-03T05:27:08","2018-11-05","2018-11-05T09:18:25",,,1,,"2018-11-05T10:16:15",,,,,,"2018-05-13","2018-05-13T06:28:46",1,,"2018-05-13T06:47:47"
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",1,3,"2018-03-26","2018-03-26T03:40:41",1,1,"2018-03-26T05:34:03","2018-10-11","2018-10-11T04:53:33","2018-10-11","2018-10-11T04:53:38",1,1,,"2018-10-11","2018-10-11T06:43:19","2018-10-11","2018-10-11T06:43:25",1,1,,"2018-03-26","2018-03-26T05:52:52",1,1,"2018-03-26T06:07:06","2018-03-26","2018-03-26T05:34:32",1,1,"2018-03-26T05:49:20"
"4ba54fb88a534722877835b1045a512d","4042070709","85-31-22-31",1,3,"2018-03-23","2018-03-23T09:19:10",1,1,"2018-03-23T10:49:06","2018-03-24","2018-03-24T01:02:10","2018-09-04","2018-09-04T06:50:30",2,1,"2018-03-24T03:03:02","2018-03-23","2018-03-23T05:20:04","2018-09-04","2018-09-04T04:46:44",1,1,"2018-03-23T07:12:19","2018-03-23","2018-03-23T07:31:14",1,1,"2018-03-23T08:23:09","2018-03-23","2018-03-23T10:49:21",1,1,"2018-03-23T11:37:03"
"4904caa625114480b7dfb1ac1090ea9d","3042040401","75-39-75-81",1,3,"2018-05-29","2018-05-29T07:30:41",1,1,"2018-05-29T08:50:51","2018-05-28","2018-05-28T04:31:03","2018-11-26","2018-11-26T01:35:52",2,2,"2018-11-26T02:25:04","2018-05-29","2018-05-29T05:51:41","2018-11-26","2018-11-26T02:46:40",1,1,"2018-11-26T04:44:47","2018-12-03","2018-12-03T07:17:39",1,1,"2018-12-03T07:50:09","2018-05-29","2018-05-29T08:51:06",1,1,"2018-05-29T09:19:43"
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",1,3,"2018-12-11","2018-12-11T07:39:10",1,1,"2018-12-11T08:44:18","2018-06-19","2018-06-19T04:18:44","2018-12-11",,1,3,"2018-06-19T05:46:01","2019-01-11","2019-01-11T04:11:31","2019-01-11","2019-01-11T04:11:35",1,1,"2019-01-11T04:51:41","2019-01-11","2019-01-11T03:17:41",1,1,"2019-01-11T04:11:16","2018-12-11","2018-12-11T08:44:37",1,1,"2019-01-11T09:16:26"
"49ac26b03a504025bc11014fb9fd07f0","1031070701","65-53-81-18",9,3,"2018-11-10","2018-11-10T04:02:10",1,1,"2018-11-10T04:22:44","2018-11-12","2018-11-12T00:59:19","2018-11-12","2018-11-12T00:59:26",3,1,"2018-11-12T02:00:06","2018-11-13","2018-11-13T04:14:40","2018-11-13","2018-11-13T04:14:47",3,1,"2018-11-13T05:44:24",,,,,,"2018-11-10","2018-11-10T04:28:06",1,1,"2018-11-10T05:33:36"
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",3,3,"2018-07-03","2018-07-03T14:55:51",1,1,"2018-07-03T15:56:56","2018-07-03","2018-07-03T12:29:29","2018-09-03","2018-09-03T12:58:10",1,2,"2018-09-03T13:03:04","2018-06-22","2018-06-22T10:57:59","2018-09-03","2018-09-03T14:07:03",1,1,"2018-09-03T14:06:27","2018-07-02","2018-07-02T10:01:33",1,1,"2018-07-02T10:28:32","2018-07-03","2018-07-03T16:15:15",1,1,"2018-07-03T16:11:59"
"4cdaf79caf624178b5eadc9be94a36aa","3141030304","35-28-58-28",1,3,"2018-06-20","2018-06-20T10:56:32",1,1,"2018-06-20T11:50:01","2018-06-20","2018-06-20T09:33:30","2018-12-14","2018-12-14T04:42:49",1,1,"2018-12-14T04:58:53","2018-06-19","2018-06-19T13:46:08","2018-12-14","2018-12-14T01:38:52",1,1,"2018-12-14T04:59:15","2018-06-20","2018-06-20T18:58:36",1,1,"2018-06-20T20:10:49","2018-06-20","2018-06-20T11:50:17",1,1,"2018-06-20T12:34:31"
"4a1d00f074cc4b00918c46c988ddbe64",,"45-42-36-18",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cf59369cdf24583a27873140b200861","1122040401","74-16-21-77",1,3,"2019-01-21","2019-01-21T07:22:59",1,1,"2019-01-21T07:43:23",,,,,,,,,,,,,,,"2019-01-21","2019-01-21T02:40:42",1,1,"2019-01-21T04:30:07","2019-01-21","2019-01-21T07:44:07",1,1,"2019-01-21T07:50:24"
"4d5ac1450c634c6ca704f0e8848cc443","1012040404","91-91-63-66",1,3,"2018-06-28","2018-06-28T06:02:05",1,1,"2018-06-28T06:42:00",,,,,,,,,,,,,,,,,,,,"2018-06-28","2018-06-28T06:44:31",1,1,"2018-06-28T07:18:29"
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",9,3,"2018-09-10","2018-09-10T10:33:09",1,1,"2018-09-10T11:19:00","2018-09-10","2018-09-10T12:10:51","2018-09-10","2018-09-10T12:11:15",2,2,"2018-09-10T04:04:33","2018-09-10","2018-09-10T12:09:15","2018-09-10","2018-09-10T12:11:59",1,1,"2018-09-10T13:32:30","2018-09-10","2018-09-10T09:26:22",1,1,"2018-09-10T10:04:39","2018-09-10","2018-09-10T11:22:29",1,1,"2018-09-10T11:39:13"
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",1,3,"2019-01-24","2019-01-24T03:51:38",1,1,"2019-01-24T04:04:06","2019-01-23","2019-01-23T04:04:03","2019-01-23","2019-01-23T04:04:21",,,,,,,,,,,"2019-01-23","2019-01-23T07:39:41",2,2,"2019-01-27T20:34:49","2019-01-24","2019-01-24T04:05:39",1,1,"2019-01-27T20:30:48"
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",1,3,"2018-03-26","2018-03-26T06:37:26",1,,"2018-03-26T07:28:54","2018-03-26","2018-03-26T04:10:53",,,1,,"2018-03-26T05:22:24",,,"2018-09-06","2018-09-06T05:53:18",1,1,"2018-09-06T07:44:15","2018-03-27","2018-03-27T07:24:41",1,,"2018-03-27T07:42:39","2018-03-26","2018-03-26T07:29:08",1,,"2018-03-26T08:12:54"
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",12,3,"2019-01-15","2019-01-15T08:00:43",1,1,"2019-01-15T08:57:20","2019-01-15",,,,3,3,,"2019-01-15","2019-01-15T05:41:11","2019-01-15","2019-01-15T05:41:31",2,1,"2019-01-15T06:45:56","2019-01-15","2019-01-15T06:46:33",1,1,"2019-01-15T08:00:33","2019-01-15","2019-01-15T08:57:29",1,1,"2019-01-15T09:18:23"
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",1,3,"2018-05-10","2018-05-10T03:39:23",1,1,"2018-05-10T05:39:03","2018-11-12","2018-11-12T05:11:03","2018-11-12","2018-11-12T05:11:37",1,1,"2018-11-12T07:13:16","2018-05-10","2018-05-10T05:48:17","2018-11-12","2018-11-12T04:22:57",2,1,"2018-05-10T06:48:05","2018-12-03","2018-12-03T02:34:18",3,1,"2018-12-03T02:54:11","2018-05-10","2018-05-10T05:39:17",1,1,"2018-05-10T05:45:48"
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",1,3,"2018-05-02","2018-05-02T07:09:08",1,1,"2018-05-02T08:21:12","2018-05-02","2018-05-02T04:48:02","2018-11-07","2018-11-07T02:16:27",1,1,"2018-11-07T02:53:22","2018-05-04","2018-05-04T01:59:24","2018-11-07","2018-11-07T05:57:22",1,1,"2018-11-07T06:33:43","2018-05-05","2018-05-05T03:14:04",1,1,"2018-05-05T06:39:53","2018-05-02","2018-05-02T07:49:02",1,1,"2018-05-02T08:34:17"
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",1,3,"2018-05-13","2018-05-13T08:56:09",1,1,"2018-05-13T09:25:59","2018-05-13","2018-05-13T10:51:28","2018-12-03","2018-12-03T06:34:58",1,1,"2018-12-03T07:10:36","2018-12-03","2018-12-03T08:47:36","2018-12-03","2018-12-03T08:47:41",1,3,"2018-12-03T09:54:20","2018-12-03","2018-12-03T08:11:20",1,1,"2018-12-03T08:35:51","2018-05-13","2018-05-13T09:26:15",1,1,"2018-05-13T09:57:35"
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",1,3,"2018-06-07","2018-06-07T01:58:36",1,,"2018-06-07T02:28:20","2018-06-06","2018-06-06T02:05:45",,,1,3,"2018-06-06T03:42:52","2018-06-06","2018-06-06T04:49:51","2018-12-10","2018-12-10T01:55:40",1,1,"2018-12-10T03:32:25","2018-06-06","2018-06-06T06:54:05",1,,"2018-06-06T07:32:52","2018-06-07","2018-06-07T02:28:35",1,,"2018-06-07T02:58:19"
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",1,3,"2018-06-25","2018-06-25T09:56:00",1,1,"2018-06-25T10:30:05","2018-06-25","2018-06-25T07:41:07",,,1,3,"2018-06-25T09:17:27","2018-06-25","2018-06-25T05:22:29","2019-01-25","2019-01-25T05:48:13",1,1,"2018-06-25T06:28:18",,,,3,,"2018-06-25","2018-06-25T10:32:03",1,1,"2018-06-25T11:18:11"
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",1,3,"2018-03-24","2018-03-24T06:16:43",1,1,"2018-03-24T08:19:03","2018-03-24","2018-03-24T03:34:10","2018-09-04","2018-09-04T05:07:03",2,3,"2018-03-24T05:11:03","2018-03-24","2018-03-24T01:10:29","2018-09-04","2018-09-04T09:21:45",1,1,"2018-03-24T02:28:07",,,,,,"2018-03-24","2018-03-24T05:11:33",1,1,"2018-03-24T06:10:02"
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",1,3,"2018-06-26","2018-06-26T00:59:27",1,1,"2018-06-26T03:44:06","2018-06-26","2018-06-26T04:12:22","2018-12-16","2018-12-16T08:06:50",1,3,"2018-06-26T06:32:52","2018-06-26","2018-06-26T07:05:26","2018-12-16","2018-12-16T08:07:34",2,1,"2018-07-26T08:20:23","2018-12-14","2018-12-14T06:13:02",,3,"2018-12-14T08:13:59","2018-06-26","2018-06-26T03:44:45",1,1,"2018-06-26T04:12:09"
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",1,3,"2018-03-16","2018-03-16T02:06:13",1,1,"2018-03-16T02:38:55","2018-03-14","2018-03-14T03:51:36","2018-09-01","2018-09-01T04:57:57",1,1,"2018-09-01T05:21:01","2018-03-14","2018-03-14T04:52:06","2018-09-01","2018-09-01T04:08:55",1,1,"2018-09-01T04:40:37",,,,,,"2018-03-16","2018-03-16T03:43:34",1,1,"2018-03-16T04:44:14"
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",1,2,,,,,,,,"2018-09-08","2018-09-08T02:37:59",,3,"2018-09-08T02:27:29",,,"2018-09-08","2018-09-08T02:27:53",,1,"2018-09-08T04:12:41",,,,,,,,,,
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",1,2,,,,,,,,"2018-11-07","2018-11-07T07:42:03",,1,"2018-11-07T08:07:10",,,"2018-09-10","2018-09-10T04:08:11",,1,"2018-06-22T06:21:05",,,,,,,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",1,3,"2018-12-05","2018-12-05T04:18:50",1,1,"2018-12-05T04:33:19","2018-12-06","2018-12-06T02:44:51","2018-12-06","2018-12-06T02:46:46",,,,,,,,,,,,,,,,"2018-12-05","2018-12-05T04:54:59",1,1,"2018-12-05T05:07:43"
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",1,3,"2018-05-05","2018-05-05T07:44:22",1,1,"2018-05-05T08:29:40","2018-11-16","2018-11-16T02:39:57","2018-11-16","2018-11-16T02:40:04",1,1,"2018-11-16T04:21:03",,,,,,3,,,,,3,,"2018-05-05","2018-05-05T08:33:26",1,1,"2018-05-05T09:01:54"
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",1,3,"2018-06-06","2018-06-06T08:55:03",1,1,"2018-06-06T09:27:27","2018-06-06","2018-06-06T06:14:27","2018-12-13",,1,3,"2018-12-13T07:08:35","2018-06-07","2018-06-07T06:12:55","2018-12-13","2018-12-13T06:52:05",1,1,"2018-06-07T07:01:03","2018-06-07","2018-06-07T08:06:29",1,1,"2018-06-07T08:32:29","2018-06-06","2018-06-06T09:27:38",1,1,"2018-06-06T09:49:06"
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",1,3,"2018-09-24","2018-09-24T02:25:01",1,1,"2018-09-24T04:23:51","2018-09-19","2018-09-19T22:37:49","2018-09-19","2018-09-19T23:40:47",2,2,"2018-09-20T00:40:31","2018-09-24","2018-09-24T22:18:04","2018-09-23","2018-09-23T22:18:48",1,1,"2018-09-24T01:10:04","2018-09-19","2018-09-19T21:26:26",1,1,"2018-09-19T21:50:15","2018-09-24","2018-09-24T04:24:05",1,1,"2018-09-24T05:01:01"
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",1,3,"2019-01-17","2019-01-17T00:07:06",1,1,"2019-01-17T01:03:17","2019-01-17","2019-01-17T01:35:04","2019-01-17","2019-01-17T04:31:16",1,1,"2019-01-17T03:35:12","2019-01-17","2019-01-17T03:35:26","2019-01-17","2019-01-17T05:21:52",1,1,"2019-01-17T05:36:04","2019-01-17","2019-01-17T07:24:17",1,1,"2019-01-17T09:39:06","2019-01-17","2019-01-17T01:03:28",1,1,"2019-01-17T01:56:03"
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",1,3,"2018-08-09","2018-08-09T08:07:48",1,1,"2018-08-09T10:44:56","2018-08-09","2018-08-09T06:22:07",,,2,3,"2018-08-09T06:58:21","2018-08-08","2018-08-08T08:03:29","2019-01-22","2019-01-22T04:16:48",1,1,"2019-01-22T07:40:12","2018-08-08","2018-08-08T07:29:46",1,1,"2018-08-08T07:55:41","2018-08-09","2018-08-09T08:20:32",1,1,"2018-08-09T08:59:23"
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",1,3,"2018-06-24","2018-06-24T06:53:58",1,1,"2018-06-24T08:29:04","2019-02-01","2019-02-01T01:30:59","2019-02-01","2019-02-01T01:31:05",2,2,"2019-02-01T02:03:33","2018-06-23","2018-06-23T03:39:20","2019-01-31","2019-01-31T07:07:00",1,1,"2019-01-31T08:02:21","2019-01-31","2019-01-31T06:18:55",1,3,"2019-01-31T06:56:43","2018-06-24","2018-06-24T08:01:30",1,1,"2018-06-24T08:28:21"
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",1,3,"2018-07-31","2018-07-31T06:48:17",1,,"2018-07-31T07:20:06","2018-07-31","2018-07-31T03:55:18","2018-11-08","2018-11-08T04:06:27",1,1,"2018-11-08T04:30:27","2018-07-31","2018-07-31T05:12:46","2018-11-05","2018-11-05T01:07:21",1,1,"2018-11-05T01:46:39","2018-11-08","2018-11-08T00:39:32",1,,"2018-11-08T01:20:06","2018-07-31","2018-07-31T07:20:55",1,,"2018-07-31T07:36:09"
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",1,3,"2018-03-14","2018-03-14T06:04:48",1,,"2018-03-14T07:30:51","2018-03-15","2018-03-15T03:49:45","2018-11-30","2018-11-30T05:04:08",1,1,"2018-03-15T05:02:58","2018-03-14","2018-03-14T03:34:47","2018-11-30","2018-11-30T04:32:32",1,1,"2018-03-14T04:51:12","2018-11-30","2018-11-30T03:25:27",1,1,"2018-11-30T04:31:54","2018-03-14","2018-03-14T07:31:12",1,,"2018-03-14T08:22:02"
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",1,3,"2018-06-07","2018-06-07T07:51:29",1,,"2018-06-07T08:36:57","2018-06-07","2018-06-07T05:01:52",,,1,,"2018-06-07T06:05:46",,,,,,,,,,,,,"2018-06-07","2018-06-07T08:37:18",1,,"2018-06-07T08:44:52"
"62c15549e2894eee9032940da84f6170","331BIBI010104","56-99-39-47",8,3,"2018-10-07","2018-10-07T07:38:03",3,1,"2018-10-07T09:02:51","2018-10-08","2018-10-08T02:36:29","2018-10-08","2018-10-08T02:36:34",3,1,"2018-10-08T05:13:31","2018-10-08","2018-10-08T05:31:53","2018-10-08","2018-10-08T05:31:58",3,1,"2018-10-08T08:56:37","2018-10-10","2018-10-10T04:48:51",3,1,"2018-10-10T05:33:55","2018-10-07","2018-10-07T08:10:00",3,1,"2018-10-07T10:59:25"
