"interview__key","EA_code","class_id","s3q53","s3q54","s3q55a","s3q55b","s3q56","s3q57","s3q58","s3q59","s3q60","s3q61","s3q62","s3q63","s3q64","s3q65","s3q66","s3q53_v2","s3q54_v2","s3q55a_v2","s3q55b_v2","s3q56_v2","s3q57_v2","s3q58_v2","s3q59_v2","s3q60_v2","s3q60_oth_v2","s3q61_v2","s3q61_oth_v2","s3q62_v2","s3q63_v2","s3q64_v2","s3q65_v2","s3q66_v2"
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",2,2,1,29,28,2,1,,,,,,,,,,1,2,29,28,1,4,1,,,,,,1,36,1,2,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",6,1,2,19,34,1,2,,,,,,,,,,,,19,34,,,,,,,,,,,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",5,2,1,28,37,1,2,,,,,,,,,,1,1,28,37,1,4,1,,,,,,1,35,1,3,1
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",0,,,,,,,,,,,,,,,,2,2,79,94,1,1,1,,,,,,1,160,1,2,1
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",4,,,,,,,,,,,,,,,,1,2,30,30,1,2,1,,,,,,1,48,1,2,1
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",2,,,,,,,,,,,,,,,,2,2,40,30,1,2,1,,,,,,1,70,1,2,1
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",1,,,,,,,,,,,,,,,,2,1,41,46,1,2,1,,,,,,1,87,1,2,1
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",3,,,,,,,,,,,,,,,,1,2,49,54,1,3,1,,,,,,1,73,1,2,1
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",5,,,,,,,,,,,,,,,,1,2,22,18,1,2,1,,,,,,1,36,1,2,1
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",6,,,,,,,,,,,,,,,,1,2,17,23,1,3,2,1,96,"P.7 FINISHED EXAMS",,,1,0,1,2,1
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",1,2,2,27,24,2,4,,,,,,,,,,2,2,27,24,1,4,,,,,,,,,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",5,1,1,39,46,1,4,,,,,,,,,,1,1,39,46,1,4,,,,,,,,,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",2,2,1,26,32,2,4,,,,,,,,,,2,1,26,32,1,4,,,,,,,,,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",6,1,1,18,23,1,3,,,,,,,,,,1,1,18,23,1,3,,,,,,,,,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",0,2,2,42,30,2,4,,,,,,,,,,2,2,42,30,2,4,,,,,,,,,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",4,1,2,48,36,1,4,,,,,,,,,,1,2,48,36,1,4,,,,,,,,,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",3,2,2,54,39,1,4,,,,,,,,,,2,2,54,39,1,4,,,,,,,,,,,
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",3,1,1,110,133,2,2,1,,,,1,223,3,1,1,,,129,145,,,,,,,,,,,,,
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",5,1,1,59,63,1,1,1,,,,1,102,1,1,1,,,65,68,,,,,,,,,,,,,
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",6,1,2,63,47,1,1,1,,,,1,108,1,1,1,,,63,47,,,,,,,,,,,,,
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",0,2,1,140,140,2,5,1,,,,1,237,5,1,1,,,139,141,,,,,,,,,,,,,
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",1,2,2,57,61,2,2,1,,,,1,107,5,1,1,,,60,63,,,,,,,,,,,,,
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",4,1,1,65,89,2,1,1,,,,1,127,1,1,1,,,70,95,,,,,,,,,,,,,
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",2,2,1,97,105,2,2,1,,,,1,204,3,1,1,,,132,125,,,,,,,,,,,,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",1,2,2,54,59,2,3,1,,,,1,85,2,3,1,,,,,,,,,,,,,,,,,
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",6,1,1,17,13,1,3,1,,,,1,17,1,2,1,,,,,,,,,,,,,,,,,
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",2,2,2,52,64,2,3,1,,,,1,93,2,3,1,,,,,,,,,,,,,,,,,
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",5,1,2,19,23,1,2,1,,,,1,37,1,2,1,,,,,,,,,,,,,,,,,
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",3,2,2,64,68,2,3,1,,,,1,112,1,3,1,,,,,,,,,,,,,,,,,
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",4,1,2,54,58,1,3,1,,,,1,91,1,3,1,,,,,,,,,,,,,,,,,
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",0,2,2,95,110,2,3,1,,,,1,160,1,3,1,,,,,,,,,,,,,,,,,
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",5,,,7,3,,,,,,,,,,,,1,2,10,6,2,2,1,,,,,,1,11,1,1,2
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",4,,,5,0,,,,,,,,,,,,1,2,5,3,2,1,1,,,,,,1,4,1,1,2
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",3,,,14,10,,,,,,,,,,,,2,2,16,13,2,3,1,,,,,,1,25,1,1,1
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",1,,,11,23,,,,,,,,,,,,2,1,18,25,2,1,2,1,8,,,,1,32,1,2,2
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",2,,,14,11,,,,,,,,,,,,2,2,24,15,2,3,2,1,7,,,,1,25,1,1,2
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",6,,,46,21,,,,,,,,,,,,,,49,18,,,,,,,,,,,,,
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",0,,,259,109,,,,,,,,,,,,2,3,165,116,2,3,1,,,,,,1,203,4,3,2
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",6,,,28,9,,,,,,,,,,,,,,28,9,,,,,,,,,,,,,
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",2,,,71,40,,,,,,,,,,,,,,71,40,,,,,,,,,,,,,
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",4,,,58,49,,,,,,,,,,,,,,58,49,,,,,,,,,,,,,
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",5,,,42,38,,,,,,,,,,,,,,42,38,,,,,,,,,,,,,
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",1,,,47,41,,,,,,,,,,,,,,47,41,,,,,,,,,,,,,
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",3,,,67,59,,,,,,,,,,,,,,67,59,,,,,,,,,,,,,
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",0,,,85,93,,,,,,,,,,,,,,85,93,,,,,,,,,,,,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-32-55-46","511e248a967448a89f871d73acff14a4",3,1,1,50,41,1,1,1,,,,1,34,1,2,1,1,1,50,41,1,1,1,,,,,,1,34,1,2,1
"80-32-55-46","511e248a967448a89f871d73acff14a4",4,1,1,39,29,1,2,1,,,,1,29,1,2,1,1,1,39,29,1,2,1,,,,,,1,29,1,2,1
"80-32-55-46","511e248a967448a89f871d73acff14a4",6,1,2,12,8,1,2,1,,,,1,0,,,1,1,2,12,8,1,2,1,,,,,,1,0,,,1
"80-32-55-46","511e248a967448a89f871d73acff14a4",1,2,1,51,44,1,1,1,,,,1,45,1,2,1,2,1,51,44,1,1,1,,,,,,1,45,1,2,1
"80-32-55-46","511e248a967448a89f871d73acff14a4",2,2,2,55,42,1,1,1,,,,1,50,1,2,1,2,2,55,42,1,1,1,,,,,,1,50,1,2,1
"80-32-55-46","511e248a967448a89f871d73acff14a4",5,1,2,22,33,1,2,1,,,,1,28,1,2,1,1,2,22,33,1,1,1,,,,,,1,28,1,2,1
"80-32-55-46","511e248a967448a89f871d73acff14a4",0,2,2,47,50,1,1,1,,,,1,51,1,2,1,2,2,47,50,1,1,1,,,,,,1,51,1,2,1
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",5,2,2,37,27,1,3,1,,,,1,49,1,1,2,,,,,,,,,,,,,,,,,
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",0,1,2,81,78,2,1,1,,,,1,123,2,3,1,,,,,,,,,,,,,,,,,
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",3,1,2,100,109,1,4,1,,,,1,160,2,1,2,,,,,,,,,,,,,,,,,
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",4,1,1,76,78,1,4,1,,,,1,120,1,1,2,,,,,,,,,,,,,,,,,
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",1,2,2,88,73,2,1,1,,,,1,117,2,1,1,,,,,,,,,,,,,,,,,
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",2,2,2,117,73,2,1,1,,,,1,138,2,1,2,,,,,,,,,,,,,,,,,
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",6,1,2,27,10,1,3,1,,,,1,31,1,1,2,,,,,,,,,,,,,,,,,
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",3,1,2,9,22,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",6,1,2,13,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",0,2,2,22,15,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",5,1,2,13,9,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",1,2,2,16,18,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",2,2,2,15,19,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",4,2,2,11,7,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",1,2,2,62,76,2,2,,,,,,,,,,2,2,62,76,1,4,1,,,,,,1,60,1,2,1
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",5,2,1,63,60,1,3,,,,,,,,,,2,1,63,60,1,4,1,,,,,,1,56,1,3,2
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",3,1,1,56,76,1,3,,,,,,,,,,2,2,56,76,1,4,1,,,,,,1,86,1,2,2
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",4,2,1,76,76,1,2,,,,,,,,,,2,1,76,76,1,4,1,,,,,,1,86,1,3,2
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",0,1,1,121,120,2,2,,,,,,,,,,1,1,121,120,2,3,1,,,,,,1,56,1,3,2
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",2,2,2,94,57,2,2,,,,,,,,,,2,2,94,57,2,3,1,,,,,,1,59,1,3,2
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",6,1,1,17,30,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",0,2,2,114,232,2,2,1,,,,2,213,1,1,1,,,,,,,,,,,,,,,,,
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",6,1,2,17,22,2,3,1,,,,2,37,1,3,1,,,,,,,,,,,,,,,,,
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",1,1,2,41,36,2,3,1,,,,2,65,1,1,1,,,,,,,,,,,,,,,,,
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",2,2,2,36,36,2,3,1,,,,2,65,1,1,1,,,,,,,,,,,,,,,,,
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",5,1,2,28,43,2,3,1,,,,2,62,1,3,1,,,,,,,,,,,,,,,,,
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",3,1,2,34,50,2,3,1,,,,2,74,1,3,1,,,,,,,,,,,,,,,,,
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",4,1,2,37,41,2,3,1,,,,2,71,1,1,1,,,,,,,,,,,,,,,,,
"03-45-89-44","56c850451863421290489c656c6356a1",0,2,2,32,28,2,5,1,,,,1,51,1,1,1,,,,,,,,,,,,,,,,,
"03-45-89-44","56c850451863421290489c656c6356a1",6,1,2,6,9,1,3,1,,,,1,15,1,1,2,,,,,,,,,,,,,,,,,
"03-45-89-44","56c850451863421290489c656c6356a1",5,2,2,5,22,1,4,1,,,,1,26,1,1,2,,,,,,,,,,,,,,,,,
"03-45-89-44","56c850451863421290489c656c6356a1",1,2,1,15,14,2,5,1,,,,1,19,1,1,1,,,,,,,,,,,,,,,,,
"03-45-89-44","56c850451863421290489c656c6356a1",4,2,2,10,11,1,4,1,,,,1,21,1,1,2,,,,,,,,,,,,,,,,,
"03-45-89-44","56c850451863421290489c656c6356a1",2,2,2,10,13,2,4,1,,,,1,19,1,1,2,,,,,,,,,,,,,,,,,
"03-45-89-44","56c850451863421290489c656c6356a1",3,1,2,16,10,2,1,1,,,,1,21,1,1,2,,,,,,,,,,,,,,,,,
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",3,1,2,40,39,1,4,,,,,,,,,,1,2,34,35,1,2,,,,,,,,,,,
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",2,1,2,29,31,2,3,,,,,,,,,,2,2,30,29,2,4,,,,,,,,,,,
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",6,2,1,29,35,1,4,,,,,,,,,,1,2,38,22,1,4,,,,,,,,,,,
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",0,2,2,18,12,2,3,,,,,,,,,,2,2,30,28,2,3,,,,,,,,,,,
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",4,1,2,36,30,1,2,,,,,,,,,,1,2,30,34,1,2,,,,,,,,,,,
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",5,2,2,40,39,1,4,,,,,,,,,,2,2,28,37,1,4,,,,,,,,,,,
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",1,2,2,15,17,2,3,,,,,,,,,,2,2,37,33,2,4,,,,,,,,,,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-59-88-07","588cfcfc790240e98d9ca22db6683fd8",5,,,,,,,,,,,,,,,,2,2,40,45,1,2,1,,,,,,1,60,1,1,1
"81-59-88-07","588cfcfc790240e98d9ca22db6683fd8",2,,,,,,,,,,,,,,,,2,2,42,32,2,1,2,1,96,"Had a sick child",,,1,70,1,2,1
"81-59-88-07","588cfcfc790240e98d9ca22db6683fd8",1,,,,,,,,,,,,,,,,2,2,35,32,2,1,1,,,,,,1,62,1,2,1
"81-59-88-07","588cfcfc790240e98d9ca22db6683fd8",6,,,,,,,,,,,,,,,,1,1,19,28,1,2,,,,,,,,,,,
"81-59-88-07","588cfcfc790240e98d9ca22db6683fd8",0,,,,,,,,,,,,,,,,2,2,100,86,2,1,1,,,,,,1,169,2,2,1
"81-59-88-07","588cfcfc790240e98d9ca22db6683fd8",3,,,,,,,,,,,,,,,,1,2,35,36,1,1,1,,,,,,1,63,1,1,1
"81-59-88-07","588cfcfc790240e98d9ca22db6683fd8",4,,,,,,,,,,,,,,,,2,1,40,48,1,1,1,,,,,,1,58,1,1,1
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",4,1,2,64,52,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",0,1,2,114,105,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",6,1,2,35,19,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",2,1,2,43,68,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",5,2,2,56,60,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",1,2,2,48,73,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",3,1,2,46,74,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",0,,,,,,,,,,,,,,,,2,2,101,112,1,1,1,,,,,,1,111,3,2,1
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",2,,,,,,,,,,,,,,,,2,2,36,40,1,3,1,,,,,,1,53,3,2,1
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",1,,,,,,,,,,,,,,,,1,2,32,48,1,1,1,,,,,,1,42,3,2,1
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",4,,,,,,,,,,,,,,,,1,2,26,38,1,5,1,,,,,,1,44,3,2,1
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",6,,,,,,,,,,,,,,,,1,1,34,40,1,5,2,1,96,"P.7 FINISHED EXAMS",,,1,0,1,2,1
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",3,,,,,,,,,,,,,,,,1,2,31,43,1,5,1,,,,,,1,49,3,2,1
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",5,,,,,,,,,,,,,,,,1,2,29,35,1,5,1,,,,,,1,48,3,2,1
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",5,1,1,48,49,1,4,1,,,,1,70,1,1,1,1,1,48,49,1,4,1,,,,,,1,70,1,1,1
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",2,1,2,48,58,1,4,1,,,,2,66,1,1,1,1,2,48,58,1,4,1,,,,,,2,66,1,1,1
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",1,2,1,45,53,1,4,1,,,,1,63,1,1,1,2,1,45,53,2,4,1,,,,,,1,63,1,1,1
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",0,2,1,25,37,2,3,1,,,,1,45,1,1,1,2,1,25,37,2,3,1,,,,,,1,45,1,1,1
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",4,2,1,53,55,1,4,1,,,,1,68,1,1,1,2,1,53,55,1,4,1,,,,,,1,68,1,1,1
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",3,1,1,54,59,1,4,1,,,,1,67,1,1,1,1,1,54,59,1,4,1,,,,,,1,67,1,1,1
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",6,1,1,58,52,1,4,1,,,,2,87,1,1,1,1,1,58,52,1,4,1,,,,,,2,87,1,1,1
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",0,2,2,17,14,2,4,,,,,,,,,,2,2,17,14,2,4,,,,,,,,,,,
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",1,2,2,38,15,2,4,,,,,,,,,,2,1,38,15,1,4,,,,,,,,,,,
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",6,1,1,15,19,1,3,,,,,,,,,,1,1,15,19,1,3,,,,,,,,,,,
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",5,1,1,18,17,1,4,,,,,,,,,,1,1,18,17,1,3,,,,,,,,,,,
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",2,1,2,26,28,1,4,,,,,,,,,,1,2,26,28,2,4,,,,,,,,,,,
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",3,1,1,19,22,1,4,,,,,,,,,,1,1,19,22,1,4,,,,,,,,,,,
