"interview__key","EA_code","year_id","s3q30a","s3q30b","s3q31a","s3q31b","s3q32a","s3q32b","s3q33a","s3q33b"
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",1,11,14,0,0,8,5,2,7
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",0,21,22,0,1,13,4,6,11
"35-92-49-53","8a796de4a4744d1896966983749b62ce",1,,,,,,,,
"35-92-49-53","8a796de4a4744d1896966983749b62ce",0,13,23,2,0,8,12,1,6
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",0,,,,,,,,
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",1,,,,,,,,
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",0,17,21,0,0,6,10,7,4
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",1,17,26,0,0,7,2,4,7
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",1,28,17,0,0,8,0,8,6
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",0,21,17,0,0,17,10,3,3
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",0,,,,,,,,
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",1,,,,,,,,
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",1,0,0,0,0,0,0,0,0
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",0,8,6,0,0,1,0,4,1
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",1,18,22,0,0,14,5,3,7
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",0,15,23,0,0,5,4,1,6
"43-33-76-18","8f4e78e6dc8746289651442eb40f7d6d",0,18,34,0,0,4,3,4,0
"43-33-76-18","8f4e78e6dc8746289651442eb40f7d6d",1,17,41,0,0,0,2,2,5
"22-52-74-75","8f6eac2d77894b3f8ba983cdb145dfa6",0,59,79,21,13,35,60,3,5
"22-52-74-75","8f6eac2d77894b3f8ba983cdb145dfa6",1,42,80,4,8,26,52,6,12
"04-35-73-80","8fc56ed20a424d2fac2361dd0f33e3ea",0,16,12,0,0,11,5,4,4
"04-35-73-80","8fc56ed20a424d2fac2361dd0f33e3ea",1,74,73,1,1,28,22,23,20
"20-43-32-61","91a39a9bf8bb4ad68964d8dc19ba3253",0,,,,,,,,
"20-43-32-61","91a39a9bf8bb4ad68964d8dc19ba3253",1,,,,,,,,
"35-98-52-71","92bc05e40dff4e818160d4bc3bd31eee",0,20,11,0,0,9,0,8,5
"35-98-52-71","92bc05e40dff4e818160d4bc3bd31eee",1,26,12,0,0,8,0,7,6
"22-63-38-40","93f32e4649e8452181fa4f17e75cbf30",1,,,,,,,,
"22-63-38-40","93f32e4649e8452181fa4f17e75cbf30",0,,,,,,,,
"18-33-14-59","96087df97f6b4e1c8a0ec6aab97ffc23",0,30,13,1,0,24,12,2,1
"18-33-14-59","96087df97f6b4e1c8a0ec6aab97ffc23",1,19,16,0,0,12,13,5,1
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",0,,,,,,,,
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",1,11,9,1,0,3,1,2,1
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",0,30,16,3,1,18,7,7,6
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",1,37,28,1,0,9,7,11,6
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",0,76,51,0,0,17,5,20,8
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",1,43,44,0,0,5,7,15,5
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",0,,,,,,,,
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",1,,,,,,,,
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",0,,,,,,,,
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",1,,,,,,,,
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",0,32,49,2,1,27,37,1,10
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",1,45,42,3,3,36,31,5,4
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",1,,,,,,,,
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",0,,,,,,,,
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",0,10,6,0,0,6,1,2,6
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",1,9,6,0,0,2,1,2,3
"30-88-55-94","9eec20fc44d14b1485a5b54407494313",1,,,,,,,,
"30-88-55-94","9eec20fc44d14b1485a5b54407494313",0,,,,,,,,
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",1,21,18,1,0,11,7,5,6
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",0,21,14,0,0,15,7,3,4
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",1,43,56,17,17,21,30,6,1
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",0,25,22,4,5,18,20,0,0
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",0,19,14,0,0,6,2,4,5
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",1,11,11,0,0,1,0,1,1
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",0,19,8,0,0,7,2,3,3
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",1,15,12,0,0,5,2,4,3
"07-23-18-10","a3968f62607b402a85a551fab137e191",1,,,,,,,,
"07-23-18-10","a3968f62607b402a85a551fab137e191",0,,,,,,,,
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",0,10,20,0,0,5,6,4,11
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",1,15,18,0,0,8,2,4,5
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",0,25,9,0,0,13,2,6,4
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",1,26,10,0,0,12,1,10,4
"82-74-17-32","a633fb014edd4a55953902a674518e63",0,,,,,,,,
"82-74-17-32","a633fb014edd4a55953902a674518e63",1,,,,,,,,
"83-94-15-57","a63fa436b8c141679c0885b968ae1d73",0,31,29,0,0,8,2,8,13
"83-94-15-57","a63fa436b8c141679c0885b968ae1d73",1,22,17,0,0,8,4,3,4
"85-90-80-90","a835522691ae4b52a5e2902750d571d5",0,34,56,9,7,23,48,0,2
"85-90-80-90","a835522691ae4b52a5e2902750d571d5",1,40,51,14,8,23,38,3,5
"82-09-93-64","a8fe82d0ebbd444d98af07dc137b4e07",0,32,22,0,0,1,1,4,8
"82-09-93-64","a8fe82d0ebbd444d98af07dc137b4e07",1,39,27,0,0,10,2,10,9
"23-06-00-01","ab0749b99f874a8a9ad0e218c7070e41",1,,,,,,,,
"23-06-00-01","ab0749b99f874a8a9ad0e218c7070e41",0,,,,,,,,
"77-78-65-13","ab0e78b5778048bf9a70403cd622a4ff",0,50,22,0,0,31,11,11,7
"77-78-65-13","ab0e78b5778048bf9a70403cd622a4ff",1,27,16,3,0,11,3,9,8
"22-22-00-56","ab459ff868574eccbf2972ff990e7bf9",1,38,32,2,1,29,10,4,11
"22-22-00-56","ab459ff868574eccbf2972ff990e7bf9",0,36,32,1,0,29,17,2,9
"72-50-87-06","ab713365c71c4bb89d206b8093278f1c",0,22,6,0,0,5,2,12,3
"72-50-87-06","ab713365c71c4bb89d206b8093278f1c",1,14,6,0,0,3,1,6,4
"13-11-99-45","ac28a7c8f3e745efb2801d1e3304e9a3",0,,,,,,,,
"13-11-99-45","ac28a7c8f3e745efb2801d1e3304e9a3",1,,,,,,,,
"74-93-61-60","aca7e45fe9774f0781f5651e408038e6",1,17,10,0,0,4,0,8,4
"74-93-61-60","aca7e45fe9774f0781f5651e408038e6",0,23,11,0,0,16,1,2,6
"24-59-00-53","ae56e2c944ce4a368290a335d0d2a43b",0,36,38,0,0,15,7,9,8
"24-59-00-53","ae56e2c944ce4a368290a335d0d2a43b",1,34,44,1,0,11,10,12,11
"76-04-95-30","ae7bb6fd7ff54143ae6ee473fdcc7afc",1,2,0,0,0,1,0,1,0
"76-04-95-30","ae7bb6fd7ff54143ae6ee473fdcc7afc",0,4,2,0,0,2,0,1,0
"35-51-00-88","aed4071826f04462a59bfabca5d2ca06",1,40,55,7,5,25,23,3,13
"35-51-00-88","aed4071826f04462a59bfabca5d2ca06",0,32,50,1,1,15,31,5,7
"24-46-40-79","af8d7a4a02504bb7821e271ac62d45fd",1,10,16,0,0,3,2,6,9
"24-46-40-79","af8d7a4a02504bb7821e271ac62d45fd",0,9,16,0,0,5,4,3,10
"25-20-92-54","afa09473cbcc44dfbe78de562eaa298f",0,30,19,2,0,26,18,1,1
"25-20-92-54","afa09473cbcc44dfbe78de562eaa298f",1,,,,,,,,
"13-55-77-20","b01c536bdb1a45b898dab000df0f3267",1,,,,,,,,
"13-55-77-20","b01c536bdb1a45b898dab000df0f3267",0,,,,,,,,
"80-63-59-73","b0f9243778a344a8a72fc524a6863f9a",1,74,101,28,11,39,73,5,11
"80-63-59-73","b0f9243778a344a8a72fc524a6863f9a",0,84,107,13,13,62,82,5,10
"47-97-04-43","b1884aea03a844029e86334683703b09",0,21,13,0,0,6,2,6,5
"47-97-04-43","b1884aea03a844029e86334683703b09",1,14,27,0,0,8,1,5,12
"53-55-20-69","b1abb00b1ee043ffa3c18766a7d63142",1,22,34,2,0,4,5,6,7
"53-55-20-69","b1abb00b1ee043ffa3c18766a7d63142",0,23,24,0,1,8,11,6,8
"80-00-26-34","b20b2988cc4140df81890d31bb284697",1,15,19,0,0,4,0,4,8
"80-00-26-34","b20b2988cc4140df81890d31bb284697",0,13,11,0,0,7,1,0,8
"72-13-08-02","b21b3ee4c5394287abdaa88134b11078",1,,,,,,,,
"72-13-08-02","b21b3ee4c5394287abdaa88134b11078",0,,,,,,,,
"36-87-56-87","b289994ae63440efbf4bd086457f67c8",0,53,80,4,2,44,52,11,12
"36-87-56-87","b289994ae63440efbf4bd086457f67c8",1,69,68,3,2,22,43,8,19
"89-20-72-11","b32dc85cbfb145db9b0787c8bdf3b7d0",1,22,31,2,2,13,16,2,2
"89-20-72-11","b32dc85cbfb145db9b0787c8bdf3b7d0",0,17,16,0,0,6,8,7,4
"81-20-77-29","b389c239719a4796854b290e12631dbb",1,,,,,,,,
"81-20-77-29","b389c239719a4796854b290e12631dbb",0,17,4,1,0,15,2,1,2
"81-61-50-13","b6c40689d08f41cfbcd481e1deb14577",0,16,10,0,0,3,3,4,5
"81-61-50-13","b6c40689d08f41cfbcd481e1deb14577",1,12,17,0,0,4,1,2,5
"71-01-18-75","b8dcc618f4c342b3aee3d0ff6ce21e8f",0,31,32,2,0,17,13,7,9
"71-01-18-75","b8dcc618f4c342b3aee3d0ff6ce21e8f",1,29,29,1,1,18,13,7,10
"54-78-39-35","b92650e55fb14845840d3f164fba1491",1,5,4,0,0,1,1,5,2
"54-78-39-35","b92650e55fb14845840d3f164fba1491",0,3,5,0,0,0,0,1,0
"37-30-82-94","b959c6a261f04e80967f5261a5095c64",0,,,,,,,,
"37-30-82-94","b959c6a261f04e80967f5261a5095c64",1,,,,,,,,
"42-83-16-09","baa361cd94c74ceb900b4fe3cabbdbba",1,16,19,1,0,10,11,2,5
"42-83-16-09","baa361cd94c74ceb900b4fe3cabbdbba",0,6,14,0,0,5,11,0,2
"59-24-40-04","bc01a17fd5d245e2a35d78b99bb04187",1,12,13,0,0,3,4,2,4
"59-24-40-04","bc01a17fd5d245e2a35d78b99bb04187",0,7,8,0,0,1,0,2,2
"37-77-55-14","bc2bf51e178c42e1bc7de3ade20338d5",0,6,14,0,0,3,3,3,0
"37-77-55-14","bc2bf51e178c42e1bc7de3ade20338d5",1,4,8,0,0,1,1,1,1
"28-28-90-63","be03e0b731204737a2e4f7e0d2030d21",0,17,39,0,0,16,38,1,1
"28-28-90-63","be03e0b731204737a2e4f7e0d2030d21",1,17,29,1,0,16,29,0,0
"14-85-95-70","bea4b4b78acc42a6a591220eff1ca34e",0,33,53,0,0,18,21,6,6
"14-85-95-70","bea4b4b78acc42a6a591220eff1ca34e",1,76,44,0,2,13,23,36,2
"91-10-01-18","bedf52b414be4498a687aa04f00db6bf",0,59,79,21,13,35,60,3,5
"91-10-01-18","bedf52b414be4498a687aa04f00db6bf",1,42,80,4,8,26,52,6,12
"90-46-30-94","bfaec23e25e948f2b4be3e00fb79e2ba",0,,,,,,,,
"90-46-30-94","bfaec23e25e948f2b4be3e00fb79e2ba",1,,,,,,,,
"88-67-72-87","c05e5755364f4c9eb48addd0418e8f5d",1,14,20,5,5,15,5,1,3
"88-67-72-87","c05e5755364f4c9eb48addd0418e8f5d",0,16,20,3,1,9,19,2,0
"21-18-44-50","c0cdc564be864ac698cba75135459a5e",0,4,2,0,0,2,0,1,0
"21-18-44-50","c0cdc564be864ac698cba75135459a5e",1,2,0,0,0,1,0,1,0
"05-72-66-37","c1185221c2d343bb88b3ec950686798c",1,,,,,,,,
"05-72-66-37","c1185221c2d343bb88b3ec950686798c",0,,,,,,,,
"96-93-21-70","c1b998e93a934a8cb45545fc66b93d36",0,15,20,0,0,7,4,8,10
"96-93-21-70","c1b998e93a934a8cb45545fc66b93d36",1,22,23,0,0,5,3,8,6
"09-41-83-25","c1befc6653a84ef68640bc9923760c39",1,,,,,,,,
"09-41-83-25","c1befc6653a84ef68640bc9923760c39",0,,,,,,,,
"08-27-94-74","c1dbf4334e904dc1b6b93391efe6de15",0,16,21,2,4,13,18,0,0
"08-27-94-74","c1dbf4334e904dc1b6b93391efe6de15",1,16,33,3,2,11,28,1,2
"96-05-76-94","c417d5092fa04356addbe1ab9f6c471d",1,32,22,0,0,12,7,8,8
"96-05-76-94","c417d5092fa04356addbe1ab9f6c471d",0,23,19,0,0,17,11,3,3
"33-46-89-47","c441996b11764b4a9b89ffa9e072e594",0,21,16,0,0,6,0,3,5
"33-46-89-47","c441996b11764b4a9b89ffa9e072e594",1,43,28,1,1,19,7,7,11
"86-65-40-94","c5a736b38a4843b68ddf780785c9403e",1,45,11,1,0,21,0,11,1
"86-65-40-94","c5a736b38a4843b68ddf780785c9403e",0,29,12,0,0,10,0,7,2
"40-59-35-84","c63d7a3af8c74ccca231ecfa5dffb50b",1,22,24,0,0,20,23,1,0
"40-59-35-84","c63d7a3af8c74ccca231ecfa5dffb50b",0,20,24,0,0,21,24,0,0
"41-29-42-22","cb6f1ca5c1d84fe4be8e6d65f1ecb6ee",1,,,,,,,,
"41-29-42-22","cb6f1ca5c1d84fe4be8e6d65f1ecb6ee",0,,,,,,,,
"20-19-89-31","cc21c380258748b09434448dd3cd19d6",0,17,38,0,0,8,13,1,11
"20-19-89-31","cc21c380258748b09434448dd3cd19d6",1,19,29,0,0,9,9,4,11
"16-74-30-99","cc5224ac26434558b1870292cd790c14",0,21,23,0,0,4,12,3,12
"16-74-30-99","cc5224ac26434558b1870292cd790c14",1,30,34,1,0,12,7,9,6
"53-89-11-68","cc67d6bf9be34858953f0195bb61efdc",0,21,23,0,0,13,4,6,11
"53-89-11-68","cc67d6bf9be34858953f0195bb61efdc",1,18,12,0,0,7,3,6,6
"66-28-67-92","cd53be65dbb54ae58e54c8e2e8876a98",1,24,6,0,0,12,4,10,1
"66-28-67-92","cd53be65dbb54ae58e54c8e2e8876a98",0,21,9,1,0,10,2,5,5
"93-24-80-62","cda502a2bc2f4dcb81105822378261d2",0,,,,,,,,
"93-24-80-62","cda502a2bc2f4dcb81105822378261d2",1,,,,,,,,
"18-69-48-95","cdda605e7bf84e2998e7dc1b3f9fc012",0,8,8,1,1,7,5,0,1
"18-69-48-95","cdda605e7bf84e2998e7dc1b3f9fc012",1,10,11,0,0,6,5,3,3
"41-30-97-75","ce09e57177af41adadea55b1118f29be",0,6,14,0,0,5,6,1,6
"41-30-97-75","ce09e57177af41adadea55b1118f29be",1,,,,,,,,
"59-65-12-85","cecbc69db6044c88b541853782f11ff2",0,0,0,0,0,0,0,0,0
"59-65-12-85","cecbc69db6044c88b541853782f11ff2",1,10,5,0,0,0,0,4,0
"80-81-10-28","cff36b0b20f648be8341cd074068c657",1,,,,,,,,
"80-81-10-28","cff36b0b20f648be8341cd074068c657",0,39,86,2,1,18,62,5,15
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",1,50,54,0,0,13,7,13,9
"65-23-15-88","d0cdf3d489a641c0a3e23bb1fb1adcfc",0,74,48,1,0,32,21,18,7
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",0,40,53,0,0,20,30,9,12
"31-65-28-65","d132b4d495064853b88b9de098d24ae1",1,46,66,4,1,22,33,10,17
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",0,40,67,7,3,30,59,3,5
"59-18-11-47","d27f68aecc4d4350baef7ba84d39d9f0",1,41,75,11,14,26,52,2,7
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",1,19,17,0,0,12,4,6,6
"59-37-58-86","d2ad4ad31dbd4666bec8eaec059c3d08",0,18,13,0,0,10,3,6,7
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",1,,,,,,,,
"52-68-30-65","d2d172cc1ef541e48cba1c6ed47f1841",0,,,,,,,,
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",0,43,67,7,9,26,45,5,6
"68-46-02-26","d3f59ad872434ad1b2bec94ed6e6e947",1,38,54,19,15,17,36,0,2
"66-91-74-76","d451154d23f041d0915801f7838e703d",0,13,14,10,10,3,4,0,0
"66-91-74-76","d451154d23f041d0915801f7838e703d",1,14,11,13,10,1,1,0,0
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",0,13,4,0,0,7,2,5,2
"13-38-51-04","d4eb3a77cedc42abb1e1bb99a214a7e8",1,15,3,1,0,12,1,2,2
"49-85-88-60","d50819d660b042d7b279465864368a55",1,13,3,0,0,1,0,1,1
"49-85-88-60","d50819d660b042d7b279465864368a55",0,20,22,0,0,4,4,4,5
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",0,17,28,0,0,9,8,7,11
"77-50-49-21","d59bcc343d9e47379e45203869d1f64f",1,26,32,0,0,8,4,11,13
"35-31-24-31","d5dab880982d42b9899469131ffc2054",0,81,61,45,15,36,45,0,1
"35-31-24-31","d5dab880982d42b9899469131ffc2054",1,45,29,25,32,2,0,0,0
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",0,6,13,0,0,3,2,2,11
"16-89-92-55","d72ffb6509f04269a54566ef5106a498",1,8,14,1,0,5,8,1,2
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",0,20,37,0,0,10,9,3,15
"24-03-14-28","d852fc9843fe45ffb9544b916d5f2cfc",1,46,27,0,0,26,7,7,10
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",1,32,29,4,1,18,6,5,12
"09-82-39-37","d8c64e61dafa401b94c8afc0cfb15fef",0,12,19,2,1,6,11,2,5
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",1,42,17,1,0,21,3,10,5
"54-82-15-45","d91d6fec7fec4232a968ff6c765ab1eb",0,36,14,1,0,22,3,7,6
"46-49-96-63","d935539999f64771a119eb32574c160e",0,22,31,3,0,16,28,3,0
"46-49-96-63","d935539999f64771a119eb32574c160e",1,24,45,0,2,20,31,4,11
"92-40-07-74","d93b73d98836425fafd96b0bc9407548",1,17,5,1,0,14,4,1,0
"92-40-07-74","d93b73d98836425fafd96b0bc9407548",0,17,26,0,1,11,12,4,5
"46-97-38-14","da0d63139da84fa088cb8a3f8893374e",1,,,,,,,,
"46-97-38-14","da0d63139da84fa088cb8a3f8893374e",0,,,,,,,,
"81-72-86-31","daafca5294924c609725305aa9da92d2",1,19,10,1,0,5,3,6,4
"81-72-86-31","daafca5294924c609725305aa9da92d2",0,31,14,0,0,15,6,9,4
"39-31-02-27","dacd91af18154d51894a52d02a3cb2b1",0,20,30,0,0,15,16,3,10
"39-31-02-27","dacd91af18154d51894a52d02a3cb2b1",1,19,19,4,2,12,11,2,1
"14-56-46-86","dc3741ca4a3c451291a3c0370adfd965",1,,,,,,,,
"14-56-46-86","dc3741ca4a3c451291a3c0370adfd965",0,,,,,,,,
"30-44-92-98","dd72172834734d53967b7f13d9946d3e",0,,,,,,,,
"30-44-92-98","dd72172834734d53967b7f13d9946d3e",1,,,,,,,,
"92-54-66-94","de0d420b95f949409ddd6e6ef359572f",0,7,4,0,0,3,0,1,0
"92-54-66-94","de0d420b95f949409ddd6e6ef359572f",1,0,0,0,0,0,0,0,0
"15-27-59-11","df9e133eb2f54a81911f454050262cc9",1,,,,,,,,
"15-27-59-11","df9e133eb2f54a81911f454050262cc9",0,,,,,,,,
"41-87-65-27","dfd66efc10c04db4bc7a7710205fba47",1,8,14,0,0,2,4,1,4
"41-87-65-27","dfd66efc10c04db4bc7a7710205fba47",0,20,7,1,0,11,4,4,2
"51-59-01-53","e0d553e3abb24993844f0de7e20c86db",0,13,15,0,0,4,4,2,4
"51-59-01-53","e0d553e3abb24993844f0de7e20c86db",1,15,8,0,0,3,1,4,2
"92-04-38-87","e1d242437c104649bf3a034bad2925c9",0,20,17,0,0,5,0,8,10
"92-04-38-87","e1d242437c104649bf3a034bad2925c9",1,,,,,,,,
"66-82-27-82","e2087f2693664d9097024fd484730d71",1,,,,,,,,
"66-82-27-82","e2087f2693664d9097024fd484730d71",0,,,,,,,,
"48-37-16-81","e314846cc6e745f2b46ca45107218154",0,39,51,1,0,33,38,6,8
"48-37-16-81","e314846cc6e745f2b46ca45107218154",1,34,24,6,0,28,20,0,2
"08-49-55-81","e359063a9c1842feace88741f2b4863c",0,9,16,0,0,7,6,0,7
"08-49-55-81","e359063a9c1842feace88741f2b4863c",1,21,15,0,0,1,0,6,1
"24-81-35-44","e57503779f904b9a89276f70cdc6d98b",0,,,,,,,,
"24-81-35-44","e57503779f904b9a89276f70cdc6d98b",1,,,,,,,,
"04-12-51-46","e7fa94896c414ae5a4e11d7b299951b1",0,8,9,0,0,2,1,2,0
"04-12-51-46","e7fa94896c414ae5a4e11d7b299951b1",1,10,3,0,0,3,1,0,0
"16-34-77-09","e83ef3501b9148fc8d8660761d61f6b1",1,12,16,0,0,7,7,3,3
"16-34-77-09","e83ef3501b9148fc8d8660761d61f6b1",0,19,21,0,0,6,11,4,5
"35-16-36-79","e8807528500d494886e1493f22b6d612",1,,,,,,,,
"35-16-36-79","e8807528500d494886e1493f22b6d612",0,,,,,,,,
"88-64-25-80","ea112b0ba08542bfb07f10c636ff82a0",0,,,,,,,,
"88-64-25-80","ea112b0ba08542bfb07f10c636ff82a0",1,,,,,,,,
"46-50-03-97","eb9b8edf03314bb39c1982b462c88cd3",0,,,,,,,,
"46-50-03-97","eb9b8edf03314bb39c1982b462c88cd3",1,,,,,,,,
"34-64-32-00","eba103dd973241ecb07baee474e8f9d9",1,,,,,,,,
"34-64-32-00","eba103dd973241ecb07baee474e8f9d9",0,,,,,,,,
"96-79-66-75","ec1c482374644eb983a647909e350403",0,23,24,1,0,4,6,3,5
"96-79-66-75","ec1c482374644eb983a647909e350403",1,,,,,,,,
"49-96-25-37","ec3f5f7d84244a55ab42dff82b6846d9",1,22,24,1,1,7,0,6,13
"49-96-25-37","ec3f5f7d84244a55ab42dff82b6846d9",0,7,17,1,0,3,3,2,9
"96-60-14-26","ec558b4ca32e46a7943986f7ad4a9588",0,10,8,0,0,1,1,1,2
"96-60-14-26","ec558b4ca32e46a7943986f7ad4a9588",1,5,11,0,0,3,0,1,8
"51-48-45-42","ee1ae37bb5574ebb8cfcaa312e7e1f0b",1,0,0,0,0,0,0,0,0
"51-48-45-42","ee1ae37bb5574ebb8cfcaa312e7e1f0b",0,0,0,0,0,0,0,0,0
"34-89-24-08","ef140c8eb6aa466fa41b317628e0cbf8",0,33,53,0,0,18,21,6,6
"34-89-24-08","ef140c8eb6aa466fa41b317628e0cbf8",1,76,44,0,2,13,23,36,2
"51-89-46-48","ef37261b68c446679bec7e072b4d916e",1,15,15,0,0,1,1,4,2
"51-89-46-48","ef37261b68c446679bec7e072b4d916e",0,15,7,0,0,8,1,2,2
"15-63-97-83","f03953e0053e44408d6efa237ee3063f",1,,,,,,,,
"15-63-97-83","f03953e0053e44408d6efa237ee3063f",0,,,,,,,,
"04-82-98-03","f107a301616c4ff69b6fa7bfa877faab",1,14,24,2,1,10,20,2,3
"04-82-98-03","f107a301616c4ff69b6fa7bfa877faab",0,20,23,2,1,18,21,0,1
"27-44-94-20","f14f6099b4984c1d8b984fb22f251032",1,23,12,0,0,11,3,5,3
"27-44-94-20","f14f6099b4984c1d8b984fb22f251032",0,28,23,0,0,5,3,11,7
"65-42-84-81","f1dca8894a0b46eab802b52b2ecc70c0",1,27,40,1,0,9,8,10,11
"65-42-84-81","f1dca8894a0b46eab802b52b2ecc70c0",0,38,33,4,0,25,21,3,7
"63-52-54-38","f33d7de27c14495a89301cb34c6e6dfb",1,34,31,0,1,17,18,8,7
"63-52-54-38","f33d7de27c14495a89301cb34c6e6dfb",0,30,27,0,0,13,11,8,6
"38-55-59-69","f4836ae1155c495c9363570573d1f81a",1,,,,,,,,
"38-55-59-69","f4836ae1155c495c9363570573d1f81a",0,,,,,,,,
"48-32-44-07","f4c5c89950bb4141ab4d895c0b25bb20",1,,,,,,,,
"48-32-44-07","f4c5c89950bb4141ab4d895c0b25bb20",0,,,,,,,,
"33-49-10-28","f568ccaeb7434baf8b85c82b6999a9e1",1,,,,,,,,
"33-49-10-28","f568ccaeb7434baf8b85c82b6999a9e1",0,,,,,,,,
"05-41-62-25","f5e7dce2332d41b28c3cd37fceac50cf",1,27,34,2,2,21,25,1,10
"05-41-62-25","f5e7dce2332d41b28c3cd37fceac50cf",0,38,36,2,2,31,26,3,4
"92-58-44-91","f709ca33e5624c40bbebb5bbff93d32f",0,30,14,0,0,11,0,8,9
"92-58-44-91","f709ca33e5624c40bbebb5bbff93d32f",1,30,21,0,0,8,1,12,8
"08-27-83-30","f81dc4ec9efb45e0ac04ce96bd3fac02",1,17,12,0,0,11,6,3,1
"08-27-83-30","f81dc4ec9efb45e0ac04ce96bd3fac02",0,12,15,1,0,6,9,4,5
"36-13-76-78","f875111d04594103a21af312cda6e741",0,9,13,0,1,7,9,2,1
"36-13-76-78","f875111d04594103a21af312cda6e741",1,9,13,1,0,5,3,1,5
"66-72-06-13","f941ce88ba9a48e99842d995455d47bd",0,23,20,0,0,13,9,5,7
"66-72-06-13","f941ce88ba9a48e99842d995455d47bd",1,21,15,0,0,15,15,2,1
"38-34-59-31","f94bd031b7014493ba1c0295e5614dca",0,51,61,11,7,42,60,1,1
"38-34-59-31","f94bd031b7014493ba1c0295e5614dca",1,48,72,17,11,26,53,3,5
"88-18-91-21","f980545af05e454a9a37280d7272716d",0,18,7,1,1,8,2,6,1
"88-18-91-21","f980545af05e454a9a37280d7272716d",1,12,17,1,0,5,7,3,0
"42-81-20-45","f9db50b4f83b436ab20692f8d1d0e345",1,,,,,,,,
"42-81-20-45","f9db50b4f83b436ab20692f8d1d0e345",0,,,,,,,,
"60-32-27-19","fb5c0b7c4fa64ce8b41a2d746086f7a1",1,25,49,1,2,18,38,4,7
"60-32-27-19","fb5c0b7c4fa64ce8b41a2d746086f7a1",0,29,31,1,2,23,17,5,9
"87-17-71-30","fd09bf6c0d16410f9135f36ef5e6993b",1,,,,,,,,
"87-17-71-30","fd09bf6c0d16410f9135f36ef5e6993b",0,,,,,,,,
"86-59-69-87","fd39653b0c2d49a2b86bf992b96cf4d0",0,,,,,,,,
"86-59-69-87","fd39653b0c2d49a2b86bf992b96cf4d0",1,,,,,,,,
"83-86-63-56","fecc0f5ccad940ceb621e46eb9f59f77",0,13,16,0,0,5,5,4,8
"83-86-63-56","fecc0f5ccad940ceb621e46eb9f59f77",1,16,20,0,0,5,6,6,9
