"interview__key","EA_code","community_needs_id","s6dq1","s6dq2","s6qd3","s6dqd4","s6dq5","s6dq6","s6dq7","s6dq08a","s6dq08b","s6dq08c","s6dq09","s6dq10","s6dq11","s6dq12a","s6dq12b","s6dq12c","s6dq13","s6dq14","s6dq15","s6dq16","s6dq17a","s6dq17b","s6dq17c","s6dq17_oth0"
"19-39-69-85","7ce87defa03b47d28ca7a85807a835eb",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"19-39-69-85","7ce87defa03b47d28ca7a85807a835eb",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-64-33-71","7d81ff7c7b1f45f682a2f778de1129d3",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",106,1,1,1,,1,1,2,104,,,2,3,,,,,,,,,,,,
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",104,1,2,1,,2,,,104,106,,2,5,,,,,,,,,,,,
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-27-45-82","7dfe77c10a6d423da8b1fe1af366ff1a",101,1,1,1,,2,,,104,,,2,4,,,,,,,,,,,,
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",106,1,1,1,,1,1,1,101,,,1,1,2014,101,,,0,0,,1,1,0,0,0
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"55-30-97-28","7e25926b2a7440e69f203158d6092c89",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"75-75-86-64","811f0969148848799fdeb81412c961b7",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"75-75-86-64","811f0969148848799fdeb81412c961b7",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"75-75-86-64","811f0969148848799fdeb81412c961b7",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"75-75-86-64","811f0969148848799fdeb81412c961b7",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"75-75-86-64","811f0969148848799fdeb81412c961b7",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"75-75-86-64","811f0969148848799fdeb81412c961b7",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"75-75-86-64","811f0969148848799fdeb81412c961b7",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"75-75-86-64","811f0969148848799fdeb81412c961b7",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"75-75-86-64","811f0969148848799fdeb81412c961b7",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"75-75-86-64","811f0969148848799fdeb81412c961b7",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"75-75-86-64","811f0969148848799fdeb81412c961b7",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-06-48-22","819574132d744fb58ef76356982dab3e",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-06-48-22","819574132d744fb58ef76356982dab3e",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-06-48-22","819574132d744fb58ef76356982dab3e",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-06-48-22","819574132d744fb58ef76356982dab3e",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-06-48-22","819574132d744fb58ef76356982dab3e",105,1,1,1,,1,8,1,106,104,,2,3,,,,,,,,,,,,
"97-06-48-22","819574132d744fb58ef76356982dab3e",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-06-48-22","819574132d744fb58ef76356982dab3e",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-06-48-22","819574132d744fb58ef76356982dab3e",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-06-48-22","819574132d744fb58ef76356982dab3e",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-06-48-22","819574132d744fb58ef76356982dab3e",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"97-06-48-22","819574132d744fb58ef76356982dab3e",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"72-95-56-08","819dc7fb58f3487c92ce386410f0e484",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"87-78-16-27","8240331915e74700903cd16936938273",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"87-78-16-27","8240331915e74700903cd16936938273",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"87-78-16-27","8240331915e74700903cd16936938273",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"87-78-16-27","8240331915e74700903cd16936938273",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"87-78-16-27","8240331915e74700903cd16936938273",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"87-78-16-27","8240331915e74700903cd16936938273",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"87-78-16-27","8240331915e74700903cd16936938273",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"87-78-16-27","8240331915e74700903cd16936938273",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"87-78-16-27","8240331915e74700903cd16936938273",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"87-78-16-27","8240331915e74700903cd16936938273",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"87-78-16-27","8240331915e74700903cd16936938273",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",101,1,1,1,,1,1,1,104,105,,1,4,,,,,,,,,,,,
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"16-96-21-37","82a63311f1c84741bfd4b8e903e89fa4",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",101,2,1,1,,2,,,103,,,1,5,,,,,,,,,,,,
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",102,2,1,1,,2,,,103,,,2,5,,,,,,,,,,,,
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",106,2,2,2,1,,,,,,,,1,2014,104,,,0,0,,2,,,,
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"95-91-78-39","8513e8bd23c14fd198c0e28c57e978fb",111,1,1,1,,2,,,103,,,1,4,,,,,,,,,,,,
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-11-57-90","856d1989c4994c0bb213bd69b1cc4e28",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"47-45-18-73","85d0e9e0a4f1496aaf118e34270048e6",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"47-45-18-73","85d0e9e0a4f1496aaf118e34270048e6",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"47-45-18-73","85d0e9e0a4f1496aaf118e34270048e6",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"47-45-18-73","85d0e9e0a4f1496aaf118e34270048e6",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"47-45-18-73","85d0e9e0a4f1496aaf118e34270048e6",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"47-45-18-73","85d0e9e0a4f1496aaf118e34270048e6",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"47-45-18-73","85d0e9e0a4f1496aaf118e34270048e6",101,1,1,1,,1,1,2,104,103,,2,5,,,,,,,,,,,,
"47-45-18-73","85d0e9e0a4f1496aaf118e34270048e6",104,2,1,1,,2,,,104,,,1,5,,,,,,,,,,,,
"47-45-18-73","85d0e9e0a4f1496aaf118e34270048e6",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"47-45-18-73","85d0e9e0a4f1496aaf118e34270048e6",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"47-45-18-73","85d0e9e0a4f1496aaf118e34270048e6",103,1,1,1,,2,,,104,107,,1,4,,,,,,,,,,,,
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"88-86-92-84","87888fff4c0c45d49f76bf7f930652a3",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",109,2,2,2,1,,,,,,,,1,2017,103,104,,,0,,2,,,,
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",101,2,2,2,1,,,,,,,,1,2016,104,103,,,0,,2,,,,
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",106,2,1,1,,2,,,104,,,2,1,2016,103,104,,,0,,2,,,,
"68-41-72-67","8873c7ea649641a9aa484ff5a2071ce5",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"32-79-51-40","8a25746d91fd4a71903d25321bf21f4b",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"35-92-49-53","8a796de4a4744d1896966983749b62ce",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"35-92-49-53","8a796de4a4744d1896966983749b62ce",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"35-92-49-53","8a796de4a4744d1896966983749b62ce",106,1,1,1,,1,8,1,106,,,1,3,,,,,,,,,,,,
"35-92-49-53","8a796de4a4744d1896966983749b62ce",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"35-92-49-53","8a796de4a4744d1896966983749b62ce",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"35-92-49-53","8a796de4a4744d1896966983749b62ce",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"35-92-49-53","8a796de4a4744d1896966983749b62ce",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"35-92-49-53","8a796de4a4744d1896966983749b62ce",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"35-92-49-53","8a796de4a4744d1896966983749b62ce",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"35-92-49-53","8a796de4a4744d1896966983749b62ce",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"35-92-49-53","8a796de4a4744d1896966983749b62ce",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",106,1,1,1,,1,1,2,104,106,,1,4,,,,,,,,,,,,
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",104,1,1,1,,2,,,104,,,2,5,,,,,,,,,,,,
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",103,2,1,1,,2,,,104,,,1,3,,,,,,,,,,,,
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",101,1,1,1,,1,1,2,105,109,,1,3,,,,,,,,,,,,
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",106,2,2,2,1,,,,,,,,1,2016,105,,,,0,,2,,,,
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",109,2,2,2,1,,,,,,,,1,2017,104,,,,0,,2,,,,
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",101,1,2,1,,2,,,104,,,1,1,2017,103,,,,0,,2,,,,
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",111,,,,,,,,,,,,,,,,,,,,,,,,
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",102,1,1,1,,1,1,1,101,102,103,1,3,,,,,,,,,,,,
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",101,1,1,1,,1,1,1,101,102,103,1,3,,,,,,,,,,,,
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",106,2,1,1,,2,,,103,,,2,5,,,,,,,,,,,,
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",109,2,2,2,1,,,,,,,,1,2018,104,,,0,0,,2,,,,
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",106,1,1,1,,2,,,103,,,2,5,,,,,,,,,,,,
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",105,1,1,1,,2,,,103,,,2,5,,,,,,,,,,,,
