"interview__key","EA_code","community_needs_id","s6dq1","s6dq2","s6qd3","s6dqd4","s6dq5","s6dq6","s6dq7","s6dq08a","s6dq08b","s6dq08c","s6dq09","s6dq10","s6dq11","s6dq12a","s6dq12b","s6dq12c","s6dq13","s6dq14","s6dq15","s6dq16","s6dq17a","s6dq17b","s6dq17c","s6dq17_oth0"
"66-53-93-59","37a0243153154356a3fae9c57c688f46",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"66-53-93-59","37a0243153154356a3fae9c57c688f46",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"66-53-93-59","37a0243153154356a3fae9c57c688f46",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"66-53-93-59","37a0243153154356a3fae9c57c688f46",101,1,1,1,,2,,,104,,,1,1,2016,103,104,,98,0,,2,,,,
"66-53-93-59","37a0243153154356a3fae9c57c688f46",106,1,1,1,,1,1,1,104,107,,1,4,,,,,,,,,,,,
"66-53-93-59","37a0243153154356a3fae9c57c688f46",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"07-01-51-11","3a2df233c4d3470b83d0d3e0851df33d",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",106,1,1,1,,2,,,104,107,,2,3,,,,,,,,,,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",110,1,1,1,,2,,,104,106,,2,3,,,,,,,,,,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",101,1,1,1,,2,,,104,101,,1,1,2017,103,,,7000000,0,,2,,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",107,1,1,1,,2,,,107,104,,2,3,,,,,,,,,,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"56-67-32-81","3b39a3793b9e42deb8bea71311058e8a",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"92-67-60-32","3bd4a06cc7b5416d864333ff348bb354",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",111,1,1,1,,2,,,103,,,1,4,,,,,,,,,,,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",102,2,1,1,,2,,,103,104,,1,4,,,,,,,,,,,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",106,2,1,1,,2,,,103,104,,1,1,2016,104,,,0,0,,2,,,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"08-02-90-92","3c03c72ff5bb4e43bb462f77bc401895",101,2,1,1,,2,,,103,,,1,1,2013,102,,,0,0,,2,,,,
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",103,1,1,1,,1,1,2,104,,,1,3,,,,,,,,,,,,
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",101,1,2,1,,2,,,104,,,2,1,2014,104,,,98,0,,2,,,,
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",104,1,1,1,,2,,,104,106,,2,4,,,,,,,,,,,,
"26-54-44-39","3c068ff6dd2648088c08a9fcdcb812f2",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",101,1,1,1,,2,,,101,103,,1,1,2015,101,102,,0,0,,1,1,0,0,0
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"61-93-15-21","3c7b52089dbc43ecb5f3c5e354f1ec09",103,2,2,2,1,,,,,,,,1,2018,107,,,0,0,,2,,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",106,2,2,2,1,,,,,,,,1,2016,104,,,0,0,,2,,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"36-93-22-14","3d3ecc270b3743a1ac5b07ac5161ae2f",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",101,1,1,1,,2,,,104,,,2,5,,,,,,,,,,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",105,2,2,1,,1,1,2,104,,,1,5,,,,,,,,,,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"00-56-65-43","3dfec81ca5704294b2259b4da35ba66f",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"24-54-97-79","3e4cfe4688a44d3ba5524f2574dbed04",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",110,1,1,1,,1,1,1,101,102,,1,1,2013,101,103,,0,0,,1,0,1,0,0
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",101,2,1,1,,1,1,1,101,,,2,5,,,,,,,,,,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"18-15-18-97","3e8f9d823ced4b679756834480de1eb1",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"78-89-98-52","3f1a8214f7a14ede97f67c4a18cd0f07",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",104,2,2,2,1,,,,,,,,1,2016,104,,,,0,,2,,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",109,2,2,2,1,,,,,,,,1,2017,104,103,,,0,,2,,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",101,2,2,2,1,,,,,,,,1,2018,104,,,,0,,2,,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",106,2,2,2,1,,,,,,,,1,2017,104,103,,,0,,2,,,,
"42-02-64-77","406d4f0d71384978ab447f7dd9057f40",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",101,1,1,1,,1,2,1,106,,,1,1,2017,103,,,0,0,,2,,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",109,,,,,,,,,,,,,,,,,,,,,,,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",105,,,,,,,,,,,,,,,,,,,,,,,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",103,,,,,,,,,,,,,,,,,,,,,,,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",110,,,,,,,,,,,,,,,,,,,,,,,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",104,,,,,,,,,,,,,,,,,,,,,,,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",106,,,,,,,,,,,,,,,,,,,,,,,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",107,,,,,,,,,,,,,,,,,,,,,,,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",108,,,,,,,,,,,,,,,,,,,,,,,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",102,,,,,,,,,,,,,,,,,,,,,,,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",111,,,,,,,,,,,,,,,,,,,,,,,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",101,,,,,,,,,,,,,,,,,,,,,,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",106,1,2,1,,2,,,105,103,,2,3,,,,,,,,,,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",105,1,2,1,,2,,,105,103,,2,3,,,,,,,,,,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",101,1,1,1,,2,,,103,105,106,1,2,2015,103,,,4000000,0,,2,,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",106,1,2,1,,2,,,104,,,2,5,,,,,,,,,,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",101,1,2,1,,2,,,104,,,2,5,,,,,,,,,,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",101,1,1,1,,1,1,1,104,103,,1,1,2016,107,,,11000000,0,,2,,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",105,1,1,1,,1,1,1,103,104,,1,4,,,,,,,,,,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",104,1,1,2,2,,,,,,,,,,,,,,,,,,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",102,1,1,2,1,,,,,,,,1,2014,104,,,70000000,0,,2,,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",106,1,1,1,,1,1,1,103,104,,1,3,,,,,,,,,,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",111,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",105,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",107,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",102,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",108,,,,,,,,,,,,,,,,,,,,,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",101,,,,,,,,,,,,,,,,,,,,,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",104,,,,,,,,,,,,,,,,,,,,,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",103,,,,,,,,,,,,,,,,,,,,,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",105,,,,,,,,,,,,,,,,,,,,,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",111,,,,,,,,,,,,,,,,,,,,,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",102,,,,,,,,,,,,,,,,,,,,,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",110,,,,,,,,,,,,,,,,,,,,,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",106,,,,,,,,,,,,,,,,,,,,,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",107,,,,,,,,,,,,,,,,,,,,,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",109,,,,,,,,,,,,,,,,,,,,,,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",110,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",109,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",104,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",106,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",103,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",101,2,2,2,2,,,,,,,,,,,,,,,,,,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",108,2,2,2,2,,,,,,,,,,,,,,,,,,,,
