"EA_code","t0_EA_code","interview__key","schoolmeeting_id","s3q39a","s3q38","s3q39b","s3q40","s3q41"
"6a981e6f28e34024b3877b143c78a411",,"08-74-10-74",5,,,,,
"6a981e6f28e34024b3877b143c78a411",,"08-74-10-74",4,,,,,
"6a981e6f28e34024b3877b143c78a411",,"08-74-10-74",3,,,,,
"6ab741446b254f54b494a75bc6c31575","3171070712","00-16-89-29",4,,,,,
"6ab741446b254f54b494a75bc6c31575","3171070712","00-16-89-29",5,,,,,
"6ab741446b254f54b494a75bc6c31575","3171070712","00-16-89-29",1,6,1,2018,1,96
"6ab741446b254f54b494a75bc6c31575","3171070712","00-16-89-29",2,1,1,2018,1,5
"6ab741446b254f54b494a75bc6c31575","3171070712","00-16-89-29",3,6,1,2018,1,3
"6d88e79cdca94f44955a26a280ceaae8","4022070707","18-73-98-72",5,,,,,
"6d88e79cdca94f44955a26a280ceaae8","4022070707","18-73-98-72",4,,,,,
"6d88e79cdca94f44955a26a280ceaae8","4022070707","18-73-98-72",2,,,,,
"6d88e79cdca94f44955a26a280ceaae8","4022070707","18-73-98-72",1,,,,,
"6d88e79cdca94f44955a26a280ceaae8","4022070707","18-73-98-72",3,,,,,
"6f717245375d48cbaee0ccc130704124","4181040401","61-26-83-13",2,7,1,2018,1,3
"6f717245375d48cbaee0ccc130704124","4181040401","61-26-83-13",4,,2,,,
"6f717245375d48cbaee0ccc130704124","4181040401","61-26-83-13",3,7,1,2018,1,3
"6f717245375d48cbaee0ccc130704124","4181040401","61-26-83-13",5,10,1,2018,,3
"6f717245375d48cbaee0ccc130704124","4181040401","61-26-83-13",1,9,1,2018,1,2
"6fdd02cc5fad4b6aaaa699355b50a2c5","1241040402","64-64-66-34",5,3,1,2018,,6
"6fdd02cc5fad4b6aaaa699355b50a2c5","1241040402","64-64-66-34",3,3,1,2018,1,3
"6fdd02cc5fad4b6aaaa699355b50a2c5","1241040402","64-64-66-34",4,,,,,
"6fdd02cc5fad4b6aaaa699355b50a2c5","1241040402","64-64-66-34",1,3,1,2018,1,96
"6fdd02cc5fad4b6aaaa699355b50a2c5","1241040402","64-64-66-34",2,4,1,2018,1,3
"70b5acb304f142b291fc6b209f67a5b3","2141020206","94-18-00-85",1,,,,,
"70b5acb304f142b291fc6b209f67a5b3","2141020206","94-18-00-85",4,,,,,
"70b5acb304f142b291fc6b209f67a5b3","2141020206","94-18-00-85",5,,,,,
"70b5acb304f142b291fc6b209f67a5b3","2141020206","94-18-00-85",2,,,,,
"70b5acb304f142b291fc6b209f67a5b3","2141020206","94-18-00-85",3,,,,,
"71230c66d335494aa424d7f85a36da60","3211060605","40-73-51-73",5,,,,,
"71230c66d335494aa424d7f85a36da60","3211060605","40-73-51-73",4,,,,,
"71230c66d335494aa424d7f85a36da60","3211060605","40-73-51-73",1,,,,,
"71230c66d335494aa424d7f85a36da60","3211060605","40-73-51-73",3,,,,,
"71230c66d335494aa424d7f85a36da60","3211060605","40-73-51-73",2,,,,,
"7377cd30ca6540eabb25b4a9a3de369d","1021040402","33-62-41-35",5,,,,,
"7377cd30ca6540eabb25b4a9a3de369d","1021040402","33-62-41-35",4,,,,,
"7377cd30ca6540eabb25b4a9a3de369d","1021040402","33-62-41-35",3,,,,,
"7377cd30ca6540eabb25b4a9a3de369d","1021040402","33-62-41-35",1,,,,,
"7377cd30ca6540eabb25b4a9a3de369d","1021040402","33-62-41-35",2,,,,,
"741a8331efc04b6b845110d8a212aec0","4081131305","23-95-21-09",2,2,1,2018,1,3
"741a8331efc04b6b845110d8a212aec0","4081131305","23-95-21-09",3,3,1,2018,1,3
"741a8331efc04b6b845110d8a212aec0","4081131305","23-95-21-09",5,11,1,2017,,3
"741a8331efc04b6b845110d8a212aec0","4081131305","23-95-21-09",4,11,1,2017,,4
"741a8331efc04b6b845110d8a212aec0","4081131305","23-95-21-09",1,2,1,2018,1,3
"7557b1aecd28455e9909c6d2a923a832","2043010103","88-41-92-59",4,2,1,2018,,3
"7557b1aecd28455e9909c6d2a923a832","2043010103","88-41-92-59",3,9,1,2017,1,2
"7557b1aecd28455e9909c6d2a923a832","2043010103","88-41-92-59",1,3,1,2018,1,2
"7557b1aecd28455e9909c6d2a923a832","2043010103","88-41-92-59",2,10,1,2017,1,3
"7557b1aecd28455e9909c6d2a923a832","2043010103","88-41-92-59",5,9,1,2017,,1
"7663bb1198824f56a0370fa6f07e858a","2151151502","30-46-55-37",5,,,,,
"7663bb1198824f56a0370fa6f07e858a","2151151502","30-46-55-37",2,4,1,2018,1,3
"7663bb1198824f56a0370fa6f07e858a","2151151502","30-46-55-37",3,7,1,2018,1,3
"7663bb1198824f56a0370fa6f07e858a","2151151502","30-46-55-37",4,3,1,2018,,3
"7663bb1198824f56a0370fa6f07e858a","2151151502","30-46-55-37",1,6,1,2018,1,2
"76864e14ab0a4c98a1cf17d54efe6acf","2231202004","29-03-49-45",1,,,,,
"76864e14ab0a4c98a1cf17d54efe6acf","2231202004","29-03-49-45",5,,,,,
"76864e14ab0a4c98a1cf17d54efe6acf","2231202004","29-03-49-45",2,,,,,
"76864e14ab0a4c98a1cf17d54efe6acf","2231202004","29-03-49-45",4,,,,,
"76864e14ab0a4c98a1cf17d54efe6acf","2231202004","29-03-49-45",3,,,,,
"7746d7555f5844d3aa4e1b1db205baaa","4053020204","94-83-94-74",1,5,1,2018,1,2
"7746d7555f5844d3aa4e1b1db205baaa","4053020204","94-83-94-74",4,3,1,2018,,3
"7746d7555f5844d3aa4e1b1db205baaa","4053020204","94-83-94-74",3,6,1,2018,1,6
"7746d7555f5844d3aa4e1b1db205baaa","4053020204","94-83-94-74",2,6,1,2018,1,3
"7746d7555f5844d3aa4e1b1db205baaa","4053020204","94-83-94-74",5,3,1,2018,,6
"77d8e0bb2a8d40818176e4ca7fa67bed",,"86-28-58-60",1,,,,,
"77d8e0bb2a8d40818176e4ca7fa67bed",,"86-28-58-60",4,,,,,
"77d8e0bb2a8d40818176e4ca7fa67bed",,"86-28-58-60",5,,,,,
"77d8e0bb2a8d40818176e4ca7fa67bed",,"86-28-58-60",3,,,,,
"77d8e0bb2a8d40818176e4ca7fa67bed",,"86-28-58-60",2,,,,,
"7858f0477c71435583949704dfdc8273","4171020202","45-08-45-12",1,6,1,2018,1,3
"7858f0477c71435583949704dfdc8273","4171020202","45-08-45-12",3,3,1,2018,1,3
"7858f0477c71435583949704dfdc8273","4171020202","45-08-45-12",4,4,1,2018,,4
"7858f0477c71435583949704dfdc8273","4171020202","45-08-45-12",5,6,1,2018,,1
"7858f0477c71435583949704dfdc8273","4171020202","45-08-45-12",2,3,1,2018,1,3
"78bcb53eff2c4728a87f26ee0d5a7295","4102010106","47-71-40-92",3,4,1,2018,1,3
"78bcb53eff2c4728a87f26ee0d5a7295","4102010106","47-71-40-92",4,5,1,2018,,3
"78bcb53eff2c4728a87f26ee0d5a7295","4102010106","47-71-40-92",1,5,1,2018,1,2
"78bcb53eff2c4728a87f26ee0d5a7295","4102010106","47-71-40-92",2,4,1,2018,1,3
"78bcb53eff2c4728a87f26ee0d5a7295","4102010106","47-71-40-92",5,5,1,2018,,2
"7ae3d3fc9a4344ba8bb7d8670ba0a214","1191030304","30-29-17-25",4,,2,,,
"7ae3d3fc9a4344ba8bb7d8670ba0a214","1191030304","30-29-17-25",3,3,1,2018,1,3
"7ae3d3fc9a4344ba8bb7d8670ba0a214","1191030304","30-29-17-25",5,6,1,2018,,1
"7ae3d3fc9a4344ba8bb7d8670ba0a214","1191030304","30-29-17-25",1,6,1,2018,1,96
"7ae3d3fc9a4344ba8bb7d8670ba0a214","1191030304","30-29-17-25",2,4,1,2018,1,3
"7cbae8c05a404cca98e447173d257eb4","1021030303","88-94-99-21",3,,2,,,
"7cbae8c05a404cca98e447173d257eb4","1021030303","88-94-99-21",5,5,1,2018,,96
"7cbae8c05a404cca98e447173d257eb4","1021030303","88-94-99-21",1,8,1,2018,1,96
"7cbae8c05a404cca98e447173d257eb4","1021030303","88-94-99-21",2,,2,,,
"7cbae8c05a404cca98e447173d257eb4","1021030303","88-94-99-21",4,7,1,2018,,3
"7cbedb93a4d54e71a77f6282ce45b604","4092030309","52-89-16-75",2,4,1,2018,1,3
"7cbedb93a4d54e71a77f6282ce45b604","4092030309","52-89-16-75",4,,,,,
"7cbedb93a4d54e71a77f6282ce45b604","4092030309","52-89-16-75",5,4,1,2018,,6
"7cbedb93a4d54e71a77f6282ce45b604","4092030309","52-89-16-75",3,4,1,2018,1,3
"7cbedb93a4d54e71a77f6282ce45b604","4092030309","52-89-16-75",1,3,1,2018,1,2
"7ce87defa03b47d28ca7a85807a835eb","4114020204","19-39-69-85",3,,,,,
"7ce87defa03b47d28ca7a85807a835eb","4114020204","19-39-69-85",5,,,,,
"7ce87defa03b47d28ca7a85807a835eb","4114020204","19-39-69-85",2,,,,,
"7ce87defa03b47d28ca7a85807a835eb","4114020204","19-39-69-85",1,,,,,
"7ce87defa03b47d28ca7a85807a835eb","4114020204","19-39-69-85",4,,,,,
"7d81ff7c7b1f45f682a2f778de1129d3",,"65-64-33-71",2,,,,,
"7d81ff7c7b1f45f682a2f778de1129d3",,"65-64-33-71",4,,,,,
"7d81ff7c7b1f45f682a2f778de1129d3",,"65-64-33-71",3,,,,,
"7d81ff7c7b1f45f682a2f778de1129d3",,"65-64-33-71",1,,,,,
"7d81ff7c7b1f45f682a2f778de1129d3",,"65-64-33-71",5,,,,,
"7dfe77c10a6d423da8b1fe1af366ff1a","1131131304","97-27-45-82",4,3,1,2018,,3
"7dfe77c10a6d423da8b1fe1af366ff1a","1131131304","97-27-45-82",1,5,1,2018,1,96
"7dfe77c10a6d423da8b1fe1af366ff1a","1131131304","97-27-45-82",3,6,1,2018,1,3
"7dfe77c10a6d423da8b1fe1af366ff1a","1131131304","97-27-45-82",2,4,1,2018,1,3
"7dfe77c10a6d423da8b1fe1af366ff1a","1131131304","97-27-45-82",5,2,1,2018,,3
"7e25926b2a7440e69f203158d6092c89",,"55-30-97-28",1,12,1,2018,1,96
"7e25926b2a7440e69f203158d6092c89",,"55-30-97-28",2,9,1,2018,1,3
"7e25926b2a7440e69f203158d6092c89",,"55-30-97-28",5,11,1,2018,,1
"7e25926b2a7440e69f203158d6092c89",,"55-30-97-28",3,9,1,2018,1,3
"7e25926b2a7440e69f203158d6092c89",,"55-30-97-28",4,,2,,,
"811f0969148848799fdeb81412c961b7","4053010109","75-75-86-64",4,,2,,,
"811f0969148848799fdeb81412c961b7","4053010109","75-75-86-64",3,10,1,2018,1,6
"811f0969148848799fdeb81412c961b7","4053010109","75-75-86-64",1,10,1,2018,1,2
"811f0969148848799fdeb81412c961b7","4053010109","75-75-86-64",2,10,1,2018,1,3
"811f0969148848799fdeb81412c961b7","4053010109","75-75-86-64",5,12,1,2018,,1
"819574132d744fb58ef76356982dab3e","4281111105","97-06-48-22",5,10,1,2018,,96
"819574132d744fb58ef76356982dab3e","4281111105","97-06-48-22",2,4,1,2018,1,5
"819574132d744fb58ef76356982dab3e","4281111105","97-06-48-22",4,,2,,,
"819574132d744fb58ef76356982dab3e","4281111105","97-06-48-22",3,4,1,2018,1,3
"819574132d744fb58ef76356982dab3e","4281111105","97-06-48-22",1,10,1,2018,1,2
"819dc7fb58f3487c92ce386410f0e484","2251141426","72-95-56-08",4,3,1,2018,,2
"819dc7fb58f3487c92ce386410f0e484","2251141426","72-95-56-08",3,4,1,2018,1,3
"819dc7fb58f3487c92ce386410f0e484","2251141426","72-95-56-08",2,7,1,2017,1,4
"819dc7fb58f3487c92ce386410f0e484","2251141426","72-95-56-08",1,5,1,2018,1,3
"819dc7fb58f3487c92ce386410f0e484","2251141426","72-95-56-08",5,,,,,
"8240331915e74700903cd16936938273","1021030304","87-78-16-27",3,,,,,
"8240331915e74700903cd16936938273","1021030304","87-78-16-27",4,,,,,
"8240331915e74700903cd16936938273","1021030304","87-78-16-27",5,,,,,
"8240331915e74700903cd16936938273","1021030304","87-78-16-27",1,,,,,
"8240331915e74700903cd16936938273","1021030304","87-78-16-27",2,,,,,
"82a63311f1c84741bfd4b8e903e89fa4",,"16-96-21-37",5,11,1,2018,,6
"82a63311f1c84741bfd4b8e903e89fa4",,"16-96-21-37",4,,2,,,
"82a63311f1c84741bfd4b8e903e89fa4",,"16-96-21-37",3,10,1,2018,1,3
"82a63311f1c84741bfd4b8e903e89fa4",,"16-96-21-37",1,11,1,2018,1,96
"82a63311f1c84741bfd4b8e903e89fa4",,"16-96-21-37",2,10,1,2018,1,3
"8513e8bd23c14fd198c0e28c57e978fb","3301070701","95-91-78-39",3,3,1,2018,1,3
"8513e8bd23c14fd198c0e28c57e978fb","3301070701","95-91-78-39",2,4,1,2018,1,3
"8513e8bd23c14fd198c0e28c57e978fb","3301070701","95-91-78-39",4,,,,,
"8513e8bd23c14fd198c0e28c57e978fb","3301070701","95-91-78-39",5,,,,,
"8513e8bd23c14fd198c0e28c57e978fb","3301070701","95-91-78-39",1,5,1,2018,1,2
"856d1989c4994c0bb213bd69b1cc4e28","4171090902","07-11-57-90",1,6,1,2018,1,3
"856d1989c4994c0bb213bd69b1cc4e28","4171090902","07-11-57-90",5,5,1,2018,,2
"856d1989c4994c0bb213bd69b1cc4e28","4171090902","07-11-57-90",2,5,1,2018,1,3
"856d1989c4994c0bb213bd69b1cc4e28","4171090902","07-11-57-90",4,2,1,2018,,3
"856d1989c4994c0bb213bd69b1cc4e28","4171090902","07-11-57-90",3,3,1,2018,1,3
"85d0e9e0a4f1496aaf118e34270048e6","1072020201","47-45-18-73",5,,,,,
"85d0e9e0a4f1496aaf118e34270048e6","1072020201","47-45-18-73",1,5,1,2018,1,96
"85d0e9e0a4f1496aaf118e34270048e6","1072020201","47-45-18-73",3,4,1,2018,1,96
"85d0e9e0a4f1496aaf118e34270048e6","1072020201","47-45-18-73",4,6,1,2018,,3
"85d0e9e0a4f1496aaf118e34270048e6","1072020201","47-45-18-73",2,4,1,2018,1,96
"86105861a94a405a9af8478fdf715f04","1136040402","80-98-40-63",1,,,,,
"86105861a94a405a9af8478fdf715f04","1136040402","80-98-40-63",4,,,,,
"86105861a94a405a9af8478fdf715f04","1136040402","80-98-40-63",2,,,,,
"86105861a94a405a9af8478fdf715f04","1136040402","80-98-40-63",3,,,,,
"86105861a94a405a9af8478fdf715f04","1136040402","80-98-40-63",5,,,,,
"87888fff4c0c45d49f76bf7f930652a3","1021030344","88-86-92-84",5,11,1,2018,,1
"87888fff4c0c45d49f76bf7f930652a3","1021030344","88-86-92-84",3,11,1,2018,1,3
"87888fff4c0c45d49f76bf7f930652a3","1021030344","88-86-92-84",4,10,1,2018,,3
"87888fff4c0c45d49f76bf7f930652a3","1021030344","88-86-92-84",1,9,1,2018,1,6
"87888fff4c0c45d49f76bf7f930652a3","1021030344","88-86-92-84",2,11,1,2018,1,3
"8873c7ea649641a9aa484ff5a2071ce5","2121040406","68-41-72-67",3,8,1,2018,1,3
"8873c7ea649641a9aa484ff5a2071ce5","2121040406","68-41-72-67",5,,2,,,
"8873c7ea649641a9aa484ff5a2071ce5","2121040406","68-41-72-67",4,,2,,,
"8873c7ea649641a9aa484ff5a2071ce5","2121040406","68-41-72-67",2,2,1,2018,1,5
"8873c7ea649641a9aa484ff5a2071ce5","2121040406","68-41-72-67",1,9,1,2018,1,2
"8a25746d91fd4a71903d25321bf21f4b",,"32-79-51-40",4,,2,,,
"8a25746d91fd4a71903d25321bf21f4b",,"32-79-51-40",1,4,1,2018,1,3
"8a25746d91fd4a71903d25321bf21f4b",,"32-79-51-40",3,2,1,2018,1,3
"8a25746d91fd4a71903d25321bf21f4b",,"32-79-51-40",5,,2,,,
"8a25746d91fd4a71903d25321bf21f4b",,"32-79-51-40",2,3,1,2018,1,3
"8a796de4a4744d1896966983749b62ce","4201070703","35-92-49-53",1,6,1,2018,1,2
"8a796de4a4744d1896966983749b62ce","4201070703","35-92-49-53",2,6,1,2018,1,3
"8a796de4a4744d1896966983749b62ce","4201070703","35-92-49-53",3,6,1,2018,1,6
"8a796de4a4744d1896966983749b62ce","4201070703","35-92-49-53",5,,2,,,
"8a796de4a4744d1896966983749b62ce","4201070703","35-92-49-53",4,,2,,,
"8cce422c32fb487db7f64fc57ab28ea3","1102030301","33-86-34-01",3,,,,,
"8cce422c32fb487db7f64fc57ab28ea3","1102030301","33-86-34-01",2,,,,,
"8cce422c32fb487db7f64fc57ab28ea3","1102030301","33-86-34-01",5,,,,,
"8cce422c32fb487db7f64fc57ab28ea3","1102030301","33-86-34-01",1,,,,,
"8cce422c32fb487db7f64fc57ab28ea3","1102030301","33-86-34-01",4,,,,,
"8d6c882303774a69b457c672b327bb4b",,"13-27-67-54",3,12,1,2018,1,96
"8d6c882303774a69b457c672b327bb4b",,"13-27-67-54",4,10,1,2018,,3
"8d6c882303774a69b457c672b327bb4b",,"13-27-67-54",5,9,1,2018,,3
"8d6c882303774a69b457c672b327bb4b",,"13-27-67-54",1,11,1,2018,1,96
"8d6c882303774a69b457c672b327bb4b",,"13-27-67-54",2,11,1,2018,1,96
"8e0674510f124c79adff16fa72a15dbf","2211090903","59-49-37-12",1,4,1,2018,1,2
"8e0674510f124c79adff16fa72a15dbf","2211090903","59-49-37-12",4,3,1,2018,,2
"8e0674510f124c79adff16fa72a15dbf","2211090903","59-49-37-12",5,,2,,,
"8e0674510f124c79adff16fa72a15dbf","2211090903","59-49-37-12",2,11,1,2018,1,5
"8e0674510f124c79adff16fa72a15dbf","2211090903","59-49-37-12",3,4,1,2018,1,3
"8e2224a0b6494414a93947f05e8d132e","4081010106","19-59-74-37",3,,,,,
"8e2224a0b6494414a93947f05e8d132e","4081010106","19-59-74-37",4,,,,,
"8e2224a0b6494414a93947f05e8d132e","4081010106","19-59-74-37",5,,,,,
"8e2224a0b6494414a93947f05e8d132e","4081010106","19-59-74-37",2,,,,,
"8e2224a0b6494414a93947f05e8d132e","4081010106","19-59-74-37",1,,,,,
"8ef78b7b0f7147e0ac63d91538fa815c","3034040402","63-03-43-30",3,11,1,2017,1,3
"8ef78b7b0f7147e0ac63d91538fa815c","3034040402","63-03-43-30",1,2,1,2018,1,2
"8ef78b7b0f7147e0ac63d91538fa815c","3034040402","63-03-43-30",5,,,,,
"8ef78b7b0f7147e0ac63d91538fa815c","3034040402","63-03-43-30",4,,,,,
"8ef78b7b0f7147e0ac63d91538fa815c","3034040402","63-03-43-30",2,12,1,2017,1,5
"8f4c7489123f4036974cc7f574debbac","3231060609","60-97-61-88",1,5,1,2018,1,96
"8f4c7489123f4036974cc7f574debbac","3231060609","60-97-61-88",4,3,1,2018,,3
"8f4c7489123f4036974cc7f574debbac","3231060609","60-97-61-88",5,7,1,2018,,96
"8f4c7489123f4036974cc7f574debbac","3231060609","60-97-61-88",2,12,1,2017,1,5
"8f4c7489123f4036974cc7f574debbac","3231060609","60-97-61-88",3,6,1,2018,1,96
"8f4e78e6dc8746289651442eb40f7d6d","1221060618","43-33-76-18",5,,2,,,
"8f4e78e6dc8746289651442eb40f7d6d","1221060618","43-33-76-18",3,3,1,2018,1,3
"8f4e78e6dc8746289651442eb40f7d6d","1221060618","43-33-76-18",2,3,1,2018,1,3
"8f4e78e6dc8746289651442eb40f7d6d","1221060618","43-33-76-18",4,,2,,,
"8f4e78e6dc8746289651442eb40f7d6d","1221060618","43-33-76-18",1,5,1,2018,1,96
"8f6eac2d77894b3f8ba983cdb145dfa6","1021050532","22-52-74-75",1,9,1,2018,1,2
"8f6eac2d77894b3f8ba983cdb145dfa6","1021050532","22-52-74-75",2,8,1,2018,1,96
"8f6eac2d77894b3f8ba983cdb145dfa6","1021050532","22-52-74-75",4,6,1,2018,,3
"8f6eac2d77894b3f8ba983cdb145dfa6","1021050532","22-52-74-75",5,5,1,2018,,2
"8f6eac2d77894b3f8ba983cdb145dfa6","1021050532","22-52-74-75",3,7,1,2018,1,96
"8fc56ed20a424d2fac2361dd0f33e3ea","2151202008","04-35-73-80",2,11,1,2018,1,5
"8fc56ed20a424d2fac2361dd0f33e3ea","2151202008","04-35-73-80",1,9,1,2018,1,3
"8fc56ed20a424d2fac2361dd0f33e3ea","2151202008","04-35-73-80",4,7,1,2018,,2
"8fc56ed20a424d2fac2361dd0f33e3ea","2151202008","04-35-73-80",3,7,1,2018,1,3
"8fc56ed20a424d2fac2361dd0f33e3ea","2151202008","04-35-73-80",5,,2,,,
"8fc986ddd794404797432dfcdde4cbd3","1103060602","85-17-19-95",1,,,,,
"8fc986ddd794404797432dfcdde4cbd3","1103060602","85-17-19-95",5,,,,,
"8fc986ddd794404797432dfcdde4cbd3","1103060602","85-17-19-95",2,,,,,
"8fc986ddd794404797432dfcdde4cbd3","1103060602","85-17-19-95",3,,,,,
"8fc986ddd794404797432dfcdde4cbd3","1103060602","85-17-19-95",4,,,,,
"91a39a9bf8bb4ad68964d8dc19ba3253","1152050505","20-43-32-61",2,2,1,2018,1,5
"91a39a9bf8bb4ad68964d8dc19ba3253","1152050505","20-43-32-61",5,10,1,2018,,96
"91a39a9bf8bb4ad68964d8dc19ba3253","1152050505","20-43-32-61",3,7,1,2018,1,3
"91a39a9bf8bb4ad68964d8dc19ba3253","1152050505","20-43-32-61",4,,2,,,
"91a39a9bf8bb4ad68964d8dc19ba3253","1152050505","20-43-32-61",1,9,1,2018,1,2
"92bc05e40dff4e818160d4bc3bd31eee","3131040412","35-98-52-71",4,,,,,
"92bc05e40dff4e818160d4bc3bd31eee","3131040412","35-98-52-71",5,3,1,2018,,2
"92bc05e40dff4e818160d4bc3bd31eee","3131040412","35-98-52-71",1,2,1,2018,1,2
"92bc05e40dff4e818160d4bc3bd31eee","3131040412","35-98-52-71",3,4,1,2017,1,5
"92bc05e40dff4e818160d4bc3bd31eee","3131040412","35-98-52-71",2,4,1,2017,1,5
"93f32e4649e8452181fa4f17e75cbf30","2041020205","22-63-38-40",4,,,,,
"93f32e4649e8452181fa4f17e75cbf30","2041020205","22-63-38-40",3,,,,,
"93f32e4649e8452181fa4f17e75cbf30","2041020205","22-63-38-40",5,,,,,
"93f32e4649e8452181fa4f17e75cbf30","2041020205","22-63-38-40",1,,,,,
"93f32e4649e8452181fa4f17e75cbf30","2041020205","22-63-38-40",2,,,,,
"96087df97f6b4e1c8a0ec6aab97ffc23","3052020202","18-33-14-59",3,2,1,2018,1,3
"96087df97f6b4e1c8a0ec6aab97ffc23","3052020202","18-33-14-59",5,,,,,
"96087df97f6b4e1c8a0ec6aab97ffc23","3052020202","18-33-14-59",4,3,1,2018,,3
"96087df97f6b4e1c8a0ec6aab97ffc23","3052020202","18-33-14-59",1,6,1,2018,1,2
"96087df97f6b4e1c8a0ec6aab97ffc23","3052020202","18-33-14-59",2,4,1,2018,1,5
"9693819c6c25424e8079d7bd5a399e59","4272020202","92-06-84-13",2,6,1,2018,1,3
"9693819c6c25424e8079d7bd5a399e59","4272020202","92-06-84-13",3,6,1,2018,1,6
"9693819c6c25424e8079d7bd5a399e59","4272020202","92-06-84-13",4,,,,,
"9693819c6c25424e8079d7bd5a399e59","4272020202","92-06-84-13",1,6,1,2018,1,2
"9693819c6c25424e8079d7bd5a399e59","4272020202","92-06-84-13",5,6,1,2018,,96
"97ae00424b064a76ab02f3474665cca3","2043010102","93-57-84-53",4,9,1,2018,,3
"97ae00424b064a76ab02f3474665cca3","2043010102","93-57-84-53",2,2,1,2018,1,3
"97ae00424b064a76ab02f3474665cca3","2043010102","93-57-84-53",5,9,1,2018,,3
"97ae00424b064a76ab02f3474665cca3","2043010102","93-57-84-53",3,9,1,2018,1,3
"97ae00424b064a76ab02f3474665cca3","2043010102","93-57-84-53",1,3,1,2018,1,1
"97eeb4f2eae84dfc85e15d277e751cfb","3171010102","00-36-74-14",4,3,1,2018,,5
"97eeb4f2eae84dfc85e15d277e751cfb","3171010102","00-36-74-14",2,4,1,2018,1,5
"97eeb4f2eae84dfc85e15d277e751cfb","3171010102","00-36-74-14",1,5,1,2018,1,2
"97eeb4f2eae84dfc85e15d277e751cfb","3171010102","00-36-74-14",3,4,1,2018,1,3
"97eeb4f2eae84dfc85e15d277e751cfb","3171010102","00-36-74-14",5,11,1,2017,,5
"989ebf98f43b4297beef92b24367e4c8","4151060612","30-99-66-58",3,,,,,
"989ebf98f43b4297beef92b24367e4c8","4151060612","30-99-66-58",1,,,,,
"989ebf98f43b4297beef92b24367e4c8","4151060612","30-99-66-58",4,,,,,
"989ebf98f43b4297beef92b24367e4c8","4151060612","30-99-66-58",5,,,,,
"989ebf98f43b4297beef92b24367e4c8","4151060612","30-99-66-58",2,,,,,
"9a2a6af2f9924430b9a0cc47327b661f","1021030312","09-71-54-71",1,,,,,
"9a2a6af2f9924430b9a0cc47327b661f","1021030312","09-71-54-71",5,,,,,
"9a2a6af2f9924430b9a0cc47327b661f","1021030312","09-71-54-71",3,,,,,
"9a2a6af2f9924430b9a0cc47327b661f","1021030312","09-71-54-71",4,,,,,
"9a2a6af2f9924430b9a0cc47327b661f","1021030312","09-71-54-71",2,,,,,
"9c9917e6e1554969a1d66ac128e8d541","1171040404","22-11-58-99",5,10,1,2017,,3
"9c9917e6e1554969a1d66ac128e8d541","1171040404","22-11-58-99",1,5,1,2018,1,96
"9c9917e6e1554969a1d66ac128e8d541","1171040404","22-11-58-99",2,4,1,2018,1,3
"9c9917e6e1554969a1d66ac128e8d541","1171040404","22-11-58-99",4,3,1,2018,,3
"9c9917e6e1554969a1d66ac128e8d541","1171040404","22-11-58-99",3,4,1,2018,1,3
"9cb352e8b3464891a8e56c9682e6e772","2231262615","06-94-60-69",3,3,1,2018,1,3
"9cb352e8b3464891a8e56c9682e6e772","2231262615","06-94-60-69",2,3,1,2017,1,3
"9cb352e8b3464891a8e56c9682e6e772","2231262615","06-94-60-69",5,5,1,2018,,3
"9cb352e8b3464891a8e56c9682e6e772","2231262615","06-94-60-69",1,5,1,2018,1,3
"9cb352e8b3464891a8e56c9682e6e772","2231262615","06-94-60-69",4,3,1,2018,,2
"9da07074406c46e68f1ad5e7813e373b","3021010115","12-56-84-63",2,2,1,2018,1,5
"9da07074406c46e68f1ad5e7813e373b","3021010115","12-56-84-63",3,6,1,2018,1,3
"9da07074406c46e68f1ad5e7813e373b","3021010115","12-56-84-63",5,,,,,
"9da07074406c46e68f1ad5e7813e373b","3021010115","12-56-84-63",1,5,1,2018,1,3
"9da07074406c46e68f1ad5e7813e373b","3021010115","12-56-84-63",4,7,1,2018,,3
"9eec20fc44d14b1485a5b54407494313","1061060602","30-88-55-94",1,,,,,
"9eec20fc44d14b1485a5b54407494313","1061060602","30-88-55-94",3,,,,,
"9eec20fc44d14b1485a5b54407494313","1061060602","30-88-55-94",4,,,,,
"9eec20fc44d14b1485a5b54407494313","1061060602","30-88-55-94",5,,,,,
"9eec20fc44d14b1485a5b54407494313","1061060602","30-88-55-94",2,,,,,
"a0b8bff5458e45b08b17f5b96f939cfb","4081020204","55-27-58-19",5,2,1,2018,,2
"a0b8bff5458e45b08b17f5b96f939cfb","4081020204","55-27-58-19",4,,2,,,
"a0b8bff5458e45b08b17f5b96f939cfb","4081020204","55-27-58-19",1,2,1,2018,1,2
"a0b8bff5458e45b08b17f5b96f939cfb","4081020204","55-27-58-19",2,11,1,2018,1,3
"a0b8bff5458e45b08b17f5b96f939cfb","4081020204","55-27-58-19",3,11,1,2018,1,3
"a28038d2ed0047b28fc0ac652e00429b","4102010107","20-49-68-89",5,3,1,2018,,2
"a28038d2ed0047b28fc0ac652e00429b","4102010107","20-49-68-89",4,3,1,2018,,3
"a28038d2ed0047b28fc0ac652e00429b","4102010107","20-49-68-89",1,4,1,2018,1,2
"a28038d2ed0047b28fc0ac652e00429b","4102010107","20-49-68-89",2,11,1,2017,1,5
