"EA_code","t0_EA_code","interview__key","schoolmeeting_id","s3q39a","s3q38","s3q39b","s3q40","s3q41"
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",5,2,1,2018,,3
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",3,11,1,2017,1,3
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",4,4,1,2018,,3
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",5,6,1,2018,,2
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",3,4,1,2018,1,3
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",2,4,1,2018,1,96
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",1,5,1,2018,1,96
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",1,2,1,2018,1,2
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",3,10,1,2017,1,3
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",4,,,,,
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",2,1,1,2016,1,5
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",5,3,1,2018,,1
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",2,5,1,2018,1,96
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",3,6,1,2018,1,3
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",4,7,1,2018,,3
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",5,5,1,2018,,3
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",1,7,1,2018,1,96
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",1,,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",5,,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",3,,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",2,,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",4,,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",2,3,1,2018,1,3
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",4,,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",5,3,1,2018,,2
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",1,4,1,2018,1,96
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",3,3,1,2018,1,3
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",4,4,1,2018,,3
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",2,7,1,2018,1,3
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",3,6,1,2018,1,3
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",5,7,1,2018,,1
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",1,7,1,2018,1,2
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",1,5,1,2018,1,96
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",3,6,1,2018,1,96
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",2,12,1,2018,1,5
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",4,6,1,2018,,3
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",5,,,,,
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",4,5,1,2018,,3
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",2,4,1,2018,1,3
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",5,,,,,
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",1,6,1,2018,1,96
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",3,4,1,2018,1,3
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",2,12,1,2016,1,5
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",5,,,,,
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",4,,,,,
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",3,2,1,2018,1,2
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",1,2,1,2018,1,3
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",4,7,1,2018,,3
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",5,5,1,2018,,2
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",3,6,1,2018,1,3
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",1,9,1,2018,1,2
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",2,,2,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",4,,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",2,11,1,2017,2,3
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",3,11,1,2017,1,3
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",5,3,1,2018,,3
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",1,3,1,2018,1,2
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",4,,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",1,,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",5,,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",2,,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",3,,,,,
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",2,6,1,2018,1,3
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",5,7,1,2018,,2
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",1,6,1,2018,1,2
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",3,6,1,2018,1,3
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",4,7,1,2018,,3
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",2,11,1,2018,1,3
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",1,12,1,2018,1,2
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",3,11,1,2018,1,3
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",4,,2,,,
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",5,11,1,2018,,1
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",1,8,1,2018,1,2
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",2,11,1,2017,1,5
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",4,8,1,2018,,3
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",3,9,1,2018,1,3
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",5,,2,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",2,4,1,2018,1,3
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",5,5,1,2018,,6
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",3,4,1,2018,1,3
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",4,6,1,2018,,6
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",1,6,1,2018,1,2
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",3,6,1,2018,1,3
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",1,6,1,2018,1,96
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",5,,2,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",4,7,1,2018,,3
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",2,6,1,2018,1,3
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",4,8,1,2018,,3
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",1,9,1,2018,1,2
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",3,9,1,2018,1,3
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",2,9,1,2018,1,3
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",5,10,1,2018,,1
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",1,5,1,2018,1,6
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",5,6,1,2018,,96
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",4,4,1,2018,,3
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",3,5,1,2018,1,6
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",2,4,1,2018,1,6
"4904caa625114480b7dfb1ac1090ea9d","3042040401","75-39-75-81",4,3,1,2018,,3
"4904caa625114480b7dfb1ac1090ea9d","3042040401","75-39-75-81",5,,,,,
"4904caa625114480b7dfb1ac1090ea9d","3042040401","75-39-75-81",3,4,1,2018,1,2
"4904caa625114480b7dfb1ac1090ea9d","3042040401","75-39-75-81",2,3,1,2018,1,3
"4904caa625114480b7dfb1ac1090ea9d","3042040401","75-39-75-81",1,5,1,2018,1,2
"49ac26b03a504025bc11014fb9fd07f0","1031070701","65-53-81-18",2,8,1,2018,1,3
"49ac26b03a504025bc11014fb9fd07f0","1031070701","65-53-81-18",5,11,1,2018,,1
"49ac26b03a504025bc11014fb9fd07f0","1031070701","65-53-81-18",4,,2,,,
"49ac26b03a504025bc11014fb9fd07f0","1031070701","65-53-81-18",1,9,1,2018,1,2
"49ac26b03a504025bc11014fb9fd07f0","1031070701","65-53-81-18",3,8,1,2018,1,3
"4a1d00f074cc4b00918c46c988ddbe64",,"45-42-36-18",2,,,,,
"4a1d00f074cc4b00918c46c988ddbe64",,"45-42-36-18",1,,,,,
"4a1d00f074cc4b00918c46c988ddbe64",,"45-42-36-18",4,,,,,
"4a1d00f074cc4b00918c46c988ddbe64",,"45-42-36-18",3,,,,,
"4a1d00f074cc4b00918c46c988ddbe64",,"45-42-36-18",5,,,,,
"4ba54fb88a534722877835b1045a512d","4042070709","85-31-22-31",1,2,1,2018,1,2
"4ba54fb88a534722877835b1045a512d","4042070709","85-31-22-31",4,11,1,2017,,4
"4ba54fb88a534722877835b1045a512d","4042070709","85-31-22-31",5,2,1,2018,,3
"4ba54fb88a534722877835b1045a512d","4042070709","85-31-22-31",2,10,1,2017,1,3
"4ba54fb88a534722877835b1045a512d","4042070709","85-31-22-31",3,3,1,2018,1,3
"4cdaf79caf624178b5eadc9be94a36aa","3141030304","35-28-58-28",1,5,1,2018,1,96
"4cdaf79caf624178b5eadc9be94a36aa","3141030304","35-28-58-28",2,5,1,2018,1,3
"4cdaf79caf624178b5eadc9be94a36aa","3141030304","35-28-58-28",3,5,1,2018,1,96
"4cdaf79caf624178b5eadc9be94a36aa","3141030304","35-28-58-28",4,5,1,2018,,3
"4cdaf79caf624178b5eadc9be94a36aa","3141030304","35-28-58-28",5,4,1,2018,,3
"4cf59369cdf24583a27873140b200861","1122040401","74-16-21-77",3,,,,,
"4cf59369cdf24583a27873140b200861","1122040401","74-16-21-77",5,,,,,
"4cf59369cdf24583a27873140b200861","1122040401","74-16-21-77",4,,,,,
"4cf59369cdf24583a27873140b200861","1122040401","74-16-21-77",2,,,,,
"4cf59369cdf24583a27873140b200861","1122040401","74-16-21-77",1,,,,,
"4d5ac1450c634c6ca704f0e8848cc443","1012040404","91-91-63-66",4,,,,,
"4d5ac1450c634c6ca704f0e8848cc443","1012040404","91-91-63-66",3,,,,,
"4d5ac1450c634c6ca704f0e8848cc443","1012040404","91-91-63-66",1,,,,,
"4d5ac1450c634c6ca704f0e8848cc443","1012040404","91-91-63-66",5,,,,,
"4d5ac1450c634c6ca704f0e8848cc443","1012040404","91-91-63-66",2,,,,,
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",5,,,,,
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",3,2,1,2018,1,3
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",4,2,1,2018,,3
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",2,11,1,2016,1,5
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",1,3,1,2018,1,3
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",2,4,1,2018,1,3
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",5,4,1,2018,,96
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",4,,2,,,
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",3,4,1,2018,1,3
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",1,5,1,2018,1,96
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",2,5,1,2018,1,3
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",5,8,1,2018,,1
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",1,8,1,2018,1,6
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",4,,2,,,
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",3,5,1,2018,1,3
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",2,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",3,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",4,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",1,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",5,,,,,
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",4,,,,,
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",3,,,,,
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",5,,,,,
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",1,,,,,
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",2,,,,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",5,11,1,2018,,2
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",2,10,1,2018,1,6
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",4,,2,,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",3,10,1,2018,1,6
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",1,10,1,2018,1,2
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",1,2,1,2018,1,3
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",5,3,1,2018,,5
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",3,2,1,2018,1,3
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",4,,,,,
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",2,11,1,2017,1,5
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",3,10,1,2017,1,3
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",1,2,1,2018,1,3
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",2,10,1,2017,1,3
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",5,,,,,
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",4,,,,,
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",1,4,1,2018,1,3
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",4,4,1,2018,,3
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",3,3,1,2018,1,3
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",2,6,1,2017,1,5
"54c10aa0c5a84733aa4d36847a5906e3","3071080801","72-32-17-28",5,,2,,,
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",2,4,1,2018,1,96
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",3,4,1,2018,1,3
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",5,3,1,2018,,3
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",4,6,1,2018,,3
"56ad9167bff0445f93a7fbaced2e3152","1102060609","02-73-44-22",1,5,1,2018,1,2
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",4,5,1,2018,,3
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",5,,,,,
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",3,5,1,2018,1,2
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",1,6,1,2018,1,2
"56c850451863421290489c656c6356a1","4044030303","03-45-89-44",2,5,1,2018,1,3
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",2,12,1,2017,1,3
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",5,,,,,
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",3,9,1,2017,1,3
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",1,3,1,2018,1,2
"56d5e1c386f34ef68f31280d6a7d8f46","1173010111","41-24-08-74",4,12,1,2017,,4
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",5,,,,,
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",1,,,,,
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",3,,,,,
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",4,,,,,
"5781bbe35d9c4d5fa1246f3d26a59a0b","3211030305","77-44-13-92",2,,,,,
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",4,,,,,
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",2,,,,,
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",1,,,,,
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",5,,,,,
"588cfcfc790240e98d9ca22db6683fd8","1241010103","81-59-88-07",3,,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",1,,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",2,,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",4,,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",5,,,,,
"5b1bfa5bef2c4d529bd9d6297a3e11ec","2261020208","20-39-84-46",3,,,,,
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",5,5,1,2018,,2
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",3,4,1,2018,1,3
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",2,6,1,2018,1,3
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",1,5,1,2018,1,3
"5d98309983cf4e319ba077b1e10020fc","3221111112","22-55-33-62",4,4,1,2018,,3
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",5,7,1,2018,,3
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",2,2,1,2018,1,5
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",3,7,1,2018,1,3
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",4,7,1,2018,,2
"5df1b3d3aa7d4cb3b184c8ab9edf7506","3151050502","52-64-64-81",1,7,1,2018,1,96
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",2,11,1,2018,1,96
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",4,7,1,2018,,3
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",5,,2,,,
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",1,9,1,2018,1,96
"5ec0701dd9f54f1bbe921ca9175a60d9","1112020218","56-80-19-40",3,11,1,2018,1,96
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",5,6,1,2018,,96
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",2,,2,,,
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",1,9,1,2018,1,6
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",3,8,1,2018,1,6
"5f9ac4ea0e654d08b3cd6ed453de3ff1","1021040402","07-07-36-19",4,7,1,2018,,3
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",4,10,1,2018,,3
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",3,11,1,2018,1,3
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",2,11,1,2018,1,3
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",1,12,1,2018,1,2
"5fe1acda95ad4556b6a0983a641d479a","4182020204","84-67-15-95",5,11,1,2018,,2
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",4,,2,,,
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",1,11,1,2018,1,96
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",5,,2,,,
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",3,9,1,2018,1,3
"5feb56a602554863982002d7dffa96e9","3291060606","94-06-39-74",2,10,1,2017,1,5
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",1,7,1,2018,1,2
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",3,7,1,2018,1,2
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",2,12,1,2017,1,5
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",5,,,,,
"606dfeb842fa4339b5772cb092c00c26","3103060608","01-46-09-86",4,,,,,
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",1,2,1,2018,1,2
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",4,3,1,2018,,3
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",5,2,1,2018,,3
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",3,2,1,2018,1,3
"61187e593ce849f6b0b6f20972734150","2211090905","67-70-56-85",2,3,1,2017,1,3
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",4,10,1,2017,,4
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",2,11,1,2017,1,4
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",5,,,,,
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",1,5,1,2018,1,2
"627c07fe24fc470f9300d75233c4b4ee","2123111101","58-19-91-16",3,11,1,2017,1,3
"62c15549e2894eee9032940da84f6170","331BIBI010104","56-99-39-47",2,8,1,2018,1,3
"62c15549e2894eee9032940da84f6170","331BIBI010104","56-99-39-47",4,8,1,2018,,3
"62c15549e2894eee9032940da84f6170","331BIBI010104","56-99-39-47",5,9,1,2018,,3
"62c15549e2894eee9032940da84f6170","331BIBI010104","56-99-39-47",1,9,1,2018,1,96
"62c15549e2894eee9032940da84f6170","331BIBI010104","56-99-39-47",3,8,1,2018,1,3
"639bf406ae23488b9674d26d841618fb","2111070708","95-66-18-46",2,11,1,2018,1,6
"639bf406ae23488b9674d26d841618fb","2111070708","95-66-18-46",5,11,1,2018,,3
"639bf406ae23488b9674d26d841618fb","2111070708","95-66-18-46",1,9,1,2018,1,6
"639bf406ae23488b9674d26d841618fb","2111070708","95-66-18-46",3,11,1,2018,1,6
"639bf406ae23488b9674d26d841618fb","2111070708","95-66-18-46",4,10,1,2018,,3
"64a7c25789dc44988120f839b628656f",,"31-52-69-96",3,,,,,
"64a7c25789dc44988120f839b628656f",,"31-52-69-96",4,,,,,
"64a7c25789dc44988120f839b628656f",,"31-52-69-96",2,,,,,
"64a7c25789dc44988120f839b628656f",,"31-52-69-96",5,,,,,
"64a7c25789dc44988120f839b628656f",,"31-52-69-96",1,,,,,
"6504c17bdaa94ba5b08d852aa03e266d","2111050505","18-43-14-59",3,6,1,2018,1,96
"6504c17bdaa94ba5b08d852aa03e266d","2111050505","18-43-14-59",4,6,1,2018,,2
"6504c17bdaa94ba5b08d852aa03e266d","2111050505","18-43-14-59",2,4,1,2018,1,3
"6504c17bdaa94ba5b08d852aa03e266d","2111050505","18-43-14-59",1,5,1,2018,1,6
"6504c17bdaa94ba5b08d852aa03e266d","2111050505","18-43-14-59",5,5,1,2018,,3
"67a9e20200064275ab4495b3b07aca86","2301040403","16-93-07-51",5,10,1,2018,,2
"67a9e20200064275ab4495b3b07aca86","2301040403","16-93-07-51",2,8,1,2018,1,3
"67a9e20200064275ab4495b3b07aca86","2301040403","16-93-07-51",3,9,1,2018,1,3
"67a9e20200064275ab4495b3b07aca86","2301040403","16-93-07-51",4,8,1,2018,,3
"67a9e20200064275ab4495b3b07aca86","2301040403","16-93-07-51",1,10,1,2018,1,2
"68f903f5bf9145f88554337640a5e431","3301101002","92-26-77-38",2,4,1,2018,1,3
"68f903f5bf9145f88554337640a5e431","3301101002","92-26-77-38",5,,,,,
"68f903f5bf9145f88554337640a5e431","3301101002","92-26-77-38",3,4,1,2018,1,96
"68f903f5bf9145f88554337640a5e431","3301101002","92-26-77-38",1,5,1,2018,1,96
"68f903f5bf9145f88554337640a5e431","3301101002","92-26-77-38",4,,,,,
"6927081db9f440ca849fbd55ac30e9bd",,"34-91-15-19",4,,,,,
"6927081db9f440ca849fbd55ac30e9bd",,"34-91-15-19",5,,,,,
"6927081db9f440ca849fbd55ac30e9bd",,"34-91-15-19",3,,,,,
"6927081db9f440ca849fbd55ac30e9bd",,"34-91-15-19",1,,,,,
"6927081db9f440ca849fbd55ac30e9bd",,"34-91-15-19",2,,,,,
"6a0f936dcc7846d187bcff0b122213e5","1134060601","65-66-38-86",1,,,,,
"6a0f936dcc7846d187bcff0b122213e5","1134060601","65-66-38-86",3,,,,,
"6a0f936dcc7846d187bcff0b122213e5","1134060601","65-66-38-86",4,,,,,
"6a0f936dcc7846d187bcff0b122213e5","1134060601","65-66-38-86",5,,,,,
"6a0f936dcc7846d187bcff0b122213e5","1134060601","65-66-38-86",2,,,,,
"6a3556900ab44aeb9fe37891164e8f6a","2051070702","22-09-94-20",5,,,,,
"6a3556900ab44aeb9fe37891164e8f6a","2051070702","22-09-94-20",2,,,,,
"6a3556900ab44aeb9fe37891164e8f6a","2051070702","22-09-94-20",4,,,,,
"6a3556900ab44aeb9fe37891164e8f6a","2051070702","22-09-94-20",1,,,,,
"6a3556900ab44aeb9fe37891164e8f6a","2051070702","22-09-94-20",3,,,,,
"6a981e6f28e34024b3877b143c78a411",,"08-74-10-74",2,,,,,
"6a981e6f28e34024b3877b143c78a411",,"08-74-10-74",1,,,,,
