"EA_code","t0_EA_code","interview__key","community_groups_id","s6bq01","s6bq02","s6bq03","s6bq04","s6bq05"
"2fc7c42417e64ebcaea375ffa538326d","4103030301","65-91-23-57",308,2,,,,
"2fc7c42417e64ebcaea375ffa538326d","4103030301","65-91-23-57",302,1,1,1996,3,1
"2fc7c42417e64ebcaea375ffa538326d","4103030301","65-91-23-57",311,1,1,1996,2,9
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",308,2,,,,
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",303,2,,,,
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",306,2,,,,
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",302,2,,,,
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",304,2,,,,
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",310,2,,,,
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",313,2,,,,
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",307,2,,,,
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",311,2,,,,
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",305,2,,,,
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",301,2,,,,
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",309,2,,,,
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",312,2,,,,
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",304,1,3,2010,3,20
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",305,2,,,,
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",312,1,1,2000,3,47
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",306,2,,,,
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",301,2,,,,
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",309,2,,,,
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",308,2,,,,
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",310,2,,,,
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",313,2,,,,
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",303,2,,,,
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",307,2,,,,
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",311,2,,,,
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",302,2,,,,
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",305,1,20,2013,2,45
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",302,2,,,,
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",308,2,,,,
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",313,2,,,,
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",304,1,25,2014,1,10
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",310,2,,,,
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",311,1,1,2014,3,4
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",303,2,,,,
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",309,1,8,2015,1,20
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",306,1,15,1996,1,25
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",312,2,,,,
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",307,1,3,2014,2,23
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",301,2,,,,
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",308,,,,,
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",302,1,3,2006,2,22
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",306,,,,,
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",304,,,,,
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",303,,,,,
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",305,,,,,
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",313,,,,,
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",309,,,,,
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",310,,,,,
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",311,,,,,
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",301,,,,,
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",307,1,1,2010,9,6
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",312,1,6,2006,1,22
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",313,2,,,,
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",302,2,,,,
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",307,1,2,2004,2,25
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",305,2,,,,
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",310,2,,,,
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",303,2,,,,
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",306,1,4,2001,2,30
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",311,2,,,,
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",304,2,,,,
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",309,1,1,2005,1,30
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",301,2,,,,
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",312,2,,,,
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",308,2,,,,
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",301,2,,,,
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",306,2,,,,
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",309,1,2,2015,2,20
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",302,1,1,2015,2,15
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",305,2,,,,
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",307,1,1,2016,1,20
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",303,2,,,,
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",310,2,,,,
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",308,2,,,,
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",304,1,2,2015,1,15
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",312,2,,,,
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",311,2,,,,
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",313,2,,,,
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",305,1,1,2017,1,30
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",304,,,,,
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",303,,,,,
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",313,,,,,
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",301,,,,,
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",309,1,1,2018,2,0
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",311,,,,,
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",307,1,1,2012,2,7
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",302,,,,,
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",312,1,5,2014,1,26
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",306,1,1,2017,1,30
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",310,,,,,
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",308,,,,,
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",312,,,,,
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",308,,,,,
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",306,,,,,
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",310,,,,,
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",303,,,,,
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",309,,,,,
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",313,,,,,
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",307,,,,,
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",305,,,,,
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",301,,,,,
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",302,1,2,2010,2,10
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",311,,,,,
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",304,1,1,2008,1,20
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",312,2,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",304,2,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",301,2,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",308,2,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",307,2,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",303,2,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",306,2,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",311,2,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",310,2,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",305,2,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",309,2,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",313,2,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",302,2,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",305,2,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",310,2,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",301,2,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",309,2,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",304,1,1,2015,1,9
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",307,2,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",303,2,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",313,,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",311,2,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",308,2,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",312,2,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",306,2,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",302,2,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",311,2,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",313,2,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",306,2,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",301,2,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",312,2,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",309,2,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",310,2,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",307,2,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",304,2,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",302,2,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",303,2,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",305,2,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",308,2,,,,
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",304,,,,,
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",306,,,,,
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",311,,,,,
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",307,,,,,
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",305,,,,,
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",301,,,,,
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",303,,,,,
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",309,,,,,
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",313,,,,,
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",308,,,,,
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",310,,,,,
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",302,1,2,2009,9,8
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",312,1,2,2005,1,12
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",313,,,,,
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",306,1,1,2001,2,20
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",302,,,,,
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",307,,,,,
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",309,,,,,
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",301,,,,,
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",311,,,,,
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",308,,,,,
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",310,,,,,
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",304,,,,,
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",303,,,,,
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",312,1,4,1998,1,6
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",305,,,,,
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",306,1,2,2015,2,8
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",301,,,,,
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",313,,,,,
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",303,,,,,
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",309,,,,,
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",310,,,,,
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",311,,,,,
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",308,,,,,
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",307,1,1,2016,2,10
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",312,1,1,2014,1,12
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",302,,,,,
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",305,,,,,
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",304,,,,,
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",301,2,,,,
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",307,2,,,,
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",309,2,,,,
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",313,2,,,,
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",312,1,1,2016,2,11
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",310,2,,,,
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",302,2,,,,
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",305,2,,,,
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",311,2,,,,
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",306,2,,,,
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",303,2,,,,
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",304,2,,,,
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",308,2,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",304,,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",305,,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",311,,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",308,,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",312,,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",306,,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",302,1,1,2010,2,10
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",309,,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",313,,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",301,,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",307,,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",310,2,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",303,,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",311,1,1,2017,2,5
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",302,2,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",306,1,4,2000,1,37
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",307,2,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",303,2,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",309,2,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",305,2,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",313,2,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",301,2,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",308,2,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",310,1,1,2015,1,0
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",304,1,5,2011,1,24
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",312,2,,,,
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",307,1,2,2017,2,2
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",303,2,,,,
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",311,2,,,,
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",313,2,,,,
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",305,2,,,,
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",301,2,,,,
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",309,2,,,,
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",308,2,,,,
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",302,2,,,,
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",312,2,,,,
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",306,1,1,2018,2,16
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",304,1,5,2013,2,15
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",310,1,1,2015,1,1
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",305,2,,,,
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",307,2,,,,
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",306,2,,,,
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",313,2,,,,
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",312,2,,,,
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",304,1,2,2010,2,30
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",310,2,,,,
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",308,2,,,,
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",302,2,,,,
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",309,2,,,,
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",303,2,,,,
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",301,2,,,,
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",311,2,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",311,1,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",312,2,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",306,1,1,2014,2,30
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",307,1,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",309,2,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",313,2,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",303,1,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",308,2,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",304,2,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",301,2,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",310,2,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",305,2,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",302,1,3,2015,2,20
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",307,2,,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",306,2,,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",310,2,,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",308,2,,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",303,2,,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",309,2,,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",304,2,,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",311,2,,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",302,2,,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",305,2,,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",312,2,,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",301,2,,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",313,2,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",303,,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",307,,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",306,,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",304,,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",310,,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",312,,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",313,,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",311,,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",301,,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",302,,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",309,,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",305,,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",308,,,,,
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",302,2,,,,
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",301,2,,,,
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",309,2,,,,
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",304,1,2,2013,1,28
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",308,2,,,,
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",313,2,,,,
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",307,2,,,,
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",310,2,,,,
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",312,2,,,,
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",303,2,,,,
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",306,1,3,2000,1,91
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",311,2,,,,
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",305,2,,,,
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",310,2,,,,
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",302,2,,,,
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",308,2,,,,
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",313,2,,,,
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",311,2,,,,
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",306,2,,,,
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",303,2,,,,
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",309,2,,,,
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",312,2,,,,
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",307,2,,,,
