"EA_code","t0_EA_code","interview__key","communal_resource_id","s6eq01","s6eq02","s6eq03","s6eq04","s6eq05","s6eq06","s6eq07a","s6eq07b","s6eq07c","s6eq08a","s6eq08b","s6eq08c","s6eq09a","s6eq09b","s6eq09c","s6eq10","s6eq11","s6eq12","s6eq13","s6eq14"
"2caf4db31e1947578d134f4b52b91d8f","2181151501","02-42-11-75",101,2,,,,,,,,,,,,,,,,,,,
"2caf4db31e1947578d134f4b52b91d8f","2181151501","02-42-11-75",102,2,,,,,,,,,,,,,,,,,,,
"2caf4db31e1947578d134f4b52b91d8f","2181151501","02-42-11-75",105,2,,,,,,,,,,,,,,,,,,,
"2ce29c6cfe0a456793b78a9eea712769","1151030304","67-79-02-00",103,2,,,,,,,,,,,,,,,,,,,
"2ce29c6cfe0a456793b78a9eea712769","1151030304","67-79-02-00",104,2,,,,,,,,,,,,,,,,,,,
"2ce29c6cfe0a456793b78a9eea712769","1151030304","67-79-02-00",105,2,,,,,,,,,,,,,,,,,,,
"2ce29c6cfe0a456793b78a9eea712769","1151030304","67-79-02-00",102,2,,,,,,,,,,,,,,,,,,,
"2ce29c6cfe0a456793b78a9eea712769","1151030304","67-79-02-00",101,2,,,,,,,,,,,,,,,,,,,
"2d0189f201a24a6eb390e7644e7127ac","3192030304","44-82-68-29",105,2,,,,,,,,,,,,,,,,,,,
"2d0189f201a24a6eb390e7644e7127ac","3192030304","44-82-68-29",102,2,,,,,,,,,,,,,,,,,,,
"2d0189f201a24a6eb390e7644e7127ac","3192030304","44-82-68-29",101,2,,,,,,,,,,,,,,,,,,,
"2d0189f201a24a6eb390e7644e7127ac","3192030304","44-82-68-29",104,2,,,,,,,,,,,,,,,,,,,
"2d0189f201a24a6eb390e7644e7127ac","3192030304","44-82-68-29",103,2,,,,,,,,,,,,,,,,,,,
"2dd8b36de95c4d5bba92df1210413388","2231212102","42-91-93-12",101,2,,,,,,,,,,,,,,,,,,,
"2dd8b36de95c4d5bba92df1210413388","2231212102","42-91-93-12",102,2,,,,,,,,,,,,,,,,,,,
"2dd8b36de95c4d5bba92df1210413388","2231212102","42-91-93-12",103,2,,,,,,,,,,,,,,,,,,,
"2dd8b36de95c4d5bba92df1210413388","2231212102","42-91-93-12",104,2,,,,,,,,,,,,,,,,,,,
"2dd8b36de95c4d5bba92df1210413388","2231212102","42-91-93-12",105,2,,,,,,,,,,,,,,,,,,,
"2e97754263a84e12b95022950c69f673","11710.0.","43-35-34-23",104,2,,,,,,,,,,,,,,,,,,,
"2e97754263a84e12b95022950c69f673","11710.0.","43-35-34-23",103,2,,,,,,,,,,,,,,,,,,,
"2e97754263a84e12b95022950c69f673","11710.0.","43-35-34-23",101,2,,,,,,,,,,,,,,,,,,,
"2e97754263a84e12b95022950c69f673","11710.0.","43-35-34-23",102,2,,,,,,,,,,,,,,,,,,,
"2e97754263a84e12b95022950c69f673","11710.0.","43-35-34-23",105,2,,,,,,,,,,,,,,,,,,,
"2f452dce46214291b99d8f76038d10c9","2251030306","49-53-35-89",103,2,,,,,,,,,,,,,,,,,,,
"2f452dce46214291b99d8f76038d10c9","2251030306","49-53-35-89",104,2,,,,,,,,,,,,,,,,,,,
"2f452dce46214291b99d8f76038d10c9","2251030306","49-53-35-89",102,2,,,,,,,,,,,,,,,,,,,
"2f452dce46214291b99d8f76038d10c9","2251030306","49-53-35-89",101,2,,,,,,,,,,,,,,,,,,,
"2f452dce46214291b99d8f76038d10c9","2251030306","49-53-35-89",105,2,,,,,,,,,,,,,,,,,,,
"2f82e41b4d9140b1a887dffbd36193b8",,"88-51-03-21",104,2,,,,,,,,,,,,,,,,,,,
"2f82e41b4d9140b1a887dffbd36193b8",,"88-51-03-21",101,2,,,,,,,,,,,,,,,,,,,
"2f82e41b4d9140b1a887dffbd36193b8",,"88-51-03-21",103,2,,,,,,,,,,,,,,,,,,,
"2f82e41b4d9140b1a887dffbd36193b8",,"88-51-03-21",105,2,,,,,,,,,,,,,,,,,,,
"2f82e41b4d9140b1a887dffbd36193b8",,"88-51-03-21",102,2,,,,,,,,,,,,,,,,,,,
"2fc7c42417e64ebcaea375ffa538326d","4103030301","65-91-23-57",103,2,,,,,,,,,,,,,,,,,,,
"2fc7c42417e64ebcaea375ffa538326d","4103030301","65-91-23-57",101,2,,,,,,,,,,,,,,,,,,,
"2fc7c42417e64ebcaea375ffa538326d","4103030301","65-91-23-57",104,2,,,,,,,,,,,,,,,,,,,
"2fc7c42417e64ebcaea375ffa538326d","4103030301","65-91-23-57",105,2,,,,,,,,,,,,,,,,,,,
"2fc7c42417e64ebcaea375ffa538326d","4103030301","65-91-23-57",102,2,,,,,,,,,,,,,,,,,,,
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",101,2,,,,,,,,,,,,,,,,,,,
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",104,2,,,,,,,,,,,,,,,,,,,
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",102,2,,,,,,,,,,,,,,,,,,,
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",105,2,,,,,,,,,,,,,,,,,,,
"3048ed3a5a8a4ff69391cbfedd13657c","1061060602","68-00-06-79",103,2,,,,,,,,,,,,,,,,,,,
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",105,2,,,,,,,,,,,,,,,,,,,
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",104,2,,,,,,,,,,,,,,,,,,,
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",103,2,,,,,,,,,,,,,,,,,,,
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",101,2,,,,,,,,,,,,,,,,,,,
"305b636544344f65aabef33609978907","3251030302","37-68-69-42",102,2,,,,,,,,,,,,,,,,,,,
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",103,2,,,,,,,,,,,,,,,,,,,
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",101,2,,,,,,,,,,,,,,,,,,,
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",104,1,1,1,2,1,2,,,,104,,,101,,,3,2,,2,
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",102,2,,,,,,,,,,,,,,,,,,,
"30a233559a484aa884a3c795efb64cdf","1021050505","83-68-83-41",105,2,,,,,,,,,,,,,,,,,,,
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",104,,,,,,,,,,,,,,,,,,,,
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",105,,,,,,,,,,,,,,,,,,,,
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",101,,,,,,,,,,,,,,,,,,,,
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",103,1,2,2,2,2,2,,,,104,,,,,,1,2,,2,
"30fabcc38b1c4f909a0de8b415a2988e","3091030301","72-50-29-68",102,,,,,,,,,,,,,,,,,,,,
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",103,2,,,,,,,,,,,,,,,,,,,
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",102,2,,,,,,,,,,,,,,,,,,,
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",104,2,,,,,,,,,,,,,,,,,,,
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",105,2,,,,,,,,,,,,,,,,,,,
"31b1bf8fbcc54ee09f83e940546a45b8","2261010102","87-78-01-68",101,2,,,,,,,,,,,,,,,,,,,
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",104,1,1,1,2,1,2,,,,104,,,106,101,,3,2,,2,
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",101,,,,,,,,,,,,,,,,,,,,
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",103,1,1,1,2,1,2,,,,104,,,,,,3,2,,2,
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",105,2,,,,,,,,,,,,,,,,,,,
"332221c6e42c4c7693f07f18bf883c77","3062040406","91-29-19-18",102,1,1,1,2,2,1,104,102,,104,,,101,106,,3,2,,2,
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",101,2,,,,,,,,,,,,,,,,,,,
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",104,2,,,,,,,,,,,,,,,,,,,
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",103,2,,,,,,,,,,,,,,,,,,,
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",105,2,,,,,,,,,,,,,,,,,,,
"36a60129e57347bea99b101f51c2d0a0","3131020205","31-50-07-11",102,2,,,,,,,,,,,,,,,,,,,
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",105,2,,,,,,,,,,,,,,,,,,,
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",103,2,,,,,,,,,,,,,,,,,,,
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",104,2,,,,,,,,,,,,,,,,,,,
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",102,2,,,,,,,,,,,,,,,,,,,
"37a0243153154356a3fae9c57c688f46","1102040407","66-53-93-59",101,2,,,,,,,,,,,,,,,,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",101,2,,,,,,,,,,,,,,,,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",105,2,,,,,,,,,,,,,,,,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",104,2,,,,,,,,,,,,,,,,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",103,2,,,,,,,,,,,,,,,,,,,
"3a2df233c4d3470b83d0d3e0851df33d","1021030304","07-01-51-11",102,2,,,,,,,,,,,,,,,,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",102,,,,,,,,,,,,,,,,,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",104,,,,,,,,,,,,,,,,,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",101,,,,,,,,,,,,,,,,,,,,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",103,1,1,1,2,1,2,,,,104,,,101,,,3,2,,2,
"3b39a3793b9e42deb8bea71311058e8a","3181141407","56-67-32-81",105,,,,,,,,,,,,,,,,,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",102,2,,,,,,,,,,,,,,,,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",101,2,,,,,,,,,,,,,,,,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",103,2,,,,,,,,,,,,,,,,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",105,2,,,,,,,,,,,,,,,,,,,
"3bd4a06cc7b5416d864333ff348bb354","2082020201","92-67-60-32",104,1,1,1,2,1,2,,,,104,,,101,,,3,2,,2,
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",102,2,,,,,,,,,,,,,,,,,,,
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",101,2,,,,,,,,,,,,,,,,,,,
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",105,2,,,,,,,,,,,,,,,,,,,
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",103,2,,,,,,,,,,,,,,,,,,,
"3c03c72ff5bb4e43bb462f77bc401895","3301070703","08-02-90-92",104,2,,,,,,,,,,,,,,,,,,,
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",103,2,,,,,,,,,,,,,,,,,,,
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",104,2,,,,,,,,,,,,,,,,,,,
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",102,2,,,,,,,,,,,,,,,,,,,
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",105,2,,,,,,,,,,,,,,,,,,,
"3c068ff6dd2648088c08a9fcdcb812f2","1102070703","26-54-44-39",101,2,,,,,,,,,,,,,,,,,,,
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",104,2,,,,,,,,,,,,,,,,,,,
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",102,2,,,,,,,,,,,,,,,,,,,
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",105,2,,,,,,,,,,,,,,,,,,,
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",101,2,,,,,,,,,,,,,,,,,,,
"3c7b52089dbc43ecb5f3c5e354f1ec09","3034050511","61-93-15-21",103,2,,,,,,,,,,,,,,,,,,,
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",103,2,,,,,,,,,,,,,,,,,,,
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",105,2,,,,,,,,,,,,,,,,,,,
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",101,2,,,,,,,,,,,,,,,,,,,
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",102,2,,,,,,,,,,,,,,,,,,,
"3d3ecc270b3743a1ac5b07ac5161ae2f",,"36-93-22-14",104,2,,,,,,,,,,,,,,,,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",103,2,,,,,,,,,,,,,,,,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",101,2,,,,,,,,,,,,,,,,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",102,2,,,,,,,,,,,,,,,,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",104,2,,,,,,,,,,,,,,,,,,,
"3dfec81ca5704294b2259b4da35ba66f","1073020205","00-56-65-43",105,2,,,,,,,,,,,,,,,,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",102,2,,,,,,,,,,,,,,,,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",105,2,,,,,,,,,,,,,,,,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",104,2,,,,,,,,,,,,,,,,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",103,2,,,,,,,,,,,,,,,,,,,
"3e4cfe4688a44d3ba5524f2574dbed04","2051060603","24-54-97-79",101,2,,,,,,,,,,,,,,,,,,,
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",102,2,,,,,,,,,,,,,,,,,,,
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",105,2,,,,,,,,,,,,,,,,,,,
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",103,2,,,,,,,,,,,,,,,,,,,
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",101,2,,,,,,,,,,,,,,,,,,,
"3e8f9d823ced4b679756834480de1eb1","4022080805","18-15-18-97",104,2,,,,,,,,,,,,,,,,,,,
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",104,2,,,,,,,,,,,,,,,,,,,
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",103,2,,,,,,,,,,,,,,,,,,,
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",102,2,,,,,,,,,,,,,,,,,,,
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",105,2,,,,,,,,,,,,,,,,,,,
"3f1a8214f7a14ede97f67c4a18cd0f07","1225050503","78-89-98-52",101,2,,,,,,,,,,,,,,,,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",103,2,,,,,,,,,,,,,,,,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",101,2,,,,,,,,,,,,,,,,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",105,2,,,,,,,,,,,,,,,,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",102,2,,,,,,,,,,,,,,,,,,,
"406d4f0d71384978ab447f7dd9057f40","2261040403","42-02-64-77",104,2,,,,,,,,,,,,,,,,,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",104,2,,,,,,,,,,,,,,,,,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",102,2,,,,,,,,,,,,,,,,,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",105,2,,,,,,,,,,,,,,,,,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",103,2,,,,,,,,,,,,,,,,,,,
"40d1c6c197a14e6eadf31dfcc95a200b","4032010105","03-52-46-70",101,2,,,,,,,,,,,,,,,,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",105,,,,,,,,,,,,,,,,,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",102,,,,,,,,,,,,,,,,,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",104,,,,,,,,,,,,,,,,,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",101,,,,,,,,,,,,,,,,,,,,
"421f6dc9b1b74d31bff813bbbec0946c","1083010105","86-08-76-83",103,,,,,,,,,,,,,,,,,,,,
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",105,2,,,,,,,,,,,,,,,,,,,
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",102,2,,,,,,,,,,,,,,,,,,,
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",101,2,,,,,,,,,,,,,,,,,,,
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",104,1,2,1,1,1,2,,,,104,,,105,102,101,1,2,,2,
"48a67d1f18994ef98a5949aef015bbd4","2141131303","88-74-11-89",103,2,,,,,,,,,,,,,,,,,,,
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",103,2,,,,,,,,,,,,,,,,,,,
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",104,1,1,1,2,1,2,,,,104,,,106,,,1,2,,2,
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",102,2,,,,,,,,,,,,,,,,,,,
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",105,2,,,,,,,,,,,,,,,,,,,
"48bea11db2944c909fda02151c5118af","2191030304","67-26-59-19",101,2,,,,,,,,,,,,,,,,,,,
"4904caa625114480b7dfb1ac1090ea9d","3042040401","75-39-75-81",102,,,,,,,,,,,,,,,,,,,,
"4904caa625114480b7dfb1ac1090ea9d","3042040401","75-39-75-81",103,,,,,,,,,,,,,,,,,,,,
"4904caa625114480b7dfb1ac1090ea9d","3042040401","75-39-75-81",105,,,,,,,,,,,,,,,,,,,,
"4904caa625114480b7dfb1ac1090ea9d","3042040401","75-39-75-81",104,1,1,1,2,1,2,,,,104,,,101,,,3,2,,2,
"4904caa625114480b7dfb1ac1090ea9d","3042040401","75-39-75-81",101,,,,,,,,,,,,,,,,,,,,
"49ac26b03a504025bc11014fb9fd07f0","1031070701","65-53-81-18",104,1,2,1,2,1,2,,,,104,,,,,,1,2,,2,
"49ac26b03a504025bc11014fb9fd07f0","1031070701","65-53-81-18",105,2,,,,,,,,,,,,,,,,,,,
"49ac26b03a504025bc11014fb9fd07f0","1031070701","65-53-81-18",103,2,,,,,,,,,,,,,,,,,,,
"49ac26b03a504025bc11014fb9fd07f0","1031070701","65-53-81-18",101,2,,,,,,,,,,,,,,,,,,,
"49ac26b03a504025bc11014fb9fd07f0","1031070701","65-53-81-18",102,2,,,,,,,,,,,,,,,,,,,
"4a1d00f074cc4b00918c46c988ddbe64",,"45-42-36-18",104,,,,,,,,,,,,,,,,,,,,
"4a1d00f074cc4b00918c46c988ddbe64",,"45-42-36-18",101,,,,,,,,,,,,,,,,,,,,
"4a1d00f074cc4b00918c46c988ddbe64",,"45-42-36-18",105,,,,,,,,,,,,,,,,,,,,
"4a1d00f074cc4b00918c46c988ddbe64",,"45-42-36-18",103,,,,,,,,,,,,,,,,,,,,
"4a1d00f074cc4b00918c46c988ddbe64",,"45-42-36-18",102,,,,,,,,,,,,,,,,,,,,
"4ba54fb88a534722877835b1045a512d","4042070709","85-31-22-31",101,2,,,,,,,,,,,,,,,,,,,
"4ba54fb88a534722877835b1045a512d","4042070709","85-31-22-31",105,2,,,,,,,,,,,,,,,,,,,
"4ba54fb88a534722877835b1045a512d","4042070709","85-31-22-31",103,2,,,,,,,,,,,,,,,,,,,
"4ba54fb88a534722877835b1045a512d","4042070709","85-31-22-31",104,2,,,,,,,,,,,,,,,,,,,
"4ba54fb88a534722877835b1045a512d","4042070709","85-31-22-31",102,2,,,,,,,,,,,,,,,,,,,
"4cdaf79caf624178b5eadc9be94a36aa","3141030304","35-28-58-28",103,,,,,,,,,,,,,,,,,,,,
"4cdaf79caf624178b5eadc9be94a36aa","3141030304","35-28-58-28",104,1,1,1,2,1,2,,,,101,,,101,,,3,2,,2,
"4cdaf79caf624178b5eadc9be94a36aa","3141030304","35-28-58-28",101,,,,,,,,,,,,,,,,,,,,
"4cdaf79caf624178b5eadc9be94a36aa","3141030304","35-28-58-28",102,,,,,,,,,,,,,,,,,,,,
"4cdaf79caf624178b5eadc9be94a36aa","3141030304","35-28-58-28",105,,,,,,,,,,,,,,,,,,,,
"4cf59369cdf24583a27873140b200861","1122040401","74-16-21-77",102,2,,,,,,,,,,,,,,,,,,,
"4cf59369cdf24583a27873140b200861","1122040401","74-16-21-77",104,2,,,,,,,,,,,,,,,,,,,
"4cf59369cdf24583a27873140b200861","1122040401","74-16-21-77",105,2,,,,,,,,,,,,,,,,,,,
"4cf59369cdf24583a27873140b200861","1122040401","74-16-21-77",101,2,,,,,,,,,,,,,,,,,,,
"4cf59369cdf24583a27873140b200861","1122040401","74-16-21-77",103,2,,,,,,,,,,,,,,,,,,,
"4d5ac1450c634c6ca704f0e8848cc443","1012040404","91-91-63-66",104,1,1,1,2,1,2,,,,104,,,,,,1,1,9,2,
"4d5ac1450c634c6ca704f0e8848cc443","1012040404","91-91-63-66",105,2,,,,,,,,,,,,,,,,,,,
"4d5ac1450c634c6ca704f0e8848cc443","1012040404","91-91-63-66",103,2,,,,,,,,,,,,,,,,,,,
"4d5ac1450c634c6ca704f0e8848cc443","1012040404","91-91-63-66",101,2,,,,,,,,,,,,,,,,,,,
"4d5ac1450c634c6ca704f0e8848cc443","1012040404","91-91-63-66",102,2,,,,,,,,,,,,,,,,,,,
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",101,2,,,,,,,,,,,,,,,,,,,
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",105,2,,,,,,,,,,,,,,,,,,,
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",104,2,,,,,,,,,,,,,,,,,,,
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",102,2,,,,,,,,,,,,,,,,,,,
"4dd6d629e3ae4f8d89147cbaf0a79f8f","2231282802","00-95-07-36",103,2,,,,,,,,,,,,,,,,,,,
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",105,2,,,,,,,,,,,,,,,,,,,
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",101,,,,,,,,,,,,,,,,,,,,
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",103,1,1,1,2,1,2,,,,104,,,,,,3,2,,2,
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",104,1,1,1,2,1,2,,,,104,,,,,,3,2,,2,
"4ecbd2e7063b4921af2e0b7e0a8db0ce","3271030305","98-74-07-23",102,,,,,,,,,,,,,,,,,,,,
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",104,1,1,1,2,1,1,102,,,101,,,101,103,102,3,2,,2,
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",102,2,,,,,,,,,,,,,,,,,,,
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",105,2,,,,,,,,,,,,,,,,,,,
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",101,2,,,,,,,,,,,,,,,,,,,
"4ece7adab00c4cf2bef7f7a13841c000","2071040404","85-33-44-23",103,1,1,1,2,1,2,,,,109,,,101,,,3,2,,2,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",104,2,,,,,,,,,,,,,,,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",103,2,,,,,,,,,,,,,,,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",105,2,,,,,,,,,,,,,,,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",102,2,,,,,,,,,,,,,,,,,,,
"4fead528c43a425c8ead7ad9e02285fe","2221111101","36-09-12-99",101,2,,,,,,,,,,,,,,,,,,,
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",105,2,,,,,,,,,,,,,,,,,,,
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",103,2,,,,,,,,,,,,,,,,,,,
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",104,1,1,1,1,2,1,102,109,,101,,,101,102,103,2,2,,2,
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",101,2,,,,,,,,,,,,,,,,,,,
"50915c4977d44997a241f9e364f0a753",,"83-55-75-67",102,2,,,,,,,,,,,,,,,,,,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",103,2,,,,,,,,,,,,,,,,,,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",102,2,,,,,,,,,,,,,,,,,,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",104,2,,,,,,,,,,,,,,,,,,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",105,2,,,,,,,,,,,,,,,,,,,
"511e248a967448a89f871d73acff14a4","4151141403","80-32-55-46",101,2,,,,,,,,,,,,,,,,,,,
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",103,2,,,,,,,,,,,,,,,,,,,
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",102,2,,,,,,,,,,,,,,,,,,,
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",104,2,,,,,,,,,,,,,,,,,,,
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",101,2,,,,,,,,,,,,,,,,,,,
"53fd71c2301f43f8873de4f1f0eace0c","3032010105","71-61-98-83",105,2,,,,,,,,,,,,,,,,,,,
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",105,2,,,,,,,,,,,,,,,,,,,
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",101,2,,,,,,,,,,,,,,,,,,,
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",103,2,,,,,,,,,,,,,,,,,,,
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",104,2,,,,,,,,,,,,,,,,,,,
"54405a9ba99d4e618e87548191c47c14","4041020202","32-71-89-73",102,2,,,,,,,,,,,,,,,,,,,
