hhid,h10q8_1,h10q8_2,hh
H2960701,Other Biomass Burning,No,H29607-05-01
H2960701,Open fire,Yes,H29607-05-01
H2960701,Other (specify),No,H29607-05-01
H2960801,Electric,No,H29608-05-01
H2960801,lpg,No,H29608-05-01
H2960801,Kerosene,No,H29608-05-01
H2960801,Wood / Sawdust Burning,No,H29608-05-01
H2960801,Efficient Wood Burning,No,H29608-05-01
H2960801,Charcoal,No,H29608-05-01
H2960801,Other Biomass Burning,No,H29608-05-01
H2960801,Open fire,Yes,H29608-05-01
H2960801,Other (specify),No,H29608-05-01
H2960802,Electric,No,H29608-05-02
H2960802,lpg,No,H29608-05-02
H2960802,Kerosene,No,H29608-05-02
H2960802,Wood / Sawdust Burning,No,H29608-05-02
H2960802,Efficient Wood Burning,No,H29608-05-02
H2960802,Charcoal,No,H29608-05-02
H2960802,Other Biomass Burning,No,H29608-05-02
H2960802,Open fire,Yes,H29608-05-02
H2960802,Other (specify),No,H29608-05-02
H2960901,Electric,No,H29609-05-01
H2960901,lpg,No,H29609-05-01
H2960901,Kerosene,Yes,H29609-05-01
H2960901,Wood / Sawdust Burning,No,H29609-05-01
H2960901,Efficient Wood Burning,No,H29609-05-01
H2960901,Charcoal,No,H29609-05-01
H2960901,Other Biomass Burning,No,H29609-05-01
H2960901,Open fire,Yes,H29609-05-01
H2960901,Other (specify),No,H29609-05-01
H2960902,Electric,No,H29609-05-02
H2960902,lpg,No,H29609-05-02
H2960902,Kerosene,No,H29609-05-02
H2960902,Wood / Sawdust Burning,No,H29609-05-02
H2960902,Efficient Wood Burning,No,H29609-05-02
H2960902,Charcoal,Yes,H29609-05-02
H2960902,Other Biomass Burning,No,H29609-05-02
H2960902,Open fire,No,H29609-05-02
H2960902,Other (specify),No,H29609-05-02
H2961001,Electric,No,H29610-05-01
H2961001,lpg,No,H29610-05-01
H2961001,Kerosene,No,H29610-05-01
H2961001,Wood / Sawdust Burning,No,H29610-05-01
H2961001,Efficient Wood Burning,No,H29610-05-01
H2961001,Charcoal,No,H29610-05-01
H2961001,Other Biomass Burning,No,H29610-05-01
H2961001,Open fire,Yes,H29610-05-01
H2961001,Other (specify),No,H29610-05-01
H2961101,Electric,No,H29611-05-01
H2961101,lpg,No,H29611-05-01
H2961101,Kerosene,No,H29611-05-01
H2961101,Wood / Sawdust Burning,No,H29611-05-01
H2961101,Efficient Wood Burning,No,H29611-05-01
H2961101,Charcoal,No,H29611-05-01
H2961101,Other Biomass Burning,No,H29611-05-01
H2961101,Open fire,Yes,H29611-05-01
H2961101,Other (specify),No,H29611-05-01
H2970101,Electric,No,H29701-05-01
H2970101,lpg,No,H29701-05-01
H2970101,Kerosene,No,H29701-05-01
H2970101,Wood / Sawdust Burning,No,H29701-05-01
H2970101,Efficient Wood Burning,No,H29701-05-01
H2970101,Charcoal,No,H29701-05-01
H2970101,Other Biomass Burning,No,H29701-05-01
H2970101,Open fire,Yes,H29701-05-01
H2970101,Other (specify),No,H29701-05-01
H2970201,Electric,No,H29702-05-01
H2970201,lpg,No,H29702-05-01
H2970201,Kerosene,Yes,H29702-05-01
H2970201,Wood / Sawdust Burning,No,H29702-05-01
H2970201,Efficient Wood Burning,No,H29702-05-01
H2970201,Charcoal,No,H29702-05-01
H2970201,Other Biomass Burning,No,H29702-05-01
H2970201,Open fire,Yes,H29702-05-01
H2970201,Other (specify),No,H29702-05-01
H2970202,Electric,No,H29702-05-02
H2970202,lpg,No,H29702-05-02
H2970202,Kerosene,No,H29702-05-02
H2970202,Wood / Sawdust Burning,No,H29702-05-02
H2970202,Efficient Wood Burning,No,H29702-05-02
H2970202,Charcoal,No,H29702-05-02
H2970202,Other Biomass Burning,No,H29702-05-02
H2970202,Open fire,Yes,H29702-05-02
H2970202,Other (specify),No,H29702-05-02
H2970203,Electric,No,H29702-05-03
H2970203,lpg,No,H29702-05-03
H2970203,Kerosene,Yes,H29702-05-03
H2970203,Wood / Sawdust Burning,No,H29702-05-03
H2970203,Efficient Wood Burning,No,H29702-05-03
H2970203,Charcoal,Yes,H29702-05-03
H2970203,Other Biomass Burning,No,H29702-05-03
H2970203,Open fire,Yes,H29702-05-03
H2970203,Other (specify),No,H29702-05-03
H2970301,Electric,No,H29703-05-01
H2970301,lpg,No,H29703-05-01
H2970301,Kerosene,No,H29703-05-01
H2970301,Wood / Sawdust Burning,No,H29703-05-01
H2970301,Efficient Wood Burning,No,H29703-05-01
H2970301,Charcoal,No,H29703-05-01
H2970301,Other Biomass Burning,No,H29703-05-01
H2970301,Open fire,Yes,H29703-05-01
H2970301,Other (specify),No,H29703-05-01
H2970401,Electric,No,H29704-05-01
H2970401,lpg,No,H29704-05-01
H2970401,Kerosene,No,H29704-05-01
H2970401,Wood / Sawdust Burning,No,H29704-05-01
H2970401,Efficient Wood Burning,No,H29704-05-01
H2970401,Charcoal,No,H29704-05-01
H2970401,Other Biomass Burning,No,H29704-05-01
H2970401,Open fire,Yes,H29704-05-01
H2970401,Other (specify),No,H29704-05-01
H2970501,Electric,No,H29705-05-01
H2970501,lpg,No,H29705-05-01
H2970501,Kerosene,No,H29705-05-01
H2970501,Wood / Sawdust Burning,No,H29705-05-01
H2970501,Efficient Wood Burning,No,H29705-05-01
H2970501,Charcoal,No,H29705-05-01
H2970501,Other Biomass Burning,No,H29705-05-01
H2970501,Open fire,Yes,H29705-05-01
H2970501,Other (specify),No,H29705-05-01
H2970601,Electric,No,H29706-05-01
H2970601,lpg,No,H29706-05-01
H2970601,Kerosene,No,H29706-05-01
H2970601,Wood / Sawdust Burning,No,H29706-05-01
H2970601,Efficient Wood Burning,No,H29706-05-01
H2970601,Charcoal,No,H29706-05-01
H2970601,Other Biomass Burning,No,H29706-05-01
H2970601,Open fire,Yes,H29706-05-01
H2970601,Other (specify),No,H29706-05-01
H2970602,Electric,No,H29706-05-02
H2970602,lpg,No,H29706-05-02
H2970602,Kerosene,Yes,H29706-05-02
H2970602,Wood / Sawdust Burning,No,H29706-05-02
H2970602,Efficient Wood Burning,No,H29706-05-02
H2970602,Charcoal,No,H29706-05-02
H2970602,Other Biomass Burning,No,H29706-05-02
H2970602,Open fire,Yes,H29706-05-02
H2970602,Other (specify),No,H29706-05-02
H2970603,Electric,No,H29706-05-03
H2970603,lpg,No,H29706-05-03
H2970603,Kerosene,No,H29706-05-03
H2970603,Wood / Sawdust Burning,No,H29706-05-03
H2970603,Efficient Wood Burning,No,H29706-05-03
H2970603,Charcoal,No,H29706-05-03
H2970603,Other Biomass Burning,No,H29706-05-03
H2970603,Open fire,Yes,H29706-05-03
H2970603,Other (specify),No,H29706-05-03
H2970701,Electric,No,H29707-05-01
H2970701,lpg,No,H29707-05-01
H2970701,Kerosene,Yes,H29707-05-01
H2970701,Wood / Sawdust Burning,No,H29707-05-01
H2970701,Efficient Wood Burning,No,H29707-05-01
H2970701,Charcoal,No,H29707-05-01
H2970701,Other Biomass Burning,No,H29707-05-01
H2970701,Open fire,No,H29707-05-01
H2970701,Other (specify),No,H29707-05-01
H2970702,Electric,No,H29707-05-02
H2970702,lpg,No,H29707-05-02
H2970702,Kerosene,No,H29707-05-02
H2970702,Wood / Sawdust Burning,No,H29707-05-02
H2970702,Efficient Wood Burning,No,H29707-05-02
H2970702,Charcoal,No,H29707-05-02
H2970702,Other Biomass Burning,No,H29707-05-02
H2970702,Open fire,Yes,H29707-05-02
H2970702,Other (specify),No,H29707-05-02
H2970703,Electric,No,H29707-05-03
H2970703,lpg,No,H29707-05-03
H2970703,Kerosene,Yes,H29707-05-03
H2970703,Wood / Sawdust Burning,No,H29707-05-03
H2970703,Efficient Wood Burning,No,H29707-05-03
H2970703,Charcoal,No,H29707-05-03
H2970703,Other Biomass Burning,No,H29707-05-03
H2970703,Open fire,Yes,H29707-05-03
H2970703,Other (specify),No,H29707-05-03
H2970801,Electric,No,H29708-05-01
H2970801,lpg,No,H29708-05-01
H2970801,Kerosene,Yes,H29708-05-01
H2970801,Wood / Sawdust Burning,No,H29708-05-01
H2970801,Efficient Wood Burning,No,H29708-05-01
H2970801,Charcoal,No,H29708-05-01
H2970801,Other Biomass Burning,No,H29708-05-01
H2970801,Open fire,Yes,H29708-05-01
H2970801,Other (specify),No,H29708-05-01
H2970901,Electric,No,H29709-05-01
H2970901,lpg,No,H29709-05-01
H2970901,Kerosene,Yes,H29709-05-01
H2970901,Wood / Sawdust Burning,No,H29709-05-01
H2970901,Efficient Wood Burning,No,H29709-05-01
H2970901,Charcoal,No,H29709-05-01
H2970901,Other Biomass Burning,No,H29709-05-01
H2970901,Open fire,Yes,H29709-05-01
H2970901,Other (specify),No,H29709-05-01
H2970902,Electric,No,H29709-05-02
H2970902,lpg,No,H29709-05-02
H2970902,Kerosene,Yes,H29709-05-02
H2970902,Wood / Sawdust Burning,No,H29709-05-02
H2970902,Efficient Wood Burning,No,H29709-05-02
H2970902,Charcoal,No,H29709-05-02
H2970902,Other Biomass Burning,No,H29709-05-02
H2970902,Open fire,Yes,H29709-05-02
H2970902,Other (specify),No,H29709-05-02
H2970903,Electric,No,H29709-05-03
H2970903,lpg,No,H29709-05-03
H2970903,Kerosene,No,H29709-05-03
H2970903,Wood / Sawdust Burning,No,H29709-05-03
H2970903,Efficient Wood Burning,No,H29709-05-03
H2970903,Charcoal,No,H29709-05-03
H2970903,Other Biomass Burning,No,H29709-05-03
H2970903,Open fire,Yes,H29709-05-03
H2970903,Other (specify),No,H29709-05-03
H2971001,Electric,No,H29710-05-01
H2971001,lpg,No,H29710-05-01
H2971001,Kerosene,No,H29710-05-01
H2971001,Wood / Sawdust Burning,No,H29710-05-01
H2971001,Efficient Wood Burning,No,H29710-05-01
H2971001,Charcoal,No,H29710-05-01
H2971001,Other Biomass Burning,No,H29710-05-01
H2971001,Open fire,Yes,H29710-05-01
H2971001,Other (specify),No,H29710-05-01
H2971002,Electric,No,H29710-05-02
H2971002,lpg,No,H29710-05-02
H2971002,Kerosene,Yes,H29710-05-02
H2971002,Wood / Sawdust Burning,No,H29710-05-02
H2971002,Efficient Wood Burning,No,H29710-05-02
H2971002,Charcoal,Yes,H29710-05-02
H2971002,Other Biomass Burning,No,H29710-05-02
H2971002,Open fire,No,H29710-05-02
H2971002,Other (specify),No,H29710-05-02
H2971003,Electric,Yes,H29710-05-03
H2971003,lpg,Yes,H29710-05-03
H2971003,Kerosene,No,H29710-05-03
H2971003,Wood / Sawdust Burning,No,H29710-05-03
H2971003,Efficient Wood Burning,No,H29710-05-03
H2971003,Charcoal,No,H29710-05-03
H2971003,Other Biomass Burning,No,H29710-05-03
H2971003,Open fire,No,H29710-05-03
H2971003,Other (specify),No,H29710-05-03
H2980101,Electric,No,H29801-05-01
H2980101,lpg,No,H29801-05-01
H2980101,Kerosene,No,H29801-05-01
H2980101,Wood / Sawdust Burning,No,H29801-05-01
H2980101,Efficient Wood Burning,No,H29801-05-01
H2980101,Charcoal,No,H29801-05-01
H2980101,Other Biomass Burning,No,H29801-05-01
H2980101,Open fire,Yes,H29801-05-01
H2980101,Other (specify),No,H29801-05-01
H2980201,Electric,No,H29802-05-01
H2980201,lpg,No,H29802-05-01
H2980201,Kerosene,No,H29802-05-01
H2980201,Wood / Sawdust Burning,No,H29802-05-01
H2980201,Efficient Wood Burning,No,H29802-05-01
H2980201,Charcoal,No,H29802-05-01
H2980201,Other Biomass Burning,No,H29802-05-01
H2980201,Open fire,Yes,H29802-05-01
H2980201,Other (specify),No,H29802-05-01
H2980301,Electric,No,H29803-05-01
H2980301,lpg,No,H29803-05-01
H2980301,Kerosene,No,H29803-05-01
H2980301,Wood / Sawdust Burning,No,H29803-05-01
H2980301,Efficient Wood Burning,No,H29803-05-01
H2980301,Charcoal,No,H29803-05-01
H2980301,Other Biomass Burning,No,H29803-05-01
H2980301,Open fire,Yes,H29803-05-01
H2980301,Other (specify),No,H29803-05-01
H2980302,Electric,No,H29803-05-02
H2980302,lpg,No,H29803-05-02
H2980302,Kerosene,No,H29803-05-02
H2980302,Wood / Sawdust Burning,No,H29803-05-02
H2980302,Efficient Wood Burning,No,H29803-05-02
H2980302,Charcoal,Yes,H29803-05-02
H2980302,Other Biomass Burning,No,H29803-05-02
H2980302,Open fire,No,H29803-05-02
H2980302,Other (specify),No,H29803-05-02
H2980501,Electric,No,H29805-05-01
H2980501,lpg,No,H29805-05-01
H2980501,Kerosene,No,H29805-05-01
H2980501,Wood / Sawdust Burning,No,H29805-05-01
H2980501,Efficient Wood Burning,No,H29805-05-01
H2980501,Charcoal,No,H29805-05-01
H2980501,Other Biomass Burning,No,H29805-05-01
H2980501,Open fire,Yes,H29805-05-01
H2980501,Other (specify),No,H29805-05-01
H2980601,Electric,No,H29806-05-01
H2980601,lpg,No,H29806-05-01
H2980601,Kerosene,No,H29806-05-01
H2980601,Wood / Sawdust Burning,No,H29806-05-01
H2980601,Efficient Wood Burning,No,H29806-05-01
H2980601,Charcoal,Yes,H29806-05-01
H2980601,Other Biomass Burning,No,H29806-05-01
H2980601,Open fire,No,H29806-05-01
H2980601,Other (specify),No,H29806-05-01
H2980701,Electric,No,H29807-05-01
H2980701,lpg,No,H29807-05-01
H2980701,Kerosene,No,H29807-05-01
H2980701,Wood / Sawdust Burning,No,H29807-05-01
H2980701,Efficient Wood Burning,No,H29807-05-01
H2980701,Charcoal,No,H29807-05-01
H2980701,Other Biomass Burning,No,H29807-05-01
H2980701,Open fire,Yes,H29807-05-01
H2980701,Other (specify),No,H29807-05-01
H2980702,Electric,No,H29807-05-02
H2980702,lpg,No,H29807-05-02
H2980702,Kerosene,No,H29807-05-02
H2980702,Wood / Sawdust Burning,No,H29807-05-02
H2980702,Efficient Wood Burning,No,H29807-05-02
H2980702,Charcoal,No,H29807-05-02
H2980702,Other Biomass Burning,No,H29807-05-02
H2980702,Open fire,Yes,H29807-05-02
H2980702,Other (specify),No,H29807-05-02
H2980901,Electric,No,H29809-05-01
H2980901,lpg,No,H29809-05-01
H2980901,Kerosene,Yes,H29809-05-01
H2980901,Wood / Sawdust Burning,No,H29809-05-01
H2980901,Efficient Wood Burning,No,H29809-05-01
H2980901,Charcoal,No,H29809-05-01
H2980901,Other Biomass Burning,No,H29809-05-01
H2980901,Open fire,Yes,H29809-05-01
H2980901,Other (specify),No,H29809-05-01
H2980902,Electric,No,H29809-05-02
H2980902,lpg,Yes,H29809-05-02
H2980902,Kerosene,Yes,H29809-05-02
H2980902,Wood / Sawdust Burning,No,H29809-05-02
H2980902,Efficient Wood Burning,No,H29809-05-02
H2980902,Charcoal,No,H29809-05-02
H2980902,Other Biomass Burning,No,H29809-05-02
H2980902,Open fire,No,H29809-05-02
H2980902,Other (specify),No,H29809-05-02
H2981001,Electric,No,H29810-05-01
H2981001,lpg,No,H29810-05-01
H2981001,Kerosene,No,H29810-05-01
H2981001,Wood / Sawdust Burning,No,H29810-05-01
H2981001,Efficient Wood Burning,No,H29810-05-01
H2981001,Charcoal,No,H29810-05-01
H2981001,Other Biomass Burning,No,H29810-05-01
H2981001,Open fire,Yes,H29810-05-01
H2981001,Other (specify),No,H29810-05-01
H2981002,Electric,No,H29810-05-02
H2981002,lpg,No,H29810-05-02
H2981002,Kerosene,No,H29810-05-02
H2981002,Wood / Sawdust Burning,No,H29810-05-02
H2981002,Efficient Wood Burning,No,H29810-05-02
H2981002,Charcoal,No,H29810-05-02
H2981002,Other Biomass Burning,No,H29810-05-02
H2981002,Open fire,No,H29810-05-02
H2981002,Other (specify),No,H29810-05-02
H2981003,Electric,Yes,H29810-05-03
H2981003,lpg,No,H29810-05-03
H2981003,Kerosene,No,H29810-05-03
H2981003,Wood / Sawdust Burning,No,H29810-05-03
H2981003,Efficient Wood Burning,No,H29810-05-03
H2981003,Charcoal,Yes,H29810-05-03
H2981003,Other Biomass Burning,No,H29810-05-03
H2981003,Open fire,No,H29810-05-03
H2981003,Other (specify),No,H29810-05-03
H2981004,Electric,No,H29810-05-04
H2981004,lpg,No,H29810-05-04
H2981004,Kerosene,Yes,H29810-05-04
H2981004,Wood / Sawdust Burning,No,H29810-05-04
H2981004,Efficient Wood Burning,No,H29810-05-04
H2981004,Charcoal,Yes,H29810-05-04
H2981004,Other Biomass Burning,No,H29810-05-04
H2981004,Open fire,No,H29810-05-04
H2981004,Other (specify),No,H29810-05-04
H2990101,Electric,No,H29901-05-01
H2990101,lpg,No,H29901-05-01
H2990101,Kerosene,Yes,H29901-05-01
H2990101,Wood / Sawdust Burning,No,H29901-05-01
H2990101,Efficient Wood Burning,No,H29901-05-01
H2990101,Charcoal,No,H29901-05-01
H2990101,Other Biomass Burning,No,H29901-05-01
H2990101,Open fire,Yes,H29901-05-01
H2990101,Other (specify),No,H29901-05-01
H2990201,Electric,No,H29902-05-01
H2990201,lpg,No,H29902-05-01
H2990201,Kerosene,No,H29902-05-01
H2990201,Wood / Sawdust Burning,No,H29902-05-01
H2990201,Efficient Wood Burning,No,H29902-05-01
H2990201,Charcoal,No,H29902-05-01
H2990201,Other Biomass Burning,No,H29902-05-01
H2990201,Open fire,Yes,H29902-05-01
H2990201,Other (specify),No,H29902-05-01
H2990202,Electric,No,H29902-05-02
H2990202,lpg,No,H29902-05-02
H2990202,Kerosene,Yes,H29902-05-02
H2990202,Wood / Sawdust Burning,No,H29902-05-02
H2990202,Efficient Wood Burning,No,H29902-05-02
H2990202,Charcoal,No,H29902-05-02
H2990202,Other Biomass Burning,No,H29902-05-02
H2990202,Open fire,Yes,H29902-05-02
H2990202,Other (specify),No,H29902-05-02
H2990205,Electric,No,H29902-05-05
H2990205,lpg,No,H29902-05-05
H2990205,Kerosene,No,H29902-05-05
H2990205,Wood / Sawdust Burning,No,H29902-05-05
H2990205,Efficient Wood Burning,No,H29902-05-05
H2990205,Charcoal,No,H29902-05-05
H2990205,Other Biomass Burning,No,H29902-05-05
H2990205,Open fire,Yes,H29902-05-05
H2990205,Other (specify),No,H29902-05-05
H2990207,Electric,Yes,H29902-05-07
H2990207,lpg,No,H29902-05-07
H2990207,Kerosene,Yes,H29902-05-07
H2990207,Wood / Sawdust Burning,No,H29902-05-07
H2990207,Efficient Wood Burning,No,H29902-05-07
H2990207,Charcoal,Yes,H29902-05-07
H2990207,Other Biomass Burning,No,H29902-05-07
H2990207,Open fire,No,H29902-05-07
H2990207,Other (specify),No,H29902-05-07
H2990208,Electric,No,H29902-05-08
H2990208,lpg,No,H29902-05-08
H2990208,Kerosene,No,H29902-05-08
H2990208,Wood / Sawdust Burning,No,H29902-05-08
H2990208,Efficient Wood Burning,No,H29902-05-08
H2990208,Charcoal,No,H29902-05-08
H2990208,Other Biomass Burning,No,H29902-05-08
H2990208,Open fire,Yes,H29902-05-08
H2990208,Other (specify),No,H29902-05-08
H2990301,Electric,No,H29903-05-01
H2990301,lpg,No,H29903-05-01
H2990301,Kerosene,No,H29903-05-01
H2990301,Wood / Sawdust Burning,No,H29903-05-01
H2990301,Efficient Wood Burning,No,H29903-05-01
H2990301,Charcoal,No,H29903-05-01
H2990301,Other Biomass Burning,No,H29903-05-01
H2990301,Open fire,Yes,H29903-05-01
H2990301,Other (specify),No,H29903-05-01
H2990303,Electric,No,H29903-05-03
H2990303,lpg,No,H29903-05-03
H2990303,Kerosene,No,H29903-05-03
H2990303,Wood / Sawdust Burning,No,H29903-05-03
H2990303,Efficient Wood Burning,No,H29903-05-03
H2990303,Charcoal,Yes,H29903-05-03
H2990303,Other Biomass Burning,No,H29903-05-03
H2990303,Open fire,No,H29903-05-03
H2990303,Other (specify),No,H29903-05-03
H2990401,Electric,No,H29904-05-01
H2990401,lpg,No,H29904-05-01
H2990401,Kerosene,No,H29904-05-01
H2990401,Wood / Sawdust Burning,No,H29904-05-01
H2990401,Efficient Wood Burning,No,H29904-05-01
H2990401,Charcoal,No,H29904-05-01
H2990401,Other Biomass Burning,No,H29904-05-01
H2990401,Open fire,Yes,H29904-05-01
H2990401,Other (specify),No,H29904-05-01
H2990501,Electric,No,H29905-05-01
H2990501,lpg,No,H29905-05-01
H2990501,Kerosene,No,H29905-05-01
H2990501,Wood / Sawdust Burning,No,H29905-05-01
H2990501,Efficient Wood Burning,No,H29905-05-01
H2990501,Charcoal,No,H29905-05-01
H2990501,Other Biomass Burning,No,H29905-05-01
H2990501,Open fire,Yes,H29905-05-01
H2990501,Other (specify),No,H29905-05-01
H2990601,Electric,No,H29906-05-01
H2990601,lpg,No,H29906-05-01
H2990601,Kerosene,No,H29906-05-01
H2990601,Wood / Sawdust Burning,No,H29906-05-01
H2990601,Efficient Wood Burning,No,H29906-05-01
H2990601,Charcoal,No,H29906-05-01
H2990601,Other Biomass Burning,No,H29906-05-01
H2990601,Open fire,Yes,H29906-05-01
H2990601,Other (specify),No,H29906-05-01
H2990603,Electric,No,H29906-05-03
H2990603,lpg,No,H29906-05-03
H2990603,Kerosene,No,H29906-05-03
H2990603,Wood / Sawdust Burning,No,H29906-05-03
H2990603,Efficient Wood Burning,No,H29906-05-03
H2990603,Charcoal,No,H29906-05-03
H2990603,Other Biomass Burning,No,H29906-05-03
H2990603,Open fire,Yes,H29906-05-03
H2990603,Other (specify),No,H29906-05-03
H2990701,Electric,No,H29907-05-01
H2990701,lpg,No,H29907-05-01
H2990701,Kerosene,No,H29907-05-01
H2990701,Wood / Sawdust Burning,No,H29907-05-01
H2990701,Efficient Wood Burning,No,H29907-05-01
H2990701,Charcoal,No,H29907-05-01
H2990701,Other Biomass Burning,No,H29907-05-01
H2990701,Open fire,Yes,H29907-05-01
H2990701,Other (specify),No,H29907-05-01
H2990801,Electric,No,H29908-05-01
H2990801,lpg,No,H29908-05-01
H2990801,Kerosene,No,H29908-05-01
H2990801,Wood / Sawdust Burning,No,H29908-05-01
H2990801,Efficient Wood Burning,No,H29908-05-01
H2990801,Charcoal,No,H29908-05-01
H2990801,Other Biomass Burning,No,H29908-05-01
H2990801,Open fire,Yes,H29908-05-01
H2990801,Other (specify),No,H29908-05-01
H2990802,Electric,No,H29908-05-02
H2990802,lpg,No,H29908-05-02
H2990802,Kerosene,No,H29908-05-02
H2990802,Wood / Sawdust Burning,No,H29908-05-02
H2990802,Efficient Wood Burning,No,H29908-05-02
H2990802,Charcoal,No,H29908-05-02
H2990802,Other Biomass Burning,No,H29908-05-02
H2990802,Open fire,Yes,H29908-05-02
H2990802,Other (specify),No,H29908-05-02
H2990901,Electric,No,H29909-05-01
H2990901,lpg,No,H29909-05-01
H2990901,Kerosene,No,H29909-05-01
H2990901,Wood / Sawdust Burning,No,H29909-05-01
H2990901,Efficient Wood Burning,No,H29909-05-01
H2990901,Charcoal,No,H29909-05-01
H2990901,Other Biomass Burning,No,H29909-05-01
H2990901,Open fire,Yes,H29909-05-01
H2990901,Other (specify),No,H29909-05-01
H2991001,Electric,No,H29910-05-01
H2991001,lpg,No,H29910-05-01
H2991001,Kerosene,Yes,H29910-05-01
H2991001,Wood / Sawdust Burning,No,H29910-05-01
H2991001,Efficient Wood Burning,No,H29910-05-01
H2991001,Charcoal,No,H29910-05-01
H2991001,Other Biomass Burning,No,H29910-05-01
H2991001,Open fire,Yes,H29910-05-01
H2991001,Other (specify),No,H29910-05-01
H2991002,Electric,Yes,H29910-05-02
H2991002,lpg,No,H29910-05-02
H2991002,Kerosene,No,H29910-05-02
H2991002,Wood / Sawdust Burning,No,H29910-05-02
H2991002,Efficient Wood Burning,No,H29910-05-02
H2991002,Charcoal,Yes,H29910-05-02
H2991002,Other Biomass Burning,No,H29910-05-02
H2991002,Open fire,No,H29910-05-02
H2991002,Other (specify),No,H29910-05-02
H2991003,Electric,No,H29910-05-03
H2991003,lpg,No,H29910-05-03
H2991003,Kerosene,Yes,H29910-05-03
H2991003,Wood / Sawdust Burning,No,H29910-05-03
H2991003,Efficient Wood Burning,No,H29910-05-03
H2991003,Charcoal,Yes,H29910-05-03
H2991003,Other Biomass Burning,No,H29910-05-03
