hhid,h10q13,h10q14,h10q15a,h10q15b,h10q15c,h10q16,h10q17a,h10q17b,h10q17c,hh
H0750702,lpg,No,,,,,,,,H07507-05-02
H0750702,Electricity,No,,,,,,,,H07507-05-02
H0750702,Dung,No,,,,,,,,H07507-05-02
H0750702,Solar,No,,,,,,,,H07507-05-02
H0750801,lpg,No,,,,,,,,H07508-05-01
H0750801,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H07508-05-01
H0750801,Dung,No,,,,,,,,H07508-05-01
H0750801,Solar,No,,,,,,,,H07508-05-01
H0750801,Electricity,No,,,,,,,,H07508-05-01
H0750801,Crop Residue,No,,,,,,,,H07508-05-01
H0750801,Kerosene,Yes,No,Yes,No,Purchase from shop,1400.0,0.5,Litre,H07508-05-01
H0750801,Charcoal,No,,,,,,,,H07508-05-01
H0750901,Electricity,No,,,,,,,,H07509-05-01
H0750901,lpg,No,,,,,,,,H07509-05-01
H0750901,Dung,No,,,,,,,,H07509-05-01
H0750901,Crop Residue,Yes,Yes,No,No,Gather / collect from village,,,,H07509-05-01
H0750901,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H07509-05-01
H0750901,Solar,No,,,,,,,,H07509-05-01
H0750901,Kerosene,Yes,Yes,Yes,No,Purchase from public utility,9000.0,3.0,Litre,H07509-05-01
H0750901,Charcoal,No,,,,,,,,H07509-05-01
H0750902,lpg,No,,,,,,,,H07509-05-02
H0750902,Charcoal,Yes,Yes,No,No,Purchase from public utility,25000.0,1.0,Sack (50kgs),H07509-05-02
H0750902,Kerosene,No,,,,,,,,H07509-05-02
H0750902,Dung,No,,,,,,,,H07509-05-02
H0750902,Solar,No,,,,,,,,H07509-05-02
H0750902,Crop Residue,No,,,,,,,,H07509-05-02
H0750902,Electricity,No,,,,,,,,H07509-05-02
H0750902,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H07509-05-02
H0750903,Dung,No,,,,,,,,H07509-05-03
H0750903,Crop Residue,No,,,,,,,,H07509-05-03
H0750903,Charcoal,No,,,,,,,,H07509-05-03
H0750903,Electricity,No,,,,,,,,H07509-05-03
H0750903,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H07509-05-03
H0750903,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,1.0,Litre,H07509-05-03
H0750903,lpg,No,,,,,,,,H07509-05-03
H0750903,Solar,No,,,,,,,,H07509-05-03
H0750904,Crop Residue,No,,,,,,,,H07509-05-04
H0750904,Dung,No,,,,,,,,H07509-05-04
H0750904,Solar,No,,,,,,,,H07509-05-04
H0750904,Kerosene,Yes,No,Yes,No,Purchase from shop,4000.0,1.0,Litre,H07509-05-04
H0750904,lpg,No,,,,,,,,H07509-05-04
H0750904,Firewood,No,,,,,,,,H07509-05-04
H0750904,Charcoal,Yes,Yes,No,No,Purchase from marketplace,20000.0,1.0,Sack (50kgs),H07509-05-04
H0750904,Electricity,No,,,,,,,,H07509-05-04
H0750906,lpg,No,,,,,,,,H07509-05-06
H0750906,Kerosene,Yes,Yes,No,No,Purchase from public utility,2700.0,1.0,Litre,H07509-05-06
H0750906,Dung,No,,,,,,,,H07509-05-06
H0750906,Firewood,No,,,,,,,,H07509-05-06
H0750906,Charcoal,Yes,Yes,No,No,Purchase from marketplace,7500.0,0.25,Sack (50kgs),H07509-05-06
H0750906,Solar,No,,,,,,,,H07509-05-06
H0750906,Crop Residue,No,,,,,,,,H07509-05-06
H0750906,Electricity,No,,,,,,,,H07509-05-06
H0751001,lpg,No,,,,,,,,H07510-05-01
H0751001,Charcoal,Yes,Yes,No,No,Purchase from marketplace,10000.0,2.0,Plastic basin - 15ltrs,H07510-05-01
H0751001,Crop Residue,No,,,,,,,,H07510-05-01
H0751001,Solar,Yes,No,Yes,No,,,,,H07510-05-01
H0751001,Kerosene,No,,,,,,,,H07510-05-01
H0751001,Dung,No,,,,,,,,H07510-05-01
H0751001,Electricity,No,,,,,,,,H07510-05-01
H0751001,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H07510-05-01
H0810101,Electricity,Yes,No,Yes,No,,,,,H08101-05-01
H0810101,Firewood,No,,,,,,,,H08101-05-01
H0810101,Charcoal,Yes,Yes,No,No,Purchase from marketplace,12500.0,0.5,Sack (120kgs),H08101-05-01
H0810101,Dung,No,,,,,,,,H08101-05-01
H0810101,Kerosene,Yes,Yes,Yes,No,Purchase from shop,2000.0,0.5,Litre,H08101-05-01
H0810101,Crop Residue,No,,,,,,,,H08101-05-01
H0810101,lpg,No,,,,,,,,H08101-05-01
H0810101,Solar,No,,,,,,,,H08101-05-01
H0810201,Electricity,No,,,,,,,,H08102-05-01
H0810201,Firewood,Yes,Yes,No,No,Purchase from public utility,12000.0,12.0,Bundle -small,H08102-05-01
H0810201,Solar,No,,,,,,,,H08102-05-01
H0810201,Kerosene,Yes,No,Yes,No,Purchase from public utility,3000.0,1.0,Litre,H08102-05-01
H0810201,Dung,No,,,,,,,,H08102-05-01
H0810201,Charcoal,Yes,Yes,No,No,Purchase from public utility,15000.0,15.0,Tin - 5ltrs,H08102-05-01
H0810201,Crop Residue,No,,,,,,,,H08102-05-01
H0810201,lpg,No,,,,,,,,H08102-05-01
H0810202,Kerosene,Yes,Yes,No,No,Purchase from shop,3000.0,1.0,Litre,H08102-05-02
H0810202,Crop Residue,No,,,,,,,,H08102-05-02
H0810202,lpg,No,,,,,,,,H08102-05-02
H0810202,Solar,No,,,,,,,,H08102-05-02
H0810202,Electricity,Yes,No,Yes,No,,,,,H08102-05-02
H0810202,Firewood,No,,,,,,,,H08102-05-02
H0810202,Charcoal,Yes,Yes,No,No,Purchase from public utility,30000.0,1.0,Sack (100kgs),H08102-05-02
H0810202,Dung,No,,,,,,,,H08102-05-02
H0810203,Firewood,Yes,Yes,No,No,Purchase from public utility,30000.0,10.0,Bundle - big,H08102-05-03
H0810203,Electricity,Yes,No,Yes,No,,,,,H08102-05-03
H0810203,lpg,No,,,,,,,,H08102-05-03
H0810203,Crop Residue,No,,,,,,,,H08102-05-03
H0810203,Solar,No,,,,,,,,H08102-05-03
H0810203,Charcoal,No,,,,,,,,H08102-05-03
H0810203,Dung,No,,,,,,,,H08102-05-03
H0810203,Kerosene,No,,,,,,,,H08102-05-03
H0810204,lpg,No,,,,,,,,H08102-05-04
H0810204,Dung,No,,,,,,,,H08102-05-04
H0810204,Solar,No,,,,,,,,H08102-05-04
H0810204,Firewood,No,,,,,,,,H08102-05-04
H0810204,Charcoal,Yes,Yes,No,No,Purchase from marketplace,35000.0,1.0,Sack (100kgs),H08102-05-04
H0810204,Electricity,Yes,No,Yes,No,,,,,H08102-05-04
H0810204,Kerosene,No,,,,,,,,H08102-05-04
H0810204,Crop Residue,No,,,,,,,,H08102-05-04
H0810206,Firewood,No,,,,,,,,H08102-05-06
H0810206,Crop Residue,No,,,,,,,,H08102-05-06
H0810206,Dung,No,,,,,,,,H08102-05-06
H0810206,Electricity,Yes,No,Yes,No,,,,,H08102-05-06
H0810206,Kerosene,Yes,Yes,Yes,No,Purchase from shop,6000.0,2.0,Litre,H08102-05-06
H0810206,Charcoal,Yes,Yes,No,No,Purchase from marketplace,5000.0,2.5,Heap - Large,H08102-05-06
H0810206,Solar,No,,,,,,,,H08102-05-06
H0810206,lpg,No,,,,,,,,H08102-05-06
H0810301,lpg,No,,,,,,,,H08103-05-01
H0810301,Electricity,No,,,,,,,,H08103-05-01
H0810301,Firewood,No,,,,,,,,H08103-05-01
H0810301,Dung,No,,,,,,,,H08103-05-01
H0810301,Charcoal,Yes,Yes,No,No,Purchase from public utility,7000.0,7.0,Tin - 5ltrs,H08103-05-01
H0810301,Solar,No,,,,,,,,H08103-05-01
H0810301,Crop Residue,No,,,,,,,,H08103-05-01
H0810301,Kerosene,Yes,No,Yes,No,Purchase from shop,2850.0,1.0,Litre,H08103-05-01
H0810701,Crop Residue,No,,,,,,,,H08107-05-01
H0810701,Electricity,No,,,,,,,,H08107-05-01
H0810701,lpg,No,,,,,,,,H08107-05-01
H0810701,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08107-05-01
H0810701,Kerosene,Yes,No,Yes,No,Purchase from shop,5400.0,2.0,Litre,H08107-05-01
H0810701,Dung,No,,,,,,,,H08107-05-01
H0810701,Charcoal,No,,,,,,,,H08107-05-01
H0810701,Solar,No,,,,,,,,H08107-05-01
H0811001,Charcoal,No,,,,,,,,H08110-05-01
H0811001,lpg,No,,,,,,,,H08110-05-01
H0811001,Firewood,No,,,,,,,,H08110-05-01
H0811001,Electricity,No,,,,,,,,H08110-05-01
H0811001,Kerosene,No,,,,,,,,H08110-05-01
H0811001,Crop Residue,No,,,,,,,,H08110-05-01
H0811001,Solar,No,,,,,,,,H08110-05-01
H0811001,Dung,No,,,,,,,,H08110-05-01
H0811401,Electricity,Yes,No,Yes,No,,,,,H08114-05-01
H0811401,Kerosene,Yes,Yes,No,No,Purchase from shop,3500.0,1.0,Litre,H08114-05-01
H0811401,Solar,No,,,,,,,,H08114-05-01
H0811401,Crop Residue,No,,,,,,,,H08114-05-01
H0811401,Dung,No,,,,,,,,H08114-05-01
H0811401,lpg,No,,,,,,,,H08114-05-01
H0811401,Firewood,No,,,,,,,,H08114-05-01
H0811401,Charcoal,Yes,Yes,No,No,Purchase from marketplace,10000.0,2.0,Plastic basin - 15ltrs,H08114-05-01
H0830101,Dung,No,,,,,,,,H08301-05-01
H0830101,Solar,Yes,No,Yes,No,,,,,H08301-05-01
H0830101,Electricity,No,,,,,,,,H08301-05-01
H0830101,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08301-05-01
H0830101,Crop Residue,No,,,,,,,,H08301-05-01
H0830101,Charcoal,No,,,,,,,,H08301-05-01
H0830101,lpg,No,,,,,,,,H08301-05-01
H0830101,Kerosene,No,,,,,,,,H08301-05-01
H0830201,Solar,Yes,No,Yes,No,,,,,H08302-05-01
H0830201,Electricity,No,,,,,,,,H08302-05-01
H0830201,lpg,No,,,,,,,,H08302-05-01
H0830201,Crop Residue,No,,,,,,,,H08302-05-01
H0830201,Charcoal,No,,,,,,,,H08302-05-01
H0830201,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08302-05-01
H0830201,Dung,No,,,,,,,,H08302-05-01
H0830201,Kerosene,No,,,,,,,,H08302-05-01
H0830202,Kerosene,No,,,,,,,,H08302-05-02
H0830202,Charcoal,Yes,Yes,No,No,Purchase from marketplace,5000.0,5.0,Tin - 5ltrs,H08302-05-02
H0830202,Dung,No,,,,,,,,H08302-05-02
H0830202,Solar,No,,,,,,,,H08302-05-02
H0830202,Electricity,Yes,No,Yes,No,,,,,H08302-05-02
H0830202,lpg,No,,,,,,,,H08302-05-02
H0830202,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08302-05-02
H0830202,Crop Residue,No,,,,,,,,H08302-05-02
H0830203,lpg,No,,,,,,,,H08302-05-03
H0830203,Electricity,No,,,,,,,,H08302-05-03
H0830203,Dung,No,,,,,,,,H08302-05-03
H0830203,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08302-05-03
H0830203,Charcoal,No,,,,,,,,H08302-05-03
H0830203,Kerosene,Yes,No,Yes,No,Purchase from shop,6000.0,2.0,Litre,H08302-05-03
H0830203,Crop Residue,No,,,,,,,,H08302-05-03
H0830203,Solar,No,,,,,,,,H08302-05-03
H0830204,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08302-05-04
H0830204,Electricity,No,,,,,,,,H08302-05-04
H0830204,Crop Residue,No,,,,,,,,H08302-05-04
H0830204,Solar,Yes,No,Yes,No,,,,,H08302-05-04
H0830204,Dung,No,,,,,,,,H08302-05-04
H0830204,Kerosene,No,,,,,,,,H08302-05-04
H0830204,lpg,No,,,,,,,,H08302-05-04
H0830204,Charcoal,No,,,,,,,,H08302-05-04
H0830205,Charcoal,No,,,,,,,,H08302-05-05
H0830205,lpg,No,,,,,,,,H08302-05-05
H0830205,Kerosene,No,,,,,,,,H08302-05-05
H0830205,Crop Residue,No,,,,,,,,H08302-05-05
H0830205,Dung,No,,,,,,,,H08302-05-05
H0830205,Firewood,No,,,,,,,,H08302-05-05
H0830205,Electricity,No,,,,,,,,H08302-05-05
H0830205,Solar,No,,,,,,,,H08302-05-05
H0830301,Charcoal,No,,,,,,,,H08303-05-01
H0830301,Crop Residue,No,,,,,,,,H08303-05-01
H0830301,Electricity,No,,,,,,,,H08303-05-01
H0830301,lpg,No,,,,,,,,H08303-05-01
H0830301,Dung,No,,,,,,,,H08303-05-01
H0830301,Kerosene,Yes,No,Yes,No,Purchase from shop,6000.0,2.0,Litre,H08303-05-01
H0830301,Solar,No,,,,,,,,H08303-05-01
H0830301,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H08303-05-01
H0830302,Charcoal,Yes,Yes,No,No,Purchase from marketplace,25000.0,1.0,Sack (120kgs),H08303-05-02
H0830302,Electricity,No,,,,,,,,H08303-05-02
H0830302,Kerosene,No,,,,,,,,H08303-05-02
H0830302,Crop Residue,No,,,,,,,,H08303-05-02
H0830302,Dung,No,,,,,,,,H08303-05-02
H0830302,Solar,Yes,No,Yes,No,,,,,H08303-05-02
H0830302,Firewood,No,,,,,,,,H08303-05-02
H0830302,lpg,No,,,,,,,,H08303-05-02
H0830401,Kerosene,Yes,No,Yes,No,Purchase from shop,1500.0,0.5,Litre,H08304-05-01
H0830401,lpg,No,,,,,,,,H08304-05-01
H0830401,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08304-05-01
H0830401,Dung,No,,,,,,,,H08304-05-01
H0830401,Solar,Yes,Yes,No,No,,,,,H08304-05-01
H0830401,Charcoal,No,,,,,,,,H08304-05-01
H0830401,Crop Residue,No,,,,,,,,H08304-05-01
H0830401,Electricity,No,,,,,,,,H08304-05-01
H0830601,Crop Residue,No,,,,,,,,H08306-05-01
H0830601,Firewood,No,,,,,,,,H08306-05-01
H0830601,Solar,No,,,,,,,,H08306-05-01
H0830601,Charcoal,Yes,Yes,No,No,Purchase from marketplace,20000.0,1.0,Sack (100kgs),H08306-05-01
H0830601,Electricity,Yes,No,Yes,No,,,,,H08306-05-01
H0830601,Kerosene,No,,,,,,,,H08306-05-01
H0830601,lpg,No,,,,,,,,H08306-05-01
H0830601,Dung,No,,,,,,,,H08306-05-01
H0830701,Dung,No,,,,,,,,H08307-05-01
H0830701,Kerosene,Yes,No,Yes,No,Purchase from shop,1500.0,0.5,Litre,H08307-05-01
H0830701,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H08307-05-01
H0830701,Electricity,No,,,,,,,,H08307-05-01
H0830701,lpg,No,,,,,,,,H08307-05-01
H0830701,Charcoal,No,,,,,,,,H08307-05-01
H0830701,Solar,No,,,,,,,,H08307-05-01
H0830701,Crop Residue,No,,,,,,,,H08307-05-01
H0830703,Solar,No,,,,,,,,H08307-05-03
H0830703,lpg,No,,,,,,,,H08307-05-03
H0830703,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08307-05-03
H0830703,Electricity,No,,,,,,,,H08307-05-03
H0830703,Kerosene,Yes,Yes,Yes,No,Purchase from marketplace,2000.0,20.0,Akendo - small,H08307-05-03
H0830703,Dung,No,,,,,,,,H08307-05-03
H0830703,Charcoal,No,,,,,,,,H08307-05-03
H0830703,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H08307-05-03
H0830704,Firewood,Yes,Yes,No,No,Purchase from marketplace,3000.0,30.0,Bundle -small,H08307-05-04
H0830704,Charcoal,Yes,Yes,No,No,Purchase from marketplace,4000.0,4.0,Tin - 5ltrs,H08307-05-04
H0830704,Electricity,Yes,No,Yes,No,,,,,H08307-05-04
H0830704,Kerosene,Yes,No,Yes,No,Purchase from shop,1000.0,10.0,Akendo - small,H08307-05-04
H0830704,Dung,No,,,,,,,,H08307-05-04
H0830704,Crop Residue,No,,,,,,,,H08307-05-04
H0830704,lpg,No,,,,,,,,H08307-05-04
H0830704,Solar,No,,,,,,,,H08307-05-04
H0830801,lpg,No,,,,,,,,H08308-05-01
H0830801,Kerosene,Yes,No,Yes,No,Purchase from shop,4500.0,15.0,Akendo - medium,H08308-05-01
H0830801,Crop Residue,No,,,,,,,,H08308-05-01
H0830801,Dung,No,,,,,,,,H08308-05-01
H0830801,Charcoal,No,,,,,,,,H08308-05-01
H0830801,Solar,No,,,,,,,,H08308-05-01
H0830801,Electricity,No,,,,,,,,H08308-05-01
H0830801,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08308-05-01
H0830803,lpg,No,,,,,,,,H08308-05-03
H0830803,Electricity,No,,,,,,,,H08308-05-03
H0830803,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08308-05-03
H0830803,Crop Residue,No,,,,,,,,H08308-05-03
H0830803,Dung,No,,,,,,,,H08308-05-03
H0830803,Kerosene,Yes,No,Yes,No,Purchase from shop,3400.0,1.0,Litre,H08308-05-03
H0830803,Charcoal,Yes,Yes,No,No,Purchase from public utility,17000.0,1.0,Sack (80kgs),H08308-05-03
H0830803,Solar,No,,,,,,,,H08308-05-03
H0830901,Dung,No,,,,,,,,H08309-05-01
H0830901,Charcoal,Yes,Yes,No,No,Purchase from marketplace,30000.0,1.0,Sack (100kgs),H08309-05-01
H0830901,Kerosene,Yes,Yes,Yes,No,Purchase from public utility,6000.0,2.0,Litre,H08309-05-01
H0830901,lpg,No,,,,,,,,H08309-05-01
H0830901,Solar,No,,,,,,,,H08309-05-01
H0830901,Electricity,No,,,,,,,,H08309-05-01
H0830901,Firewood,No,,,,,,,,H08309-05-01
H0830901,Crop Residue,No,,,,,,,,H08309-05-01
H0831001,Dung,No,,,,,,,,H08310-05-01
H0831001,Kerosene,Yes,No,Yes,No,Purchase from shop,15000.0,150.0,Akendo - small,H08310-05-01
H0831001,Electricity,No,,,,,,,,H08310-05-01
H0831001,Crop Residue,No,,,,,,,,H08310-05-01
H0831001,lpg,No,,,,,,,,H08310-05-01
H0831001,Solar,No,,,,,,,,H08310-05-01
H0831001,Charcoal,Yes,Yes,No,No,Purchase from shop,1000.0,1.0,Tin - 5ltrs,H08310-05-01
H0831001,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08310-05-01
H0831002,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,1.0,Litre,H08310-05-02
H0831002,Crop Residue,No,,,,,,,,H08310-05-02
H0831002,Dung,No,,,,,,,,H08310-05-02
H0831002,Solar,No,,,,,,,,H08310-05-02
H0831002,Electricity,No,,,,,,,,H08310-05-02
H0831002,lpg,No,,,,,,,,H08310-05-02
H0831002,Charcoal,No,,,,,,,,H08310-05-02
H0831002,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08310-05-02
H0840201,Crop Residue,No,,,,,,,,H08402-05-01
H0840201,lpg,No,,,,,,,,H08402-05-01
H0840201,Solar,No,,,,,,,,H08402-05-01
H0840201,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08402-05-01
H0840201,Charcoal,Yes,Yes,No,No,Purchase from marketplace,7500.0,0.5,Sack (100kgs),H08402-05-01
H0840201,Kerosene,No,,,,,,,,H08402-05-01
H0840201,Electricity,No,,,,,,,,H08402-05-01
H0840201,Dung,No,,,,,,,,H08402-05-01
H0840401,Electricity,No,,,,,,,,H08404-05-01
H0840401,Kerosene,No,,,,,,,,H08404-05-01
H0840401,Dung,No,,,,,,,,H08404-05-01
H0840401,lpg,No,,,,,,,,H08404-05-01
H0840401,Solar,Yes,No,Yes,No,,,,,H08404-05-01
H0840401,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08404-05-01
H0840401,Charcoal,No,,,,,,,,H08404-05-01
H0840401,Crop Residue,No,,,,,,,,H08404-05-01
H0840501,Kerosene,Yes,No,Yes,No,Purchase from shop,12600.0,3.0,Litre,H08405-05-01
H0840501,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08405-05-01
H0840501,lpg,No,,,,,,,,H08405-05-01
H0840501,Solar,No,,,,,,,,H08405-05-01
H0840501,Electricity,No,,,,,,,,H08405-05-01
H0840501,Dung,No,,,,,,,,H08405-05-01
H0840501,Charcoal,Yes,Yes,No,No,Purchase on the black market,9000.0,3.0,Plastic basin - 15ltrs,H08405-05-01
H0840501,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H08405-05-01
H0840601,Firewood,Yes,Yes,No,No,Purchase from public utility,2000.0,4.0,Bundle -small,H08406-05-01
H0840601,Crop Residue,No,,,,,,,,H08406-05-01
H0840601,Solar,No,,,,,,,,H08406-05-01
H0840601,lpg,No,,,,,,,,H08406-05-01
H0840601,Kerosene,No,,,,,,,,H08406-05-01
H0840601,Charcoal,Yes,Yes,No,No,Purchase from public utility,15000.0,3.0,Plastic basin - 15ltrs,H08406-05-01
H0840601,Electricity,No,,,,,,,,H08406-05-01
H0840601,Dung,No,,,,,,,,H08406-05-01
H0840602,Crop Residue,No,,,,,,,,H08406-05-02
H0840602,Charcoal,Yes,Yes,No,No,Purchase from public utility,20000.0,20.0,Tin - 5ltrs,H08406-05-02
H0840602,Solar,No,,,,,,,,H08406-05-02
H0840602,Dung,No,,,,,,,,H08406-05-02
H0840602,Electricity,No,,,,,,,,H08406-05-02
H0840602,Kerosene,Yes,No,Yes,No,Purchase from public utility,1400.0,0.5,Litre,H08406-05-02
H0840602,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08406-05-02
H0840602,lpg,No,,,,,,,,H08406-05-02
H0840604,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H08406-05-04
H0840604,Electricity,No,,,,,,,,H08406-05-04
H0840604,Solar,Yes,No,Yes,No,,,,,H08406-05-04
H0840604,Dung,No,,,,,,,,H08406-05-04
H0840604,Kerosene,No,,,,,,,,H08406-05-04
H0840604,lpg,No,,,,,,,,H08406-05-04
H0840604,Crop Residue,No,,,,,,,,H08406-05-04
H0840604,Charcoal,Yes,Yes,No,No,Purchase from public utility,25000.0,1.0,Sack (100kgs),H08406-05-04
H0840801,Kerosene,No,,,,,,,,H08408-05-01
H0840801,Solar,No,,,,,,,,H08408-05-01
H0840801,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08408-05-01
H0840801,Dung,No,,,,,,,,H08408-05-01
H0840801,Charcoal,No,,,,,,,,H08408-05-01
H0840801,lpg,No,,,,,,,,H08408-05-01
H0840801,Electricity,No,,,,,,,,H08408-05-01
H0840801,Crop Residue,No,,,,,,,,H08408-05-01
H0840901,lpg,No,,,,,,,,H08409-05-01
H0840901,Crop Residue,No,,,,,,,,H08409-05-01
H0840901,Charcoal,No,,,,,,,,H08409-05-01
H0840901,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,1.0,Litre,H08409-05-01
H0840901,Electricity,No,,,,,,,,H08409-05-01
H0840901,Dung,No,,,,,,,,H08409-05-01
H0840901,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08409-05-01
H0840901,Solar,No,,,,,,,,H08409-05-01
H0840902,lpg,No,,,,,,,,H08409-05-02
H0840902,Electricity,No,,,,,,,,H08409-05-02
H0840902,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08409-05-02
H0840902,Charcoal,No,,,,,,,,H08409-05-02
H0840902,Kerosene,Yes,No,Yes,No,Purchase from shop,1000.0,10.0,Akendo - small,H08409-05-02
H0840902,Solar,No,,,,,,,,H08409-05-02
H0840902,Crop Residue,Yes,Yes,No,No,Gather / collect from village,,,,H08409-05-02
H0840902,Dung,No,,,,,,,,H08409-05-02
H0840903,Firewood,Yes,Yes,No,No,Gather / collect from own land,,,,H08409-05-03
H0840903,Charcoal,No,,,,,,,,H08409-05-03
H0840903,lpg,No,,,,,,,,H08409-05-03
H0840903,Crop Residue,No,,,,,,,,H08409-05-03
H0840903,Kerosene,No,,,,,,,,H08409-05-03
H0840903,Electricity,No,,,,,,,,H08409-05-03
H0840903,Solar,Yes,No,Yes,No,,,,,H08409-05-03
H0840903,Dung,No,,,,,,,,H08409-05-03
H0841001,Crop Residue,Yes,Yes,No,No,Gather / collect from own land,,,,H08410-05-01
H0841001,Electricity,No,,,,,,,,H08410-05-01
H0841001,Solar,No,,,,,,,,H08410-05-01
H0841001,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08410-05-01
H0841001,Dung,No,,,,,,,,H08410-05-01
H0841001,Kerosene,Yes,No,Yes,No,Purchase from shop,1800.0,0.5,Litre,H08410-05-01
H0841001,Charcoal,No,,,,,,,,H08410-05-01
H0841001,lpg,No,,,,,,,,H08410-05-01
H0841002,lpg,No,,,,,,,,H08410-05-02
H0841002,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08410-05-02
H0841002,Solar,No,,,,,,,,H08410-05-02
H0841002,Dung,No,,,,,,,,H08410-05-02
H0841002,Charcoal,No,,,,,,,,H08410-05-02
H0841002,Kerosene,Yes,No,Yes,No,Purchase from shop,1800.0,0.5,Litre,H08410-05-02
H0841002,Electricity,No,,,,,,,,H08410-05-02
H0841002,Crop Residue,No,,,,,,,,H08410-05-02
H0841101,Kerosene,No,,,,,,,,H08411-05-01
H0841101,lpg,No,,,,,,,,H08411-05-01
H0841101,Dung,No,,,,,,,,H08411-05-01
H0841101,Crop Residue,No,,,,,,,,H08411-05-01
H0841101,Firewood,No,,,,,,,,H08411-05-01
H0841101,Electricity,No,,,,,,,,H08411-05-01
H0841101,Solar,No,,,,,,,,H08411-05-01
H0841101,Charcoal,Yes,Yes,No,No,Purchase on the black market,7000.0,7.0,Sadolin tin - 3ltrs,H08411-05-01
H0850101,Charcoal,No,,,,,,,,H08501-05-01
H0850101,Electricity,No,,,,,,,,H08501-05-01
H0850101,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08501-05-01
H0850101,Kerosene,Yes,No,Yes,No,Purchase from shop,1600.0,0.5,Litre,H08501-05-01
H0850101,Dung,No,,,,,,,,H08501-05-01
H0850101,lpg,No,,,,,,,,H08501-05-01
H0850101,Solar,No,,,,,,,,H08501-05-01
H0850101,Crop Residue,No,,,,,,,,H08501-05-01
H0850201,Solar,No,,,,,,,,H08502-05-01
H0850201,Charcoal,No,,,,,,,,H08502-05-01
H0850201,Crop Residue,No,,,,,,,,H08502-05-01
H0850201,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08502-05-01
H0850201,Dung,No,,,,,,,,H08502-05-01
H0850201,Electricity,No,,,,,,,,H08502-05-01
H0850201,Kerosene,Yes,No,Yes,No,Purchase from shop,3000.0,1.0,Litre,H08502-05-01
H0850201,lpg,No,,,,,,,,H08502-05-01
H0850301,Crop Residue,No,,,,,,,,H08503-05-01
H0850301,Charcoal,No,,,,,,,,H08503-05-01
H0850301,Dung,No,,,,,,,,H08503-05-01
H0850301,Firewood,Yes,Yes,No,No,Gather / collect from village,,,,H08503-05-01
H0850301,lpg,No,,,,,,,,H08503-05-01
H0850301,Electricity,No,,,,,,,,H08503-05-01
H0850301,Kerosene,Yes,No,Yes,No,Purchase from shop,2000.0,0.5,Litre,H08503-05-01
H0850301,Solar,No,,,,,,,,H08503-05-01
H0850302,Kerosene,No,,,,,,,,H08503-05-02
H0850302,Solar,No,,,,,,,,H08503-05-02
H0850302,Firewood,No,,,,,,,,H08503-05-02
H0850302,Electricity,Yes,No,Yes,No,,,,,H08503-05-02
H0850302,lpg,No,,,,,,,,H08503-05-02
H0850302,Charcoal,Yes,Yes,No,No,Purchase from marketplace,20000.0,20.0,Heap - Small,H08503-05-02
H0850302,Dung,No,,,,,,,,H08503-05-02
H0850302,Crop Residue,No,,,,,,,,H08503-05-02
